"en_ar_DEEP"	"VerConf"
"تم دمج تحليل النوع الاجتماعي في تقييم الاحتياجات بعد الصراع والتدريب المرتبط به. تم إجراء تقييم تجريبي لاحتياجات ما بعد الصراع يراعي النوع الاجتماعي."	0
"أراد السيد مالك إرسال ضباط من شرطة الأمم المتحدة مع العقيد ريس للقاء العميد رواك. ورفض العقيد ريس، معتقدًا أن وجود المزيد من ضباط الشرطة الذين يرتدون القمصان الزرقاء من شأنه أن يؤدي إلى تفاقم الوضع."	1
"وقد تم إنشاؤها استجابة للادعاءات المتعلقة بانتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياقات النزاع وكذلك في حالات ارتفاع مستويات العنف، والتي ترتبط في كثير من الأحيان، ولكن ليس حصريًا، بالعمليات الانتخابية أو السياسية، والتي تنطوي على انتهاكات خطيرة لقانون حقوق الإنسان."	1
"26- وفي كانون الأول/ديسمبر، أدى ظهور مجموعات متمردة جديدة في غرب البلاد إلى المزيد من عمليات نزوح السكان نحو الحدود مع ليبيريا وغينيا."	0
"وطرح أسئلة رئيسية لتوجيه المناقشة حول دور المجلس في ضمان المساءلة، بما في ذلك ما يلي: ما هي الدروس التي يمكن تعلمها، وما هي الممارسات الجيدة التي تم تحديدها، من جهود المجلس لضمان المسؤولية الجنائية؟ ما هي التحديات التي تواجه مختلف آليات تقصي الحقائق؟ كيف يمكن إعطاء التعويضات أهمية أكبر في تحقيق المساءلة؟ ما هي الخطوات الإضافية التي قد يتخذها المجلس لضمان المساءلة عن الانتهاكات المرتكبة في النزاعات المسلحة؟"	0
"المقرر عقدها يوم الجمعة، 7 تشرين الثاني/نوفمبر 2008، الساعة 20/17"	0
"في مجال الشحن الجوي وحركة المرور الأخرى، ليس لدى الجمارك أي ترتيبات لتلقي إشعار مسبق بالشحنات."	0
"ومن بين هذه المخاوف، يجب تسليط الضوء على تدهور الوضع الأمني ​​في الأسابيع والأشهر الأخيرة."	1
"وقد أظهر الحادث الذي وقع في شمال ميتروفيتشا بوضوح أنه على الرغم من الولاية التي منحها مجلس الأمن فيما يتعلق بإعادة تشكيل بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو، فإن بعثة الاتحاد الأوروبي تبتعد بشكل متزايد عن مبدأ الحياد بشأن المركز، وهو ما يقوض مكانة ذلك الوجود الدولي."	1
"ولم يبدأ بعد أحد مراكز المعالجة، في دويكوي، في الجزء الغربي من البلاد، في معالجة البيانات حتى 15 أيلول/سبتمبر."	0
"ومثل هذه الآلية ضرورية للتحقيق بشكل كامل في مصير الأشخاص المفقودين."	0
"غير أن قدرة الدولة اللبنانية على ممارسة سلطتها بالكامل على كامل أراضيها ظلت مقيدة. لقد سلطت سلسلة من الحوادث الأمنية الضوء مرة أخرى على التهديدات التي يتعرض لها أمن لبنان والتي تشكلها الجماعات المسلحة الخارجة عن سيطرة الدولة وعن طريق انتشار الأسلحة."	1
"ثالثا. أنشطة مبعوثي الشخصي"	0
"وإذ يتصرف بموجب الفصلين السابع والثامن من الميثاق،"	0
"وإذ يكرر الإعراب عن بالغ قلقه إزاء استمرار الأعمال العدائية التي تقوم بها الميليشيات والجماعات المسلحة الأجنبية في الجزء الشرقي من جمهورية الكونغو الديمقراطية، وإزاء التهديد الذي تشكله على إجراء الانتخابات في جمهورية الكونغو الديمقراطية،"	1
"وكان اهتمام أوغندا الوحيد ومطلبها القاطع هو ضرورة نزع سلاح إرهابيي جيش الرب للمقاومة واعتقالهم وتقديمهم إلى العدالة على وجه السرعة."	1
"إن لدى إسرائيل مخاوف أمنية مشروعة، ولكن لا يمكن معالجتها بشكل كامل وبطريقة فعالة إلا من خلال تسوية يتم التفاوض عليها."	0
"وبينما تم الانتهاء من التدريب الأساسي لوحدة الشرطة الاحتياطية في 23 أغسطس، تشير التقديرات إلى أنه ستكون هناك حاجة إلى ما لا يقل عن ثلاثة أشهر أخرى من التدريب المكثف والإشراف أثناء الخدمة."	0
"ومع تزايد هذا التهديد، يجب أن تتطور استجابة المجتمع الدولي وتواكبها."	1
"وهذا جانب مهم لأنه أدى إلى زيادة كبيرة في مستوى الإحباط والكراهية من جانب السكان المستهدفين، بما في ذلك مؤيدو أحزاب المعارضة والمجموعات المجتمعية أو من يتصور أنهم مؤيدون لها، تجاه الشرطة وقوات الأمن."	1
"[S] يدين بشدة استمرار أشكال التمييز والعنف ضد النساء والفتيات، ولا سيما العنف الذي يهدف إلى منع الفتيات من الالتحاق بالمدارس ..."	1
"إن محنة ومعاناة الشعب الفلسطيني المستمرة تظل تجسيدا مأساويا لعواقب عدم تنفيذ القرارات وعدم إنفاذ قرارات مجلس الأمن."	1
"يشدد على مسؤولية جميع الأطراف والجماعات المسلحة في [البلد المتضرر] في اتخاذ الخطوات المناسبة لحماية السكان المدنيين في البلد، بما يتفق مع القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، ولا سيما عن طريق تجنب أي عمليات عشوائية أو مفرطة استخدام القوة في المناطق المأهولة بالسكان."	1
"دور Hidrogradnja في المشروع"	0
"6 - يطالب جميع الدول والأطراف في النزاعات المسلحة بالتنفيذ الكامل لجميع قرارات مجلس الأمن ذات الصلة، وبالتعاون الكامل في هذا الصدد مع بعثات الأمم المتحدة لحفظ السلام والأفرقة القطرية في متابعة وتنفيذ هذه القرارات؛"	0
"إن أغلب الناس في المنطقة يرفضون بحق العودة البسيطة إلى الوضع الذي كان قائماً من قبل، لأن أي هدنة تقوم على مثل هذه النتيجة المحدودة من غير المتوقع أن تستمر."	1
"ولم تقم إحدى الدول بوضع استراتيجية لمكافحة الإرهاب ولا الهياكل التنظيمية اللازمة."	1
"وهذه خطوة أساسية إلى الأمام، حيث يتم تفويض مسؤولية التنفيذ إلى المستوى الذي يتم فيه تقديم خدمات الشرطة، وهو ما يؤدي بدوره إلى تعظيم مبدأ الملكية المحلية."	0
"144. في حين أقرت اللجنة بأن رئيس قوة الدفاع واجه انسحابا جماعيا للأفراد والحاجة إلى الحفاظ على انضباط القوة، لاحظت اللجنة وجود تناقضات كبيرة بين الإجراء الذي اتخذه والإجراءات التي يتطلبها القانون. وأصدر قائد قوات الدفاع إعلاناً عاماً في 16 مارس/آذار مفاده أن مقدمي الالتماس سيعتبرون مدنيين اعتباراً من 1 مارس/آذار. وقد طلبت قوات الدفاع المشورة القانونية من المستشار القانوني المعين دوليا لمجلس الوزراء. ولم يكن هناك مستشار قانوني داخل قوات الدفاع أو الوزارة."	1
"30 - وتشمل المخاطر المحتملة التي قد تعترض جلب الأطراف غير الموقعة إلى طاولة المفاوضات إصرار الأطراف على فرض شروط مسبقة غير واقعية للمفاوضات. وهناك خطر آخر يتمثل في تعنت الأطراف تجاه المفاوضات وأثناء المفاوضات. ويمكن التخفيف من هذه المخاطر من خلال اتخاذ مواقف موحدة في صفوف المجتمع الدولي فيما يتعلق بعملية السلام والحفاظ على حوار وثيق مع الأطراف. وهناك خطر آخر يتمثل في إنشاء مبادرات موازية لعملية السلام من قبل الشركاء الإقليميين و/أو الدوليين، مما يؤدي إلى تقويض هذا العنصر من الإطار."	1
"وإذ يعرب عن قلقه العميق إزاء الأنشطة المسلحة وأعمال اللصوصية في [المنطقة] التي تهدد أمن السكان المدنيين وسير العمليات الإنسانية في تلك المناطق واستقرار تلك البلدان، والتي تؤدي إلى انتهاكات خطيرة لحقوق الإنسان والقانون الإنساني الدولي."	1
"وأوضح الممثل السامي/الممثل الخاص أنه نظرا لفشل سلطات جمهورية صربسكا ووزارة الداخلية في جمهورية صربسكا على وجه الخصوص، في إلقاء القبض على الأشخاص المتهمين بارتكاب جرائم حرب وفشل البوسنة والهرسك في الانضمام إلى شراكة الناتو ومن أجل السلام، ستُكلف اللجنة بإعداد توصيات لإنشاء هيكل شرطة واحد وفعال للبوسنة والهرسك بأكملها."	1
"\"ويدين مجلس الأمن بشدة استمرار استخدام الأراضي الأفغانية، ولا سيما المناطق التي تسيطر عليها حركة طالبان، لإيواء الإرهابيين وتدريبهم والتخطيط لأعمال إرهابية، ويؤكد من جديد اقتناعه بأن قمع الإرهاب الدولي أمر ضروري لصون الأمن الدولي. ويصر على أن تتوقف حركة طالبان عن توفير الملاذ والتدريب للإرهابيين الدوليين ومنظماتهم، وأن تتخذ تدابير فعالة لضمان عدم استخدام الأراضي الخاضعة لسيطرتها لمنشآت ومعسكرات إرهابية أو لإعداد أو تنظيم إرهابيين. الأعمال ضد الدول الأخرى أو مواطنيها، والتعاون مع الجهود الرامية إلى تقديم الإرهابيين المتهمين إلى العدالة."	1
"ونحث إسرائيل على اتخاذ المزيد من الإجراءات لإزالة البؤر الاستيطانية المتقدمة وفقا لخارطة الطريق والتصدي للتهديد المتزايد الذي يشكله التطرف الاستيطاني."	1
"والأسوأ من ذلك أن أنشطة هذه الجماعات الإرهابية تشكل تهديدا خطيرا لجهود البعثات الدولية لبناء السلام وحفظ السلام، على سبيل المثال في الصومال ومالي."	1
"ترفض جمهورية كوريا الشعبية الديمقراطية رفضا قاطعا القرار المتعلق بحقوق الإنسان المناهض لجمهورية كوريا الشعبية الديمقراطية، والذي تم اختلاقه على أساس مؤامرات وأكاذيب ومعلومات مضللة وفرضته الولايات المتحدة وغيرها من البلدان المعادية بطريقة متعجرفة وتعسفية."	1
"لن يؤدي تحويل قوة بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية وحده إلى التغييرات اللازمة لتنفيذ ولاية البعثة بشكل أكثر فعالية. ويجب أن تنطوي على تغيير في سلوك بعض البلدان المساهمة بقوات."	1
"المقرر عقدها يوم الأربعاء، 28 تشرين الثاني/نوفمبر 2007، الساعة 20/10 صباحا"	0
"رسالة مؤرخة في 9 نوفمبر 1998 من وزير الخارجية"	0
"\"ويكرر مجلس الأمن أن التهديد المتزايد الذي يشكله المقاتلون الإرهابيون الأجانب يشكل جزءا من القضايا والاتجاهات والتطورات الناشئة المتعلقة بالقرارين 1373 (2001) و 1624 (2005)، ويشجع لجنة مكافحة الإرهاب على عقد اجتماعات خاصة في عام 2015 بمشاركة الدول الأعضاء والمنظمات الدولية والإقليمية ذات الصلة لمناقشة سبل وقف تدفق المقاتلين الإرهابيين الأجانب، ومنع الإرهابيين من استغلال الإنترنت ووسائل التواصل الاجتماعي لتجنيد الأعمال الإرهابية والتحريض عليها، مع احترام حقوق الإنسان والحريات الأساسية، وامتثالاً للالتزامات الأخرى بموجب القانون الدولي، ويشير في هذا الصدد إلى أهمية عقد اللجنة اجتماعات في المناطق المتضررة بشأن القضايا المتعلقة بولاية اللجنة."	1
"94 - وقد قامت جميع الدول، باستثناء دولة واحدة، التي لا تتوفر معلومات عنها، بوضع استراتيجيات وهياكل مؤسسية لمكافحة الإرهاب، ويوجد تنسيق كامل أو جزئي بين وكالات إنفاذ القانون التي تتعامل مع قضايا مكافحة الإرهاب."	0
"\"ويكرر مجلس الأمن دعمه الكامل للقوة المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، ويدعو إلى مواصلة إعادة هيكلة قوات الدفاع والأمن في جمهورية أفريقيا الوسطى."	0
"ويؤكد المجلس استعداده لاتخاذ إجراءات ضد أي طرف يسعى إلى تقويض عملية السلام، بما في ذلك عن طريق عدم احترام وقف الأعمال العدائية أو عن طريق إعاقة المحادثات أو حفظ السلام أو المساعدات الإنسانية."	1
"ومع ذلك، فإننا نحث على بذل جهود أكبر لمتابعة المعلومات التي يتم الحصول عليها من الدول الأعضاء كجزء من الجهود المبذولة لمكافحة الإرهاب."	1
"وقُتل أحد ضباط الشرطة الوطنية على يد جندي بعد حوالي 30 دقيقة."	0
"51- تبلغ ميزانية الخطة الوطنية للقضاء على الكوليرا 443.7 مليون دولار للفترة 2013-2015."	0
"يمكن القول إن القطاع غير الربحي هو الأكثر عرضة لتمويل الإرهاب والأصعب في تنظيمه ومراقبته."	1
"ولم تقم أي دولة بمراجعة قطاعها غير الربحي أو إجراء تقييم لمخاطر تمويل الإرهاب."	1
"لا شك أن الإرهاب يمثل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان ويظل سببا رئيسيا للقلق ليس بالنسبة للدول الأفريقية فحسب، بل للمجتمع الدولي برمته."	1
"المقرر عقدها يوم الخميس الموافق 30 تموز/يوليه 1998، الساعة 1.35 بعد الظهر."	0
"وتقوم إدارة عمليات حفظ السلام حاليا بتحديد مرشح برتبة عميد لرئاسة المكتب."	0
"لقد كانت هذه مسألة حساسة، حيث كان هناك انعدام للثقة بين بعض ضباط الشرطة في مواقع مختلفة."	1
"37 - تم إغلاق منطقة التجمع الأخيرة ومركز التسريح في جيتيغا رسميا في 10 و 15 آب/أغسطس، على التوالي."	0
"وفيما يتعلق بالحالة الإنسانية، تشعر غواتيمالا بالقلق لأنه، وفقا لمكتب تنسيق الشؤون الإنسانية، يحتاج 20 مليون شخص في منطقة الساحل إلى المساعدة الإنسانية، ولا سيما في موريتانيا والنيجر وبوركينا فاسو وتشاد."	1
"وقد تم التنديد علناً بتصرفات الشرطة الوطنية لتيمور - ليشتي باعتبارها ثقيلة الوطأة وتفتقر إلى الاحترام تجاه أحد قدامى المحاربين البارزين في المقاومة."	1
"وبعد ذلك تم تدمير المباني المتبقية بالحرق."	0
"لقد بذلت الحركة الوطنية لكوت ديفوار جهوداً حثيثة لعزل المدنيين عن الصراع. وكانت أهداف الحركة الوطنية لكوت ديفوار استعادة كرامة شعب كوت ديفوار."	0
"إن منع الحركة غير القانونية عبر الحدود أمر حيوي لمكافحة الإرهاب والاتجار بالمخدرات والتهريب التجاري."	1
"قام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في UPF لإتاحة هذه الأسلحة."	0
"وتنشر الصحف اليومية مثل \"فراتيرنيتيه ماتان\" و\"نوتر فوا\" القريبة من حزب الجبهة الشعبية الإيفوارية رسائل قومية وتحريض على الحرب الشاملة."	0
"16 - ثانيا، تضعف الجريمة عبر الحدود قدرات الدولة، بما في ذلك القدرات العسكرية وقدرات الشرطة."	0
"هـ- الاعتقال التعسفي والتعذيب والإعدام ومعسكرات الاعتقال"	0
"وفي 12 نوفمبر/تشرين الثاني، وقع تفجير انتحاري آخر في مدرسة في كونتاجورا بولاية النيجر، مما أدى إلى إصابة العشرات. وفي 25 نوفمبر/تشرين الثاني، قتلت انتحاريتان مراهقتان أكثر من 45 شخصاً في سوق مايدوغوري. وفي 27 نوفمبر/تشرين الثاني، أدى انفجار قنبلة في منطقة مارابا-موبي في ولاية أداماوا إلى مقتل ما لا يقل عن 40 شخصاً. تعرض مسجد كانو المركزي لهجوم في 28 نوفمبر/تشرين الثاني، مما أسفر عن مقتل ما لا يقل عن 120 شخصًا وإصابة أكثر من 270 آخرين."	0
"\"ويرحب مجلس الأمن بحقيقة أن التدابير الفعالة لمكافحة القرصنة من خلال زيادة المبادرات الوطنية والثنائية والمتعددة الأطراف فضلاً عن آليات التعاون الإقليمية أدت إلى انخفاض كبير في عدد الهجمات الناجحة المتعلقة بالقرصنة في مناطق مختلفة، ويعترف بالحاجة إلى مواصلة الجهود في إطار هذه التدابير لمكافحة القرصنة لأن هذه المكاسب قابلة للتراجع ما دامت الظروف على الشاطئ مواتية لنشاط القراصنة في البحر."	0
"صحيفة اليوم السابع الصحفي رامي المليجي - بتاريخ 10 كانون الأول/ديسمبر 2011"	0
"وكررت إدانة الأمين العام لأي استخدام للأسلحة الكيميائية من قبل أي طرف في النزاع السوري ودعوته إلى تقديم مرتكبي مثل هذه الأعمال إلى العدالة."	1
"وفي هذا السياق، لا نزال نشعر بالقلق إزاء الفئات الأكثر ضعفا في تيمور - ليشتي: الفقراء والمشردين."	1
"37 - وتشجع اللجنة مديريتها التنفيذية على مواصلة التركيز على تنفيذ القرار 1624 (2005)، بما في ذلك عن طريق إيلاء الاهتمام الواجب للقضايا ذات الصلة، مثل دور تكنولوجيات المعلومات والاتصالات الجديدة، وتعزيز الحوار، بما في ذلك على مستوى العالم. على المستوى الوطني، من أجل تعزيز التسامح والتنوع والشمول، وإقامة شراكات استراتيجية بين الحكومات والجهات الفاعلة غير الحكومية، وتحديد أدوار ضحايا الإرهاب ومنع تخريب المؤسسات على يد الإرهابيين ومؤيديهم."	0
"رفضتهما UDI في لحظة ولادتها ميتًا."	1
"2 - تبدأ المذكرة المفاهيمية بالإشارة إلى نشاط مجلس الأمن على مدى 15 عاما بشأن مسألة التأثير على السلام والأمن الدوليين الناجم عن التفاعل بين الإرهاب والجريمة العابرة للحدود. ويلاحظ أن الدعم لهذا النشاط كان أقوى عندما يتعلق الأمر بجهود محددة لإدارة الصراعات وحلها المدرجة بالفعل في جدول أعمال المجلس."	0
"18 - قلب الدين حكمتيار (QI.H.88.03) يعتبر في المقام الأول تهديدا للسلام والأمن في أفغانستان."	1
"ومما يثير القلق البالغ تصاعد اللهجة لدى كلا الجانبين، جمهورية السودان وجمهورية جنوب السودان."	1
"173 - ومع ذلك، تلاحظ اللجنة وجود أوجه قصور في استعداد مكتب الأمم المتحدة في تيمور - ليشتي ونهجه تجاه هذا التدخل."	1
"ولكي يتحقق السلام الإقليمي الدائم، فلا بد من التعامل مع كافة القوى السلبية بشكل شامل ونزع سلاحها بالقوة."	0
"وفي ختام هذه الجولة الرابعة من المحادثات، أكد الطرفان مجددا التزامهما بمواصلة المفاوضات في مانهاست في موعد يحدده الاتفاق المشترك."	0
"ولا تزال ظروف القتل غير واضحة."	0
"وهذا ما حدا بمجلس الأمن إلى أن يقرر، في قراره 1556 (2004)، أن الصراع في السودان يشكل تهديدا للسلم والأمن الدوليين والاستقرار في المنطقة، وأن يدعو الحكومة بموجب الفصل السابع من ميثاق الأمم المتحدة. الأمم المتحدة إلى الوفاء فورا بالالتزامات الواردة في البيان المشترك."	1
"43. وفي إطار السعي إلى تحقيق هذه الأهداف، وثّقت بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي حالات واسعة النطاق من الاعتقالات غير القانونية وسوء المعاملة والاحتجاز لفترات طويلة قبل المحاكمة."	1
"12. رفع عقيل العقيل دعوى قضائية في 11 أيار/مايو 2005 في محكمة المقاطعة الفيدرالية في مقاطعة كولومبيا ضد مسؤولين في وزارة العدل والخارجية والخزانة الأمريكية، مدعيا أن حكومة الولايات المتحدة صنفته كإرهابي في يوم 11. في 2 يونيو 2004، انتهك حقوقه بموجب دستور الولايات المتحدة. العقيل، مقيم ومواطن في المملكة العربية السعودية، كان رئيسًا لمؤسسة الحرمين الإسلامية، التي كان مقرها في المملكة العربية السعودية حتى تم إغلاقها من قبل السلطات السعودية في عام 2004. في 6 يوليو 2004، أدرجته الأمم المتحدة تحت اسم العائلة. العقيل، إلى جانب مكاتب الحرمين المختلفة في أفغانستان وألبانيا وبنغلاديش وإثيوبيا وهولندا (أدرجت الأمم المتحدة مكاتب الحرمين الأخرى قبل وبعد هذه القائمة)."	1
"كما سجل خلال شهر تشرين الثاني/نوفمبر إصابة 3 ناشطين إعلاميين، جميعهم برصاص قوات النظام."	0
"دعوة أطراف النزاع المسلح إلى الامتثال الصارم للقانون الإنساني الدولي المعمول به، بما في ذلك الحظر المفروض على:"	1
"وكان من شأن إصدار مثل هذه التأشيرات أن يوفر قدراً كبيراً من الوقت الذي كان يُقضى في انتظار إصدار تأشيرات الدخول لمرة واحدة لمدة شهر واحد، والتي كان أعضاء الفريق يتلقونها في أديس أبابا في كل مرة تنتهي فيها صلاحية تأشيراتهم."	0
"14. يجب أن يحصل جميع الضحايا، بما في ذلك ضحايا هدم المنازل والطرد، على تعويضات كاملة ومناسبة."	0
"يدعو جميع الدول إلى اتخاذ خطوات عاجلة للتنفيذ الكامل للقرار 1373 (2001)، ومساعدة بعضها البعض في القيام بذلك، ويؤكد التزام الدول بحرمان الإرهابيين ومن يدعمون الإرهاب من الدعم المالي وجميع أشكال الدعم الأخرى والملاذ الآمن. ,"	1
"وفي عام 2003، استغرقت الدوائر الابتدائية ما مجموعه 498 يوم محاكمة. وفي عام 2002، استغرقت الدوائر الابتدائية الثلاث ما مجموعه 414 يوم محاكمة. وفي عام 2001، استغرقت الدوائر ما مجموعه 340 يوم محاكمة."	0
"وسيكون هناك خطر يتمثل في تركيز الاهتمام على الوضع على حساب المعايير."	1
"ونشعر بالأسى بشكل خاص إزاء العدد المنخفض للغاية من اللاجئين العائدين، وهو المؤشر الأكثر فائدة لتقييم الوضع في المقاطعة."	1
"2. إدارة انتقال البعثات"	0
"1. قانون الأسلحة الكيميائية لعام 2000 2. قانون أسلحة الدمار الشامل لعام 2005 (القسم 9) 3."	0
"وإذ يعرب عن القلق إزاء التهديدات المستمرة التي يشكلها النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة وتكديسها بشكل مزعزع للاستقرار وإساءة استخدامها على سلامة وأمن حفظة السلام التابعين للأمم المتحدة وعلى فعاليتهم في تنفيذ ولايات حفظ السلام ..."	1
"ومن أجل تسمية أشخاص معينين كمرتكبين مشتبه بهم، من الضروري تحديد الجرائم الدولية التي قد يتحملون المسؤولية عنها."	0
"(ب) كمية أعلى بكثير من إجمالي الكربون العضوي وإجمالي الأحماض النووية، أي المواد البيولوجية؛"	0
"وفي اليوم التالي، غادر السيد طه لبنان براً باتجاه الجمهورية العربية السورية."	0
"المقرر عقدها يوم الجمعة 14 كانون الثاني/يناير 2011، الساعة 15/10 صباحاً"	0
"كما أعربوا مجددا عن قلقهم البالغ إزاء مشاكل الإرهاب والقرصنة واحتجاز الرهائن والحالة الإنسانية المتردية. وفي هذا السياق، أكدوا ضرورة التنفيذ السريع لجميع قرارات مجلس الأمن ذات الصلة، بما في ذلك من قبل المؤسسات الاتحادية الانتقالية، حسب الاقتضاء."	1
"وفي العقد الذي انقضى منذ هجوم عام 2003 في بغداد، تضاعفت خسائر عمال الإغاثة ثلاث مرات، لتصل إلى أكثر من 100 حالة وفاة سنويًا."	0
":: عدد السكان: 6,750,000 نسمة."	0
"483- رفضت اللجان عدداً كبيراً من القضايا لأن استجواب الضحايا أظهر أن الجريمة موضوع الشكوى لا ترقى إلى مستوى الاغتصاب، إذ لم يحدث إيلاج، أو لأن المشتكين خلطوا بين المصطلح العربي للقمع ومصطلح \"القهر\". الاغتصاب وتقدموا عن طريق الخطأ بشكاوى بشأن أشكال أخرى من سوء المعاملة أو العنف، مثل الضرب."	1
"إن قرار طرد العاملين في المجال الإنساني وإسكات الآخرين من خلال التهديد بالطرد، أو محاولات تقييد حرية حركة بعثة الاتحاد الأفريقي والأمم المتحدة في دارفور (يوناميد) هي جزء من هذه السياسة الرامية إلى تقليص قدرة المجتمع الدولي على الرصد."	1
"إن الشعب الإسرائيلي، الذي كان يأمل في أن يؤدي انسحاب إسرائيل من لبنان - الذي صدق عليه هذا المجلس قبل ست سنوات - إلى تحقيق الأمن على طول حدوده الشمالية، يجد نفسه تحت هجمات صاروخية مستمرة من حزب الله، والتي تصل كل يوم إلى داخل الأراضي الإسرائيلية ."	1
"ومن الواضح أن هذه الظروف تمثل أكبر عقبة أمام الاستقرار والتقدم في أفغانستان، وأنها إذا سمح لها بالاستمرار فإنها تهدد بإبطال التقدم الذي تم إحرازه على مدى ما يقرب من ثلاث سنوات."	1
"\"ويعرب مجلس الأمن عن بالغ قلقه من أن استمرار عدم الاستقرار وزيادة الفراغ الأمني ​​في جمهورية أفريقيا الوسطى لا يزال يؤثر سلبا على عمليات مكافحة جيش الرب للمقاومة ويسهم في تعزيز جيش الرب للمقاومة في البلد."	1
"ويرأس نظام الدعم الإداري للهيئات الخاصة القاضي المنسق، وهو موظف دولي."	0
"السيد أوريليان يوركا، فرنسا (الجماعات المسلحة)؛"	0
"وأود أيضا أن أؤكد من جديد أن أعضاء قوات الدفاع الأربعة المدانين بالقتل غير العمد في مقتل ثمانية من ضباط الشرطة الوطنية بالرصاص في عام 2006، والذين تم العفو عن أحدهم وخففت الأحكام الصادرة على ثلاثة منهم، لم يدفعوا بعد التعويض الذي أمرت به المحكمة لهؤلاء الأفراد. أرامل الضحايا."	1
"منذ بداية المأزق السياسي الذي أعقب انتخابات 29 مارس/آذار، أعرب الأمين العام عن قلقه بشأن العملية والعنف ذي الدوافع السياسية."	1
"عملاً بالفقرة 18 من قرار مجلس الأمن 2100 (2013)، قدمت فرنسا أربعة تقارير إلى مجلس الأمن تتضمن ستة إجراءات قتالية تم تنفيذها ردًا على \"تهديد وشيك وخطير\" وسلطت الضوء على عمل مفارز الاتصال والدعم العملياتي التابعة للبعثة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي. فضلا عن دعم القوات الفرنسية في رعاية الجرحى."	1
"لجنة متابعة الندوة الوطنية حول المجتمع المدني"	0
"ونظراً لوضعها السياسي الحالي فإن كوسوفو تظل بعيدة كل البعد عن الاستثمار الأجنبي المباشر وتفتقر إلى أهلية الاستفادة من برامج ومساعدات صندوق النقد الدولي والبنك الدولي، الأمر الذي من شأنه أن يخلف تأثيراً مباشراً على تنمية اقتصاد مستقر وفعال."	0
"ورأت أيضًا أنه، نظرًا لأهمية مكافحة الإرهاب الدولي، فإن التجميد الاحترازي والمؤقت للأموال، مع السماح باستثناءات للنفقات الأساسية، لا يشكل تدخلاً تعسفيًا أو غير مناسب أو غير متناسب في الحق في الملكية."	0
"ورغم أن بعثة الأمم المتحدة واللجنة الانتخابية المستقلة اعتمدتا حتى الآن على المراقبين المدنيين لنزع فتيل الصراعات، فإن مثل هذه الآلية قد لا تكون كافية للتعامل مع أخطر التهديدات."	1
"واتفق المشاركون على أن وجود تنظيم القاعدة في شبه الجزيرة العربية في اليمن يشكل تحديا كبيرا أمام الانتقال السلمي وأكدوا على الحاجة إلى تقديم دعم دولي مستهدف لليمن لمكافحة الإرهاب."	1
"(ج) تقديم الدعم لخارطة الطريق الخاصة بالمرحلة الانتقالية."	0
"8. الفقرتان الفرعيتان 3 (أ) و(ب)"	0
"كما أنها لن تخدم مصالح الولايات المتحدة."	0
"ومن غير الواضح ما إذا كانت هذه طائرات كانت في السابق مسجلة في رواندا ثم حولت تسجيلها بعد ذلك إلى بلد آخر، أو إذا كان هذا يعني ببساطة أنها كانت طائرات تعمل بوثائق تسجيل مزورة أو منتهية الصلاحية أو ملغاة."	0
"4 - يدعو جماعات المعارضة السورية المسلحة والعناصر ذات الصلة إلى احترام الأحكام ذات الصلة من التفاهم الأولي؛"	0
":: استعراض واقتراح كيفية تحديث نظام تقديم التقارير مع مراعاة توصية نتائج مؤتمر القمة العالمي لعام 2005 (انظر قرار الجمعية العامة A/60/1) بشأن توحيد متطلبات تقديم التقارير بالتعاون مع الهيئات الفرعية الأخرى التابعة لمجلس الأمن والمتعلقة بمكافحة الإرهاب مجلس."	0
"19. يدين بأشد العبارات جميع أشكال العنف الجنسي وغيره من أشكال العنف المرتكبة ضد المدنيين في النزاعات المسلحة، ولا سيما النساء والأطفال، ويتعهد بضمان أن تستخدم جميع عمليات دعم السلام جميع التدابير الممكنة لمنع مثل هذا العنف ومعالجة آثاره حيثما يحدث؛"	1
"وشهد شهر سبتمبر خروقات من الجانبين، وهجمات وهجمات مضادة، وأعمال انتقامية وانتقامية."	0
"(ج) نقل وتخزين المخزون والوثائق في الموقع"	0
"وهناك أيضًا نمو في المراكز الإقليمية لمكافحة الإرهاب حيث يمكن تحديد أفضل الممارسات فيما يتعلق بتنفيذ الجزاءات وفقًا للظروف الخاصة ذات الصلة."	0
"وفي الوقت نفسه، أدانت ألمانيا والاتحاد الأوروبي مراراً وتكراراً في الماضي الفظائع الإرهابية التي أدت إلى مقتل مئات الإسرائيليين."	1
"وينتظر مشروع المرسوم حاليا آراء لجنتي العدل وحقوق الإنسان والمالية والائتمان العام بمجلس النواب."	0
