"en"	"MatConf"
"Indeed, one UNPOL officer reported the presence of machine guns on the roof of the former United Nations Peacekeeping Force (PKF) building during the afternoon of 24 May."	1
"More recently, there are signs that cross-border wildlife poaching may be a factor in Central African conflict dynamics, and there is evidence that the conflict in Mali was in part the result of cross-border arms trafficking resulting from the conflict in Libya."	1
"To frame the Council discussion in September, the Council should ask the Secretary-General to brief on the scope of the foreign terrorist fighter problem, its effect on current conflicts and the efforts of the United Nations to address it."	1
"Enforcement Guidelines on Countering Money-Laundering and Terrorist Financing"	1
"The disarmament campaign in July resulted in 4 Shilluk youth dead and 11 detained, who remain in SPLA custody to date, as well as reports of the SPLA looting houses and livestock."	1
"In one case reported from Deleba in Western Darfur, the victim was beaten to death."	1
"Extraktionstechnik produced deposit confirmations from its bank, Commerzbank AG, totalling DEM 1,059,790."	0
"Law enforcement expertise will be concentrated within a dedicated, autonomous task force."	0
"Torture, rape and other arbitrary cruelties at the hands of guards and fellow prisoners are widespread and committed with impunity."	1
"The Committee will remain focused on promoting States' implementation of resolution 1373 (2001) and on taking practical measures designed to enhance the counter-terrorism capacity of States."	0
"The last full list of items (S/2009/10/Add.39) was issued on 5 October 2009."	0
"1. A total volumetric capacity of 110 litres or more; and"	0
"23. Decides that the requirement for States to take the measures described in paragraph 1 of this resolution shall terminate with respect to that individual, group, undertaking or entity 60 days after the Committee completes consideration of a Comprehensive Report of the Ombudsperson, in accordance with annex II of this resolution, including paragraph 6 (h) thereof, where the Ombudsperson recommends that the Committee consider delisting, unless the Committee decides by consensus before the end of that 60 day period that the requirement shall remain in place with respect to that individual, group, undertaking or entity; provided that, in cases where consensus does not exist, the Chair shall, on the request of a Committee Member, submit the question of whether to delist that individual, group, undertaking or entity to the Security Council for a decision within a period of 60 days; and provided further that, in the event of such a request, the requirement for States to take the measures described in paragraph 1 of this resolution shall remain in force for that period with respect to that individual, group, undertaking or entity until the question is decided by the Security Council;"	0
