"en_ar_DEEPL"	"VerCoop"
"في كينيا، تمت مقاضاة 160 من القراصنة المشتبه بهم ولا يزال 4 منهم قيد المحاكمة."	0
"21. وتتطلع اللجنة كذلك إلى وضع خطة تنفيذية لتحقيق أي من الأهداف المحددة في خطة عمل ألماتي التي لم تتحقق بعد، فضلا عن تنفيذ الالتزامات الواردة على أساس مستمر في الوثائق الختامية المتفق عليها في الاجتماعات الاستثنائية الثلاثة السابقة، بما في ذلك تدابير تحسين تدفق المعلومات مع المنظمات الدولية والإقليمية ودون الإقليمية وفيما بينها."	1
"ويجري حالياً استكشاف الخيارات المتاحة لتسهيل شغل المجمع الجديد في أقرب وقت ممكن."	1
"8 8/8/91/04 - كانون الثاني/يناير 1991"	0
"102. ووجدت اللجنة أنه عندما واجهت الحكومة التمرد في دارفور الذي شنته حركتا تمرد في أوائل عام 2003، دعت الحكومة عددا من القبائل العربية للمساعدة في القتال."	0
"ويرى الأمين العام أن وثائق التفويض هذه سليمة."	0
"وإلى جانب الاتفاقيات المواضيعية الاثنتي عشرة لمكافحة الإرهاب، وفي ظل غياب تعريف متفق عليه عالمياً للإرهاب، تمثل القائمة رمزاً للتصميم الدولي وإجراءً عملياً لمواجهة التحدي العالمي للسلم والأمن الدوليين الذي يشكله تنظيم القاعدة وحركة طالبان وشركاؤهما."	1
"(ج) دعم الجهود التي تبذلها حكومة [البلد المتضرر] لضمان حماية المدنيين من انتهاكات القانون الإنساني الدولي وانتهاكات حقوق الإنسان، بما في ذلك جميع أشكال العنف الجنسي والجنساني، وتعزيز حقوق الإنسان وحمايتها ومكافحة الإفلات من العقاب، بما في ذلك من خلال تنفيذ \"سياسة عدم التسامح مطلقا\" التي تنتهجها الحكومة فيما يتعلق بالانضباط وانتهاكات حقوق الإنسان والقانون الإنساني، التي ترتكبها عناصر قوات الأمن، ولا سيما عناصرها المدمجة حديثا;"	1
"يعرب الاتحاد الروسي عن أسفه وقلقه العميق إزاء المعلومات المتعلقة بأعمال العنف الجارية في دارفور."	0
"رسالة مؤرخة 23 شباط/فبراير 1999 موجهة من الرئيس"	0
"كما عزز تنظيم القاعدة في بلاد المغرب الإسلامي معسكراته في مناطق معزولة في شمال مالي."	0
"30. وبصفة عامة كان موقف السلطات الحكومية من اللجنة متعاونا."	1
"يمكن القول إن القطاع غير الربحي هو الأكثر عرضة لتمويل الإرهاب والأكثر صعوبة في التنظيم والمراقبة."	0
"هذه هي القضايا التي يجب معالجتها كجزء من جهود إصلاح قطاع الأمن."	0
"وصدرت شهادة الصيانة النهائية في 15 كانون الأول/ديسمبر 1988. وفي 20 آب/أغسطس 1989، أرسلت شركة \"وولف وموللر\" حسابها النهائي إلى شركة أمانات."	0
"وأُثني على مقدمة التقرير السنوي للفترة 2007/2008، بالصيغة التي أعدها وفد فييت نام، لما تضمنته من موجز وتحليل موضوعي لأنشطة المجلس في مختلف المناطق، وبشأن مسائل تتراوح بين انتشار أسلحة الدمار الشامل ودور المنظمات الإقليمية ودون الإقليمية في المساهمة في صون السلم والأمن الدوليين."	0
"19. يقرر إبقاء المسألة قيد نظره."	0
"قالت سبع عشرة دولة أنها لا تعتبر نفسها معرضة للتهديد، وتعتقد ثلاث دول أنه لا يوجد تهديد إقليمي."	1
"وأود أن أعرب عن شكري للسفير مايكل بيل وحكومة كندا على رئاستهما الفعالة للمرفق على مدى العامين الماضيين."	0
"وعلاوة على ذلك، ومن حيث المبدأ، فإن إنشاء خط إبلاغ بين مكتب أمين المظالم والأمانة العامة بشأن المسائل الموضوعية يمثل، من حيث المبدأ، تعديا مباشرا وكبيرا على استقلالية المكتب، سواء من حيث التصور أو من حيث الممارسة."	1
"2. تذكّر في هذا الصدد بأن الصحفيين والإعلاميين والأفراد المرتبطين بهم الذين يعملون في مهام مهنية خطيرة في مناطق النزاع المسلح يعتبرون مدنيين ويجب احترامهم وحمايتهم بصفتهم هذه، شريطة ألا يقوموا بأي عمل يؤثر سلباً على وضعهم كمدنيين. وذلك دون المساس بحق المراسلين الحربيين المعتمدين لدى القوات المسلحة في الحصول على وضع أسرى الحرب المنصوص عليه في المادة 4 - ألف - 4 من اتفاقية جنيف الثالثة;"	0
"المقرر عقدها يوم الخميس، 11 أيار/مايو 2000، الساعة 8 مساءً"	0
"4. كما هو مبين في المحضر الحرفي المؤقت لجلسة مجلس الأمن 4688، المعقودة في 20 كانون الثاني/يناير 2003 (S/PV.4688)، قدم أعضاء المجلس تعليقات واقتراحات ومقترحات في المجالات التالية: الصكوك الدولية؛ والتعاون الدولي؛ ودور المنظمات الدولية والإقليمية ودون الإقليمية؛ والمساعدة؛ ولجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) (المشار إليها فيما يلي بلجنة مكافحة الإرهاب)."	1
"قانون مراقبة الذخائر الحربية B.E. 2530 (1987)"	0
"التعذيب محظور تمامًا بموجب اتفاقيات جنيف، سواء في النزاعات المسلحة الداخلية أو الدولية."	0
"وأوضح أن العملية الانتقالية استغرقت وقتاً طويلاً، وشدد على ضرورة العمل السياسي المشترك ضد جماعات المعارضة المسلحة التي تهدد العملية السلمية."	1
"المقرر عقدها يوم الجمعة، 14 يناير 2011، الساعة 10 صباحًا."	0
"ويدرك مجلس الأمن أن التنمية والأمن يعزز كل منهما الآخر وأنهما أمران حيويان لاتباع نهج فعال وشامل لمكافحة الإرهاب."	1
"69. ومع استمرار محادثات السلام بين الأطراف المالية في الجزائر العاصمة بتيسير من فريق الوساطة الذي تقوده الجزائر، أدعو جميع الأطراف إلى التفاوض بحسن نية للتوصل إلى اتفاق سلام شامل وقابل للتنفيذ ومستدام يعالج الأسباب الجذرية للنزاع."	1
"يتم تنفيذ عمليات محددة لجمع الأسلحة والذخائر التي يتم تسليمها طوعًا، في ظل ظروف العفو، أو إذا لزم الأمر، في عمليات أكثر توجيهًا."	0
"\"ويدعو مجلس الأمن جميع الأطراف في النزاعات المسلحة إلى الامتثال لالتزاماتها بموجب القانون الإنساني الدولي باحترام وحماية العاملين في المجال الطبي والامتناع عن مهاجمة العاملين في المجال الطبي، شريطة ألا تتخذ أي إجراء يؤثر سلباً على وضعهم كمدنيين، وعلى المرافق، وكذلك الامتناع عن استخدام البنية التحتية الطبية في القتال."	1
"وقد أفاد المراقبون بأن المدنيين النازحين الذين يعيشون تحت سيطرة الحكومة في هذه المناطق لا يزالون سجناء فعليين - محصورين في مخيمات ومستوطنات لا يتوفر فيها ما يكفي من الغذاء والمأوى والمساعدات الإنسانية، وهم معرضون باستمرار لخطر التعرض لمزيد من الهجمات والاغتصاب ونهب ما تبقى من ممتلكاتهم."	0
"5. دير ديفيتش، بالقرب من سربيتشا"	0
"ويقدم الفريق أدناه ثلاث دراسات حالة - بشأن القوة الجوية؛ والمركبات المخصصة للاستخدام العسكري؛ والمرتزقة والميكانيكيين - لكي تنظر فيها اللجنة وتتوصل إلى قرار في الوقت المناسب بشأن ما إذا كانت تنتهك الحظر."	1
"205. إن دول المنطقة دون الإقليمية متيقظة جدا للتهديدات الإرهابية التي تواجهها وقد استثمرت موارد ضخمة في توسيع الأطر القانونية، وإنشاء وتعزيز مؤسسات مكافحة الإرهاب، وبذل الجهود لتعزيز قدرات وكالات إنفاذ القانون ووكالات الاستخبارات."	0
"استخدام نهج التقييم التشاركي لضمان تأثير النساء والفتيات العائدات والنازحات داخلياً في وضع استراتيجيات وبرامج إعادة الإدماج ومحتوياتها؛ وتنقيح معايير إعادة الإدماج المراعية للنوع الاجتماعي في قضايا مثل إصلاح الدستور والعمليات الانتخابية؛ وتصنيف المؤشرات حسب الجنس."	1
"يخطط فريق الرصد لمواصلة العمل مع الفرع، الذي ينبغي أن يكون الشريك المفضل لمعظم شركاء الأمم المتحدة في مجال بناء القدرات في مجال مكافحة الإرهاب من أجل تجنب ازدواجية الجهود. هاء - المنظمات الدولية والإقليمية"	1
"وقد حصلت الحكومة على أكثر من 59,000 دولار من عائدات تلك الصادرات."	0
"ومع ذلك، يوصي الفريق بأن يوضح مجلس الأمن للدول الأعضاء أنها ملزمة بموجب نظام الجزاءات بمنع استخدام الإنترنت لتوريد أو بيع أو نقل المشورة الفنية أو المساعدة أو التدريب المتصل بالأنشطة العسكرية إلى الأفراد والكيانات المدرجة أسماؤهم في القائمة من أراضيها أو من قبل رعاياها خارج أراضيها بشكل مباشر أو غير مباشر."	0
"الاحتياطيات وأرصدة الصناديق في بداية الفترة"	0
"إن أي اتجاهات نحو التطرف في المؤسسات التعليمية ستقع تحت سلطة وزارة التربية والتعليم."	0
"يطلب إلى الأمين العام أن يكفل (أ) مواصلة رصد حالة الأطفال والإبلاغ عنها، كجزء من التقارير المشار إليها في [الفقرة ذات الصلة] أعلاه، بما في ذلك التعاون الوثيق مع الجهات الفاعلة في مجال حماية الطفل و (ب) مواصلة الحوار مع أطراف النزاع من أجل وضع وتنفيذ خطط عمل محددة زمنيا لوضع حد لتجنيد الأطفال واستخدامهم كجنود وغير ذلك من انتهاكات القانون الإنساني الدولي وقانون حقوق الإنسان المرتكبة ضد الأطفال;"	1
"وهذا يتطلب موقفًا واضحًا، لا سيما - إذا جاز لي أن أتحدث بصراحة - من الولايات المتحدة الأمريكية."	0
"43. أجرى خبراء لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) مناقشات مع معهد الأمم المتحدة الأقاليمي لبحوث الجريمة والعدالة ومعهد الأمم المتحدة لبحوث نزع السلاح بشأن البرامج والأنشطة المحتملة لدعم التنفيذ الفعال للقرار 1540 (2004)."	1
"ودعا بعض الأعضاء المجلس إلى تقديم مساهمة أقوى في الجهود الرامية إلى إعادة الطرفين إلى المفاوضات من أجل التوصل إلى حل الدولتين، وقالوا إن المستوطنات الإسرائيلية تقوض آفاق السلام."	1
"اجتمع مجلس الأمن على المستوى الوزاري في 22 سبتمبر/أيلول للنظر في الجوانب المدنية لإدارة النزاع وبناء السلام."	1
"في الرسالة المذكورة أعلاه، يتحدث ممثل النظام الإسرائيلي عن الأمن والسلام والاستقرار في منطقة الشرق الأوسط."	0
"ومع اشتداد حدة القتال، عززت قوات الدفاع الوطني التيمورية مواقعها في التلال بإرسال سفينة تابعة للبحرية إلى خليج تيبار."	0
"ترتبط المخاوف الأمنية الرئيسية بالنشاط الإجرامي والاقتتال بين الفصائل."	0
"شهدت كينشاسا ومناطق أخرى في الغرب مستويات تهديد منخفضة نسبيًا، على الرغم من أن معدلات الجريمة لا تزال مصدرًا للقلق."	0
":: النظر في الكيفية التي يؤثر بها العدد غير المسبوق من الأزمات العنيفة على التشرد وحقوق النساء والفتيات وحمايتهن، مع الإشارة على وجه الخصوص إلى الكيفية التي يسهم بها التهديد المستمر من التطرف العنيف في التشرد وفي الانتهاكات الجسيمة التي تتعرض لها النساء والفتيات"	0
"ونحن نعتقد اعتقاداً راسخاً بأن مثل هذه الزيارة ستسهم بشكل كبير في تنشيط عملية السلام وتمهيد الطريق أمام تطور إيجابي جديد في المنطقة التي مزقها الصراع."	1
":: :: الاجتماعات التشاورية التي عقدت مع العديد من الشركاء الذين أقروا بأهمية برنامج الاستثمار ذي الأولوية وأعربوا عن التزامهم بدعم مجموعة دول الساحل الخمس فيما يتعلق بتمويل البرنامج وإنشاء الأمانة الدائمة، بما في ذلك البنك الدولي وبنك التنمية الأفريقي والبنك الإسلامي للتنمية والصناديق والبنوك العربية والاتحاد الأوروبي والأمم المتحدة. وقد أشاد هؤلاء الشركاء بالطاقة التي تتحلى بها مجموعة دول الساحل الخمس وبالقيادة القوية لرؤساء الدول، كما يتضح من نهجهم المتميز في التعامل مع التحديات الرئيسية في منطقة الساحل، ولا سيما في مجالي الأمن والتنمية."	1
"47. يحث بقوة الدول الأعضاء على تقديم جميع المعلومات ذات الصلة بالموضوع إلى أمين المظالم، بما في ذلك أي معلومات سرية ذات صلة، عند الاقتضاء، ويشجع الدول الأعضاء على تقديم المعلومات ذات الصلة في الوقت المناسب، ويرحب بالترتيبات الوطنية التي أبرمتها الدول الأعضاء مع مكتب أمين المظالم لتيسير تبادل المعلومات السرية، ويشجع الدول الأعضاء على مواصلة التعاون في هذا الصدد، بما في ذلك عن طريق إبرام ترتيبات مع مكتب أمين المظالم لتبادل هذه المعلومات، ويؤكد أنه يجب على أمين المظالم أن يمتثل لأي قيود على السرية تفرضها الدول الأعضاء على هذه المعلومات التي تقدمها؛"	1
"يوصي فريق الرصد بأن تقوم اللجنة بوضع حد أدنى من معايير تحديد القيود وتيسير إجراءاتها لإزالة القيود عندما تتوفر أدلة كافية لاعتبارها ميتة أو منتهية الصلاحية."	1
"139. وهذا النهج المكون من شقين - استخدام القيود المفروضة على نطاق منطقة شنغن لاستبعاد الأشخاص المدرجين في القائمة من خارج منطقة شنغن، مع الإبقاء على القيود الوطنية للحد من حركة الأجانب المدرجين في القائمة داخل المنطقة - يمكن أن يكون نموذجا تحتذي به الدول الأخرى في المناطق القائمة أو النامية التي لا توجد فيها حدود أو مناطق خالية من التأشيرات."	1
"وقد أحاط الفريق علماً ببعض الاستنتاجات التي توصلت إليها أفرقة المفوضين الأخرى، التي وافق عليها مجلس الإدارة، فيما يتعلق بتفسير قرارات مجلس الأمن ومقررات مجلس الإدارة ذات الصلة."	0
"إن سياستنا في المشاركة الاستباقية لها أهداف طويلة الأجل لإخراج المجتمع الأبخازي من العزلة، وتعريفهم بالقيم والمعتقدات الديمقراطية، والاعتراف بحقوق الإنسان الأساسية للمشردين داخليًا واللاجئين، وأولها الحق في العودة إلى ديارهم، بغض النظر عن انتمائهم العرقي، وتهيئة بيئة من الثقة والاحترام المتبادل."	0
"ويقر مجلس الأمن بالحاجة إلى مشاركة الوكالات الإنسانية بشكل متسق مع جميع أطراف النزاع المسلح لأغراض إنسانية، بما في ذلك الأنشطة الرامية إلى ضمان احترام القانون الإنساني الدولي."	1
"ويﻻحظ مجلس اﻷمن مع التقدير الخطوات اﻷولية التي اتخذتها حكومة رواندا بسرعة لمعالجة هذه الحالة، ويشجع حكومة رواندا على مواصلة التعاون مع اﻷمم المتحدة والمنظمات الدولية ذات الصلة لضمان تسريح هؤﻻء المقاتلين بشكل دائم والتعامل معهم وفقا للقانون الدولي ذي الصلة، مع إيﻻء اهتمام خاص لﻷطفال والنساء من بينهم."	1
"وجددوا دعوتهم إلى جميع الأطراف الأفغانية للعمل معاً من أجل السلام وإقامة حكومة عريضة القاعدة ومتعددة الأعراق وتمثيلية بالكامل."	1
"(أ) ضمان نشر المعلومات عن القانون الدولي الإنساني وقانون حقوق الإنسان وقانون اللاجئين على أوسع نطاق ممكن؛"	1
"12. يهيب بحكومة بوروندي أن تواصل جهودها لضمان تعزيز حقوق الإنسان وحمايتها وأن تقوم، بالتعاون مع شركائها الدوليين، بدعم وتعزيز قدرات اللجنة الوطنية المستقلة لحقوق الإنسان ومكتب أمين المظالم وفقا لقرار الجمعية العامة A/RES/48/134 بشأن المؤسسات الوطنية لتعزيز حقوق الإنسان وحمايتها, ويهيب كذلك بالحكومة أن تواصل مكافحتها للإفلات من العقاب وأن تتخذ التدابير اللازمة لضمان التمتع الكامل بالحقوق المدنية والسياسية والاجتماعية والاقتصادية والثقافية على النحو المنصوص عليه في دستور بوروندي ووفقا لالتزاماتها بموجب القانون الدولي;"	1
"9. وفي 11 نيسان/أبريل، ألقت القوات الجمهورية لكوت ديفوار القبض على السيد غباغبو وزوجته وأفراد أسرته وموظفيه و\"وزارته\" في مخبأ في مقر الرئاسة. وفي 13 نيسان/أبريل، نُقل الرئيس السابق غباغبو إلى موقع في شمال كوت ديفوار، بينما نُقلت زوجته إلى مكان منفصل."	0
"وقرر المجلس أيضا: أن تتألف المستويات الإجمالية لقوة البعثة من قوات يصل قوامها إلى 370 2 فردا ومن عنصر شرطة يصل قوامه إلى 601 2 فرد، وهي مستويات القوة التي أوصى بها الأمين العام؛ ودعا الأمين العام إلى كفالة أن يظل مستوى القوة قريبا من المستوى الحالي في البلد حتى موعد تقديم تقريره المقبل إلى المجلس، وأن ينبه في تقريره إلى أي تغييرات كبيرة في الحالة."	1
"كانوا مسلحين وجميعهم كانوا يصوبون أسلحتهم نحونا."	0
"يشرفني أن أحيل إليكم طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 2048 (2012) بشأن غينيا - بيساو، الذي يتضمن سردا لأنشطة اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014."	1
"وفي هذا السياق، يرحب مجلس الأمن بقرار قمة الاتحاد الأفريقي في سرت في 3 تموز/يوليو بزيادة قوام بعثة الاتحاد الأفريقي في الصومال إلى المستويات المقررة لها من القوات، ودعوته للدول الأعضاء في الاتحاد الأفريقي إلى توفير الأفراد العسكريين وأفراد الشرطة اللازمين."	1
"في جلسة مجلس الأمن 5659، المعقودة في 12 نيسان/أبريل 2007، فيما يتصل بنظر المجلس في البند المعنون \"الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية\"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	0
"وإذ يشدد على أهمية اتفاق أروشا للسلام بالنسبة للحل السلمي للنزاع في رواندا وضرورة التزام جميع الأطراف بتنفيذه الكامل،"	1
"وكلما زاد عدد الضحايا، أو كلما كانت هجماتهم أكثر دراماتيكية، كلما كانت التغطية الإعلامية أكبر."	0
"29. وتشجع اللجنة المديرية التنفيذية على مواصلة تحليلها للقضايا الإقليمية والمواضيعية، بما في ذلك لغرض تقديم إحاطات إلى اللجنة والأعضاء على نطاق أوسع، مع مراعاة تطور الوضع العالمي والتركيز على مواضيع رئيسية مثل استخدام تكنولوجيات المعلومات والاتصالات الجديدة وإساءة استخدامها، وحماية حقوق ضحايا الإرهاب, والتحديات الناشئة في مجال الملاحقة القضائية للإرهاب، وإقامة شراكات استراتيجية مع الجهات الفاعلة غير الحكومية ذات الصلة (بما في ذلك الجماعات النسائية والشبابية والزعماء الدينيين ووسائل الإعلام والقطاع الخاص)، وحماية البنية التحتية للسياحة، والاختطاف مقابل فدية، ومكافحة التطرف العنيف والجرائم التي تمول الإرهاب."	1
"إن السودان لا يستهدف الأمم المتحدة. فهو عضو مخلص في المنظمة يلتزم بأحكام ميثاق الأمم المتحدة ويقدر جهودها لتحقيق الأمن والاستقرار وتعزيز التنمية في السودان. كما أن السودان يسعى جاهدا لتطوير تلك العلاقة وفقا للميثاق وقرارات الجمعية العامة ومجلس الأمن ذات الصلة."	1
"يقرر اعتماد الإعلان المرفق بشأن الجهود العالمية لمكافحة الإرهاب."	1
"وكحد أدنى، ينبغي أن تشمل على الأقل توضيحاً من القيادة العليا للبعثة لفهمها لحماية المدنيين والأدوار والمسؤوليات التفصيلية داخل البعثة في القيام بهذه الأنشطة، والتعامل مع التهديدات اليومية والمستمرة منخفضة المستوى والأزمات المحتملة."	0
"وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون في المغرب (S/2007/731، المرفق)، يدعي كل منهما وقوع انتهاكات لبنود الاتفاقات العسكرية المبرمة في عام 1991."	0
"أنشأت طاجيكستان إدارة المراقبة المالية (وحدة الاستخبارات المالية) في تشرين الأول/أكتوبر 2009، وأعدت مشروع قانون جديد لمكافحة غسل الأموال وتمويل الإرهاب في تشرين الثاني/نوفمبر 2010."	0
"وهذا نتاج ثانوي للمساومات السياسية في مؤتمر المصالحة الوطنية الصومالية التي استندت إلى حد كبير على سلطة قادة الميليشيات وجمعياتهم العشائرية."	1
"ويطلب مجلس الأمن إلى الأمين العام أن يقدم بحلول حزيران/يونيه 2004 تقريره المقبل عن حماية المدنيين في الصراعات المسلحة، بما في ذلك معلومات عن تنفيذ قرارات مجلس الأمن التي سبق أن اتخذها بشأن هذا الموضوع وأي مسألة أخرى يود أن يوجه انتباه المجلس إليها."	1
"2. الموافقة على الاستثناءات من التدابير المنصوص عليها في الفقرة 3 (أ) على أساس كل حالة على حدة:"	0
"وتعكس هذه الدعوة وكذلك التعاون الذي حظي به المقرر الخاص خلال زيارته التزام حكومة بوركينا فاسو بضمان أن تكون جهودها لمكافحة الإرهاب متماشية مع القوانين والمعايير الدولية لحقوق الإنسان."	1
"يجب إجراء الفحص الطبي في موعد لا يتجاوز عشرة أيام بعد الفحص الطبي الأول."	0
"(ج) كانت عملية كيسانغاني الأولى محاولة واضحة من جانب التجمع الكونغولي من أجل الديمقراطية وحلفائه في التجمع الكونغولي من أجل الديمقراطية (غوما) لوقف عملية التحقق التي أقرتها المنطقة لإثبات ما إذا كان التجمع الكونغولي من أجل الديمقراطية - كيسانغاني قائما بشكل مستقل عن التجمع الكونغولي من أجل الديمقراطية (غوما) بهياكل سياسية وعسكرية منفصلة، ودعم سياسي/متابعة سياسية في الأراضي المحررة;"	1
"وقد قام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في اتحاد الوطنيين الكونغوليين من أجل الديمقراطية والتقدم الاجتماعي لإتاحة هذه الأسلحة."	0
"وقد ركز المؤتمر على التحول الاقتصادي في البلاد، ودور القطاع الخاص، وإصلاح القطاع العام، وإصلاح المؤسسات المملوكة للدولة، والإدارة المالية العامة."	0
"2. الحالة في الشرق الأوسط (18 تموز/يوليه 1960؛ 16 كانون الأول/ديسمبر 2009)."	0
"أ. جمع ومعالجة بيانات الأجانب الذين يدخلون أو يغادرون أراضي إندونيسيا;"	0
"ويؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين، على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [للدولة المتضررة] لدعم العودة الطوعية للاجئين بأمان وكرامة، ويحث تلك الدول المضيفة على مواصلة توفير الحماية الدولية للاجئين [أولئك] الذين يحتاجون إليها."	1
"قائمة غير ملزمة وغير حصرية بالأصول المستهدفة"	0
"وقد تلقت هذه البطاقة المدفوعة مسبقا نفسها مكالمة هاتفية بعد دقيقة واحدة من الانفجار، في الساعة 1257، من كشك هاتف يقع في طرابلس بالقرب من مبنى يضم أجهزة المخابرات السورية. في 30 يناير تم إجراء مكالمة إلى الخط الأرضي في منزل السيد أبو عدس من نفس كشك الهاتف في طرابلس."	0
"يشدد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام الكامل للقانون الدولي ذي الصلة، بما في ذلك القانون الإنساني وقانون حقوق الإنسان ..."	1
"60. مطر ساكت ماطر المايي العنزي"	0
"11. ومن الناحية النظرية، فإن أي واردات من الأسلحة الخفيفة يجب أن تحصل على إعفاء من الجماعة الاقتصادية لدول غرب أفريقيا في أبوجا."	0
"(ج) حالة (حالات) العملية (العمليات) الحالية;"	0
"الحركة العربية لأزواد، وتنسيقية الحركات والقوات الوطنية للمقاومة وائتلاف الشعب من أجل أزواد، الموقعين على الاتفاق التمهيدي للانتخابات الرئاسية ومحادثات السلام الشاملة في مالي التي اختتمت في 18 حزيران/يونيه 2013 في واغادوغو:"	1
"على الرغم من هذه الجهود، لا تزال هناك مخاوف بشأن الأمن في مقديشو، مع وجود العديد من الميليشيات الفئوية وكذلك تلك التي تعمل لحسابها الخاص أو المرتبطة برجال الأعمال والمحاكم الشرعية."	0
"وينبغي أن تتألف اللجنة، التي سيرأسها عضو دولي، من أشخاص ذوي سمعة دولية راسخة، بعضهم متخصص في القانون (لا سيما القانون الدولي أو الأضرار أو القانون التجاري)، والبعض الآخر في المحاسبة وتسوية الخسائر والأضرار البيئية."	1
"وكما ذكرت دائرة الاستئناف في المحكمة الدولية ليوغوسلافيا السابقة بحق في قضية كرستيتش (الاستئناف)، فإن \"الإبادة الجماعية هي واحدة من أسوأ الجرائم التي عرفتها البشرية، وتنعكس خطورتها في المتطلبات الصارمة للقصد المحدد."	1
"وإذ يؤيد دعوة المبعوث الأممي إلى التنفيذ الفوري والواضح من جانب الحكومة السورية لجميع عناصر مقترح المبعوث الأممي المؤلف من ست نقاط في مجملها لتحقيق وقف مستمر للعنف المسلح بجميع أشكاله من جانب جميع الأطراف،"	1
"دعوة أطراف النزاع المسلح إلى اتخاذ التدابير المناسبة لاحترام وضمان احترام القانون الإنساني الدولي وقانون حقوق الإنسان، بما في ذلك عن طريق:"	1
"كان من المقرر أن تصدر الشهادات من قبل المسؤولين عن مراجعة حسابات المالية العامة للدول الأعضاء المعنية."	0
"وفي هذا الصدد، نعرب عن استعدادنا الكامل، بالتشاور مع الأمم المتحدة، للمساهمة في تعزيز بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي، ولا سيما من خلال إنشاء قوة تدخل سريع ضمن البعثة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي ذات قواعد اشتباك قوية ووسائل متينة، على غرار لواء التدخل التابع لبعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، على أن يتم نشرها من داخل البلدان المساهمة في شمال مالي للمساهمة في مكافحة الجماعات الإرهابية والإجرامية المسلحة وتيسير استكمال جهود تحقيق الاستقرار في ذلك الجزء من البلد بنجاح."	0
"لقد بذلت لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان (المشار إليها فيما يلي باسم \"اللجنة\") الكثير من أجل إتاحة الفرص للدول الأعضاء للتعبير عن آرائها، سواء بشكل مباشر أو من خلال الفريق."	1
"وفي حالة دارفور، يمكن العثور على هذا القصد التمييزي والاضطهادي في مناسبات عديدة لدى بعض الميليشيات العربية، وكذلك لدى الحكومة المركزية: فالهجمات المنهجية على القرى التي يقطنها مدنيون (أو معظمهم من المدنيين) ينتمون إلى بعض القبائل \"الأفريقية\" (الفور والمساليت والزغاوة)، والتدمير والحرق المنهجي لتلك القرى والتهجير القسري للمدنيين من القرى تشهد على وجود نية اضطهادية واضحة."	0
"وباستثناء الاجتماعات المنتظمة لمجلس وزراء الداخلية العرب، لا يوجد تبادل منتظم ومؤسسي للمعلومات العملياتية على المستوى دون الإقليمي."	1
"\"ويشدد مجلس الأمن على أن للمنظمات الإقليمية ودون الإقليمية دورا هاما في التصدي للاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة وضرورة أن تراعى في ولايات عمليات حفظ السلام، عند الاقتضاء، الصكوك الإقليمية التي تمكن الدول من تحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة."	1
"ويؤكد المجلس على ضرورة تقديم الأفراد الذين يحرضون على العنف أو يتسببون فيه ضد المدنيين في حالات النزاع المسلح أو الذين ينتهكون القانون الإنساني الدولي وقانون حقوق الإنسان إلى العدالة بطريقة مناسبة."	1
"ثالثاً- معلومات أساسية الخلفية 17. شهدت الأشهر الماضية صدور العديد من التقارير والتوصيات المؤثرة المتعلقة بالجزاءات المفروضة على الإرهاب، بما في ذلك خطاب الأمين العام بمناسبة الذكرى السنوية للهجمات الإرهابية التي وقعت في مدريد في 11 آذار/مارس 2004 وتقريره اللاحق المعنون \"في جو من الحرية أفسح: نحو تحقيق التنمية والأمن وحقوق الإنسان للجميع\" (A/59/2005 و Add.1-3)."	1
"3. يهيب بجميع الدول أن تواصل الجهود الدولية الرامية إلى تعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي للأديان والثقافات المختلفة، وأن تتخذ جميع التدابير اللازمة والمناسبة ووفقا لالتزاماتها بموجب القانون الدولي لمكافحة التحريض على الأعمال الإرهابية بدافع التطرف والتعصب ومنع تخريب المؤسسات التعليمية والثقافية والدينية من قبل الإرهابيين ومؤيديهم;"	1
