"es"	"VerCoop"
"52. Reitera la necesidad de estrechar la cooperación que mantienen el Comité, el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004), así como sus respectivos grupos de expertos, incluso, cuando corresponda, mediante un mayor intercambio de información, la coordinación de las visitas que realizan a los países como parte de sus respectivos mandatos, la facilitación y el seguimiento de asistencia técnica, las relaciones con las organizaciones y los organismos internacionales y regionales, y otras cuestiones de importancia para los tres comités, expresa su intención de proporcionar orientación a los comités sobre asuntos de interés común a fin de coordinar mejor sus actividades y facilitar esa cooperación, y solicita al Secretario General que tome las disposiciones necesarias para que los grupos compartan instalaciones cuanto antes;"	1
"Habían sido numerosos los contactos con el Gobierno de Marruecos, que, antes de aceptar la reanudación de las actividades de diplomacia itinerante, había pedido una reunión para aclarar cuestiones relativas al informe más reciente del Secretario General (S/2014/258) y consideraba que ello permitiría que el proceso avanzara de la mejor manera posible."	1
"Teniendo en cuenta el regreso de los grupos terroristas, consideraba que la MINUSMA debía disponer de todo el equipo necesario para cumplir su mandato y proteger a la población del norte."	1
"Organizaciones regionales e internacionales: secretaría de la Comunidad del Caribe, Comisión Europea, Servicio Europeo de Acción Exterior, Organización para la Seguridad y la Cooperación en Europa, Organización para la Prohibición de las Armas Químicas, Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1737 (2006) , Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) y su Grupo de Expertos, Organización Internacional de Policía Criminal, Organización Mundial de Aduanas."	0
"La decisión de la Unión Europea de iniciar negociaciones con Serbia y Montenegro para concertar un acuerdo de estabilización y asociación representa un hito al respecto."	1
"Exhorta a que se tomen medidas eficaces en el plano internacional para poner coto a las corrientes ilícitas de armas pequeñas dirigidas a las zonas de conflicto."	1
"En particular, se debería contemplar la posibilidad de ampliar la difusión de los anuncios de puestos remitiéndolos a las asociaciones profesionales y modificando los requisitos de idiomas de los puestos."	1
"Aún no se ha introducido UF6 en la única centrifugadora IR-5 instalada."	0
"Tengo el honor de transmitirle una carta de fecha 28 de octubre de 2005 que le ha dirigido el Excmo. Sr. Isaias Afwerki, Presidente del Estado de Eritrea, en relación con el proceso de paz en el conflicto fronterizo entre Eritrea y Etiopía."	1
"4. Transferencia de grandes sumas de dinero por el cliente a direcciones y cuentas distintas de las utilizadas regularmente por el cliente."	0
"El Consejo de Seguridad acoge con beneplácito las medidas tomadas por las cortes y los tribunales penales nacionales, internacionales y mixtos contra los presuntos autores de delitos graves contra los niños en situaciones de conflicto armado en violación del derecho internacional aplicable."	1
"S/RES/1494 (2003), párr. 15"	0
"UNIFEM, UNFPA En los países que salen de un conflicto, promoción de estrategias para abordar las dimensiones de género de la reconstrucción mediante la evaluación de las necesidades y los mecanismos de transición."	1
"b) Armas convencionales Sobre la base de su análisis global, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular los países exportadores de armas, que actúen con la máxima responsabilidad en las transacciones con armas pequeñas y ligeras para impedir el desvío ilegal y la reexportación de armas y materiales conexos en violación de las medidas que figuran en las resoluciones relacionadas con Al-Qaida y los talibanes. 2. Territorio del embargo"	1
"En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992) relativa a Somalia, y de conformidad con lo dispuesto en el apartado i) del párrafo 3 de la resolución 1587 (2005) del Consejo de Seguridad, tengo el honor de transmitir por la presente el informe del Grupo de supervisión sobre Somalia (véase apéndice)."	1
"Francia, Portugal, Reino Unido de Gran Bretaña e Irlanda"	0
"Marcaje FN/74/FN Herstal, Bélgica"	0
"No obstante, también incumbe a los Estados Miembros la responsabilidad de seguir actuando, proponiendo nombres, señalando problemas o examinando nuevas mejoras de los procedimientos."	1
"Actuando a estos efectos en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Esos sectores abarcan las siguientes regiones administrativas: Sector 1: Ouham Pende, Nana Mambere y Mambere Kadei; Sector 2: Ouham-Nana Grebizi, Bamingui - Bangoran y Vakaga; Sector 3: Ombela Mpoko, Lobaye y Sanga Mbaere; Sector 4: Ouaka y Kemo; y Sector 5: Alto Koto, Bajo Koto, Mbomou y Alto Mbomou."	0
"En nombre de la República Checa, desearía agradecer al Comité contra el Terrorismo todo lo que hace en la lucha en contra del terrorismo internacional."	1
"En particular, la Comisión constata que, en muchos casos, las fuerzas del Gobierno y las milicias que se hallan bajo su control atacaron a civiles y destruyeron y redujeron a cenizas aldeas en Darfur, en contra de los principios y las normas pertinentes del derecho internacional humanitario."	0
"Además hemos programado dos debates temáticos sobre la prevención de los conflictos y los niños en los conflictos armados para el 20 y el 26 de julio respectivamente."	1
"En su larga historia, Etiopía nunca ha invadido ningún país para anexarse territorios ajenos."	0
"El Consejo de Seguridad reafirma además la necesidad de luchar, con todos los medios y de conformidad con la Carta de las Naciones Unidas, contra las amenazas a la paz y la seguridad internacionales causadas por actos terroristas."	1
"Acojo con beneplácito los esfuerzos realizados por los Gobiernos para contener el virus."	0
"Con respecto a la función del Consejo de Seguridad en las reparaciones, se observó que en varias ocasiones se alentó al Consejo a que adoptara medidas en relación con ese aspecto de la rendición de cuentas, por ejemplo, además de recomendar la remisión de la situación a la Corte Penal Internacional, la Comisión Internacional de Investigación para Darfur también recomendó que el Consejo estableciera una comisión internacional de indemnización, una propuesta que recibió poca atención y no fue seguida por el Consejo."	1
"Exhorta a todas las partes interesadas, con inclusión de los Estados Miembros, entidades de las Naciones Unidas e instituciones financieras, a que apoyen el desarrollo y fortalecimiento de la capacidad de las instituciones nacionales y las redes de la sociedad civil local para la labor de defensa, protección y rehabilitación de los niños afectados por un conflicto armado y aseguren la viabilidad de las iniciativas locales de protección de los niños."	1
"3. Insta a los Estados a que, con carácter prioritario, ratifiquen y apliquen los convenios y convenciones internacionales pertinentes, como la Convención Única de 1961 sobre Estupefacientes, enmendada por el Protocolo de 1972, el Convenio sobre Sustancias Sicotrópicas de 1971, la Convención de las Naciones Unidas contra el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas de 1988, la Convención de las Naciones Unidas contra la Delincuencia Organizada Transnacional de 2000 y sus protocolos, la Convención de las Naciones Unidas contra la Corrupción de 2003 y las convenciones, los convenios y los protocolos internacionales contra el terrorismo, o se adhieran a ellos;"	1
"Que se celebrará el viernes 19 de septiembre de 2014, a las 14.00 horas"	0
"e) Suministros y material de mantenimiento: 703.572 dólares de los EE.UU."	0
"El Consejo de Seguridad reitera su solicitud al Secretario General de que incluya en sus informes sobre situaciones específicas en determinados países información más amplia y detallada relativa a la protección de los civiles en los conflictos armados."	1
"Seriamente preocupado, a este respecto, por los recientes ejemplos de atentados contra el personal de las Naciones Unidas perpetrados por grupos terroristas, incluidos los que se benefician de la delincuencia organizada transnacional,"	0
"Debo informar, con gran preocupación, de una escalada en los actos criminales y ataques contra personal de las Naciones Unidas y humanitario."	0
"La desaparición gradual de la línea verde sigue basándose en una evaluación global de las amenazas; en consultas con el centro de mando integrado; y en el mejoramiento de la situación general de seguridad, en particular la determinación de una baja probabilidad de enfrentamientos militares entre los antiguos beligerantes."	1
"La situación en el Oriente Medio."	0
"4. Exhorta a los grupos armados de la oposición y los elementos pertinentes en Siria a que respeten las disposiciones correspondientes del Entendimiento Preliminar;"	1
"Que se celebrará el miércoles 21 de diciembre de 2005, a las 17.40 horas"	0
"Reafirmando también sus resoluciones 1368 (2001), de 12 de septiembre de 2001, y 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a la acción internacional encaminada a erradicar el terrorismo de conformidad con la Carta de las Naciones Unidas,"	1
"Reafirmando la declaración de su Presidencia aprobada en la sesión del Consejo que se celebró a nivel de Jefes de Estado y de Gobierno el 31 de enero de 1992 (S/23500), inclusive la necesidad de que todos los Estados Miembros cumplan sus obligaciones en relación con el control de armamentos y el desarme y eviten la proliferación en todos sus aspectos de todas las armas de destrucción en masa,"	1
"Esos nuevos \"reclutas\" pasarían a ser lo que la población civil y otros llamarían los \"Janjaweed\", una expresión tradicional de Darfur para referirse a un bandolero o forajido armado montado a caballo o en camello."	0
"Reiterando la necesidad de asegurar que el presente régimen de sanciones contribuya efectivamente a los esfuerzos que se realizan para combatir la insurgencia y preste apoyo a la labor del Gobierno del Afganistán para avanzar en la reconciliación a fin de lograr la paz, la estabilidad y la seguridad en el Afganistán,"	0
"El Gobierno estaba así en la etapa final de la aprobación de directrices militares para impedir el uso militar de las escuelas; y en el proceso de elaboración de una estrategia amplia sobre los niños y los conflictos armados para sus fuerzas armadas."	0
"El Consejo de Seguridad subraya que la estabilidad y la seguridad siguen siendo fundamentales para las actividades de reconstrucción política y económica del Gobierno de Transición y la comunidad internacional."	1
"23. Decide seguir ocupándose de la cuestión."	0
"Cuando corresponda, un vínculo más fuerte entre la reforma del sector de la seguridad y el levantamiento de un embargo de armas puede ofrecer un incentivo eficaz para el éxito de dicha reforma. Esto también es importante desde el punto de vista de la prevención de la recurrencia del conflicto en situaciones frágiles después de un conflicto."	1
"Los expertos del Comité 1540 celebraron debates con el Instituto Interregional de las Naciones Unidas para Investigaciones sobre la Delincuencia y la Justicia (UNICRI) y el Instituto de las Naciones Unidas de Investigación sobre el Desarme (UNIDIR) sobre posibles programas y actividades de apoyo a la aplicación eficaz de la resolución 1540 (2004)."	1
"Que se celebrará el viernes 14 de diciembre de 2007, a las 10.15 horas"	0
"El Consejo de Seguridad reconoce la necesidad de prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, incluida la procedente de las ganancias obtenidas mediante actividades de delincuencia organizada, como la producción ilícita y el tráfico de drogas y sus precursores químicos, y la importancia de mantener la cooperación internacional con tal fin."	1
"c) Apoyar los esfuerzos del Gobierno de [el país afectado] para asegurar la protección de los civiles frente a las violaciones del derecho internacional humanitario y los derechos humanos, incluidas todas las formas de violencia sexual y basada en el género, promover y proteger los derechos humanos y luchar contra la impunidad, incluso aplicando la \"política de tolerancia cero\" del Gobierno con respecto a las violaciones de la disciplina y los derechos humanos y el derecho humanitario cometidas por miembros de las fuerzas de seguridad, en particular los integrados recientemente."	1
"I. Región septentrional: se efectuaron 130 incursiones, a velocidades de 720 a 780 kilómetros por hora y a una altura de entre 6.000 y 12.000 metros, según se detalla a continuación:"	0
"Las operaciones fueron aprobadas al nivel del Líder Supremo. La mayoría de las víctimas de desapariciones forzadas fueron obligadas a trabajar y realizar otras actividades para el Estado."	0
"Con un estilo propagandístico típicamente británico, el documento fue filtrado a un miembro del Grupo, el Sr. Taylor."	0
"Sigue siendo importante impulsar un régimen de sanciones selectivas de las Naciones Unidas más eficaz y empírico."	1
"Con respecto a la prohibición de viajar, en el párrafo 10 de la resolución 1807 (2008), el Consejo estableció la exención de los viajes por motivos humanitarios, incluidas las obligaciones religiosas, para promover la paz y la reconciliación nacional y la estabilidad en la región, y el tránsito de las personas que regresaran al territorio del Estado de su nacionalidad o participen en intentos de someter a la acción de la justicia a quienes hayan perpetrado graves violaciones de los derechos humanos o del derecho internacional humanitario."	0
"Durante el período al que se refiere el informe, las negociaciones entre las partes para alcanzar una solución mutuamente aceptable que permita a la población del Sáhara Occidental ejercer su derecho a la libre determinación han permanecido en un punto muerto."	0
"El Comité considera que de este modo se reducirá el riesgo de que terceras partes, en particular instituciones financieras no bancarias, empresas no financieras y profesionales, actúen, sin darse cuenta, en contravención de los requisitos relativos a la congelación de activos."	1
"El Consejo de Seguridad reconoce el importante papel que desempeñan las mujeres en la prevención y solución de conflictos y la consolidación de la paz, y subraya el papel primordial que corresponde a los gobiernos nacionales afectados por un conflicto armado en intensificar la participación de las mujeres en la prevención y solución de conflictos y la consolidación de la paz en el marco de la cuestión de las mujeres, la paz y la seguridad, incluso consultando a las organizaciones de mujeres pertinentes desde las fases más tempranas de la planificación y el establecimiento de prioridades."	1
"El Sudán no tiene a las Naciones Unidas en su punto de mira. Es un miembro fiel de la Organización que se atiene a las disposiciones de la Carta de las Naciones Unidas y agradece sus esfuerzos por lograr la seguridad y la estabilidad y promover el desarrollo en el Sudán. Además, el Sudán se esfuerza continuamente por desarrollar su relación con las Naciones Unidas, de conformidad con la Carta y las resoluciones pertinentes de la Asamblea General y el Consejo de Seguridad."	1
"El uso de la fuerza letal en esas situaciones debe respetar los principios de distinción y proporcionalidad, y los responsables de su violación deben rendir cuentas."	0
"El Gobierno ha instalado aparatos de detección y control de radiaciones en los principales puertos marítimos."	0
":: Estudiar la forma en que los objetivos de consolidación de la paz y las necesidades específicas de los países que salen de un conflicto pueden reflejarse en el marco posterior a 2015."	1
"El Equipo se presentó ante el Grupo de Trabajo establecido en virtud de la resolución 1566 (2004) del Consejo de Seguridad para examinar el terrorismo y las sanciones."	1
"A mediados de 1975 la relación entre esos dos partidos se había deteriorado. El 11 de agosto de 1975 la UDT realizó un ataque armado preventivo contra el FRETILIN. El contraataque se llevó a cabo el 20 de agosto de 1975, fecha en que se conmemora la fundación de las Fuerzas Armadas de Liberación Nacional de Timor Oriental (FALINTIL)."	0
"A este respecto, el Consejo de Seguridad acoge con beneplácito la noticia recibida el 1 de mayo de 2011 de que Osama bin Laden nunca podrá volver a perpetrar dichos actos de terrorismo, y reafirma que el terrorismo no puede ni debe asociarse con ninguna religión, nacionalidad, civilización o grupo étnico."	1
"2. Reitera que la responsabilidad principal de la buena aplicación del Acuerdo de Paz corresponde a las propias autoridades de Bosnia y Herzegovina y que la disposición de la comunidad internacional y de los principales donantes de asumir las cargas políticas, militares y económicas de la aplicación del acuerdo y de la reconstrucción se supedita a que todas las autoridades de Bosnia y Herzegovina cumplan el Acuerdo de Paz y participen activamente en su aplicación y en la reconstrucción de la sociedad civil, cooperando plenamente en particular con el Tribunal Penal Internacional para la ex Yugoslavia, en la consolidación de las instituciones mixtas y en el apoyo al regreso de los refugiados y desplazados;"	1
"El Consejo de Seguridad, acogiendo con beneplácito los progresos alcanzados por los Gobiernos del Iraq y Kuwait con miras a resolver las cuestiones pendientes entre ambos países, y alentándolos a seguir cooperando entre sí, exhorta al Iraq a cumplir rápidamente las obligaciones restantes que le corresponden con arreglo a las resoluciones pertinentes aprobadas por el Consejo de Seguridad en virtud del Capítulo VII de la Carta con respecto a la situación entre el Iraq y Kuwait."	0
"La Dirección Ejecutiva fortalecerá su colaboración con las organizaciones internacionales, regionales y subregionales de todo el mundo a fin de ayudarlas a preparar o ejecutar planes de acción de lucha contra el terrorismo y permitirles participar más directamente en la atención de las necesidades de los Estados de creación de capacidad que determine el Comité mediante las evaluaciones preliminares de la aplicación y las visitas a los países."	1
"La creación de capacidad fue uno de los objetivos principales de su creación."	0
"3. Mecanismos y dispositivos de seguridad, armado, espoletado y disparo."	0
"También mantuvo conversaciones con investigadores del Tribunal Especial para Sierra Leona y siguió reuniéndose con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004) del Consejo sobre las corrientes de armas a la República Democrática del Congo."	1
"En el derecho internacional humanitario moderno no se define jurídicamente el concepto de conflicto armado."	0
"- Instar a las organizaciones humanitarias y de desarrollo a que adopten medidas apropiadas para prevenir la explotación y los abusos sexuales por parte de su personal, incluida la capacitación previa al despliegue y en el teatro de operaciones, y, en el caso de los agentes de las Naciones Unidas, que promuevan y aseguren el cumplimiento, incluso por parte del personal civil de las operaciones de las Naciones Unidas para el mantenimiento de la paz y otras misiones pertinentes, de las disposiciones del boletín del Secretario General sobre medidas especiales de protección contra la explotación y el abuso sexuales (ST/SGB/2003/13)."	1
":: El mantenimiento de la estructura de la CEI de conformidad con el Acuerdo de Pretoria"	0
"Es probable que el debate político se intensifique, dado que ya se han presentado a los tribunales varias apelaciones relacionadas con las elecciones."	0
"También se instaba al Gobierno del Sudán y a los grupos rebeldes a que trabajaran de consuno bajo los auspicios de la Unión Africana y del Presidente Olusegun Obasanjo de Nigeria; se pedía al Secretario General que estableciera rápidamente una comisión internacional de investigación para que investigara de inmediato todas las denuncias de transgresiones del derecho internacional humanitario y las normas de derechos humanos cometidas en Darfur por todas las partes, y que constatara también si se habían producido o no actos de genocidio; y se declaraba que el Consejo, en el caso de que el Gobierno del Sudán no cumpliera plenamente con las resoluciones 1556 (2004) y 1564 (2004) o, según constatara previa consulta con la Unión Africana, no cooperara plenamente en la expansión y ampliación de la Misión de Observación de la Unión Africana en Darfur, consideraría la adopción de otras medidas conforme a lo previsto en el Artículo 41 de la Carta de las Naciones Unidas."	1
"El Consejo de Seguridad reitera su apoyo al establecimiento de un Grupo Básico que se ocupe de mantener la movilización de la comunidad internacional, aumentar las consultas entre los principales interesados para incrementar la coordinación y la eficacia de la asistencia que se presta a Haití y contribuir a la definición de una estrategia de desarrollo a largo plazo encaminada a promover en el país la paz duradera y la estabilidad."	1
"Los miembros del Comité han destacado en numerosas ocasiones el carácter complementario de las funciones de los tres comités en la lucha contra el terrorismo internacional y la necesidad de intercambiar información constantemente."	1
"Al mismo tiempo, el Consejo reconoce que el Representante Especial del Secretario General, con la asistencia de asesores civiles, podría desempeñar un papel clave de coordinación en la prestación de asistencia humanitaria, el restablecimiento del orden público y el funcionamiento de las instituciones públicas, así como en la reconstrucción, la rehabilitación y la consolidación de la paz, que conducen a un desarrollo sostenible a largo plazo."	1
"Preocupado por el hecho de que los combatientes terroristas extranjeros aumentan la intensidad, duración e insolubilidad de los conflictos y también pueden representar una seria amenaza para sus Estados de origen, los Estados por los cuales transitan y los Estados a los que viajan, así como para los Estados vecinos de las zonas de conflicto armado en las que los combatientes terroristas extranjeros realizan sus actividades y que se ven afectados por graves problemas de seguridad, y observando que la amenaza que plantean los combatientes terroristas extranjeros puede afectar a todas las regiones y Estados Miembros, incluso a los que están alejados de las zonas de conflicto, y expresando gran inquietud por que los combatientes terroristas extranjeros se sirven de su ideología extremista para promover el terrorismo,"	0
"Se han dictado fallos en primera instancia en las causas correspondientes a 31 personas."	0
":: Deficiencias en las políticas, la planificación y la preparación con respecto a la protección de los civiles; las amenazas y los problemas relacionados con la ejecución de los mandatos sobre el terreno; cómo pueden incorporarse de mejor manera en las estrategias y orientaciones futuras las experiencias y los problemas que han tenido los países que aportan contingentes y fuerzas de policía en la protección de civiles; qué hacer para que todo el personal de mantenimiento de la paz reciba el mismo nivel de capacitación en materia de protección de los civiles;"	1
"El mandato de la Comisión consistirá en decidir, mediante arbitraje vinculante, acerca de todas las reclamaciones por pérdida, daños o lesiones causados por un gobierno contra el otro, así como por los nacionales (lo que incluye a las personas naturales y jurídicas) de una parte contra el gobierno de la otra parte o entidades de propiedad o sujetas al control de la otra parte que a) estén asociados con el conflicto que fue objeto del Acuerdo Marco, las modalidades para su aplicación y el Acuerdo de Cesación de Hostilidades, y b) resulten de violaciones del derecho internacional humanitario, incluidos los Convenios de Ginebra de 1949, u otras violaciones del derecho internacional."	0
"La MINUSMA considera que el tratamiento recibido por los detenidos durante el arresto y los interrogatorios puede representar tortura u otras penas o tratos crueles, inhumanos y degradantes."	0
"12/403/90 - septiembre de 1990"	0
"El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) abarca el período comprendido entre el 1° de enero y el 31 de diciembre de 2009."	1
"En la resolución 1624 (2005) del Consejo de Seguridad, que se centra en la amenaza que supone la incitación a la comisión de actos de terrorismo, el Consejo subraya que los Estados deben asegurarse de que cualesquiera medidas que se adopten para aplicar la resolución se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular el derecho internacional relativo a los derechos humanos."	1
"(Resolución 433/20 de la Cumbre, aprobada el 30 de marzo de 2008)"	0
"Para enmarcar el debate que se celebrará en septiembre, el Consejo debería pedir al Secretario General que informara sobre el alcance del problema que plantean los combatientes terroristas extranjeros, su efecto sobre los conflictos en curso y los esfuerzos de las Naciones Unidas para hacerle frente."	0
"Hacia las 12.30 horas el Sr. Malik y el Coronel Reis, Asesor Jefe en Capacitación Militar, que también habían oído la comunicación por radio, hablaron por separado con el Representante Especial del Secretario General con el fin de pedir permiso para intervenir, que les fue concedido."	1
"Recuerda que los [grupos de oposición] tienen la responsabilidad particular de proteger a los que han regresado y facilitar el regreso de los que todavía siguen desplazados, y pide a [organismos de las Naciones Unidas] que adopten nuevas medidas encaminadas a crear condiciones propicias para el regreso de los refugiados y los desplazados dentro del país, incluso mediante proyectos de efectos rápidos, para que puedan desarrollar su capacidad y aumentar su autosuficiencia, respetando plenamente su derecho inalienable a regresar a sus hogares en condiciones dignas y de seguridad."	1
"El Consejo de Seguridad reafirma la necesidad de luchar contra todas las formas de terrorismo y que ningún acto terrorista logrará hacer retroceder al Iraq en su camino hacia la paz, la democracia y la reconstrucción, un camino en el que cuenta con el apoyo de su pueblo, del Gobierno del Iraq y de la comunidad internacional."	1
"Los miembros del Consejo también encomendaron a la Presidenta del Consejo que transmitiera al Representante Permanente de la República Democrática del Congo su preocupación por la expulsión del Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y exhortara al Gobierno de ese país a que siguiera luchando contra la impunidad y promoviendo el respeto de los derechos humanos y el estado de derecho."	1
"El Consejo subraya la necesidad de que el nuevo gobierno, cuando se haya constituido, colabore con la comunidad internacional y utilice el período de transición constructivamente con miras a la reconciliación, la estabilidad y la reconstrucción."	1
"Con el fin de facilitar el examen por el Consejo de Seguridad, cuando corresponda, de las cuestiones relativas a la protección de los civiles en sus deliberaciones sobre el establecimiento, la modificación o la terminación de operaciones de mantenimiento de la paz, los miembros del Consejo sugirieron que se redactara, en estrecha cooperación con el Consejo, un aide-mémoire en el que se enumerasen las cuestiones pertinentes a ese respecto."	1
"Este estancamiento provoca tensiones políticas y socava el ambiente de cada vez más confianza prevaleciente después de las elecciones y de la toma de posesión del Presidente Martelly."	0
"Añadió que puede socavar la paz, la seguridad y la estabilidad del Estado."	0
"El Consejo de Seguridad reafirma la importancia del principio de no devolución y del derecho de los refugiados a regresar voluntariamente a [el país afectado], y alienta a los países vecinos de [el país afectado] a que protejan a todas las personas que huyen de la violencia existente en [el país afectado], incluidos [los habitantes de una zona específica de la región]. Insta a todos los Estados Miembros a que, sobre la base de los principios de distribución de la carga, apoyen a esos países en la prestación de asistencia a los refugiados y a las comunidades afectadas ..."	1
"La Comisión no dispuso de información ni encontró pruebas que indicaran que los grupos rebeldes eran los autores de actos de destrucción generalizada."	0
"En San Pedro, el alcalde empezó a destruir más de esos barrios."	0
"El Equipo ha iniciado también un intercambio de opiniones con los demás grupos de expertos sobre la posibilidad de adoptar nuevos criterios respecto de las exigencias en materia de presentación de informes impuestas a los Estados por los tres comités, y sobre la manera de establecer sistemas más eficientes para compartir información."	1
"A Viet Nam le preocupa profundamente el alarmante deterioro de las condiciones de seguridad y humanitarias en la zona oriental de la República Democrática del Congo."	0
"En el marco del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo, que forma parte del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, y su iniciativa mundial de protección de las organizaciones sin fines de lucro contra el abuso de los terroristas, la Dirección Ejecutiva organizó un seminario regional para los Estados Miembros de África oriental, que se celebró en marzo de 2012 en Nairobi. En el seminario se examinaron las prácticas nacionales y se determinaron las deficiencias en la supervisión del sector de organizaciones sin fines de lucro con respecto a determinados riesgos en materia de financiación del terrorismo."	1
"Parece sumamente importante entender mejor el juego entre la protección personal armada y la proyección de poder armado y concentrarse en la creación de modos de subsistencia alternativos y sostenibles para los que hacen frente al desempoderamiento y la desesperación (véase, por ejemplo, S/2008/183)."	0
"Está claro que el Ministro Ramos-Horta planteó la cuestión general de la distribución de las armas."	0
"También señalaron que la difusión de una mayor información sobre los efectos perjudiciales de la piratería había producido cambios positivos en antiguos focos de piratería."	1
"Este desagradable incidente político fue firmemente condenado en un comunicado de prensa que emitió inmediatamente después del incidente la Oficina del Presidente Ernest Bai Koroma y en numerosos comunicados de prensa emitidos posteriormente por otros grupos de interés político, incluidos los partidos del APC y el PMDC, la Comisión de Medios de Difusión Independientes, la Comisión para el Registro de Partidos Políticos y la Campaña para el Buen Gobierno."	0
"a) Asegurar la difusión más amplia posible de la información relativa al derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados;"	1
"Comenzó el 27 de noviembre de 2003. Se reinició el 19 de septiembre de 2005."	0
"En las consultas privadas que siguieron, el Representante Especial y el Enviado Especial se refirieron a algunas cuestiones relacionadas con la reforma del sector de la seguridad y la creación de una fuerza de reacción rápida en el seno de las FARDC, el proceso electoral y las elecciones generales."	0
"A las 17.25 horas, se detectó un helicóptero iraní que sobrevolaba la zona frente a Ras al-Bisha."	0
"La misión destacará que es indispensable lograr una paz duradera y la seguridad y estabilidad de todos los países de la región."	1
"Los dirigentes acogieron con satisfacción la declaración del Presidente del Consejo de Seguridad de 14 de julio de 2005 y expresaron apoyo a la iniciativa de mi Representante Especial. Sin embargo, también aprovecharon la ocasión para expresar su inquietud por la posibilidad de que el Presidente Yusuf y el Primer Ministro Gedi buscaran un enfrentamiento armado con ellos."	1
"En la Declaración, además de reafirmar la importancia de acelerar los preparativos para la celebración de elecciones en octubre, las partes convinieron en que el desarme y el desmantelamiento de las milicias deberían estar ultimados el 20 de agosto y que la troica integrada por la ONUCI, la Oficina del Primer Ministro de Côte d'Ivoire y la Misión de Mediación de la Unión Africana determinaría qué medidas adicionales era preciso adoptar para acelerar el proceso."	0
"El Consejo de Seguridad exhorta a las partes somalíes a que aprovechen los progresos realizados y concluyan sin demora la Conferencia de Reconciliación Nacional de Somalia con una solución duradera y global del conflicto en Somalia mediante el establecimiento de un gobierno de transición viable."	1
"El Equipo de Vigilancia tiene el mandato de estudiar la evolución de la amenaza y de informar sobre ello, por ejemplo, dialogando con los especialistas y los órganos académicos competentes."	1
"La actividad forma parte del diálogo en curso entre el programa sobre seguridad e imperio de la ley y el Gobierno Federal de Transición sobre las cuestiones relativas a las minas y el apoyo a los procesos que garantizarán que el Gobierno tenga conocimiento de los instrumentos jurídicos internacionales pertinentes y pueda considerar la posibilidad de participar en ellos."	1
"Cuba procedió de manera inmediata a depositar todos los instrumentos de ratificación requeridos en este sentido."	0
"Reiterando además la obligación de los Estados Miembros de impedir la circulación de grupos terroristas, entre otros medios imponiendo controles fronterizos eficaces y, en este contexto, su obligación de intercambiar información sin demora y de mejorar la cooperación entre las autoridades competentes para impedir la entrada y salida de terroristas y grupos terroristas de sus territorios, así como el suministro de armas a los terroristas y de fondos que pudieran financiar sus actividades,"	1
"La Comisión constata que los delitos de violencia sexual cometidos en Darfur pueden considerarse violaciones, crímenes de lesa humanidad o esclavitud sexual, crimen de lesa humanidad."	0
"El Consejo de Seguridad señala la importante función que puede desempeñar la sociedad civil, incluidas las organizaciones de mujeres, en la prevención y solución de los conflictos armados, la consolidación de la paz y las situaciones posteriores a conflictos, y alienta a la comunidad internacional, las organizaciones regionales y los Estados Miembros a que promuevan su intervención activa y su participación efectiva en funciones diversas, según corresponda, con miras a la aplicación de la resolución 1325 (2000)."	1
"Durante el debate, las partes convinieron en que, tomando en consideración los cambios ocurridos en la dirigencia de ambas partes en los dos últimos años, era necesario reafirmar su compromiso de no reanudar las hostilidades y garantizar el regreso, en condiciones de seguridad y dignidad, de los refugiados y desplazados internos, en una primera etapa al distrito de Gali dentro de las antiguas fronteras, como se afirmó en la Declaración de Yalta de las partes georgiana y abjasia (véase S/2001/242, anexo, y S/2001/401, párr. 6)."	1
"Todos los participantes hicieron referencia a la conmemoración, el 19 de agosto, del Día Mundial de la Asistencia Humanitaria."	0
"Subrayando que uno de los principales obstáculos para la paz duradera en los Kivus es la presencia y las actividades de grupos armados ilegales en territorio congoleño, incluidas las Fuerzas Democráticas de Liberación de Rwanda (FDLR), como señaló en su resolución 1804 (2008), y que esta presencia es una de las principales causas del conflicto en la región,"	0
"- El 19 de septiembre, tras la explosión de un vehículo causada por una mina en Aguelhok, seis efectivos heridos del batallón del Chad fueron evacuados en helicóptero al centro médico chino de Nivel II en Gao."	0
