"","en_ar_DEEP","MatCoop"
"2425","ومع ذلك، أثناء التفتيش الموقعي، أكد صاحب المطالبة أن المبلغ يمثل تكلفة بناء غرفة الطوارئ التابعة للناتج المحلي الإجمالي.",0
"2426","ولدى تقدير خسائر هوامش التكرير التي حدثت في عام 1994، تستخدم مؤسسة البترول الكويتية أسعار السوق المتوقعة معدلة حسب فروق الأسعار ذات الصلة.",0
"2427","18 - ورغم أن هذه هي المرة الأولى التي شرعت فيها منظومة الأمم المتحدة في بذل جهد تخطيطي بهذا القدر من الاتساع والتعقيد، ويغطي تقريبا جميع مجالات العمل الرئيسية في مجال المرأة والسلام والأمن، فإن خطة العمل على نطاق المنظومة توفر حلا شاملا. ثروة من المعلومات عن الأنشطة التي تضطلع بها منظومة الأمم المتحدة لصالح المرأة في مناطق الصراع وما بعد الصراع.",1
"2428","ولم تقم العديد من الدول بمراجعة قطاعاتها غير الربحية فيما يتعلق بمخاطر تمويل الإرهاب، ولكن المملكة المتحدة، على وجه الخصوص، طورت آليات لتقييم وحماية هذا القطاع، ومن خلال البرنامج الدولي لهيئة المؤسسات الخيرية، لتأمين التواصل التشغيلي على المستوى الدولي، فضلاً عن المساعدة في بناء القدرات في أجزاء أخرى من العالم.",1
"2429","ويبلغ إجمالي التحويلات ما لا يقل عن 1.2 مليار دولار سنويا، ويعادل 30 في المائة من الناتج المحلي الإجمالي.",0
"2430","وفي الوقت نفسه، وحتى 31 تشرين الأول/أكتوبر 2009، كان مبلغ 2.3 مليون دولار مستحقا للبلدان المساهمة بقوات في قوة الأمم المتحدة لمراقبة فض الاشتباك.",0
"2431","التعجيل بإنشاء محطة إذاعية للأمم المتحدة وتعزيز أنشطة الأمم المتحدة في مجال الإعلام ووسائط الإعلام والتعليم والتدريب في كوت ديفوار، وخاصة فيما يتعلق بالقضايا المتعلقة بحقوق الإنسان، وذلك لتشجيع مناخ من الاحترام المتبادل والتسامح بين جميع أفراد المجتمع الجماعات في البلاد؛",1
"2432","القانون ن. القانون رقم 36 المؤرخ 26 شباط/فبراير 2002، ""مراجعة القانون رقم 59 المؤرخ 8 تموز/يوليه 1974 (إعلان بشأن حقوق المواطنين والمبادئ الأساسية للنظام الدستوري لسان مارينو)"".",0
"2433","مكان وتاريخ الميلاد: سوسة، 1990",0
"2434","وتستند نتائج التقرير إلى مجموعة من الروايات المباشرة من الضحايا والشهود.",1
"2435","تم اكتشاف 32 مجموعة من الرفات، يفترض أنها لأفراد عسكريين عراقيين، وبعضها يحمل بطاقات هوية. وسيتم تسليمهم إلى السلطات العراقية فور الانتهاء من الإجراءات اللازمة.",1
"2436","ويجوز للمعتقل أن يستأنف هذا القرار أمام القاضي. ومع ذلك، لا توجد ضمانات للوصول الفوري إلى محام.",1
"2437","وقد حددت جميع دول المنطقة دون الإقليمية ولايتها القضائية على الجرائم ذات الصلة في تشريعاتها.",1
"2438","9 - وفيما يتعلق بالاتفاقين العسكريين رقم 2 ورقم 3، واصل الطرفان تقديم مستوى عال من التعاون مع البعثة في مجال وضع العلامات على الألغام والذخائر غير المنفجرة والتخلص منها.",1
"2439","المنطقة السكنية ميتروفيتشي/ميتروفيتشا (كما هو موضح في الخريطتين الثالثة باء وجيم)(1).",0
"2440","6 - ورأت اللجنة أيضا أنه في الحالات التي يتم فيها التأكد من وفاة فرد ما، وحيث يثبت أن الفرد لم يكن يمتلك أي أصول أو أنه لا يوجد أي مستفيد من الأصول مدرج في القائمة، ينبغي للجنة أن تشرع في: شطب ذلك الشخص من القائمة (الفقرة 19).",1
"2441","وقام بتيسير مبادرة مع المركز الأفريقي بشأن تعزيز استخدام قواعد البيانات الدولية من قبل بلدان الساحل من أجل تعزيز التنسيق وتبادل المعلومات والتعاون بين الشرطة وسلطات الحدود.",1
"2442","وبالنسبة لاثنتين من السفن، قدمت الشركة الوطنية الإيرانية للناقلات مشارط الإيجار وفواتير وإثباتات دفع تبلغ قيمتها 307 195 دولاراً من دولارات الولايات المتحدة.",0
"2443","وينبغي للمجتمع الدولي الآن أن يكون مستعدا للعمل بنفس التصميم لحماية مصالح صرب كوسوفو وطوائف الأقليات الأخرى.",0
"2444","ونلاحظ أنه لا ينبغي الاستهانة بالتحديات المستمرة التي تواجه الشرطة في تيمور - ليشتي.",0
"2445","وأي تحسين في الإجراءات القانونية الواجبة يقلل من مخاطر اتخاذ قرار سلبي قد يؤدي إلى تعقيد التنفيذ.",1
"2446","ومع انتقال منظومة الأمم المتحدة وشركائها من الاستجابة الإنسانية إلى التدخلات المتعلقة بالإنعاش والتنمية، سيتم وضع استراتيجية خروج لمكتب تنسيق الشؤون الإنسانية في البلد.",1
"2447","50 - ولذلك قررت اللجنة أن تحتفظ في القائمة، إلى حين توافر الوثائق اللازمة، بأسماء 45 فردا وردت وفاتهم في القائمة بالفعل أو أبلغت دولة عضو واحدة على الأقل عن وفاتهم إلى اللجنة.",1
"2448","ومثل لجنة مكافحة الإرهاب، تعتبر سنغافورة هذا الأمر أيضا مجالا ذا أولوية.",0
"2449","واتفق أعضاء هذا الوفد مع رئيس الوزراء على ""البدء بتنظيم التواجد الفلسطيني المسلح في المخيمات لضمان الأمن"".",0
"2450","18 - الحالة في جمهورية أفريقيا الوسطى (6 آب/أغسطس 1997؛ 6 حزيران/يونيه 2012).",0
"2451","ويعتبر دور المجتمع المدني حيويا أيضا.",0
"2452","44 - ظل مستوى التصديق على الصكوك الدولية دون تغيير منذ عام 2009 ويتباين بشكل كبير.",1
"2453","ومثل هذه الآلية ضرورية للتحقيق بشكل كامل في مصير الأشخاص المفقودين.",1
"2454","وبالإضافة إلى ذلك، قدم صندوق النقد الدولي دعما مباشرا للميزانية بمبلغ 60 مليون دولار في عام 2007 في إطار مساعدته الطارئة في مرحلة ما بعد الصراع، وسيقدم نفس المبلغ لعام 2008، بما في ذلك دعم الانتخابات وإعادة التأهيل الاجتماعي.",1
"2455","(و) المشاركة بنشاط في جميع الأنشطة ذات الصلة ودعمها في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب المنشأة لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة؛",1
"2456","ج. عرض يتراوح بين 10 و20 ملم.",0
"2457","وكانت مقررة الاجتماع الإقليمي لأفريقيا هي السيدة شيلبي آر كواست.",0
"2458",":: القانون الاتحادي السويسري بشأن مكافحة الأمراض البشرية المعدية المؤرخ 18 كانون الأول/ديسمبر 1970 (قانون الأوبئة؛ SR 818.101)",0
"2459","11 - ويظل أحد الأهداف الرئيسية للجنة مكافحة الإرهاب هو تيسير تقديم المساعدة التقنية الرامية إلى تعزيز قدرة الدول على مكافحة الإرهاب، التي تسعى جاهدة إلى الوفاء بالتزاماتها بتنفيذ أحكام قرار مجلس الأمن 1373 (2001). ولكنها تفتقر إلى القدرة على القيام بذلك.",1
"2460","ويهيب مجلس الأمن بالجماعة الاقتصادية لدول غرب أفريقيا ودولها الأعضاء وكذلك شركائها الدوليين تقديم المزيد من الدعم إلى بعثة الجماعة الاقتصادية لدول غرب أفريقيا في هذا الصدد ومواصلة تنسيق المزيد من الجهود الدولية لدعم السلام والاستقرار وسيادة القانون ومكافحة الإفلات من العقاب في غينيا - بيساو. .",1
"2461","ولذلك فقد اقتصرت مهمتها على جمع معلومات موثوقة عن الأشخاص الذين قد يشتبه في مسؤوليتهم عن ارتكاب جرائم في دارفور.",1
"2462","(ج) قررت أن تستمر المديرية التنفيذية في العمل كبعثة سياسية خاصة في ظل توجيهات السياسة العامة للجنة للفترة المنتهية في 31 كانون الأول/ديسمبر 2010، وقررت كذلك إجراء استعراض مؤقت بحلول 30 حزيران/يونيه 2009، وإجراء دراسة شاملة للمسألة عمل المديرية التنفيذية قبل انتهاء ولايتها؛",1
"2463","14 - يقرر أن تقوم الدول الأعضاء، من أجل منع تنظيم القاعدة وما يرتبط به من أفراد وجماعات ومؤسسات وكيانات، من الحصول على جميع أنواع المتفجرات، سواء كانت عسكرية أو مدنية أو متفجرات مرتجلة، أو مناولتها أو تخزينها أو استخدامها أو السعي للحصول عليها. ، وكذلك المواد الخام والمكونات التي يمكن استخدامها لتصنيع الأجهزة المتفجرة المرتجلة أو الأسلحة غير التقليدية، بما في ذلك (على سبيل المثال لا الحصر) المكونات الكيميائية أو حبال التفجير أو السموم، اتخاذ التدابير المناسبة لتعزيز ممارسة اليقظة من قبلهم المواطنين والأشخاص الخاضعين لولايتها والشركات المؤسسة في أراضيها أو الخاضعة لولايتها والتي تشارك في إنتاج وبيع وتوريد وشراء ونقل وتخزين هذه المواد، بما في ذلك من خلال إصدار الممارسات الجيدة، وتشجع كذلك الأعضاء على الدول تبادل المعلومات وإقامة الشراكات وتطوير الاستراتيجيات والقدرات الوطنية لمكافحة الأجهزة المتفجرة المرتجلة؛",1
"2464","وضع مبادئ توجيهية عملية لدمج منظور النوع الاجتماعي في عمليات إعادة الإعمار المستدامة في بيئات ما بعد الأزمات ومبادئ توجيهية شاملة للمرجع الميداني؛ معالجة قضايا المساواة بين الجنسين وإدارة الأراضي والممتلكات في حالات ما بعد الصراع؛ تطوير مجموعة أدوات لتوفير أساس مفاهيمي لقضايا النوع الاجتماعي فيما يتعلق ببرامج الحكم في بيئة ما بعد الصراع.",1
"2465","47- وقد قامت اثنتان من الدول الخمس في المنطقة الفرعية بإصدار تشريعات شاملة تغطي الجرائم الإرهابية ذات الصلة، في حين أعدت دولتان أخريان مشاريع قوانين لمكافحة الإرهاب وهي إما قيد الدراسة أو في انتظار اعتمادها.",1
"2466","ولم يقم بأي محاولة للقيام بأي من هذه الأشياء.",0
"2467","12 - وستواصل اللجنة تنظيم اجتماعات ومناسبات خاصة بشأن المواضيع والقضايا ذات الاهتمام المشترك والاهتمام المشترك للدول الأعضاء، بهدف تحقيق أقصى قدر من تأثير القرارات والحفاظ على التزام المجتمع الدولي بمكافحة الإرهاب.",1
"2468","ولم ينفذ عدد من الدول بعد إجراءات تحديد أصول الإرهابيين وتجميدها دون تأخير.",0
"2469","269) تمكنت اللجنة من الوصول إلى عدد كبير من التقارير الواردة من مصادر مختلفة والتي توثق عمليات قتل واسعة النطاق للمدنيين في جميع أنحاء دارفور، منذ بداية عام 2003 وحتى وقت نشر هذا التقرير.",0
"2470","وأكدت فوساس أن ""الهياكل والمعدات المصنعة لمصنع المأمون تم تخزينها في الهواء الطلق في ورشة تصنيع فوساس في تركيا"".",0
"2471","وتعتقد جميع الدول المبلغة أنها تتمتع بحماية فعالة ضد الأفراد أو الكيانات المدرجة في القائمة الذين يحصلون على الأسلحة، ولكن 38 دولة عضو فقط قالت إنها أدخلت تغييرات على القوانين واللوائح القائمة لتشمل تدابير حظر الأسلحة؛ ولم تشر 106 دولة إلى القائمة الموحدة عند وصف عملياتها التنظيمية.",1
"2472","وتشتمل هذه الزيارات في المجمل على ما يلي: ثماني زيارات شاملة (كمبوديا، ومصر، وجمهورية لاو الديمقراطية الشعبية، والجماهيرية العربية الليبية، والمملكة العربية السعودية، وجنوب أفريقيا، وأوغندا، وأوزبكستان)؛ زيارتان إقليميتان تغطيان ستة بلدان (بلجيكا والدانمرك ولوكسمبورغ وهولندا في أوروبا الغربية، وبوركينا فاسو والسنغال في غرب أفريقيا)؛ سبع زيارات مركزة (أستراليا، ومدغشقر، ونيوزيلندا، وبنما، وجمهورية كوريا، وسنغافورة، والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية)؛ وثلاث زيارات متابعة (بنغلاديش وكينيا ومالي).",0
"2473","وفي الاجتماع الثلاثي الثالث لأنغولا وجمهورية الكونغو الديمقراطية ومفوضية الأمم المتحدة لشؤون اللاجئين، المعقود في لواندا يومي 28 و29 آذار/مارس، تم التوصل إلى اتفاق بشأن إنشاء فريق عامل لمناقشة عودة حوالي 000 80 لاجئ أنغولي يعيشون في الجمهورية الديمقراطية. الكونغو.",1
"2474","التلفزيون الرسمي الإسباني، الصحفي أوسكار فرناندو جوميز - 8 يناير 2012",0
"2475","53 - ويجري تنفيذ خطط متكاملة لدعم الانسحاب المقرر للعنصرين العسكري والمدني للبعثة في الفترة من 15 تشرين الأول/أكتوبر إلى 31 كانون الأول/ديسمبر 2010.",1
"2476","كما تتطلب اتفاقية حقوق الطفل من الدول الأطراف أن تتعهد بحماية الطفل من جميع أشكال الاستغلال الجنسي والاعتداء الجنسي.",1
"2477","قالت مائة وست وأربعون دولة، بما في ذلك الدول التي لم تقدم تقاريرها، إنها تعمم القائمة (وأي تغييرات) على البنوك، وإلى حد ما، على المؤسسات المالية الأخرى، وكذلك على موانئ الدخول والسلطات الأخرى ذات الصلة لكن الزيارات تكشف أن تعميم التحديثات بطيء في العديد من الدول، خاصة في المراكز الحدودية.",1
"2478","ومنذ ذلك الحين تضاعف عددهم إلى 16، بالإضافة إلى مستشارها الخاص، ويجري تعيين المزيد من المراقبين ومتطوعي الأمم المتحدة.",1
"2479","أن يكون قد بلغ السن المقررة عملاً بالمادة 18",0
"2480","2. الوضع في الشرق الأوسط.",0
"2481","المقرر عقدها يوم الاثنين الموافق 25 أبريل 2005 الساعة العاشرة صباحاً.",0
"2482","وينبغي أن يركز عملها مع المنظمات الإقليمية ودون الإقليمية على تيسير التفاعل بين المؤسسات الإقليمية والوطنية لمعالجة تحديات التنفيذ الوطنية، مثل التوفيق بين الأولويات، ومواءمة النهج، وتيسير الخدمات الاستشارية وخدمات الصياغة، والمطابقة بين طلبات المساعدة وعروضها.",1
"2483","لقد أنجزنا الكثير، ولكن هذا ليس الوقت المناسب لفقدان الزخم.",0
"2484","وأشار الرئيس إلى القلق المستمر لدى بعض البلدان بشأن نطاق المنطقة عالية المخاطر.",0
"2485","المقرر عقدها يوم الاثنين، 27 كانون الثاني/يناير 2003، الساعة 30/10 صباحا",0
"2486","وقد تم تمويل الكثير من الجهود المكثفة لتمكين وحدات البعثة المتكاملة من التصدي بشكل قادر للتهديد الذي تشكله الألغام والأجهزة المتفجرة المرتجلة من خلال الصندوق الاستئماني لبعثة الدعم الدولية.",1
"2487","8- ويتناول هذا التقرير المسائل التي يرى المجلس ضرورة عرضها على مجلس الأمن.",0
"2488","وفي هذا الصدد، وعملاً ببيان مجلس السلام والأمن الصادر في 25 تشرين الثاني/نوفمبر 2014، نطلب من المفوضية وبلدان المنطقة مضاعفة جهودها المشتركة لحشد الدعم الدولي اللازم، بما في ذلك اعتماد مجلس الأمن التابع للأمم المتحدة لقرار مجلس الأمن التابع للأمم المتحدة. قرار يدعم إنشاء ونشر قوة العمل المشتركة المتعددة الجنسيات، فضلاً عن إنشاء صندوق استئماني.",0
"2489","80 - لدى أربع دول قوانين شاملة لمكافحة الإرهاب.",1
"2490","المقرر عقدها يوم الأربعاء 26 كانون الثاني/يناير 2011، الساعة 10 صباحا",0
"2491","82 - والتوصيات ذات الأولوية هي: (أ) تشجيع جميع الدول على اعتماد أطر قانونية شاملة ومتماسكة لمكافحة الإرهاب من شأنها أن تيسر تنفيذ استراتيجيات مكافحة الإرهاب السليمة والمتسقة من الناحية القانونية؛",1
"2492","إنشاء نظام موحد لإدارة ورصد حالات العنف المبني على النوع الاجتماعي؛ وضع قائمة مرجعية لكبار المديرين؛ تقرير عن الالتزامات الخمسة للمفوض السامي تجاه اللاجئات",1
"2493","عاشراً: حقوق الإنسان في سياق مكافحة الإرهاب",0
"2494","وليس لفريق الرصد على علم بوجود أي حالات لأفراد مدرجين في القائمة تم إيقافهم على الحدود منذ تقريره الأخير، ولم تتلق اللجنة أي تقارير في هذا الصدد.",1
"2495","2. يقرر إبقاء المسألة قيد نظره.",0
"2496","وقد استهدفوا مواقع جغرافية مختلفة للعمليات العسكرية، وخططوا لانتزاعها من المعارضة. وتشمل هذه المواقع بيدوا وماركا ومقديشو.",0
"2497","45 - واضطلعت المنظمة الدولية للشرطة الجنائية (الإنتربول) ببرامج لبناء القدرات في مجال مكافحة الإرهاب في منطقة الساحل والقرن الأفريقي لتعزيز تبادل المعلومات بين الوكالات، وتعزيز استجابتها العملياتية المتكاملة في المنطقة، وتوسيع نطاق استخدام المعلومات. شبكة الاتصالات الآمنة وقواعد البيانات والخدمات.",1
"2498","وإذ أرحب بالبعثة، أود أن أغتنم هذه الفرصة لأعرب عن خالص تقديري للدول الأعضاء في منظمة الوحدة الأفريقية، وهي بوركينا فاسو، وتشاد، وغابون، ومالي، والسنغال، وتوغو، على الدور الذي لا غنى عنه الذي اضطلعت به في بعثة الأمم المتحدة في الصومال.",0
"2499","الصراف قريب جدًا من القصر الرئاسي وكان أيضًا على علم بالقرار [تصريح شاهد].",0
"2500","16 أكتوبر 2010-20 أبريل 2011",0
"2501","المدفوعات أو الإعانات للآخرين - 36,221,863 دولارًا أمريكيًا",0
"2502","المقرر عقدها يوم الاثنين، 11 أيلول/سبتمبر 2006، الساعة 00/11",0
"2503","وتم إنشاء فريق موسع من مستشاري بعثة الشرطة التابعة للاتحاد الأوروبي لتقديم الدعم ومشورة الخبراء بشأن شؤون الشرطة.",1
"2504","ج) تدمير أو التسبب في أضرار جسيمة للمنشآت العامة أو أنظمة النقل أو الاتصالات السلكية واللاسلكية، بما في ذلك أنظمة المعلومات، أو المنصات الثابتة على الجرف القاري، أو منشآت إمدادات الطاقة، أو منشآت إمدادات المياه، أو المرافق الطبية أو أي مرافق هامة أخرى، أو الأماكن العامة أو الممتلكات بهدف تعريض حياة البشر أو سلامة المنشأة أو النظام أو المكان للخطر، أو تعريض الممتلكات لخطر الأضرار الجسيمة،",0
"2505","تتوصل شركة SAT إلى استنتاجها من خلال سلسلة معقدة من التوقعات، تتضمن حسابين منفصلين لتدفقات التدفقات النقدية المخصومة، والتي تهدف إلى إثبات أن صافي التدفق النقدي المفقود نتيجة للغزو لن يتم استرداده قبل نهاية الامتياز في عام 2009.",0
"2506","تنص المادة 11 من قانون تسليم المجرمين لعام 1962 على ما يلي:",0
"2507","وقد قامت العديد من الدول، بالتعاون مع شركائها الثنائيين والمتعددي الأطراف، بتطوير بعض أشكال ترتيبات الإنذار المبكر للمساعدة في التنبؤ بالهجمات الإرهابية ومنعها.",1
"2508","يقرر تعزيز وتحديث ولاية [البعثة] على النحو التالي: تعزيز وحماية حقوق الإنسان: - المساعدة في تعزيز قدرات النظام القضائي، بما في ذلك آليات العدالة الانتقالية، والمؤسسات الوطنية لحقوق الإنسان ومساعدة ومع جهود المصالحة الوطنية؛",1
"2509","ويصدر تقييمها في تقارير نصف شهرية، وهي ممارسة ساهمت في زيادة الوعي بمشاكل حقوق الإنسان.",1
"2510","51 - وقد استحدثت ثلاث دول أطرا قانونية فعالة لضمان المساعدة القانونية المتبادلة وتسليم المجرمين، فضلا عن آليات مناسبة لتبادل المعلومات بسرعة وفعالية مع النظراء الدوليين.",1
"2511","وإذ يطالب أطراف النزاع بضبط النفس ووقف الأعمال العسكرية بجميع أنواعها، بما في ذلك القصف الجوي،",0
"2512","وتلقت اللجنة معلومات موثوقة تفيد بأن هؤلاء الأشخاص تعرضوا للتعذيب والمعاملة القاسية واللاإنسانية والمهينة.",0
"2513","ويوصى بمواءمة وتنسيق مساهمات الأمم المتحدة في خطة تحقيق الاستقرار كجزء من المراجعة المقبلة لإطار عمل الأمم المتحدة للمساعدة الإنمائية.",1
"2514","72 - وفي غضون ذلك، تم إحراز تقدم كبير في تدريب الشرطة الوطنية الكونغولية التي ستوفر الأمن للانتخابات.",1
"2515","وكان من الممكن أن تؤدي حملة عامة أكثر قوة إلى تجنب، من بين أمور أخرى، المفاهيم الخاطئة لدى الجمهور بشأن منطقة تقسيم المناطق الخاصة المحيطة بدير ديتشان/ديتشاني.",0
"2516","ولم يتم بعد إنشاء هيئة الرقابة، وهي المجلس الأعلى للنيابة العامة.",0
"2517","وستظل اللجنة تركز على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.",1
"2518",":: هناك جانب آخر بالغ الأهمية للمتابعة وهو تعويض ضحايا الانتهاكات.",0
"2519","""ويشدد مجلس الأمن على أهمية استكشاف القدرات المحتملة والحالية للمنظمات الإقليمية ودون الإقليمية في ميدان السلام والأمن، والتي تغطي، في جملة أمور، نطاق منع نشوب الصراعات، وبناء الثقة، وحل الصراعات، وصنع السلام، وحفظ السلام، بناء السلام بعد انتهاء الصراع، ويرحب بالحوار الإقليمي وتعزيز المعايير المشتركة وكذلك النهج الإقليمية المشتركة لتسوية النزاعات وغيرها من القضايا المتعلقة بالسلام والأمن.",1
"2520","قرار مجلس الأمن 1325 (2000)، المرجع السابق. 9",0
"2521","تطوير وتنفيذ بيان سياسة المساواة بين الجنسين، وسياسة شاملة بين الجنسين وخطة عمل لتعميم مراعاة المنظور الجنساني على مستوى الإدارة مع الأهداف والأنشطة والمؤشرات والجداول الزمنية لكل مجال وظيفي. تطوير أدوات التدريب والمبادئ التوجيهية.",1
"2522","الدفعات المقدمة للإيجار والخدمات الأخرى 135 - 136 35",0
"2523","51- وشهدت البعثة انقساماً كبيراً بين العاصمة بورت أو برنس والمناطق النائية.",0
"2524","1 - الفقرة 7 من القرار 1556 (2004)",0
"2525","21 - يقرر أن تقوم الأمانة، في غضون أسبوع واحد بعد رفع اسم من قائمة الأشخاص المعينين لدى اللجنة، بإخطار البعثة الدائمة للبلد أو البلدان التي يعتقد أن الفرد أو الكيان موجود فيها، وفي حالة الأفراد، البلد الذي يكون الشخص من مواطنيه (إلى الحد الذي تكون فيه هذه المعلومات معروفة)، ويطالب الدول التي تتلقى هذا الإخطار باتخاذ تدابير، وفقا لقوانينها وممارساتها المحلية، لإخطار أو إبلاغ الفرد أو الكيان المعني بالرفع من القائمة في الوقت المناسب؛",0
"2526","وقد تم جمع جميع جوانب تعليم الشرطة في إطار برنامج منفصل في أيار/مايو 2004، وتم الآن التوصل إلى اتفاق بشأن إنشاء نظام تدريب على مستوى البوسنة والهرسك.",0
"2527","إن الحركات، إذ تعترف بالدور الموثوق والبناء الذي لعبته الجزائر في الجهود المبذولة لتعزيز وإيجاد مخرج نهائي للأزمة، نقلت إلى الجزائر ثقتها الكاملة في جهودها المتواصلة لتحقيق هذه الغاية وفي مشاركتها المتزايدة في البحث عن حل نهائي للأزمة. التسوية النهائية للصراع التي طال انتظارها.",0
"2528","ويؤكد المجلس أن جميع المسؤولين عن انتهاكات القانون الدولي، بما في ذلك القانون الإنساني وقانون حقوق الإنسان، فضلا عن أولئك الذين أمروا بارتكاب هذه الأفعال، سيخضعون للمساءلة.",0
"2529","""ويشير مجلس الأمن إلى أن العدالة وسيادة القانون على المستوى الدولي لهما أهمية رئيسية لتعزيز وصون السلام والاستقرار والتنمية في العالم.",0
"2530","3 - وكما طلب مجلس الأمن في قراره 1787 (2007)، سيوصي المدير التنفيذي، في غضون 60 يوما من اتخاذ ذلك القرار وبالتشاور مع اللجنة، بإدخال تغييرات على الخطة التنظيمية للمديرية التنفيذية المشار إليها في الفقرة 4 من قرار المجلس 1535 (2004).",0
"2531","(ز) الأفراد أو الكيانات الذين يدعمون الجماعات المسلحة غير المشروعة في الجزء الشرقي من جمهورية الكونغو الديمقراطية من خلال الاتجار غير المشروع بالموارد الطبيعية؛",0
"2532","19. وفي 12 آب/أغسطس، أطلق برنامج العدالة الوطني، برنامج دعم العدالة، الذي يدعمه الاتحاد الأوروبي وبعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد وبرنامج الأمم المتحدة الإنمائي، عملية تنافسية للتعاقد مع منظمة أو منظمات غير حكومية لإنشاء وتشغيل ثلاث عيادات للمساعدة القانونية في شرق تشاد.",1
"2533","6 - يقرر أن تكون ولاية عملية الأمم المتحدة في كوت ديفوار على النحو التالي:",0
"2534","ولم يسحب الجانبان بعد قواتهما من المنطقة، وهو ما يخالف اتفاق 20 حزيران/يونيه 2011.",0
"2535","وأعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمة من البنك الدولي، كتيبا عن الأهداف يبين الوضع الحالي لتيمور - ليشتي ويحدد الآثار المترتبة على السياسة العامة لتحقيق الأهداف والمؤشرات.",1
"2536","78 - واشترك مكتب الأمم المتحدة المعني بالمخدرات والجريمة ومنظمة الأمن والتعاون في أوروبا في تنظيم حلقة عمل إقليمية للخبراء بشأن تنفيذ الصكوك القانونية العالمية لمكافحة الإرهاب كوسيلة لتعزيز التعاون في مكافحة الإرهاب في حوض البحر الأبيض المتوسط، عُقدت في ملقة، إسبانيا. في سبتمبر 2013.",1
"2537","المقرر عقدها يوم الاثنين، 30 كانون الأول/ديسمبر 2002، الساعة 05/12 ظهرا",0
"2538","وتتواصل الجهود الرامية إلى منع تفشي وباء الكوليرا في مقديشو، بما في ذلك إضافة الكلور إلى إمدادات المياه والتعاون الوثيق مع القطاع الصحي.",1
"2539","وبالتالي فإن نشاطهم يغطي جانبًا واحدًا فقط مما يمكن أن يكون عملية عدالة شاملة في مرحلة ما بعد الصراع.",1
"2540","ويمكن للمجلس أن يلعب دورا هاما في ضمان إنشاء برامج التعويضات من أجل تلبية احتياجات الضحايا.",1
"2541","وكان سلوك إثيوبيا مختلفا بشكل ملحوظ.",0
"2542","2. الاستيراد محجوز للسلطة التنفيذية الوطنية",0
"2543","ثامنا. حظر السفر 116 - لا يزال فريق الرصد يعتبر حظر السفر تدبيرا جزائيا هاما ضد تنظيم القاعدة وحركة الطالبان، لكنه يلاحظ البراعة التي يبديها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون أن يتم اكتشافهم.",0
"2544","8. والغرض من هذا المسح هو عرض الاتجاهات العامة الحالية في تنفيذ القرار بهدف تحديد نقاط الضعف الإقليمية أو المجالات التي تواجه فيها مجموعات من الدول صعوبات خاصة في التنفيذ، وبالتالي قد تستفيد من نهج إقليمي أو دون إقليمي لمكافحة الإرهاب.",1
"2545","وتواصل اللجنة رصد وتقييم الطبيعة المتغيرة للتهديد الذي يشكله تنظيم القاعدة والمرتبطون به على السلام والأمن الدوليين، وتكييف نهجها العملياتي وفقا لذلك من أجل توفير استجابات فعالة وكفؤة لهذه التهديدات.",1
"2546","للكاتبة 18 كتاباً منشوراً سابقاً.",0
"2547","- مركز التزلج ""تورنيك"" على جبل زلاتيبور في 8 نيسان/أبريل 1999؛",0
"2548","ومرة أخرى، تشمل تلك التحديات المصالحة الوطنية. تقاسم السلطة السياسية والتوزيع العادل للموارد الطبيعية، وخاصة عائدات النفط.",0
"2549","إجراء البحوث لتحديد محددات الفروق بين الجنسين في آليات الإنذار المبكر ووضع المؤشرات بناء على ذلك.",1
"2550","وقد قدم فريق التفاوض، في جملة أمور، مقترحات مفصلة لتحقيق اللامركزية وخطة لحكم ميتروفيتشا في المستقبل.",0
"2551","وبمجرد اعتماد الخطة المنقحة من قبل اللجنة، سيكون النشاط ذو الأولوية للمديرية هو بدء الهيكل الجديد للمجموعات والوحدات وبدء العمل على وضع معايير ومواءمة الأحكام عبر النطاق الكامل لعمل المديرية.",1
"2552","وبحسب العديد من الروايات والشهادات فإن هذا الدعم للقوات الموازية يأتي من داخل القصر الرئاسي.",1
"2553","توثيق أفضل الممارسات بشأن القضايا المواضيعية والمجالات الوظيفية؛ والمراجعات المكتبية وورش العمل حول أفضل الممارسات؛ إنشاء شبكة إلكترونية للتعلم وتبادل المعلومات بين مستشاري الشؤون الجنسانية.",1
"2554","ونظراً لأوجه القصور في الأدلة في هذه المطالبة، لم يكن الفريق مطالباً بالنظر في أي مسائل إضافية إلى تلك التي سبق وصفها في الفقرات من 134 إلى 140 من تقرير الدفعة الأولى من المطالبات هاء/واو.",0
"2555","ولم يتم إصدار أي ترخيص لاستيراد الماس من ليبريا.",0
