"ar_en_DEEPL"	"MatConf"
"Hence, there is no alternative to centralizing command and control over the operations of the armed forces."	1
"5. During informal consultations on 5 May, the Committee met with the newly established Panel of Experts."	0
"18. During the reporting period, attacks by extremist groups in northern Mali and escalating violence in north-eastern Nigeria affected security and stability in the region. The impact of Boko Haram-related violence in the southern part of the Niger and in the far north of Cameroon was of particular concern."	1
"In this plan, they targeted different geographic locations to launch military operations against, with the intention of wresting them from the opposition. These locations include Baidoa, Marka and Mogadishu."	1
"It was disheartening to feel their frustration and disappointment."	0
"We think we can already draw some conclusions."	0
"10. During informal consultations on October 20, the Committee discussed the issue of possible modalities of cooperation between the Group and the Financial Action Task Force."	0
"The Republika Srpska National Assembly ratified the President's objection, as is customary."	0
"But while the team does not see online paramilitary technical advice as a threat comparable to field training, its potential is growing as the quality of the advice provided improves."	1
"There were also attacks in 2001 and 2002, but the intensity, density and frequency of attacks increased significantly in early 2003."	1
"3. On 27 December 2007, supporters of Sergeant Ibrahim Coulibaly, alias IB, who had previously been a member of the Forces nouvelles, were accused of attacking members of the Forces nouvelles in BouakÃ©. The attack resulted in several fatalities, as well as the arrest of a number of individuals."	1
"Niger is a country with a vast area of 1,267,000 square kilometers. This sprawling country is home to about 11 million people."	0
"In Wadi Hajam, they stole weapons from the police."	1
"Government forces reportedly often committed unwarranted acts of destruction beyond any military necessity."	1
"45. Following the arrival and deployment of forces loyal to President Yusuf just south of Jowhar in early September, the Minister of Trade, Muse Sudi Yalahow, reportedly sent a number of âarmed modified vehiclesâ to reinforce his forces in Ballad, south of Jowhar."	1
