"","en_ar_DEEP","VerCoop"
"2015","وهذا هو التقرير السابع الذي يصدره فريق الدعم التحليلي ورصد الجزاءات منذ إنشائه في مارس/آذار 2004؛ بعض المواضيع مألوفة والقليل منها جديد تمامًا.",1
"2016","حث حكومة السودان وحركة التحرير والعدالة وحركة العدل والمساواة - محمد بشار على الوفاء بالالتزامات التي تم التعهد بها في وثيقة الدوحة للسلام في دارفور، وحث جميع الأطراف، ولا سيما الحركات المسلحة الأخرى التي لم تفعل ذلك بعد. الموقعون على وثيقة الدوحة للسلام في دارفور، والانخراط فوراً ودون شروط مسبقة وبذل كل جهد ممكن للتوصل إلى تسوية سلمية شاملة على أساس وثيقة الدوحة للسلام في دارفور، والاتفاق على وقف دائم لإطلاق النار دون مزيد من التأخير،",1
"2017","وتعترف حكومتي بعبارات الإدانة والغضب العديدة التي ولّدتها هذه الفظائع. ونحن نقدر بشكل خاص رد فعل مجلس الأمن السريع على هذه الجريمة البشعة.",0
"2018","(أ) تشجيع الدول على تعزيز قدرات أنظمتها في مجال مكافحة غسل الأموال وتمويل الإرهاب، مع التركيز بشكل خاص على تنظيم نظم التحويلات المالية البديلة والمنظمات الخيرية؛",1
"2019","بيان صحفي للترويكا: مؤتمر بادن",0
"2020",":: فخامة السيد بن مسعود راشد، نائب رئيس اتحاد جزر القمر",0
"2021","تحرز بلدان منطقة الساحل تقدماً في قدراتها في مجال مكافحة الإرهاب.",0
"2022","2- يقرر أيضاً إبقاء المسألة قيد نظره.",0
"2023","2. الوضع في الشرق الأوسط (18 يوليو 1960؛ 30 يونيو 2011).",0
"2024","ويؤكد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام الكامل للقانون الدولي ذي الصلة بما في ذلك القانون الإنساني وقانون حقوق الإنسان ...",1
"2025",":: ندى وليد الطياصنحي 12 سنة",0
"2026","يشرفني أن أشير إلى قرار مجلس الأمن 1606 (2005) المؤرخ 20 حزيران/يونيه 2005، الذي طلب إلي المجلس بموجبه أن أبدأ مفاوضات مع حكومة بوروندي وإجراء مشاورات مع جميع الأطراف البوروندية المعنية بشأن كيفية تنفيذ التوصيات الواردة في التقرير. بعثة التقييم (انظر S/2005/158) بشأن إنشاء لجنة مختلطة للحقيقة ودائرة خاصة داخل نظام المحاكم في بوروندي. وطلب مني كذلك تقديم تقرير إلى المجلس بحلول 30 سبتمبر/أيلول بشأن تفاصيل التنفيذ، بما في ذلك التكاليف والهياكل والإطار الزمني.",1
"2027","ومن هنا فإنني أحثكم على العمل على تطبيق الفصل السابع من ميثاق الأمم المتحدة وفقا لاتفاق الجزائر الذي بارككم بتوقيعكم، حيث ظلت إثيوبيا ولا تزال متمسكة بموقفها المتعنت منذ ما يقرب من عامين.",1
"2028","دعوة أطراف النزاع المسلح إلى اتخاذ التدابير المناسبة لاحترام وضمان احترام القانون الدولي الإنساني وقانون حقوق الإنسان، بما في ذلك عن طريق:",1
"2029","ولذلك فهو يحث المجلس على التحول من النهج ""الموجه نحو الطلب"" إلى بذل جهد ""أكثر نشاطا"" لإثارة اهتمام الدول غير الأعضاء فيما يتعلق بعمله.",1
"2030","يعترف مجلس الأمن بلجنة بناء السلام، في مجال اختصاصها، باعتبارها منتدى للتنسيق في مجال ما بعد الصراع بين منظومة الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية، وفقا لقراره 1645 (2005) وقرار الجمعية العامة 60/180.",1
"2031","إحالة الحالة رقم 6 إلى اللجنة",0
"2032","المقرر عقدها يوم الاثنين، 22 كانون الأول/ديسمبر 2008، الساعة 53/11 صباحا",0
"2033","تحذف الفقرة 6: ""المرسوم الرئاسي رقم 117 المؤرخ 13 شباط/فبراير 1998"".",0
"2034","المجلد. 31 – 520/7-0728 و5 9/344/90 – يوليو 1990",0
"2035","ومع ذلك، لا يزال يشار إلى هذه القوات العسكرية الروسية باسم قوات حفظ السلام أو ""الخوذ الزرقاء""، باعتبارها الحل الشامل للصراع في المنطقة في شكل عملية سلام تقودها الأمم المتحدة.",0
"2036","42 - وفيما يتعلق بحجة القانون الدولي، يرى الفريق أن أحد أسباب إنشاء لجنة أو آلية استعراض أخرى هو ببساطة استباق القانون في هذا المجال، وإنشائه، بدلا من السماح للمحاكم الوطنية والإقليمية أو الدول الأعضاء ممارسة الدولة للقيام بذلك.",1
"2037","وقد أدرجت العديد من عمليات السلام الأخيرة تحليل الجريمة عبر الحدود في تخطيط بعثاتها وهياكل تحليلها المشتركة - ولا سيما بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي.",0
"2038","بعد الهجوم، توجه جميع سكان المنطقة إلى كايلك.",0
"2039","قرار CITMA رقم 32/2003، المادة 19ب",0
"2040","وينص تعديل القانون رقم 61/1996 (القانون رقم 284/2004 المؤرخ 8 أبريل 2004، والذي أصبح ساري المفعول اعتبارا من 1 سبتمبر 2004 - قانون مكافحة غسل الأموال الجديد) على أنه يجوز لوحدة التحليل المالي تبادل المعلومات مع السلطات الأجنبية التي تتمتع بنفس الاختصاص، إما ضمن النطاق الذي تحدده معاهدة دولية أو على أساس المعاملة بالمثل.",1
"2041","57. وكان الغرض من الزيارة هو: استعراض التقدم المحرز في تنفيذ خطة العمل التي وقعتها الحكومة وفريق العمل القطري التابع للأمم المتحدة المعني بالرصد والإبلاغ في 4 تشرين الأول/أكتوبر 2012؛ ومناقشة الاستنتاجات بشأن الأطفال والصراع المسلح في جمهورية الكونغو الديمقراطية التي اعتمدت في 19 أيلول/سبتمبر 2014؛ والتفاعل مع الوزارات المعنية وغيرها من المسؤولين الحكوميين والجهات الفاعلة في مجال حماية الطفل والمنظمات غير الحكومية والأطفال المرتبطين سابقاً بالجماعات المسلحة والحصول على معرفة مباشرة بحالة الأطفال المتضررين من الصراع المسلح في جمهورية الكونغو الديمقراطية، مع إيلاء اهتمام خاص لجهود الامتثال التي تبذلها القوات المسلحة لجمهورية الكونغو الديمقراطية والتحديات المتبقية، بما في ذلك فيما يتعلق بالجهات الفاعلة غير الحكومية المدرجة في التقرير السنوي للأمين العام، وتقييم التحديات والفرص لإعادة إدماج الأطفال المرتبطين بالقوات والجماعات المسلحة في جمهورية الكونغو الديمقراطية.",1
"2042","وبينما سأواصل الاتصال بالدول التي لم تستجب بعد لنداءي لتقديم مساهمات في قوة متعددة الجنسيات، وسأطلب مساعدتكم المستمرة في تحديد دولة رائدة محتملة، أود أن أقدم إلى المجلس المقترحات المرفقة بشأن الخيارات البديلة ( انظر الملحق).",1
"2043","""ويجدد مجلس الأمن دعوته للدول في المنطقة إلى تعميق تعاونها بهدف وضع حد لأنشطة الجماعات المسلحة غير الشرعية، ويؤكد أن أي لجوء إلى التهديد باستخدام القوة أو استخدامها ضد السلامة الإقليمية لدولة ما يتعارض مع ميثاق الأمم المتحدة.",1
"2044","إن المطالبات مقبولة بالفعل من قبل مسجل الغرفة.",0
"2045","""ويهيب مجلس الأمن بدول المنطقة أن تواصل مساعدة بعضها البعض، إلى أقصى حد ممكن، في منع أعمال الاتجار بالمخدرات وما يتصل بذلك من جريمة منظمة عبر وطنية والتحقيق فيها ومقاضاة ومعاقبة مرتكبيها، وتقديم مرتكبي الجرائم المنظمة عبر الوطنية إلى العدالة تمويل أو تخطيط أو دعم أو ارتكاب مثل هذه الأعمال، وفقا للقانون الدولي.",1
"2046","وبالإضافة إلى ذلك، يجوز لجهة التنسيق المعنية بشطب الأسماء، المنشأة بموجب قرار مجلس الأمن 1730 (2006)، قبول طلب الشطب من القائمة من أسرة الفرد المتوفى المدرج في القائمة، أو من ممثلهم، وقد سهّل هذا الأمر على للورثة الشرعيين (غير المدرجين في القائمة) للفرد المتوفى أن تتم معالجة طلبهم عندما لا تكون أي دولة مستعدة للتصرف نيابة عنهم.",1
"2047","وفي بعض الأحيان، لجأت قوة الأمم المتحدة لمراقبة فض الاشتباك إلى استخدام الطرق الالتفافية التي لا يمكن الوصول إليها ليلاً.",0
"2048","كما ستتناول التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها بهدف تقديم الإرهابيين ومناصريهم إلى العدالة.",1
"2049","وهذا من شأنه أيضا أن يساعد في تعزيز التعاون الإقليمي في مجال مكافحة الإرهاب.",1
"2050","27 - وذكر الممثل الخاص للأمين العام ورئيس بعثة الأمم المتحدة في جنوب السودان أنه قبل اندلاع النزاع في كانون الأول/ديسمبر 2013، تم إحراز تقدم كبير بشأن قضايا حماية الطفل، وحققت خطة عمل جنوب السودان نجاحا كبيرا.",0
"2051","23 - وكما ذكر أعلاه، أقامت المديرية التنفيذية أيضا علاقات قوية بشكل خاص مع بعض المنظمات الإقليمية ودون الإقليمية، بما في ذلك، في جملة أمور، الجماعة الكاريبية ولجنة البلدان الأمريكية لمكافحة الإرهاب التابعة لمنظمة الدول الأمريكية، في الأمريكتين؛ المركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، والاتحاد الأفريقي، ومجموعة شرق وجنوب أفريقيا لمكافحة غسل الأموال، والجماعة الاقتصادية لدول غرب أفريقيا (ECOWAS)، وبرنامج الهيئة الحكومية الدولية المعنية بالتنمية (IGAD) لبناء القدرات في مجال مكافحة الإرهاب (ICPAT)، فريق العمل الحكومي الدولي لمكافحة غسل الأموال في غرب أفريقيا والجماعة الإنمائية للجنوب الأفريقي، في أفريقيا؛ لجنة الخبراء المعنية بتقييم تدابير مكافحة غسل الأموال وتمويل الإرهاب، ومجلس أوروبا، والاتحاد الأوروبي، ويوروجست، ومنظمة الأمن والتعاون في أوروبا، ومنظمة شنغهاي للتعاون، ورابطة الدول المستقلة ، في أوروبا؛ منتدى جزر المحيط الهادئ، في المحيط الهادئ؛ وبنك التنمية الآسيوي، ورابطة أمم جنوب شرق آسيا، ورابطة جنوب آسيا للتعاون الإقليمي، في آسيا.",1
"2052","""ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان الناجمة عن الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة. ويذكر المجلس الدول بأنه يجب عليها أن تكفل عدم مراعاة أي تدابير تتخذها لمكافحة الإرهاب. الامتثال لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي.",1
"2053","13 - تحث المجتمع الدولي على تقديم الدعم والمساعدة لتمكين الدول من الوفاء بمسؤولياتها فيما يتعلق بحماية اللاجئين وغيرهم من الأشخاص المحميين بموجب القانون الإنساني الدولي؛",1
"2054","ومن أجل تحديد ما إذا كان الوقت قد حان لبدء هذه العملية، لا بد من إجراء تقييم واسع النطاق للحالة في كوسوفو - بما يتجاوز تنفيذ المعايير.",1
"2055","2. الوضع في الشرق الأوسط",0
"2056","38 - يشجع جميع الدول الأعضاء، ولا سيما الدول التي تقترح الإدراج في القائمة ودول الإقامة أو الجنسية، على أن تقدم إلى اللجنة معلومات إضافية لتحديد الهوية وغيرها من المعلومات، إلى جانب الوثائق الداعمة، بشأن الأفراد والجماعات والمؤسسات والكيانات المدرجة في القائمة، بما في ذلك التحديثات المتعلقة بحالة التشغيل. الكيانات والمجموعات والمؤسسات المدرجة، وحركة الأفراد المدرجين في القائمة أو سجنهم أو وفاتهم وغيرها من الأحداث الهامة، عندما تصبح هذه المعلومات متاحة؛",1
"2057","27 - وبالإضافة إلى ذلك، قررت اللجنة أن قائمة الأصناف والمواد والمعدات والسلع والتكنولوجيا المتعلقة ببرامج القذائف التسيارية الواردة في مرفق التقرير السابق للجنة (S/2014/253) تحل محل القائمة السابقة (انظر S/2012/947) ويخضع للتدابير التي فرضها مجلس الأمن في الفقرات 8 (أ) و (ب) و (ج) من القرار 1718 (2006).",0
"2058","22- وفي 25 آب/أغسطس، نُشر في غوما بيان منسوب إلى الجنرال لوران نكوندا، أحد المسؤولين الرئيسيين عن أزمة بوكافو في أيار/مايو 2004، هدد فيه بإسقاط الحكومة الانتقالية.",1
"2059","(ب) اتخاذ الخطوات اللازمة لتقديم أكبر قدر ممكن من المساعدة في قضايا الإرهاب إلى الدول الأخرى وبناء الجسور بين النظم القانونية المختلفة؛",1
"2060","لكي تتمكن الدول من القيام بدوريات كافية على السواحل الشاسعة، يتعين عليها التعاون من خلال تبادل المعلومات والمراقبة بين خفر السواحل والقوات البحرية وإدارات الجمارك.",1
"2061","وتتحمل دول المنطقة والمنظمات الإقليمية مسؤولية خاصة.",0
"2062","يشترك في رئاستها السفير جيرار أرو (فرنسا) والسفير كودجو مينان (توغو).",0
"2063","وبعد هذا التبادل، ناقش الفريق هذه المسألة مع اللجنة واتصل بدول أخرى لديها برامج مماثلة لتوسيع نطاق أبحاثه.",1
"2064","وأخيراً، شددت الجلسة على الحاجة إلى الانفتاح على إنشاء آليات مبتكرة والعمل على إنشاء أنظمة شاملة ومتداعمة تربط بين المحكمة الجنائية الدولية وأي محكمة مختلطة محتملة في المستقبل والهيئات الوطنية، فضلاً عن الملاحقات الجنائية وبرامج التعويضات.",1
"2065","وبناء على هذه الأسباب وبموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"2066","ووافقت اللجنة أيضًا على استبدال نظام الأرقام الحالي، الذي يتغير في كل مرة يُضاف فيها فرد أو كيان إلى القائمة، برقم مرجعي دائم.",1
"2067","2 - يقرر أن تتخذ جميع الدول التدابير التالية فيما يتعلق بأسامة بن لادن وأعضاء تنظيم القاعدة وحركة الطالبان وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم، على النحو المشار إليه في القائمة المنشأة عملا بـ القراران 1267 (1999) و 1333 (2000) اللذان يتعين تحديثهما بانتظام من قبل اللجنة المنشأة عملا بالقرار 1267 (1999) والمشار إليها فيما بعد باسم ""اللجنة""؛",0
"2068","""ويعرب مجلس الأمن عن اعتزامه، عند إنشاء أو تجديد ولاية لجان الجزاءات ذات الصلة، النظر في الأحكام المتعلقة بالأطراف التي تنتهك القانون الدولي المنطبق فيما يتعلق بحقوق الأطفال وحمايتهم في الصراعات المسلحة.",1
"2069","88 - وفي رسالته التي يدعو فيها غير الأعضاء إلى المشاركة في الجلسة الختامية، شجع رئيس مجلس الأمن جميع المتحدثين على إجراء تقييمات صريحة ومركزة لدور المجلس في التعامل مع أي من أو كل ما ورد أعلاه: المواضيع المذكورة، حتى تكون المداخلات بمثابة أدلة مفيدة لعمل المجلس في المستقبل.",1
"2070","وإذ يرحب بإنشاء مكتب أمين المظالم عملا بالقرار 1904 (2009) وتعزيز ولاية أمين المظالم في القرار 1989 (2011)، وإذ يلاحظ المساهمة الكبيرة لمكتب أمين المظالم في توفير المزيد من العدالة والشفافية، وإذ يشير إلى موقف مجلس الأمن الثابت والالتزام بضمان قدرة مكتب أمين المظالم على مواصلة الاضطلاع بدوره بفعالية، وفقا لولايته، وإذ يشير أيضا إلى البيان الرئاسي الصادر عن مجلس الأمن (S/PRST/2011/5) المؤرخ 28 شباط/فبراير 2011،",0
"2071","رسالة مؤرخة 29 كانون الثاني/يناير 2009 من القائم بالأعمال بالنيابة رسالة من البعثة الدائمة لجمهورية تنزانيا المتحدة لدى الأمم المتحدة موجهة إلى الأمين العام",0
"2072","وشدد أحد المتكلمين على أنه من الضروري الحفاظ على اتساق الإجراءات التي تتخذها اللجان والأفرقة العاملة، ولا سيما تلك التي تتناول مكافحة الإرهاب، وكذلك إعادة تأكيدها بقرارات المجلس.",1
"2073","المقرر عقدها يوم الجمعة، 11 تشرين الأول/أكتوبر 2002، الساعة 25/10 صباحا",0
"2074","ويقدم تحسين البنية التحتية والصرف الصحي والدعم الطبي للنزلاء والموظفين وبرامج التعليم والتدريب المهني في مجالات مثل البناء والخياطة والنجارة وصناعة الطوب.",0
"2075","6 - وفي مالي، اقترب الإرهابيون من تدمير الهيكل الأساسي للدولة، مما أثر على استقرار البلد والمنطقة برمتها. ويواصل تنظيم القاعدة في بلاد المغرب الإسلامي، وحركة التوحيد والجهاد في غرب أفريقيا، وأنصار الدين أنشطتهم في شمال مالي، مع امتداد آثارها إلى البلدان المجاورة. إنهم يعرضون وجود وأنشطة بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي (مينوسما) للخطر.",0
"2076","9 - وأعقب ذلك محادثات موانزا التي جرت في 14 أيار/مايو 2000 بين رئيسي رواندا وأوغندا، اللذين اتفقا أيضا على التجريد من السلاح.",1
"2077",":: وشدد بعض الأعضاء على ضرورة أن يسعى المجتمع الدولي بشكل جماعي لتعزيز المزيد من الوئام والحوار الثقافي والديني، مشيرين إلى أن الإرهاب ليس له عقيدة أو ثقافة أو دين.",1
"2078","وفي 25 أيار/مايو، قدم رئيس اللجنة المنشأة عملاً بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة طالبان، السفير هيرالدو مونوز من تشيلي، أول تقرير شفوي مدته 120 يوماً إلى المجلس، وفقاً لما تقتضيه الفقرة 12 من القرار 1526 (2004)، بشأن عمل اللجنة وفريق الدعم التحليلي ورصد العقوبات التابع لها.",1
"2079","وهذا جانب مهم لأنه أدى إلى زيادة كبيرة في مستوى الإحباط والكراهية من جانب السكان المستهدفين، بما في ذلك مؤيدو أحزاب المعارضة والمجموعات المجتمعية أو من يتصور أنهم مؤيدون لها، تجاه الشرطة وقوات الأمن.",0
"2080","وقد أعرب المجتمع الدولي بوضوح عن إدانته الشديدة لتلك التصرفات من خلال الجمعية العامة ومجلس حقوق الإنسان ومجموعة أصدقاء سوريا، التي تحظى بمشاركة كبيرة وواسعة النطاق.",0
"2081","وإذ يشيد بجهود العملية المختلطة للأمم المتحدة والاتحاد الأفريقي في دارفور (يوناميد)، ويكرر دعمه الكامل لها، وكبير الوسطاء المشترك بين الاتحاد الأفريقي والأمم المتحدة، والأمين العام للأمم المتحدة، وجامعة الدول العربية، وإذ يعرب عن دعمه القوي للعملية السياسية في إطار الوساطة التي يقودها الاتحاد الأفريقي والأمم المتحدة،",1
"2082","15 - وعملاً بالقرار 2129 (2013)، ستواصل اللجنة، بمساعدة المديرية التنفيذية، العمل بشكل وثيق مع الدول الأعضاء، بما في ذلك أثناء الزيارات القطرية، بشأن وضع استراتيجيات شاملة ومتكاملة لمكافحة الإرهاب وتحديد الممارسات المتاحة. العناصر والمعايير الجيدة.",1
"2083","يؤكد أهمية الوصول الآمن ودون عوائق للعاملين في مجال تقديم المساعدة الإنسانية إلى المدنيين في الصراعات المسلحة، ويهيب بالأطراف المعنية، بما في ذلك الدول المجاورة، أن تتعاون تعاونا كاملا مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول والأمين - العام أن يلفت انتباهه إلى المعلومات المتعلقة بالرفض المتعمد للوصول إلى هذه المعلومات انتهاكا للقانون الدولي، حيث يمكن أن يشكل هذا الرفض تهديدا للسلم والأمن الدوليين، ويعرب، في هذا الصدد، عن استعداده للنظر في هذه المعلومات، وعندما اللازمة، لاتخاذ الخطوات المناسبة.",1
"2084","3. خسارة الأرباح على مشروع معين",0
"2085","ليس هناك شك اليوم في أن النية الحقيقية كانت منع نشر تفاصيل أفعاله التدميرية المتهورة بناء على أوامر وكالة المخابرات المركزية.",0
"2086","38 - يوصي الفريق بأن يشجع مجلس الأمن واللجنة الدول على تعيين أو إنشاء آليات وطنية لتحديد هوية الأفراد والكيانات واستهدافهم لإدراجهم في القائمة الموحدة استنادا إلى سلطة قانونية محددة بوضوح ومتميزة عن العملية الجنائية.",1
"2087","ب) إذا كان الرهينة شخصًا يقل عمره عن ثمانية عشر عامًا،",0
"2088","وتتطلع اللجنة إلى أن تتلقى من المديرية التنفيذية للجنة مكافحة الإرهاب، قبل نهاية تشرين الثاني/نوفمبر 2009، أول دراسة استقصائية محدثة للتنفيذ العالمي، لتنظر فيها من أجل الاستجابة لطلب مجلس الأمن المذكور أعلاه.",0
"2089","ولقد اخترت أيضًا السيدة سيرالتا للعمل كمنسقة لفريق الخبراء.",0
"2090","ومع ذلك، أبلغت السلطات الحكومية ومصادر أخرى عن قيام مقاتلي الحركة الوطنية لكوت ديفوار بتدمير السجلات المدنية في المقاطعات. 2. النهب والتدنيس",0
"2091","9 - وقضت المحكمة المحلية في الأصل بأن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، المنفصل والمستقل عن المنظمة الدولية، قد دعم الإرهاب.",0
"2092","يؤكد من جديد إدانته لجميع أعمال التحريض على العنف ضد المدنيين في حالات النزاع المسلح، ويؤكد من جديد كذلك ضرورة تقديم الأفراد الذين يحرضون على هذا العنف أو يتسببون فيه بطريقة أخرى إلى العدالة، ويشير إلى استعداده، عند الإذن بالبعثات، للنظر، عند الاقتضاء، في اتخاذ خطوات الرد على البرامج الإعلامية التي تحرض على الإبادة الجماعية والجرائم ضد الإنسانية والانتهاكات الجسيمة للقانون الإنساني الدولي.",1
"2093","وأظهرت المدارس في البصرة وميسان أعلى مستوى من التدهور بين جميع المحافظات المختارة للمسح.",0
"2094",":: تشجيع الدول على تعزيز الحوار والتعاون، بما في ذلك مع المجتمع المدني والأوساط الأكاديمية والصناعة، للتصدي للتهديد الذي يشكله الاتجار غير المشروع بالأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها والمواد ذات الصلة",1
"2095","وشددوا أيضا على أن انتخاب رئيس لبنان الجديد في الوقت المناسب يشكل خطوة حاسمة لضمان استقرار البلاد.",1
"2096","الوضع الحالي لم يعد مستداما.",0
"2097","وأعرب أعضاء المجلس أيضا عن توقعهم أن تجري السلطات الإثيوبية قريبا متابعة للاجتماع الذي سيعقد في لاهاي، بهدف تحديد طرائق التنفيذ السريع لقرار ترسيم الحدود.",1
"2098","464. قدمت اللجنة توصيات في مجالات الأمن، والمساعدات الإنسانية، وتعزيز البنية الاجتماعية، والخدمات والتنمية، وفتح مراكز الشرطة ذات اللوجستيات الكافية للاستجابة السريعة للأزمات ومصادرة الأسلحة في الأيدي الخطأ.",1
"2099","وقد أكدت الحكومة منذ ذلك الحين مرارا وتكرارا تفضيلها لتلقي الدعم الثنائي المباشر لبناء قدرات قواتها الأمنية.",1
"2100","ولم يصدر أية أوامر أو توجيهات بخصوص النشاط في مسرح الجريمة، لأنها لم تكن من ضمن مسؤولياته.",0
"2101","8 - يوصى بأن تتخذ الأمم المتحدة الخطوات العاجلة والمحددة التالية لتيسير الوجود المستمر والمعزز لبعثة الاتحاد الأفريقي في الصومال:",0
"2102","وواصلت اللجنة أيضا تشجيع فريق الرصد على مواصلة تعزيز دوره في تعزيز قدرة الدول الأعضاء على التنفيذ الكامل لنظام الجزاءات التي فرضها مجلس الأمن ضد تنظيم القاعدة وما يرتبط به من أفراد وكيانات. وشجعت اللجنة في هذا الصدد التعاون بين فريق الرصد والمديرية التنفيذية للجنة المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، والتي تعمل بمثابة أداة تكامل النظم لمبادرات بناء القدرات ضمن إطار الجزاءات التي فرضها مجلس الأمن.",1
"2103","ب. التزامات دول المنطقة",0
"2104","تاريخ الميلاد: 1 يناير 1953",0
"2105","لقد أدنت الهجوم الإرهابي على السفارة الهندية في كابول.",0
"2106","1. ثالث أكسيد النيتروجين (CAS 10544-73-7)؛",0
"2107","42 - وفقا للتكليف الصادر بموجب القرار 2083 (2012)، قدم فريق الرصد تقارير إلى اللجنة في تموز/يوليه وكانون الأول/ديسمبر 2013، قدم فيها توصيات بشأن كيفية تحسين نظام الجزاءات وتعزيز أثر الجزاءات، مع تقييم التهديد. من تنظيم القاعدة والجماعات التابعة له وتحديثات عن أنشطة الفريق.",0
"2108","وقد جاء ذلك في الصفحة 11 من مقدمة المذكرات.",0
"2109","وفي جلسة عامة لقضاة الموضوع التسعة وخمسة قضاة الاستئناف، نوقشت مسألة تعويض ضحايا الأحداث المأساوية في رواندا باستفاضة.",1
"2110","وبدأ الجنجويد على ظهور الخيل والجمال في مطاردة القرويين، بينما ظلت القوات العسكرية عند سفح الجبل. وقصفوا أجزاء من الجبال بقذائف الهاون، وأطلقوا النار على الناس أيضاً.",0
"2111","التماس تمويل من خارج الميزانية لإنشاء وظيفة مستشار للشؤون الجنسانية في المقر.",0
"2112","ترحب بالالتزام الذي أعربت عنه الدول بمكافحة آفة الإرهاب الدولي، بما في ذلك أثناء المناقشة العامة للجمعية العامة في الفترة من 1 إلى 5 تشرين الأول/أكتوبر 2001، وتدعو جميع الدول إلى أن تصبح أطرافا في أقرب وقت ممكن في الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، ويشجع الدول الأعضاء على المضي قدما في العمل في هذا المجال،",1
"2113","وفي سياق إعادة صياغة القانون الجنائي الموضوعي، اقترحت الحكومة جعل الكيانات القانونية مسؤولة جنائيا عن عدد من الجرائم، بما في ذلك الجرائم الإرهابية والجرائم المرتبطة بالإرهاب، مثل غسل الأموال وتمويل الإرهاب.",0
"2114","ويجب بذل الجهود منذ البداية لضمان التنسيق مع هيئات الإنفاذ والسلطات الوطنية الأخرى؛ وتطوير الأطر القانونية الوطنية المناسبة؛ وتعزيز قدرة النظم القضائية وإنفاذ القانون.",1
"2115","ويأتي هذا النهج في أعقاب الالتزام الذي قطعه وزراء منظمة التعاون الاقتصادي لآسيا والمحيط الهادئ (APEC) في نوفمبر/تشرين الثاني 2005 بإجراء تقييم لمدى تعرض المطارات للهجوم من قبل أنظمة الدفاع الجوي المحمولة قبل نهاية عام 2006.",0
"2116","وفي المشاورات المغلقة التي تلت ذلك، شدد أعضاء المجلس على أهمية استئناف المفاوضات الإسرائيلية الفلسطينية وأدانوا الإجراءات الانفرادية، ولا سيما بناء المستوطنات في الأراضي المحتلة، التي قوضت جهود المجموعة الرباعية الرامية إلى التوصل إلى حل تفاوضي للصراع.",1
"2117","[ج] يدعو [البعثة] إلى تعزيز قدرتها على إدارة الصراعات من خلال استكمال استراتيجيتها المتكاملة في أقرب وقت ممكن لدعم آليات حل النزاعات القبلية المحلية من أجل تحقيق أقصى قدر من الحماية للمدنيين؛ يرحب بوضع استراتيجية شاملة بشأن حماية المدنيين ويشجع [البعثة] على مواصلة وإكمال عملها بشأن الاستراتيجية في الوقت المناسب؛ ويدعو [البعثة] مرة أخرى، بما يتفق مع ولايتها وقدراتها الحالية، إلى القيام بدوريات نشطة في المناطق المعرضة لخطر الصراع المحلي.",1
"2118","باء - المهام المخصصة 1 - تعقب الهاربين والاستعداد للمحاكمة",0
"2119","33 - واصلت البعثة توعية الموظفين بقواعد وأنظمة الأمم المتحدة ذات الصلة بمنع الاستغلال والانتهاك الجنسيين.",1
"2120","وإذ نرحب بالخطوات المتخذة لإبرام معاهدات المناطق الخالية من الأسلحة النووية ونؤيدها، ونؤكد من جديد اقتناعنا بأن إنشاء مناطق خالية من الأسلحة النووية معترف بها دوليا على أساس ترتيبات يتم التوصل إليها بحرية بين دول المنطقة المعنية، ووفقا مع المبادئ التوجيهية لهيئة نزع السلاح التابعة للأمم المتحدة لعام 1999، وتعزيز السلام والأمن العالمي والإقليمي، وتعزيز نظام عدم الانتشار النووي، والمساهمة في تحقيق أهداف نزع السلاح النووي،",1
"2121","واتصل بقائد شرطة بيروت بالوكالة العميد ناجي ملاعب وأبلغه بمكالمة السيد النمار وطلب منه مراجعة القاضي مزهر لمعرفة ما إذا كان على علم بهذا القرار.",1
