"en_es_DEEP"	"MatCoop"
"Exhortando a los Estados a trabajar juntos urgentemente para prevenir y reprimir los actos de terrorismo nuclear, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes, y mediante medidas apropiadas para reforzar el marco jurídico existente con miras a garantizar que quienes cometen delitos de terrorismo nuclear son efectivamente responsables,"	0
"La Dirección Ejecutiva ayudará al Comité a iniciar un debate para explorar las necesidades de asistencia técnica de los Estados para implementar la resolución 1624 (2005) y facilitará la prestación de dicha asistencia, según corresponda."	1
"Aparte de la planta de asfalto, el empleado no se refirió a ningún punto específico."	0
"Cada vez más, los Estados de la subregión participan en proyectos y programas regionales (que fomentan la solicitud, recopilación e intercambio de información e inteligencia) como medio de mejorar la capacidad para hacer frente a las amenazas del terrorismo y la delincuencia organizada relacionadas con las fronteras."	1
"El envío fue organizado por una empresa fachada comercial."	0
"El Comité no sólo debería trabajar con los Estados para mejorar su legislación antiterrorista sino también supervisar la aplicación de esa legislación a la luz de las necesidades actuales."	1
"13. Autoriza a los Estados Miembros que actúan conforme al párrafo 10 supra, de conformidad con el Anexo 1-A del Acuerdo de Paz, a tomar todas las medidas necesarias para garantizar el cumplimiento de las normas y procedimientos establecidos por el Comandante de la SFOR, que rigen el mando y control del espacio aéreo. sobre Bosnia y Herzegovina con respecto a todo el tráfico aéreo civil y militar;"	1
"4. No habrá retorno al estado anterior a 1999."	0
"96. Los Estados de la subregión de Asia occidental han sufrido un gran número de ataques terroristas. Han adoptado importantes medidas correctivas, incluido el fortalecimiento de su legislación antiterrorista."	0
"Se adjunta al presente el programa de trabajo del Comité establecido en virtud del párrafo 6 de la resolución 1373 (2001) del Consejo de Seguridad, que abarca el período comprendido entre el 1 de julio y el 31 de diciembre de 2009 (véase el anexo)."	0
"Los registros de la PNTL muestran que el Comandante General de la PNTL entregó una ametralladora totalmente automática F2000 y 2.000 cartuchos de munición al Ministro del Interior."	1
"A petición suya, la MONUSCO también apoyó los esfuerzos de la Alianza de Patriotas por un Congo Libre y Soberano para integrarse en las FARDC."	1
"46. ​​La Misión siguió coordinando el apoyo a la implementación de la estrategia nacional sobre violencia sexual y de género, en virtud de la cual se están ejecutando cinco programas en las áreas de prevención y protección, lucha contra la impunidad, asistencia multisectorial, reforma del sector de la seguridad y datos y cartografía. que se está aplicando en el distrito de Ituri y en Kivu del Sur."	1
"Otras pérdidas: US$3.891.254"	0
"Preocupados por la ausencia hasta ahora de movimientos armados clave en las negociaciones, han instado a un compromiso continuo con el Gobierno y los movimientos no signatarios para aumentar la inclusividad del proceso de paz."	1
"Los diamantes representan más de dos tercios del producto interno bruto de dos países vecinos de Angola, Botswana y Namibia, y son una fuente importante y legítima de ingresos en otros lugares."	0
"Por último, algunos han argumentado que un órgano de revisión fuera del Consejo de Seguridad, incluso si fuera designado por el Comité o por el propio Consejo de Seguridad, erosionaría la autoridad del Consejo, incluso si el mandato del órgano de revisión se limitara a sanciones selectivas."	0
"En septiembre de 2004, China y la OPAQ celebraron conjuntamente en Beijing la Segunda Reunión Regional de Autoridades Nacionales de los Estados Partes de Asia."	0
"c) Impedir el suministro, la venta o la transferencia directa o indirecta a esas personas, grupos, empresas y entidades desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de cualquier tipo tipos que incluyen armas y municiones, vehículos y equipos militares, equipos paramilitares, y repuestos para los mismos y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares;"	1
"Reconociendo también la recomendación simultánea de la Comisión de que se necesita asistencia internacional continua para ayudar a las autoridades libanesas a llegar al fondo de este acto terrorista, y que un esfuerzo sostenido por parte de la comunidad internacional para establecer una plataforma de asistencia y cooperación junto con las autoridades libanesas en el ámbito de la seguridad y la justicia es esencial,"	1
"Sin embargo, parece que las instituciones financieras y otros involucrados en la implementación aún no son conscientes de esto y el Equipo recomienda que el Comité y los Estados encuentren maneras de llamar la atención sobre este tema."	0
"8. La Comisión iniciará sus actividades en la fecha que determinará el Secretario General, que será comunicada oficialmente al Gobierno de Pakistán."	0
"Su participación en el terrorismo abarca una amplia gama de actividades: ataques con bombas, incluidos atentados suicidas, toma de rehenes con resultado de muerte, fabricación de bombas, operaciones de inteligencia terrorista, entrenamiento terrorista, falsificación de documentos y suministro de una variedad de apoyo financiero y material. incluida la financiación y el control de un sitio web utilizado para publicar declaraciones e imágenes relacionadas con Al-Qaida."	0
"66. El fortalecimiento de las instituciones del estado de derecho en Haití, incluida la reforma de la Policía Nacional de Haití, es esencial para el mantenimiento efectivo de la estabilidad interna y la extensión de la autoridad del Estado."	1
"Muchos Estados no han examinado sus sectores sin fines de lucro para detectar riesgos de financiación del terrorismo, pero el Reino Unido, en particular, ha desarrollado mecanismos para evaluar y proteger este sector y, a través del Programa Internacional de la Comisión de Caridad, para asegurar la extensión operativa a nivel internacional, como además de ayudar a crear capacidad en otras partes del mundo."	1
"b) Mejorar los marcos legislativos y reglamentarios para combatir la financiación del terrorismo, incluso tipificando como delito la financiación del terrorismo, adoptando las medidas necesarias para congelar fondos sin demora y realizando evaluaciones de riesgos del sector sin fines de lucro;"	1
"Ley núm. 535/2004 sobre prevención y lucha contra el terrorismo fue promulgado por el Presidente de Rumania con el Decreto no. 994/2004, de 24 de noviembre de 2004, y entró en vigor tres días después."	1
"Sólo 30 de 888 personas estuvieron ausentes sin permiso."	0
"Que se celebrará el jueves 14 de diciembre de 2006, a las 15.20 horas"	0
"7. A fin de lograr una mayor coherencia y conformidad de criterio entre todos los documentos preparados para el Comité, se establecerán mecanismos intersectoriales que se centrarán en los diferentes campos técnicos abordados en las resoluciones 1373 (2001) y 1624 (2005), y se creará una dependencia de control de calidad para examinar todos los documentos antes de su publicación."	1
"Se recomienda que las contribuciones de las Naciones Unidas a la agenda de estabilización se alineen y armonicen como parte de la próxima revisión del Marco de Asistencia de las Naciones Unidas para el Desarrollo (MANUD)."	1
"En las consultas privadas que siguieron, el Representante Especial y el Enviado Especial abordaron algunas cuestiones relacionadas con la reforma del sector de la seguridad y la creación de una fuerza de reacción rápida dentro de las FARDC, el proceso electoral y las elecciones generales."	1
"El programa ha comenzado a observar correlaciones y crear perfiles que pueden tener relevancia para otros Estados, y el Equipo aplaude la forma en que los hallazgos se comparten internacionalmente."	1
"En julio de 2010, Angola introdujo una legislación que establece medidas preventivas y restrictivas contra el blanqueo de dinero y la financiación del terrorismo. El 15 de abril de 2010, Angola presentó su solicitud de adhesión al Grupo contra el blanqueo de dinero de África Oriental y Meridional."	1
"También se han producido avances en el intercambio de información sobre esas personas (en particular a través de la Organización Internacional de Policía Criminal (INTERPOL)), así como en la cooperación en materia de seguridad fronteriza."	1
"29. Sólo dos Estados han tipificado como delito la financiación del terrorismo, pero otros dos han introducido algunas disposiciones jurídicas para abordar la cuestión."	1
"Dispuestos a seguir ayudando al Líbano en la búsqueda de la verdad y a hacer que los responsables de este acto terrorista rindan cuentas por su crimen,"	1
"Un problema adicional era el hecho de que el Gobierno aparentemente no poseía suficientes recursos militares, ya que muchas de sus fuerzas todavía estaban ubicadas en el sur y las presentes en Darfur estaban ubicadas principalmente en los principales centros urbanos."	0
"44. Según el Servicio de Actividades relativas a las Minas, \"los artefactos explosivos improvisados ​​son un sistema de armas singularmente peligroso debido a su versatilidad, adaptabilidad y método de empleo."	1
"La Organización de Cooperación Islámica pide que se ponga fin a la ocupación militar israelí del territorio palestino, incluida Jerusalén Oriental, y a las acciones ilegales de la potencia ocupante que se han cobrado la vida de miles de civiles, han infligido una destrucción masiva y han exacerbado los problemas socioeconómicos y penurias humanitarias del pueblo palestino en violación del derecho internacional, incluido el derecho humanitario y el derecho de los derechos humanos."	0
"La Ley de Aduanas de Suecia (SFS 2000:1281);"	0
"Los detalles se especificarán durante el próximo proceso de planificación."	0
"Actualmente se están reponiendo las reservas de combustible que disminuyeron durante la temporada de lluvias, durante la cual no fue posible el suministro por carretera."	0
"b) No imponer medidas efectivas para prevenir la violación de mujeres y niñas etíopes;"	0
"Desde entonces, las autoridades de Kivu del Norte han arrestado a varias personas con presuntas conexiones con el Sr. Nkunda."	0
"Los estados de Unity y Lakes permanecen bajo gobernadores interinos."	0
"25. Assal Turki Kusayman Al-Ajami"	0
"En particular, la Comisión concluyó que las fuerzas y milicias gubernamentales llevaron a cabo ataques indiscriminados, incluidos asesinatos de civiles, torturas, desapariciones forzadas, destrucción de aldeas, violaciones y otras formas de violencia sexual, saqueos y desplazamientos forzados, en todo Darfur."	0
"Con este fin, el Departamento identificó varios puntos de referencia como cruciales para este proceso. Estos incluyeron el establecimiento de los tres comités de asamblea obligatorios: sobre política y finanzas, comunidades y mediación."	1
"9. Solicita al Secretario General que siga informando periódicamente, y al menos cada tres meses, sobre la situación en la República Democrática del Congo y sobre las actividades de la MONUC, y que proporcione al Consejo de Seguridad, con la misma regularidad, información actualizada específica sobre la situación militar;"	1
"148. De junio a septiembre de 1999, Abdi Nur Darman y sus asociados tomaron posesión de aproximadamente 130.000 millones de chelines somalíes."	0
"De las cinco facturas, cuatro tenían fecha de 1985 o antes. Sólo uno estaba fechado en 1989."	0
"Sólo es posible avanzar en esta cuestión si se pueden encontrar soluciones prácticas para superar las restricciones de acceso, especialmente con los Estados que frecuentemente se ven implicados en casos específicos."	0
"Aunque los distintos cálculos de pérdidas parecen, a primera vista, ser del mismo orden de magnitud, los detalles y explicaciones de cada cálculo revelan, al compararlos, una serie de inconsistencias importantes."	0
"La MPUE ha descentralizado sus funciones de enlace para mejorar la coordinación a nivel local, mientras que el trabajo preparatorio previo a la llegada de la EUFOR facilitó el proceso de transición."	1
"d) El Comité garantizará que toda medida adoptada por los Estados miembros para combatir el terrorismo cumpla con todas sus obligaciones en virtud del derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario;"	1
"50. Durante el período que abarca el informe, se desplegaron temporalmente medios de aviación de la MINUSMA en Kidal para realizar operaciones de reconocimiento y vigilancia de los movimientos de los grupos armados, en particular en el valle de Tilemsi (región de Gao)."	1
"162. El equipo forense holandés contó con la ayuda de muchas personas para llevar a cabo la investigación de la escena del crimen, por ejemplo, agentes de policía forense de las ISF, un equipo de buzos británicos, un experto francés en explosivos, un científico forense de Irlanda del Norte, un ingeniero eléctrico alemán especializado en dispositivos de interferencia, un equipo de investigadores japoneses de la escena del crimen, un experto en automóviles alemán, un experto en automóviles holandés y varios especialistas libaneses."	1
"100. Los Estados de la subregión han ido mucho más allá de los simples enfoques de aplicación de la ley para abordar el desafío que plantean los grupos terroristas."	1
"Avances en la eliminación del programa sirio de armas químicas"	1
"Los Estados de Asia Central se enfrentan así a una grave amenaza terrorista transnacional que requiere respuestas regionales concertadas y coordinadas."	0
"31. Durante el retiro presidencial mencionado en el párrafo 2 supra, el Presidente identificó la reestructuración integral del sector público, especialmente la administración pública, como una de sus principales prioridades."	0
"3. Bajo la dirección de mi Representante Especial, la UNOMIG siguió esforzándose por promover la estabilidad en la zona de conflicto y hacer avanzar el diálogo entre las partes georgiana y abjasia sobre cuestiones políticas y de seguridad, el regreso de los desplazados internos y los refugiados y la cooperación económica, como se aprobó en las reuniones de alto nivel del Grupo de Amigos presididas por las Naciones Unidas en Ginebra (véase S/2003/412, párr. 3)."	1
"Espero que este paso positivo ayude a crear una atmósfera propicia para poner fin al actual estancamiento y allanar el camino para el tan esperado progreso hacia una solución política justa, duradera y mutuamente aceptable del conflicto."	1
"Estas células se están convirtiendo en la principal amenaza que plantea el terrorismo de Al-Qaida en la actualidad."	0
"Además, también se ha iniciado el proceso de transferencia de responsabilidades de la administración del sistema educativo a los municipios."	0
"Aún no se ha recogido ningún documento del Ministerio de Cultura, Juventud y Deportes, del Ministerio de Comunidades y Retorno y del Ministerio de Justicia."	0
"Sin embargo, estos problemas generalmente se rectificaron tras la intervención de equipos de seguimiento de los medios."	1
"En este sentido, y de conformidad con el comunicado del Consejo de Paz y Seguridad de 25 de noviembre de 2014, solicitamos a la Comisión y a los países de la región que redoblen sus esfuerzos conjuntos para movilizar el apoyo internacional necesario, incluida la adopción por parte del Consejo de Seguridad de las Naciones Unidas de una resolución que apoye el establecimiento y despliegue del grupo de trabajo multinacional conjunto, así como el establecimiento de un fondo fiduciario."	0
"Compromete a ambas partes a la liberación inmediata y la reintegración de los niños asociados con las fuerzas armadas."	1
"En el marco del proyecto de agentes no estatales de la UNIPSIL, la Comisión siguió desempeñando un papel clave en la ejecución de programas para desarrollar la capacidad de mitigación y resolución de conflictos de los partidos políticos, incluidas sus secciones de mujeres y jóvenes."	1
"A. Sentencias de primera instancia pendientes al 15 de noviembre de 2013"	0
"Brindar capacitación sobre concientización sobre los derechos humanos y los derechos de las mujeres y los niños a todo el resto del personal."	1
"b) establecer, de conformidad con el artículo 28 de su reglamento provisional, un Comité del Consejo de Seguridad integrado por todos los miembros del Consejo para llevar a cabo las tareas descritas en el anexo de la presente resolución;"	1
"40. Unos 8.490 excombatientes han recibido apoyo para la reintegración del PNUD y sus asociados en la ejecución en el norte del Sudán."	1
"El Consejo debería integrar profundamente las buenas prácticas emergentes con respecto a la lucha contra el extremismo violento en su respuesta a la amenaza de los combatientes terroristas extranjeros y alentar la dedicación de recursos a estos esfuerzos."	1
"o El 15 de noviembre de 2014, helicópteros del régimen lanzaron una bomba de barril sobre la mezquita de Omar ibn al-Khattab en Alepo, dañando gravemente la mezquita."	0
"Sistemas de apoyo a la violencia de género establecidos."	1
"Al concertar esos acuerdos en nombre de sus respectivos \"movimientos\", los dirigentes de cada movimiento asumieron plena responsabilidad por la conducta o mala conducta de sus combatientes."	1
"Que se celebrará el jueves 7 de agosto de 2014, a las 15.00 horas"	0
"Sin embargo, también es evidente que el mando de las F-FDTL adoptó medidas limitadas para verificar el alcance de la amenaza planteada o utilizar canales no militares para resolver la amenaza percibida. El 25 de mayo, el Alto Mando de las F-FDTL no intentó en ese momento ponerse en contacto con quienes estaban al mando operacional de la PNTL ni comprometerse con el Primer Ministro o el Presidente para resolver la situación."	0
"Cuatro Estados cuentan con políticas y medidas para contrarrestar el tráfico de armas y explosivos, dos tienen algunas medidas y uno no tiene capacidad en esa esfera."	1
"14. Todas las víctimas, incluidas las de demolición de viviendas y las expulsiones, deben recibir una reparación completa y adecuada."	1
"Se han estado realizando esfuerzos para prevenir brotes de cólera en Mogadishu, incluida la cloración del suministro de agua y una estrecha colaboración con el sector de la salud."	1
"La resolución es el segundo cambio importante en el procesamiento de los contratos de suministro humanitario en el marco del programa desde la adopción de la resolución 1284 (1999), que aumentó la cantidad de petróleo que Irak podía vender en el marco del programa y creó nuevos procedimientos de vía rápida para ciertos bienes humanitarios. ."	1
"Los siete Estados han aplicado sólo parcialmente medidas para prevenir el contrabando de armas y explosivos."	1
":: Seguir desarrollando iniciativas para prohibir y prevenir la incitación, identificar las mejores prácticas e intercambiar información, teniendo presente la necesidad de garantizar que todas las medidas pertinentes cumplan con sus obligaciones jurídicas internacionales, incluidas las obligaciones en materia de derechos humanos."	1
"b) Miembro de la Asamblea Nacional del distrito de Al-Waha;"	0
"Marruecos ratificó este Convenio mediante Dahir n° 4-93-38 de"	0
"En este sentido, consideró importante que se complete el despliegue de la fuerza adicional de la UNMISS."	1
"52. En cuanto al desarme, la ONUCI seguirá apoyando una aplicación acelerada del acantonamiento de fuerzas, de conformidad con el tercer acuerdo suplementario."	1
"1. De conformidad con el párrafo 4 de la resolución 1956 (2010) del Consejo de Seguridad, en la que se pide al Gobierno del Iraq que presente al Consejo, a más tardar el 1 de mayo de 2011, un informe escrito sobre los progresos realizados en la transición a un mecanismo posterior al Fondo para el Desarrollo, deseamos informar al Consejo de Seguridad de que el Gobierno del Iraq ha completado los preparativos que garantizarán una transición plena y efectiva a ese mecanismo. Esas medidas incluyen lo siguiente:"	1
"En 2010, la Federación de Rusia introdujo una legislación integral para fortalecer los controles sobre la importación, exportación y circulación de armas y explosivos, asignando la responsabilidad general de la supervisión, investigación y aplicación de estas medidas a la Oficina del Fiscal General. Control de fronteras 194. Todos los Estados de la subregión expiden documentos de viaje legibles por máquina."	1
"El estudio llegó a las siguientes conclusiones:"	0
"36. Durante el período que abarca el informe, la MINURCAT prosiguió sus esfuerzos para sensibilizar sobre el VIH/SIDA."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"▪ La prohibición de tomar rehenes."	1
":: Prohibir la apertura u operación de cuentas con nombres falsos, ficticios o incorrectos;"	0
"Del mismo modo, a la Comisión no le fue posible verificar las acusaciones hechas por testigos clave de que los cadáveres habrían sido retirados secretamente de las morgues para reducir el número de muertes oficiales relacionadas con la marcha."	0
"Según testigos, los aldeanos huyeron del pueblo en dirección norte, hacia una zona boscosa a unos 5 kilómetros del pueblo."	0
"Acogiendo con beneplácito el informe del Secretario General S/2012/678, de 31 de agosto de 2012,"	0
"Recordando la resolución 1373 (2001), de 28 de septiembre de 2001, por la que se estableció el Comité contra el Terrorismo (CTC), y recordando también sus otras resoluciones relativas a las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,"	1
"En muchos casos, los Estados carecen de los recursos necesarios o no son lo suficientemente activos en materia de patrullaje, inspección y operaciones conjuntas con Estados vecinos, así como en la aplicación de medidas policiales comunitarias a nivel local. La introducción de tales medidas a lo largo de fronteras abiertas y la aplicación de formas innovadoras de cooperación y asistencia para abordar estas preocupaciones ayudaría a aumentar la eficacia de los controles fronterizos."	1
":: Analizar el espacio estratégico que la participación en la delincuencia transfronteriza ofrece a los grupos terroristas involucrados en temas que figuran actualmente en el programa del Consejo de Seguridad"	0
"233. La Comisión recomienda que los fiscales tengan acceso a personal policial y de investigación dedicado, personal administrativo, de traducción e investigación adecuado, así como el apoyo logístico necesario."	1
"En 45 países del África subsahariana, la UNESCO desarrolló un mapeo integral de las políticas y recursos actuales para proporcionar una descripción de cómo se fomenta una cultura de paz."	1
"44. Con respecto a la reunificación de las dos fuerzas, los Jefes de Estado Mayor de las fuerzas de defensa y seguridad y las Forces nouvelles informaron a la misión de evaluación de que habían elaborado una propuesta para un ejército de transición unificado, que estaría compuesto por unidades mixtas responsables para brindar seguridad al proceso electoral."	1
"Bandeke Bisimwa Adolphe, Punto Focal, Sociedad Civil de Bukavu"	0
"A medida que avanzaba el trabajo de la Comisión se presentaron más testigos."	1
"81. El Equipo cree que, dependiendo de las circunstancias, existen varias formas potencialmente efectivas de prevenir el abuso de los activos de una entidad sospechosa (pero no incluida en la lista), por ejemplo, eliminar a las personas sospechosas de haber cometido irregularidades o a aquellas que figuran en la Lista Consolidada, desde posiciones de control o influencia; prohibir la transferencia, venta u otra disposición de sus intereses; y prohibir a las entidades realizar transferencias de activos a dichas personas, ya sea en su calidad de propietarios o directores."	1
"En una sociedad profundamente dividida, que aún se está recuperando del trauma posterior al conflicto, el establecimiento de ministerios de justicia y del interior podría dar la impresión de que han caído bajo el control de un partido político o un grupo étnico."	1
"\"El Consejo de Seguridad subraya la necesidad constante de adoptar medidas para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, reitera las obligaciones de los Estados Miembros a este respecto, incluida la aplicación efectiva de esas medidas, y reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales, en particular el Grupo de Acción Financiera Internacional."	1
"Los otros dos Estados introdujeron leyes antiterroristas hace más de cinco años, pero no informan de investigaciones o procesamientos relacionados."	1
"No puede significar renunciar a compromisos con quienes desean regresar a sus hogares y necesitan apoyo para cumplir sus aspiraciones. No puede ser un sustituto de las políticas actuales, sino que debería ser un complemento de ellas."	1
"En conclusión, el Alto Comisionado identificó tres pasos como el \"camino a seguir\" para mejorar la relación de trabajo entre el Consejo de Seguridad y los órganos de derechos humanos de las Naciones Unidas."	0
"También celebró nuevas reuniones con el Grupo de Supervisión establecido en virtud de la resolución 1519 (2003) sobre Somalia en relación con el mercado de armas en Mogadishu y los flujos financieros regionales, y se reunió con el Grupo de Expertos establecido en virtud de la resolución 1579 (2004) sobre Liberia para examinar el movimiento de mercancías preciosas."	1
"Se pretende que el sistema esté disponible para diversos grupos de usuarios, incluida la Dirección Ejecutiva del Comité contra el Terrorismo y los expertos designados para apoyar al Comité establecido en virtud de la resolución 1540 (2004), protegiendo al mismo tiempo el material proporcionado por los Estados Miembros de forma confidencial."	1
"Informaron a la UNMIK de que lo antes posible se presentaría al Parlamento de la República Federativa de Yugoslavia un proyecto de ley de amnistía que abarcaría a los presos políticos detenidos en Serbia propiamente dicha."	1
"Despliegue de policía civil internacional calificada y bien capacitada como componente de las operaciones de mantenimiento de la paz, para mejorar la capacidad de las Naciones Unidas y ayudar al Estado anfitrión en la aplicación de la ley. (referencia publicitaria)"	1
"Los atacantes causaron daños sustanciales a la puerta de entrada principal, una sección del muro perimetral externo de la prisión, alambre de púas en el muro perimetral y el único camión de transporte de prisioneros de la prisión."	0
"El PNUD y sus socios implementadores han hecho arreglos para brindar servicios de reintegración a otros 7.219 excombatientes, una vez desmovilizados."	1
"Lamentablemente, esas advertencias no fueron atendidas."	0
"42. Según lo dispuesto en la resolución 2083 (2012), el Equipo de Vigilancia presentó informes al Comité en julio y diciembre de 2013, en los que formuló recomendaciones sobre cómo mejorar el régimen de sanciones y fortalecer el impacto de las sanciones, con una evaluación de la amenaza. de Al-Qaida y sus afiliados y actualizaciones sobre las actividades del Equipo."	1
"Exhorta a la adhesión al derecho internacional y al cumplimiento por las partes de sus obligaciones y de la hoja de ruta a fin de hacer realidad la visión de dos Estados que vivan uno al lado del otro en paz y seguridad."	0
"Ya ha sentado precedentes importantes al solicitar el establecimiento de mecanismos de determinación de hechos para investigar presuntas violaciones, ofrecer reparaciones a las víctimas y promover la responsabilidad penal individual."	1
"Reconozcamos estas verdades que simplemente acabo de resaltar."	0
"El presidente Al-Bashir tomó represalias diplomáticas contra la decisión de Kenia y amenazó con sanciones económicas y comerciales."	0
"Ambas partes en el Acuerdo General de Paz designaron puntos focales para los niños y los conflictos armados."	1
"Ese plazo no se cumplió. El Presidente Gbagbo firmó un decreto el 20 de febrero de 2008 formalizando el establecimiento de un grupo de trabajo para desarrollar el marco."	1
"40. Se ha logrado mucho en los 15 años transcurridos desde el establecimiento de la operación de mantenimiento de la paz en la República Democrática del Congo el 30 de noviembre de 1999. Los propios interlocutores congoleños reconocen: la retirada de las fuerzas armadas extranjeras, la reunificación del país, el establecimiento de la Gobierno de transición y dos elecciones nacionales."	1
"Tres en el sector educación, para la importación de equipos y útiles básicos para la enseñanza;"	0
"En otras palabras, ahora ha surgido en el derecho internacional el derecho de las víctimas de graves abusos contra los derechos humanos (en particular, crímenes de guerra, crímenes contra la humanidad y genocidio) a recibir reparaciones (incluida la compensación) por los daños resultantes de esos abusos."	1
"La delegación cubana condena enérgicamente los ataques contra civiles palestinos, así como la destrucción general que provocan las fuerzas de ocupación israelíes en el norte de la Franja de Gaza. Asimismo, hacemos un llamado al cese inmediato de esos ataques y a la retirada urgente de las fuerzas de ocupación."	0
"18. La Dirección Ejecutiva trabajará estrechamente con el proveedor de software del sistema Tower Records and Information Management (TRIM) para actualizar el programa estructural para las evaluaciones preliminares de la implementación, con miras a reflejar las opiniones del Comité, las recomendaciones de los expertos de la Dirección y los Estados Miembros. Propuestas de los Estados para reorganizar la evaluación preliminar de la implementación a fin de almacenar información más detallada y completa sobre el estado de la implementación de la resolución 1373 (2001)."	1
"3. El Comité seguirá aplicando un enfoque más estratégico y transparente a su trabajo y tratará de aumentar la visibilidad de su trabajo dentro de las Naciones Unidas y la comunidad antiterrorista en general."	1
"Se titula \"Albergar y consolar a los malhechores\". Nuevamente el análisis realizado en relación con los artículos 475 y 477 también es relevante para este artículo."	0
"Que se celebrará el miércoles 19 de diciembre de 2012, a las 15.20 horas"	0
"El Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes (en adelante \"el Comité\") ha hecho mucho para brindar a los Estados Miembros oportunidades de expresar sus opiniones, ya sea directamente o a través del Equipo."	0
"El Consejo reitera que un programa integral de consolidación de la paz con especial énfasis en el desarme, la desmovilización, la rehabilitación y la reintegración será importante para la Somalia posterior al conflicto, como se estipula en la declaración de su Presidente de 28 de marzo de 2002 (S/PRST/2002/8). ."	0
"Al parecer, los secuestradores someten cada vez más a sus cautivos a torturas, violaciones y otras formas de malos tratos."	0
"\"El Consejo de Seguridad reconoce la necesidad de monitorear e informar sistemáticamente sobre los avances para proteger a los civiles en los conflictos armados."	0
"En cuanto al equipo médico, las observaciones de la Unidad revelaron que persiste la escasez de incubadoras infantiles, máquinas de diálisis, equipos de ultrasonidos y rayos X, electrocardiógrafos, equipos generales de laboratorio y monitores de pacientes."	0
"Trabajar con organizaciones de mujeres y gobiernos nacionales para apoyar los procesos de reforma constitucional, electoral y legislativa posteriores a los conflictos; Fortalecer la capacidad institucional de los mecanismos nacionales para las mujeres en zonas post-conflicto."	1
"El Consejo de Seguridad elogia a este respecto el apoyo brindado por los países vecinos a los refugiados de la República Democrática del Congo."	0
"Al señalar que la matanza de yemeníes no tendría consecuencias, el acuerdo de inmunidad ha contribuido a prolongar el derramamiento de sangre."	0
"Dos Estados no han cumplido el plazo de la OACI para introducir documentos de viaje legibles por máquina."	1
"El establecimiento de órganos reguladores y el desarrollo continuo del sector bancario se encuentran entre los logros que contribuyen al desarrollo económico potencial."	1
"La Comisión, sin embargo, cuenta con información suficiente para establecer que en los incidentes investigados por la Comisión se cometieron actos de violencia contra la vida y la persona de los detenidos."	0
"El Grupo de las Naciones Unidas para el Desarrollo colabora con los Comités Ejecutivos en apoyo del objetivo más amplio de la consolidación de la paz y desarrolla políticas, directrices y procedimientos para mejorar el trabajo de la red de equipos de las Naciones Unidas en los países."	1
"Que se celebrará el jueves 14 de junio de 2007, a las 12.15 horas"	0
"El 5 de noviembre, el Consejo celebró consultas sobre la República Árabe Siria y la Asesora Especial del Secretario General, Sigrid Kaag, le informó, mediante videoconferencia desde Beirut, sobre la aplicación de la resolución 2118 (2013) y la eliminación de la programa de armas químicas de la República Árabe Siria."	1
"19. Reitera la necesidad de seguir mejorando la cooperación actual entre el Comité 1540, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999), relativa a Al-Qaida y los talibanes, y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) , en materia de lucha contra el terrorismo, incluso mediante, según proceda, un mejor intercambio de información, la coordinación de las visitas a los Estados, dentro de sus respectivos mandatos, la asistencia técnica y otras cuestiones de importancia para los tres comités; y expresando su intención de brindar orientación a los comités sobre áreas de interés común para coordinar mejor sus esfuerzos;"	0
"Un cuarto elemento que tiene igual importancia en este contexto, que ha surgido en el contexto de la retirada de las tropas, los activos militares y el aparato de inteligencia sirios, es la necesidad de un acuerdo entre el Líbano y la República Árabe Siria sobre la frontera internacional entre ellos. y su demarcación sobre el terreno."	1
"En otras palabras, la lucha contra el terrorismo debe ser un esfuerzo conjunto con un enfoque holístico y una dedicación a largo plazo."	1
"El componente de policía de la ONUCI también proporciona apoyo técnico y asesoramiento al centro de mando integrado con respecto a la reforma del sector de la seguridad."	1
"64. A pesar de las recientes mejoras en la situación de seguridad y del éxito de las operaciones de seguridad conjuntas en gran escala, es necesario hacer más para mantener la presión sobre los grupos armados ilegales."	1
"La mayoría de los caminos son caminos de arena o tierra que se vuelven intransitables durante este período, aislando grandes secciones de territorio durante largos períodos."	0
"24. Los problemas de orden público siguen contribuyendo a la frágil situación de seguridad en algunas zonas de Katanga donde el Gobierno de Transición no ha establecido mecanismos de seguridad eficaces para la protección de los civiles."	0
"Por lo tanto, le insto a que trabaje en pro de la aplicación del Capítulo VII de la Carta de las Naciones Unidas de conformidad con el Acuerdo de Argel que contó con su firma, ya que Etiopía mantiene y sigue manteniendo su posición intransigente desde hace casi dos años."	0
