"","en_ar_TRANSFORMERS","MatConf"
"2710","وكما تبين ضميمة هذه الرسالة، فإن قوات النظام كانت وحشية بشكل خاص في مدينة الرقة، حيث استغلت غطاء الغارات الجوية التي أطلقتها الولايات المتحدة على داعش لذبح المدنيين الأبرياء على نطاق لم يسبق له مثيل.",1
"2711","ومما يثير القلق بوجه خاص نمط سوء السلوك الجسيم المزعوم لضباط الشرطة الوطنية الهايتية، بما في ذلك اشتراكهم المزعوم في الإعدام بإجراءات موجزة لما لا يقل عن تسعة أفراد في 20 آب/أغسطس في مباراة كرة قدم في منطقة مارتيسان في بورت - أو - برانس.",1
"2712","10 - وفي 7 أيلول/سبتمبر، عقد الفريق العامل الرفيع المستوى المشترك بين حكومة تشاد والأمم المتحدة اجتماعه الثالث لتقييم الحالة على أرض الواقع فيما يتعلق بحماية المدنيين وتنفيذ التدابير التي اتخذتها الحكومة من أجل تنفيذ المهام المبينة في الفقرة 2 من القرار 1923 (2010).",0
"2713","ولم يذكر أي تفاصيل، ولكنه لم يذهب إلى موقع الانفجار.",0
"2714","والعنصر الشخصي المطلوب (الوعي بالطبيعة المنهجية للتشريد القسري) سيكون متأصلا في حقيقة أن هذا التشريد يرقى بوضوح إلى سياسة حكومية تتبعها باستمرار السلطات الحكومية المعنية والجنجويد.",1
"2715","وبعد نصف ساعة، وصلت ثلاث سيارات جيب أخرى من تشاد مدعومة بطائرة هليكوبتر عسكرية، ومرة أخرى حدثت مواجهة مع الوحدة العسكرية السودانية أصيب خلالها جندي وعدد من المدنيين بجراح.",1
"2716","ويساعد تدفق الأسلحة من إثيوبيا إلى أمراء الحرب ومن ثم إلى سوق بكارا للأسلحة على تفسير مصدر آخر من مصادر الأسلحة الصغيرة والذخائر المتاحة في سوق بكارا للأسلحة.",1
"2717",":: وثمة جانب آخر بالغ الأهمية للمتابعة يتمثل في تعويض ضحايا الانتهاكات.",1
"2718","79 - وتبين الأدلة المتاحة أن الغالبية العظمى من الجثث التي لا تزال موجودة حاليا في مشرحة انتظارا لتشريح الجثة، هي جروح ناجمة عن طلقات نارية.",1
"2719","ولم يكن لدى ضباط الشرطة الوطنية النظامية سوى أسلحتهم.",1
"2720","إن احتفاظ حزب الله بقدرات عسكرية كبيرة ومتطورة خارج سيطرة حكومة لبنان يخلق في الواقع مناخا للتخويف ويمثل تحديا رئيسيا لسلامة المدنيين اللبنانيين واحتكار الحكومة للاستخدام المشروع للقوة.",1
"2721","والواقع أن استخدام حاملي النقدية معترف به باعتباره إحدى الأساليب الرئيسية المستخدمة لنقل الأموال غير المشروعة وغسل الأموال وتمويل الإرهاب.",1
"2722","36 - ويجب أيضا التأكيد بوضوح على المسؤولية السياسية لمن خططوا للمسيرة، على الرغم من الحظر والمناخ المتوتر الناجم عن رسم ""منطقة حمراء"" وتعبئة الجيش واستخدامه والبيانات الصادرة عن أعلى سلطة في الدولة.",1
"2723","ألف - تطور المخاطر والأخطار والأخطار والأخطار وأثر التنفيذ",0
"2724","قالت الشرطة أنهم كانوا يبحثون عن ""عينزا"" وسألت الرجال إن كانوا قد شاركوا في المسيرة.",1
"2725","13 - وتواصل بعثة تقصي الحقائق التي تنظر في ادعاءات استخدام المواد الكيميائية السمية كأسلحة في الجمهورية العربية السورية عملها.",0
"2726","42 - يواصل تنظيم القاعدة والمنتسبون إليه وفرادى الممولين المرتبطين به استغلال النظم المالية الرسمية وغير الرسمية من أجل نقل الأموال عبر الحدود وتمويل أنشطتها.",1
"2727","إن الانزلاق ذهابا وإيابا عبر هذه الحدود هو عدد مهاجرين من المقاتلين الشباب - المحاربين الإقليميين - الذين ينظرون إلى الحرب على أنها أساسا فرصة اقتصادية.",1
"2728","وبالمثل، حددت ضحية هجوم هوية الرجل بأنه قائد الجنجويد الذي شن هجمات قتل فيها مدنيون.",1
"2729","وخلال الأشهر الثلاثة الماضية، حققت وحدة التحقيق الخاص المشتركة التابعة للبعثة في أربع حالات على الأقل من حالات الإعدام بإجراءات موجزة المزعومة.",0
"2730","وهي تستخدم على نطاق واسع في الصراعات بين الدول وهي الأسلحة المفضلة في الحروب الأهلية وفي الإرهاب والجريمة المنظمة وحرب العصابات.",1
"2731","ويمكن اعتبار هذه الممارسة بمثابة اختفاء قسري، انتهاكاً لالتزامات الجماعات المسلحة بموجب القانون الإنساني الدولي العرفي.",1
"2732","واجتمعت بعثة التقييم بطائفة واسعة من أصحاب المصلحة الدوليين والإيفواريين، بمن فيهم الرئيس غباغبو، ورئيس الوزراء سورو، ورئيس أركان قوات الدفاع والأمن لكوت ديفوار والقوات الجديدة، وممثلو الأحزاب السياسية، ورؤساء المؤسسات الوطنية المسؤولة عن تنفيذ العمليات الرئيسية بموجب اتفاق واغادوغو.",0
"2733","وستترتب على إمكانية تقديم الدعم اللوجستي للعملية الانتخابية آثار كبيرة في الدعم، بما في ذلك في المناطق غير المتضررة من النزاع حيث خفضت البعثة وجودها.",0
"2734","ولن تتضح الآثار المترتبة على وفاة خليل إبراهيم في عملية سلام دارفور إلا بمرور الوقت.",1
"2735","وفي منطقة باكول، وفي وسط الصومال أيضا، أسفرت الاشتباكات التي وقعت يومي 10 و 11 حزيران/يونيه بين أفراد ميليشيات من قبيلتي حدامو وأوغادين في منطقة البارد عن مقتل ما لا يقل عن 4 أشخاص وإصابة 10 أشخاص بجروح، وفي 15 حزيران/يونيه، قتل ما لا يقل عن 16 شخصا وجرح 20 آخرون في القتال بين الميليشيات المتنافسة على الأراضي وحقوق المراعي في المنطقة نفسها.",1
"2736","ومع ذلك، فإن تجربة تشاد تركت أثرا قويا على حفظة السلام لدينا ووعيا بالتحديات التي تواجه الأمم المتحدة في ذلك الصدد.",0
"2737","واستولت قوات المعارضة - التابعة لمحمد إبراهيم حبسادي - على بيدوا في 26 أو 27 آذار/مارس أو حوالي ذلك التاريخ بمهاجمة ميليشيات الرئيس يوسف والشيخ مادوبي.",1
"2738","وقد دعم الاتجار بالفحم عبر الحدود حركة الشباب، وشن غاراتها على كينيا.",1
"2739","وفي 23 تشرين الثاني/نوفمبر 2014، فجر تنظيم الدولة الإسلامية في العراق والشام سيارة مفخخة قرب مصنع تنقية في قرية ميدان، الحسكة، مما ألحق أضرارا جسيمة بالمصنع.",1
"2740","في 16 كانون الأول/ديسمبر، قدم رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1591 (2005) بشأن السودان والممثل الدائم لكولومبيا، نيستور أوسوريو، إلى المجلس تقريرا عن أعمال اللجنة مدته 90 يوما.",0
"2741","”ويطلب مجلس الأمن إلى الأمين العام تعزيز التعاون بين الأمم المتحدة والدول الأعضاء في الجماعة الاقتصادية والنقدية لوسط أفريقيا بهدف تيسير وتعزيز المبادرات الرامية إلى التصدي لانعدام الأمن عبر الحدود في المنطقة دون الإقليمية ووضع حد لانتهاكات الجماعات المسلحة للسلامة الإقليمية لجمهورية أفريقيا الوسطى.",0
"2742","وفيما يتعلق بالجريمة بين الأعراق، فإن آلية إنفاذ القانون ضعيفة أيضا.",1
"2743","(ب) يمنع هؤلاء الأفراد من دخول أراضيها أو عبورها، شريطة ألا يكون في هذه الفقرة ما يلزم أي دولة برفض دخول رعاياها إلى أراضيها أو مطالبتهم بمغادرتها، وألا تسري هذه الفقرة إذا كان الدخول أو المرور العابر ضروريا لإنجاز عملية قضائية أو إذا قررت اللجنة، على أساس كل حالة على حدة فقط، أن الدخول أو المرور العابر مبرر؛",1
"2744","5 - 6 تشرين الأول/أكتوبر 2012 (يايلاداغغي/هاتاي): في الساعة 30/14، سقطت قذيفة هاون واحدة ضمن المنطقة الخاضعة لمسؤولية مركز بيلنغوز الحدودي العسكري.",1
"2745","نعم، يشمل النظام الوطني لإدارة الحدود الأشخاص المدرجين في قائمة 1267.",0
"2746","10 - تشمل التدابير التي تتخذها الدول الأنشطة المحظورة التي تقوم بها جهات فاعلة من غير الدول، على النحو المبين في الفقرة 2 من القرار 1540 (2004) فيما يتعلق بالأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها، والضوابط المفروضة على المواد ذات الصلة، وفقا للفقرة 3 من القرار.",1
"2747","11 - يوعز إلى اللجنة أن تتعاون مع لجان مجلس الأمن الأخرى ذات الصلة المعنية ولجنة الجزاءات التابعة لمجلس الأمن، ولا سيما اللجنة المنشأة عملا بالقرار 1988 (2011)؛",0
"2748","كما أن تحليلاتنا وبحوثنا بشأن شكل الحفرة وشكلها لا تقدم أي دليل واضح على ما إذا كان هناك انفجار فوق الأرض أو تحتها.",0
"2749","وأطلب إلى المجتمع الدولي، ولا سيما الدول المجاورة وأعضاء مجموعة الأصدقاء، تقديم الدعم لهذا المسعى.",0
"2750","ولاحظ مراقبو منظمة الأمن والتعاون في أوروبا استمرار القتال في كثير من المواقع في منطقتي دونتسك ولوغانسك، حيث كثيرا ما تصيب المدفعية وقذائف الهاون المناطق السكنية وتتسبب في وقوع إصابات بين السكان المدنيين.",1
"2751","فعلى سبيل المثال، وجدت دول منطقة الصحراء الكبرى صعوبة في التعامل مع معسكرات تدريب الإرهابيين المتنقلة التي يديرها تنظيم القاعدة في بلاد المغرب الإسلامي (QE.T.14.01.).",1
"2752","وقال إن المجتمع الدولي قد سئم مما يشعرونه، عن حق أو خطأ، بأنه هيكلان بطيئان وضخمان ومكلفان، وهما، حسب رأي البعض، لهما صلة مشكوك فيها بأشد المتضررين من الجرائم.",0
"2753","وترتبط هذه الهجمات بهجمات بوكو حرام البربرية، ولكن هناك أيضاً ادعاءات مثيرة للقلق بشأن انتهاكات حقوق الإنسان من جانب قوات الأمن.",1
"2754","19 - وفي ليبيا، أدى انهيار سيطرة الدولة عقب سقوط نظام القذافي في عام 2011، إلى جانب عدم فعالية الرقابة على الحدود ووجود مخزون من الأسلحة والأسلحة، إلى إنشاء سوق رئيسية للأسلحة غير المشروعة في البلد، مما أدى إلى تأجيج النزاع القائم داخليا وكذلك في منطقة الساحل الكبرى.",1
"2755","وبدأ المركز بعد ذلك دورة تدريبية للشرطة الوطنية في تموز/يوليه بشأن التحقيقات في العنف القائم على نوع الجنس، حيث تم حتى الآن تدريب ما مجموعه 40 ضابطا من ضباط الشرطة الوطنية (30 امرأة).",0
"2756","وكما قلت من قبل، إن تطبيق معايير مزدوجة في التعامل مع الإرهاب والجماعات الإرهابية مسألة هامة أخرى تبعث على القلق البالغ وتقوض بشكل خطير الكفاح الجماعي للمجتمع الدولي ضد الإرهاب.",0
"2757","وينبغي تقديم الدعم لعملية إصلاح قطاع العدل، في شراكة وثيقة مع فريق الأمم المتحدة القطري، كما ينبغي دعم إنشاء وتعزيز آليات المساءلة داخل قوات الأمن والدفاع.",0
"2758","30 - ونظرا إلى تعليق التمويل المتعدد الأطراف، فإن حكومة كوت ديفوار تعتمد على محصول الكاكاو للحفاظ على ملاءتها ونجاحها في دفع أجور موظفيها المدنيين، بمن فيهم العسكريون، وتقوم الكاكاو بدور هام في توفير الأموال لجهود المشتريات العسكرية التي تقوم بها الحكومة من خارج الميزانية ومن خارج الميزانية، وعلى الرغم من انخفاض مبلغ الإيرادات المتأتية من الكاكاو، فإن النسبة المئوية المستمدة مما هو متاح لا تزال مرتفعة.",1
"2759","وأكدت أيضاً أن إحدى المنظمات سددت جزئياً للغيرموت مبلغ 620 275 فرنكاً فرنسياً.",0
"2760","فمع حصول مهربي الوقود على أرباح تزيد على 100 في المائة، فإن شبكات التهريب لها مصلحة كبيرة في إطالة أمد الصراع.",1
"2761","ويمكن الاستدلال على وعي الجناة بأن أفعالهم العنيفة كانت جزءاً من هجوم منهجي على المدنيين من جملة أمور منها أنهم كانوا يدركون أنهم سيفلتون في الواقع من العقاب.",1
"2762","حرر في أديس أبابا، في هذا اليوم السابع والعشرين من أيلول/سبتمبر 2012",0
"2763","”ويعرب مجلس الأمن عن بالغ قلقه إزاء تدهور الحالة الأمنية في جمهورية أفريقيا الوسطى، ولا سيما في أعقاب الهجمات التي شُنت على مدن بيراو وأواندا - دجالي وسام ووندجا.",1
"2764","وقد أدخل تعديل على نفقات المعدات الموردة لمراعاة قيمتها المتبقية.",0
"2765","حرر في أبيدجان، 2 نيسان/أبريل 2003",0
"2766","حالات التأخير في إصدار التأشيرات وواردات التخليص",0
"2767","بـاء - تفريق جماعات الميليشيات في إيتوري",1
"2768","وبالإضافة إلى ذلك، وكما هو مبين أدناه، يبدو أن التدمير اقترن بنهب الأشياء الشخصية الثمينة والنقدية، وقبل كل شيء، الماشية.",1
"2769","ج - القانون الذري المؤرخ 29 تشرين الثاني/نوفمبر 2000 (جريدة قوانين عام 2001، العدد رقم 3 البند 18)، آخر تحديث: يومية القوانين لعام 2004، العددان 70 و 96",0
"2770","ومعظم الطرق رمال أو مسارات ترابية تصبح غير قابلة للسد خلال هذه الفترة، فتقطع أجزاء كبيرة من الأراضي لفترات طويلة.",0
"2771","مستشار للشؤون الجنسانية مقره في مكتب الدعم الإقليمي لشرق أفريقيا والجنوب الأفريقي التابع لبرنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز، يقدم المشورة في مجال السياسات والمشورة التقنية من أجل تعميم مراعاة قضايا المرأة وفيروس نقص المناعة البشرية/الإيدز في البرامج الوطنية لمكافحة الإيدز.",0
"2772","- الكشف عن الأشخاص الذين يحملون وثائق أو تأشيرات مزورة أو الذين يحاولون دخول البلد ببطاقة هوية مزورة؛",0
"2773","وبالتالي فإن الهدف من هذه الضربات واضح: القضاء على المعتدلين في سورية والقضاء على قواتنا على أرض الواقع.",1
"2774","ويعتقد أن هذه الميليشيات تعمل أساسا في إطار هيكل إداري قبلي.",1
"2775","ومن المعقول افتراض أن وجود الشرطة لأسباب سياسية أكثر من أي شكل من أشكال الحماية.",1
"2776","وعلى الرغم من التقدم الملحوظ، لا تزال بيئة سياسية وأمنية واقتصادية معقدة تشكل تحديات هائلة للقادة المنتخبين المكلفين بتطبيع بلدنا.",0
"2777","6 - وفي الفقرة 19 من تقريري المؤرخ 30 آب/أغسطس 2004 (A/2004/703)، أشرت إلى أن ""نزع سلاح أفراد قوات الدفاع الشعبي قد بدأ، ولاحظت بعثة التحقق المشتركة الثانية حفل تسريح لنحو 300 جندي في غرب دارفور"".",1
"2778","2 - تهيب بجميع الدول أن تتعاون، في جملة أمور، على تعزيز أمن حدودها الدولية، بوسائل منها مكافحة وثائق السفر المزورة، والقيام، قدر المستطاع، بتعزيز إجراءات فرز الإرهابيين وإجراءات أمن المسافرين بهدف منع المذنبين بارتكاب السلوك الوارد في الفقرة 1 (أ) من دخول أراضيها؛",0
"2779","8 - بعد مرور أكثر من ست سنوات على اتخاذ القرار 1624 (2005)، لا يزال خطر وخطر التحريض على ارتكاب أعمال إرهابية خطيرا في معظم أنحاء العالم، غير أن هناك اختلافات في مستوى الخطر والتهديد، بما في ذلك بين دول المنطقة أو المنطقة دون الإقليمية نفسها.",1
"2780","7 - الحالة في ليبريا (22 كانون الثاني/يناير 1991؛ 12 كانون الأول/ديسمبر 2012).",0
"2781","وخلاصة القول بالنسبة لإثيوبيا هي تحرير أرضها، أولا وقبل كل شيء.",0
"2782","وفي المناطق الوسطى، لا تزال الصراعات التي لم تحل تؤثر أيضا على سبل كسب الرزق وتؤخر الانتعاش.",1
"2783","وباختصار، فإن الاغتصاب هو أي اعتداء بدني ذي طابع جنسي يرتكب دون موافقة الضحية، أي بالقوة أو الإكراه، مثل ما ينجم عن الخوف من العنف أو الإكراه أو الاحتجاز أو استغلال بيئة قسرية.",1
"2784","وبعد أن أجرينا جميع التحليلات والمناقشات للحقائق التي جمعناها، توصلنا إلى نتيجة مفادها أنه كان على الأرجح انفجارا فوق سطح الأرض.",1
"2785","17 - الحالة في منطقة البحيرات الكبرى (1 تشرين الثاني/نوفمبر 1996؛ 25 تموز/يوليه 2013).",0
"2786","وقد يكون هؤلاء الأفراد مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم الحرب المرتكبة أثناء الهجمات، أي قتل المدنيين وتدمير الأعيان المدنية والنهب.",1
"2787","وطلب العميد وقف إطلاق النار للسماح بإجلاء أطفاله من المنزل.",1
"2788","ومنذ ذلك الحين، اعتقلت السلطات في شمال كيفو عدة أشخاص يُدعى أن لهم صلات بالسيد نكوندا.",1
"2789","وبإشارة إلى أنه لن تكون هناك عواقب لقتل اليمنيين، أسهمت صفقة الحصانة في إطالة أمد سفك الدماء.",1
"2790","34 - وفي 8 شباط/فبراير، قام 418 ملتمسا بمسيرة في قصر الرئاسة.",1
"2791","الثالث - التصديق على قائمة الناخبين النهائية",0
"2792","(هـ) الأفراد العاملون في جمهورية الكونغو الديمقراطية والذين يرتكبون انتهاكات خطيرة للقانون الدولي تشمل استهداف الأطفال أو النساء في حالات النزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛",1
"2793","وفيما يتعلق بنشر بعثة الأمم المتحدة في جنوب السودان، أشارت إلى أن القوة تبذل قصارى جهدها، مع اكتمال النشر الإضافي، لتوسيع نطاق وجودها خارج القواعد.",1
"2794","وينبغي للصين أن تثير مع المرشد الأعلى لجمهورية كوريا الشعبية الديمقراطية وغيره من السلطات الرفيعة المستوى مسائل الاختطاف، وقتل الأطفال الذين يحق لهم الحصول على الجنسية الصينية، والإجهاض القسري المفروض على النساء المعادات إلى الوطن، وغير ذلك من انتهاكات حقوق الإنسان التي تستهدف الأشخاص المعادين من الصين.",1
"2795","واعتقلوا أيضاً 15 طياراً وتقنياً تابعاً للقوات المسلحة لكوت ديفوار، جميعهم من الاتحاد الروسي وأوكرانيا وبيلاروس.",1
"2796","وأبلغ الأمين العام المساعد المجلس بأن الجماعات المسلحة تواصل إرهاب السكان في المناطق الخاضعة لسيطرتها، وارتكاب أعمال القتل والاختطاف والتعذيب وسوء المعاملة وغير ذلك من الانتهاكات الخطيرة لحقوق الإنسان، بما في ذلك تدمير المساكن والاستيلاء على الممتلكات، وأن هناك ادعاءات مستمرة بوقوع انتهاكات لحقوق الإنسان ترتكبها بعض كتائب المتطوعين الخاضعة لسيطرة الحكومة.",1
"2797","وزارة الدفاع - وزارة العُرْنة",0
"2798","”ويدين مجلس الأمن إدانة قاطعة الهجوم الإرهابي الذي وقع في مدينة ماريب بالجمهورية اليمنية في 2 تموز/يوليه 2007، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذه الهجمات وأسرهم ولشعبي وحكومات الجمهورية اليمنية ومملكة إسبانيا.",0
"2799","ثانياً - منبع الانبعاثات",0
"2800","وبالإضافة إلى ذلك، تناولوا احتجاز الشرطة الجورجية في 12 و 31 آب/أغسطس لشاحنات من قوة حفظ السلام التابعة لرابطة الدول المستقلة تنقل بضائع من الجانب الأبخازي لخط وقف إطلاق النار.",1
"2801","وهذا الصراع هو أيضاً حرب معلومات (التلاعب والتضليل).",1
"2802","ودللت بعض التقارير ضمناً على أن عناصر جريمة الإبادة الجماعية موجودة في أنماط وطبيعة الانتهاكات التي ترتكبها الحكومة والميليشيات التابعة لها.",1
"2803","ويساورني القلق من أن يؤدي ذلك التصويت البرلماني والمأزق إلى تعطيل المكاسب المضنية التي حققها أصحاب المصلحة الصوماليون وشركاؤهم.",0
"2804","وخلاصة القول إن المهام التي حددها فريق المراقبين العسكريين التابع للجماعة الاقتصادية لدول غرب أفريقيا هي:",0
"2805","232 - ويصل العدد التقديري للسكان المتضررين من النزاع في دارفور، إلى جانب اللاجئين في تشاد (1.65 مليون شخص من المشردين داخليا، و 000 627 شخص من المتضررين من النزاع لولا ذلك، و 051 203 لاجئا) إلى الرقم المذهل البالغ نحو 2.5 مليون شخص تضرروا بطريقة أو بأخرى - معظمهم بالتشريد من ديارهم.",1
"2806","19 - واستنادا إلى تحليل للبيانات التي أدلى بها قادة القاعدة، تتمثل أهدافهم المباشرة في إرهاب الغرب إلى فك الارتباط من الشرق الأوسط وغيره من الدول الإسلامية وإقناع المسلمين بأن عالمهم يتعرض للهجوم.",1
"2807","وإذ يساورها بالغ القلق إزاء تزايد عدد الضحايا، بمن فيهم الأطفال، بسبب أعمال الإرهاب بدافع من التعصب أو التطرف في مختلف مناطق العالم،",1
"2808","غير أن ما تبقى من إمكانات الحركة لتقويض إحراز تقدم ملموس في تحقيق الاستقرار في إيتوري لا يزال يبعث على القلق، لا سيما بالنظر إلى عجز الحكومة الانتقالية حتى الآن عن تقديم قادة الجماعات المسلحة إلى العدالة ومنعهم من التنقل إلى أوغندا ومنها.",1
"2809","فعلى سبيل المثال، يتصل عدد كبير منها بالموت والتعذيب والإصابات الشخصية والآلام والكروب الذهنية وأخذ الرهائن والخسائر والأضرار التي تلحق بالممتلكات العقارية والشخصية.",1
"2810","جيم - بدء عمل فرع أروشا",0
"2811","والعامل الثالث هو ضعف وجود الشرطة، والعامل الرابع هو تدخل الجهات الفاعلة الأجنبية في الحالة في دارفور.",1
"2812",":: توضيح ما أعلنته إيران بشأن مرافق تخصيب إضافية.",0
"2813","28 - وذكر نائب الممثل الخاص للأمين العام أنه منذ اندلاع النـزاع في كانون الأول/ديسمبر 2013، وردت تقارير عن طريق آلية الرصد والإبلاغ تشير إلى أن طرفي النـزاع مسؤولان عن الانتهاكات والتجاوزات المرتكبة ضد الأطفال، بما في ذلك القتل والتشويه والتجنيد والاستخدام والعنف الجنسي.",1
"2814","ولدى خمس دول تدابير جزئية لحماية إجراءات اللجوء من إساءة المعاملة، وقد أدخلت دولتان هذه الضوابط بالكامل.",0
"2815","وكان للجفاف والتصحر أثرهما في السبعينات والثمانينات، وأصبح الكفاح من أجل الموارد الشحيحة أكثر حدة.",1
"2816","وقد فرضت الدولة قيودا تمييزية سافرة على المرأة في محاولة للحفاظ على الصورة النمطية للجنسين للمرأة الكورية النقية والبريئة.",1
"2817","وعلى الرغم من أن حالة كل لاجئ ومشرد داخليا فريدة من نوعها، فإن التشرد وانعدام الجنسية يؤديان إلى تفاقم أوجه عدم المساواة القائمة بين الجنسين، مما يزيد من حدة التمييز والمشاق التي تواجهها النساء والفتيات.",1
"2818","ومما يشجعنا أن حكومة جمهورية الكونغو الديمقراطية قد اتخذت خطوات للعمل ضد إرهابيي جيش الرب للمقاومة الذين دخلوا بلدهم من السودان.",0
"2819","قرار مجلس الأمن 1882 (2009)، الفقرة 6 من المنطوق",0
"2820","وخلافا للإشاعات المستمرة، لا يوجد دليل على أن ضباط الشرطة الوطنية لتيمور - ليشتي، بمن فيهم الأفراد المسلحون والزي الرسمي للقوات المسلحة التيمورية، كانوا ضالعين في إطلاق النار.",1
"2821","٢ - المبالغ المسددة للموظفين الدبلوماسيين عن فقدان الممتلكات الشخصية",0
"2822","وهناك عدة عوامل تعمل ضدها، ولكن إذا نجحت في ذلك، فإن التهديد الإرهابي سيزداد أكثر فأكثر.",1
"2823","(هـ) الاجتماع الافتتاحي لفريق الاتصال الدولي المعني بليبيا، المقرر عقده في أديس أبابا في 3 كانون الأول/ديسمبر 2014، وأعربوا عن تأييدهم للجهود التي تبذلها البلدان المجاورة والممثل الخاص للأمين العام لليبيا لتهيئة الظروف المواتية للحوار بين جميع الأطراف الليبية، باستثناء الجماعات الإرهابية المعروفة.",0
"2824","فتواتر الهجمات آخذ في الارتفاع، بما في ذلك عن طريق الصواريخ المدفعية، والمجندون مجندون كثيرون.",1
"2825","وقد ناشدنا المجلس في عدة مناسبات أن يعمل على إجبار إسرائيل على وقف هجماتها العسكرية، وضمان حماية السكان المدنيين، ووقف التدابير العقابية غير القانونية التي تتسبب بها عمدا في كارثة إنسانية في قطاع غزة.",0
"2826","ترتيب ترتيب الطلب والمبلغ المستحق الدفع",0
"2827","ويتمثل التحدي العام في اتخاذ الخطوات التدريجية التي تم تنفيذها وتكثيفها ومضاعفة عددها وجعلها تحويلية.",0
"2828","ولا تزال احتمالات الهجمات الدولية التي يشنها التحالف قائمة، ولكن أثر أنشطة التحالف في الوقت الراهن محسوس أساسا في اليمن.",1
"2829","وتفيد التقارير بأن الخاطفين يتعرضون أسراهم بشكل متزايد للتعذيب والاغتصاب وغير ذلك من أشكال سوء المعاملة.",1
"2830","وأشارت إحدى الدول إلى أنها وسعت نطاق الأساس الذي يمكن الاستناد إليه لإدراج المنظمات الإرهابية في قانونها الجنائي ليشمل المنظمات التي تدعو إلى ارتكاب عمل إرهابي.",1
"2831","فكشف حركة النقد والصكوك القابلة للتداول لحاملها عبر الحدود بصورة غير مشروعة، والتنسيق بين الجمارك ووحدات الاستخبارات المالية والموظفين المكلفين بإنفاذ القوانين في هذا الصدد إما غير موجود أو غير كاف.",0
"2832","ولا تزال ظروف عمليات القتل غير واضحة.",1
"2833","وقد ثبت أن الإنترنت أداة إرهابية قيمة بسبب التحديات التقنية والقانونية الكبيرة التي ينطوي عليها رصد وتنظيم محتواها.",0
"2834","إدماج المنظورات الجنسانية في تصميم وتنفيذ التقييمات البيئية لما بعد الصراع.",0
"2835","وحتى في حالة إبلاغ الشرطة أو المسؤولين الحكوميين الآخرين بالحوادث، فإن الإجراءات المتخذة لإلقاء القبض على الجناة قليلة أو معدومة.",1
"2836","والتقت بقادة الحركة الوطنية لكوت ديفوار في بواكي، فضلا عن منظمات حقوق الإنسان الرائدة، ومنظمات المجتمع المدني والسلام، وكبار مسؤولي الكنائس، والمسيحيين والإسلاميين، وفريق الأمم المتحدة القطري، وأعضاء السلك الدبلوماسي والأفراد العسكريين.",0
"2837","في 6 تشرين الثاني/نوفمبر 2014، استهدفت الطائرات الحربية التابعة للنظام السوري بلدة المقطّة بقذيفة، مما أدى إلى مقتل 5 أشخاص، من بينهم طفلة واحدة وامرأتان، بالإضافة إلى إلحاق أضرار بالمباني السكنية.",1
"2838","والهدف من تنظيم القاعدة في العراق هو بناء القدرة على شن الهجمات حيثما تكون الأهداف متاحة، سواء من خلال أعضائه أو بالتعاون مع الجماعات القائمة التي ستعمل معه، أو، على الأفضل، أن تحذو حذوه.",1
"2839","وما زال يتعين على الدول التي جرّمت تمويل الإرهاب جزئيا أن تكفل إدراج جميع عناصر المادة 2 من اتفاقية تمويل الإرهاب.",1
"2840","(ب) الإعفاء من الإيجارات",0
"2841","وإذ يكرر كذلك تأكيد التزام الدول الأعضاء بمنع حركة الجماعات الإرهابية بوسائل منها فرض ضوابط فعالة على الحدود، والقيام، في هذا السياق، بتبادل المعلومات على وجه السرعة وتحسين التعاون بين السلطات المختصة لمنع حركة الإرهابيين والجماعات الإرهابية من أراضيها وإليها وتزويد الإرهابيين بالأسلحة والتمويل الذي من شأنه دعم الإرهابيين،",1
"2842","وسأل أحد ضباط شرطة الأمم المتحدة عما إذا كان قد أصيب بجروح، وقيل له إن الشرطة الوطنية لتيمور - ليشتي قتلت لتوها صديق السيد أمارال.",1
"2843","وتتركز الحركة في غرب البلد، وتتمركز في بينهوي، وتتمركز الحركة في مان.",0
"2844","27 - وفي 2 تشرين الثاني/نوفمبر، أبلغ 16 شخصا من أصل 20 شخصا اعتقلوا خلال عملية قامت بها قوات الدفاع والأمن الوطنية في بولكيسي (منطقة موبتي)، وهي منطقة يسيطر عليها المجلس الأعلى لوحدة أزواد، بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي، عن تعرضهم للضرب المبرح أثناء الاستجواب.",1
"2845","يقرر بموجب هذا، وقد تلقى طلب [الدولة المتأثرة]، إنشاء محكمة دولية لغرض وحيد هو محاكمة الأشخاص المسؤولين عن الإبادة الجماعية وغيرها من الانتهاكات الجسيمة للقانون الإنساني الدولي المرتكبة في إقليم [الدولة المتضررة] ومواطني [الدولة المتضررة] المسؤولين عن الإبادة الجماعية وغيرها من الانتهاكات المماثلة المرتكبة في أراضي الدول المجاورة، بين [التاريخي.",1
"2846","وتقتضي اتفاقية حقوق الطفل كذلك من الدول الأطراف أن تتعهد بحماية الطفل من جميع أشكال الاستغلال الجنسي والاعتداء الجنسي.",0
