"","en_es_DEEPL","VerCoop"
"1892","""El Consejo de Seguridad destaca la pertinencia de las recomendaciones del Grupo de Acción Financiera Internacional (GAFI) en apoyo de la aplicación de las resoluciones 2170 (2014) y 2178 (2014), incluida su recomendación a los Estados de que apliquen sistemas de declaración/revelación de efectivo tanto para el transporte de entrada como de salida de divisas, y otras medidas para hacer frente a la amenaza de que algunos combatientes terroristas extranjeros y facilitadores actúen como correos de efectivo para organizaciones terroristas"".",1
"1893","""El Consejo de Seguridad insta a los Estados Miembros a que mejoren la cooperación bilateral, internacional, regional y subregional para prevenir los viajes de combatientes terroristas extranjeros desde sus territorios o a través de ellos, incluso mediante un mayor intercambio de información con el fin de identificar a los combatientes terroristas extranjeros, comprender las pautas de viaje de los combatientes terroristas extranjeros e intercambiar prácticas de evaluación del riesgo de los viajeros y de control fronterizo basadas en pruebas, teniendo en cuenta la necesidad de hacer frente a los retos que plantean las rutas de viaje evasivas de los combatientes terroristas extranjeros.",1
"1894","Teherán vía Mitiga (Jamahiriya Árabe Libia)",0
"1895",":: Declaración jurada de datos personales y/o empresariales;",0
"1896","Uganda atesora la paz y cree que la actual inestabilidad en la región de los Grandes Lagos es un freno al desarrollo.",1
"1897","Las asociaciones más estrechas o mejor organizadas entre afiliados podrían aumentar potencialmente la amenaza que representan.",1
"1898","Las capas dentro de los núcleos de coral se pueden dactiloscopiar en busca de hidrocarburos de petróleo, y las capas se pueden datar utilizando los anillos de crecimiento de los corales.",0
"1899","Aunque nos complace constatar que se han inscrito unos 10 millones de votantes afganos, nos sigue preocupando que no se hayan inscrito suficientes votantes en el sur y el sudeste de Afganistán, principalmente por motivos de seguridad.",0
"1900","Hubo un apoyo generalizado a los esfuerzos para neutralizar la amenaza que representan las ADF y otros grupos armados en el este de la República Democrática del Congo, incluidas las FDLR, según lo dispuesto en la resolución 2147 (2014).",1
"1901","(a) Indicando dos etapas diferentes: admisibilidad y examen en profundidad de la cuestión;",0
"1902","Sin embargo, aún queda mucho por hacer, principalmente en los ámbitos del Estado de Derecho, la aplicación de la ley, la capacidad del Gobierno, el desarrollo, el sector privado y la seguridad personal de todos los ciudadanos afganos.",0
"1903","""El Consejo de Seguridad pide al Secretario General que, antes de que concluya la fase de liquidación de la MINURCAT, el 30 de abril de 2011, le informe sobre los progresos realizados en el este del Chad en relación con la protección de los civiles, especialmente las mujeres y los niños, en particular: i) la situación de los refugiados y los desplazados internos y las soluciones duraderas a su desplazamiento, (ii) el acceso humanitario sin trabas, seguro y oportuno, incluida la circulación y la seguridad del personal humanitario y la entrega de ayuda humanitaria, iii) sobre las medidas adoptadas para responder a las violaciones del derecho humanitario, de los derechos humanos y de los refugiados, y iv) la situación general de seguridad en la medida en que afecta a la situación humanitaria.",1
"1904","Los pueblos karpas constituyen un caso especial: me referiré a ellos en la sección dedicada al territorio.",0
"1905","También se señaló que, dado que la CPI carece de mecanismos de ejecución, era importante que el Consejo siguiera ocupándose de las situaciones que remitía a la Corte y adoptara medidas para promover la cooperación de las partes pertinentes con la Corte.",1
"1906","""El Consejo de Seguridad acoge con satisfacción los importantes esfuerzos que siguen realizando la Unión Africana y las organizaciones subregionales, en consonancia con las resoluciones y decisiones del Consejo de Seguridad, para resolver conflictos, promover los derechos humanos, la democracia, el Estado de derecho y el orden constitucional en África,",1
"1907","El Consejo de Seguridad reafirma el principio de no devolución de los refugiados, según lo dispuesto en los instrumentos pertinentes del derecho internacional, acoge con satisfacción los recientes esfuerzos de los países vecinos [del Estado afectado] para apoyar la repatriación voluntaria de los refugiados en condiciones de seguridad y dignidad, e insta a esos Estados de acogida a que sigan proporcionando protección internacional a [aquellos] refugiados que la necesiten.",1
"1908","12) Convenio sobre la marcación de explosivos plásticos para los fines de detección, firmado en Montreal el 1 de marzo de 1991; ratificado el 18 de diciembre de 1991; entró en vigor el 21 de junio de 1998.",0
"1909","Categoría 0 - Materiales, instalaciones y equipos nucleares",0
"1910","11. Encarga al Comité que coopere con otros comités de sanciones pertinentes del Consejo de Seguridad, en particular el establecido en virtud de la resolución 1988 (2011); Enumeración",1
"1911","""El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas en situaciones de conflicto armado y posteriores a conflictos, incluidas las violaciones, otras formas de violencia sexual y de género y los asesinatos y mutilaciones que contravienen el derecho internacional.",1
"1912","Las disposiciones de la Ley nº 656/2002 de prevención y lucha contra el blanqueo de capitales coinciden con las de la Directiva nº 2001/97/CE del Parlamento Europeo y del Consejo Europeo, de 4 de diciembre de 2001, por la que se modifica la Directiva nº 91/308/CEE del Consejo Europeo relativa a la prevención de la utilización del sistema financiero para el blanqueo de capitales. 91/308/CEE del Consejo Europeo relativa a la prevención de la utilización del sistema financiero para el blanqueo de capitales.",1
"1913","11. El 26 de marzo, la Alta Comisión Electoral Independiente hizo públicos los resultados preliminares de las elecciones, según los cuales el bloque Al-Iraqiya, encabezado por el ex primer ministro Iyad Allawi, iba en cabeza con 91 escaños. La coalición Estado de Derecho del primer ministro Maliki ocupaba el segundo lugar, con 89 escaños, seguida de la Alianza Nacional Iraquí, con 71 escaños.",0
"1914","39. Entre los instrumentos regionales, Costa de Marfil ha ratificado la Carta Africana de Derechos Humanos y de los Pueblos (1992) y firmado el estatuto por el que se crea el Tribunal Africano de Derechos Humanos y de los Pueblos.",1
"1915","""El Consejo de Seguridad expresa su profunda solidaridad con todas las víctimas del terrorismo y sus familias, subraya la importancia de prestar asistencia a las víctimas del terrorismo y de proporcionarles a ellas y a sus familias apoyo para hacer frente a su pérdida y su dolor, reconoce el importante papel que desempeñan las víctimas y las redes de supervivientes en la lucha contra el terrorismo, entre otras cosas compartiendo valientemente sus experiencias y denunciando las ideas violentas y extremistas, y, a este respecto, acoge con satisfacción y alienta los esfuerzos y las actividades pertinentes de los Estados Miembros y del sistema de las Naciones Unidas, incluido el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.",1
"1916","También pidió al Gobierno de Sudán y a los grupos rebeldes que colaboraran para alcanzar una solución política en las negociaciones celebradas en Abuja bajo la dirección de la Unión Africana y del Presidente Olusegun Obasanjo de Nigeria; pidió al Secretario General que estableciera rápidamente una comisión internacional de investigación para investigar inmediatamente las denuncias de violaciones del derecho humanitario y de los derechos humanos en Darfur por todas las partes, así como para determinar si se han producido o no actos de genocidio; y declaró que el Consejo, en caso de que Sudán no cumpla plenamente las resoluciones 1556 (2004) y 1564 (2004) (incluida, según determine el Consejo tras celebrar consultas con la Unión Africana, la falta de cooperación plena con la ampliación y prórroga de la misión de observación de la Unión Africana), considerará la posibilidad de adoptar las medidas adicionales contempladas en el Artículo 41 de la Carta de las Naciones Unidas.",1
"1917","Actualmente se encuentra en trámite legislativo en el Parlamento checo.",0
"1918","88. En su carta en la que invitaba a los Estados no miembros a participar en la sesión de clausura, el Presidente del Consejo de Seguridad había alentado a todos los oradores a hacer valoraciones francas y centradas del papel del Consejo en el tratamiento de alguno o de todos los temas mencionados, de modo que las intervenciones pudieran servir de guía útil para la labor futura del Consejo.",1
"1919","Restricciones o regulaciones, si las hubiera, impuestas a la circulación de productos preciosos como el oro, los diamantes y otros artículos relacionados.",0
"1920","El Comité completó debidamente su revisión antes del nuevo plazo.",0
"1921","El papel de la sociedad civil también es vital.",0
"1922","Toma nota de la elaboración de la política de diligencia debida en materia de derechos humanos, alienta [a la Misión] a aplicarla plenamente y pide al Secretario General que incluya los progresos realizados en la aplicación de la política en sus informes al Consejo;",1
"1923","159. Durante el conflicto armado de 2002-2003 en Costa de Marfil, se calcula que el número de liberianos que luchaban para el Gobierno de Costa de Marfil oscilaba entre 1.500 y 2.500, mientras que se cree que cerca de 1.000 lucharon junto a los rebeldes marfileños (véase S/2004/972).",0
"1924","En ocho Estados se aplican medidas para impedir la circulación transfronteriza ilegal de personas, y nueve vigilan y controlan eficazmente la importación y exportación de armas y explosivos.",0
"1925","Sin embargo, la Comisión no encontró pruebas de que fueran lo suficientemente generalizadas o sistemáticas como para constituir un crimen contra la humanidad.",0
"1926",":: Explorar y ejecutar formas más eficaces de obtener la información que falta",1
"1927","Por lo tanto, la asignación de tareas que se expone a continuación no puede percibirse como exclusiva de uno u otro de los componentes.",0
"1928","Con respecto a la identidad de los diversos grupos y a si son árabes o africanos, el Comité mantuvo que no existe una división árabe-africana, ya que los matrimonios mixtos entre las diversas tribus son habituales.",0
"1929","Anima a las comunidades a autocontrolarse y a contrarrestar las opiniones polarizadoras sin injerencias del Gobierno, como forma más sostenible de prevenir la radicalización dentro de las comunidades.",1
"1930","Además, los documentos metodológicos no proporcionaron ninguna orientación al respecto.",0
"1931","24. Además, el Equipo propone que el Comité examine las ventajas de la supresión condicional o provisional de nombres de la lista, en virtud de la cual el Comité podría introducir un período de exención ampliado para determinadas personas talibanes incluidas en la lista, o incluso suspender totalmente las sanciones, con determinadas condiciones previas, siempre que reciba garantías periódicas durante un período determinado de que su inclusión en la lista ya no es apropiada.",1
"1932","2. 4. La situación entre Eritrea y Etiopía",0
"1933","25. Reconociendo la especial necesidad de coordinar su labor con la Dirección Ejecutiva del Comité contra el Terrorismo y otros órganos pertinentes en ámbitos en los que los Estados pueden sentirse sobrecargados por las solicitudes de información del Consejo de Seguridad, el Equipo elaboró una estrategia común con la Dirección Ejecutiva y los expertos que prestan apoyo al Comité establecido en virtud de la resolución 1540 (2004) para abordar los problemas a los que se enfrentan los Estados que aún no han presentado los informes requeridos por los tres Comités.",1
"1934","Pido a todas las partes interesadas que garanticen que el plazo del 2 de enero de 2015 para que las FDLR completen su desarme voluntario siga siendo vinculante y no negociable.",1
"1935","""El Consejo de Seguridad es consciente de la necesidad de seguir estudiando con las organizaciones y los acuerdos internacionales, regionales y subregionales el intercambio de experiencias y las enseñanzas extraídas en los ámbitos que abarca la resolución 1540 (2004), así como la disponibilidad de programas que puedan facilitar la aplicación de la resolución y los ámbitos en que puedan prestar asistencia, incluso mediante la designación de un punto de contacto o coordinador para la aplicación de la resolución 1540 (2004).",1
"1936","El Centro inició entonces, en julio, un curso sobre investigación de la violencia de género para la policía nacional, con un total de 40 policías nacionales (30 mujeres) formados hasta la fecha.",0
"1937","Mientras la OMS y la MINUSMA apoyaban el ejercicio de rastreo del Gobierno, la OIM desplegó personal en los puntos de entrada fronterizos para reforzar la vigilancia y el rastreo de los viajeros entre Guinea y Malí, así como para concienciar a la población local sobre la enfermedad. En respuesta a una petición del Presidente Keïta, el 22 de noviembre establecí en Malí una oficina de apoyo a la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola, que opera en coordinación con la MINUSMA y cuenta con su apoyo. UNICEF, en coordinación con la OMS, ha ampliado su respuesta para apoyar al Ministerio de Sanidad en los programas de agua, saneamiento e higiene.",0
"1938","""El Consejo de Seguridad reconoce y alienta además los esfuerzos de la Liga de los Estados Árabes por contribuir a los esfuerzos colectivos para resolver pacíficamente los conflictos en Oriente Medio, así como por promover respuestas internacionales a las transformaciones experimentadas en la región, al tiempo que reafirma su firme compromiso con la soberanía, la independencia, la unidad y la integridad territorial de los países de la región y con los propósitos y principios de la Carta.",1
"1939","Total: 500.000 US$ + 300.000 US$ = 800.000 US$.",0
"1940","El Comité seguirá centrándose en reforzar el consenso en el seno de la comunidad internacional sobre la importancia de combatir el terrorismo, adoptar medidas prácticas destinadas a mejorar la capacidad antiterrorista de los Estados; ayudar a identificar y abordar los problemas a los que se enfrentan los Estados a la hora de aplicar la resolución 1373 (2001) del Consejo; y contribuir al proceso de aumento del número de Estados que son parte en los convenios y protocolos internacionales pertinentes de lucha contra el terrorismo.",1
"1941","Además, la Sra. Bellamy presentó a tres niños delegados en el Foro de la Infancia -Wilmot, de Liberia; Eliza, de Bosnia y Herzegovina; y José, de Timor Oriental- que ofrecieron relatos personales en los que describían las experiencias de niños atrapados en conflictos armados y hacían un llamamiento para que se ponga fin a la guerra.",1
"1942","Por lo tanto, pasará algún tiempo antes de que pueda haber un servicio sanitario timorense completo.",0
"1943","Por consiguiente, esta parte de la reclamación no es indemnizable.",0
"1944","4. Tras la adopción de la resolución 1595 (2005), se celebraron intensas consultas sobre la creación de la Comisión, su dotación de personal y su apoyo logístico. El 26 de mayo de 2005 llegó a Beirut un pequeño equipo de avanzada encabezado por el Comisario Detlev Mehlis.",1
"1945","La misión conjunta se reunió con partes interesadas nacionales e internacionales, incluidos representantes de la sociedad civil, líderes tradicionales y religiosos, partidos de la oposición y militares.",1
"1946","Se abre la sesión a las 10.10 horas.",0
"1947","13. Insta a los Estados miembros a que promuevan el conocimiento de la Lista de Sanciones contra Al-Qaida lo más ampliamente posible, incluso entre los organismos nacionales pertinentes, el sector privado y el público en general, a fin de garantizar la aplicación efectiva de las medidas del apartado 1; y alienta a los Estados miembros a que insten a sus respectivos registros de empresas, de la propiedad y otros registros públicos y privados pertinentes a que comprueben periódicamente sus bases de datos disponibles, incluidas, entre otras, las que contienen información sobre la titularidad legal y/o efectiva, comparándolas con la Lista de Sanciones contra Al-Qaida;",1
"1948","1.7 El uso de técnicas especiales de investigación no está previsto actualmente en la legislación irlandesa.",0
"1949","(b) Recibir solicitudes de exenciones a las medidas enunciadas en el apartado b) del párrafo 1 de la presente resolución presentadas por personas incluidas en la Lista y transmitirlas al Comité para que éste determine, caso por caso, si la entrada o el tránsito están justificados, encarga al Comité que examine esas solicitudes en consulta con los Estados de tránsito y de destino y cualesquiera otros Estados pertinentes, y decide además que el Comité sólo aceptará exenciones a las medidas del párrafo 1 (b) de esta resolución con el acuerdo de los Estados de tránsito y destino, y encarga además al Comité que, a través del Punto Focal, notifique a dichas personas la decisión del Comité;",1
"1950","El Consejo de Seguridad alienta, a este respecto, a todos los Estados de la región a que firmen y apliquen el Código de Conducta lo antes posible, y los exhorta a que adopten nuevas medidas eficaces a nivel nacional para combatir la piratería y el robo a mano armada en el mar en el Golfo de Guinea.",1
"1951","En el futuro, estas organizaciones regionales -y en particular la UE- tendrán que desempeñar el papel más destacado en Kosovo.",1
"1952","8. Las organizaciones regionales y subregionales deberían colaborar con el Comité contra el Terrorismo y otras organizaciones internacionales para facilitar el intercambio de buenas prácticas en la lucha contra el terrorismo y ayudar a sus miembros a cumplir su obligación de combatir el terrorismo;",1
"1953","9. Pide al Comité contra el Terrorismo que, además del informe solicitado en el párrafo 8, informe oralmente al Consejo, por conducto de su Presidente, al menos cada 180 días, sobre la labor general del Comité contra el Terrorismo y de su Dirección Ejecutiva y, según proceda, en conjunción con los informes de los Presidentes del Comité establecido en virtud de la resolución 1267 (1999) y del Comité establecido en virtud de la resolución 1540 (2004), y alienta la celebración de reuniones informativas oficiosas para todos los Estados Miembros interesados;",1
"1954","""El Consejo de Seguridad subraya que los refugios seguros proporcionados a los terroristas siguen siendo motivo de gran preocupación y recuerda que todos los Estados miembros deben cooperar plenamente en la lucha contra el terrorismo a fin de encontrar, denegar refugio y llevar ante la justicia, sobre la base del principio de extradición o enjuiciamiento, a toda persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro.",1
"1955","11. Reafirma su resolución 1373 (2001) y, en particular, sus decisiones de que todos los Estados deben prevenir y reprimir la financiación de actos terroristas y abstenerse de proporcionar cualquier forma de apoyo, activo o pasivo, a entidades o personas implicadas en actos terroristas, incluso reprimiendo el reclutamiento de miembros de grupos terroristas y eliminando el suministro de armas a terroristas;",1
"1956","Establecer mecanismos de rendición de cuentas judiciales y no judiciales en los países en situación de posconflicto, incluidos, según proceda, los delitos contra las mujeres; apoyar la creación de un panel de jueces o comisionados con una representación equilibrada de hombres y mujeres en los tribunales o comisiones de investigación.",0
"1957","(b) Alentar a los Estados a que adopten medidas adecuadas para proteger a su sector sin ánimo de lucro de los abusos de la financiación del terrorismo;",1
"1958","El equipo de mediación entabló conversaciones bilaterales con el Gobierno y la Coordinación, compuesta por el Movimiento Nacional para la Liberación del Azawad (MNLA), el Alto Consejo para la Unidad del Azawad (HCUA) y el Movimiento Árabe del Azawad (MAA), a los que se unieron individuos de la Coordination des mouvements et fronts patriotiques de résistance II (CMFPR-II) y una facción de la Coalition du peuple de l'Azawad (CPA), por un lado, y con el Gobierno y la Plataforma grupos armados compuestos por la CMFPR-I, la CPA y la otra facción del MAA, así como individuos del Groupe d'autodéfense touareg Imghad et alliés (GATIA) invitados por la Plataforma, por otro.",1
"1959","En Jartum, la Comisión entrevistó a detenidos recluidos en régimen de incomunicación por las fuerzas de seguridad en ""casas fantasma"" en condiciones aberrantes.",1
"1960","50. Se están llevando a cabo complejas investigaciones penales sobre la piratería y las redes delictivas implicadas en ella, centradas en los líderes, financieros y organizadores.",0
"1961","Las apelaciones van a la sección de assize de los tribunales de apelación y pueden llegar hasta el Tribunal Supremo.",0
"1962","El Secretario General dijo que la respuesta de las Naciones Unidas al desafío post-conflicto en Libia debe ser proactiva y eficaz, a la vez que sensible a las complejas necesidades y deseos del pueblo libio.",1
"1963","Creación de una Unidad de Género y Desarrollo en la sede central y de una red de puntos focales de género a nivel nacional y regional.",0
"1964","50. El Relator Especial sobre la promoción y la protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo realizó una visita oficial a Burkina Faso del 8 al 12 de abril de 2013, por invitación del Gobierno, para recabar información sobre la situación actual en Burkina Faso y ayudar así al Gobierno en sus esfuerzos por combatir el terrorismo respetando los derechos humanos y promover la aplicación de los instrumentos internacionales.",0
"1965","Tras la segunda batalla por el control de Baidoa, Habsade volvió a recibir apoyo logístico de sus aliados de Mogadiscio.",0
"1966","El énfasis inicial de la División de Estado de Derecho fue la creación de la institución del Defensor del Pueblo y el fortalecimiento del poder judicial.",0
"1967","""El Consejo de Seguridad subraya la necesidad de abordar de manera sostenible las causas profundas del conflicto en el este de la RDC y reitera su apoyo al cumplimiento de los compromisos contraídos en virtud del Marco para la paz, la seguridad y la cooperación en la República Democrática del Congo y en la región, que es esencial para lograr una paz y una seguridad duraderas en la región de los Grandes Lagos.",1
"1968","En última instancia, la reunión se consideró una acción concreta que contribuiría a un diálogo más fluido y eficaz entre el Consejo de Seguridad y la sociedad civil.",0
"1969","6. En la segunda fase del proceso de registro, que se llevó a cabo entre junio y diciembre de 2007, los equipos de las Naciones Unidas verificaron la edad y la fecha de contratación de todo el personal de los acantonamientos.",0
"1970","En particular, recomienda que el Comité modifique el apartado 6 (i) de sus directrices para que los nombres de las personas identificadas como fallecidas se revisen automáticamente cada año, junto con cualquier listado seleccionado por el Comité del conjunto de entradas que no se hayan actualizado en cuatro años o más, a menos que un miembro del Comité solicite específicamente que se elimine de la consideración el nombre de una persona supuestamente fallecida.",1
"1971","He proseguido mi diálogo con las autoridades libanesas sobre este asunto y espero con interés el pronto cumplimiento de estas obligaciones.",1
"1972","72. Pide al Comité que informe oralmente al Consejo, por conducto de su Presidencia, al menos una vez al año, sobre el estado de la labor general del Comité y del Equipo de Vigilancia y, según proceda, en conjunción con los informes de los Presidentes del Comité contra el Terrorismo y del Comité establecido en virtud de la resolución 1540 (2004), expresa su intención de celebrar consultas oficiosas al menos una vez al año sobre la labor del Comité, basándose en los informes de la Presidencia al Consejo, y pide además a la Presidencia que organice reuniones informativas periódicas para todos los Estados Miembros interesados;",1
"1973","Hubo un breve intercambio de opiniones, durante el cual un miembro del Consejo expuso su punto de vista sobre la FNUOS y un país que aporta contingentes planteó algunas preguntas al Departamento de Operaciones de Mantenimiento de la Paz.",1
"1974","(c) La República de Chipre para su Ministerio de Comunicaciones y Obras: 60.581 DÓLARES;",0
"1975","También sufre de una vulnerabilidad demostrada al abuso por parte de terroristas y sus partidarios para la financiación de actos terroristas.",0
"1976","Pide una acción internacional eficaz para impedir el flujo ilegal de armas ligeras hacia las zonas de conflicto.",1
"1977","Exhorta a las partes en conflictos armados a que asuman y apliquen compromisos específicos y con plazos concretos para combatir la violencia sexual, que deberían incluir, entre otras cosas, la emisión de órdenes claras a través de las cadenas de mando que prohíban la violencia sexual y la prohibición de la violencia sexual en los Códigos de Conducta, los manuales militares de campo o equivalentes; y exhorta además a esas partes a que asuman y apliquen compromisos específicos sobre la investigación oportuna de los presuntos abusos a fin de que los autores rindan cuentas;",1
"1978","Las partes en el proceso de paz aún no han previsto los acuerdos de liberación y los programas de reintegración que habrían permitido a los niños de esas fuerzas ejercer su derecho a medidas de recuperación y reintegración.",1
"1979","Elogiando los progresos realizados hasta la fecha por el Comité contra el Terrorismo establecido por el Consejo de Seguridad en virtud del párrafo 6 de la resolución 1373 (2001), que actúa con arreglo al Capítulo VII de la Carta, en el desempeño de su importante responsabilidad de supervisar la aplicación de dicha resolución,",0
"1980","Los objetivos de la reunión eran entablar un diálogo con el sector privado; comprender mejor los retos a los que se enfrenta la comunidad financiera a la hora de aplicar el régimen de sanciones; identificar formas de hacer que el cumplimiento sea más sencillo, rentable y eficiente, y generar ideas de mejora.",1
"1981","Además, el Punto Focal para la supresión de nombres de la Lista, establecido por la resolución 1730 (2006) del Consejo de Seguridad, puede aceptar una solicitud de supresión de la Lista de la familia de una persona fallecida incluida en la Lista, o de su representante, lo que ha facilitado a los herederos legítimos (no incluidos en la Lista) de una persona fallecida la tramitación de una solicitud cuando ningún Estado está dispuesto a actuar en su nombre.",1
"1982","Insto a los donantes a que estudien opciones para apoyar los esfuerzos de desarme, desmovilización y reintegración de Sudán en el periodo posterior al referéndum.",1
"1983","La legislación pertinente figura en el Decreto núm. 3.665, de 20 de noviembre de 2000 (R-105).",0
"1984","i. Darfur septentrional: 68%;",0
"1985","El Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones, establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad y ampliado por la resolución 1904 (2009) del Consejo de Seguridad relativa a Al-Qaida y los talibanes y personas y entidades asociadas, tiene el honor de transmitir su undécimo informe, de conformidad con la resolución 1904 (2009).",1
"1986","Hace un llamamiento a la adhesión al derecho internacional y a la aplicación por las partes de sus obligaciones y de la hoja de ruta para alcanzar la visión de dos Estados que convivan en paz y seguridad.",0
"1987","Dicho esto, varias intervenciones señalaron el posible papel del Consejo en este ámbito, que podría ir más allá del establecimiento de programas internacionales de reparaciones, hasta la autorización del uso de activos congelados en virtud de regímenes de sanciones para efectuar reparaciones, así como el posible apoyo a programas nacionales de reparaciones.",1
"1988","Mejorar la protección de los civiles en los conflictos armados es uno de los ejes de la labor del Consejo de Seguridad de las Naciones Unidas para el mantenimiento de la paz y la seguridad.",1
"1989","Ha habido pocos listados de personas que proporcionen equipo militar o entrenamiento a grupos incluidos en la lista y el Equipo recomienda que el Comité tome medidas adicionales para aclarar el alcance del embargo de armas.",1
"1990","El Consejo ha hecho hincapié en que la reforma de los sectores de la defensa y la seguridad, la lucha contra la impunidad y la lucha contra el tráfico ilícito de drogas siguen siendo sectores prioritarios para la consolidación de la paz en Guinea-Bissau, y ha instado a las fuerzas armadas de Guinea-Bissau a que respeten el gobierno y la supervisión civiles.",1
"1991","Por lo tanto, no se prestaron servicios consulares ni se cobraron tasas consulares.",0
"1992","Insto a la comunidad internacional a que satisfaga las necesidades de financiación humanitaria para ayudar a la población de Sudán del Sur.",0
"1993","Además, el 25 de junio, el Consejo de Personas Eminentes presentó al Gobierno de Transición una hoja de ruta en la que se esbozan las prioridades para que la transición continúe con éxito: seguridad pública, justicia, elecciones, gobernanza política y medidas económicas.",1
"1994","Destaca la importancia de garantizar el acceso de las organizaciones pertinentes, según proceda, a todas las prisiones y lugares de detención de [el país afectado], y pide que se respete plenamente el derecho internacional pertinente, incluido el derecho humanitario y las normas de derechos humanos ...",1
"1995","La policía y los servicios de seguridad deben estar autorizados a utilizar técnicas especiales de investigación -teniendo debidamente en cuenta los derechos humanos- durante las investigaciones relacionadas con el terrorismo y en la obtención de pruebas para casos de lucha antiterrorista.",0
"1996","La respuesta a esto, en mi opinión, no es que se deba gastar menos en tribunales mixtos, sino que se debe prestar más atención y financiación a los sistemas nacionales de justicia post-conflicto en su conjunto.",0
"1997","Los miembros del Consejo señalaron que todos los candidatos deberían hacer todo lo posible por mantener un ambiente tranquilo y pacífico, actuar con moderación, esperar a que los resultados se declaren de acuerdo con los procedimientos constitucionales nacionales y resolver sus diferencias pacíficamente, a través de los mecanismos legales y de mediación establecidos, incluido el Comité Nacional de Mediación.",1
"1998","La conversación duró entre 5 y 10 minutos, durante los cuales continuó el tiroteo.",0
"1999","Ese mismo día, las residencias de Cellou Dalein Diallo y Jean-Marie Doré fueron saqueadas por boinas rojas, que robaron muebles y vehículos.",0
"2000","También podría aplicarse lo dispuesto en el artículo 95, apartado 1, letra e), del Código Penal.",0
"2001","El 18 de noviembre, el Consejo celebró una sesión informativa y consultas sobre los informes del Secretario General sobre las actividades de la Misión de Asistencia de las Naciones Unidas para el Iraq (UNAMI) (S/2014//774) y la búsqueda de nacionales kuwaitíes y de terceros países desaparecidos y de bienes kuwaitíes desaparecidos, incluidos los archivos nacionales (S/2014/776).",1
"2002","Subraya la necesidad de una estrategia global [Nacional] de RSS que se centre en la profesionalización de las instituciones del sector de la seguridad, incluidos los órganos de supervisión, y que contribuya a garantizar la coherencia y la eficacia y a evitar duplicaciones o lagunas, alentando al mismo tiempo al Gobierno de [país afectado], a que establezca una nueva asociación estratégica con [la misión] en el ámbito de la reforma del sector de la seguridad a fin de determinar las prioridades de cada componente del sector de la seguridad y posibles nuevos enfoques para que [la misión] apoye a las autoridades [nacionales] en el ámbito de la reforma del sector de la seguridad a fin de aumentar la capacidad del ejército, la policía, la justicia y otras instituciones de seguridad para consolidar la autoridad del Estado [nacional], y pide al Secretario General que informe sobre estas prioridades y enfoques en un anexo de su informe en [fecha del informe];",1
"2003","El yacimiento está formado por varios tipos de rocas porosas que contienen el petróleo y el agua.",0
"2004","Conversaciones con el Gobierno y con el Proceso de Kimberley",0
"2005","La realización y el apoyo de intercambios periódicos de información entre el Comité y el Comité del Consejo de Seguridad sobre sanciones contra los talibanes, Al-Qaeda y las personas y organizaciones asociadas con ellos, establecido por las resoluciones 1267 (1999), 1333 (2000) y 1390 (2002) del Consejo de Seguridad, revisten una importancia oportuna.",0
"2006","Establecimiento de mecanismos de seguimiento de los medios de comunicación para garantizar la vigilancia, notificación y documentación efectivas de cualquier incidente, origen y contenido que incite a los ""medios del odio"".",1
"2007","Asimismo, una víctima de un atentado identificó a este hombre como un dirigente de los Janjaweed que había dirigido atentados en los que murieron civiles.",0
"2008","Sin embargo, la Oficina cree que no hay que esperar a que finalicen los procedimientos judiciales en el Tribunal para que las víctimas de los delitos perseguidos reciban asistencia.",1
"2009","Según informes, en marzo de 2004, Janjaweed y 150 soldados secuestraron y violaron a 16 niñas en Kutum, al norte de Darfur.",0
"2010","Aparte de las reuniones periódicas del Consejo de Ministros Árabes del Interior, no se produce ningún intercambio regular e institucionalizado de información operativa a nivel subregional.",1
"2011",":: Es necesaria una mayor coherencia en el establecimiento y los mandatos de los mecanismos de investigación.",1
"2012","Insta a todas las partes interesadas, incluidos los Estados miembros, las entidades de las Naciones Unidas y las instituciones financieras, a que apoyen el desarrollo y el fortalecimiento de las capacidades de las instituciones nacionales, en particular de los sistemas judicial y sanitario, y de las redes locales de la sociedad civil, a fin de prestar una asistencia sostenible a las víctimas de la violencia sexual en situaciones de conflicto armado y posteriores a los conflictos.",1
"2013","En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992) relativa a Somalia, y de conformidad con el apartado i) del párrafo 3 de la resolución 1587 (2005) del Consejo de Seguridad, tengo el honor de transmitir adjunto el informe del Grupo de Supervisión para Somalia (véase el apéndice).",1
"2014","La información se difunde regularmente a través de los sitios web del Gobierno, publicaciones y folletos.",0
