"","en_es_DEEPL","MatCoop"
"2187","177. La investigación de la Comisión sobre la pista de Abu Adass se centró en tratar de determinar el paradero del Sr. Abu Adass y evaluar la probabilidad de que el Sr. Abu Adass fuera realmente el terrorista suicida que supuestamente era.",1
"2188","También hemos programado dos debates temáticos, sobre la prevención de conflictos y los niños en los conflictos armados, los días 20 y 26 de julio, respectivamente.",0
"2189","""El Consejo de Seguridad subraya la importancia de explorar el potencial y las capacidades existentes de las organizaciones regionales y subregionales en el ámbito de la paz y la seguridad, abarcando, entre otras cosas, el espectro de la prevención de conflictos, el fomento de la confianza, la resolución de conflictos, el establecimiento de la paz, el mantenimiento de la paz y la consolidación de la paz después de los conflictos, y acoge con satisfacción el diálogo regional y la promoción de normas compartidas, así como enfoques regionales comunes para la solución de controversias y otras cuestiones relacionadas con la paz y la seguridad.",1
"2190","Nadie en la región está exento de las demandas de cambio que hemos visto.",0
"2191","(l) Señalar a la atención del Comité circunstancias nuevas o dignas de mención que puedan justificar la exclusión de la lista, como información de dominio público sobre una persona fallecida;",0
"2192","Informe del Secretario General presentado de conformidad con el párrafo 6 de la resolución 1883 (2009) (S/2009/585).",0
"2193","La mujer y la prevención y resolución de conflictos Hace un llamamiento a todas las partes implicadas para que garanticen que la protección de las mujeres y los niños se aborda en la aplicación del [acuerdo político], así como en las fases de reconstrucción y recuperación posteriores al conflicto, incluido el seguimiento y la presentación de informes continuos sobre la situación de las mujeres y los niños.",1
"2194","3. El Comité continuará aplicando un enfoque más estratégico y transparente a su trabajo y tratará de aumentar la visibilidad de su labor dentro de la comunidad más amplia de las Naciones Unidas y de la lucha contra el terrorismo.",1
"2195","Resolución nº 444-08 de 10 de septiembre de 2008",0
"2196","Todos los Estados son miembros de la OEA, que ofrece mecanismos regionales de cooperación a nivel político y operativo.",1
"2197","S/2000/155 de 28 de febrero de 2000",0
"2198","Con la excepción de San Pedro y Abiyán, los puertos y el litoral carecían de infraestructuras para importar cantidades significativas de armas y equipos militares.",1
"2199","La Sra. Karrer dirigía su propia organización no gubernamental, New Way, en la ciudad desde 1993.",0
"2200","Destacando la necesidad de intensificar la lucha contra el terrorismo a escala nacional y de reforzar, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en este ámbito sobre la base de los principios de la Carta de las Naciones Unidas y de las normas del Derecho internacional, incluido el respeto del Derecho internacional humanitario y de los derechos humanos,",1
"2201","17. Para el cumplimiento de la cuarta tarea, la Comisión consideró necesario realizar una evaluación preliminar del grado en que el sistema de justicia penal sudanés ha sido capaz y ha estado dispuesto a procesar y llevar a juicio a los presuntos autores de crímenes internacionales perpetrados en Darfur, y luego considerar los diversos mecanismos internacionales existentes disponibles.",1
"2202","Todos los restos han sido trasladados a la base militar de Hilversum, donde se está llevando a cabo el proceso de identificación.",1
"2203","22. Recuerda que en la resolución 2178 (2014) se pidió al Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones que, en estrecha cooperación con todos los órganos pertinentes de las Naciones Unidas de lucha contra el terrorismo, informara al Comité, de conformidad con las resoluciones 1267 (1999) y 1989 (2011), en un plazo de 180 días, sobre la amenaza que plantean los combatientes terroristas extranjeros reclutados por el EIIL, el FNA y todos los grupos, empresas y entidades asociados con Al-Qaida, y reitera que este informe también debe centrarse en las tendencias relacionadas con los combatientes terroristas extranjeros que se unen y trabajan con todos los grupos terroristas enumerados en la Lista de Sanciones contra Al-Qaida de la resolución 1267, y debe incluir una exposición oral ante el Comité y un informe del Comité al Consejo de Seguridad en la próxima sesión informativa periódica sobre la lucha contra el terrorismo en relación con los que operan en África.",1
"2204","En julio de 2009 se celebrará un taller para los Estados miembros de la Comunidad del Caribe sobre la redacción de respuestas a los tres comités del Consejo de Seguridad que se ocupan de la lucha contra el terrorismo.",1
"2205","Además, el equipo de Darfur Occidental visitó campos de refugiados en Chad y el equipo de Darfur Meridional visitó el Centro de Detención de Seguridad Nacional de Nyala.",0
"2206","Los recientes acontecimientos en varios Estados de la subregión han ido acompañados de cambios en las estructuras de seguridad.",1
"2207","405. Incluso en situaciones en que un Estado ha suspendido legalmente ciertas disposiciones del Pacto, la prohibición de la detención no reconocida, la toma de rehenes o los secuestros es absoluta.",1
"2208","El 5 de noviembre, el Consejo celebró consultas sobre la República Árabe Siria y fue informado, mediante videoconferencia desde Beirut, por la Asesora Especial del Secretario General, Sigrid Kaag, sobre la aplicación de la resolución 2118 (2013) y la eliminación del programa de armas químicas de la República Árabe Siria.",1
"2209","(b) Seguir reforzando la seguridad fronteriza en los puntos de entrada y a lo largo de las fronteras abiertas para prevenir y reprimir la circulación transfronteriza de cargamentos terroristas y armas/explosivos, así como de moneda e instrumentos negociables al portador, y aplicar los mejores códigos y normas internacionales establecidos por organismos especializados como la OACI, la OMI y la OMA;",1
"2210","VI. Prioridades para una nueva misión",0
"2211","La Fuerza sigue mejorando sus capacidades de control de multitudes y disturbios para estar mejor preparada para contrarrestar cualquier recrudecimiento de la violencia.",0
"2212","IX. Puntos de referencia 59. Los puntos de referencia identificados conjuntamente por las autoridades de Malí, la MINUSMA y el equipo de las Naciones Unidas en el país se centran en tres tareas prioritarias identificadas en la resolución 2164 (2014) del Consejo de Seguridad, a saber, la seguridad, la estabilización y la protección de los civiles; el apoyo al diálogo político nacional y la reconciliación nacional; y el apoyo al restablecimiento de la autoridad del Estado en todo el país, la reconstrucción del sector de la seguridad de Malí, la promoción y protección de los derechos humanos y la ayuda humanitaria.",1
"2213","Tomar nota de la información de la secretaría con respecto a la auditoría realizada por la Oficina de Servicios de Supervisión Interna de los pagos de indemnizaciones, categoría D Reclamaciones tardías palestinas y actividades de liquidación, el texto propuesto de la sección sobre la Comisión de Indemnización que se incluirá en el informe anual de 2005 de la Oficina de Servicios de Supervisión Interna, la participación del coordinador designado por esa Oficina en el ejercicio que está llevando a cabo la secretaría para identificar las posibles reclamaciones duplicadas de las categorías A y C, la solicitud por parte de la Junta de Auditores de las Naciones Unidas de comentarios sobre su proyecto de observaciones con respecto a sus visitas a Jordania y Kuwait en relación con los pagos, la solicitud por parte de la Junta de comentarios en respuesta a su proyecto de informe sobre el estado de la aplicación de las recomendaciones derivadas de su auditoría de los estados financieros de la Comisión para el bienio 2002-2003, y las comunicaciones que la Comisión ha mantenido con el Comité de Investigación Independiente; solicitar a la Secretaría que facilite información actualizada sobre esta cuestión en una futura reunión informal del Consejo de Gobierno; y mantener esta cuestión en el orden del día del Consejo de Gobierno.",1
"2214","Las tres entidades también pusieron en marcha un programa cuatrienal sobre investigaciones y enjuiciamientos eficaces en la lucha contra el terrorismo, respetando los derechos humanos y el Estado de Derecho en el Magreb.",1
"2215","El mandato del Grupo, establecido en el párrafo 29 de la resolución 1929 (2010), es el siguiente:",0
"2216","38. Debido a la estación de lluvias, la actividad de lucha contra las minas se suspendió en gran medida hasta finales de septiembre, cuando comenzó la aplicación de la estrategia de educación sobre el riesgo de las minas. El proyecto está financiado por la Agencia Australiana para el Desarrollo Internacional (AusAID).",1
"2217","El 23 de octubre de 1961, Camerún se adhirió a la Convención sobre el Estatuto de los Refugiados de 28 de julio de 1951.",0
"2218","Ambas resoluciones hacen hincapié en la responsabilidad de los Estados de investigar y procesar a los sospechosos de genocidio, crímenes de lesa humanidad y crímenes de guerra u otras violaciones graves del derecho internacional de los derechos humanos.",1
"2219","Aunque la mayor cooperación internacional en los frentes policial, de inteligencia y diplomático, y la mejora de los sistemas de control fronterizo en los Estados miembros han dificultado los viajes de los terroristas, la clave del éxito de la aplicación del régimen de sanciones es la cantidad de datos precisos que figuran en la Lista consolidada.",1
"2220","Los avances en este ámbito permitirán a los centros de seguridad pública de la República Srpska y a la administración policial del Ministerio del Interior de la Federación de Bosnia y Herzegovina funcionar con una metodología fiscal mejorada el próximo año.",1
"2221","La Unión Democrática y Popular de Costa de Marfil pide claridad y justicia en relación con estos abusos.",0
"2222","126. El Grupo investigó la cadena de suministro para la entrega de estos vehículos con el fin de determinar si los implicados tenían conocimiento previo de que el usuario final sería el Ministerio de Defensa de Costa de Marfil.",1
"2223","(h) Elaborar metodologías para mejorar la eficacia de la cooperación con los distintos Estados, las organizaciones subregionales, regionales e internacionales, los acuerdos multilaterales que se ocupan del control de las exportaciones y las entidades pertinentes del sistema de las Naciones Unidas, y evaluar el nivel de cooperación entre los Comités establecidos en virtud de las resoluciones 1540 (2004), 1267 (1999) y 1373 (2001), evaluando, en particular, el nivel de intercambio de información y de coordinación en las visitas a los países, y formular recomendaciones concretas, si procede, para mejorar la cooperación.",1
"2224","A celebrarse el jueves 8 de noviembre de 2012, a las 10.22 horas.",0
"2225","Reconociendo asimismo la recomendación coincidente de la Comisión de que es necesaria una asistencia internacional continuada para ayudar a las autoridades libanesas a llegar hasta el fondo de este acto terrorista, y que es esencial un esfuerzo sostenido por parte de la comunidad internacional para establecer una plataforma de asistencia y cooperación junto con las autoridades libanesas en el ámbito de la seguridad y la justicia,",1
"2226","65. El enjuiciamiento de las personas sospechosas de piratería y el castigo de los piratas condenados de conformidad con las resoluciones pertinentes del Consejo de Seguridad es un elemento disuasorio esencial para los posibles piratas, ya que demuestra que no pueden actuar con impunidad.",0
"2227","La situación de la seguridad, sin embargo, sigue siendo una preocupación real para todos, a pesar de la disminución de los acontecimientos relacionados con la seguridad en diciembre de 2011 y enero de 2012, en comparación con el período de dos meses anterior del año pasado.",0
"2228","Aunque la Iniciativa se concibió como respuesta al crecimiento del tráfico de drogas y de la delincuencia organizada transnacional en África Occidental, las unidades de delincuencia transnacional funcionarán como centros de fusión de las fuerzas del orden para apoyar la capacidad analítica y técnica nacional y regional de respuesta a las amenazas transnacionales.",1
"2229","7. Por supuesto, las Naciones Unidas no tienen el monopolio de la mediación.",0
"2230","Tras las dudas iniciales, el partido optó por resolver este reto dentro de la legalidad y de sus propios estatutos celebrando nuevas elecciones para sus delegados.",0
"2231","Junta de Protección Radiológica - Instrumento Legislativo de 1993 (LI 1559);",0
"2232","9. Seis casos se encuentran actualmente en fase de redacción de sentencia.",0
"2233","Por supuesto, la Comisión opina que todas las personas, incluidas las acusadas de delitos graves, deben ser consideradas inocentes hasta que se demuestre su culpabilidad tras un juicio justo.",1
"2234","Consulta y finalización del proyecto de constitución post-transición",0
"2235","El Gobierno de Malí puso inmediatamente la clínica en cuarentena, y las unidades de policía constituidas de la MINUSMA ayudaron a las autoridades malienses a garantizar la seguridad en torno a la clínica.",1
"2236","En zonas de crisis y en situaciones de posconflicto, las soluciones a la circulación excesiva de armas ligeras deben centrarse -además de en medidas básicas de reducción y control- en medios de vida alternativos y sostenibles, teniendo en cuenta los factores de género y edad.",1
"2237","Los supervisores de armas de la Misión de las Naciones Unidas en Nepal (UNMIN) registraron y supervisaron el almacenamiento de armas del ejército maoísta para vigilarlo las 24 horas del día.",1
"2238",":: Establecido por una resolución de la Asamblea General y puesto bajo la autoridad de la Asamblea.",0
"2239","Juntos, estos retos ejercen presión política sobre los gobiernos y tienen un impacto directo y peligroso en la paz, la seguridad y la estabilidad de los países afectados.",0
"2240","55. Para mejorar su apoyo logístico a los contingentes y a la policía desplegados en los entornos más difíciles de Malí, la Misión ha asignado personal civil de apoyo para facilitar la planificación logística y la presentación de informes de algunas unidades militares desplegadas en Kidal y Tessalit.",1
"2241","Por ejemplo, en 2009, Túnez modificó la Ley núm. 2003-75, que tipifica como delito la incitación a cometer actos terroristas, para separar la ""incitación al odio"" y la ""radicalización religiosa"" de los delitos de terrorismo.",1
"2242","En muchos sentidos, por tanto, fue un ejercicio de legislación.",0
"2243","4. Mediante su resolución 1521 (2003), el Consejo de Seguridad también creó un comité para supervisar la aplicación de las medidas. Asimismo, se creó un grupo de expertos encargado de proporcionar al Comité información sobre la aplicación de las medidas y los progresos realizados en el cumplimiento de las condiciones para el levantamiento de las sanciones.",1
"2244","En consecuencia, los observadores señalaron la necesidad de formar a abogados y personal judicial y encargado de hacer cumplir la ley, así como la importancia de establecer garantías creíbles de independencia frente a las presiones e intimidaciones que pudieran ejercer los miembros de los clanes y las comunidades étnicas.",1
"2245","En muchas zonas del país, sin embargo, no hay capacidad de detención ni tribunales en funcionamiento, lo que obliga a las fuerzas del orden a liberar a los presuntos autores peligrosos o a solicitar que los contingentes de la MONUC confinen a los sospechosos por razones de seguridad y protección de la población civil.",0
"2246","642. La conclusión de que las autoridades gubernamentales, directamente o a través de las milicias bajo su control, no han perseguido ni aplicado una política genocida en Darfur, no debe interpretarse en modo alguno como un menoscabo de la gravedad de los crímenes perpetrados en esa región.",0
"2247","La mayoría de los Estados tienen poca capacidad para congelar fondos y activos vinculados al terrorismo, aunque algunos han avanzado en este ámbito.",1
"2248","12. Tras destacar los progresos realizados en la reforma del poder judicial, en particular con vistas a la creación del Tribunal Constitucional, el Tribunal de Casación y el Conseil d'Etat previstos en la Constitución, el Ministro de Justicia subrayó la importancia de crear tribunales en cada uno de los 145 territorios para restablecer eficazmente la autoridad del Estado y resolver los litigios a nivel local.",1
"2249","Además, las fuerzas de seguridad sirias han seguido llevando a cabo operaciones a lo largo de la frontera sirio-libanesa, parte de la cual ha sido minada en los últimos meses.",0
"2250","Se descubrieron 32 restos, presumiblemente de militares iraquíes, algunos de ellos con placas de identificación. Serán entregados a las autoridades iraquíes una vez concluidos los trámites necesarios.",1
"2251","(e) La reunión inaugural del Grupo Internacional de Contacto sobre Libia, que se celebrará en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos emprendidos por los países vecinos y el Representante Especial del Secretario General para Libia para crear condiciones propicias al diálogo entre todas las partes libias, con excepción de los grupos terroristas conocidos.",0
"2252","En segundo lugar, incluso en la búsqueda de la paz en medio de un conflicto, deben respetarse las normas fundamentales de los derechos humanos y el derecho humanitario.",1
"2253","""El Consejo de Seguridad renueva su llamamiento al Gobierno de la República Centroafricana para que reanude los esfuerzos de reforma de las instituciones del sector de la seguridad, que es un elemento crucial del proceso de consolidación de la paz en la República Centroafricana, y para que haga frente a la impunidad generalizada, promueva el Estado de derecho y aumente el respeto de los derechos humanos.",0
"2254","Además, el Grupo de Expertos sobre la República Democrática del Congo recomendó que el Comité del Consejo de Seguridad establecido en virtud de la resolución 1533 (2004) informara sin demora al Grupo y a la Misión de las Naciones Unidas en la República Democrática del Congo (MONUC) de las notificaciones que recibiera de los Estados que suministraran armas a la República Democrática del Congo en virtud de las exenciones del embargo de armas (S/2008/43), y que el Gobierno de la República Democrática del Congo informara a la MONUC de los envíos de armas que recibiera.",1
"2255","7. La KFOR prosigue sus operaciones de prevención de la violencia étnica y protección de lugares patrimoniales, y se mantiene vigilante para disuadir de posibles amenazas dirigidas contra organizaciones internacionales y bases militares.",1
"2256","84. Según otro alto mando, la mayoría de los reclutas de las PDF llegan ""bien versados en armas de fuego y son duros y están en forma"", pero ""necesitan formación en disciplina"". Señaló que los uniformes, las armas y la munición no siempre eran devueltos por los reclutas tras la desmovilización, y que en ocasiones las armas y la munición se distribuían a través de los líderes tribales para garantizar su devolución tras la desmovilización.",1
"2257","Además, los documentos metodológicos no proporcionaron ninguna orientación al respecto.",0
"2258","63. A fin de facilitar la movilización y coordinación de la asistencia financiera en apoyo de la aplicación de los procesos previstos en el Acuerdo de Uagadugú, el Programa de las Naciones Unidas para el Desarrollo ha establecido dos fondos fiduciarios. El primero, en apoyo de los programas de recuperación, ha recibido contribuciones por valor de 8,4 millones de dólares, y se han prometido otros 12,4 millones de dólares.",1
"2259","Aunque Al-Shabaab no forma parte formalmente de Al-Qaeda, Usamah bin Ladin y Aiman al-Zawahiri (QI.A.6.01) han manifestado un gran interés por los acontecimientos en Somalia, convirtiéndola en uno de los puntos de reunión de reclutas de todo el mundo para recibir adiestramiento y adoctrinamiento paramilitar.",0
"2260","Reconoce los efectos perjudiciales de la proliferación de armas, en particular de armas pequeñas, sobre la seguridad de los civiles al alimentar los conflictos armados, alienta [a la misión] a que prosiga sus esfuerzos para prestar asistencia al Gobierno de [la zona afectada] en relación con el proceso de desarme civil, en particular reforzando la capacidad de las autoridades locales para disuadir los conflictos intercomunales y supervisando las iniciativas de desarme civil forzoso en un esfuerzo por evitar operaciones de desarme que podrían exacerbar la inseguridad en [la zona afectada].",1
"2261","(ii) Desarme, utilizando todos los medios necesarios, de todos los grupos armados y milicias en el este de la República Democrática del Congo;",1
"2262","El número de casos puede ser muy superior.",0
"2263","Este comercio es relativamente fácil de controlar, ya que hasta hace muy poco el acceso a Walikale se realizaba exclusivamente por vía aérea.",0
"2264","Habiéndose reunido en Argel, a instancias de Argelia, para seguir acercando las posiciones de los movimientos armados del norte de Malí con el fin de crear todas las condiciones para el éxito de las futuras negociaciones con el Gobierno de Malí;",1
"2265","Carta de fecha 14 de octubre de 2005 dirigida al Secretario General por el Secretario General y Alto Representante de la Política Exterior y de Seguridad Común de la Unión Europea De conformidad con lo dispuesto en la resolución 1575 (2004) del Consejo de Seguridad, adjunto el tercer informe trimestral sobre las actividades de la misión militar de la Unión Europea en Bosnia y Herzegovina (EUFOR).",1
"2266","4. El Comité se creó en virtud de la resolución 1518 (2003) del Consejo de Seguridad, de 24 de noviembre de 2003, para seguir identificando, de conformidad con los párrafos 19 y 23 de la resolución 1483 (2003), a las personas y entidades cuyos fondos, otros activos financieros y recursos económicos deban congelarse y transferirse al Fondo de Desarrollo para Iraq.",1
"2267","485. Es decepcionante que los comités se limitaran al delito de violación y no tramitaran los casos en los que se denunciaron otras formas de abuso sexual, incluida la tentativa de violación.",0
"2268","a) proveedores de servicios financieros o de servicios financieros auxiliares,",0
"2269","A pesar de los indicios de fortalecimiento de los mecanismos disciplinarios internos de la policía nacional, se avanzó lentamente en el enjuiciamiento de los miembros de los servicios de seguridad responsables de violaciones a través de los tribunales.",1
"2270","Por ejemplo, la identificación sensible de la población es un proceso a largo plazo que continuará más allá de las elecciones, al igual que la reintegración de los excombatientes, la reforma del sector de la seguridad, la resolución de los problemas de tenencia de la tierra, la promoción de una gobernanza económica sólida, la protección de los derechos humanos, la cicatrización de las heridas del conflicto y el tratamiento de las causas profundas de la crisis.",1
"2271","¿Ha establecido Malasia dispositivos de detección y control de radiaciones en los puntos de entrada, como monitores de portal y localizadores de radiaciones?",0
"2272","Partiendo de lo anterior, el Ministerio de Asuntos Exteriores de Georgia sostiene que la retirada de la Federación Rusa de la decisión de 19 de enero de 1996 del Consejo de Jefes de Estado de la CEI crea una grave amenaza de desestabilización, altera sustancialmente la situación en torno al conflicto y socava el marco jurídico, que determina el formato de paz de la CEI en la zona de conflicto.",0
"2273","En general, los peticionarios llevaban uniformes de las F-FDTL. Iban desarmados.",0
"2274","g) Suministros de almacén y otros equipos - 1.082.749 USD.",0
"2275","Ésta sigue siendo una de las principales vías por las que las fuerzas negativas acceden a las armas y pueden reorganizarse.",0
"2276","11. El Grupo de Trabajo 3 del Grupo de Contacto sobre la piratería frente a las costas de Somalia presentó a la OMI directrices provisionales sobre las medidas relativas al bienestar de la gente de mar y sus familias afectadas por la piratería frente a las costas de Somalia, a fin de que pudieran utilizarse como marco de referencia para tratar el bienestar de la gente de mar afectada por la piratería en otras partes del mundo.",1
"2277","Alegatos finales en abril de 2010. Fallo previsto en octubre de 2010.",0
"2278","A este respecto, expresamos nuestra plena disposición, en consulta con las Naciones Unidas, a contribuir al refuerzo de la MINUSMA, en particular mediante el establecimiento en el seno de la MINUSMA de una fuerza de intervención rápida dotada de normas de intervención y medios sólidos, siguiendo el modelo de la brigada de intervención de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo (MONUSCO), que se desplegará desde el interior de los países contribuyentes en el norte de Malí para contribuir a la lucha contra los grupos terroristas y criminales armados y facilitar la culminación con éxito de los esfuerzos de estabilización en esa parte del país.",1
"2279","(a) Pago o socorro a terceros",0
"2280","Esto ha provocado graves tensiones con las comunidades locales, así como amenazas contra la MONUC por parte de algunos antiguos mandos militares del CNDP, ahora integrados en las FARDC.",0
"2281","Hubo informes de discusiones entre posibles manifestantes y las fuerzas de seguridad, en algunos casos cara a cara.",1
"2282","Liberia sigue sin disponer de servicios públicos de electricidad o agua, ni siquiera en la capital, Monrovia.",0
"2283","Somalia vivía un momento de cambio y optimismo sin precedentes, y era importante aprovechar la oportunidad.",0
"2284","59. Algunos Estados de esta región aplican la Estrategia de la Unión Europea de 2005 para la Lucha contra la Radicalización y la Captación de Terroristas, cuyo objetivo es ""desarticular las actividades de las redes y los individuos que atraen a las personas hacia el terrorismo; garantizar que las voces de la opinión dominante prevalezcan sobre las del extremismo; [y] promover con mayor vigor la seguridad, la justicia, la democracia y las oportunidades para todos"".",1
"2285","2. Decide que las personas anteriormente designadas como talibanes, y otras personas, grupos, empresas y entidades asociados con ellos, cuyos nombres figuraban en la sección A (""Personas asociadas con los talibanes"") y la sección B (""Entidades y otros grupos y empresas asociados con los talibanes"") de la Lista consolidada mantenida por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas en la fecha de aprobación de la presente resolución dejarán de formar parte de la Lista consolidada, sino que en lo sucesivo formarán parte de la Lista descrita en el párrafo 1, y decide además que todos los Estados adopten las medidas enunciadas en el párrafo 1 contra esas personas, grupos, empresas y entidades incluidos en la Lista;",1
"2286","En este sentido, el Gobierno de Transición debe demostrar su compromiso de colaborar estrechamente con sus socios internacionales para establecer un mecanismo que garantice una gestión saneada, transparente y responsable de las finanzas públicas y hacer frente eficazmente a la corrupción.",1
"2287","En Indonesia, Jemaah Islamiyah parece haber abandonado los artefactos explosivos improvisados de gran tamaño, transportados en vehículos y compuestos por explosivos comerciales o improvisados (clorato potásico, azufre y polvo de aluminio combinados con un cebo como el TNT), como los utilizados en el primer atentado de Bali en octubre de 2002, para adoptar un enfoque más selectivo en el que los individuos llevan bombas más pequeñas a la zona objetivo, como se vio en los segundos atentados de Bali en octubre de 2005.",0
"2288","195. Reconociendo la importancia de la subregión como zona de ""tránsito"", la mayoría de los Estados han introducido legislación en materia de asilo, circulación de viajeros y prevención y represión de la circulación transfronteriza de terroristas.",1
"2289","También se ha seguido trabajando en la elaboración de un marco jurídico provisional, que definiría una autonomía sustancial y sentaría las bases para la celebración de elecciones centrales.",1
"2290","Nuestra política de compromiso proactivo tiene como objetivos a largo plazo sacar a la sociedad abjasia del aislamiento, exponerla a los valores y creencias democráticos, reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a regresar a sus hogares, independientemente de su origen étnico, establecer un entorno de confianza y respeto mutuo.",1
"2291","11. El Gobierno o las instituciones del Estado han emprendido o tienen previsto emprender otras investigaciones. Entre ellas figuran una investigación de una comisión parlamentaria, una investigación del Ministerio de Derechos Humanos y una investigación del Ministerio de Justicia a través de una comisión nacional que debería crearse en breve.",1
"2292","Uno de los soldados cogió al niño y lo tiró a un lado de la carretera.",0
"2293","La KFOR y la policía de la UNMIK cooperaron en la gestión de la seguridad de grandes acontecimientos públicos, contrarrestando la violencia política y proporcionando medidas especiales de seguridad a las comunidades minoritarias amenazadas.",1
"2294","Los avances con respecto a la petición del Presidente Kabila de que la MONUSCO preste asistencia para la formación, el equipamiento y el acuartelamiento de 20 unidades de policía, o para el equipamiento de tres batallones de policía militar, siguen siendo limitados debido a la falta de apoyo complementario por parte de los donantes para proporcionar el equipamiento básico necesario (véase S/2010/164).",1
"2295","""El Consejo de Seguridad subraya que el RCD-Goma deberá responder de cualquier ejecución extrajudicial, incluso entre miembros de la sociedad civil o detenidos en los centros de detención del RCD en Kisangani.",0
"2296","Señala que el Departamento de Operaciones de Mantenimiento de la Paz ha enviado una misión de investigación a Chad y la República Centroafricana para evaluar cómo podrían ayudar las Naciones Unidas a estos países a hacer frente a la inestabilidad actual.",1
"2297","Se celebrará el viernes 9 de febrero de 2001, a las 12.55 horas.",0
"2298","Dicha ayuda debe ir encaminada a establecer una autoridad trinacional que asuma la responsabilidad de supervisar y hacer cumplir las normas y reglamentos que se acuerden y establezcan para el bienestar de la población de más de un millón de habitantes que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional.",1
"2299","No obstante, el Partido Socialdemócrata del Viceprimer Ministro ha indicado públicamente que no se retiraría de la coalición AMP para no poner en peligro la estabilidad del Gobierno.",0
"2300","81. El Equipo cree que, según las circunstancias, hay varias formas potencialmente eficaces de impedir el uso indebido de los activos de una entidad sospechosa (pero que no cotiza en bolsa), por ejemplo, apartando a las personas sospechosas de haber cometido irregularidades, o a las que figuran en la Lista consolidada, de los puestos de control o influencia; prohibiendo la transferencia, venta u otra enajenación de sus participaciones; y prohibiendo a las entidades hacer cualquier transferencia de activos a esas personas, ya sea en su calidad de propietarios o directores.",1
"2301","Ha descrito la situación en la escena del crimen como un caos.",0
"2302","operadores postales en relación con la prestación de servicios postales,",0
"2303","En el apartado d) del párrafo 3 de su resolución 1587 (2005), el Consejo de Seguridad pidió al Grupo de Supervisión que siguiera perfeccionando y actualizando la información sobre el proyecto de lista de personas y entidades que violan las medidas aplicadas por los Estados Miembros de conformidad con la resolución 733 (1992), dentro y fuera de Somalia, y de quienes las apoyan activamente, a los efectos de posibles medidas futuras del Consejo, y que presentara esa información al Comité establecido en virtud de la resolución 751 (1992) cuando éste lo considerara apropiado.",0
"2304","Si los bancos son demasiado proscriptivos a la hora de decidir qué examinar como posible caso de financiación del terrorismo, es tan probable que pasen por alto el uso de nuevos métodos como que descubran el uso de los antiguos.",1
"2305","2. La situación en Oriente Medio (18 de julio de 1960; 21 de octubre de 2011).",0
"2306","19. En cuanto a la prohibición de viajar, en virtud del párrafo 10 de la resolución 1807 (2008), el Consejo estableció exenciones para los viajes por motivos humanitarios, incluidas las obligaciones religiosas, para promover la paz y la reconciliación nacional y la estabilidad en la región y para el tránsito de personas que regresen al territorio del Estado de su nacionalidad o participen en los esfuerzos para llevar ante la justicia a los autores de violaciones graves de los derechos humanos o del derecho internacional humanitario.",1
"2307","Decide que el mandato de [la Misión] se refuerce y actualice como sigue Promoción y protección de los derechos humanos: -- Ayudar a reforzar las capacidades del sistema judicial, incluidos los mecanismos de justicia de transición, y de las instituciones nacionales de derechos humanos, y prestar asistencia a los esfuerzos de reconciliación nacional;",1
"2308","Han elegido varios puntos geográficos para llevar a cabo operaciones militares, planeando arrebatárselos a la oposición. Entre estos lugares se encuentran Baidoa, Marka y Mogadiscio.",0
"2309","En julio de 2013 se hundió por el mal tiempo cerca de la costa somalí tras un fallo mecánico, y desde entonces los piratas retienen en tierra a los tripulantes supervivientes.",0
"2310","También hace hincapié en la prohibición y el bloqueo de sitios de Internet que contengan material extremista y en la regulación de los problemas en este campo.",0
"2311","Se han suministrado, o se están suministrando, sistemas de vigilancia marítima costera y sistemas de comunicaciones a Kenia, Mozambique, Seychelles y la República Unida de Tanzania para proporcionar una imagen compartida del dominio marítimo.",1
"2312","50. Por consiguiente, el Comité decidió mantener en la Lista, hasta que se disponga de la documentación necesaria, los nombres de 45 personas cuyo fallecimiento ya figura en la Lista o ha sido comunicado al Comité por al menos un Estado miembro.",1
"2313","En junio, con fines similares, viajó junto con Gaspar Jiménez Escobedo a Colombia.",0
"2314","Actuando por estos motivos en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"2315","Según otro participante, formar parte del Consejo fue una experiencia vital única y vívida que alteró la forma de ver el mundo.",0
"2316","La situación en Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 4 de febrero de 2008)",0
"2317","VII. Equipo conjunto de inspección de la UNMOVIC en Mosul",0
"2318","Durante este periodo se reforzó la base de apoyo de la Comisión y se instalaron nuevos programas informáticos que hicieron más operativa la base de datos.",1
