"","ar_en_GOOGLE","VerCoop"
"1756","43 - Following the publication of ISO 28007 regarding guidelines for private maritime security companies providing privately contracted armed security personnel on board ships, a private maritime security company can now be declared compliant with this voluntary standard. In order to facilitate uniform international implementation.",0
"1757","MINUSMA will embark on a process of revising the mission concept in early 2015, which will be guided by a review of complementary concepts for the military, police and support components that detail and support the implementation of the mission concept.",1
"1758","The European Union&#39;s decision to start negotiations with Serbia and Montenegro on the Stabilization and Association Agreement represents an important step in this regard.",1
"1759","Member of Sher Muhammad Abbas Estanjazi Badshah Khan (TI.S.67.01)",0
"1760","Both parties commit to the immediate release and reintegration of children associated with the armed forces.",0
"1761","This plan outlines six basic tasks for my office:",0
"1762","The situation in Côte d&#39;Ivoire",0
"1763","In December 2005, Vanuatu deposited its instrument of accession to the United Nations Convention against Transnational Organized Crime (Palermo Convention).",0
"1764","Reiterating the commitment of Member States to prevent and suppress the financing of terrorist acts, and to criminalize the intentional provision or collection of funds by their nationals or in their territory, by any means, directly or indirectly, with the intention of using those funds, or with the knowledge that they will be used, to carry out terrorist acts,",1
"1765","The Council considers activities aimed at strengthening the rule of law to be extremely important in peacebuilding strategies in post-conflict societies, and emphasizes the role of the Peacebuilding Commission in this regard.",1
"1766","This could mean strengthening powers in specific areas such as the police, judiciary, education, culture, media and economy. This could enable the establishment of horizontal links between municipalities where Kosovo Serbs constitute the majority of the population.",1
"1767","Intravenous solutions were provided to 3,333 people in Raqqa city.",0
"1768","Once the status is determined, the European Union is expected to play a more prominent role, particularly in the areas of police and justice and in monitoring and supporting the standards process.",1
"1769","50 - Recalls its decision that when a State that requested inclusion on the List submits a request to remove a name from the List, the requirement for States to take the measures set out in paragraph 1 of this resolution with respect to the individual, group, institution or entity in question expires after sixty days, unless The Committee has not decided by consensus before the expiry of that sixty-day period that those measures remain in force in relation to the individual, group, entity or institution; Provided that, in the event that no consensus is reached, the President shall, at the request of a member of the Committee, submit the issue of a decision on the delisting of the individual, group, institution or entity to the Security Council for decision within a period of sixty days; It should also be taken into account, in the event of such a request, that the requirement for States to take the measures set out in paragraph 1 of this resolution remains in effect during that period with respect to the individual, group, institution or entity until the Security Council decides on the matter;",0
"1770","Press release issued by the Government of Eritrea",0
"1771","63. Significant concerns remain regarding restrictions on freedom of expression.",0
"1772","âThe Security Council reaffirms that terrorism in all its forms and manifestations is one of the most serious threats to international peace and security, and that any terrorist acts are criminal acts that have no justification, regardless of their motives, wherever or whenever they are committed, and whoever commits them.",1
"1773","79. The coming months will see further job cuts.",0
"1774","However, detainees were subjected to serious attacks on their lives and physical integrity.",0
"1775","Calling on parties to the armed conflict to take appropriate measures to respect and ensure respect for international humanitarian law and international human rights law, including by:",1
"1776","The Committee is deeply disturbed by the fact that attacks on villages, killing of civilians, rape, looting and forced displacement all continued during the Committee&#39;s mandate. The Committee believes that urgent action should be taken to stop these violations.",0
"1777","There is no doubt that all of these measures had an impact in raising awareness, developing common understanding, and confronting the dangers and threats of incitement.",1
"1778","57. The purpose of the visit was to: review progress made in implementing the action plan signed between the Government and the United Nations country team on monitoring and reporting on 4 October 2012; Discussing the conclusions adopted on 19 September 2014 on children and armed conflict in the Democratic Republic of the Congo; Communicate with relevant ministries, other government officials, child protection agencies, non-governmental organizations and children formerly associated with armed groups, and directly monitor the situation of children affected by the armed conflict in the Democratic Republic of the Congo, with particular attention to the efforts of the Armed Forces of the Democratic Republic of the Congo to comply. of their obligations and remaining challenges, including those relating to non-State actors included in the annual report of the Secretary-General; and assess the challenges and opportunities for the reintegration of children associated with armed forces and groups in the Democratic Republic of the Congo.",1
"1779","As for air freight and other means of transportation, customs does not have arrangements to obtain advance notification of shipments.",0
"1780","We have made contact with many of its officials at various levels to urge them to take firm and immediate steps to disarm these terrorists, arrest them, and hand them over to the United Nations Mission in the Democratic Republic of the Congo to stand trial for the crimes against humanity they have committed over the years.",1
"1781","This is the first time that the budget has exceeded one billion euros.",0
"1782","Satellite images of the test stand on the West Coast showing engine tests being carried out",0
"1783",":: There is a need for greater consistency in the establishment of fact-finding mechanisms and their mandates.",1
"1784","In addition, the Caucasus region includes landlocked countries and oil-producing countries.",0
"1785","The Council reaffirms the importance of meeting women&#39;s needs in peacebuilding and their participation in developing and implementing post-conflict strategies.",1
"1786","3 - Over the past six months, the worsening crisis taking place in the Syrian Arab Republic has continued to affect Lebanon in a way that intensifies political polarization and concern that the unrest taking place in the Syrian Arab Republic will have negative repercussions on Lebanonâs stability.",0
"1787","Support women&#39;s organizations in communities where peacekeepers are deployed, in order to raise awareness of HIV/AIDS and strengthen community prevention strategies.",1
"1788","Instead, states must establish a clear, complete and consistent legal framework that defines terrorist acts as serious criminal offences, criminalizes such acts according to their seriousness, and assists courts in bringing terrorists to justice.",1
"1789","The team documented three main sources of revenue leakage: loss of customs duties, loss of tax revenue on oil imports, and loss of revenue from iron ore sales.",0
"1790","âIn the context of the expiration of the Missionâs mandate on 31 December 2010, the Security Council commends the Missionâs contribution to the security it has provided, without prejudice to the primary responsibility of the Government of Chad, for refugees, internally displaced persons and humanitarian workers in eastern Chad, and its efforts to strengthen the capacity of Chad&#39;s Integrated Security Detachment.",1
"1791","Member States are requested to limit their interventions to five minutes.",1
"1792","It may be too late to do so, but delaying action is better than no action.",0
"1793","11 - Mentioned in Paragraph No. (109)",0
"1794","The Committee, for its part, will need to continue to promote a broader understanding that the sanctions regime belongs to States, and work to provide real support to States&#39; efforts at the national level to address the threats of Al-Qaida and the Taliban.",0
"1795","The funds are defined in the bill as follows:",0
"1796","5. During informal consultations on 5 May, the Committee met with the newly established group of experts.",1
"1797","Sixth - Priorities of the new mission",0
"1798","Members of the rebel groups were named as suspects of engaging in a common criminal trend to commit international crimes and as persons potentially responsible for failing to prevent or suppress the commission of crimes committed by the rebels, despite their knowledge of them.",0
"1799","They can be found on INTERPOL&#39;s website, and can be printed and distributed, in conjunction with other information for law enforcement purposes, at border posts without Internet access.",0
"1800","Emphasizing the importance of humanitarian aid operations, and condemning all acts or threats of violence against United Nations personnel and humanitarian actors, and any politicization of humanitarian assistance by the Taliban and associated groups or individuals,",1
"1801","When discussing the role of the Council President, several participants acknowledged the need to avoid two âtrapsâ: first, to follow a national agenda to direct the Council towards specific interests; Second, adopting a leadership style that exaggerates isolation and adherence to formalities.",1
"1802","21 - In light of the concerns mentioned above, and the continued presence and activities of militias in Lebanon, improving the management and control of Lebanonâs land borders is crucial to preventing the illicit flow of weapons to armed groups.",0
"1803","The Security Council looks forward to hearing more details on the proposals of the Special Representative of the Secretary-General.",0
"1804","74. Within the current program of work, significant progress has been made in raising awareness among parliamentarians through two activities organized in Geneva with the participation of the Inter-Parliamentary Union, and in Saint Petersburg, Russian Federation, with the participation of parliamentarians from the CIS countries.",1
"1805","âThe Security Council requests the Secretary-General to support efforts to mobilize the necessary resources for the implementation of the outcomes of the YaoundÃ© Summit, and to strengthen national and regional capacities, in close consultation with the States of the Gulf of Guinea, relevant regional organizations and other United Nations entities.",1
"1806","The next crucial stage leading up to the elections will include the nomination of candidates, the political campaign and the preparation of electoral materials.",0
"1807","13 - Encourages the Member States of the United Nations to cooperate to resolve all outstanding issues until they adopt by consensus the draft Comprehensive Convention on International Terrorism and the draft International Convention for the Suppression of Acts of Nuclear Terrorism;",1
"1808","âThe Security Council calls on all parties to armed conflicts to comply with their obligations under international humanitarian law to respect and protect medical facilities and personnel and to refrain from attacking them, provided that they do not undertake any action that adversely affects their status as civilians, as well as the use of medical infrastructure in combat.",1
"1809","We also agreed that the parties should reconvene the genuine dialogue that they have demonstrated is needed, and begin, without delay, to dismantle militias, disarm, demobilize and reintegrate combatants, and hold free, fair and credible elections.",1
"1810","16. On 24 March, the Council of Ministers approved the National Communications Policy, which clarifies the Government&#39;s position on media development.",1
"1811","They said that, after the fighting, there were many bodies of government soldiers and movement soldiers buried together in a common grave.",0
"1812","Welcoming the role played by the African Union in efforts to resolve conflicts on the African continent, and expressing its support for the peace initiatives undertaken by the African Union, which are conducted through subregional organizations,",1
"1813","Reuter&#39;s article dated February 5, 1999",0
"1814","âIn this regard, the Security Council welcomes the news issued on 1 May 2011 that Osama bin Laden will never again be able to commit such terrorist acts, and reaffirms that terrorism cannot and should not be linked to any religion, nationality, civilization or group.â .",1
"1815","We believe that the appointment of a special envoy, whatever the name given to him or the rationale given to him, can only be tantamount to establishing a ânew mechanism.â",1
"1816","24. Directs the Executive Directorate to strengthen cooperation with the commissions entrusted with mandates established pursuant to resolutions 1267 (1999), 1989 (2011), 1988 (2011), 1373 (2001) and 1540 (2004) and with their respective expert groups;",1
"1817","The Office will organize a national workshop on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption in Namibia in March 2014.",1
"1818","2- Public services expenses (2,237,549,063 Saudi riyals)",0
"1819","However, he believed - and another speaker agreed - that Council initiatives should do more than create coherence in their subsidiary bodies and aim for system-wide coherence within the United Nations when important issues, such as the fight against terrorism, were at stake.",1
"1820","The company did not respond to the notification under Article 15.",0
"1821","43 - Recalls its decision that the requirement of States to take the measures set out in paragraph 1 of this resolution shall terminate in relation to any individual, group, institution or entity sixty days after the Committee has completed its consideration of the comprehensive report submitted by the Ombudsman, in accordance with annex II of This resolution, including paragraph 7 (h) thereof, recommends that the Committee consider delisting, unless the Committee decides by consensus before the expiry of that sixty-day period that such claim remains valid in respect of the individual, group, entity or The institution under consideration; Provided that, in the event that no consensus is reached, the President shall, at the request of a member of the Committee, submit the issue of a decision on whether to submit the name of the individual, group, institution or entity to the Security Council for a decision within a period of sixty days; It should also be taken into account, in the event of such a request, that the requirement for States to take the measures set out in paragraph 1 of this resolution remains in effect during that period with respect to the individual, group, institution or entity until the Security Council decides on the matter;",0
"1822","The Office welcomed these ongoing activities related to the exchange of experiences and best practices in the field of reparation for victims, and it encourages other countries to continue on this path.",1
"1823","While the Government of Iraq affirms its respect for its obligations under the United Nations Security Council resolutions and its pursuit of peaceful policies and living in peace with its neighbors in a way that contributes to the security and stability of the region, the Government of Iraq looks forward to the Security Councilâs recognition of the great and positive developments that have been achieved in Iraq, and that the situation in Iraq is completely different. Essentially, the situation that existed when the Security Council adopted Resolution 661 (1990) and that the time has come for Iraq to regain its legal and international status that prevailed before the Security Council adopted the aforementioned resolution and the subsequent sanctions imposed on it under Chapter VII of the Charter of the United Nations.",1
"1824","The young men did not know who Inza was, and did not reveal whether they had participated in the march.",0
"1825","The Security Council recognizes the need for humanitarian agencies to continue engaging with all parties to armed conflicts for humanitarian purposes, including activities aimed at ensuring respect for international humanitarian law.",1
"1826","Ambassador Adam Thompson (United Kingdom of Great Britain and Northern Ireland)",0
"1827","At the time of writing, the Anti-Corruption Unit has the capacity to investigate cases.",0
"1828","Taking into account also the content of Resolution 1325 on Women, Peace and Security and Resolution 1379 on Children in Armed Conflict; It welcomes the regional workshops and encourages Member States to provide them with operational and financial support. The Security Council requests the Secretary-General to submit by June 2004 his next report on the protection of civilians in armed conflict, which should include information on the implementation of previously adopted Security Council resolutions on this subject And any other issue he would like to inform the Council of.",1
"1829","The Security Council notes the efforts made by the League of Arab States to contribute to collective efforts aimed at resolving conflicts in the Middle East through peaceful means, in addition to strengthening international responses to the transformations taking place in the region, and encourages it to continue making these efforts, reaffirming its strong commitment to the sovereignty and independence of the countries of the region. Its unity and territorial integrity, and the purposes and principles of the Charter.",1
"1830","&#39;&#39;The Security Council reiterates that States are obligated to prevent the supply of weapons and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts necessary for the aforementioned, to the Islamic State in Iraq and the Levant and the Al-Nusra Front. and other individuals, groups, institutions and entities associated with Al-Qaeda, from its territory or by its nationals outside its territory, or using its aircraft or ships flying its flag, and preventing the provision of technical advice, assistance or training in relation to military activities. The Council also reiterates its calls for States to find ways to ensure To intensify and accelerate the exchange of practical information related to arms trafficking and enhance coordination in efforts made at the national, subregional, regional and international levels.",0
"1831","The Committee also supported the recommendation that information requests should be redirected to States in which the listed individual or entity operates or seeks to operate, without imposing a heavy additional reporting burden on such States.",1
"1832","(e) Bahrain and Qatar 69-70 21",0
"1833","Basra, Artawi, Al-Busiyah, Al-Salman, Al-Jaliba, Ashbaja, Qalaat Saleh, Al-Lasaf, Al-Qurnah, Al-Amarah, Al-Nasiriyah, Safwan, Al-Shinafiya, Al-Mishkhab, Al-Nukhayb.",0
"1834","23. Requests the Committee to circulate to the Council a list of States that had not submitted reports by 31 March 2004 pursuant to paragraph 6 of resolution 1455 (2003), including an analytical summary of the reasons given by States for non-submission of reports;",1
"1835","Deepening refugee womenâs awareness of their rights and the legal options available to them, and supporting those rights and options.",1
"1836","Mr. Monteiro stepped down from his position last month.",0
"1837","Each of these chairpersons shall have a deputy (see Appendix B).",0
"1838","Recalling the responsibilities of States to end impunity and prosecute those responsible for genocide, crimes against humanity, war crimes and other heinous crimes against civilians, and noting with concern, in this regard, that only a limited number of perpetrators of acts of sexual violence have been brought to justice At the same time, while recognizing that national justice systems can be significantly weak in conflict and post-conflict situations,",1
"1839","We are disappointed, Mr. President, that despite your efforts and the efforts of many others, the Council was unable to condemn that brutal terrorist attack.",0
"1840","The Council unanimously adopted Resolution 2185 (2014), the first Council resolution dedicated to policing issues. The resolution included a number of practical measures aimed at increasing the effectiveness of the United Nationsâ work in the field of policing.",1
"1841","As we have always emphasized, that position does not involve pre-judging the essence of the issue; Rather, it is a firm call to give both justice and the political process a chance.",0
"1842","On November 8, 2014, regime forces targeted the city of Sheikh Miskin, killing five people, including two children and two women.",0
"1843","Decides to adopt the attached declaration on global efforts to combat terrorism.",1
"1844","2 - The situation in the Middle East.",0
"1845","This will help facilitate arrangements for the pretrial detention, trial and post-conviction treatment of high-risk criminals, in accordance with international human rights standards.",1
"1846","It is not entirely clear what equipment was inspected.",0
"1847",":: Nermin Madin Al Rajeh, 4 years old",0
"1848","E. Accommodation for international staff",0
"1849","(a) Review criminal laws in order to ensure that offenses are properly criminalized in each of the identified categories, and enact legislative provisions to combat terrorism, as appropriate;",1
"1850","It is also noteworthy that other senior Lebanese representatives, such as former Prime Minister Najib Mikati, have declared that âthere should not be any weapons either inside or outside the camps.â",0
"1851","229- The Committee recommends the establishment of strong and independent oversight mechanisms in the police and the army.",1
"1852","Since the United Nations, for most purposes, needs to deliver a single common message on counter-terrorism, it is appropriate for the Task Force to take the lead in this regard, but the Executive Directorate will also need to maintain its declaredly independent character and ensure transparency regarding its actions, according to Requirement.",1
"1853","Due to the lack of infrastructure in the country, a mechanism may need to be provided to facilitate the management and distribution of this support.",1
"1854","Saudi Arabia multiplied the alleged loss in production per hectare by the total hectares to obtain a total loss of approximately 6,124 tons.",0
"1855","On May 13, 2012, Iran produced about 1,500 kg of natural uranium in the form of uranium dioxide.",0
"1856","I also propose to the Security Council to authorize the Secretary-General to provide any assistance he deems necessary to the tripartite commission established by the sister governments of Honduras, El Salvador and Nicaragua, in order to allow the resumption of negotiations on the system of joint sovereignty over the Gulf of Fonseca and the activation of this system, with the aim of developing the Gulf in an integrated manner. Social, economic and environmental aspects.",1
"1857","At the same time, all Somali stakeholders, especially the transitional federal institutions, must act on their promises to address the enormous political, economic and security challenges facing them.",0
"1858","49. The Government also continued its efforts to provide food assistance to vulnerable and food-insecure segments of the population with support from the World Food Program through the Maternal and Child Nutrition Program of the Ministry of Health (47,000 beneficiaries) in 2010 until 30 June and the School Feeding Program of the Ministry of Health. Education (241,000 beneficiaries) and Food for Work program (600 beneficiaries) targeting communities in need of food. On May 27, a food production factory was opened for distribution through the Maternal and Child Nutrition Programme, with technical and administrative support from the World Food Programme.",0
"1859","Finally, the question of the circumstances in which a peacekeeping operation is authorized to use force, ranging from self-defense to peace enforcement and deterrent peacekeeping, needs to be addressed, and how this fits into the implementation of the operation&#39;s civilian protection mandate.",1
"1860","The Group also continued to play an active role in developing counter-terrorist financing measures through its participation in the plenary sessions of the Financial Action Task Force on Money Laundering and meetings of regional bodies similar to the Task Force.",0
"1861","I encourage the Government of Iraq to expedite further practical steps towards fulfilling its obligations under paragraph 14 of Security Council resolution 1284 (1999).",1
"1862","Calls upon all parties concerned to ensure that all peace processes, peace agreements and conflict recovery and reconstruction planning processes take into account the special needs of women and children and include specific measures to protect civilians, including... (iii) Creating conditions conducive to possible voluntary returns Accommodating refugees and internally displaced persons in a way that ensures their safety and preserves their dignity...",1
"1863","These meetings will also be used to review general issues important to the Committee&#39;s work with a view to encouraging a more innovative and dynamic approach to the work of the Executive Directorate and generating new ideas on how the Organization can more effectively address the growing terrorist threat.",1
"1864","1- Strongly condemns the coup that took place in Bangui, Central African Republic, on Saturday, March 15, 2003.",0
"1865","As stated in Security Council resolution 1535 (2004) and the report of the Counter-Terrorism Committee on revitalizing its work (S/2004/124), the Counter-Terrorism Committee looks forward to establishing a close and cooperative relationship with the Executive Director and his staff with the aim of strengthening the Committeeâs ability to effectively monitor the implementation of the resolution by all Member States 1373 (2001).",1
"1866","46 - Since the end of the previous term in mid-March 2005, the relationship between the Transitional Federal Government and the opposition has seriously worsened, greatly increasing the possibility of a violent military confrontation between the two.",0
"1867","73. The Civil Security and Emergency Preparedness Department was formally established on 9 November under AMISOM organizational rule 2000/61.",0
"1868","The overtime costs also do not match the attendance records provided by Irbid.",0
"1869","First, it should be understood that terrorism is a crime that cannot be justified under any circumstances, but it is also a manifestation of grievance that is embodied in an inhuman, hateful and disgusting way.",1
"1870","âStressing that peace and security in the world are an indivisible whole, and taking into account the interconnectedness and interdependence of the world, the Security Council reaffirms that terrorism in all its forms and manifestations represents one of the gravest threats to international peace and security and that any acts of terrorism They are criminal acts and cannot be justified, regardless of their motives, wherever and by whomever they are committed.",0
"1871","Expresses concern that the illicit transfer, destabilizing stockpiling and misuse of small arms and light weapons continues to threaten the safety and security of United Nations peacekeepers and undermine the effectiveness of their implementation of peacekeeping mandates...",0
"1872","B. Binding rules for rebels 172. The Sudan Liberation Movement/Army and the Justice and Equality Movement, like all rebels who have reached a certain degree of organization, stability and effective control over the territory, have international legal personality and, accordingly, are bound by the rules of customary international law relevant to armed conflicts The interior mentioned above. This may also apply to the National Movement for Reform and Development.",1
"1873","âThe Security Council stresses that safe havens for terrorists remain an important concern, and notes that all Member States must cooperate fully in the fight against terrorism in order to find anyone who supports or facilitates the financing, planning, preparation, commission or commission of terrorist acts.â Providing safe haven, or participating or attempting to participate in that, not granting safe haven to that person, and bringing him to justice based on the principle of extradition or trial.",1
"1874","This decision is the second most important change in the processing of contracts for humanitarian supplies under the program since the adoption of Resolution 1284 (1999), which increased the amount of oil that Iraq can sell under the program, and created new urgent procedures for some humanitarian goods.",0
"1875","Emphasizes that the development of effective child disarmament, demobilization and reintegration programmes, making use of best practices identified by UNICEF and other relevant child protection actors, are vital for the well-being of all children who have been recruited or used by armed forces and groups in violation of the provisions of Applicable international law is critical to achieving lasting peace and security, and urges national governments and donors to ensure that these community-based programs receive adequate resources and funding in a timely and sustainable manner;",1
"1876","During the meeting, the two parties participated in a broad exchange of views on the implementation of Security Council resolutions, and on the exercise of the principle of self-determination.",1
"1877","“The Security Council expresses its deep concern about the humanitarian impact of the conflict on the Angolan people.",0
"1878","Third: The return of refugees and displaced persons",0
"1879","This means that the Commission is mandated to establish facts relating to possible violations of international human rights law and international humanitarian law in Darfur.",1
"1880","Alarm data can only be stored for a limited time.",0
"1881","Scheduled for Tuesday, 29 August 2006, at 10 a.m",0
"1882","23 - On the other hand, the Commission reaffirms its intention to continue to combat the harmful effects of climate change.",1
"1883","In conclusion, I would like to make a number of recommendations regarding any fact-finding mechanism that is established:",1
"1884","This is particularly the case with regard to persons who have obtained weapons from the Defense Forces and subsequently returned them.",0
"1885","The Analytical Support and Sanctions Implementation Monitoring Team established pursuant to Security Council resolution 1526 (2004), whose mandate was extended by Security Council resolution 1904 (2009) relating to Al-Qaida, the Taliban and associated individuals and entities, has the honor to transmit its eleventh report, in accordance with resolution 1904 (2009). ).",1
"1886","A brief exchange of views took place, during which a Council member expressed his views on the force, and a troop-contributing country posed some questions to the Department of Peacekeeping Operations.",1
"1887","2 - The situation in Guinea-Bissau.",0
"1888","Furthermore, Ms. Blamey introduced three child delegates participating in the Children&#39;s Forum, Wilmot from Liberia, Eliza from Bosnia and Herzegovina and Jose from East Timor, who spoke of their personal experiences and described the situation of children suffering from armed conflict and called for an end to wars.",1
"1889","45. The Committee reaffirms its responsibility to include the implementation of Council resolution 1624 (2005) in its dialogue with Member States and to help build capacity in this regard, including by disseminating best legal practices and enhancing information exchange.",1
"1890","The ruling is scheduled to be issued in mid-2009.",0
"1891","465 - In the joint statement issued by the Government and the United Nations during the visit of the Secretary-General on 3 July 2004, on the situation in Darfur, the Government of Sudan committed to taking concrete measures to end impunity for human rights violations in the region.",1
"1892","The Committee will remain focused on strengthening consensus in the international community on the importance of combating terrorism, and taking practical measures aimed at increasing the capacity of States to combat terrorism; Assist in identifying and addressing problems faced by States in implementing Council resolution 1373 (2001); Contributing to the process of increasing the number of states parties related to the subject of international conventions and protocols to combat terrorism.",1
"1893","Fourth: The joint mechanism for monitoring and verifying borders",0
"1894","During my meetings with the Congolese authorities at the highest level, including President Kabila, I raised issues related to the need for a fair trial before the courts and the issuance of death sentences.",1
"1895","Mr. Al-Bayan called on the Council not to neglect the important role that internally displaced women can play in negotiating peace, ensuring their human rights, and achieving development in post-conflict situations.",1
"1896","Council members stressed that the United Nations Mission in Ethiopia and Eritrea was established at the invitation of both parties and is ready to assist them in implementing the Algiers Agreements.",1
"1897","13. During the reporting period, the Committee received 14 requests for an exemption from the ban on the supply of non-lethal military equipment pursuant to paragraph 3 of resolution 1356 (2001), one request for an exemption from the arms embargo pursuant to paragraph 11 (b) of resolution 1772 (2007) and a notification pursuant to paragraph 6 of Resolution 1744 (2007).",1
"1898","These exports brought into the Liberian treasury an amount of $369,793.33 (Annex 4).",0
"1899","The costs of troops and contingent-owned equipment were reimbursed for the periods ending 31 October 2012 and 30 September 2012, respectively, in accordance with the quarterly reimbursement schedule.",0
"1900","Recalling the adoption of resolution 2122, and reaffirming its intention to intensify its attention to issues related to women, peace and security in all relevant thematic areas of work on its agenda, including in the context of threats to international peace and security posed by terrorist acts,",1
"1901","It is not clear whether the telex refers to any work completed before 2 May 1990.",0
"1902","All concerned must ensure that Kosovo is a place of ethnic tolerance and pluralism for communities to enjoy peaceful coexistence.",0
"1903","Second: Definitions and stages of money laundering.",0
"1904","In response to the events taking place in the Syrian Arab Republic, including the report received by the United Nations High Commissioner for Human Rights, the Under-Secretary-General welcomed the recent decision of the Human Rights Council to establish an international commission to investigate this matter.",1
"1905","âThe Security Council highlights the importance of the recommendations of the Financial Action Task Force in supporting the implementation of resolutions 2170 (2014) and 2178 (2014), including its recommendation for States to implement declaration/disclosure systems for both inbound and outbound currency transfers , and other measures to address the threat posed by certain foreign terrorist fighters and their supporters who act as cash couriers for terrorist organizations.",1
"1906","Cultural institutions and other institutions can take the form of associations as specified in the Civil Code.",0
"1907","271. The Commission found that while all parties to the conflict committed crimes against the civilian population, the Government of Sudan and the Janjaweed bear responsibility for the overwhelming majority of deliberate killings of civilians during the conflict in Darfur.",0
"1908","The main elements of his statement as well as the exchange of views that took place among members of the Working Group are contained in the summary included in the relevant conclusions (S/AC.51/2013/3).",1
"1909","In contexts where national judicial systems lack the necessary capacity and continue to be overstretched by conflict, ad hoc quasi-judicial mechanisms appear to be an appropriate â even necessary â solution to deal impartially with the flow of conflict-related litigation and provide individuals with specific avenues for redress.",0
"1910","In another case, the Janjaweed attacked the village of Malaga in October 2004. 18 men were killed, and four men and two women were injured.",0
"1911","12 - Emphasizes that the Treaty on the Non-Proliferation of Nuclear Weapons recognizes in its Article Four the inalienable right of the parties to the Treaty to develop research, production and use of nuclear energy for peaceful purposes without discrimination, in accordance with Articles One and Two of the Treaty, and refers in this context to Article Three of the Treaty Non-proliferation of nuclear weapons and Article II of the IAEA Statute;",1
"1912","(Q.Q.: 484 IQD (21) - 3/30/2009)",0
"1913","Decides to strengthen and amend the mandate of [the Mission] as follows: Promotion and protection of human rights: - Assist in strengthening the capacities of the judicial system, including transitional justice mechanisms, strengthening national human rights institutions, and assisting in national reconciliation efforts;",0
"1914","77 - This section briefly addresses the various groups that have an active role in the ongoing armed conflict in Darfur.",1
"1915","Reaffirming the need for all parties to armed conflict to respect the humanitarian principles of humanitarian considerations, neutrality, impartiality and independence in order to ensure the provision of humanitarian assistance and to ensure the safety of civilians receiving such assistance and the security of humanitarian personnel and United Nations and associated personnel,",1
"1916","The ability to freeze funds and assets linked to terrorism is often insufficient and limited in all countries.",0
"1917","Ms Kerrer has been running her intergovernmental organization New Path in the town since 1993.",0
"1918","The International Commission of Inquiry reviewed numerous reports, from both public and confidential sources, regarding the conflict in Darfur.",0
"1919","Scheduled to be held on Monday, 13 July 1998, at 12.20 p.m.",0
"1920","106. The Group consulted with the Somalia Monitoring Group, which stated in its report of 9 March 2005 (S/2005/153) that the arms embargo had been violated by the provision of weapons, explosives and related materiel and military training to the Islamic Union group It is an entity included in the Consolidated List.",1
"1921","At the 6897th meeting of the Security Council, on 20 December 2012, the President of the Security Council, on behalf of the Council, made the following statement in relation to the Councilâs consideration of the item entitled âPost-conflict peacebuildingâ:",1
"1922","This remains a source of constant concern to us.",0
"1923","The Committee also noted the progress made towards the possible appointment of facilitators at the regional level for other regional organizations, in particular the Commonwealth of Independent States and the Association of Southeast Asian Nations.",1
"1924","This approach addresses human rights issues that typically arise at various stages of the criminal justice process in terrorism cases.",0
"1925","Emphasizes the importance of ensuring relevant organizations have access, as appropriate, to all prisons and places of detention in [the affected country], and calls for full respect for relevant international law, including humanitarian and human rights law...",1
"1926","He also met with the Secretary-General of the League of Arab States, Amr Moussa, and the Secretary-General of the Organization of the Islamic Conference, Kemaluddin Ihsanoglu.",0
"1927","The parties committed to the preliminary agreement for the presidential elections and the inclusive peace talks in Mali, signed on 18 June 2013 in Ouagadougou, are the Arab Movement of Azawad, the Coordination of Movements and National Forces of Resistance and the Coalition of the People for Azawad;",1
"1928","They looked forward to welcoming East Timor to the United Nations.",1
"1929","(c) Support the efforts of the Government of the [affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights violations, including all forms of sexual and gender-based violence, to promote and protect human rights, and to combat impunity, including This is through implementing the âzero tolerance policyâ established by the government in cases of breaches of discipline and violations of human rights and humanitarian law committed by members of the security forces, especially newly integrated personnel;",1
"1930","Welcomes the commitment expressed by States, including during the general debate held by the General Assembly from 1 to 5 October 2001, to combat international terrorism, and calls upon all States to become parties to international conventions and protocols relevant to terrorism as soon as possible International and encourages member states to move forward in this field,",1
"1931","Scheduled for Friday, May 16, 2003, at 1:25 p.m",0
"1932","Leaders of the provisional institutions of self-government often evade their responsibilities under resolution 1244 (1999) and the constitutional framework.",0
"1933","Therefore, voters in the North will use eight cards to cast their votes, while voters in the South will use 12 cards to cast their votes.",0
"1934","They also pointed out that enhancing coordination and interoperability among these organizations, as well as developing and sharing unified strategies, operational policies, and best practices in civilian efforts to contain crises, will all increase the effectiveness and coherence of the crisis containment process.",1
"1935","The Committee strongly recommends that Member States establish such national bodies in order to coordinate and discuss counter-terrorism issues. Third - failure to submit reports",1
"1936","However, there are clear differences between the observations made at registration points located in the camps and those made at registration points located outside them.",0
"1937","Acting in accordance with Chapter VII of the Charter of the United Nations,",0
"1938","The Commission considers that the crimes of sexual violence committed in Darfur could amount to rape as a crime against humanity or to sexual slavery as a crime against humanity.",0
"1939","Scheduled to be held on Thursday 11 December 2014, at 15:00",0
"1940","During the meeting with the investigating judge, he was asked to assist in filming the film documenting the transport of the convoy vehicles on 14 February 2005, but there was no further reference to the transport of the convoy vehicles from the crime scene.",1
