"","es_en_GOOGLE","MatCoop"
"2277","Increasing cooperation with the Peacebuilding Commission was also considered to be of great importance to the Council&#39;s work programme. In particular, participants favored a more strategic approach to increasing cooperation with the Commission in order to emphasize a smooth transition of operational responsibilities from peacekeeping to peacebuilding and to increase accountability in both cases.",1
"2278","As the United Nations system and its partners transition from humanitarian response to recovery and development activities, a strategy will be developed for the disengagement of the Office for the Coordination of Humanitarian Affairs in the country.",1
"2279","Promote and support good conflict information management",1
"2280","5. You decide to continue dealing with the issue.",0
"2281","In conclusion, I would like to thank my Special Representative, Ameerah Haq, for her leadership, and all the staff of UNMIT and the United Nations country team for their efforts in supporting the people of Timor-Leste to promote cause of peace, stability and development.",1
"2282","At the conclusion of the debate, a presidential statement (S/PRST/2004/16) was adopted, calling on Member States to provide political support and to provide and facilitate civilian and military personnel so that the multiple operations could begin again. in the best possible way and fulfill their respective mandates effectively.",1
"2283","- Law no. 25/62, of May 21, 1962, regulating dangerous, unhealthy and nuisance establishments;",0
"2284","No State has reviewed its non-profit sector or carried out an assessment of the risk of it being used to finance terrorist activities.",0
"2285","The Smara and Tifariti team sites will be equipped with similar equipment by June 30, 2010.",0
"2286","o) Develop and implement, in close consultation with [national] authorities... a joint multi-year United Nations justice support program to develop the criminal justice chain, the police, the judiciary and the system penitentiary in conflict-affected areas and provide strategic programmatic support at the central level...;",1
"2287","Exceptions on humanitarian grounds to restrictive measures imposed by the United Nations",0
"2288","The same is expected for two formed police units.",0
"2289","The new modality of joint exploration/excavation missions under the Technical Subcommittee appears to be a promising approach to accelerate progress on the ground.",1
"2290","&quot;The Security Council reaffirms its primary responsibility for maintaining international peace and security in accordance with the Charter of the United Nations, and recognizes the primary responsibility of States in the eradication of piracy and armed robbery at sea .",0
"2291","The Panels consisted of two Trial Panels and an Appeals Panel, each composed of two international judges and one East Timorese judge.",0
"2292","President Bashir&#39;s June 19, 2004 promise to disarm the Janjaweed was intended to apply only to bandits, not to the People&#39;s Defense Forces, the People&#39;s Police, or other state-armed tribal members. to fight the rebels.",1
"2293","Uganda does not support the Congolese militias, as stated by the Permanent Representative of the Democratic Republic of the Congo.",0
"2294","43. Reiterates the need to strengthen cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, where appropriate, through increased exchange of information, the coordination of country visits as part of their respective mandates, the facilitation and monitoring of technical assistance, relations with international and regional organizations and organizations, and other issues of importance to the three committees, expresses its intention to provide guidance to the committees on matters of common interest in order to better coordinate their activities and facilitate this cooperation, and requests the Secretary-General to make arrangements for the groups to share facilities as soon as possible;",1
"2295","Some accusations that have appeared in the press are based on mere speculation, and it is important that the investigation be carried out with the calm that this type of situation demands.",0
"2296",":: Systematic coordination is maintained between the civil and military components of the mission and with humanitarian agents in order to consolidate the knowledge acquired regarding the protection of the civilian population.",1
"2297","In order to more effectively verify the implementation of resolutions 1373 (2001) and 1624 (2005) by Member States, the Executive Directorate will continue to take stock of the work carried out in relation to the implementation of the resolutions, using the revised evaluation tools available to the Committee (the implementation evaluation overview and the detailed implementation study); seeking to identify the problems and needs of all Member States and regions; and facilitating the provision of specific technical assistance in this regard.",1
"2298",":: Will use the United Nations Trust Fund for Global and Regional Disarmament Activities to immediately boost projects and activities",1
"2299","During its last visit to Damascus, from December 10 to 15, 2014, the Declaration Assessment Group continued interviews with senior staff of the Syrian chemical weapons program, held technical meetings with the National Authority of the Syrian Arab Republic and visited two locations.",1
"2300","As Council members know better than anyone, the Arab-Israeli conflict is one of the greatest diplomatic challenges the world has faced since the mid-20th century. At the center of the Israeli-Palestinian conflict is a controversy with historical narratives, collective aspirations and opposing and contradictory identities.",0
"2301","The vast majority of States still use manual systems.",0
"2302",":: Establishment and use of effective measures to investigate and prosecute serious violations of humanitarian law and criminal law, at the local and/or international level (from the beginning of the operation).",1
"2303","At the seminar, which took place at United Nations Headquarters in New York, participating prosecutors were able to discuss the difficulties they regularly face when prosecuting terrorist crimes, and exchange information on the proceedings carried out against terrorists in a manner effective and satisfactory, respecting the rule of law and human rights.",1
"2304","It took more than a year for the United States contingent to provide evidence in the case.",0
"2305","I again call for all innocent seafarers held hostage in Somalia to be immediately and unconditionally released so that they can be reunited with their families.",0
"2306","Multinational Force engineers built seats, desks and other furniture for schools and orphanages in the Cité Soleil, Bel Air and Carrefour areas.",0
"2307","1. The equipment included in article 11.A includes the following:",0
"2308","Since the demonstration was scheduled to end at 1:00 p.m. on Friday, April 28, a change in the mood of the crowd gathered in front of the Government Palace was palpable from early in the morning.",0
"2309","Since my report to the Security Council of 2 January 2008 (S/2008/1), UNOCI has eliminated 15 of the 17 observation posts it had established along the green line, in accordance with the provisions of the Ouagadougou Agreement.",1
"2310","Although the Ivorian parties have not provided an official response to the Facilitator&#39;s proposals, they have formed the basis of the deliberations of the working group charged with developing the framework for the reunification of the armed forces.",1
"2311","Almost half of the requests are made by individuals without legal counsel and the Ombudsman takes the necessary measures to ensure that no petitioner is harmed by not having legal representation.",1
"2312","Constantly striving to build local capacity and achieve savings, MINURSO has proposed that eight international posts and four United Nations Volunteers posts be converted to national posts in the 2008-2009 budget. It has also recommended the establishment of an archives unit consisting of one international and one national General Service staff member.",1
"2313",":: External and internal security devices (classification procedures to separate armed elements from civilians; demobilization and disarmament measures; technical assistance and training offered by international civil police or military observers; location of camps at sufficient distance from international borders and risk zones; regional and subregional arrangements).",1
"2314","(c) The movement of military equipment and supplies to the Darfur region as approved in advance by the Committee established by paragraph 3 (a) of resolution 1591 (2005), upon request of the Government of the Sudan;",1
"2315","The United States has two paths before it.",0
"2316","II. TERMINATION OF THE MANDATE OF THE CIVIL POLICE SUPPORT GROUP",0
"2317","In any case, these problems had generally been resolved through the intervention of media monitoring teams.",1
"2318","The Security Council notes that large-scale human suffering, whether due to displacement, violent attacks or other atrocities, is a consequence of instability and new conflicts and sometimes contributing factors.",1
"2319","The present report covers matters that, in the opinion of the Board, should be brought to the attention of the Security Council.",0
"2320","The financial intelligence unit began its operational activities in the early 1990s. A law was established to address a growing problem of money laundering by organized criminal groups, which was amended in 2002 to include the elimination of financing of the terrorism. &quot;Money market agents&quot; were required to identify their clients, keep records of clients&#39; identity and client account activities for at least seven years after the account was closed, and report to the dependence on any large cash transactions (more than $7,000), suspicious transactions, and instructions for transferring funds to or from the country.",1
"2321","It must retain its independence and objectivity to instill confidence in the electoral process.",0
"2322","Two of the five States in the subregion have enacted comprehensive laws covering relevant terrorist offences, while two other States have draft counter-terrorism laws under consideration or pending adoption.",1
"2323","As of 8 September, UNOCI&#39;s total strength stood at 6,430 out of an authorized strength of 7,090, including 200 military observers.",1
"2324","This option would have the advantage of taking advantage of the willingness of Member States to devote considerable naval resources to addressing threats arising on land.",1
"2325","We take this opportunity to review the political and security situation in the Sahel-Saharan region, as well as initiatives aimed at overcoming existing difficulties and promoting lasting peace, security and stability.",1
"2326",":: The Security Council can be more effective by encouraging States to do more to investigate and prosecute serious violations of international humanitarian law. How can this be evaluated? How can the Council &quot;incentivize&quot; States to act against impunity?",0
"2327","1255. Fourth, SerVaas provided evidence, in the form of a sworn statement from a high-ranking employee, that in 1992 it had learned that the plant was operating.",0
"2328","I remain firmly committed to the implementation of resolution 1559 (2004) in the interests of regional peace and stability, especially in these particularly difficult and complicated times.",1
"2329","As of 28 August 2011, Iran had installed 136 IR-2m centrifuges at Cascade 5.",0
"2330","However, let us be frank with each other: there is no outstanding issue in Kosovo that does not have to do with the status, either directly or indirectly.",0
"2331","Case study number 2: vehicles for military use Annexes",0
"2332","The team, consisting of nine inspectors, left the Canal Hotel in Baghdad at 2:30 a.m. and headed to the Institute of Technology, located in the Zaafraniya area of Baghdad.",0
"2333","It appears that governments consider the threat of terrorism to be low and, consequently, allocate law enforcement resources primarily to the investigation of common crimes.",0
"2334","States that do not belong to the European Union independently develop their regulatory framework for the fight against terrorism and incorporate into their internal regulations the crimes stipulated in the international instruments against terrorism.",1
"2335","a) The elimination of in situ bioremediation and long-term inspection;",0
"2336","The Council reminds States that they must ensure that the measures they take to combat terrorism comply with all their obligations under international law, in particular international human rights law, international refugees and international humanitarian law.",1
"2337","The National Commission obtained evidence that the armed forces had bombed areas where some members of the opposition had taken refuge, resulting in the deaths of some civilians.",0
"2338","Economic issues, and in particular investment, are also deeply worrying.",0
"2339","Pro-government militias have played an important role in the Government&#39;s security activities in CÃ´te d&#39;Ivoire, especially in the western part of the country.",1
"2340","The reason was the tense political atmosphere at that particular time: there was great distrust of Lebanon&#39;s judiciary and criticism of the way the investigation was being carried out.",0
"2341","The expenses of the Office of the Committee, which amounted to $364,000 in 2008, were covered by the &quot;administrative and operational expenses&quot; account.",0
"2342","This situation hampered efforts towards peace and reconciliation.",0
"2343","10. Supplies and services",0
"2344","The technician noted that the Office&#39;s external hard drive is only connected to the ID card system supplied by DeBeers and is not being used as a backup for the entire system.",0
"2345","b) Actively participate in the Counter-Terrorism Implementation Task Force, created to assist Member States in implementing the Global Strategy.",1
"2346","In 2009, the Russian Federation toughened criminal penalties for assisting or participating in terrorist activities (including recruitment) and a bill was introduced to toughen criminal liability for terrorism-related crimes.",1
"2347","These cases were also investigated by the Joint Investigation Group, which is composed of both parties, UNOMIG and CIS peacekeeping forces, and whose task is to determine whether the violent incidents constitute a violation of the Moscow Agreement of 1994.",1
"2348",":: Starvation, as a method of war, of civilians, depriving them of goods essential to their survival, including the intentional obstruction of relief supplies in accordance with the provisions of international humanitarian law.",0
"2349","Hon. Dr. Bashar Al-Assad, President of the Syrian Arab Republic",0
"2350","However, widespread attacks and blockades by political parties and other armed and unarmed groups have disrupted humanitarian activities and access to health and education services: much of this disruption has occurred in the Terai.",0
"2351","Which will be held on Thursday, April 19, 2012, at 10:45 a.m.",0
"2352","Five States have duly established in their domestic legislation their jurisdiction over the relevant offences.",1
"2353","7. The situation in Liberia (January 22, 1991; December 12, 2012).",0
"2354","3. Death squad members need to be identified and prosecuted;",1
"2355","Nine States have adopted some measures to detect and prevent the smuggling of weapons and explosives, but it is not clear to what extent these measures are being implemented effectively.",1
"2356","The MONUSCO exit roadmap must be accompanied by renewed efforts by the international community to increase regional cooperation in order to minimize external threats and risks to peacebuilding in the Democratic Republic of the Congo. VIII. Observations",1
"2357","The Team&#39;s report examines the reasons why many States still do not recognize the full potential of the sanctions regime.",0
"2358","Their opinions were duly taken into account because they mattered.",0
"2359","On 19 August 2014 (World Humanitarian Day), the United Kingdom of Great Britain and Northern Ireland, in its capacity as President of the United Nations Security Council, will hold an open session of the Council in the form of a meeting briefing, on the protection of humanitarian workers, in relation to the agenda item on the protection of civilians in armed conflict.",0
"2360","Report of the Secretary-General on the United Nations Integrated Mission in Timor-Leste (S/2007/50).",0
"2361","While free movement zones, such as the Economic Community of West African States (ECOWAS), support economic growth and opportunity, the absence of systematic checkpoints allows listed individuals to move through them with little or without any restrictions.",1
"2362","With the support of the World Food Program (WFP), the Government also continued its initiatives to provide food assistance to vulnerable population groups affected by food insecurity, including the Maternal and Child Nutrition Program of the Ministry of Health ( 47,000 beneficiaries as of June 30), the School Feeding Program of the Ministry of Education (241,000 beneficiaries), and the Food for Work Program (600 beneficiaries), aimed at communities affected by food insecurity. On May 27, with the technical and managerial support of WFP, a nutritious compound food factory was inaugurated for distribution through the Maternal and Child Nutrition Program.",1
"2363","In this context, Prime Minister Seniora has called for continued United Nations assistance and support for such internal dialogue to resolve the issue of Lebanese and non-Lebanese militias in Lebanon, in full compliance with the Taif Agreement .",0
"2364","The maintenance period normally begins when the contractor receives the work and begins to exploit or use it.",0
"2365","19. Condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and commits to ensuring that all Possible measures to prevent such violence and to address its effects when it occurs;",0
"2366","Internal Regulations of the Secretariat of Energy Secretariat of Energy, National Commission for Nuclear Safety and Safeguards",0
"2367","Support for State institutions",0
"2368","Karenni National Progressive Party/Karenni Army",0
"2369","The Security Council also recalls the horrific terrorist attacks that took place on September 11, 2001 in New York, Washington, DC and Pennsylvania, and the numerous attacks carried out by the network around the world.",0
"2370","Furthermore, in 1995, in its ruling in the TadiÄ (Interlocutory Appeal) case, the Appeals Chamber of the International Criminal Tribunal for the Former Yugoslavia considered that the main body of international humanitarian law was also applicable to internal conflicts as the subject of the customary law and that, furthermore, serious violations of these norms constituted war crimes.",1
"2371","Regional mechanisms for law enforcement cooperation, for example early warning and intelligence cooperation, have been established in recent years, which has significantly improved regional cooperation.",1
"2372","H. Other losses 94 - 112 20",0
"2373","Public Notification No. 327 was published in the Official Gazette No. 17226, of April 9, 2002, and by virtue of it, two entities were added to the Consolidated List (SC/7331, of March 15, 2002).",0
"2374","Contingents and police forces should be better prepared to carry out protection tasks, in particular to prevent conflict-related sexual violence.",1
"2375","The ninth session of the Coordination Council, which was initially scheduled for July 30, has been postponed indefinitely.",0
"2376","C. Verification and analysis 91 - 95 30",0
"2377","We are all deeply concerned about the deteriorating security situation in Côte d&#39;Ivoire, as the Council perhaps realized in my statement this morning.",0
"2378","UNODC completed construction of a new block for 40 female inmates at Boosaaso prison in Puntland. Another block for 200 inmates is being built. A new sentry box and an armory were also built.",1
"2379","Clear direction of the work of the Committee and its Executive Directorate requires clearly formulated policy guidance in all key areas of the Committee&#39;s mandate.",0
"2380","More cases of rape of women were reported following the attacks on Miski, Disa and Umm Baru in Northern Darfur and the attacks on Azerni, Kornoi, Nertete and Mukjar in Western Darfur.",0
"2381","That State stated that cooperation between government and civil society was an essential part of efforts to prevent people from resorting to terrorism and noted that it was increasing its efforts to detect and investigate hate speech on the Internet.",1
"2382","b) Office furniture and equipment: US$25,057,777.",0
"2383","It will also carry out an audit of the internal arrears accumulated between 2000 and 2006 and the payments of some of these arrears between 2006 and 2007.",0
"2384","Only one of the eight States in this subregion has enacted adequate legislation covering all terrorist offences; Four States have passed laws covering only some of these crimes.",1
"2385","Among them are the right to life; the prohibition of torture or cruel, inhuman or degrading punishment; the prohibition of slavery, the slave trade and servitude; and freedom of thought, conscience and religion.",1
"2386","Given the concerns mentioned above and the continued presence and activities of militias in Lebanon, improving the management and control of the country&#39;s land borders is essential to prevent the illegal flow of weapons to armed groups.",1
"2387","The Security Council, in paragraph 4 of its resolution 1977 (2011), decided that the Committee established pursuant to resolution 1540 (2004) would present an annual work program to the Council by the end of May of each year.",1
"2388","The situation in the Kodori Valley remained the same. On 22 September, UNOMIG and CIS peacekeepers conducted a joint patrol in the Abkhaz-controlled Lower Kodori Valley and reported that calm prevailed.",1
"2389","Some States have begun to recognize this by developing comprehensive national counter-terrorism strategies that go beyond law enforcement to involve different social actors.",1
"2390","As will be described in detail below, all available evidence indicates that the initial shooting that triggered the indiscriminate killings on the morning of March 25 was the result of coordinated action by security forces.",0
"2391","The Government did not accept recruits from all tribes.",0
"2392","The challenge is to ensure that our indignation is translated into decisive and resolute action that bears rapid and measurable results.",0
"2393","Resolution 2098 (2013) of March 28, 2013",0
"2394","Improved relations between Chad and Sudan and the vigilance of national security forces and joint border security forces have also been cited as important contributing factors.",1
"2395","Possible risks to bringing non-signatory parties to the negotiating table include the parties insisting on unrealistic preconditions for negotiations. Another risk is the intransigence of the parties regarding and during the negotiations. Such risks can be mitigated by establishing unified positions in the international community on the peace process and maintaining close dialogue with the parties. Another risk is that regional or international partners will establish parallel initiatives on the peace process that weaken this element of the framework.",0
"2396","This was largely possible thanks to the leadership of Prime Minister GusmÃ£o as well as the cooperation of all political parties represented in parliament, including the opposition, which demonstrated its willingness to move forward on an issue of national priority.",1
"2397","a) Promote the adoption by all States of comprehensive and coherent counter-terrorism legal frameworks that facilitate the implementation of legally sound and consistent counter-terrorism strategies;",1
"2398",":: Regional and subregional organizations must be part of an integrated counterterrorism approach.",1
"2399","Accountability mechanisms have generally been introduced to address irregularities and ensure that established legislation and procedures are applied but often do not offer sufficient protection.",1
"2400","During this period, the Commission&#39;s support base was strengthened and new software was installed, making the database more operational.",1
"2401","Their evaluation appears in bimonthly reports, a practice that has contributed to increasing awareness of human rights problems.",1
"2402","Regarding military agreements Nos. 2 and 3, the parties have continued to offer a high degree of cooperation with MINURSO regarding the marking and disposal of mines and unexploded ordnance.",1
"2403","He also said that MINUSTAH&#39;s role should be to help Haiti return to responsibility for its own security, rather than the Mission doing so indefinitely, and reaffirmed that the resolution provided for a responsible reduction of the military component of MINUSTAH. over time, which was based on a comprehensive assessment of the security situation.",0
"2404","The Team believes that, at a minimum, all States should ensure that dealers specializing in the sale and purchase of precious metals and precious stones take measures to prevent money laundering and terrorist financing in accordance with FATF requirements.",1
"2405","According to witnesses, the villagers fled north towards a wooded area located about 5 kilometers from the village.",0
"2406","Support for the creation of associations and networks of journalists and defense of the safety of media professionals and independent media run by women&#39;s associations; capacity building in journalism schools.",0
"2407","The session opens at 3:25 p.m.",0
"2408","Many of the alleged crimes documented in Darfur have been widespread and systematic and meet all the requirements of the Rome Statute.",0
"2409","All States have a counter-terrorism policy and the vast majority are aware of the existence of Al-Qaida and the Taliban, although many may not focus their interest on the consolidated list.",1
"2410","4. Hamoud Alsaleh Hamoudeh, 60 years old",0
"2411","The opening of the MINUSTAH joint analysis center has allowed the Mission to considerably increase its capacity for analysis and internal exchange of information. However, MINUSTAH continued to lack access to reliable tactical information.",1
"2412","In this regard, the Transitional Government needs to demonstrate its interest in cooperating closely with its international partners to establish a mechanism that ensures sound, transparent and responsible management of public funds and effectively combats corruption.",1
"2413",":: Will report to the Committee established pursuant to resolution 1540 (2004) after each meeting",1
"2414","The agency shares information with its counterparts in other countries, both directly and through law enforcement agencies.",1
"2415","When the soldiers were finishing raping the five women, a second group arrived and was heading to El Fashir to sell firewood.",0
"2416","More needed to be done to raise awareness among all Member States that United Nations sanctions had a supportive rather than a punitive role; to assist Member States in the implementation of United Nations sanctions; and to take greater account of the rights of individuals, entities and Member States designated for the adoption of selective measures.",1
"2417","The Chairman of the Group, JosÃ© Ramos-Horta, led the deliberations on behalf of the Group and reported that during the first stage of its work the Group of Experts would focus on listening to the views of all Member States as collective contributors to peace and security, and the consultations would also include the General Assembly Committees, regional organizations and troop- and police-contributing countries.",0
"2418","On 11 November, by a recorded vote of 14 votes in favor and 1 abstention, the Council adopted resolution 2183 (2014), by which it extended the mandate of the Multinational Stabilization Force in Bosnia and Herzegovina (EUFOR Althea) by new 12 month period.",1
"2419","Regarding the disarmament, demobilization and reintegration of ex-combatants, the parties agreed that the chiefs of staff of the National Armed Forces of CÃ´te d&#39;Ivoire (FANCI) and the Forces Nouvelles would meet on July 7 to finalize the schedule of the disarmament, demobilization and reintegration process that was scheduled to begin at the end of July.",1
"2420","The Committee, with input from the Executive Directorate and in close cooperation, as appropriate, with the Counter-Terrorism Implementation Task Force support office and relevant entities, as well as other bilateral and regional assistance providers , will continue to assess technical assistance needs with a view to exploring ways to facilitate the provision of assistance to relevant Member States.",1
"2421","According to my forecasts, the judges of the Trial Chamber and the Appeals Chamber will only officially assume their judicial functions at a later stage.",0
"2422","iv) Decree (&quot;Portaria&quot;) 439/94, of June 29: list of goods and technologies that may affect national strategic interests, subject to prior obtaining a license and certification;",0
"2423","Mr. Jorge Corrales, Counselor of the Permanent Mission of Panama",0
"2424","Financial statement III. Status of cash flow in the biennium 2006-2007",0
"2425","Promotion activities have also been carried out with civil society and private companies, emphasizing the role it plays in the fight against terrorism, as well as the possible provision of technical assistance.",0
"2426","The situation in the Middle East (see S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/ 8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/ 9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/ Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 and 44; S/11593/Add.15, 21, 29, 42 and 49; S/11935/Add.21, 42 and 48; 10, 11, 17, 21, 37, 39, 42, 47 and 48; 21, 24 to 26, 33, 47 and 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 and 50; 33, 37, 42 and 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 and 48; 40 and 47; S/16880/Add.8 to 10, 15, 20, 21, 41 and 46; S/18570/Add.2, 21, 30 and 47; S/19420/Add.2 to 4, 18, 19, 22 and Corr.1, 30, 48 and 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 and 51; S/21100/Add.4, 21, 30 and 47; S/22110/Add.4, 21, 30 and 47; S/23370/Add.4, 7, 21, 30 and 47; S/25070/Add.4, 21, 30 and 48; S/1994/20/Add.3, 20, 29 and 47; S/1995/40/Add.4, 21, 29 and 47; S/1996/15/Add.4, 15, 21, 30 and 47; S/1997/40/Add.4, 21, 30 and 46; S/1998/44/Add.4, 21, 30 and 47; S/1999/25/Add.3, 20, 29 and 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 and 47; S/2001/15/Add.5, 22, 31 and 48; S/2002/30/Add.4, 21, 30 and 50; S/2003/40/Add.4, 25, 30 and 51; S/2004/20/Add.4, 26, 30, 35, 42 and 50; and S/2005/15/Add.3, 6, 13, 16, 17 and 22; see also S/2000/40/Add.39, 44, 46, 47 and 50; S/2001/15/Add.11 to 13, 34, 47 and 50; S/2002/30/Add.3, 7, 8, 10, 12 to 15, 17, 20, 23, 24, 28, 29, 37, 38, 45 and 50; S/2003/40/Add.2, 3, 6, 11, 15, 20, 23, 25, 28, 29, 33, 37, 40 to 42, 46 and 49; S/2004/20/Add.2, 3, 7, 11, 12, 16, 20, 25, 28, 29, 32, 37, 40, 42, 46, 49 and 50; and S/2005/15/Add.1, 3, 6, 7, 9, 11, 15 and 19)",0
"2427","2. Convention on the Physical Protection of Nuclear Material, 1980;",0
"2428","6. Further confirms that the provisions of paragraph 1 a) shall also apply to the payment of ransoms to listed individuals, groups, companies or entities;",1
"2429","III. RETURN OF REFUGEES AND DISPLACED PEOPLE",0
"2430","For example, the sensitive issue of population identification is a long-term process that will continue after the elections, as will the reintegration of ex-combatants, security sector reform, land tenure issues, promoting appropriate economic governance, protecting human rights, recovering from conflict trauma and addressing the root causes of the crisis.",1
"2431","However, the United Nations Compensation Commission appears to be an exceptional example in which all members of the Council were able to reach an agreement and, perhaps more importantly, in which a mechanism was established to obtain funds for the payment of compensation thanks to the ability of the United Nations to exercise control over Iraq&#39;s oil exports.",1
"2432","6. Further confirms that the provisions of paragraph 1(a) above also apply to the payment of ransoms to individuals, groups, companies or entities on the Al-Qaida Sanctions List;",1
"2433","Mr. Jovan booked the rooms on behalf of &quot;LoneStar Airline Company&quot;.",0
"2434","The other two States enacted counter-terrorism laws more than five years ago, but do not report on related investigations or trials.",1
"2435","Paragraph 4 of resolution 1624 (2005) emphasizes that States must ensure that any measures they take to implement paragraphs 1, 2 and 3 of the resolution are consistent with their obligations under international law, in particular human rights law, refugee law and humanitarian law.",0
"2436","b) Losses in works 235 - 238 57",0
"2437","Of course, accountability does not refer only to individual criminal responsibility for violations. It is also about punishing those who have broken the law; seek justice and offer reparations to victims; prevent repetition of violations by encouraging change in legislation and policy and ensure lasting peace and stability by ensuring that victims have even a semblance of justice for the harms they have suffered.",0
"2438","Taking note of the progress made in the reform of the judicial system, in particular the establishment of the Constitutional Court, the Court of Cassation and the Council of State, as provided for in the Constitution, the Minister of Justice emphasized the importance of establishing courts in each of the 145 territories to effectively reestablish State authority and resolve disputes at the local level.",1
"2439","Therefore, the Government must continue to collaborate with the private sector, political parties and civil society to adopt the necessary legislative and regulatory framework to promote private investment and take advantage of the opportunities for rapid job creation offered by the HOPE II Act and others. preferential trade agreements.",0
"2440","The Uniform Anti-Terrorism Financing Law of the West African Economic and Monetary Union provides for the administrative freezing of terrorists&#39; assets.",1
"2441","c) Assist States in building capacity, in collaboration with the Eastern and Southern Africa Anti-Money Laundering Group, to establish or strengthen financial intelligence units in the subregion and develop the legislative and operational capacities of States to freeze funds without delay.",1
"2442","Seven States have formulated counter-terrorism strategies and established the institutions necessary to implement them.",1
"2443","She continued to participate in crime prevention working groups and help found a women&#39;s police association in the region. UNOMIG provided the police agencies in Zugdidi with equipment donated by the Government of Switzerland, while reserving a similar amount for the police agencies in Gali.",1
"2444","Currently the risk of defections is not very considerable given the weakness of the central government, but the situation may take another turn if the Afghan authorities manage to strengthen their capacity and repair their reputation as corrupt and impotent.",1
"2445",":: The Free Syrian Army is not besieging the towns.",0
"2446","III. Payment or credit card administrators and trusts [consumer funds usually established and managed for the acquisition of consumer goods];",0
"2447","These States are aware of the importance of cooperation, information exchange and coordination between the various agencies, as well as between the regional and national levels.",1
"2448","I hope that this positive step will contribute to creating an atmosphere conducive to getting out of the impasse in which we find ourselves and paving the way towards achieving a just, lasting and mutually acceptable political solution to the conflict, which has been long overdue.",1
"2449","Furthermore, no guidance on the matter is observed in the methodological documents.",0
"2450","However, only 20 have established practical measures and a national strategy to crack down on recruitment by terrorist groups.",1
"2451","Overall maternal mortality rate figures for the 29 countries for which data were available, out of a total of 31, were calculated using estimates from the Interagency Maternal Mortality Estimation Group (www.maternalmortalitydata.org/) and the birth estimates from the Population Division of World Fertility Data 2012 (www.un.org/esa/population/publications /WFD2012/MainFrame.html).",0
"2452","The participation of industry and the private sector is essential to implement regulatory frameworks based on resolution 1540 (2004). The risk of weapons of mass destruction entering the hands of non-state actors can only be effectively addressed if the private sector cooperates with industry.",1
"2453","Part of the team shown in the photographs bears the name &quot;Felten &amp; Guilleaume&quot;.",0
"2454","Consequently, its activity does not cover more than one aspect of what would be a broad criminal process after the conflict.",1
"2455","The introduction to the 2007/2008 annual report, prepared by the delegation of Viet Nam, was praised as providing both a summary and in-depth analysis of the Council&#39;s activities in different regions on issues ranging from weapons proliferation of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security.",1
"2456","In order to provide greater coherence and uniformity of approach to all documents prepared by the Committee, mechanisms valid for several groups will be established to focus on the different technical areas addressed in resolutions 1373 (2001) and 1624 (2005). ), and a quality assurance unit will be created to review all documents before publication.",1
"2457","The Commission found that, while all parties involved in the conflict have committed crimes against civilians, the Government of the Sudan and the Janjaweed are responsible for an overwhelming majority of civilian killings during the Darfur conflict.",0
"2458","This cooperation resulted in the development and implementation of practical solutions in operational and naval coordination and in legal and judicial matters, self-protection measures in the maritime transport sector, public diplomacy and interventions to disrupt pirate activities in mainland.",1
"2459","In other cases, the parties are introduced to the possibility of mediation and helped to understand its advantages.",0
"2460","Mutual Assistance in Criminal Matters Act 2002",0
"2461","To that end, the Department determined several crucial objectives for that process. One was the mandatory establishment of three committees on politics and finance, community affairs and mediation.",1
"2462","The Council emphasizes that all those responsible for violations of international law, including humanitarian law and human rights law, as well as those who ordered such acts, must be held accountable.",0
"2463","The Palestinians and the Arab countries must give Israel the necessary and reliable guarantees of its security as a State.",0
"2464","He also trained Central Bank officials in risk-based anti-money laundering and terrorist financing supervision.",1
"2465","Chapter III of Law No. 535/2004 is dedicated to measures to prevent the financing of acts of terrorism.",1
"2466","k) In light of past expenditures by the leadership, military and security apparatus, reorganize priorities and dedicate available resources to ensuring that citizens, including those serving in the armed forces, do not go hungry and achieve other minimum essential levels.",1
"2467","During the period under review, the Government took no action against non-certified national police officers.",0
"2468","All Southern African States have adopted some legislative and other relevant measures against terrorism.",1
"2469","d) An advocacy visit by the Chairman of the Counter-Terrorism Committee or the Executive Director (or both), perhaps accompanied by one or more members of the Committee, aimed at raising general awareness of the terrorist threat and attracting widespread attention policy, of the Government or Parliament concerned, on the importance of the implementation of resolution 1373 (2001) (for example, through the adoption of counter-terrorism laws);",1
