"","en_es_TRANSFORMERS","MatCoop"
"2262","Los certificados debían ser expedidos por los funcionarios encargados de la auditoría de las finanzas públicas de los Estados miembros correspondientes.",0
"2263",":: Examinar de qué manera una aplicación más eficaz del programa sobre la mujer, la paz y la seguridad puede contribuir a mejorar la seguridad para todos y a consolidar la paz duradera",1
"2264","Durante el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de milicias siguieron cometiendo violaciones de los derechos humanos contra la población local en zonas en las que la MONUC o las FARDC no estaban presentes.",0
"2265","Las nuevas estimaciones publicadas por el Ministerio de Salud Pública y Población en marzo de 2013 muestran que las nuevas infecciones por el VIH entre los jóvenes de 15 a 24 años de edad se redujeron en un 21% durante el período 2011-2013.",0
"2266","Un componente de este último aspecto es la conclusión del estudio de referencia centrado en las concentraciones ambientales de tritio.",0
"2267","24. Insta al Grupo Internacional de Trabajo, que recibirá informes periódicos del Grupo de Mediación, y al Comité de Sanciones establecido en virtud de la resolución 1572 (2004), de 15 de noviembre de 2004, a que evalúen, vigilen y sigan de cerca los progresos realizados en relación con las cuestiones mencionadas en los párrafos 14 a 18 supra;",1
"2268","f) En el cumplimiento de su mandato, el Comité contará con la asistencia de la Dirección Ejecutiva del Comité contra el Terrorismo, bajo la orientación normativa del pleno.",1
"2269",":: Deberían establecerse mecanismos de determinación de los hechos lo suficientemente pronto como para poder contribuir a la prevención de nuevas violaciones.",0
"2270","6. Exige que todos los Estados y partes en los conflictos armados apliquen plenamente todas las decisiones pertinentes del Consejo de Seguridad y, a este respecto, cooperen plenamente con las misiones de mantenimiento de la paz de las Naciones Unidas y los equipos en los países en el seguimiento y la aplicación de esas resoluciones;",0
"2271","594. En el momento en que se estableció por primera vez esta obligación internacional, y quizás incluso en 1949, cuando se redactaron y aprobaron los Convenios de Ginebra, se concibió claramente como una obligación de cada Estado contratante respecto de cualquier otro Estado contratante interesado.",1
"2272","375. Varios instrumentos internacionales de derechos humanos prohíben el uso de la tortura.",1
"2273","En el párrafo 8 de la resolución, el Consejo de Seguridad decidió establecer un grupo de trabajo del Consejo para examinar los informes del mecanismo mencionado en el párrafo 3 de la resolución, examinar los progresos realizados en la elaboración y aplicación de los planes de acción mencionados en el párrafo 7 de la resolución y examinar otra información pertinente que se le presentara.",1
"2274","15. Toma nota de las medidas adoptadas por la MONUC para hacer frente a los casos de explotación y abuso sexuales y de la política de tolerancia cero, pide al Secretario General que siga investigando a fondo las denuncias de explotación y violencia sexuales por parte del personal civil y militar de la MONUC y que adopte las medidas apropiadas que figuran en el boletín del Secretario General sobre medidas especiales de protección contra la explotación y los abusos sexuales (ST/SGB/2003/13);",1
"2275","65. La situación en el subcontinente indopakistaní (4 de diciembre de 1971; 27 de diciembre de 1971).",0
"2276","16. Reitera que el Comité debe adoptar una decisión negativa sobre las notificaciones presentadas de conformidad con el apartado a) del párrafo 1 de la resolución 1452 (2002), a fin de impedir la liberación de los fondos y otros activos financieros o recursos económicos que el Estado o los Estados notificantes hayan determinado que son necesarios para sufragar los gastos básicos;",0
"2277","13. Se registraron avances positivos en la arquitectura de lucha contra la corrupción, como el establecimiento de la Comisión de Lucha contra la Corrupción y la redacción de una ley sobre el establecimiento del Tribunal Superior Administrativo, Tributario y de Auditoría previsto en la Constitución.",1
"2278","b) Seguir determinando las necesidades de los Estados en relación con el fortalecimiento de las instituciones y el estado de derecho, e incorporar los derechos humanos y el estado de derecho de manera proactiva en sus recomendaciones de asistencia técnica a los Estados con miras a fortalecer los sistemas nacionales para llevar a los terroristas ante la justicia y mejorar la cooperación internacional;",1
"2279","- Se compromete a mejorar la coordinación con la Comisión de Consolidación de la Paz y espera con interés el examen de la Comisión de 2010 y las recomendaciones sobre la forma de seguir mejorando su función;",0
"2280","Parece que se ha confiado mucho en la experiencia personal militar y policial de ciertas personas.",1
"2281","Además, el PNUD y la UNIPSIL ayudaron a preparar módulos de capacitación para la policía sobre una serie de cuestiones, incluida la ley electoral y las normas aplicables de profesionalidad en el desempeño de sus funciones.",1
"2282","En ocasiones, la FNUOS ha recurrido al uso de carreteras de circunvalación, a las que no se puede acceder de noche.",0
"2283","59. El Grupo de Expertos viajó ampliamente a Côte d'Ivoire, a la subregión y a otras partes en sus esfuerzos por evaluar el cumplimiento del embargo y determinar qué medidas adicionales podrían adoptarse para mejorar su eficacia.",1
"2284","En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) y de conformidad con el párrafo 8 de la resolución 1810 (2008) del Consejo de Seguridad, adjunto a la presente un informe sobre el examen por el Comité de un examen amplio del estado de la aplicación de la resolución 1540 (2004) (véase el anexo).",0
"2285","La Oficina de Información y Administración seguirá ampliando y actualizando el sitio web del Comité y aumentando el número de hipervínculos proporcionados a los sitios web de las Naciones Unidas y otras entidades con mandatos de lucha contra el terrorismo.",1
"2286","El equipo salió del Hotel Palacio de Nínive a las 9.00 horas y se dirigió a la Compañía de Gas del Norte, que pertenece al Ministerio del Petróleo en la provincia de Ta'mim.",0
"2287","Mi Gobierno considera no sólo que son contrarios al derecho internacional, sino también que socavan el concepto del estado de derecho, que es un elemento clave en la lucha contra el terrorismo.",0
"2288","También apoya el desarrollo de la capacidad para hacer cumplir la ley marítima y pone en marcha un nuevo Fondo Fiduciario para la seguridad marítima en África occidental y central con ese fin.",1
"2289","A medida que se acerca el plazo del Acuerdo General de Paz para los referendos, la anticipación y la ansiedad del público se están incrementando a un ritmo acelerado.",0
"2290","En los contextos en que los sistemas judiciales nacionales carecen de capacidad y siguen viéndose debilitados por los conflictos, los mecanismos cuasijudiciales especiales parecen ser una solución apropiada -- si no necesaria -- para tratar de manera imparcial la afluencia de reclamaciones relacionadas con los conflictos y proporcionar a las personas el acceso a ciertas formas de reparación.",1
"2291","Al parecer, el 24 de enero de 2005, la ONUCI autorizó a las FACI a volar desde Yamoussoukro a la base aérea de Abidján su avión Mi-24 y un BAC 167 Strikemaster, después de que el equipo de observadores militares de las Naciones Unidas en Yamoussoukro los inspeccionara en busca de armas.",1
"2292","En la reunión también se examinaron los medios de aumentar la presión sobre los grupos armados extranjeros y las medidas que debían adoptar a ese respecto los Estados participantes, la Unión Africana y el Consejo de Seguridad.",1
"2293","Por consiguiente, no proporcionan necesariamente un resumen de todas las razones por las que el Comité examinó la inclusión en la lista.",0
"2294","c) Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo que se refiere a la Constitución, el sistema electoral, la policía y el poder judicial.",1
"2295","120. En octubre de 2002, el Presidente de la República pidió que se pusiera fin a la destrucción de barrios de chabolas.",0
"2296","Este tipo de interacción puede permitir la adopción de medidas preventivas en un plazo razonable.",0
"2297","43. Reitera la necesidad de intensificar la cooperación constante entre el Comité, el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004), así como sus respectivos grupos de expertos, incluso mediante, según proceda, un mayor intercambio de información, la coordinación de las visitas a los países en el marco de sus respectivos mandatos, la facilitación y supervisión de la asistencia técnica, las relaciones con organizaciones y organismos internacionales y regionales y otras cuestiones de interés para los tres comités, expresa su intención de proporcionar orientación a los comités sobre esferas de interés común a fin de coordinar mejor sus esfuerzos y facilitar esa cooperación, y pide al Secretario General que adopte las disposiciones necesarias para que los grupos se encuentren en el mismo lugar lo antes posible;",1
"2298","Ahora es el momento de perseguir ese objetivo.",0
"2299","Además, Chile considera que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena de los ataques suicidas contra civiles únicamente.",0
"2300","El tratado que estableció la Corte, el Estatuto de Roma, entró en vigor el 1° de julio de 2002.",1
"2301","Se están ejecutando planes integrados para apoyar la retirada de los componentes militar y civil de la Misión entre el 15 de octubre y el 31 de diciembre de 2010.",1
"2302","El Consejo de Seguridad reitera la necesidad de aumentar la cooperación entre los comités con mandatos de lucha contra el terrorismo establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos de expertos.",0
"2303","Insta a todos los interesados, según lo dispuesto en el derecho internacional humanitario, incluidos los Convenios de Ginebra y el Reglamento de La Haya, a que permitan el acceso pleno y sin trabas del personal humanitario a los civiles que necesiten asistencia en situaciones de conflicto armado, y a que, en la medida de lo posible, faciliten todos los servicios necesarios para sus operaciones, y a que promuevan la seguridad y la libertad de circulación del personal de asistencia humanitaria y del personal de las Naciones Unidas y el personal asociado y sus bienes;",1
"2304",":: Organización de cursos de capacitación sobre liderazgo y capacidad de comunicación para mujeres.",0
"2305","54. Tras la retirada de la República Árabe Siria del Líbano, este es también un momento en que la redefinición de la relación entre los dos vecinos históricamente cercanos acaba de comenzar.",1
"2306","El artículo 80 del Código Penal dice lo siguiente:",0
"2307","103. La FACI ha trasladado todos sus activos aéreos supervivientes y dañados a su base aérea del Aeropuerto Internacional de Abidján.",1
"2308","Eficacia del control de aduanas, inmigración y fronteras:",0
"2309","Al 23 de junio, más de 1,1 millones de personas habían cruzado las fronteras libias hacia Túnez, Egipto, el Níger, Argelia, el Chad y el Sudán.",0
"2310","El tiempo para hacerlo puede estar muy atrasado, pero es mejor tarde que nunca.",0
"2311","En primer lugar, en colaboración con el Banco Mundial, celebrará un seminario para parlamentarios en el Pakistán sobre la importancia de la legislación para combatir la financiación del terrorismo.",1
"2312","Los procedimientos específicos son los siguientes:",0
"2313","84. Según otro comandante de alto rango, la mayoría de los reclutas de las Fuerzas Populares de Defensa vienen "" bien versados en armas de fuego y son duros y aptos"", pero ""necesitan entrenamiento en disciplina"". Señaló que los uniformes, armas y municiones no siempre eran devueltos por los reclutas después de la desmovilización, y que a veces las armas y municiones se distribuían a través de los líderes tribales para asegurar que fueran devueltos a la desmovilización.",1
"2314","b) Exhortar a las partes en conflictos armados a que cumplan las obligaciones que les incumben en virtud del derecho internacional humanitario de respetar y proteger al personal humanitario y los envíos utilizados para las operaciones de socorro humanitario;",1
"2315","IV. POSICIÓN DE LA REPÚBLICA DEMOCRÁTICA DEL CONGO",0
"2316","Tayikistán estableció el Departamento de Supervisión Financiera (su dependencia de inteligencia financiera) en octubre de 2009 y preparó un nuevo proyecto de ley contra el blanqueo de dinero y la financiación del terrorismo en noviembre de 2010.",1
"2317","Asimismo, añadió que una de las funciones primordiales del Presidente era actuar como creador de consenso y fomentar una atmósfera de colaboración dentro de su comité, a fin de que pudiera avanzar.",0
"2318","Todos los Estados han adoptado medidas para regular la producción, venta y transferencia de armas y explosivos, aunque sólo cuatro han aplicado plenamente esas medidas.",1
"2319","El informe confirma un panorama preocupante de la situación en la región del Sahel y las preocupaciones conexas en materia de seguridad, económica y humanitaria.",0
"2320","A fin de garantizar la rendición de cuentas por los delitos cometidos en los últimos acontecimientos, es fundamental que las investigaciones, los enjuiciamientos y los juicios se lleven a cabo de manera imparcial y estén libres de toda injerencia política.",1
"2321","D. Cuestiones D8/D9 (pérdidas mercantiles individuales)",0
"2322","El Comité alienta a su Dirección Ejecutiva a que siga centrándose en la aplicación de la resolución 1624 (2005), en particular prestando la debida atención a las cuestiones pertinentes, como la función de las nuevas tecnologías de la información y las comunicaciones, la promoción del diálogo, incluso a nivel nacional, a fin de promover la tolerancia, la diversidad y la inclusión, la creación de asociaciones estratégicas entre los gobiernos y los agentes no gubernamentales, la determinación de las funciones de las víctimas del terrorismo y la prevención de la subversión de las instituciones por los terroristas y sus partidarios.",0
"2323","De conformidad con el párrafo 32 de la presente resolución, el Equipo de Vigilancia actuará bajo la dirección del Comité establecido en virtud de la resolución 1267 (1999) y tendrá las siguientes funciones:",1
"2324","También exhorto a los dirigentes de Hizbullah a que pongan fin a todos los esfuerzos por adquirir armas y crear capacidad paramilitar fuera de la autoridad del Estado.",0
"2325","16. El Director Ejecutivo velará por que todas las organizaciones internacionales, regionales y subregionales pertinentes tengan un punto de contacto dentro de la Oficina de Evaluación y Asistencia Técnica, incluida la necesidad de establecer enlaces con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos y otras organizaciones competentes en cuestiones relacionadas con los derechos humanos y la lucha contra el terrorismo.",1
"2326","Decide que el mandato de [la Misión] será el siguiente:... v) Ayudar a las autoridades de [el país afectado] a elaborar y ejecutar programas para el desarme, la desmovilización y la reintegración de los excombatientes y el desmantelamiento de milicias y grupos de autodefensa, en consonancia con los objetivos de reconciliación y teniendo en cuenta las necesidades específicas de los niños desmovilizados;",1
"2327","1. Sobre la situación en el norte de Malí",0
"2328","La OTAN completó con éxito su misión militar en Bosnia y Herzegovina el 2 de diciembre en una ceremonia oficial en el campamento de Butmir en Sarajevo.",1
"2329","El Estatuto de Roma, aprobado a principios de ese mismo año, representa un enorme paso adelante al incorporar, por primera vez y de manera explícita en un marco jurídico internacional, la violencia sexual como la violación, la esclavitud sexual, la prostitución forzada y el embarazo forzado, lo que hace que su enjuiciamiento sea una posibilidad práctica.",0
"2330","Dentro del ejército, los informes y todas las demás comunicaciones tienen lugar a lo largo y a lo largo de la cadena de mando, como ocurre con la mayoría de las fuerzas armadas convencionales.",1
"2331","La encuesta mostró una contaminación residual significativa.",0
"2332","25. Encomienda al Comité que elimine sin demora, caso por caso, a las personas y entidades que ya no cumplan los criterios de inclusión en la lista indicados en el párrafo 2 supra, y solicita que el Comité tenga debidamente en cuenta las solicitudes de expulsión de las personas que se han reconciliado, de conformidad con el Comunicado de la Conferencia de Kabul de 20 de julio de 2010 sobre el diálogo para todos los que renuncian a la violencia, no tienen vínculos con organizaciones terroristas internacionales, incluida Al-Qaida, respetan la Constitución, incluidas sus disposiciones de derechos humanos, en particular los derechos de la mujer, y están dispuestos a sumarse a la construcción de un Afganistán pacífico, y según se detalla más detalladamente en los principios y resultados de las conclusiones de la Conferencia de Bonn de 5 de diciembre de 2011 apoyadas por el Gobierno del Afganistán y la comunidad internacional;",1
"2333","Observa que es necesario que la comunidad internacional adopte una serie de medidas para compartir la carga que soportan los Estados africanos que acogen a refugiados y apoyar sus esfuerzos por garantizar la seguridad y el carácter civil y humanitario de los campamentos y asentamientos de refugiados, incluso en las esferas de la aplicación de la ley, el desarme de los elementos armados, la limitación de la corriente de armas en los campamentos y asentamientos de refugiados, la separación de los refugiados de otras personas que no reúnen los requisitos para recibir protección internacional que se les ofrece o que de otro modo no requieren protección internacional, y la desmovilización y reintegración de los excombatientes.",1
"2334","Reafirmando su resolución 1540 (2004) y la necesidad de que todos los Estados apliquen plenamente las medidas que en ella figuran, y exhortando a todos los Estados Miembros y a las organizaciones internacionales y regionales a que cooperen activamente con el Comité establecido en virtud de esa resolución, incluso en el curso del examen amplio que se pide en la resolución 1810 (2008),",1
"2335","Además, un equipo móvil visita las comunidades más remotas, especialmente las comunidades minoritarias, que pueden no tener fácil acceso a los centros de recursos.",0
"2336","La reducción gradual y gradual de la policía de la UNMIT comenzó en abril, con la reducción de un total de 22 agentes de policía en mayo.",1
"2337","Nuestras conclusiones sobre una explosión sobre o bajo tierra se basan en los siguientes exámenes:",1
"2338","En algunas zonas hay pruebas fidedignas de hostigamiento y amenazas de reclutamiento de niños liberados de grupos armados, y la falta de seguridad sigue obstaculizando la reintegración.",0
"2339","Si bien los propios interesados determinarán en última instancia la naturaleza de las consultas, se prevé que en ellas participen conferencias a nivel local y estatal en todo Darfur que culminen en una conferencia importante a nivel de todo Darfur.",1
"2340","Estas falsas acusaciones van en contra de la razón y de las normas básicas de una actitud profesional, y estoy seguro de que el Consejo las rechazará.",0
"2341","Todos los Estados, salvo uno, cuentan con legislación para reglamentar las organizaciones sin fines de lucro, pero sólo uno ha introducido y aplicado efectivamente disposiciones jurídicas para prevenir la financiación del terrorismo a través de organizaciones sin fines de lucro.",1
"2342","El vuelo se canceló y una crisis se evitó sólo después de que el Comandante de la fuerza Licorne, General Irastorza, llamara al Jefe de Estado Mayor de las FANCI, General Mangou, para decir que dicho vuelo sería considerado como una acción hostil.",1
"2343","La situación relativa a la República Democrática del Congo",0
"2344","Su competencia fue redefinida en marzo de 2006 por el reglamento 2006/50 de la UNMIK, en el que se encomendó a la Comisión para Kosovo que resolviera las reclamaciones directamente relacionadas con el conflicto armado que se produjo entre el 27 de febrero de 1998 y el 20 de junio de 1999 con respecto a bienes inmuebles privados, incluidos los bienes agrícolas y comerciales.",1
"2345","El detenido puede apelar de esta decisión ante un juez, pero no hay garantías de acceso inmediato a un abogado.",1
"2346","c) Facilitar el fomento de la capacidad de los Estados, en cooperación con el Grupo de África Oriental y Meridional contra el blanqueo de dinero, para establecer o fortalecer dependencias de inteligencia financiera de la subregión y desarrollar la capacidad legislativa y operacional de los Estados para congelar fondos sin demora.",1
"2347","El Departamento se encarga de la gestión y administración del Cuerpo de Protección de Kosovo, así como de la planificación, coordinación y ejecución de la respuesta de emergencia a desastres naturales o de otro tipo.",1
"2348","La situación se ve agravada por el elevado desempleo y el deterioro de las condiciones de salud, especialmente con la creciente incidencia del VIH/SIDA, la fiebre tifoidea, el paludismo y la tuberculosis y las elevadas tasas de mortalidad materna, infantil e infantil.",0
"2349","""La situación en la República Centroafricana",0
"2350","Esto comenzó con el establecimiento por el Consejo de los tribunales especiales para la ex Yugoslavia en 1993 y un año después para Rwanda.",1
"2351","4. Qadhafi, Muammar Mohammed Abu Minyar",0
"2352","195. Reconociendo la importancia de la subregión como zona de "" tránsito "", la mayoría de los Estados han promulgado leyes sobre el asilo, la circulación de viajeros y la prevención y represión de la circulación transfronteriza de terroristas.",1
"2353","La ONUCI siguió impartiendo capacitación sobre cuestiones de género al personal militar, la policía de las Naciones Unidas y el personal civil, incluso mediante la difusión semanal de mensajes de sensibilización sobre diversas cuestiones relacionadas con el género.",1
"2354","2.300 personas a través del río Mereb el 7 de agosto.",0
"2355","Azahari Husin, el fabricante de bombas más conocido de Jemaah Islamiyah hasta su muerte en noviembre de 2005, entrenó, además de un número desconocido de estudiantes ordinarios, a varios otros instructores que siguen prófugos y que pueden transmitir sus conocimientos a las células de todo el Asia sudoriental.",1
"2356","En la medida de lo posible, los gobiernos colaboran con sus territorios para alentarlos a redactar las leyes nacionales de lucha contra el terrorismo apropiadas, pero en muchos casos es necesario mejorar esos marcos.",1
"2357","A fin de facilitar la movilización y la coordinación de la asistencia financiera en apoyo de la aplicación de los procesos previstos en el Acuerdo de Uagadugú, el Programa de las Naciones Unidas para el Desarrollo ha establecido dos fondos fiduciarios, el primero de los cuales, en apoyo de los programas de recuperación, ha recibido contribuciones por valor de 8,4 millones de dólares, con promesas de contribuciones adicionales por valor de 12,4 millones de dólares.",1
"2358","Casi la mitad de las solicitudes son presentadas por personas sin asistencia letrada y el Ombudsman adopta medidas para garantizar que ningún solicitante sufra perjuicio porque no tiene representación letrada.",1
"2359","Esto en sí mismo presenta un nuevo conjunto de desafíos, como la elaboración de nuevos enfoques para combatir la incitación y el extremismo violento, y teniendo en cuenta la relación entre la seguridad y el desarrollo.",1
"2360","Comenzó el 5 de noviembre de 2003 y finalizó a finales de 2007.",0
"2361","Para orientar los nuevos compromisos contraídos por los donantes este año, la UNMIK preparó Kosovo: Reconstrucción 2000: un programa público de reconstrucción e inversión que orientaba a los donantes hacia las prioridades de la Estructura Administrativa Mixta.",1
"2362","Los Estados también están obligados a impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos (párr. 2 d)).",1
"2363","Apoyo a los hospitales que tratan a las víctimas de violaciones (atención médica y quirúrgica, asesoramiento voluntario y confidencial después de la violación y tratamiento de las enfermedades de transmisión sexual).",1
"2364","5. Declara que los actos, métodos y prácticas terroristas son contrarios a los propósitos y principios de las Naciones Unidas y que, a sabiendas, la financiación, la planificación y la incitación a actos terroristas son también contrarias a los propósitos y principios de las Naciones Unidas;",1
"2365","La Dirección Ejecutiva, en colaboración con los donantes y otras organizaciones asociadas pertinentes, intensificará sus enfoques regionales y subregionales para llevar a cabo iniciativas ya iniciadas o previstas en las esferas de la prevención del uso indebido del sector sin fines de lucro para financiar el terrorismo, el movimiento transfronterizo ilícito de efectivo y otros instrumentos negociables al portador, el aumento de la capacidad de lucha contra el terrorismo de los agentes de policía y los fiscales, el control y la gestión eficaces de las fronteras y la promoción de la cooperación entre las entidades subregionales pertinentes.",1
"2366","El Comité dijo que el Gobierno trata de proteger a la población civil, que no emprende operaciones militares contra civiles y que sólo ataca a los rebeldes.",1
"2367","En su resolución 2128 (2013), el Consejo de Seguridad modificó los requisitos de notificación relacionados con el embargo de armas, decidiendo que las autoridades de Liberia deberían tener la responsabilidad primordial de notificar al Comité, por lo menos con cinco días de antelación, el envío de todo suministro de armas mortíferas y material conexo, o cualquier prestación de asistencia, asesoramiento o capacitación relacionados con actividades militares u otras actividades del sector de la seguridad para el Gobierno de Liberia.",1
"2368","La resolución es el segundo cambio importante en la tramitación de los contratos de suministros humanitarios en el marco del programa desde la aprobación de la resolución 1284 (1999), que aumentó la cantidad de petróleo que el Iraq podía vender en el marco del programa y creó nuevos procedimientos de vía rápida para ciertos artículos humanitarios.",1
"2369","En estrecha cooperación con los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004) y de conformidad con su mandato, el Comité prestará especial atención a los Estados respecto de los cuales no se disponga de información sobre la aplicación de la resolución 1373 (2001) y examinará la mejor manera de abordar la cuestión.",1
"2370","2. La situación en el Oriente Medio.",0
"2371","Embajador Susan Rice (Estados Unidos de América), Jefa de la Misión",0
"2372","85. Desde la imposición de medidas del Consejo de Seguridad a Côte d'Ivoire, el Gobierno ha restringido la adquisición de armas y municiones, debido a un intenso programa de adquisiciones previo al embargo y al uso limitado de armas y municiones durante el breve período de intenso conflicto armado de 2004.",0
"2373","Los Estados deberían introducir las medidas jurídicas necesarias, como la incautación de fondos cuando haya sospechas de blanqueo de dinero o financiación del terrorismo.",0
"2374","Durante el mes de febrero, se denunciaron más de 20 robos a mano armada en carretera a lo largo del eje Guiglo-Duékoué, mientras que en Bangolo se registraron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y seguridad de Côte d'Ivoire resultó muerto en Duékoué por bandidos armados no identificados.",0
"2375","Además, el Equipo ha intercambiado información con los expertos del Comité 1540, los expertos de Somalia y Liberia, así como con las organizaciones no gubernamentales y académicas pertinentes.",1
"2376","El sospechoso que vaya a ser interrogado por el Fiscal no será obligado a inculparse a sí mismo ni a confesarse culpable.",0
"2377","En el marco del proyecto de agentes no estatales de la UNIPSIL, la Comisión siguió desempeñando un papel fundamental en la ejecución de programas para fomentar la capacidad de mitigación y solución de conflictos de los partidos políticos, incluidas sus alas de mujeres y jóvenes.",1
"2378","Otro testigo declaró que el día después del asesinato Faysal Al-Rasheed había insistido en que el caso se había resuelto y que el autor era el Sr. Abu Adass, como terrorista suicida y que el cuerpo del Sr. Abu Adass seguía en la escena del crimen.",0
"2379","Al concertar esos acuerdos en nombre de sus respectivos ""movimientos"", los dirigentes de cada movimiento asumieron la plena responsabilidad por la conducta o mala conducta de sus combatientes.",1
"2380","11. Decide seguir ocupándose de la cuestión.",0
"2381","A continuación se hace una breve reseña de esos informes, que sirve para aclarar el contexto de la determinación de los hechos y las investigaciones realizadas por la Comisión. En las secciones que siguen a esta reseña, se presentan incidentes individuales según el tipo de violación o crimen internacional identificado.",1
"2382","Las soluciones preferidas de las partes",0
"2383","A fin de identificar a los autores, la Comisión decidió que debía haber un material fiable que se ajustara a otras circunstancias verificadas, lo que tiende a demostrar que se puede sospechar razonablemente que una persona está involucrada en la comisión de un delito.",1
"2384","o) Cooperen estrechamente con los órganos pertinentes de las Naciones Unidas de lucha contra el terrorismo en el suministro de información sobre las medidas adoptadas por los Estados Miembros en relación con el secuestro y la toma de rehenes para obtener rescates por Al-Qaida y otras personas, grupos, empresas y entidades asociados con ella, y sobre las tendencias y novedades pertinentes en esta esfera;",1
"2385","18. Reitera que las misiones de mantenimiento de la paz y las misiones políticas especiales de las Naciones Unidas pueden, si así lo dispone el Consejo, contribuir al fomento de la capacidad de los gobiernos anfitriones, cuando se les solicite, para cumplir los compromisos contraídos en virtud de los instrumentos mundiales y regionales vigentes y hacer frente al tráfico ilícito de armas pequeñas y armas ligeras, entre otras cosas mediante programas de recogida de armas, desarme, desmovilización y reintegración, el mejoramiento de las prácticas de seguridad física y gestión de existencias, la capacidad de mantenimiento de registros y de localización, el desarrollo de sistemas nacionales de control de las exportaciones e importaciones, el mejoramiento de la seguridad fronteriza y el fortalecimiento de las instituciones judiciales, la policía y otras capacidades de aplicación de la ley;",1
"2386","El Consejo de Seguridad tiene dos principales palancas de influencia en el Afganistán: una se ejerce a través de la Misión de Asistencia de las Naciones Unidas en el Afganistán (UNAMA), que tiene el mandato de fomentar el diálogo nacional, y la otra es a través del Comité establecido en virtud de la resolución 1267 (1999), que, en gran medida, puede determinar qué miembros de los talibanes pueden desempeñar un papel en cualquier gobierno futuro.",1
"2387","El Comité y su grupo de trabajo sobre asistencia siguieron trabajando para mejorar la eficacia de su mecanismo de asistencia.",1
"2388","a) Seguir aumentando su cooperación con las organizaciones internacionales, regionales y subregionales y desarrollar formas de trabajar con esas organizaciones caso por caso, lo que refleja la variación de la capacidad y el mandato de cada organización, incluidos los intercambios a nivel de trabajo, las reuniones informativas con el Comité y con el Comité y la mejora de los arreglos de intercambio de información;",1
"2389","Proporcionar más espacio a las víctimas del terrorismo para que contribuyan al debate puede ayudar a combatir más eficazmente la incitación.",1
"2390","Esa asistencia debe tener por objeto establecer una autoridad trinacional que asuma la responsabilidad de supervisar y hacer cumplir las normas y reglamentos que se acuerden y establezcan para el bienestar de la población de 1 millón de personas más que converjan en el Golfo y para el desarrollo económico de los tres Estados ribereños, alentando así el comercio marítimo internacional.",1
"2391","Aquí, en el Consejo de Seguridad, tres casos en particular exigen nuestra atención hoy.",0
"2392","El reclamante también ha presentado informes detallados de las medidas adoptadas para documentar su reclamación.",0
"2393","Malí y el Níger son miembros del recientemente establecido Centro Conjunto de Inteligencia subregional en Tamanrasset (Argelia).",1
"2394","Por lo tanto, se ocupa en gran medida de aspectos de los contextos sociales que pueden propiciar la propagación del terrorismo.",0
"2395","Sin embargo, el Partido Socialdemócrata del Viceprimer Ministro ha indicado públicamente que no se retiraría de la coalición AMP para no poner en peligro la estabilidad del Gobierno.",0
"2396",":: Proseguir la reforma estructural de las instituciones gubernamentales, incluida la reforma financiera; y",0
"2397","215. Todos los Estados han promulgado leyes que regulan la producción, venta y transferencia de armas y explosivos.",1
"2398","Como resultado de ello, la situación de seguridad en Mitrovica ha mejorado considerablemente, al igual que la prestación de servicios judiciales y de detención, pero se ha avanzado poco o nada en el regreso de los serbios y albaneses de Kosovo desplazados a sus hogares a los lados del río Ibar.",1
"2399","""El Consejo de Seguridad reafirma que los Estados Miembros deben garantizar que las medidas adoptadas para combatir el terrorismo se ajusten a la Carta de las Naciones Unidas y a todas las demás obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho internacional de los refugiados y el derecho internacional humanitario.",0
"2400","Se han establecido mecanismos regionales y bilaterales de cooperación en materia de aplicación de la ley, como mecanismos de alerta temprana y cooperación en materia de inteligencia.",1
"2401","Entre ellos figuran el derecho a la vida; la prohibición de la tortura o los castigos crueles, inhumanos o degradantes; la prohibición de la esclavitud, la trata de esclavos y la servidumbre; y la libertad de pensamiento, conciencia y religión.",1
"2402","Todos los restos han sido transferidos a la base militar de Hilversum, donde se está llevando a cabo el proceso de identificación.",1
"2403","Nota verbal de fecha 7 de abril de 2006 dirigida al Presidente del Comité por la Misión Permanente de Trinidad y Tabago ante las Naciones Unidas",0
"2404","El propósito de esta práctica era reducir las posibles pérdidas de armas en las operaciones del equipo de tareas naval.",1
"2405",":: Restricciones o reglamentos, en su caso, sobre el movimiento de objetos preciosos como oro, diamantes y otros artículos conexos.",0
