"es_en_DEEP"	"MatConf"
"The Ambassador noted that the Council also had an important role to play in promoting accountability for such crimes and other violations of international humanitarian law and human rights law."	1
"Parties and their youth wings induce children to participate in demonstrations that can turn violent, and the police sometimes respond with excessive force."	1
"2. Letter dated 22 November 2006 addressed to the President of the Security Council from the Secretary-General (S/2006/920)"	0
"Which will be held behind closed doors on Tuesday, April 30, 2013, at 9:30 a.m."	0
"32. Welcomes the regular reporting by the Government of Afghanistan on the content of the List and the effects of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and supporting the Afghan-led reconciliation initiative;"	0
"Comprehensive Nuclear Test Ban Treaty"	0
"The prosecution of persons suspected of piracy and the punishment of convicted pirates in accordance with relevant Security Council resolutions are essential to deter future pirates and demonstrate to them that they cannot act with impunity."	0
"In addition, there is a mobile surveillance unit, which is mainly used in ports."	0
"- On September 19, following a vehicle explosion caused by a mine in Aguelhok, six wounded troops from the Chadian battalion were evacuated by helicopter to the Chinese Level II medical center in Gao."	1
"Much of that money has been transferred to places outside Liberia."	0
"The latest information indicates that 35 internally displaced persons were killed as a result of the violence, 10 were injured and more than 4,000 internally displaced persons and villagers were forced to flee."	1
"31. The State considers the spread of Christianity to be a particularly serious threat since it ideologically challenges the official cult of personality and provides a platform for political and social interaction and organization outside the limits of the State."	1
"S/RES/1828 (2008), para. 13 of the preamble"	0
"promoting mechanisms for truth and reconciliation"	0
"- Urge troop- and police-contributing countries to take appropriate measures to prevent sexual exploitation and abuse by their personnel, including pre-deployment and in-theater training to promote and ensure compliance with the provisions of the Secretary-General's bulletin on special measures for protection against sexual exploitation and abuse (ST/SGB/2003/13)."	0
"Colonel Nakabaka's FDLR allies have entrenched themselves in positions along the Ruzizi Plain and high in the mountains to the west, especially in the Sange, Livungi and Lemera areas."	0
"The law enforcement mechanism is also poor when it comes to crimes between different ethnic groups."	1
"Although local cells are known to be involved in small-time criminal operations, such as credit card fraud or drug trafficking, and the United Nations Office on Drugs and Crime has reported that groups operating in both While both sides of the Afghanistan-Pakistan border, the Islamic Republic of Iran and Uzbekistan collect transit taxes from those transporting drugs for the benefit of the Taliban, there is still little convincing evidence of large-scale involvement by terrorist groups. in drug trafficking or other organized crimes."	1
"The implementation of resolution 1373 (2001) in Central Asia is hindered by several factors, namely: the proximity of the conflict in Afghanistan (where drug production fuels terrorist activities and has generated an intense exchange of drugs for weapons ); illicit cross-border courier money transfer activities (a potential source of terrorist financing); the circulation of surplus weapons (due to political and civil unrest in the region); the existence of remote or poorly protected borders, together with the lack of human and material resources to ensure effective border control, and a high number of migrant workers (which in turn increases the use of informal remittance systems, a source terrorist financing potential)."	1
"51. The situation in Chad, the Central African Republic and the subregion (August 27, 2007; December 20, 2010)."	0
"Since the submission of my previous report to the Council, unfortunately only limited progress has been made in the implementation of the provisions of the Pretoria Agreement on the peace process in CÃ´te d'Ivoire (S/2005/270, annex I), of 6 April 2005, and the great differences in the positions of the parties have worsened."	0
"The information collected and verified by the Commission shows that rape and other forms of sexual violence committed in Darfur by Janjaweed militias and Government soldiers were widespread and systematic and can therefore be considered crimes against humanity. ."	1
"Reiterating that Member States have the obligation to prevent the movement of terrorist groups by imposing effective border controls, among other means, and, in this context, to rapidly exchange information and improve cooperation between competent authorities to prevent entry and departure of terrorists and terrorist groups from their territories, as well as the supply of weapons to terrorists and funds that could finance their activities,"	1
"V. Claim No. 5000347 (Iran) 130"	0
"The Security Council further reaffirms the need to combat, by all means and in accordance with the Charter of the United Nations, threats to international peace and security caused by terrorist acts."	0
"Six men were killed and buried in individual graves."	1
"Among them are the right to life; the prohibition of torture or cruel, inhuman or degrading punishment; the prohibition of slavery, the slave trade and servitude; and freedom of thought, conscience and religion."	0
"585. There can be little doubt that the alleged crimes that have been documented in Darfur meet the requirements of the Rome Statute, as defined in articles 7 (1) and 2 (1) and (f) of article 8."	1
"She and Mr. Abu Adass's father, Tayssir, had been unlawfully detained for about 10 days."	1
"Between June 1 and August 31, almost 500 small-caliber weapons, more than 189,000 cartridges, 2,368 hand grenades and mines, and more than 225 kilograms of explosives were collected or delivered. Perspectives"	1
"Instead of the famous 2014 World Cup logo, which is made up of three victorious hands holding the globe forming the prestigious cup, the Palestinian Authority cartoon shows a \"trophy\" of three hands holding three people whose arms are raised in an attitude of surrender."	0
"As can be seen in the appendix to this letter, the regime forces have been particularly cruel in the city of Ar-Raqqa, where, under the cover of US airstrikes against ISIL, they have massacred innocent civilians in an unprecedented scale."	1
"Members of the Lord's Resistance Army were allegedly involved in all of the attacks."	1
"Regarding the situation on Lebanon's border with the Syrian Arab Republic, illegal arms transfers continue to be reported, allegedly in both directions. Several Member States have continued to express deep concern about the illegal transfer of arms across land borders."	1
"They therefore decided to provide all possible support to the results of the Round Table on Côte d'Ivoire, held in Linas Marcoussis from 15 to 24 January 2003."	0
"During meetings with President Gbagbo and the Ministers of Defense and Internal Security, the Commission was informed that the decision to mobilize the national armed forces was intended to repress the demonstration and prevent it from taking place."	1
"Some people had been detained for more than 11 months without being charged, without having access to a lawyer or without being able to communicate with their families."	1
"According to statements by the G7 organizers, protesters wishing to take part in the march were instructed to regroup in large public areas within their communes on the road to the Plateau, Abidjan's \"red zone.\""	1
"Additional insurance premiums amount to $795,199, which includes $539,623 for oil tankers and $255,576 for product transport vessels."	0
"Some of the detainees at the disposal of the Moroccan authorities began a hunger strike that lasted from the beginning of August until September 29."	1
"Eritrea has been organizing, training and sending to Ethiopia all types of gangsters and terrorist elements to create confusion in our country and cause political instability."	1
"Resolution 1884 (2009) of August 27, 2009"	0
"The current armed conflict is the main cause of people leaving their homes and also the most common cause of food insecurity."	1
"1. YO'N CHO'NG NAM"	0
"The Commission observes that, during the conflict in Darfur, a pattern of looting and rape by the Janjaweed militias has clearly emerged, a fact that could not have been unknown to the people identified by the Commission."	1
"The Security Council has confirmed that financial sanctions also apply to the provision of content hosting and related services on the Internet, but Internet services can be widely used by terrorists and terrorist groups."	1
"Other circumstances relating to the planning phase of the crime must be taken into account, such as the surveillance measures of Mr. Hariri undertaken by the Internal Security Forces and the tapping of Mr. Hariri's telephones by the Military Intelligence Service (see section titled \"Mr. Hariri's Wiretapping\")."	1
"Many of the complaints refer to kidnappings of women."	1
"In addition, violations of the crime scene cordon were known to have occurred on several occasions."	1
"Sheikh Yusuf Indohaade moved militias from Baledogle airfield to positions northwest of Jowhar."	1
"Reports of child abductions during recent attacks on civilians demonstrate the high price that Darfur's children pay in this civil war."	1
"The Team has noted that Al-Qaida, the Taliban and their associates will use any available explosives, such as military explosives in conflict zones or the components needed to improvise an explosive device, such as ammonium nitrate, in other areas (S/2007 /132, para. 90)."	1
"Following instructions from the First Investigative Judge of the Military Court, and with the approval of the Director General of the Internal Security Forces, the cars that made up Hariri's entourage were taken to the Helou barracks, after having been photographed in situ and A video was recorded in the presence of the Commander of the Second Beirut Regional Secretariat, the Commander of the Second Beirut Transit Squadron, the Commander of the Al-Burj Detachment and a squad of criminal investigators, and using the lights provided by the civil defense , in accordance with report No. 144/302, dated February 14, 2005."	0
"In addition, four States have enacted laws that make it a crime for individuals or organizations to harbor terrorists and their supporters."	0
"7. Notes that such means of financing or support include, inter alia, the use of proceeds from criminal activities, including the illicit cultivation, production and trafficking of narcotic drugs and their precursors;"	1
"- Art. 80.5 of the Argentine Penal Code. (Attempted use)"	0
"1. The Universal Declaration of Human Rights (1948);"	0
"Acts of terrorism and incitement are complex manifestations of criminal conduct."	1
"As the relevant jurisprudence maintains, liability for a crime other than that agreed upon in the common plan arises only if, in the circumstances of the case, it was foreseeable that one or other members of the group would commit it and the accused voluntarily assumed that risk."	1
"This is especially relevant for the installations listed below."	0
"The Security Council condemns the violations of human rights and international humanitarian law committed by members of the FARDC, including the mass rapes committed in Minova on 24 November 2012, and calls on the Government of the Democratic Republic of the Congo to capture quickly those responsible for these violations, regardless of their military rank."	1
"With regard to tasks related to matrices, the Committee's agreement on a new format was an important step forward."	0
"During the first half of 2011, the second documentary will be released, relating to a former terrorist from Saudi Arabia."	0
"The effectiveness of asset freezing can be increased by better linking those who understand the work being carried out (such as law enforcement and intelligence agencies) with financial intelligence units."	1
"84. According to another senior commander, most of the recruits \"are knowledgeable in firearms and are strong and fit\" but \"they need to learn discipline.\" He noted that recruits did not always return uniforms, weapons and ammunition upon demobilization and that weapons and ammunition were sometimes distributed through tribal chiefs to ensure their return when the time came."	0
"The Security Council encourages UNAMI to continue its work, in coordination with the Government of Iraq, to ââhelp create conditions conducive to the voluntary, safe, dignified and sustainable return of Iraqi refugees and internally displaced persons, and hopes that all stakeholders will pay more attention to this matter."	0
"A senior government official involved in recruitment informed the Commission that tribal chiefs were paid with donations and gifts based on their recruitment activities and the number of people they provided."	1
"a) Chaos reigned at the scene not only during the first hours after the explosion, when the priority was to put out the fire, save the injured and locate the missing, but unfortunately and unnecessarily for much longer. ;"	1
"EUFOR, which chose to make its presence felt, even if unseen, was prepared to intervene if the situation deteriorated, and emergency plans were made to deploy reserve forces if necessary."	1
"He said that no one knew who had shot at the helicopter, as the incident had occurred near Bentiu, where the armed parties were very close to each other."	1
"Mr. Zeid RaÊ¼ad Zeid Al-Hussein (Jordan) and subsequently Ms. Dina Kawar (Jordan) served as Chair of the Bureau of the Committee. The representatives of Luxembourg and Rwanda held the Vice-Chairs."	0
"As noted above, genocide is not necessarily the most serious international crime."	0
"But although the manufacturing method is relatively simple, the product is unstable and unreliable, unlike military explosives."	1
"President Abbas and Prime Minister Seniora further considered the possibility of establishing a Lebanese-Palestinian dialogue on the social and economic well-being, security and representation of Palestinian refugees in Lebanon."	0
"We hope that Japan will recover from these tragedies in the shortest possible time."	0
"See also, for example, S/RES/1325 (2000), para. 6; and S/RES/1296 (2000), para. 19."	0
"1. Commends the continued efforts of the African Union, in particular President Olusegun Obasanjo of Nigeria, President of the African Union, and President Thabo Mbeki of the Republic of South Africa, Mediator of the African Union, the Economic Community of States of West Africa (ECOWAS) and the leaders of the region to promote peace and stability in CÃ´te d'Ivoire, and reiterates its full support;"	0
"a) Spacecraft (single or multiple), including satellites."	0
"This is important to strengthen the Mission's capacity to provide genuine protection to the Congolese civilian population, victims of an obvious humanitarian disaster, as Mr. Doss stressed, and of massive violations of human rights, in particular acts of violence directed against women and children."	0
"In the last of these (S/2012/376), as in the previous ones (S/2009/277 and S/2010/579), the Secretary General defined five basic challenges around which the debate should revolve: promote compliance with international law by parties to the conflict; improve compliance by non-state armed groups; increase protection by peacekeeping and other relevant United Nations missions; improve access for humanitarian purposes; and increase accountability for violations."	0
"The PNTL Commanding General removed weapons from the PNTL national armory without the knowledge of the officer in charge of the armory. On March 23, 60 Steyr brand rifles and 50 boxes of ammunition were sent to the URP facilities in Alieu. On April 15, 10 Steyr brand rifles, in addition to ammunition, were sent to the LiquiÃ§a police station."	1
"Letters of credit expiring in 2006 and 2007"	0
"The explosion that killed Mr. Hariri and 22 other people occurred above the road."	1
"Which will be held on Monday, November 14, 2011, at 4:20 p.m."	0
"According to some estimates, more than 700 villages in the three states of Darfur have been totally or partially destroyed. The Commission was also informed that the police had assessed the destruction and recorded the number of villages destroyed as more than 2,000."	1
"1. Environmental Protection Act of 1986"	0
"A senior government official at the provincial level described how the Government, in an initial campaign to recruit fighters, had also used Arab outlaws and, as indicated in other reports, people convicted of criminal offences."	1
"In this way they harm their community."	0
"66. Saad Murshid Jasir Al-Barazi"	0
"In light of the above, the National Commission visited several areas in the Darfur states where, according to some allegations, forced displacement or acts of ethnic cleansing were taking place."	0
"The FARDC remains poorly equipped and sustained and MONUC believes that it would be necessary to reinforce the military presence to ensure the smooth conduct of the elections in several key areas of Katanga."	1
"The use of lethal force in these situations must respect the principles of distinction and proportionality, and those responsible for its violation must be held accountable."	1
"b) Lost profits 143 - 163 43"	0
"Acting for these purposes under Chapter VII of the Charter of the United Nations,"	0
"Aiman ââMuhammad Rabi al-Zawahiri's failed attempts to mediate the internal conflicts between Al-Qaida and Jabhat al Nusra (an entity affiliated with Al-Qaida in Iraq), as well as the ongoing fighting within Al-Shabaab, put revealed the limits of Al-Zawahiri's authority."	1
"Women and children make up 22% of deaths."	1
"a) The elimination of in situ bioremediation and long-term inspection;"	0
"The military component continues to serve in extremely difficult conditions in the north."	1
"(i) With respect to travel restrictions, where the Committee determines that travel is justified on humanitarian grounds, including religious obligations, or concludes that an exemption would otherwise advance the objectives of this resolution;"	1
"Despite these shortcomings, state schools were able to start the 2004/2005 school year on time in October for the first time in three years, thanks to the provision of teaching materials financed by the Emergency Economic Management Fund."	0
":: On November 25, 2014, regime warplanes launched 2 missiles against the industrial area of ââthe city of Ar-Raqqa, killing 44 people and wounding 57 others. 15 businesses and 17 homes were destroyed."	1
"Around 1.8 million people were forcibly displaced and became refugees or internally displaced persons and are in need of protection."	1
"There are four different categories of inspection rights:"	0
"The Monitoring Team is ready to make a detailed study of the matter."	0
"It has been reported that it is becoming increasingly common for kidnappers to subject abductees to torture, rape and other forms of ill-treatment."	1
"The Council expresses serious concern at situations in which armed forces and groups persist in committing violations and abuses against children exposed to and affected by armed conflict and post-conflict situations, in blatant disregard of applicable international law and Council resolutions on This question."	1
"With that money, he pays monthly to the militia members, his \"close circle\" (advisers and closest associates) and the notables of the clan, and buys weapons."	1
"On 27 December 2007, supporters of Sergeant Ibrahim Coulibaly, also known as IB, a former member of the Forces Nouvelles, were accused of attacking members of the Forces Nouvelles in BouakÃ©. Several deaths resulted from the attack, and several people were arrested."	1
"The Team has also sought to raise awareness of Al-Qaida sanctions within the commercial airline sector by working closely with the International Civil Aviation Organization (ICAO), the International Air Transport Association (IATA) and private industry. ."	1
"Second, limited information produces frustration and disinterest among the people who have to consult the List and on whom the effectiveness of its use depends most, which increases the danger that names on the List will not be discovered and that the measures are applied to those who are not intended."	1
"3. Also remembers that media equipment and facilities constitute civilian assets and, as such, may not be the subject of attacks or reprisals, unless they are military objectives;"	1
"The Security Council extended the partial suspension of the arms embargo for the development of the security forces of the Federal Government of Somalia on two occasions: in resolution 2142 (2014) for six months and in resolution 2182 (2014) until 30 October 2015."	1
"To this end, the Security Council may wish to consider taking strict measures against those who attempt to impede the implementation of these and other key provisions of the Pretoria Agreement, in particular through the imposition of targeted sanctions under resolution 1572. (2004) of the Security Council, November 15, 2004."	1
"The village of Nurei, near the town of Mornei in Western Darfur, was attacked by Janjaweed and government forces in December 2003."	1
"The MDC candidate has little or no access to Zimbabwe's media; he is prohibited from campaigning freely; and there are reports that the state has confiscated campaign buses and vehicles, allegedly because they were not properly registered."	0
"Many times the attacks lasted several hours."	1
"Allegations regarding the presence of armed protesters and elements of rebel groups prepared to attack the security forces or overthrow the President could not be independently verified, as the Commission did not receive conclusive or credible evidence in this regard."	1
"5. Diversion of supplies from the Armed Forces of the Democratic Republic of the Congo to the Democratic Forces for the Liberation of Rwanda"	0
"These figures do not take into account the likely involvement of listed groups or individuals in attacks claimed by non-listed groups, such as Tehrik-e-Taliban in Pakistan or Al-Shabaab in Somalia."	1
"f) Musical instruments: US$854,380"	0
"The High Commissioner expressed concern about the continuation of widespread abuses and the atmosphere of impunity prevailing throughout the country, especially in the zone of confidence, and the erosion of the rule of law in areas controlled by the Government and the Forces Nouvelles ."	0
"With regard to the travel ban, in paragraph 10 of resolution 1807 (2008), the Council established exemptions for travel on humanitarian grounds, including religious obligations, to promote peace and national reconciliation and stability in the region, and for the transit of persons returning to the territory of the State of their nationality or engaged in attempts to bring to justice those who have perpetrated serious violations of human rights or international humanitarian law."	0
"In particular, the Commission notes that, in many cases, Government forces and militias under their control attacked civilians and destroyed and burned villages in Darfur, contrary to the relevant principles and norms of international law. humanitarian."	1
"Some witnesses living in Anka reported that at approximately 5:00 p.m. on the same day, between 300 and 400 Janjaweed militiamen traveling on foot and another 100 on camels and horses advanced towards Anka from Barey."	1
"Except for some sporadic clashes between protesters and police, no violent incidents were reported."	1
"Also reaffirming the need to combat terrorism in all its forms and manifestations by all means, in accordance with the Charter of the United Nations, and further emphasizing that States must ensure that any measures taken to combat terrorism comply to their obligations under international law, and that they must take such measures in accordance with that law, in particular international human rights law, refugee law and humanitarian law,"	0
"2. Question of India-Pakistan (see document S/7382)."	0
"The most serious and bloody incident was the unprovoked attack by tribal militias on the Aro Sharow IDP camp and the villages of Gosmino and Ardja in the Kulbus area of ââWestern Darfur, near the border with Chad. , on September 28."	1
"6) Convention for the Suppression of Unlawful Seizure of Aircraft, signed in The Hague on December 16, 1970; It was ratified on April 6, 1972 and entered into force in the Czechoslovak Socialist Republic on May 6, 1972."	1
"In paragraph 19 of my report of 30 August 2004 (A/2004/703), I noted that \"the disarmament of members of the People's Defense Forces had already begun. The second joint verification mission observed a demobilization ceremony of some 300 soldiers in Western Darfur."	1
"b) Spare parts and materials 371 104"	0
"Uganda does not support the Congolese militias, as stated by the Permanent Representative of the Democratic Republic of the Congo."	0
"The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; 32, 37, 41, 48, 51 and 52; 15 and 29; and S/2001/15/Add.4, 8, 16, 38, 42, 46 and 51; see also S/19420/Add.51; Add.12, 27, 37, 40, 43, 48 and 51)"	0
"Effective protection efforts require the involvement of a wide range of actors, as well as careful consultations between, for example, the Security Council, the Secretariat and troop- and police-contributing countries, prior to the establishment of a peacekeeping mission and throughout its life cycle."	0
"a) Production: cutting, burning and bagging (Somalia);"	0
"Council members expressed concern at reports that the Congolese armed forces were carrying out an offensive in Ãquateur province, called for an immediate end to the fighting and called on all parties to exercise restraint."	1
"16. Have you included the names of designated persons on your \"detention list\" or border control list for your country? Please briefly outline the measures taken and the problems encountered."	0
"According to a witness, Internal Security Forces personnel were ordered to monitor Mr. Hariri in late January and early February 2005."	1
"For example, a significant number of claims related to cases of death, torture, bodily injury, mental harm or suffering, hostage taking, and loss and damage to movable and immovable property."	1
"The victim, who was raped 14 times over the course of a week, provided the following information:"	1
"The provisions of the Law also apply to foreigners."	0
"They called us \"slaves\" and asked us why we were still there."	0
"It was proposed to amend Article 135 of the Criminal Code \"Aggravating circumstances\" with the following additions:"	0
"The situation is worsened by the high rate of unemployment and deteriorating health conditions, particularly with the increasing incidence of HIV/AIDS, typhoid fever, malaria and tuberculosis, and by high rates of maternal and infant mortality. and in childhood."	0
"Ms Karrer had run her non-governmental organisation, \"New Way\", in the city since 1993."	0
"Later I found out that they had killed my father and my younger brother. Four other people had also died."	1
"The substitute oil was transported to the port of Ceyhan, and from there delivered to Kirikkale by pipeline."	0
"However, nine of the 33 positions assigned to the FNL are still vacant."	0
"The Côte d'Ivoire and ECOWAS part of the mission was jointly headed by the Ambassador of France, Mr. Gérard Araud, and the Ambassador of Togo, Mr. Kodjo Menan."	0
"Al-Qaida affiliated entities Tehrik-e Taliban Pakistan (TTP) (QE.T. 132.11), Lashkar-e-Tayyiba and Harakat ul-Mujahidin (QE.H.8.01) continue to play a major role in the insurgency. in Afghanistan."	1
"MPCI fighters have established themselves in several public places."	1
":: On November 9, 2014, regime helicopters dropped several barrel bombs on the town of Dael, killing six people, including two children, and damaging residential buildings."	1
"Encourages Member States, the Office for the Coordination of Humanitarian Affairs, the Department of Political Affairs, the Department of Peacekeeping Operations, the Office of the United Nations High Commissioner for Refugees, the Relief and Works Agency of the United Nations for Palestine Refugees in the Near East, the Office of the High Commissioner for Human Rights, the United Nations Development Program and other relevant United Nations agencies and offices to continue to cooperate, also taking takes into account the content of resolutions 1325 (2000), on women, peace and security, and 1379 (2001), on children in armed conflict; welcomes the holding of regional seminars and encourages Member States to provide them with operational and financial support."	0
"Two vehicles were burned and the ground floor offices were looted."	1
"The Executive Directorate will increase its cooperation with relevant United Nations bodies, including the Security Council Committee Monitoring Team established pursuant to resolution 1267 (1999) and the Security Council Committee Group of Experts established pursuant of resolution 1540 (2004), as well as with various international, regional and subregional organizations, especially in the context of the Committee's visits to Member States."	0
"(b) Receive from listed individuals requests for exemption from the measures set out in paragraph 1 (b) of this resolution and transmit them to the Committee for its determination, on a case-by-case basis, whether entry or transit is warranted, directs the Committee to consider such requests in consultation with States of transit and destination and any other relevant States, further decides that the Committee shall accept exemptions from the measures set out in paragraph 1 (b) of this resolution only upon agreement of States of transit and destination, and further directs the Committee, through the Focal Point, to notify such individuals of its decision;"	0
"The violence that occurred in Rai Kotu on the afternoon of 28 April resulted in the death of a civilian, as described in paragraphs 50 and 51."	1
"The interlocutors met again on July 27 in Abu Dhabi."	0
"9. Requests the Secretary-General to mandate the Panel established pursuant to paragraph 4 (a) of resolution 1363 (2001), whose mandate expires on 19 January 2002, to monitor, for a period of 12 months, the implementation of the measures mentioned in paragraph 2 of this resolution;"	0
"We called on our people to enlist in the Popular Defense Forces. \"They responded by enlisting and began to follow the orders of the Government as part of the state military apparatus.\""	1
"In closing, Lieutenant General Singha explained that since March 2012, UNDOF had been experiencing fighting between opposition groups and the Syrian army in the area of ââseparation, which was a clear violation of the mandate."	1
"Some concerns have been expressed about the fairness of registration, most recently raised by several presidential candidates."	0
"In addition, a mobile team has been created to visit the most remote communities, especially minority ones, for which access to information centres would be difficult."	0
"As on previous occasions, the Special Adviser warned of actions by \"disruptive elements\" that were undermining Yemen's transition and threatening its peace, security and stability, noting that the country was at a critical juncture. He also described the advance of the Houthi militia, which had invaded Sanaa, and occupied several public buildings; He reported that Al-Qaida attacks in the Arabian Peninsula had increased, and that some were related to the general political and security situation, and expressed concern about the situation in the south of the country."	1
"Furthermore, on February 14, he was received in Nouakchott by the President of Mauritania, Mr. Sidi Mohamed Ould Cheikh Abdellahi, and met with the Minister of Foreign Affairs and Cooperation, Mr. Mohamed Saleck Ould Mohamed Lemine, and other senior Government officials. ."	0
"International law also prohibits indiscriminate attacks against the civilian population, that is, any attack against areas or places where both civilians and combatants may be present and that is not directed against a specific military objective or in which methods or means are used. combat weapons that cannot be directed against a specific military objective."	1
"This mechanism will ensure that the listed party does not control the assets of the company and cannot divert income in support of terrorism."	0
"Overall, it is estimated that in this illustrative scenario the residual mechanism or subdivision would have a total staffing of approximately 38 people. The rough estimate of the cost of that minimum staffing level is $5 million per year."	0
"Minoa palace - Leonidas Avdis S.A. - Crete"	0
"In accordance with the communication from the Kingdom of Saudi Arabia,"	0
"Category 0 - Nuclear materials, installations and equipment"	0
"C. Dismantling and disarmament of Lebanese and non-Lebanese militias"	1
"Stresses that all those responsible for human rights abuses and violations must be held accountable, and underlines the need for a thorough, independent and impartial investigation, in accordance with international standards, into alleged human rights abuses and violations, in order to avoid impunity and ensure full accountability;"	0
"Increased costs: rerouting costs (Iran Air flights)"	0
"The authorities in the Democratic Republic of Congo have an international obligation to ensure that their country is not used as a base from which these rebels attack Uganda."	1
"At the end of the reporting period, three individuals were on the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014), who were designated on 7 November."	1
"This success will be threatened if elections in the Democratic Republic of the Congo are not held before June 30, 2006."	0
"The national community reintegration and rehabilitation program, which must absorb a total of 6,000 ex-combatants, has facilitated the work of registration and identification of Forces Nouvelles personnel."	0
"The Africa and Asia-Pacific regions accounted for 53% of global kidnappings in 2012, up from 18% in 2004. The Middle East accounted for 19% of global kidnappings. world in 2012, an increase from 4% in 2008."	1
"It is interesting to note that some of its armed groups may receive their weapons from within the Democratic Republic of the Congo itself, as noted by the Secretary-General in his 19th report on MONUC (S/2005/603) to the Security Council."	1
"b) Prevent the entry into its territory or the transit through it of those persons, it being understood that nothing in this paragraph shall oblige a State to deny entry into its territory or require the departure of its own nationals and that this paragraph will not apply when the entry or transit is necessary for a judicial proceeding or when the Committee determines, for each particular case, that the entry or transit is justified;"	1
"New Zealand Customs and Immigration Services has similar arrangements."	0
":: On November 8, 2014, regime forces attacked the town of Sheikh Miskeen, killing five people, including two children and two women."	1
"The Chancellor of the Exchequer may authorize dealings in goods or the provision of services in some circumstances (for example, so that a third party with a valid interest in the property or in its maintenance or disposal can obtain redress);"	0
"Cost is defined as face value plus (or minus) unamortized premiums or discounts."	0
"a) Engage more actively with relevant regional organizations (African Union, East African Community, East African Police Chiefs Cooperation Organization, East and Southern Africa Anti-Money Laundering Group and Strengthening Programme). IGAD counter-terrorism capacity) and focus on activities aimed at overcoming gaps and improving implementation of the resolution;"	0
"5) Measures common to sections 1 to 4:"	0
"The Security Council recalls that the arrest warrants issued by the International Criminal Court in respect of Joseph Kony, Okot Odhiambo and Dominic Ongwen, accused of, inter alia, war crimes and crimes against humanity, including murder, rape and kidnapping of children, and calls upon all States to cooperate with the Ugandan authorities and the International Criminal Court to ensure that these orders are carried out and those responsible for these atrocities are brought to justice."	1
"Some of these League recruits from the Maoist army and militia are under 18 years of age."	1
"In addition, there are several Palestinian armed groups operating in the country, both inside and outside the refugee camps."	1
"First, transnational crime and lax border controls can weaken state authority."	1
"The main aspects of the statements made by the Permanent Representatives, as well as the exchange of views among the members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2014/3)."	0
"The Fact-Finding Mission investigating allegations of the use of toxic chemicals as weapons in the Syrian Arab Republic continues its work."	0
"Secondly, even when seeking peace in the midst of conflict, it is necessary to respect fundamental standards of human rights and humanitarian law."	0
"(a) Develop more integrated approaches and more effective mechanisms to ensure robust cooperation and information sharing between relevant counter-terrorism agencies, both nationally and internationally;"	0
"The Minister said that once the Government was informed that there were rebels in a certain village, \"it was no longer a civilian locality but a military objective.\""	1
"V. CLAIMS OF THE ISLAMIC REPUBLIC OF IRAN FOR INSPECTION AND ASSESSMENT OF DAMAGES 56 - 296 20"	0
"On Saturday, December 27, 2003, in the town of Domai Tamait, southern Darfur: \"They attacked us early in the morning, around 5:30, which is the time of morning prayer. [The witness shows a gunshot wound on his the leg.] The attackers were on horses and camels and some were in uniform."	1
"At least 70 senior members of the People's Congress party are currently detained without charge or trial, and several have fled Sudan and gone into exile."	1
"Calls upon all parties to the armed conflict [in the affected country], including members of [a particular armed group], to issue clear orders against sexual violence, and further calls upon them to make and fulfill specific commitments on timely investigation of alleged abuses to hold perpetrators accountable, in accordance with resolution 1960 (2010), and to facilitate immediate access of victims of sexual violence to available services;"	0
":: Inspections, at ports and airports, of suspicious cargo originating from and destined for Iran (paragraph 14 of resolution 1929 (2010))"	0
"On 7 April 2014, two experts from the United Nations Office on Drugs and Crime (UNODC), Mr. ClÃ©ment Gorrissen and Mr. Simon Davis, lost their lives in a heinous attack at Gaalkacyo airport. in Puntland (Somalia), when they were on a mission related to tracking illicit financial flows derived from piracy."	1
"Presumably, its purpose was for the MLC/CCD-N forces to go from village to village destroying everything they could get their hands on."	1
"He also noted that he remained deeply concerned about the unilateral actions, restrictions and provocations that had occurred at the holy sites in Jerusalem."	0
"The Government has also offered to provide free land and services such as electricity, water and a drainage system to the Organization."	0
"I have also noted the recent increase in the presence and involvement of the Lebanese armed forces in areas where Palestinian armed groups are present."	1
"A reserve list was also established in which several interested parties were classified."	0
"The role of the police in the current conflict is far from clear."	1
"The strength of the joint integrated units, which has remained unchanged since April 2009, amounts to 32,900 (83% of the mandated strength of 39,639 troops)."	1
"Those who are currently gaining greater operational terrorist experience are still young, mainly individuals between the ages of adolescence and 35."	1
"The situation in Côte d'Ivoire (December 20, 2002; March 25, 2011)"	0
"On a broader scale, the Internet has also allowed Al-Qaida and its associates to spread propaganda around the world and thus contact potential adherents to indoctrinate them, in part by luring them to use Al-Qaida-related websites."	1
"The Cayman Islands, Bermuda and Gibraltar are establishing their own legislation corresponding to the 2000 and 2001 laws."	0
"Four States have enacted appropriate legal measures to criminalize the provision of shelter, while four have partially done so and two have not provided information in this regard."	0
"B. Preservation of the crime scene"	0
"To be held on Tuesday, May 31, 2005, at 3:50 p.m."	0
