"","en_es_GOOGLE","MatConf"
"2392","Expresó su preocupación por el aumento de la demolición de edificios en Palestina, el riesgo de traslado forzoso de la comunidad beduina de Um al-Kheir y las actuales actividades de asentamiento de Israel, que, según dijo, constituían una violación del derecho internacional.",1
"2393","8. Una pintura de una escena rural holandesa del período clásico.",0
"2394","6. Los conflictos armados contemporáneos son la principal causa de que las personas abandonen sus hogares y ahora son la causa más común de inseguridad alimentaria.",1
"2395","23. Más de 500 millones de contenedores marítimos circulan por todo el mundo cada año, lo que representa el 90 por ciento del comercio internacional. Sin embargo, sólo el 2 por ciento de estos contenedores son inspeccionados.",0
"2396","Diarios como Fraternité Matin y Notre Voie, cercanos al partido político Frente Popular Marfileño, publican mensajes nacionalistas e incitaciones a la guerra total.",1
"2397","Que se celebrará el jueves 30 de julio de 1998, a las 13.35 horas",0
"2398","2. En el caso de detonadores, la cantidad, grado, marca y demás datos identificativos de cada artículo.",0
"2399","No podemos enviar el mensaje de que los terroristas serán inmunes y nos contentaremos con condenas rutinarias.",0
"2400","Excepto en los casos en que se sorprenda a una persona cometiendo un delito, los funcionarios encargados de hacer cumplir la ley deben presentar una orden judicial para arrestar o detener a una persona.",1
"2401","El porte de armas fuera de las fuerzas armadas oficiales es imposible de conciliar con la participación en el poder y en el gobierno en una democracia.",1
"2402","Había que prestar especial atención al gran número de elecciones previstas hasta 2013 en la región, que, si bien eran un acontecimiento positivo, podían aumentar las tensiones y provocar una nueva violencia e inestabilidad.",1
"2403","De igual manera, la Comisión encontró evidencia suficiente de que se continuaron perpetrando violaciones y violencia sexual sistemáticamente contra las mujeres durante su desplazamiento, de modo que se perpetúe entre ellas el sentimiento de inseguridad y el temor de abandonar los sitios para las personas desplazadas.",1
"2404","6. La primera Cumbre de Jefes de Estado y de Gobierno de la Conferencia Internacional sobre la Región de los Grandes Lagos, que tuvo lugar en Dar-es-Salaam los días 19 y 20 de noviembre de 2004, marcó el final de la primera fase del proceso de la Conferencia.",0
"2405","f) Adoptar medidas inmediatas para impedir que agentes de la República Popular Democrática de Corea lleven a cabo nuevos secuestros desde territorio chino; procesar y castigar adecuadamente a los autores de secuestros aprehendidos y exigir la extradición de quienes dieron esas órdenes para que puedan ser juzgados conforme a la ley.",1
"2406","61. De cara al futuro, hago un llamamiento a las partes en el proceso de paz -- el Gobierno de Malí y los grupos armados representados -- a que aprovechen esta pausa en las negociaciones para demostrar liderazgo político y desarrollar las avenencias necesarias para llegar a un acuerdo en Argel.",0
"2407","Sin embargo, como escuchó el Consejo en una sesión informativa el 31 de enero, los informes de bombardeos continúan hasta el momento y el caso más reciente está siendo investigado por los observadores de la Unión Africana.",1
"2408","n) Supervisar la aplicación de las medidas impuestas por el párrafo 1 de la resolución 1807 (2008), en cooperación, según proceda, con los gobiernos interesados y con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004), incluso inspeccionando, según corresponda considere necesario y sin previo aviso, la carga de aeronaves y de cualquier vehículo de transporte que utilice los puertos, aeropuertos, aeródromos, bases militares y pasos fronterizos en Kivu del Norte y del Sur y en Ituri;",0
"2409","Independientemente del motivo, si la intención de los atacantes hubiera sido aniquilar al grupo, no habrían perdonado a ninguno de los hermanos.",1
"2410","La primera cumbre de Jefes de Estado está prevista para los días 19 y 20 de noviembre de 2004 en Dar-es-Salaam.",0
"2411","El cierre y la entrega de los campamentos en sus zonas de operaciones han comenzado en serio.",0
"2412","Que se celebrará el miércoles 7 de marzo de 2012, a las 15.15 horas",0
"2413","En los informes se han ofrecido diversas explicaciones para esta distinción, entre ellas que las Fuerzas de Defensa Popular del Gobierno, en gran parte reclutadas entre las tribus árabes, están incluidas en el término Janjaweed tal como se utiliza comúnmente en el contexto de este conflicto.",1
"2414",":: Irregularidades entre Ordan Ltd. y Elite Africa Ltd.;",0
"2415","Durante la reunión, las partes entablaron un amplio intercambio de opiniones sobre la implementación de las resoluciones del Consejo de Seguridad y sobre el ejercicio del principio de autodeterminación.",0
"2416","107. Los periodistas de Côte d&#39;Ivoire, en particular los cercanos a los partidos de oposición, son objeto de violencia, presiones y amenazas de muerte.",1
"2417","De los Janjaweed identificados como perpetradores por la Comisión, todos ellos son sospechosos de haber llevado a cabo ataques indiscriminados contra civiles, un crimen de guerra.",1
"2418","Estación de radiodifusión CNN, periodista británico Dominic Robertson - 8 de enero de 2012",0
"2419","Sin embargo, la eficacia de los controles podría mejorarse significativamente aumentando las patrullas policiales y adquiriendo equipos de detección, especialmente teniendo en cuenta la porosidad de las fronteras de la subregión.",1
"2420","33. El 3 de septiembre, el Gobierno de la India informó a las Naciones Unidas de su decisión de no renovar el contrato para el despliegue de seis helicópteros militares de uso general (Mi-17) en la UNMIS más allá del 31 de octubre.",1
"2421","Condenando el continuo flujo ilícito de armas dentro y hacia la República Democrática del Congo y declarando su determinación de seguir supervisando de cerca la aplicación del embargo de armas y otras medidas establecidas en su resolución 1807 (2008),",1
"2422","14. Decide que los Estados Miembros, a fin de impedir que Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella obtengan, manipulen, almacenen, utilicen o busquen acceso a todo tipo de explosivos, ya sean militares, civiles o improvisados, , así como a las materias primas y componentes que puedan utilizarse para fabricar artefactos explosivos improvisados o armas no convencionales, incluidos (pero no limitados a) componentes químicos, cuerdas detonantes o venenos, adoptarán medidas apropiadas para promover el ejercicio de la vigilancia por parte de sus nacionales, personas sujetas a su jurisdicción y empresas constituidas en su territorio o sujetas a su jurisdicción que participen en la producción, venta, suministro, compra, transferencia y almacenamiento de dichos materiales, incluso mediante la emisión de buenas prácticas, y alienta además a los Estados Miembros que los Estados compartan información, establezcan asociaciones y desarrollen estrategias y capacidades nacionales para contrarrestar los artefactos explosivos improvisados;",0
"2423","32. El Comité también agradecería propuestas preparadas en cooperación con expertos de otros órganos subsidiarios del Consejo de Seguridad relacionados con la lucha contra el terrorismo sobre cómo racionalizar la presentación de informes de conformidad con el Documento Final de la Cumbre Mundial 2005 (véase la resolución 60/1 de la Asamblea General).",0
"2424","En la práctica, la mayoría de las transferencias de ese tipo de armas a Côte d&#39;Ivoire no fueron declaradas.",1
"2425","LA LISTA SENSIBLE DE BIENES Y TECNOLOGÍAS DE DOBLE USO",0
"2426","Los envíos de armas pequeñas a zonas de conflicto desde el extranjero suelen ser envíos de pequeña escala: un goteo constante de armas a través de fronteras porosas.",1
"2427","&quot;En su 4364ª sesión, celebrada en privado el 5 de septiembre de 2001, el Consejo de Seguridad examinó la situación relativa a la República Democrática del Congo.",0
"2428","Por ejemplo, la célula de Al-Qaida que llevó a cabo los atentados con bombas de noviembre de 2003 en Estambul planeó originalmente alquilar una cantera de piedra para obtener dinamita legalmente, aunque más tarde abandonó ese plan y utilizó en su lugar explosivos improvisados.",1
"2429","2. Reembolso al personal diplomático por pérdida de bienes personales",0
"2430","Mi primer comentario se refiere a la situación sobre el terreno, que es claramente preocupante.",0
"2431","Afirmando su apoyo al Enviado Personal del Secretario General para el Sáhara Occidental, el Embajador Christopher Ross, y su trabajo para facilitar las negociaciones entre las partes, acogiendo con beneplácito sus consultas en curso con las partes y los Estados vecinos, y esperando con interés su visita regional en un futuro próximo, incluso a Sáhara Occidental, según el comunicado de la Reunión Informal sobre el Sáhara Occidental del 11 al 13 de marzo de 2012,",0
"2432","5. Los días 11, 12 y 13 de julio de 1998, aviones de los Estados Unidos rompieron la barrera del sonido sobre Tall Afar, rompieron cristales de las ventanas de oficinas estatales y hogares de ciudadanos y alarmaron a varios residentes.",0
"2433","Aplicación del comunicado conjunto de 2 de abril de 2009",0
"2434","22. Decide seguir ocupándose del asunto.",0
"2435","El puerto de Jebel Ali en los Emiratos Árabes Unidos es, con diferencia, el puerto más grande de Oriente Medio. En consecuencia, los Emiratos Árabes Unidos se toman en serio la seguridad marítima y la prevención de amenazas, y han implementado sistemas, infraestructuras y procesos avanzados para evaluar y responder a los riesgos y, al mismo tiempo, garantizar la facilitación fluida del comercio.",1
"2436","Además, según el Comité Internacional de la Cruz Roja (CICR), siguen sin resolverse 3.476 casos de personas desaparecidas en Kosovo, de las cuales aproximadamente 600 son de etnia serbia y romaní.",1
"2437","96. El general de brigada Ruak dijo a la Comisión que sabía que no existía ninguna ley específica que permitiera armar a los &quot;reservistas&quot;. Manifestó que fue autorizado a hacerlo por el Ministro de Defensa después de haber hecho la propuesta.",1
"2438","En el pasado, era común que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por parientes cercanos (incluidos los antepasados, hasta la tercera generación) sobre la base del principio de culpabilidad por asociación.",1
"2439","Para combatir esta situación, será importante perseguir los delitos con más fuerza. Cuando los perpetradores siguen en libertad, prevalece una sensación de impunidad.",1
"2440","(b) Impedir la entrada o el tránsito por sus territorios de estas personas, siempre que nada en este párrafo obligará a ningún Estado a negar la entrada o exigir la salida de sus territorios de sus propios nacionales y este párrafo no se aplicará cuando la entrada o el tránsito es necesario para el cumplimiento de un proceso judicial o el Comité determina caso por caso únicamente que la entrada o el tránsito está justificado, incluso cuando se relaciona directamente con el apoyo a los esfuerzos del Gobierno de Afganistán para promover la reconciliación;",1
"2441","110. El número de listas de verificación recibidas actualmente es 58, por lo que aún quedan 134 Estados que deben presentar informes, dos años después de la fecha límite del 10 de marzo de 2006.",0
"2442","Los agentes armados respondieron que &quot;de todos modos eran todos iguales&quot; y comenzaron a destrozar la casa.",1
"2443","El Representante Especial Kobler informó al Consejo sobre varios ataques perpetrados por las Fuerzas Democráticas Aliadas que tuvieron lugar entre el 5 y el 18 de octubre, que causaron la muerte de más de 40 civiles y cientos de desplazados internos cerca de la ciudad de Beni, en la parte oriental de la República Democrática. República del Congo.",1
"2444","Sus dimensiones son 23,5 pulgadas por 26,5 pulgadas;",0
"2445","d) Enviará las respuestas del peticionario a los Estados pertinentes, al Comité y al Equipo de Vigilancia y realizará un seguimiento con el peticionario en relación con respuestas incompletas del mismo;",0
"2446","23. África Oriental ha sido víctima del terrorismo en el pasado y existe un alto nivel de amenaza terrorista debido a la continua inestabilidad política.",1
"2447","Considere la posibilidad de remitir situaciones que impliquen genocidio, crímenes contra la humanidad o crímenes de guerra a la Corte Penal Internacional.",1
"2448","Hubo continuos ataques contra civiles, incluidos actos de violencia sexual, por parte de grupos armados extranjeros y congoleños y algunos elementos de las FARDC.",1
"2449","La víctima, que ha sido violada 14 veces en el transcurso de una semana, proporcionó la siguiente información:",1
"2450","Todas las escuelas fueron reconstruidas según lo previsto.",0
"2451","Los participantes se comprometieron a apoyar la firma de un acuerdo de paz, pidieron el refuerzo de las capacidades de la MINUSMA y se comprometieron a mejorar la cooperación en materia de seguridad regional para combatir el terrorismo.",0
"2452","Decide seguir ocupándose del asunto.",0
"2453","6. La flota mercante iraquí que enarbola pabellón iraquí está registrada en el puerto de Basora, como consta en los registros de ese puerto, y en el Lloyd&#39;s de Londres y las compañías de seguros.",0
"2454","Estudio de caso: ataque a una escuela en Tawila, Darfur del Norte",1
"2455","Cuando se cometen como parte de un ataque generalizado o sistemático dirigido contra cualquier población civil, con conocimiento del ataque, estos actos pueden constituir un crimen contra la humanidad.",1
"2456","De ellos, unos 7.000 niños serán absorbidos por programas dirigidos por UNICEF.",0
"2457","Además, las violaciones aéreas israelíes de la Línea Azul han continuado de forma periódica, en violación directa de la resolución 1701 (2006).",0
"2458","En el caso de Darfur, esta intención discriminatoria y persecutoria se puede encontrar, en muchas ocasiones, en algunas milicias árabes, así como en el Gobierno central: los ataques sistemáticos a aldeas habitadas por civiles (o mayoritariamente civiles) pertenecientes a unos &quot; &quot;africanas&quot; (Fur, Masalit y Zaghawa), la destrucción y el incendio sistemáticos de esas aldeas y el desplazamiento forzado de civiles de las aldeas atestiguan una intención manifiestamente persecutoria.",1
"2459","La MINUSMA considera que el trato recibido por los detenidos durante el arresto y el interrogatorio puede constituir tortura u otros tratos o penas crueles, inhumanos o degradantes.",1
"2460","Durante el conflicto, más de 2 millones de personas han muerto y 4,5 millones de personas han sido desplazadas por la fuerza de sus hogares.",1
"2461","3. Decide seguir ocupándose del asunto.",0
"2462","o El 18 de noviembre de 2014, helicópteros del régimen lanzaron dos bombas de barril sobre Maar Shmarien, matando a seis civiles, entre ellos cuatro niños y dos mujeres.",1
"2463",":: Alentar a los Estados a promover el diálogo y la cooperación, incluso con la sociedad civil, el mundo académico y la industria, para hacer frente a la amenaza que plantea el tráfico ilícito de armas nucleares, químicas o biológicas y sus sistemas vectores y materiales conexos.",0
"2464","Resolución 1925 (2010), undécimo párr. del preámbulo.",0
"2465","En este sentido, el Consejo de Seguridad alienta a que se siga incorporando la protección de los niños en las actividades de promoción, las políticas, los programas y la planificación de misiones de esas organizaciones y acuerdos, así como la capacitación del personal y la inclusión del personal de protección de los niños en sus operaciones y establecimiento de mantenimiento de la paz y sobre el terreno. dentro de sus secretarías, de mecanismos de protección infantil, incluso mediante el nombramiento de puntos focales de protección infantil.",0
"2466","Por ejemplo, un número considerable de ellos estaban relacionados con muerte, tortura, lesiones personales, dolor y angustia mental, toma de rehenes y pérdidas y daños a bienes inmuebles y personales.",1
"2467","Los resultados de la revisión se ingresaron en la base de datos.",0
"2468","Que se celebrará el lunes 14 de noviembre de 2011, a las 16.20 horas",0
"2469","El derecho internacional también prohíbe los ataques indiscriminados contra civiles, es decir, cualquier ataque a zonas o lugares donde puedan encontrarse civiles y combatientes, que no esté dirigido a un objetivo militar específico, o que emplee métodos o medios de combate que no puedan dirigirse a un objetivo militar específico. objetivo militar específico.",1
"2470","Mayor concientización y apoyo a las mujeres refugiadas sobre sus derechos y opciones legales.",0
"2471","También detuvieron a 15 pilotos y técnicos de la FACI, todos ellos procedentes de la Federación Rusa, Ucrania y Bielorrusia.",1
"2472","Condenamos todos los actos y crímenes por motivos étnicos en Kosovo.",0
"2473","Las F-FDTL mantuvieron algunos registros de las armas entregadas a los 206 civiles armados de esta manera.",1
"2474","Los suministros médicos y de higiene también los proporcionan particulares y el Comité Internacional de la Cruz Roja.",0
"2475","En el ámbito de las operaciones de combate, el principio de proporcionalidad sigue siendo una norma en gran medida subjetiva, basada en un equilibrio entre las expectativas y la anticipación de ganancias militares y la pérdida real de vidas civiles o la destrucción de bienes de carácter civil.",1
"2476","La situación en Guinea-Bissau (véanse S/1998/44/Add.44 y 51)",0
"2477","Al comienzo del conflicto, la mayor parte de los combates parecen haber tenido lugar en Darfur septentrional y en el norte de Darfur occidental, mientras que gradualmente se trasladaron hacia el sur, hacia Darfur meridional, durante los últimos meses de 2004.",1
"2478","El grado de daño de los fragmentos de metal que nos mostró la policía (procedentes supuestamente de un Mitsubishi Canter) coincide con los fragmentos que esperaríamos si un vehículo de este tipo estuviera situado en el centro de la explosión.",1
"2479","El régimen abjasio no ha escatimado esfuerzos destinados a legalizar la situación demográfica modificada por la fuerza como consecuencia de la limpieza étnica y a crear condiciones de vida insoportables para los georgianos que regresan al distrito de Gali.",1
"2480","24. Durante el período que abarca el informe, no ha habido avances tangibles hacia la disolución y el desarme de las milicias libanesas y no libanesas como se pide en el Acuerdo de Taif y la resolución 1559 (2004).",1
"2481","El primer caso se produjo el 19 de septiembre de 2010, en el vuelo inaugural del vuelo 135 de Delta Airlines, en el que viajaba el Presidente de Liberia.",0
"2482","Egipto exige una vez más el fin inmediato de los ataques israelíes contra Gaza.",0
"2483","indicar el nombre de la autoridad que lleva a cabo la investigación o procedimiento al que se refiere la solicitud;",0
"2484","Si el infractor ha destruido, dañado, transferido, inutilizado o utilizado, en particular agotado o gastado, cualquier bien que podría estar sujeto a decomiso según la Sección 70, párrafos 1 y 2, o si el infractor ha impedido de otro modo la confiscación de dichos bienes. bienes, el tribunal podrá ordenar el decomiso de los fondos hasta la cantidad correspondiente al valor de dichos bienes; El tribunal puede estimar el valor de los bienes que podrían estar sujetos a decomiso.",0
"2485","En una muestra adicional de hostilidad, Hamas celebró su vigésimo séptimo aniversario haciendo desfilar a 2.000 de sus combatientes armados y cohetes montados en camiones a través de Gaza.",1
"2486","Primero, GPIC calculó un nivel de producción &quot;esperado&quot; de metanol de 26.774 toneladas métricas utilizando una tasa de producción promedio de 1.217 toneladas métricas de metanol por día, multiplicada por 22 días de escasez de dióxido de carbono.",0
"2487","Los niños han sido vistos con uniformes y portando armas dentro y alrededor de los campamentos rebeldes.",1
"2488","El tercer factor es la débil presencia de la policía. El cuarto factor es la interferencia de actores extranjeros en la situación en Darfur.",1
"2489","Debido a la condena ya cumplida, los policías fueron puestos en libertad en la primera semana de marzo. El 8 de marzo de 2008, el Sr. Abdelaziz me escribió para protestar porque la liberación anticipada de los policías equivalía a &quot;una oferta de impunidad&quot; por parte de las autoridades marroquíes por las acciones de los policías.",1
"2490","Por último, hago un llamado al Consejo de Seguridad para que apoye a Nigeria durante este período crítico y brinde todo el apoyo necesario para evitar una mayor desestabilización y violencia, especialmente en los Estados del Noreste, gravemente afectados.",0
"2491","347. Las conclusiones de la Comisión confirmaron que se siguen perpetrando violaciones y violencia sexual contra mujeres y niñas durante la huida y en las zonas de desplazamiento.",1
"2492","231. Además, al 15 de noviembre de 2004, la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) informó de que 203.051 personas de la región de Darfur vivían en 11 campamentos y otros lugares como refugiados en el este del Chad, a lo largo de la frontera con el Sudán.",1
"2493","El seminario, celebrado en la Sede de las Naciones Unidas, permitió a los fiscales participantes identificar desafíos comunes en el procesamiento de delitos terroristas y compartir éxitos en llevar eficazmente a los terroristas ante la justicia respetando el estado de derecho y los derechos humanos.",0
"2494","CZ Kufcë y Epërm/Gornje Kusce.",0
"2495","La entidad cotizada Fundación Al-Haramain (Estados Unidos de América) (QE.A.117.04) ha iniciado una nueva acción contra el Gobierno en el tribunal de distrito federal de Oregón, además de una acción anterior aún pendiente en los Estados Unidos. Al-Haramain sostiene que la decisión de los Estados Unidos de imponer sanciones en su contra fue arbitraria y no estaba respaldada por pruebas sustanciales, y también violó su derecho al debido proceso (al no explicar los fundamentos fácticos de la acción del Gobierno y basarse en pruebas clasificadas no proporcionadas a la organización), su derecho contra registros e incautaciones irrazonables (basados en la congelación de sus activos) y sus derechos a la libertad de expresión, asociación y libre ejercicio de la religión. Al-Haramain también sostiene que la negativa del Gobierno a permitirle utilizar activos bloqueados para pagar a sus abogados violó sus derechos al debido proceso.",0
"2496","Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo que se refiere a la constitución, el sistema electoral, la policía y el poder judicial.",0
"2497","Las entidades financieras deben exigir la identificación de todos sus clientes en cualquier relación comercial (art. 16) y, en ausencia de identificación, se debe rechazar la transacción (art. 18).",0
"2498","El juicio contra el General Sanogo continúa en la fase previa al juicio; el asesinato de 16 predicadores en un campamento de las fuerzas armadas malienses en Diabaly en septiembre de 2012 sigue bajo investigación; Se está investigando la ejecución sumaria de tres tuaregs en Djébock (región de Gao) en febrero de 2014, y cuatro soldados de las fuerzas armadas malienses siguen detenidos.",1
"2499","28. Declara su determinación de seguir de cerca cualquier situación que implique la proliferación de armas nucleares, sus sistemas vectores o materiales conexos, incluso hacia o por agentes no estatales, tal como se definen en la resolución 1540 (2004), y, según corresponda, a tomar las medidas que sean necesarias para garantizar el mantenimiento de la paz y la seguridad internacionales;",1
"2500","&quot;El Consejo de Seguridad condena en los términos más enérgicos el ataque terrorista suicida ocurrido en Issers (Argelia) el 19 de agosto de 2008, que causó numerosos muertos y heridos en una academia de formación de gendarmería. Expresa su más sentido pésame y sus condolencias a las víctimas de este acto atroz. del terrorismo y a sus familias, así como al pueblo y al Gobierno de Argelia.",1
"2501","213. Abdel-Al también tiene conexiones notables con un importante almacén de armas descubierto en el sur de Beirut en julio de 2005. Este almacén de armas fue allanado por las FSI el 26 de julio de 2005 y cinco personas con estrechos vínculos con la antigua milicia Mourabitoun fueron arrestadas.",1
"2502","El propósito de estos ataques es, por tanto, claro: exterminar a los moderados de Siria y erradicar nuestras fuerzas sobre el terreno.",1
"2503","La eficacia de las unidades contra la delincuencia organizada transnacional de Malí sigue estando significativamente obstaculizada por las limitaciones de recursos, a pesar de la ubicación conjunta de una célula contra la delincuencia organizada transnacional de la Policía de las Naciones Unidas con sus homólogas de Malí.",1
"2504","388. La Comisión también encontró casos de saqueos cometidos por los movimientos rebeldes. En particular durante los ataques contra comisarías de policía y otras instalaciones gubernamentales, donde los rebeldes saquearon armas del Gobierno.",1
"2505","15. Durante todo el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de las milicias continuaron cometiendo violaciones de los derechos humanos contra la población local en zonas donde la MONUC o las FARDC no estaban presentes.",1
"2506","La relación entre Al-Qaida y los talibanes parece estrecha. En su mensaje de vídeo del 19 de septiembre de 2007, Al-Zawahiri* se refirió una vez más al mulá Omar (TI. O.4.01) como líder supremo, y aunque los talibanes siempre pueden reclutar más soldados de infantería, carecen de comandantes experimentados para reemplazar a los muchos que han sido asesinados y han recurrido a Al-Qaida no sólo para recibir capacitación, sino también para llenar los vacíos.",1
"2507","4. Matanza de militares enemigos heridos",1
"2508","Como saben los miembros del Consejo de Seguridad, la situación con respecto a la Misión de las Naciones Unidas en Etiopía y Eritrea (MINUEE) se ha deteriorado gravemente.",1
"2509","El Grupo investigó esta denuncia y descubrió que la persona en cuestión era Samuel Wlue, ex Ministro de Comercio e Industria del Gobierno Nacional de Transición de Liberia.",0
"2510","Quienes dicen que no tienen ninguna agenda oculta sólo pueden demostrarlo a través de hechos y posiciones concretas que confirmen tales afirmaciones.",0
"2511","Un ejemplo de tal recurso sería cuando la cláusula prevea la aceleración de pagos que de otro modo no habrían vencido.",0
"2512","En esa reunión las partes acordaron una mayor cooperación en los temas de la inspección ferroviaria y el regreso de los refugiados y desplazados internos.",0
"2513","S/RES/1870 (2009), op. 15",0
"2514","El Primer Ministro Seniora llegó a un acuerdo con miembros de la segunda delegación, compuesta por grupos armados palestinos con sede en Damasco, para crear un comité de seguimiento para discutir todas las cuestiones, incluida la cuestión de las armas. El 13 de octubre, el Gabinete libanés, tras haber aprobado por unanimidad la posición del Primer Ministro, decidió establecer una comisión de ese tipo con el objetivo de resolver mediante el diálogo la cuestión de las armas palestinas dentro de los campamentos.",0
"2515","La UNMIK había autorizado la exportación a Trepça/Norte sobre la base de la legislación promulgada en virtud de la resolución 1244 (1999).",0
"2516","Los trabajadores de ayuda humanitaria fueron acosados y agredidos con frecuencia durante incidentes de bandidaje.",1
"2517","La coordinación tenía que ver, en primer lugar, con la claridad de visión y, en segundo lugar, con arreglos institucionales.",0
"2518","52. El Estado también ha utilizado la inanición deliberada como medio de control y castigo en los centros de detención.",1
"2519","El Gobierno y el equipo de las Naciones Unidas en el país, con aportaciones del Banco Mundial, prepararon un folleto sobre los Objetivos, en el que se esboza la situación actual de Timor-Leste y se exponen las implicaciones políticas para el logro de metas e indicadores.",0
"2520","Mi país ha expresado repetidamente su preocupación por la población civil de esa zona y su opinión de que es importante que la MONUC se despliegue allí para protegerla.",0
"2521","Comunicado final del Grupo de Acción para Siria",0
"2522","Como sostiene la jurisprudencia pertinente, la responsabilidad por un delito distinto del acordado en el plan común sólo surge si, en las circunstancias del caso, era previsible que tal delito podría ser perpetrado por uno u otros miembros de el grupo y el acusado asumieron voluntariamente ese riesgo.",1
"2523","Que se celebrará en privado el miércoles 12 de diciembre de 2012, a las 10.00 horas",0
"2524","El JEM señaló que el hecho de que ninguna mujer árabe hubiera sido violada y ninguna aldea árabe hubiera sido destruida era prueba de que el Gobierno estaba atacando específicamente a las tribus africanas.",1
"2525","¿Podría Singapur describir las disposiciones legislativas o de otra índole que dan efecto a este apartado?",0
"2526","Contrariamente a los persistentes rumores, no hay pruebas de que oficiales de la PNTL, incluidos los armados y uniformados por las F-FDTL, estuvieran implicados en el tiroteo.",1
"2527","Los proveedores de productos petrolíferos recibieron un aviso que prohibía atracar en Pointe Noire a los barcos que atracaran en Liberia, Guinea y Sierra Leona.",0
"2528","11. Recuerda que debe garantizarse la rendición de cuentas por crímenes tan graves adoptando medidas a nivel nacional y reforzando la cooperación internacional en apoyo de los mecanismos nacionales, llama la atención sobre toda la gama de mecanismos de justicia y reconciliación que deben considerarse, incluidos los nacionales, los internacionales juzgados y tribunales penales &quot;mixtos&quot;, y comisiones de verdad y reconciliación, así como programas nacionales de reparación de víctimas y reformas institucionales; y subraya el papel del Consejo de Seguridad para poner fin a la impunidad;",0
"2529",":: Examinar cómo el número sin precedentes de crisis violentas está afectando el desplazamiento y los derechos y la protección de las mujeres y las niñas, observando en particular cómo la amenaza constante del extremismo violento está contribuyendo al desplazamiento y a los graves abusos que sufren las mujeres y las niñas.",1
"2530","Se informó de nuevo de enfrentamientos los días 22 y 23 de julio en Elwak entre los mismos clanes, que causaron 32 muertos y más de 60 heridos.",1
"2531","Cuadro resumen del Ministerio de Educación",0
"2532","Tanto las organizaciones civiles como las militares tienen su sede en Kismaayo, con representantes repartidos por toda la región.",0
"2533","69. La reducción de la MINUSTAH se encuentra ahora en su tercer año.",0
"2534","II. Definiciones y etapas del blanqueo de capitales.",0
"2535","La Red Haqqani (TE.H.12.12) sigue estando directamente involucrada en ataques terroristas en Afganistán.",1
"2536","Ese mismo mes, Canadá se sumó a todos los demás ratificadores del Tratado de Prohibición Completa de los Ensayos Nucleares en apoyo de la Declaración Final de la quinta Conferencia del Artículo XIV para Facilitar la Entrada en Vigor del Tratado que se celebró en Viena.",0
"2537","Los miembros expresaron su voluntad de considerar, a su debido tiempo, informes actualizados sobre la planificación para una transición sin problemas hacia un marco de asistencia para el desarrollo sostenible antes de que finalice el mandato de la UNOTIL en mayo de 2006.",0
"2538","Apoyar a los grupos temáticos de género en entornos posteriores a conflictos, en colaboración con asesores de género de misiones de mantenimiento de la paz, equipos de las Naciones Unidas en los países y otras agencias, fondos y programas.",0
"2539",":: Dr.hc de la Universidad Estatal de Bakú (Azerbaiyán), 2005",0
"2540","Luchar contra el extremismo violento y la incitación a cometer actos terroristas",1
"2541","b) si comete dicho acto durante el estado de emergencia nacional o el estado de guerra.",1
"2542","Sin embargo, a pesar de esta mayor presencia, la temporada de cosecha de avellanas provocó un aumento de las actividades delictivas, incluidos 3 tiroteos, 1 asesinato, 4 secuestros y 40 robos a mano armada.",1
"2543","Se utilizarán para inspeccionar contenedores y combinaciones de camiones y remolques.",0
"2544","S/2013/316 S/2013/683",0
"2545","En Darfur septentrional, que registra el número más bajo de los tres estados de Darfur, se estima que hay 685.200 personas afectadas por el conflicto, de las cuales 403.000 son desplazados internos.",1
"2546","El Representante Permanente de la República Democrática del Congo debe estar al tanto de la acción de Uganda de declarar personae non grata a seis dirigentes del Movimiento Revolucionario Congoleño (MRC), como se informa en el documento del Consejo de Seguridad S/2005/603.",0
"2547","Namibia no está en condiciones de hacerlo.",0
"2548","Lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006)",1
"2549","Los saqueos se llevaron a cabo principalmente contra tribus africanas y generalmente apuntaban a bienes necesarios para la supervivencia y el sustento de esas tribus.",1
"2550","7. Confirma además que los requisitos del párrafo 1 a) supra también se aplicarán al pago de rescates a personas, grupos, empresas o entidades incluidos en la Lista de Sanciones contra Al-Qaida, independientemente de cómo o quién pague el rescate;",1
"2551","El secuestro de un sacerdote francés en Camerún por Boko Haram y Ansaru trabajando juntos en noviembre de 2013 demuestra la capacidad de estos dos grupos para actuar más allá de las fronteras de Nigeria.",1
"2552","No era una tarea fácil operar en ese entorno, pero la FNUOS había evolucionado como misión y había ajustado sus operaciones para hacer frente a los desafíos que presentaba el entorno de conflictos internos y enfrentamientos que recientemente habían aumentado en intensidad y gravedad.",1
