"","en_ar_TRANSFORMERS","VerConf"
"1288","2 - الحالة في كوت ديفوار",0
"1289","وإذ يؤكد من جديد أنه يجب عدم السماح للأعمال الإرهابية بتعطيل عملية الانتقال السياسي والاقتصادي في العراق، وإذ يؤكد من جديد كذلك التزامات الدول الأعضاء بموجب القرار 1618 (2005) المؤرخ 4 آب/أغسطس 2005 وغيره من القرارات والاتفاقيات الدولية ذات الصلة فيما يتعلق، في جملة أمور، بالأنشطة الإرهابية في العراق ومنه أو ضد مواطنيه،",1
"1290","(ب) مواصلة الانتباه إلى تطور أحدث التقنيات، من أجل منع إساءة الاستخدام وكشف حالات تمويل الإرهاب من خلال أساليب دفع جديدة؛ ووضع القوانين والأنظمة المناسبة وتعزيز التعاون الدولي في التحقيق في الاشتباه في إساءة استخدام أساليب الدفع الجديدة لغرض تمويل الإرهاب ومقاضاة المسؤولين عن ذلك؛",0
"1291","المهام المتعلقة بحماية المجمع المدني التابع للاتحاد الأفريقي والمجمع المشترك للأمم المتحدة داخل مطار مقديشو الدولي",0
"1292","إحالة الحالة 4 إلى اللجنة",0
"1293","ويتطور فهم حقيقي للتحديات التي يواجهها كل بلد على حدة.",1
"1294","ومن المؤسف أن نظام العدالة السوداني أثبت أنه غير قادر أو غير راغب في التحقيق مع الجناة المزعومين لجرائم الحرب والجرائم ضد الإنسانية المرتكبة في دارفور ومحاكمتهم.",1
"1295","التعديلات المقترح إدخالها على المطالبة رقم 5000434 (الكويت)",0
"1296","وترد طيه نسخة من مشروع القانون.",0
"1297","ولن تشتري الأمم المتحدة هذه المواد ذات الاستخدام المزدوج أو تقدمها إلى الحكومة بأي شكل آخر.",0
"1298","وتسعى الحكومة إلى الحصول على تمويل للبرنامج في حدود ميزانيتها السنوية ومن الدعم المقدم من المانحين.",0
"1299","أعلنت مجموعة الثمانية في مؤتمر قمتها في عام 2013 ""رفضها القاطع"" لتمويل الإرهاب عن طريق دفع الفدية.",1
"1300","وفي المقر الرئيسي، كان من شأن تدخل وزير الداخلية المتهور، بما في ذلك نقل سلاح من مستودع الأسلحة، أن يسهم في إشاعة جو من الذعر.",1
"1301","ومن المتوقع صدور الحكمين في محاكمتي سيمبا وسيرومبا في وقت لاحق من هذا العام.",0
"1302","وتشير التقديرات إلى أن قيمة هذه الحافظة تناهز 30 مليون دولار، وإن كان بعضها قد وضع الرقم عند مستوى 300 مليون دولار.",0
"1303","وإنني أدين بشدة أي استخدام للمواد الكيميائية السامة في النزاع السوري من جانب أي طرف.",1
"1304","إن تحليل التهديد الذي تشكله الجماعات الإرهابية في القارة الأفريقية يثير قلقا بالغا؛ فهو، عن حق أو خطأ، يخلط بين التطرف السياسي والديني والإيديولوجي والجريمة المنظمة.",1
"1305","1 - تدين إدانة قاطعة جميع أعمال الإرهاب وأساليبه وممارساته بوصفها أعمالا إجرامية لا يمكن تبريرها، بصرف النظر عن دوافعها، بجميع أشكالها ومظاهرها، أينما ارتكبت وأيا كان مرتكبوها، ولا سيما الأعمال والأساليب والممارسات التي يمكن أن تهدد السلام والأمن الدوليين؛",1
"1306","وأكدت الممثلة الخاصة أن النساء يعشن في ظروف مزرية دون أن تتاح لهن إمكانية الحصول على الخدمات الصحية والقضائية، ورأت أنه سيكون من الصعب جداً معالجة هذه الحالة، بالنظر، بصفة خاصة، إلى ثقافة الصمت وعدم وجود مؤسسات للتحقيق والمقاضاة.",1
"1307","وقد كانت هذه مسألة حساسة، حيث كان هناك افتقار إلى الثقة بين بعض ضباط الشرطة في مواقع مختلفة.",1
"1308","المقرر عقدها يوم الجمعة، 11 تموز/يوليه 2008، الساعة 10/16",0
"1309","4 - قتل جنود العدو",0
"1310","ويدين المجلس جميع الهجمات التي تشنها الجماعات المسلحة المحلية والأجنبية والتي تهدد السكان، فضلا عن السلام والاستقرار في جمهورية أفريقيا الوسطى والمنطقة دون الإقليمية، بما في ذلك الهجمات التي شنتها في بيراو في 19 و 24 تموز/يوليه و 24 تشرين الثاني/نوفمبر اتفاقية الوطنيين من أجل العدالة والسلام.",1
"1311","إن عدم رغبتها في إنفاذ سيادة القانون وضمان احترام سيادة دولة عضو في الأمم المتحدة وسلامتها الإقليمية قد أضر بمصداقيتها وسلطتها القانونية والمعنوية.",1
"1312","ولا توجد مرافق عامة عاملة، ولا تتوفر للغالبية العظمى من الليبريين إمكانية الحصول على الكهرباء والمياه ومرافق الصرف الصحي الأساسية أو الرعاية الصحية.",0
"1313","وامتدت فترة التسجيل من 23 نيسان/أبريل إلى 29 أيار/مايو، حيث أضيف خلالها 000 400 اسم إلى السجل الحالي، مما رفع العدد الإجمالي للناخبين المسجلين إلى 1.5 مليون ناخب.",0
"1314","ويمكن وقف النظام السوري، وكذلك وقف تنظيم الدولة الإسلامية.",0
"1315","ولن يؤدي تحويل قوة بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية وحدها إلى التغييرات اللازمة لتنفيذ ولاية البعثة بمزيد من الفعالية، بل يجب أن ينطوي على تغيير في سلوك بعض البلدان المساهمة بقوات.",1
"1316","103 - ولدى ست دول هياكل مؤسسية كافية وتنسيق مشترك بين الوكالات لمعالجة مسائل مكافحة الإرهاب، ولدى تسع دول أخرى بعض السياسات والإجراءات المعمول بها.",0
"1317","وفي وقت كتابة هذا التقرير، كانت قوات الدفاع الشعبية الأوغندية تشغل مدرسة أورينا الابتدائية في مقاطعة آديلانغ الفرعية في مقاطعة بادر.",0
"1318","وذلك على الرغم من الإدانة المتكررة لتلك الأعمال اللاإنسانية بموجب قرارات المجلس 1820 (2008)، و 1888 (2009)، و 1960 (2010)، التي أصبحت منارات أمل لملايين النساء والفتيات الضحايا في جميع أنحاء العالم.",1
"1319","وسيتطلب ذلك تنقيح مفهوم العمليات بحيث يعكس قوة أكثر تنقلا وسرعة، قادرة على استباق الأزمات أو الاستجابة لها بسرعة، مع القضاء في الوقت نفسه على التكرار.",0
"1320","وما لم تعالج الحكومة هذه المسائل، فإنها يمكن أن تشكل تهديدات خطيرة لأمن تيمور - ليشتي واستقرارها.",1
"1321","وإذ يشير إلى بيان رئيسه المؤرخ 8 تموز/يوليه 1999 (S/PRST/1999/21)، وإذ يشدد على دعوته إلى أن تدرج، حسب الاقتضاء، في إطار اتفاقات سلام محددة، وعلى أساس كل حالة على حدة، وفي إطار ولايات الأمم المتحدة لحفظ السلام، أحكام واضحة لنزع سلاح المقاتلين السابقين وتسريحهم وإعادة إدماجهم، بما في ذلك التخلص من الأسلحة والذخيرة في الوقت المناسب وبصورة آمنة،",0
"1322","النهج المقترح لتوعية إطار تحليل النزاعات بالمسائل الجنسانية، بما في ذلك وضع مؤشرات مناسبة للاعتبارات الجنسانية ومتغيرات متصلة بالنزاعات.",0
"1323","8 - يوصى بأن تتخذ الأمم المتحدة الخطوات العاجلة والمحددة التالية لتيسير استمرار وتعزيز وجود بعثة الاتحاد الأفريقي في الصومال في الصومال:",1
"1324","ويجب على قوات القوة الدولية للمساعدة الأمنية أن تضطلع على نحو كامل بولايتها المتمثلة في القضاء على التهديدات النابعة من أفغانستان.",1
"1325","مجلس مجلس مجلس",0
"1326","ففي غرب دارفور، على سبيل المثال، هاجمت قوات المتمردين مخفر شرطة في تونغفوكا في تشرين الأول/أكتوبر 2003.",0
"1327","531 - وتلاحظ اللجنة بادئ ذي بدء أنها حددت 10 مسؤولين رفيعي المستوى في الحكومة المركزية، و 17 مسؤولا حكوميا يعملون على الصعيد المحلي في دارفور، و 14 فردا من الجنجويد، و 7 أعضاء من مختلف جماعات المتمردين، و 3 ضباط من جيش أجنبي (شاركوا بصفتهم الشخصية في النزاع) يشتبه في تحملهم المسؤولية الجنائية الفردية عن الجرائم المرتكبة في دارفور.",1
"1328","Ar65.1 )سرية(",0
"1329","ووصف الرئيس بفظاظة هذا الحادث المؤسف بأنه قبيح وغير مقبول، بقدر ما ينذر باحتمال اندلاع أعمال عنف خلال الانتخابات المقبلة لعام 2012.",1
"1330","وستحظر الأنظمة الجديدة التي تجري صياغتها وفقا للموقف الموحد اقتناء الأصناف والتكنولوجيات المدرجة في مرفقها الأول (التي ستشمل الأصناف والتكنولوجيات المذكورة في هذه الفقرة من القرار) من جمهورية إيران الإسلامية، سواء كان منشؤها جمهورية إيران الإسلامية أم لا.",0
"1331","يدين مجلس الأمن جميع انتهاكات القانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، المرتكبة ضد المدنيين في حالات النزاع المسلح.",1
"1332","ويتوقف الأمر على شعوب المنطقة وقادتها لمقاومة نداءات المغاوير، والتسوية وبناء التحالفات، والاحتفاظ بالإيمان بنظامهم حتى عندما يخسرون في صناديق الاقتراع، وحماية المبادئ والمؤسسات التي ستحميهم في نهاية المطاف.",0
"1333","رابعا، إن القرصنة قبالة سواحل الصومال مشكلة دولية تتطلب جهودنا وإسهامنا الجماعيين.",1
"1334","ويجب بذل المزيد من الجهود من جانب حكومة هايتي والمنظمات الإنسانية الدولية في أنشطة وقائية، مثل توفير المرافق الصحية والمياه النقية.",1
"1335","ولا جدال أيضا في أن أرمينيا، بوصفها السلطة القائمة بالاحتلال، تتحمل المسؤولية المباشرة عن ارتكاب تلك الجرائم.",1
"1336","غير أن الحالة الأمنية لا تزال مصدر قلق حقيقي للجميع، على الرغم من انخفاض الأحداث المتصلة بالأمن في كانون الأول/ديسمبر 2011 وكانون الثاني/يناير 2012، مقارنة بفترة الإبلاغ السابقة التي استغرقت شهرين في العام الماضي.",1
"1337","إن وفد كوبا يدين بشدة شن الهجمات على المدنيين الفلسطينيين، فضلا عن الدمار الشامل الذي تسببه قوات الاحتلال الإسرائيلية في شمال قطاع غزة، كما يطالب بالوقف الفوري لهذه الهجمات والانسحاب العاجل لقوات الاحتلال.",1
"1338","ويدين بشدة حركة طالبان لقيامها في تموز/يوليه 1999، بعد أسبوع واحد فقط من اجتماع مجموعة 'ستة زائد اثنين` في طشقند، بشن هجوم جديد، على الرغم من مطالب المجلس المتكررة بوقف القتال.",1
"1339","فعلى سبيل المثال، عدلت تونس في عام 2009 القانون رقم 2003-75 الذي يجرّم التحريض على ارتكاب أعمال إرهابية من أجل فصل ""التحريض على الكراهية"" و""التطرف الديني"" عن الجرائم الإرهابية.",0
"1340",""" ويكرر مجلس الأمن تأكيد قراراته وبياناته الرئاسية السابقة بشأن الصومال، ولا سيما قراره 1872، الذي أعاد فيه تأكيد اتفاق جيبوتي كأساس لتسوية النزاع في الصومال.",0
"1341","28 - وفي 28 تشرين الأول/أكتوبر، اجتمعت اللجنة مع مارتن شاينين، المقرر الخاص المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب، وأطلع السيد شاين اللجنة على مقترحاته الرامية إلى تحسين نظام الجزاءات، وأعقب ذلك تبادل بنّاء للآراء بشأن المسائل المتصلة بنزاهة ووضوح إجراءات اللجنة، ولا سيما فيما يتعلق بإدراج الأسماء في القائمة ورفعها منها.",0
"1342","وقد أصدر الأمين العام ومنسقه الخاص لشؤون لبنان بيانات تدين بشدة الأعمال الإجرامية التي يقوم بها فتح الإسلام باعتبارها هجمات على استقرار لبنان وسيادته.",1
"1343","وعلى الرغم من أن قيادة الشرطة الوطنية لتيمور - ليشتي لم توافق على هجمات 23 و 24 أيار/مايو التي شارك فيها بعض ضباط الشرطة الوطنية لتيمور - ليشتي، فإنها تتصل بانهيار التسلسل القيادي، والفصائل القائمة، وتاريخ سابق من المساءلة المحدودة.",1
"1344","ونأمل، في مواجهة هذا التهديد الواضح للسلم والأمن الدوليين، أن يعمل مجلس الأمن دون استخدام المعايير المزدوجة التي تميزت بها أعماله السابقة في هذا الشأن، من أجل الاعتماد العاجل والنهائي لمشروع القرار الذي تقدمه الجزائر باسم الدول الأعضاء في المجموعة العربية.",1
"1345","ونحن نعتبر أي انحراف عن ذلك المبدأ أمرا غير مقبول خشية أن تتحول الحالة الهشة في المقاطعة إلى زعزعة واسعة الانتشار.",1
"1346",":: معاهدة بشأن القانون الإجرائي الدولي (1940)",0
"1347","ثالثا - تنفيذ الفقرة 9 من القرار 1846 (2008)",0
"1348","ونتيجة لذلك، تم عبور خط فيما يتعلق بالتهديدات الأمنية للعديد من البلدان داخل أفريقيا وخارجها، بما في ذلك أعضاء هذا المجلس، التي تكشف أوجه ضعفها.",1
"1349","233 - وتوصي اللجنة بأن تتاح للمدعين العامين إمكانية الوصول إلى أفراد الشرطة وموظفي التحقيق المتفرغين، والموظفين الإداريين وموظفي الترجمة التحريرية وموظفي البحوث المناسبين، فضلا عن الدعم اللوجستي اللازم.",0
"1350","وأعرب أيضا عن أن فشل البرلمان اللبناني في انتخاب رئيس جديد قد قوّض استقرار لبنان وقدرته على التحمل منذ بداية الصراع في الجمهورية العربية السورية.",1
"1351","”يعتبر مجلس الأمن الجزاءات أداة هامة في مكافحة الإرهاب، ويشدد على أهمية التنفيذ الفوري والفعال للقرارات ذات الصلة، ولا سيما قرارا مجلس الأمن 1267 (1999) و 1989 (2011)، بوصفها أداة رئيسية في مكافحة الإرهاب.",1
"1352","وبصفة عامة، فإن سياسة الهجوم على أفراد بعض القبائل وقتلهم وتشريدهم قسراً لا تنم عن نية محددة في القضاء كلياً أو جزئياً على جماعة متميزة لأسباب عرقية أو إثنية أو قومية أو دينية.",1
"1353","ويدعو إلى الالتزام بالقانون الدولي وتنفيذ الطرفين لالتزاماتهما وخارطة الطريق من أجل تحقيق رؤية دولتين تعيشان جنبا إلى جنب في سلام وأمن.",1
"1354","وسيكون هناك خطر من تركيز الاهتمام على المركز على حساب المعايير.",1
"1355","في جلسة مجلس الأمن 5898، المعقودة في 27 أيار/مايو 2008، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي فيما يتصل بنظر المجلس في البند المعنون ""حماية المدنيين في الصراعات المسلحة"":",0
"1356","وقد تم تكبد ""النفقات المنفقة في اليمن"" في الفترة ما بين 7 شباط/فبراير و30 أيلول/سبتمبر 1990، وهي تشمل تكاليف إنشاء مكتب الموقع، وأثاث المكاتب، ومرتب مدير المشروع، وسكن مدير المشروع، واستئجار السيارات، وتكاليف المياه والكهرباء والوقود لمكتب الموقع والإقامة، وأمين المكتب وثابتة المكاتب، وأجرة السفر ذهابا وإيابا.",0
"1357","ويرى وفد توغو أن جميع هذه المسائل تتطلب اتخاذ إجراءات فورية لمنع منطقة الساحل من الوقوع في حالة من انعدام الأمن التام، الأمر الذي من شأنه أن يلحق ضررا بالغا بتنميتها.",1
"1358","يلاحظ أن ما للأسلحة الصغيرة والأسلحة الخفيفة من تراكم مفرط وأثر مزعزع للاستقرار يشكل عائقا كبيرا أمام تقديم المساعدة الإنسانية ويمكن أن يؤدي إلى تفاقم الصراعات وإطالة أمدها، وتعريض المدنيين للخطر، وتقويض الأمن والثقة اللازمين لعودة السلام والاستقرار...",1
"1359","16 - وعلى الرغم من الهزيمة العسكرية التي تعرضت لها حركة 23 آذار/مارس، لا تزال الجماعات المسلحة الكونغولية والأجنبية، بما فيها تحالف القوى الديمقراطية، والقوات الديمقراطية لتحرير رواندا، والعديد من جماعات المايي - ما زالت تشكل تهديدا للسكان المدنيين وللاستقرار والتنمية عموما في شرق جمهورية الكونغو الديمقراطية ومنطقة البحيرات الكبرى.",1
"1360","وإذ يلاحظ مع القلق استمرار ما يشكله تنظيم القاعدة وأسامة بن لادن وحركة الطالبان وسائر من يرتبط بهم من أفراد وجماعات ومؤسسات وكيانات من خطر يهدد السلام والأمن الدوليين، وإذ يعيد تأكيد تصميمه على التصدي لجميع جوانب ذلك الخطر،",1
"1361","وتشكل النساء والأطفال 22 في المائة من عدد الوفيات.",0
"1362","وتبين سجلات الشرطة الوطنية أن القائد العام للشرطة الوطنية لتيمور - ليشتي وقّع على مدفع رشاش آلي كامل من طراز F2000 و 000 2 طلقة ذخيرة إلى وزير الداخلية.",0
"1363","وشددت دولة أخرى على أهمية اتباع نهج قائم على المجتمع المحلي، مشيرة إلى أن الأسر والمجتمعات المحلية والمؤسسات المحلية المطلعة جيداً هي أكثر وسائل الدفاع فعالية ضد إيديولوجيات العنف المتطرفة.",0
"1364","القانون رقم 15-430 (12 تموز/يوليه 1983)",0
"1365","وستحدد التفاصيل خلال عملية التخطيط المقبلة.",0
"1366","ولا يمكن للجنة أن توافق على موقف الحكومة الذي مفاده أن الإحصاءات التي تمثل عمل اللجان تشير إلى انخفاض كبير في معدل حدوث جريمة الاغتصاب عما أبلغت عنه مصادر مثل الأمم المتحدة والاتحاد الأفريقي والمنظمات الوطنية والدولية الأخرى.",1
"1367","وإذ يؤكد من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل واحدا من أخطر الأخطار التي تهدد السلام والأمن، وأن أي أعمال إرهابية هي أعمال إجرامية لا يمكن تبريرها بصرف النظر عن دوافعها ووقت ارتكابها ومرتكبيها، وإذ يكرر إدانته القاطعة لتنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به على الأعمال الإرهابية الإجرامية الجارية والمتعددة الرامية إلى التسبب في وفاة المدنيين الأبرياء وغيرهم من الضحايا وتدمير الممتلكات وتقويض الاستقرار إلى حد كبير،",1
"1368","ولا تزال حالة الأقليات مدعاة للقلق، لا سيما فيما يتعلق بحرية التنقل والوصول إلى العدالة.",1
"1369","ومع ذلك، هناك الكثير من الأميال التي يتعين قطعها للتأثير على التغيير الحقيقي والمستدام فيما يتعلق بالنتائج والنتائج على أرض الواقع.",0
"1370","المقرر عقدها يوم الاثنين 17 أيلول/سبتمبر 2012، الساعة 00/10",0
"1371","ولا تنفذ أي دولة التدابير المناسبة لحماية المنظمات غير الربحية من تمويل الإرهاب.",1
"1372","وخلال الهجوم الذي شنه الجنجويد على قرية منغراسا، في غرب دارفور، في تشرين الثاني/نوفمبر 2003، اختطفت 20 فتاة واقتيدت إلى مخيم عمار.",0
"1373","57 - وبدعم من المانحين، أعيد بناء نحو 000 20 منزل حتى الآن هذا العام لصالح الأسر الضعيفة التي تضررت منازلها أو دمرت بشدة خلال الصراع.",0
"1374","(انظر S/2001/Add.20؛ انظر أيضا S/2000/40/Add.50؛ و S/2001/15/Add.4 و 7 و 10 و 13 و 26 و 38 و 45 و 51).",0
"1375","ويشجع مجلس الأمن، في هذا الصدد، جميع دول المنطقة على التوقيع على مدونة قواعد السلوك وتنفيذها في أقرب وقت ممكن، ويدعوها إلى اتخاذ مزيد من التدابير الفعالة على الصعيد الوطني لمكافحة القرصنة والسطو المسلح في البحر في خليج غينيا.",0
"1376","ومنذ ذلك الحين، رد بلدان (جنوب أفريقيا وزامبيا).",0
"1377","والأسوأ من ذلك أن أنشطة هذه الجماعات الإرهابية تشكل تهديدا خطيرا لجهود البعثات الدولية لبناء السلام وحفظ السلام، في الصومال ومالي على سبيل المثال.",1
"1378","وحدثت زيادة في عدد الغارات التي استهدفت قوات الأمن الوطنية والدولية، وموظفي المؤسسات العامة والعاملين في مجال المساعدة الإنسانية، ووقع المزيد من الهجمات على مواقع الاقتراع، وتعرضت أفرقة تسجيل الناخبين لمزيد من التهديدات.",1
"1379","ولا يزال هذا أحد السبل الرئيسية التي يمكن بها للقوات السلبية أن تصل إلى الأسلحة وأن يسمح لها بإعادة التنظيم.",0
"1380","وفي مكان ما بين الساعة 15/13 والساعة 30/13، أبلغه المقدم أحمد العسر بالانفجار وأن موكب السيد الحريري كان الهدف.",1
"1381","واقتناعا منها بأنه من غير المقبول من حيث المبدأ أن يفلت أي شخص في أي مكان من المساءلة عن عمل إرهابي لأي سبب من الأسباب، بما في ذلك بسبب عرقلته للتحقيق أو عدم تعاونه بحسن نية،",1
"1382","621- إن مسألة ما إذا كان من المناسب إنشاء لجنة لتقصي الحقائق والمصالحة في السودان، وفي أي مرحلة ينبغي إنشاؤها، هي مسألة لا ينبغي إلا للشعب السوداني أن يقررها من خلال عملية تشاركية حقيقية.",0
"1383","ويتجلى هذا الكفاح على السلطة بطرق مختلفة ويهدف إلى اجتذاب مختلف القوى الاجتماعية في المجتمع المدني والرأي العام من أجل الحصول على دعم شعبي إضافي أو تأثير شعبي إضافي.",0
"1384","ولكننا أيضا نعارض وندين عمليات الإعدام خارج نطاق القضاء.",1
"1385","ونتيجة لذلك، فإنها تكتسب باستمرار ثقة الجمهور واحترامه.",0
"1386","1 x 600 1",0
"1387","كما التزموا بالتحقق من أن جميع المجندين تزيد أعمارهم عن 18 سنة.",0
"1388",":: لائحة المجلس (EC) No. 539/2001 المؤرخة 15 آذار/مارس 2001",0
"1389","وفي الوقت نفسه، وفي أعقاب قيام القوات الحكومية بإعادة الاستيلاء على المدينة، استقبلت نحو ٠٠٠ ١١ من المشردين الذين حاولت مساعدتهم بأقصى ما تستطيع.",0
"1390","الكثير من الناس كانوا هناك لأنه كان يعتبر مكانا آمنا.",0
"1391","كما أخذ الفريق عينات من أحد المخازن ومن جميع وحدات الإنتاج في المصنع.",0
"1392","قرار مجلس الأمن 1590 (2005)، الفقرة 8 من الفقرة 8 من المنطوق",0
"1393","المقرر عقدها يوم الخميس 10 تموز/يوليه 2014، الساعة 10:00",0
"1394","وفي دراسة استقصائية أجريت في مخيم مورني في غرب دارفور، عالجت الأفرقة الطبية حوالي 20 ضحية من ضحايا العنف الجنسي في الفترة من نيسان/أبريل إلى حزيران/يونيه 2004.",0
"1395","عُدلت المطالبة لمراعاة تراكم المخزون وتقادمه.",0
"1396","مراسيم حكومة جمهورية أرمينيا",0
"1397","وأُنجز في كانون الأول/ديسمبر 2007، بتوجيه من وحدة السلوك والانضباط، برنامج تدريب إلزامي شامل لجميع أفراد البعثة بشأن معايير السلوك المتوقعة، بما في ذلك منع الاستغلال والاعتداء والتحرش الجنسيين.",0
"1398","وعلى الرغم من تقييمنا بأنه لا يزال من الصعب تحقيق وقف كامل لإطلاق النار في هذا الوقت، ما زلت أرى أنه يجب على المجتمع الدولي أن يوضح موقفه بشأن الحاجة إلى وقف فوري للأعمال العدائية وبذل جهود أكبر بكثير وأكثر مصداقية من جانب إسرائيل لحماية المدنيين والهياكل الأساسية المدنية في الوقت الذي يجري فيه على وجه السرعة تطوير شروط هذا الوقف.",1
"1399","ومع ذلك، يبدو أن العنصر الحاسم لقصد الإبادة الجماعية مفقود، على الأقل فيما يتعلق بسلطات الحكومة المركزية.",1
"1400","المتحدة لبريطانيا العظمى والمملكة المتحدة لبريطانيا",0
"1401","وهم يعتبرون صرب كوسوفو أدوات لبلغراد وبالتالي جزءا من تهديد ما زال يهدد مستقبلهم.",1
"1402","وخلال العام الماضي، استهدفت قوات المعارضة المعتدلة ما لا يقل عن 94 في المائة من عمليات مكافحة الإرهاب المزعومة التي قام بها النظام السوري والتي يبلغ عددها 982 عملية.",0
"1403","واتفقت جميع الوفود على أن التهديد الرئيسي في المنطقة يأتي من الجماعة الإسلامية (QE.J.92.02.02.)، ومجموعة أبو سياف (QE.A.1.01.) ووصول جديد، حركة الراجح سليمان (غير المدرجة في القائمة)، التي تعمل في اتفاق وثيق مع مجموعة أبو سياف*.",1
"1404","وضع الحكومة الاتحادية الانتقالية والمعارضة: التعزيز العسكري",0
"1405","وعلاوة على ذلك، لا تزال الفجوة واسعة بين مواقف الرئيس غباغبو وحزبه الحاكم، من جانب، ومواقف قوات المعارضة، من الجانب الآخر.",1
"1406","وحقق الفريق في هذا الادعاء واكتشف أن الشخص المعني هو صموئيل ولوي، وزير التجارة والصناعة السابق في ظل الحكومة الانتقالية الوطنية لليبريا.",0
"1407","وأصدر المجلس بيانا صحفيا في 26 تموز/يوليه أدان فيه الهجوم الإرهابي على قوة الأمم المتحدة المؤقتة في لبنان، الذي أصيب فيه ستة من حفظة السلام التابعين للأمم المتحدة من فرنسا.",1
"1408","وبالمثل، يمكن للمجلس أن يطلب صراحة من الدول الأعضاء أن تمنع الأفراد والكيانات المدرجة أسماؤهم في القائمة من الوصول إلى مرافق التدريب العسكري أو الإرهابي داخل حدودها أو إنشاء هذه المرافق أو صيانتها، وبالتالي تطوير نطاق حظر توريد الأسلحة ليشمل التدريب والتجنيد بصورة شاملة.",0
"1409","وكانت القوة مزيجا من جنود القوات المسلحة الرواندية السابقة من خط الاستواء، الذين لا يتكلمون إلا لغة لينغالا، ومجندين آخرين يأتون أساسا من إيسيرو وفي عدد أقل من إيتوري (رغم تحديد بعض المتحدثين الأوغنديين والبرتغاليين).",0
"1410","المقرر عقدها كجلسة خاصة يوم الجمعة، 23 تموز/يوليه 2004، الساعة 50/11",0
"1411","ومن غير المقبول محاولات زعزعة استقرار الحالة الداخلية في لبنان عن طريق القيام باغتيالات سياسية.",1
"1412","وفي الوقت نفسه، يهدد الرئيس البشير المجتمع الدولي بالانتقام وبمزيد من الجرائم.",1
"1413","ويتطلب تحقيق السلام والأمن والاستقرار في تلك الأمة، أولا وقبل كل شيء، القضاء على الفقر والتخلف.",0
"1414","ومع ذلك، فإن المعلومات المتاحة لا تقدم صورة واضحة عن تنفيذ تدابير الطيران أو الملاحة البحرية أو أمن البضائع أو مراقبة الحدود أو برامج الإنفاذ القائمة لضمان عدم وقوع الأسلحة الصغيرة في أيدي أفراد غير مأذون لهم.",1
"1415","ولا يمكن لهذه البلدان أن تأخذ في الحسبان عمليات التصدير.",0
"1416","وإذ أرحب ببعثة الأمم المتحدة في جمهورية أفريقيا الوسطى، أود أن أغتنم هذه الفرصة لأعرب عن خالص تقديري للدول الأعضاء في منظمة الوحدة الأفريقية، وهي بوركينا فاصو، وتشاد، وتوغو، والسنغال، وغابون، ومالي، على الدور الذي لا غنى عنه الذي قامت به في البعثة.",0
"1417","المقرر عقدها يوم الأربعاء، 14 كانون الثاني/يناير 2009، الساعة 25/10",0
"1418","وهذا أمر هام لتعزيز قدرة البعثة على توفير حماية حقيقية للسكان المدنيين الكونغوليين، الذين وقعوا ضحية كارثة إنسانية واضحة، كما أكد السيد دوس، وللانتهاكات الجماعية لحقوق الإنسان، ولا سيما أعمال العنف الموجهة ضد النساء والأطفال.",1
"1419","(ج) كيسانغاني كنت محاولة واضحة من جانب الجيش الوطني الرواندي وحلفائه في التجمع الكونغولي من أجل الديمقراطية (غوما) لوقف عملية التحقق التي وافقت عليها المنطقة لتحديد ما إذا كان التجمع الكونغولي من أجل الديمقراطية (كيسانغاني) قائماً مستقلاً عن التجمع الكونغولي من أجل الديمقراطية (غوما) بهياكل سياسية وعسكرية منفصلة، وبدعم سياسي/متابعة في الأراضي المحررة؛",0
"1420","”ويكرر مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة بالإرهاب، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه المتاحة.",0
"1421","وينبغي للدول أن تمتنع عن إعاقة الجهات الفاعلة الإنسانية في جهودها الرامية إلى إشراك الجماعات المسلحة من غير الدول لأغراض إنسانية، بما في ذلك الاضطلاع بأنشطة ترمي إلى تعزيز احترام القانون الإنساني الدولي.",1
"1422","61 - وكما هو مطلوب في برنامج العمل الحالي للجنة الاقتصادية لأفريقيا، تواصلت الجهود الرامية إلى المضي قدما نحو تقديم تقارير شاملة بصورة ثنائية، مع إيفاد بعثات إلى نيويورك من الدول التي لم تقدم تقاريرها بعد إلى اللجنة، وفي إطار الفرص الإقليمية وغيرها من المناسبات.",0
"1423","المقرر عقدها يوم الخميس، 15 كانون الأول/ديسمبر 2005، الساعة 25/17",0
"1424","بيد أنه من الواضح أن الآثار لن تقتصر على يوغوسلافيا وحدها.",0
"1425","(أ) التشريعات والأنظمة والإجراءات الإدارية",0
"1426","ومع ذلك، فمن بين جميع تدابير الشفافية المتعلقة بمنظومات الأسلحة، فإن التدابير المتعلقة بالأسلحة الصغيرة هي أقل البلدان نموا.",1
