"","en_ar_TRANSFORMERS","VerCoop"
"2384","27 - وستكرر البعثة تأكيد استعداد المجلس لدعم الجهود التي تبذلها السلطات الانتقالية لمكافحة الإفلات من العقاب في جمهورية الكونغو الديمقراطية.",1
"2385","12 - يعرب عن تأييده لأن تدرج، حسب الاقتضاء، في اتفاقات السلام وولايات بعثات الأمم المتحدة لحفظ السلام، تدابير محددة وكافية لنـزع سلاح المقاتلين السابقين وتسريحهم وإعادة إدماجهم، مع إيلاء اهتمام خاص لتسريح الجنود الأطفال وإعادة إدماجهم، فضلا عن وضع ترتيبات واضحة ومفصلة لتدمير فائض الأسلحة والذخائر، ويشير في هذا الصدد إلى بيان رئيسه المؤرخ 8 تموز/يوليه 1999()؛",1
"2386","وقُتل مدني واحد نتيجة لهذه المواجهة.",0
"2387","وتلقت اللجنة معلومات موثوقة تفيد بأن العديد من الأفراد اقتيدوا على أيدي عناصر الاستخبارات العسكرية أو الأمن.",1
"2388","فعلى سبيل المثال، كان من المستحيل إدخال بعض الأسماء الواردة في القائمة في قاعدة البيانات الإلكترونية ""المسؤول"" التابعة لإدارة قوات الحدود.",0
"2389","وإنني أدرك تصميم باكستان وجهودها في البحث عن الحقيقة وتقديم جميع ممولي هذا العمل الإرهابي ومرتكبيه ومنظميه ورعاته ومتآمريه إلى العدالة حتى يحاسبوا عليه.",1
"2390","واستدعى رئيس شرطة بيروت بالنيابة، اللواء ناجي ملاّب، وأبلغه بالاتصال من السيد نامار وطلب منه أن يطمئن القاضي مزهر على ما إذا كان على علم بهذا القرار.",1
"2391","ونشرت قائمة موحدة منقحة مستكملة حتى 26 آب/أغسطس 2002 في الجريدة الحكومية رقم 17285 المؤرخة 3 أيلول/سبتمبر 2002 عن طريق الإشعار الحكومي رقم 768.",0
"2392",":: إبراز أهمية جدول الأعمال المتعلق بالمرأة والسلام والأمن في التصدي للتمييز وانتهاكات حقوق الإنسان والعقبات التي تواجهها النساء والفتيات اللاجئات والمشردات داخليا وعديمات الجنسية والنساء والفتيات في جميع مراحل دورة التشرد",1
"2393","ومهما كانت قدراتها الداخلية، لا يمكن لأي دولة في منطقتنا أن تقف إلى جانب تحديات الإرهاب والانفصال والتنمية، أو أن تضمن الانفتاح والديمقراطية.",0
"2394","وتعرَّف التكلفة بأنها القيمة الاسمية مضافاً إليها/ناقصاً من أي قسط/خصم غير مستهلك.",0
"2395","ويجوز لأمين المظالم أن يجري حوارا مع هذه الدول لتحديد ما يلي:",1
"2396","يدعو [الدولة المتأثرة إلى تيسير] الإغاثة الدولية من أجل الكارثة الإنسانية عن طريق وقف اختياري لجميع القيود التي قد تعوق تقديم المساعدة الإنسانية والوصول إلى السكان المتضررين.",0
"2397","33 - ولذلك، وبدعم من المجتمع الدولي وأطراف النزاع، سيتم تنفيذ اتفاق وقف إطلاق النار وإنجازه بجدية.",1
"2398","300 2 شخص عبر نهر ميريب في 7 آب/أغسطس.",0
"2399","5 - الحالة في تيمور - ليشتي (15 كانون الأول/ديسمبر 1975؛ 23 شباط/فبراير 2012).",0
"2400","المقرر عقدها يوم الجمعة 28 آذار/مارس 2014، الساعة 10:00",0
"2401","وينظر المجلس في إمكانية استخدام اللجنة الدولية لتقصي الحقائق المنشأة وفقا للمادة 90 من البروتوكول الإضافي الأول لاتفاقيات جنيف.",1
"2402","والمحكمة الخاصة لسيراليون، وهي أول محكمة لجرائم الحرب منذ نورمبرغ تتخذ من البلد الذي وقعت فيه الفظائع مقرا لها، مصممة على إعطاء الأولوية لتوعية الجمهور ونشر العدالة.",0
"2403","وبعد ذلك عبر الملتمسان الطريق المطهر الذي رافقته مركبتان من مركبات وحدة الاستجابة السريعة، وتعرض الملتمسان لإطلاق النار بالقرب من منطقة السوق، وجاء إطلاق النار من كلا ضباط وحدة الاستجابة السريعة الذين كانوا مسافرين في مركبات الحراسة ومن أفراد الحشود، وقتل أحد المدنيين بسلاح أطلق عليه النار من مسافة طويلة، وأصيب ثمانية مدنيين بجروح بسلاح ناري، وأصيب اثنان من أفراد الشرطة واثنان من المدنيين بجروح خطيرة أخرى.",0
"2404","وطرح أسئلة رئيسية لتوجيه المناقشة بشأن دور المجلس في ضمان المساءلة، بما في ذلك ما يلي: ما هي الدروس التي يمكن استخلاصها، وما هي الممارسات الجيدة التي تم تحديدها، من الجهود التي يبذلها المجلس لضمان المسؤولية الجنائية؟ وما هي التحديات التي تواجه مختلف آليات تقصي الحقائق؟ وكيف يمكن إعطاء التعويضات مزيدا من الأهمية في تحقيق المساءلة؟ وما هي الخطوات الإضافية التي يمكن للمجلس اتخاذها لضمان المساءلة عن الانتهاكات في الصراع المسلح؟",1
"2405","(ط) تعزيز تعاونه مع المنظمات الدولية والإقليمية ودون الإقليمية، وإيجاد سبل للعمل مع تلك المنظمات على أساس كل حالة على حدة، بما يعكس التباين في قدرات كل منظمة وولايتها، بما في ذلك تبادل الآراء على مستوى العمل، وتقديم إحاطات إلى اللجنة ومنها، وتعزيز ترتيبات تبادل المعلومات؛",1
"2406","20 - الحالة بين إريتريا وإثيوبيا (26 حزيران/يونيه 1998؛ 30 تموز/يوليه 2008).",0
"2407","3 - يدعو جميع الأطراف في الصراعات المسلحة إلى احترام الطابع المدني والإنساني لمخيمات اللاجئين ومستوطناتهم، وإلى مراعاة الاحتياجات الخاصة للنساء والفتيات، بما في ذلك عند تصميمها.",1
"2408",":: دعا بعض أعضاء مجلس الأمن الدول الأعضاء التي لم تصبح بعد أطرافا في الاتفاقيات والبروتوكولات التي تم التفاوض بشأنها تحت رعاية الأمم المتحدة والمتعلقة بمكافحة الإرهاب إلى أن تفعل ذلك.",1
"2409","وعندما بدأت القوات الدولية في إلقاء القبض على أشخاص، قام موظفو القطاع القضائي في القطاع القضائي بجلسات استماع قبل المحاكمة والاحتجاز.",0
"2410","وأكد كتالوج المنتج أن السلع قد صُنعت وفقاً للمواصفات التي قدمتها الشركة، وانحرفت عن المواصفات القياسية لدي ديتريش من نواح عديدة.",0
"2411","وثائق الهوية والسفر: الإصدار والمراقبة والكشف عن الغش",0
"2412","وإذ ترحب بالالتزام الذي أعربت عنه الدول بمكافحة آفة الإرهاب الدولي، بما في ذلك خلال المناقشة العامة التي أجرتها الجمعية العامة في الفترة من 1 إلى 5 تشرين الأول/أكتوبر 2001، وتهيب بجميع الدول أن تصبح أطرافا في أقرب وقت ممكن في الاتفاقيات والبروتوكولات الدولية ذات الصلة بالإرهاب، وتشجع الدول الأعضاء على المضي قدما في العمل في هذا المجال،",1
"2413","ومن وجهة نظر القانون الجنائي الدولي، لا شك أن هذه الانتهاكات للقانون الإنساني الدولي تشكل جرائم حرب واسعة النطاق.",0
"2414","5 - يطلب إلى فريق الرصد أن يقدم تقريرا إلى اللجنة المنشأة عملا بالقرار 1267 (1999)، بوسائل منها تقديم إحاطات لخبراء آلية الرصد بشأن عمل آلية الرصد على النحو المحدد في الفقرة 3 أعلاه، ويطلب أيضا إلى فريق دعم إنفاذ الجزاءات أن يقدم تقريرا إلى فريق الرصد مرة في الشهر على الأقل؛",1
"2415","وأشجع حكومة العراق على الإسراع باتخاذ خطوات عملية أخرى نحو الوفاء بالتزاماتها بموجب الفقرة 14 من قرار مجلس الأمن 1284 (1999).",1
"2416","(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو عبورهم منها، شريطة ألا يكون في هذه الفقرة ما يلزم أي دولة برفض دخول رعاياها إلى أراضيها أو مطالبتهم بمغادرتها، وألا تسري هذه الفقرة عندما يكون الدخول أو المرور العابر ضروريا لتنفيذ عملية قضائية أو عندما تقرر اللجنة المنشأة عملا بالقرار 1267 (1999) (”اللجنة“) على أساس كل حالة على حدة فقط أن الدخول أو العبور مبرر؛",1
"2417","وزار الفريق أيضا نقطة التفتيش التابعة للشرطة في نيانغولوكو وفتش ”سجل الحركة“، لكنه لم يلاحظ أي مخالفات؛ فقد صودرت بعض البنادق والمسدسات الحرفية.",1
"2418","4 - وستشدد البعثة على أهمية تحقيق السلام والأمن والاستقرار على نحو مستدام لجميع بلدان المنطقة.",1
"2419","وأعضاء الأحزاب المختلفة أعضاء في الحكومة.",0
"2420","ونظرا لنقص الهياكل الأساسية في البلد، قد يلزم إنشاء آلية لتيسير إدارة وتوزيع هذا الدعم.",1
"2421","11 - وأجرت الحكومة أو مؤسسات الدولة أو تعتزم إجراء تحقيقات أخرى، منها تحقيق تجريه لجنة برلمانية، وتحقيق تجريه وزارة حقوق الإنسان، وتحقيق تجريه وزارة العدل عن طريق لجنة وطنية من المقرر إنشاؤها قريبا.",0
"2422","”ويرحب مجلس الأمن بالخطوات المتخذة لتنفيذ نهج معزز وشامل وأكثر اتساما بالطابع الإقليمي إزاء الحالة الإنسانية، بما في ذلك تقديم المساعدة إلى ضحايا العنف الجنسي وغيره من الاعتداءات، ويحث على إحراز مزيد من التقدم في هذا الصدد.",1
"2423","(أ) التماس سبل تكثيف وتعجيل تبادل المعلومات العملية، ولا سيما فيما يتعلق بأعمال أو تحركات الإرهابيين أو الشبكات الإرهابية؛ ووثائق السفر المزورة أو المزيفة؛ والاتجار بالأسلحة أو المتفجرات أو المواد الحساسة؛ واستخدام الجماعات الإرهابية لتكنولوجيات الاتصالات؛ والخطر الذي تشكله حيازة الجماعات الإرهابية لأسلحة الدمار الشامل؛",0
"2424","ويسلّم مجلس الأمن بأن التنمية والأمن يعزز كل منهما الآخر وأنهما حيويان لاتباع نهج فعال وشامل في مكافحة الإرهاب.",1
"2425","وفي صباح يوم 12 آذار/مارس 2012، قامت جماعات إرهابية بارتكاب مجزرة مروعة أخرى في بعض مناطق مدينة حمص، أسفرت عن مقتل حوالي 45 مدنيا، ناهيك عن الفظائع التي ارتكبتها تلك الجماعات في مناطق أخرى من سورية.",0
"2426","وكان للكاتب 18 كتابا سبق نشرها.",0
"2427","الحسابات المصرفية والأوراق المالية - 496 701 1 دولاراً",0
"2428","نائبا الرئيس: الاتحاد الروسي والبرازيل",0
"2429","وهذه خطوة أساسية إلى الأمام، من حيث أن مسؤولية التنفيذ تُسند إلى المستوى الذي تقدم فيه خدمات الشرطة، وهو ما يزيد بدوره إلى أقصى حد من مبدأ الملكية المحلية.",0
"2430","الموقع: صندوق بريدي 16785-195، طهران، إيران",0
"2431","ولذلك، اتفقت آلية التنفيذ المشتركة، في نهاية أيلول/سبتمبر، على تدابير لمواءمة تنفيذ خطة العمل مع العناصر القائمة في اتفاق نجامينا لوقف إطلاق النار المؤرخ 8 نيسان/أبريل 2004 من أجل الحد من احتمالات تكرار هذه العواقب.",1
"2432","ويكرر مجلس الأمن طلبه إلى الأمين العام أن يدرج في تقاريره عن الحالات الخاصة ببلدان محددة معلومات أكثر شمولا وتفصيلا تتعلق بحماية المدنيين في الصراعات المسلحة.",1
"2433","وعملت الخلية أيضا على تعزيز القدرة الملاحية ومهارات رسم الخرائط لدى الموظفين المدنيين والمراقبين العسكريين على السواء، وتواصل تشجيع استخدام تكنولوجيا نظم المعلومات الجغرافية كأداة لاتخاذ القرارات.",1
"2434","وأعترف أيضا بالبلدان المساهمة بقوات وبأفراد شرطة في البعثة.",1
"2435","وسيتناول أيضا التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها، بهدف تقديم الإرهابيين ومن يدعمونهم إلى العدالة.",1
"2436",""" ويشعر مجلس الأمن بقلق خاص إزاء الهجمات على العاملين في المجال الإنساني، في انتهاك لقواعد القانون الدولي.",0
"2437","ولم يُبلَّغ عن أي حالات لمحاولات اختطاف سيارات أو سطو مسلح.",0
"2438","وتقوم لجنة مكافحة الإرهاب، المنشأة عملا بقرار المجلس 1373 (2001)، بدور رئيسي في هذا الصدد.",1
"2439","وأشار تقرير لوس بالوس إلى مشاكل في العلاقة بين قدامى المحاربين والمجندين الجدد.",0
"2440","5 - يؤكد أن الاحتياجات الواردة في الفقرة 1 (أ) أعلاه تنطبق على الموارد المالية والاقتصادية بجميع أنواعها، بما في ذلك، على سبيل المثال لا الحصر، الموارد المستخدمة في توفير خدمات استضافة الإنترنت أو الخدمات ذات الصلة، المستخدمة لدعم المدرجين في هذه القائمة، فضلا عن سائر الأفراد أو الجماعات أو المؤسسات أو الكيانات المرتبطة بحركة الطالبان والتي تشكل تهديدا للسلام والاستقرار والأمن في أفغانستان؛",1
"2441","ولا يزال من المهم النهوض بنظام جزاءات الأمم المتحدة المحددة الأهداف أكثر فعالية وقائمة على الأدلة.",1
"2442","29 - وفي أوائل آذار/مارس، تولت حكومة جمهورية صربسكا الجديدة، بقيادة ميلوراد دوديك، تحالف الديمقراطيين الاجتماعيين المستقلين، مقاليد الحكم.",0
"2443","وهناك حاجة إلى تنفيذ أكثر فعالية للقرار 1624 (2005)، الذي يشجع الحوار والتفاهم بين الأديان والثقافات من أجل التصدي للتحريض على الأعمال الإرهابية بدافع التطرف والتعصب.",1
"2444","لقد حان الوقت حقا للمجتمع الدولي، ولا سيما مجلس الأمن، لاتخاذ تدابير فعالة لمكافحة السياسات والممارسات غير القانونية والإجرامية للنظام الإسرائيلي، ووضع حد لإرهاب الدولة ضد الشعب الفلسطيني والشعوب الأخرى في المنطقة.",0
"2445","وفي إطار مشروع VIND، نُقل 030 8 عنصراً من عناصر الوقود ذات اليورانيوم المنخفض والعالي التخصيب إلى الاتحاد الروسي بوصفه دولة المنشأ.",0
"2446","كما أخذ الفريق عينات من أحد المخازن ومن جميع وحدات الإنتاج في المصنع.",0
"2447","(د) تنفيذ حظر السفر (الفرع الرابع من التوجيهات)",0
"2448","أعمال التعذيب التي يرتكبها السكان المدنيون",0
"2449","(ب) تلقي طلبات من الأفراد المدرجين في القائمة للإعفاء من التدابير المبينة في الفقرة 1 (ب) من هذا القرار وإحالتها إلى اللجنة لكي تقرر، على أساس كل حالة على حدة، ما إذا كان الدخول أو المرور العابر مبررا، وتوعز إلى اللجنة بأن تنظر في هذه الطلبات بالتشاور مع دول العبور والمقصد وأي دول أخرى ذات صلة، وتقرر كذلك ألا توافق اللجنة إلا على الإعفاء من التدابير الواردة في الفقرة 1 (ب) من هذا القرار بموافقة دول العبور والمقصد، كما توعز إلى اللجنة، عن طريق مركز التنسيق، أن تخطر هؤلاء الأفراد بقرار اللجنة؛",1
"2450","وقدم الطرفان إحاطة إلى دوائر كل منهما، بما في ذلك اللاجئون الماليون المقيمون في موريتانيا والنيجر، بشأن مضمون الوثيقة.",1
"2451","95 - ومُنح فريق الخبراء إمكانية الاطلاع على دفاتر السجلات من مطارات الفاشر ونيالا والجنة في دارفور ومطار الخرطوم الدولي لمختلف التواريخ في إطار ولاية الفريق.",0
"2452","يشدد على أهمية وصول موظفي المساعدة الإنسانية بأمان ودون عوائق إلى المدنيين في الصراعات المسلحة، ويهيب بالأطراف المعنية، بما في ذلك الدول المجاورة، أن تتعاون تعاونا كاملا مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول والأمين العام إلى أن يقدما إليه معلومات عن منعهم المتعمد من الوصول في انتهاك للقانون الدولي، حيث يمكن أن يشكل هذا الحرمان تهديدا للسلام والأمن الدوليين، ويعرب في هذا الصدد عن استعداده للنظر في هذه المعلومات، وأن يتخذ الخطوات المناسبة عند الضرورة.",1
"2453","وإذ تعيد تأكيد طلبها إلى جميع الدول أن تصبح أطرافا في الاتفاقيات والبروتوكولات الدولية لمكافحة الإرهاب في أقرب وقت ممكن، سواء كانت أطرافا في الاتفاقيات الإقليمية المتعلقة بهذه المسألة أم لا، وأن تنفذ بالكامل التزاماتها بموجب الاتفاقيات والبروتوكولات التي هي طرف فيها،",1
"2454","”ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة، ويذكِّر المجلس الدول بأنه يجب عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.",1
"2455","”ويشيد مجلس الأمن بالجهود التي تبذلها عملية الاتحاد الأوروبي ATALANTA، وعمليات منظمة حلف شمال الأطلسي (الناتو) التي تقودها الدول الأعضاء في منظمة حلف شمال الأطلسي، وفرقة العمل المشتركة 151 التابعة للقوات البحرية المشتركة بقيادة الدانمرك ونيوزيلندا وباكستان وجمهورية كوريا وسنغافورة وتايلند وتركيا والولايات المتحدة، والدول الأخرى التي تتصرف بصفتها الوطنية بالتعاون مع السلطات الصومالية وفيما بينها، لقمع القرصنة وحماية السفن المعرضة للخطر التي تعبر المياه قبالة سواحل الصومال، ويعرب عن تقديره للجهود التي تبذلها الدول الأعضاء، بما فيها الاتحاد الروسي وجمهورية كوريا والصين وماليزيا والهند واليابان، التي نشرت سفنا و/أو طائرات في المنطقة، على النحو الوارد في تقرير الأمين العام (S/2012/783).",1
"2456",""" ويؤكد مجلس الأمن من جديد التزامه بالتنفيذ الكامل والفعال لقراراته المتعلقة بحماية المدنيين في النزاعات المسلحة، ويشير إلى البيانات السابقة التي أدلى بها رئيسه بشأن هذه المسألة.",1
"2457","ويترتب على استمرار عدم الاستقرار في منطقة الساحل آثار تتجاوز بكثير البلدان الأكثر تضررا بشكل مباشر.",0
"2458","وسلط الممثل الخاص الضوء على التقدم السياسي الهام، ولا سيما في عملية تشكيل الدولة، ورحب بالعملية الجارية للمصالحة وإنشاء الإدارات المؤقتة.",1
"2459","وفي معظم الحالات يمكن توفير ذلك من خلال إعانة تُستخدم للاستفادة من وسائل النقل التجارية القائمة.",0
"2460","وتلتمس شركة أحمد عبد الله العقطان وشركاؤه (شركة أحمد عبد الله العقطان وشركاؤه) تعويضاً عن حسابات مستحقة تتعلق بعقد أبرم في 1 شباط/فبراير 1990 مع وزارة النقل والاتصالات في حكومة العراق.",0
"2461","وخلال اجتماعي مع السلطات الكونغولية على أعلى مستوى، بما في ذلك مع الرئيس كابيلا، طرحت عليها المسائل المتعلقة بالإجراءات القانونية الواجبة في المحاكمات واستخدام عقوبة الإعدام.",1
"2462","13 - وستنظم اللجنة اجتماعا خاصا مفتوح العضوية لجميع الأعضاء وغيرهم من أصحاب المصلحة المعنيين للاحتفال بالذكرى السنوية العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة، وفقا للقرار 1963 (2010).",1
"2463","30- وبصفة عامة، كان موقف السلطات الحكومية من اللجنة متعاوناً.",1
"2464","4 - اللجنة الشعبية للنقل والمواصلات",0
"2465","وشدد الاتحاد الأوروبي على أن إنشاء أي قوة عسكرية صومالية وطنية ينبغي أن يتم في إطار خطة وطنية لتحقيق الأمن والاستقرار وتمشيا مع بيان رئيس مجلس الأمن المؤرخ 14 تموز/يوليه 2005.",1
"2466","ومن الأهمية بمكان التشديد مرة أخرى عند هذه النقطة على أنه عند النظر فيما إذا كان قتل المدنيين يشكل جريمة حرب أو جريمة ضد الإنسانية، فإن وجود غير المدنيين لا يحرم السكان من طابعهم المدني.",1
"2467","1 - يثني على الجهود المتواصلة التي يبذلها الاتحاد الأفريقي، ولا سيما الرئيس النيجيري أولوسيغون أوباسانجو والرئيس النيجيري رئيس الاتحاد الأفريقي والرئيس ثابو مبيكي رئيس جمهورية جنوب أفريقيا ووسيط الاتحاد الأفريقي والجماعة الاقتصادية لدول غرب أفريقيا وزعماء المنطقة، من أجل تعزيز السلام والاستقرار في كوت ديفوار، ويكرر تأكيد دعمه الكامل لهما؛",1
"2468","وتحدث الشاهدان اللذان شاركا في التحقيق، وهما السيد دونغ هيوك والسيدة لي، عن تجاربهما الشخصية في جمهورية كوريا الشعبية الديمقراطية قبل فرارهما كلاجئين.",1
"2469","ويرى الاتحاد الروسي أن من الأولويات مواصلة تعزيز الأساس القانوني الدولي لمكافحة الإرهاب، أولا وقبل كل شيء، من خلال إضفاء طابع عالمي على الاتفاقيات القائمة لمكافحة الإرهاب من خلال انضمام جميع الدول الأعضاء في الأمم المتحدة إليها.",1
"2470",":: تولي اللجنة أهمية كبيرة للتنسيق مع الخبراء من الهيئات الفرعية الأخرى التابعة لمجلس الأمن والمعنية بمكافحة الإرهاب في التحضير للزيارات وتبسيط عملية الإبلاغ.",1
"2471","والتقى أيضاً أثناء وجوده هناك بممثلي جبهة تحرير أوغادين والجبهة الشعبية لتحرير السودان، وكان بعضهم من قادة الميليشيات الذين وصلوا إلى دوساماريب بطائرة من الدولة المعنية في نيسان/أبريل 2005.",1
"2472","وإذ تكرر تأكيد التزام الدول الأعضاء بمنع ووقف تمويل الأعمال الإرهابية وتجريم قيام رعاياها أو في أراضيها عمدا، بأي وسيلة، بصورة مباشرة أو غير مباشرة، بتوفير الأموال أو جمعها، بنية استخدام تلك الأموال، أو مع العلم بأنها ستستخدم، للقيام بأعمال إرهابية،",1
"2473","وإذ يؤكد من جديد التزامه بالتسوية السياسية للصراعات في يوغوسلافيا السابقة، حفاظا على سيادة جميع الدول هناك وسلامتها الإقليمية داخل حدودها المعترف بها دوليا،",1
"2474","حلقت طائرة غانية من طراز Boeing-707، مسجلة باسم 9G-LAD، فوق عدة مجالات جوية بعد أن غادرت الشارقة وهبطت في منروفيا في إطار الرحلة ACP 801.",0
"2475","وعن المرحلة",0
"2476","وفرض المجلس أيضا على الأفراد والكيانات الذين حددت اللجنة أسماءهم حظرا على توريد أو بيع أو نقل الأسلحة والمعدات العسكرية وما يتصل بها من تدريب، وعلى المساعدة المالية وغيرها من أشكال المساعدة.",1
"2477","المقرر عقدها يوم الأربعاء، ٢٠ أيار/ مايو ١٩٩٨، الساعة ١٥/١٣",0
"2478","ورحبت المفوضية بعمليات تبادل الخبرات وأفضل الممارسات هذه في مجال جبر أضرار الضحايا وشجعت الدول الأخرى على مواصلة السير على هذا الدرب.",1
"2479","نائبا الرئيس: البرتغال وجنوب أفريقيا",0
"2480","وقد قالت 17 دولة إنها لا تعتبر نفسها معرضة للخطر، وتعتقد ثلاث دول أنه لا يوجد تهديد إقليمي.",1
"2481","(أ) (ب) (ج)",0
"2482","وينظر الفريق أيضا في القلق الدولي المتزايد فيما يتعلق باستخدام الإرهابيين للإنترنت، ويعرض آراء بشأن تلك المسألة، وكذلك عبر نطاق أنشطة الرصد التي يقوم بها.",0
"2483","وفي تشرين الثاني/نوفمبر، بدأت وحدة جمع معلومات جميع المصادر أعمال البناء لإنشاء وحدة داخل مخيم تمبكتو الجديد.",0
"2484","(ب) تعزيز قدرتها على تجميد أموال الإرهابيين وأصولهم دون تأخير، عن طريق إنشاء آليات وطنية ""لتجميد"" استكمالا للأطر الإقليمية؛",0
"2485","وإذ يسلم بأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع شعب بوروندي، وإذ يرحب بالتقدم المحرز في الأعمال التحضيرية للمشاورات الوطنية بشأن إنشاء آليات للعدالة الانتقالية، بما في ذلك عن طريق إنشاء لجنة متابعة تقنية ومنتدى لممثلي المجتمع المدني،",1
"2486","5 - يهيب بجميع الدول أن تواصل اتخاذ خطوات عاجلة لإنفاذ وتعزيز التدابير المفروضة بموجب القوانين أو الأنظمة المحلية ضد رعاياها وغيرهم من الأفراد أو الكيانات العاملة في أراضيها، عن طريق سن تشريعات أو اتخاذ تدابير إدارية، حسب الاقتضاء، لمنع انتهاكات التدابير المشار إليها في الفقرة 1 من هذا القرار والمعاقبة عليها، وأن تبلغ اللجنة باتخاذ تلك التدابير، ويدعو الدول إلى إبلاغ اللجنة بنتائج جميع التحقيقات أو إجراءات الإنفاذ ذات الصلة، ما لم يكن من شأن ذلك المساس بالتحقيق أو بإجراءات الإنفاذ؛",1
"2487","القضية 5، طارق بن البشير بن عمرة الشرعي (الوضع: رُ رفع الاسم من القائمة)",0
"2488","”ويشدد مجلس الأمن على أن أي محاولة لزعزعة استقرار تشاد بالقوة أمر غير مقبول.",0
"2489","53 - وعلى الرغم من أن الحماية المادية للمدنيين من العنف لا تزال مهمة، ينبغي زيادة التركيز على الحماية من خلال العمليات السياسية والمدنية، وجهود المصالحة على مستوى المجتمعات المحلية، وتهيئة بيئة حمائية بالتنسيق الوثيق مع فريق الأمم المتحدة القطري وغيره من الجهات الفاعلة في مجال الحماية.",1
"2490","2 - يقرر أن تكون ولاية بعثة الأمم المتحدة لتقديم المساعدة إلى الصومال على النحو التالي:",0
"2491","ويرى المجلس أن تعزيز أنشطة سيادة القانون أمر بالغ الأهمية في استراتيجيات بناء السلام في مجتمعات ما بعد انتهاء الصراع، ويشدد على دور لجنة بناء السلام في هذا الصدد.",1
"2492","ولم يتوصل المجلس إلى أي نتيجة محددة.",0
"2493","١٥٣- حمد الهاجري",0
"2494","60 - طلب مجلس الأمن، في قراره 1783 (2007)، إلى الأمين العام أن يواصل اتخاذ التدابير اللازمة لكفالة الامتثال التام في البعثة لسياسة الأمم المتحدة المتمثلة في عدم التسامح مطلقا إزاء الاستغلال والانتهاك الجنسيين.",1
"2495","11 - يطلب إلى الأمين العام أن يدرج في تقريره المقبل تقييما شاملا لبرنامجي بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لنـزع السلاح والتسريح وإعادة الإدماج والإعادة إلى الوطن، وأن يقدم، بالتنسيق الوثيق مع مبعوثه الخاص لمنطقة البحيرات الكبرى، توصيات بشأن التعديلات التي يمكن إدخالها لزيادة فعاليتهما وتوفير الموارد لهما وتنسيقهما مع العنصر العسكري للبعثة؛",1
"2496","ومن المسائل الرئيسية التي يقر كلا الجانبين بأنها تتعلق بشطب أسماء الطالبان من القائمة الموحدة المنشأة عملا بالقرارين 1267 (1999) و 1333 (2000)، وهي مسألة تقع حصرا تحت سيطرة اللجنة.",1
"2497","٢ - وفيما يلي توزيع مجموع عائدات النفط المحصلة من البداية حتى الآن والنفقات المقابلة لها:",0
"2498","وبالنظر إلى حجم وضخامة الحوادث المتصلة بالصراع في دارفور، فإن تحديد الوقائع وجمع عناصر إثبات موثوق بها لتحديد هوية المشتبه في ارتكابهم أعمالا صعبة لا ينبغي الاستخفاف بها.",1
"2499","والأولويات الاستراتيجية الأربع للبعثة هي: بناء المؤسسات والقدرات على مستوى الإدارة؛ ومكافحة الجريمة المنظمة والفساد؛ وتطوير القدرة المالية على الاستمرار والاستدامة؛ وتعزيز استقلال الشرطة ومساءلتها.",1
"2500","وبالمثل، يمكن للمجلس أن يطلب صراحة من الدول الأعضاء أن تمنع الأفراد والكيانات المدرجة أسماؤهم في القائمة من الوصول إلى مرافق التدريب العسكري أو الإرهابي داخل حدودها أو إنشاء هذه المرافق أو صيانتها، وبالتالي تطوير نطاق حظر توريد الأسلحة ليشمل التدريب والتجنيد بصورة شاملة.",1
"2501","وليس هناك ما هو أكثر إلحاحا في سيراليون من صون السلام والأمن والاستقرار في البلد.",1
"2502","وسيكون هذان النهجان ضروريين لمواجهة تحدي الإرهاب.",1
"2503","وبغية زيادة إبلاغ مجلس الأمن والشركاء الثنائيين المحتملين بالتهديد الذي يهدد الأمن في منطقة فاكاغا، قمت بإيفاد فريق لإجراء استعراض للبيئة الأمنية السائدة وتقييم للتهديدات، وسأطلع مجلس الأمن على النتائج الرئيسية التي يتوصل إليها.",0
"2504",""" ويرحب مجلس الأمن في هذا الصدد بالإجراءات التي اتخذها حتى الآن الموقعون على إطار السلام والأمن والتعاون والجهات الضامنة له، بما في ذلك عقد الاجتماع الأول '11+4` لآلية الرقابة الإقليمية لإطار السلام والأمن والتعاون في أديس أبابا في 26 أيار/مايو 2013، والاجتماعين الأولين للجنة الدعم التقني في نيروبي في 24 حزيران/يونيه و 22 تموز/يوليه 2013، اللذين يهدفان إلى إحراز تقدم في وضع معايير لتقييم تنفيذ إطار السلام والأمن والتعاون من جانب جميع الموقعين.",1
"2505","2 - تجميد الأصول المالية والاقتصادية",0
