"","en_ar_DEEP","MatConf"
"2804","قاعدة الأمم المتحدة للوجستيات في برينديزي -",0
"2805","""ويشير مجلس الأمن إلى أن أوامر الاعتقال التي أصدرتها المحكمة الجنائية الدولية بحق جوزيف كوني، وأوكوت أوديامبو، ودومينيك أونغوين بتهم منها جرائم حرب وجرائم ضد الإنسانية، بما في ذلك القتل والاغتصاب وتجنيد الأطفال عن طريق الاختطاف، لم تصدر بعد حتى الآن وينبغي إنفاذها، ويدعو جميع الدول إلى التعاون مع السلطات الأوغندية والمحكمة الجنائية الدولية من أجل تنفيذ تلك الأوامر وتقديم المسؤولين عن الفظائع إلى العدالة.",1
"2806","45 - وبالإضافة إلى ذلك، وثقت البعثة مقتل أطفال في سيتي سولاي وغيرها من المناطق الفقيرة أثناء تبادل إطلاق النار بين العصابات والشرطة الوطنية الهايتية، واستمرار استخدام العنف الجنسي ضد الأطفال.",1
"2807"," توجيه الهجمات ضد السكان المدنيين أو ضد الأفراد المدنيين الذين لا يشاركون بشكل مباشر في الأعمال العدائية.",1
"2808","وقد دفعها إلى القيام بذلك الحاجة إلى ضمان أن تظل الإجراءات التي يتخذها مجلس الأمن ضد تنظيم القاعدة وحركة الطالبان ذات صلة بالتهديد وأن أهداف الجزاءات محددة بشكل جيد بما فيه الكفاية للسماح للدول الأعضاء باتخاذ الإجراء المطلوب ضدهم.",1
"2809","وستعمل العملية أيضا مع الميسر لتشجيع الأطراف على الاتفاق على ترتيب فعال لمراقبة الأسلحة المخزنة، وذلك تمشيا مع الدور الإشرافي المنوط بعملية الأمم المتحدة في كوت ديفوار وقوة ليكورن بموجب اتفاق واغادوغو.",0
"2810","ومن شأن هذا التعديل، الذي يتماشى مع المادة 5 من اتفاقية مجلس أوروبا بشأن منع الإرهاب، أن يفرض عقوبة السجن لمدة 30 عاما على الجناة.",1
"2811","وقد قدم الذين عادوا شهادات موثوقة عن وجود العديد من المفقودين في أماكن احتجاز غير رسمية وسرية تديرها الأجهزة الأمنية في مواقع مختلفة في إقليم دارفور.",1
"2812",":: الإصلاح المالي للأمانة العامة وترشيد الإنفاق",0
"2813","وخلال الأسبوع الممتد من 19 إلى 26 حزيران/يونيه في منطقة باي، قُتل حوالي 10 أشخاص وأصيب 9 آخرون في القتال بين عشائر ديجيل - ميريفل الفرعية في المنطقة، بما في ذلك قبائل ليسان ولواي ويانتار.",1
"2814","وهناك أيضًا نمو في المراكز الإقليمية لمكافحة الإرهاب حيث يمكن تحديد أفضل الممارسات فيما يتعلق بتنفيذ الجزاءات وفقًا للظروف الخاصة ذات الصلة.",0
"2815","12 - صفاء ابجد علوش المطيري",0
"2816","وفي هذه الحالة، يُشتبه في قيامهم بارتكاب هجمات عشوائية على المدنيين، وهي جريمة حرب.",1
"2817","وكثيراً ما تؤدي حوادث العبوات الناسفة إلى سقوط عدد كبير من الضحايا المدنيين، وتدمير البنية التحتية على نطاق واسع، والاضطراب الاقتصادي لمجتمعات بأكملها"".",1
"2818","وقد قُتل ما مجموعه 103 أشخاص وجُرح 394 شخصاً في حوادث ألغام أو ذخائر غير منفجرة منذ حزيران/يونيه 1999.",1
"2819","وقد أدى ذلك إلى تقويض الجهود الدولية الرامية إلى تسهيل استعادة السلام في أفغانستان.",1
"2820","20 - وشهدت نيجيريا أيضا تصعيدا في الهجمات والتفجيرات، ولا سيما في ولايات بورنو ويوبي وأداماوا الشمالية الشرقية.",1
"2821","وتجدر الإشارة أيضًا إلى أنه على الرغم من هذه القاعدة السياسية الواسعة، فإن الغالبية العظمى من أعضاء حركتي التمرد جاءت من ثلاث قبائل أساسًا، وهي الفور والمساليت والزغاوة.",1
"2822","ويوجد لدى بعثة الأمم المتحدة في ليبيريا أيضًا 11 مستشارًا لشؤون الهجرة.",0
"2823","41 - وكما هو موضح أدناه بشيء من التفصيل، تشير جميع الأدلة المتاحة إلى أن إطلاق النار الأولي الذي أدى إلى بدء عمليات القتل العشوائي في صباح يوم 25 آذار/مارس كان نتيجة عمل منسق قامت به قوات الأمن.",1
"2824","2. تنفيذ القرار 1624 (2005)",0
"2825","وفي العديد من الحالات، اختُطف أو اختفى النساء والرجال، وكثيرون منهم دون أن يتركوا أي أثر.",1
"2826","ويبلغ قوام المركز الآن 544 فردا من أفراد القوات الجديدة وأفراد الدفاع والأمن الوطنيين، من أصل الحد الأقصى المأذون به وهو 568 فردا، بما في ذلك وحدات الشرطة المختلطة.",1
"2827","وأعادت البعثة تقييم التزاماتها التشغيلية في ضوء التعزيزات المحدودة المأذون بها بموجب القرار.",1
"2828","هناك قضيتان في مرحلة كتابة الحكم ومن المتوقع قريبا.",0
"2829","وفقا للفقرة 39 من هذا القرار، يعمل فريق الرصد تحت إشراف اللجنة المنشأة عملا بالقرار 1267 (1999) ويتولى المسؤوليات التالية:",0
"2830","ومن المعقول الافتراض أن تواجد الشرطة هو لأسباب سياسية أكثر من كونه أي شكل من أشكال الحماية.",1
"2831","في يوم السبت 27 ديسمبر/كانون الأول 2003، في قرية دوماي تاميت في جنوب دارفور: ""تعرضنا للهجوم في الصباح الباكر في وقت قريب من صلاة الفجر وهو حوالي الساعة 5.30 [يظهر شاهد جرح رصاصة في ساقه]. وكان المهاجمون يمتطون جياداً وجمالاً. البعض بالزي الرسمي.",1
"2832",":: 12 تموز/يوليه 2005، أصيب وزير الدفاع الياس المر بجروح ومقتل شخصين آخرين في انفجار سيارة مفخخة في بيروت.",1
"2833","وورد أن أحد أفراد القوات الموازية، الذي كان يرتدي قميصاً أبيض اللون ويرافقه ثلاثة من ضباط الشرطة، أطلق النار على المتظاهرين الفارين.",1
"2834","وكان من المأمول أن يتم إتاحة القرار 1521 (2003) والقرار 1532 (2004)، اللذين يدعوان إلى تجميد الأصول، لعملية وطنية لتعويض الضحايا، حيث أن ولاية المحكمة لا تشمل تعويض الضحايا.",0
"2835","وجنود القوات المسلحة لجمهورية الكونغو الديمقراطية وأفراد الشرطة هم المرتكبون الرئيسيون لهذه الأفعال.",1
"2836","""3 - يهيب بجميع الدول أن تقوم بما يلي:",0
"2837","51 - الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (27 آب/أغسطس 2007؛ 20 كانون الأول/ديسمبر 2010).",0
"2838","الامتثال للفقرة 6 من القرار 1903 (2009)",0
"2839","(أ) الإنتاج: التقطيع والحرق والتعبئة (الصومال)؛",0
"2840","وقد دعمت تجارة الفحم عبر الحدود حركة الشباب، مما عزز غاراتها في كينيا.",1
"2841","وألحق المهاجمون أضرارا جسيمة ببوابة المدخل الرئيسية، وجزء من الجدار الخارجي المحيط بالسجن، والأسلاك الشائكة على الجدار المحيط، وشاحنة نقل السجناء الوحيدة في السجن.",1
"2842","ونزح حوالي 1.8 مليون شخص قسراً وأصبحوا لاجئين أو نازحين داخلياً. إنهم بحاجة إلى الحماية.",1
"2843","33 - ومن بين الأشخاص المرتبطين بتنظيم القاعدة والمدرجين في القائمة الموحدة والبالغ عددهم 203 أشخاص في نهاية كانون الثاني/يناير 2006، تم إلقاء القبض على ما لا يقل عن 111 (55 في المائة) لارتكابهم جرائم جنائية أو إدانتهم أو توجيه تهم إليهم، ومعظمهم لارتكاب جرائم خطيرة و/أو تهم بارتكابها. أو جرائم العنف التي تتراوح بين القتل والمشاركة في أعمال إرهابية مثل تفجيرات السفارات في شرق أفريقيا عام 1998، وهجمات 11 سبتمبر 2001 في الولايات المتحدة، وتفجيرات بالي عام 2002.",1
"2844","ويمكن تحسين فعالية تجميد الأصول من خلال ربط أولئك الذين يفهمون القضايا الحالية (مثل وكالات إنفاذ القانون والاستخبارات) بوحدات الاستخبارات المالية بشكل أفضل.",1
"2845","واستمر ورود أنباء عن انتهاكات لحقوق الإنسان، يرتبط الكثير منها بعناصر غير مدربة مدمجة في القوات المسلحة لجمهورية الكونغو الديمقراطية، من ""المؤتمر الوطني للدفاع عن الشعب"" والجماعات المسلحة.",1
"2846","(4) الحالة الإنسانية والاجتماعية والاقتصادية",0
"2847","وفقا للفقرة 32 من هذا القرار، يعمل فريق الرصد تحت إشراف اللجنة المنشأة عملا بالقرار 1267 (1999) ويتولى المسؤوليات التالية:",0
"2848","ثالثا، عانت حركة طالبان من مقتل أو اعتقال العديد من القادة من المستوى المتوسط ​​وبعض كبار القادة، ورغم أن هناك الكثير ممن يمكنهم أن يحلوا محلهم، فإن القادة الجدد أصغر سنا ولديهم روابط أقل مع مجلس شورى كويتا، الذي يتمتع بالتالي بقدر أقل من السيطرة. على تصرفاتهم ومهمة أكثر صعوبة في تأكيد سلطتها على الحركة ككل.",1
"2849","وأعرب أعضاء المجلس عن قلقهم إزاء التقارير التي تفيد بأن القوات المسلحة للكونغو تشن هجوما على مقاطعة إكواتور، ودعوا إلى الوقف الفوري للقتال، وإلى ممارسة ضبط النفس من جانب جميع الأطراف.",1
"2850","ويعرب المجلس عن قلقه إزاء جميع الانتهاكات والتجاوزات لحقوق الإنسان، ويدعو السلطات الليبية إلى التحقيق في جميع هذه الأعمال وتقديم مرتكبيها إلى العدالة، بما في ذلك تلك المرتكبة ضد الأطفال.",0
"2851","وهذا ما تؤكده الأدلة الموثقة.",0
"2852","أما الفيلم الوثائقي الثاني، الذي يركز على إرهابي سابق من المملكة العربية السعودية، فسيتم إصداره في النصف الأول من عام 2011.",0
"2853","تسلسل الطلب والمبلغ المستحق الدفعات حسب أمر مراجع البنك وطريقة الشحن وتاريخه",0
"2854","بالإضافة إلى ذلك، هناك سلسلة من الجماعات الفلسطينية المسلحة العاملة في البلاد داخل وخارج مخيمات اللاجئين.",1
"2855","ومنذ ذلك الحين تضاعف عددهم إلى 16، بالإضافة إلى مستشارها الخاص، ويجري تعيين المزيد من المراقبين ومتطوعي الأمم المتحدة.",0
"2856","وفي هذا الصدد، حدد رؤساء الدول والحكومات ثلاث أولويات رئيسية:",0
"2857","وقد أدى هذا الوضع إلى الإغلاق المتكرر لطريق الإمداد الرئيسي التابع لقوة الأمم المتحدة لمراقبة فض الاشتباك، مما أعاق تحركات القوة بين معسكر نبع الفوار على الجانب برافو ومعسكر زيوني على الجانب ألفا.",0
"2858","واقترحوا المزيد من التواصل أو الربط بين الشبكات القائمة وشددوا على أهمية الاجتماعات وجهاً لوجه وتبادل النظراء. وأوصى المشاركون بالنظر في ""عملية فيسبادن"" في هذا الصدد.",0
"2859","علاوة على ذلك، حافظت حركة طالبان على قدرتها على استيراد الأسلحة والعتاد والقوى العاملة، ويكمن مفتاح النجاح العسكري في تحييد خطوط إمدادها وحرمانها من المناطق الآمنة حيث يمكن لمقاتليها التعافي بين العمليات وتدريب المجندين الجدد.",1
"2860","يعرب عن قلقه الشديد إزاء تجنيد واستخدام الأطفال من قبل القوات [المناهضة للحكومة] في [البلد المتضرر] وكذلك قتل وتشويه الأطفال نتيجة للنزاع، ويكرر إدانته القوية لتجنيد الأطفال واستخدامهم الأطفال الجنود في انتهاك للقانون الدولي المعمول به وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال في حالات النزاع المسلح، ولا سيما الهجمات ضد المدارس، واستخدام الأطفال في الهجمات الانتحارية، تدعو إلى تقديم المسؤولين عن ذلك إلى العدالة",1
"2861","""ويحيط مجلس الأمن علما بقرار مؤتمر قمة الاتحاد الأفريقي في سرت، الذي يدعو المجلس إلى فرض جزاءات على الجهات، بما في ذلك إريتريا، التي تقدم الدعم للجماعات المسلحة الضالعة في تقويض السلام والمصالحة في الصومال والاستقرار الإقليمي.",1
"2862","3. قتل جنود العدو المعتقلين",1
"2863","(و) شراء أو بيع العملات الأجنبية نقدا؛",0
"2864","وتشير الدراسة الأولية التي أجرتها البعثة بشأن فعالية التكلفة لاستخدام خيار الطريق/النهر إلى أن الاستثمار الرأسمالي في شاحنات الوقود سوف يتعين استهلاكه لمدة عامين آخرين قبل أن يصبح الخيار أكثر فعالية من حيث التكلفة من توريد الوقود عن طريق الجو.",0
"2865","ثامنا. حظر السفر 116 - لا يزال فريق الرصد يعتبر حظر السفر تدبيرا جزائيا هاما ضد تنظيم القاعدة وحركة الطالبان، لكنه يلاحظ البراعة التي يبديها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون أن يتم اكتشافهم.",1
"2866","يقرر أن تقوم جميع الدول الأعضاء دون تأخير بتجميد جميع الأموال والأصول المالية الأخرى والموارد الاقتصادية الموجودة في أراضيها، والتي يملكها أو يسيطر عليها، بشكل مباشر أو غير مباشر، الأفراد أو الكيانات المدرجة أسماؤهم في [مرفق القرار الذي يفرض الجزاءات] أو [تم تحديدها من قبل لجنة الجزاءات والمتورطة أو المتواطئة في الأمر بارتكاب انتهاكات خطيرة لحقوق الإنسان ضد الأشخاص في [الدولة المتضررة] أو السيطرة عليها أو توجيهها بطريقة أخرى، بما في ذلك عن طريق المشاركة أو التواطؤ في التخطيط أو الأمر أو الأمر أو شن هجمات، في انتهاك للقانون الدولي، بما في ذلك القصف الجوي، على السكان المدنيين والمرافق؛ أو من قبل أفراد أو كيانات تعمل نيابة عنهم أو أفراد وكيانات تعمل لصالح هؤلاء الأفراد أو نيابة عنهم أو بتوجيه منهم]، ويقرر كذلك أن تكفل جميع الدول الأعضاء منع تخصيص أي أموال أو أصول مالية أو موارد اقتصادية متاحة لمواطنيها أو لأي أفراد أو كيانات داخل أراضيها، لصالح الأفراد أو الكيانات المدرجة في [مرفق القرار الذي يفرض الجزاءات] أو الأفراد الذين حددتهم اللجنة.",1
"2867","وبالإضافة إلى معلومات أخرى موثوقة، سجلت اللجنة شهادات الأشخاص الذين اعتقلوا على خلفية النزاع في دارفور والمحتجزين حالياً في الخرطوم بشأن التعذيب والمعاملة اللاإنسانية والمهينة التي تعرضوا لها.",1
"2868","9. يشيد بالسلطات اللبنانية للقرارات الشجاعة التي اتخذتها بالفعل فيما يتعلق بالتحقيق، بما في ذلك بناء على توصية اللجنة، ولا سيما اعتقال وتوجيه الاتهام لمسؤولين أمنيين لبنانيين سابقين يشتبه في تورطهم في هذا العمل الإرهابي، ويشجع اللبنانيين وعلى السلطات مواصلة جهودها بنفس التصميم من أجل الوصول إلى جذور هذه الجريمة؛",1
"2869","الاتفاقية الأوروبية للمساعدة المتبادلة في المسائل الجنائية (ETS 30)",0
"2870","وقُتل بعض جنود الحكومة بإجراءات موجزة.",1
"2871","تبدأ المسؤولية الرسمية في سن 16 عامًا.",0
"2872","وقد استهدفوا مواقع جغرافية مختلفة للعمليات العسكرية، وخططوا لانتزاعها من المعارضة. وتشمل هذه المواقع بيدوا وماركا ومقديشو.",1
"2873","ثانياً، كان هناك تدمير واسع النطاق للقرى في مختلف أنحاء ولايات دارفور الثلاث.",1
"2874","وفي الواقع، كانت الهجمات في أغلب الأحيان موجهة عمدًا ضد المدنيين والأعيان المدنية.",1
"2875","343. وأجرت اللجنة مقابلات مع العديد من شهود العيان الذين أكدوا أنه في أعقاب الهجمات المشتركة التي شنها جنود الحكومة والجنجويد في المنطقة، تم احتجاز ما يصل إلى 30 ألف شخص في كيلك، جنوب دارفور، لمدة 50 يوماً تقريباً.",1
"2876","وفي الختام، أوضح الفريق سينغا أنه منذ مارس 2012 شهدت قوة الأمم المتحدة لمراقبة فض الاشتباك قتالاً بين جماعات المعارضة والجيش السوري في المنطقة الفاصلة، وهو ما يشكل انتهاكاً واضحاً لتفويضها.",1
"2877","واتفقنا أيضا على أنه ينبغي للأطراف أن تعيد إقامة حوار حقيقي تشتد الحاجة إليه، وأن تمضي قدما، دون تأخير، نحو تفكيك الميليشيات، ونزع سلاح المقاتلين وتسريحهم وإعادة إدماجهم، وتنظيم انتخابات حرة ونزيهة وذات مصداقية.",0
"2878","ولا تزال شبكة حقاني (TE.H.12.12) متورطة بشكل مباشر في الهجمات الإرهابية في أفغانستان.",1
"2879","29- يقرر إبقاء المسألة قيد نظره.",0
"2880","وعلى الرغم من كل ما ذكر أعلاه، ما زلنا نعتقد أنه لا يوجد حل عسكري، بل على العكس من ذلك، نحن واثقون من أنه سيأتي بنتائج عكسية.",0
"2881","إن القتل العمد لمقاتل محتجز يرقى إلى جريمة حرب.",1
"2882","يؤكد من جديد إدانته لجميع أعمال التحريض على العنف ضد المدنيين في حالات النزاع المسلح، ويؤكد من جديد كذلك ضرورة تقديم الأفراد الذين يحرضون على هذا العنف أو يتسببون فيه بطريقة أخرى إلى العدالة، ويشير إلى استعداده، عند الإذن بالبعثات، للنظر، عند الاقتضاء، في اتخاذ خطوات الرد على البرامج الإعلامية التي تحرض على الإبادة الجماعية والجرائم ضد الإنسانية والانتهاكات الجسيمة للقانون الإنساني الدولي.",0
"2883","إن التعذيب محظور تماما بموجب اتفاقيات جنيف، سواء في النزاعات المسلحة الداخلية أو الدولية.",1
"2884","وينبغي لمجلس الأمن أن يعترف بمكافحة التطرف العنيف باعتباره عنصرا أساسيا في استجابة المجتمع الدولي لهذا التهديد.",0
"2885","يشرفني أن أحيل طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 2140 (2014)، الذي يتضمن وصفا لأنشطة اللجنة في الفترة من 26 شباط/فبراير إلى 31 كانون الأول/ديسمبر 2014.",0
"2886","ونُقل ثمانية عشر شخصاً، أُلقي القبض عليهم في بواكي فيما يتصل بالأحداث، إلى السجن المدني في كورهوغو. وفي حادث آخر وقع في 17 كانون الثاني/يناير، ألقي القبض في أبيدجان على 11 شخصا، من بينهم مواطنان فرنسيان، يُزعم أن لهم صلة بالسيد كوليبالي، بتهمة التخطيط لانقلاب. وفي 30 كانون الثاني/يناير، أصدر المدعي العام للمحكمة العسكرية في أبيدجان مذكرة اعتقال دولية ضد السيد كوليبالي المتهم بالتآمر ضد الدولة.",1
"2887","11. أولاً، تأثرت الأسلحة المتوفرة في مطار بام، خلال الجزء الأول من فترة الولاية، بأنشطة المراقبة التي قامت بها فرق العمل البحرية الأجنبية العاملة في خليج عدن.",1
"2888","4 - تتطور الجماعات المنتسبة إلى تنظيم القاعدة، بشكل مستقل في كثير من الأحيان، مع حدوث تغيرات في الأجيال والجغرافية والعرقية والهيكلية والعملياتية.",1
"2889","في 30 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية سوق تيماء في الحسكة، مما أدى إلى إصابة شخصين وتدمير 7 محال تجارية. المراكز الطبية",1
"2890","وإذ يرحب بإنشاء مكتب أمين المظالم عملا بالقرار 1904 (2009) وتعزيز ولاية أمين المظالم في القرارين 1989 (2011) و 2083 (2012)، وإذ يلاحظ المساهمة الكبيرة لمكتب أمين المظالم في توفير المزيد من الإنصاف والشفافية، وإذ يشير إلى التزام مجلس الأمن الراسخ بضمان قدرة مكتب أمين المظالم على مواصلة الاضطلاع بدوره بفعالية، وفقا لولايته،",0
"2891","كما قدمت شهادتين من معهد الأحجار الكريمة الأمريكي بتاريخ 5 شباط/فبراير 1979 و30 تموز/يوليه 1979 على التوالي، بتقييم الماستين اللتين تشكلان بند التقييم.",0
"2892","وخلصت دراسة أجريت في أيلول/سبتمبر 2005 عن الإرهابيين المولودين في الخارج والذين عملوا في الولايات المتحدة إلى أن حوالي ثلثيهم قد تورطوا في عمليات احتيال للدخول إلى البلاد أو البقاء فيها، مع اتهام أكثر من الثلث فيما بعد بتزوير جوازات السفر أو التأشيرات أو الإدلاء ببيانات كاذبة. إلى مسؤول الهجرة.",1
"2893","وتلقت اللجنة أدلة موثوقة على استخدام طائرات الهليكوبتر من طراز Mi-8، وطائرات الهليكوبتر من طراز Mi-24، وطائرات الأنتونوف خلال الهجمات الجوية على القرى.",1
"2894","قرار مجلس الأمن 2121 (2013)، ص 8",0
"2895","وأسفرت عملية مماثلة نُفذت في بريشتينا في 18 تشرين الثاني/نوفمبر عن اعتقال ستة أشخاص.",1
"2896","يتم ختم SAD والوثائق الأخرى المذكورة أعلاه بختم المفتش.",0
"2897","ولم تتمكن الشبكة السورية لحقوق الإنسان من توثيق هذه الحالات بشكل كامل، حيث أنها محظورة وملاحقة من قبل قوات النظام والمجموعات المتطرفة.",1
"2898","84 تلفزيون RAI الإيطالي الصحفي جوزيبي بونافولونتا - بتاريخ 5 تشرين الثاني/نوفمبر 2011",0
"2899","صدقت جمهورية أرمينيا على اتفاقية الحماية المادية للمواد النووية في 22 يونيو 1993.",0
"2900","8 - بعد مرور أكثر من ست سنوات على اتخاذ القرار 1624 (2005)، لا يزال خطر التحريض على ارتكاب أعمال إرهابية والتهديد به جسيما في معظم أنحاء العالم. ومع ذلك، هناك اختلافات في مستوى المخاطر والتهديدات، بما في ذلك بين دول المنطقة نفسها أو المنطقة دون الإقليمية نفسها.",1
"2901","إلا أن هذه الجهود لم تؤت ثمارها بعد.",0
"2902","وعلاوة على ذلك، وبقدر ما تهدف عملية الجزاءات إلى تشجيع تغيير السلوك، فإن وصف الوقائع التي أدت إلى رفع الأسماء من القائمة يمكن أن يسترشد به أمين المظالم في سياق الحوار مع مقدمي الالتماسات ويقدم أمثلة للأفراد والكيانات المدرجة أسماؤهم في القائمة بشكل عام.",1
"2903","87 - وقد أدت هذه السيطرة المرقعة على البيئة البحرية الصومالية إلى خلق أو تعزيز ثلاثة مصادر دخل كبيرة للإدارات المحلية: (أ) تصدير كميات تجارية كبيرة من الفحم من الصومال، من بين سلع أخرى، (ب) الوصول الأجنبي غير المقيد إلى البحرية الصومالية. الموارد ومصائد الأسماك من قبل سفن الصيد الأجنبية و (ج) القرصنة واسعة النطاق. فحم",1
"2904","انظر أيضًا، على سبيل المثال، S/PRST/2013/2 (2013)، الفقرة. 13 و 14؛ قرار مجلس الأمن/2109 (2013)، مرجع سابق. 13؛ قرار مجلس الأمن 2076 (2012)، مرجع سابق. 11؛ قرار مجلس الأمن 2075 (2012)، مرجع سابق. 13؛ قرار مجلس الأمن 2063 (2012)، الصفحات 12؛ قرار مجلس الأمن 2053 (2012)، مرجع سابق. 26؛ قرار مجلس الأمن/2047 (2012)، مرجع سابق. 11؛ قرار مجلس الأمن/2032 (2011)، مرجع سابق. 9؛ قرار مجلس الأمن 2014 (2011)، مرجع سابق. 10؛ قرار مجلس الأمن 2010 (2011)، الصفحات 13؛ قرار مجلس الأمن/2003 (2011)، مرجع سابق. 15؛ قرار مجلس الأمن 1828 (2008)، مرجع سابق. 7؛ قرار مجلس الأمن 1814 (2008)، مرجع سابق. 12؛ قرار مجلس الأمن 1794 (2007)، مرجع سابق. 17؛ قرار مجلس الأمن 1778 (2007)، مرجع سابق. 17؛ قرار مجلس الأمن 1769 (2007)، مرجع سابق. 14؛ قرار مجلس الأمن 1674 (2006)، مرجع سابق. 8 والمرجع السابق. 22؛ قرار مجلس الأمن 1574 (2004)، مرجع سابق. 11;S/RES/1565 (2004)، مرجع سابق. 20 و المرجع. 21؛ قرار مجلس الأمن 1545 (2004)، مرجع سابق. 12؛ قرار مجلس الأمن 1533 (2004)، مرجع سابق. 5؛ قرار مجلس الأمن 1509 (2003)، الصفحات 6 والمرجع السابق. 8؛",0
"2905","50 - وقد قامت أربع دول بوضع استراتيجيات وإنشاء هياكل مؤسسية لمكافحة الإرهاب. وتقوم وكالات إنفاذ القانون في هذه الدول بتنسيق بعض أنشطتها في مجال مكافحة الإرهاب.",0
"2906","وقد تلقت هذه البطاقة المدفوعة مسبقًا مكالمة هاتفية بعد دقيقة واحدة من الانفجار، في الساعة 1257، من كشك هاتف يقع في طرابلس بالقرب من مبنى يضم المخابرات السورية. في 30 كانون الثاني/يناير، تم إجراء مكالمة على الخط الأرضي في منزل السيد أبو عدس من نفس كابينة الهاتف في طرابلس.",1
"2907","إن المعيار الذي يتم من خلاله قياس نجاح المحكمة الهجينة يجب أن يكون مدى إرثها بالنسبة للأشخاص الأكثر تضرراً من الجرائم، وفي هذه الحالة في سيراليون.",0
"2908","وفيما يتعلق بالجرائم العرقية، فإن آلية إنفاذ القانون ضعيفة أيضًا.",1
"2909","24 - يحث الدول الأعضاء، استجابة للتقدم الواضح الذي أحرزته الأطراف في إعادة هيكلة مؤسساتها لإنفاذ القانون، على تكثيف جهودها لتوفير التدريب والمعدات وما يتصل بذلك من مساعدة للشرطة المحلية، على أساس التمويل الطوعي وبالتنسيق مع قوة الشرطة الدولية. القوات في البوسنة والهرسك؛",0
"2910","ثم مر مقدمو الالتماس عبر المسار الممهد ترافقهم سيارتان من مركبات وحدة الاستجابة السريعة. وبالقرب من منطقة السوق، تعرض الملتمسون لإطلاق النار. وجاءت النيران من ضباط وحدة الاستجابة السريعة الذين كانوا يسافرون في مركبات الحراسة وأفراد من الحشد. كما استشهد مدني نتيجة إطلاق نار من مسافة بعيدة. وأصيب ثمانية مدنيين بجروح بالأسلحة النارية. وأصيب ضابطا شرطة ومدنيان بجروح خطيرة أخرى.",1
"2911","وأبلغ الممثل الخاص كوبلر المجلس بشأن عدة هجمات شنتها القوات الديمقراطية المتحالفة في الفترة من 5 إلى 18 تشرين الأول/أكتوبر، والتي تسببت في مقتل أكثر من 40 مدنيا ومئات من المشردين داخليا بالقرب من بلدة بيني، في الجزء الشرقي من جمهورية الكونغو الديمقراطية. جمهورية الكونغو.",1
"2912","المقرر عقدها يوم الأربعاء 5 كانون الثاني/يناير 2011، الساعة 00/15",0
"2913","وبالإضافة إلى ذلك، لا تزال المنطقة دون الإقليمية تواجه تحديات تتعلق بإنفاذ القانون وسيادة القانون واحترام حقوق الإنسان.",1
"2914","خلال اليومين التاليين، أحضر الصوماليون المحليون مسدسًا تم تثبيته على السطح العلوي للسفينة Alpha Serengeti.",1
"2915","وعلى سبيل المثال، استجابت الصناعة النووية للتدقيق المتزايد والمخاوف من حصول الإرهابيين على أسلحة الدمار الشامل بعد هجمات 11 أيلول/سبتمبر 2001، وعالجت بشكل استباقي الشواغل المتعلقة بعدم الانتشار.",1
"2916","وفشلت مهاجمة رابعة في تفجير قنبلتها وتم اعتقالها بعد أيام قليلة.",1
"2917","وقال الممثل الخاص للأمين العام إنه بسبب المجاعة، أصبحت الحالة الإنسانية في الصومال مزرية وتتسبب في الوفيات والتشريد على نطاق واسع.",1
"2918","وحدة التفتيش والسيطرة على الإشعاعات التابعة لإدارة تفتيش العمل",0
"2919","وبعبارة أخرى، فإن اللجنة الوطنية كانت على علم تام بالادعاءات الخطيرة المتعلقة بالجرائم المرتكبة في دارفور.",0
"2920","73 - الحالة في جورجيا (8 تشرين الأول/أكتوبر 1992؛ 15 حزيران/يونيه 2009).",0
"2921"," شن هجوم من المتوقع أن يتسبب في خسائر في الأرواح أو إصابات في صفوف المدنيين أو أضرار في الأعيان المدنية أو في مزيج من هذه الأضرار التي قد تكون مفرطة مقارنة بالميزة العسكرية الملموسة والمباشرة المتوقعة.",1
"2922","وبمجرد تنفيذها، ستسهم هذه التدابير بشكل كبير في تعزيز قدرة الصومال على القيام بعمليات مكافحة القرصنة قبالة الساحل.",0
"2923","وسيتم وضع هذه المبادئ التوجيهية خلال عام 2006.",0
"2924","ومن الجدير بالذكر أيضًا أن قرار روسيا هذا يتزامن مع الأعمال الاستفزازية التي يقوم بها الانفصاليون وتعزيزهم العسكري المكثف.",1
"2925","وفي تلك الحالة تنشأ مشكلة ما إذا كان المشاركون في المجموعة، غير الشخص الذي ارتكب الجريمة، والتي لم يتم التخطيط لها أو تصورها من قبل، يتحملون أيضا المسؤولية الجنائية عن هذه الجريمة.",1
"2926","تدابير هادفة ومتدرجة للتصدي للاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة",1
"2927","ن- بوتيل الفيروسين (CAS 31904-29-7)؛",0
"2928","وفيما يتعلق بهوية المجموعات المختلفة وما إذا كانت عربية أو أفريقية، أكدت اللجنة أنه لا يوجد انقسام عربي أفريقي، حيث أن التزاوج بين مختلف القبائل أمر شائع.",0
