"","en_ar_DEEPL","VerCoop"
"2046","يقرر اعتماد الإعلان المرفق بشأن الجهود العالمية لمكافحة الإرهاب.",1
"2047","وكحد أدنى، ينبغي أن تشمل على الأقل توضيحاً من القيادة العليا للبعثة لفهمها لحماية المدنيين والأدوار والمسؤوليات التفصيلية داخل البعثة في القيام بهذه الأنشطة، والتعامل مع التهديدات اليومية والمستمرة منخفضة المستوى والأزمات المحتملة.",0
"2048","وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون في المغرب (S/2007/731، المرفق)، يدعي كل منهما وقوع انتهاكات لبنود الاتفاقات العسكرية المبرمة في عام 1991.",0
"2049","أنشأت طاجيكستان إدارة المراقبة المالية (وحدة الاستخبارات المالية) في تشرين الأول/أكتوبر 2009، وأعدت مشروع قانون جديد لمكافحة غسل الأموال وتمويل الإرهاب في تشرين الثاني/نوفمبر 2010.",0
"2050","وهذا نتاج ثانوي للمساومات السياسية في مؤتمر المصالحة الوطنية الصومالية التي استندت إلى حد كبير على سلطة قادة الميليشيات وجمعياتهم العشائرية.",1
"2051","ويطلب مجلس الأمن إلى الأمين العام أن يقدم بحلول حزيران/يونيه 2004 تقريره المقبل عن حماية المدنيين في الصراعات المسلحة، بما في ذلك معلومات عن تنفيذ قرارات مجلس الأمن التي سبق أن اتخذها بشأن هذا الموضوع وأي مسألة أخرى يود أن يوجه انتباه المجلس إليها.",1
"2052","2. الموافقة على الاستثناءات من التدابير المنصوص عليها في الفقرة 3 (أ) على أساس كل حالة على حدة:",0
"2053","وتعكس هذه الدعوة وكذلك التعاون الذي حظي به المقرر الخاص خلال زيارته التزام حكومة بوركينا فاسو بضمان أن تكون جهودها لمكافحة الإرهاب متماشية مع القوانين والمعايير الدولية لحقوق الإنسان.",1
"2054","يجب إجراء الفحص الطبي في موعد لا يتجاوز عشرة أيام بعد الفحص الطبي الأول.",0
"2055","(ج) كانت عملية كيسانغاني الأولى محاولة واضحة من جانب التجمع الكونغولي من أجل الديمقراطية وحلفائه في التجمع الكونغولي من أجل الديمقراطية (غوما) لوقف عملية التحقق التي أقرتها المنطقة لإثبات ما إذا كان التجمع الكونغولي من أجل الديمقراطية - كيسانغاني قائما بشكل مستقل عن التجمع الكونغولي من أجل الديمقراطية (غوما) بهياكل سياسية وعسكرية منفصلة، ودعم سياسي/متابعة سياسية في الأراضي المحررة;",1
"2056","وقد قام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في اتحاد الوطنيين الكونغوليين من أجل الديمقراطية والتقدم الاجتماعي لإتاحة هذه الأسلحة.",0
"2057","وقد ركز المؤتمر على التحول الاقتصادي في البلاد، ودور القطاع الخاص، وإصلاح القطاع العام، وإصلاح المؤسسات المملوكة للدولة، والإدارة المالية العامة.",0
"2058","2. الحالة في الشرق الأوسط (18 تموز/يوليه 1960؛ 16 كانون الأول/ديسمبر 2009).",0
"2059","أ. جمع ومعالجة بيانات الأجانب الذين يدخلون أو يغادرون أراضي إندونيسيا;",0
"2060","ويؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين، على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [للدولة المتضررة] لدعم العودة الطوعية للاجئين بأمان وكرامة، ويحث تلك الدول المضيفة على مواصلة توفير الحماية الدولية للاجئين [أولئك] الذين يحتاجون إليها.",1
"2061","قائمة غير ملزمة وغير حصرية بالأصول المستهدفة",0
"2062","وقد تلقت هذه البطاقة المدفوعة مسبقا نفسها مكالمة هاتفية بعد دقيقة واحدة من الانفجار، في الساعة 1257، من كشك هاتف يقع في طرابلس بالقرب من مبنى يضم أجهزة المخابرات السورية. في 30 يناير تم إجراء مكالمة إلى الخط الأرضي في منزل السيد أبو عدس من نفس كشك الهاتف في طرابلس.",0
"2063","يشدد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام الكامل للقانون الدولي ذي الصلة، بما في ذلك القانون الإنساني وقانون حقوق الإنسان ...",1
"2064","60. مطر ساكت ماطر المايي العنزي",0
"2065","11. ومن الناحية النظرية، فإن أي واردات من الأسلحة الخفيفة يجب أن تحصل على إعفاء من الجماعة الاقتصادية لدول غرب أفريقيا في أبوجا.",0
"2066","(ج) حالة (حالات) العملية (العمليات) الحالية;",0
"2067","الحركة العربية لأزواد، وتنسيقية الحركات والقوات الوطنية للمقاومة وائتلاف الشعب من أجل أزواد، الموقعين على الاتفاق التمهيدي للانتخابات الرئاسية ومحادثات السلام الشاملة في مالي التي اختتمت في 18 حزيران/يونيه 2013 في واغادوغو:",1
"2068","على الرغم من هذه الجهود، لا تزال هناك مخاوف بشأن الأمن في مقديشو، مع وجود العديد من الميليشيات الفئوية وكذلك تلك التي تعمل لحسابها الخاص أو المرتبطة برجال الأعمال والمحاكم الشرعية.",0
"2069","وينبغي أن تتألف اللجنة، التي سيرأسها عضو دولي، من أشخاص ذوي سمعة دولية راسخة، بعضهم متخصص في القانون (لا سيما القانون الدولي أو الأضرار أو القانون التجاري)، والبعض الآخر في المحاسبة وتسوية الخسائر والأضرار البيئية.",1
"2070","وكما ذكرت دائرة الاستئناف في المحكمة الدولية ليوغوسلافيا السابقة بحق في قضية كرستيتش (الاستئناف)، فإن ""الإبادة الجماعية هي واحدة من أسوأ الجرائم التي عرفتها البشرية، وتنعكس خطورتها في المتطلبات الصارمة للقصد المحدد.",1
"2071","وإذ يؤيد دعوة المبعوث الأممي إلى التنفيذ الفوري والواضح من جانب الحكومة السورية لجميع عناصر مقترح المبعوث الأممي المؤلف من ست نقاط في مجملها لتحقيق وقف مستمر للعنف المسلح بجميع أشكاله من جانب جميع الأطراف،",1
"2072","دعوة أطراف النزاع المسلح إلى اتخاذ التدابير المناسبة لاحترام وضمان احترام القانون الإنساني الدولي وقانون حقوق الإنسان، بما في ذلك عن طريق:",1
"2073","كان من المقرر أن تصدر الشهادات من قبل المسؤولين عن مراجعة حسابات المالية العامة للدول الأعضاء المعنية.",0
"2074","وفي هذا الصدد، نعرب عن استعدادنا الكامل، بالتشاور مع الأمم المتحدة، للمساهمة في تعزيز بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي، ولا سيما من خلال إنشاء قوة تدخل سريع ضمن البعثة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي ذات قواعد اشتباك قوية ووسائل متينة، على غرار لواء التدخل التابع لبعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، على أن يتم نشرها من داخل البلدان المساهمة في شمال مالي للمساهمة في مكافحة الجماعات الإرهابية والإجرامية المسلحة وتيسير استكمال جهود تحقيق الاستقرار في ذلك الجزء من البلد بنجاح.",0
"2075","لقد بذلت لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان (المشار إليها فيما يلي باسم ""اللجنة"") الكثير من أجل إتاحة الفرص للدول الأعضاء للتعبير عن آرائها، سواء بشكل مباشر أو من خلال الفريق.",1
"2076","وفي حالة دارفور، يمكن العثور على هذا القصد التمييزي والاضطهادي في مناسبات عديدة لدى بعض الميليشيات العربية، وكذلك لدى الحكومة المركزية: فالهجمات المنهجية على القرى التي يقطنها مدنيون (أو معظمهم من المدنيين) ينتمون إلى بعض القبائل ""الأفريقية"" (الفور والمساليت والزغاوة)، والتدمير والحرق المنهجي لتلك القرى والتهجير القسري للمدنيين من القرى تشهد على وجود نية اضطهادية واضحة.",0
"2077","وباستثناء الاجتماعات المنتظمة لمجلس وزراء الداخلية العرب، لا يوجد تبادل منتظم ومؤسسي للمعلومات العملياتية على المستوى دون الإقليمي.",1
"2078","""ويشدد مجلس الأمن على أن للمنظمات الإقليمية ودون الإقليمية دورا هاما في التصدي للاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة وضرورة أن تراعى في ولايات عمليات حفظ السلام، عند الاقتضاء، الصكوك الإقليمية التي تمكن الدول من تحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة.",1
"2079","ويؤكد المجلس على ضرورة تقديم الأفراد الذين يحرضون على العنف أو يتسببون فيه ضد المدنيين في حالات النزاع المسلح أو الذين ينتهكون القانون الإنساني الدولي وقانون حقوق الإنسان إلى العدالة بطريقة مناسبة.",1
"2080","ثالثاً- معلومات أساسية الخلفية 17. شهدت الأشهر الماضية صدور العديد من التقارير والتوصيات المؤثرة المتعلقة بالجزاءات المفروضة على الإرهاب، بما في ذلك خطاب الأمين العام بمناسبة الذكرى السنوية للهجمات الإرهابية التي وقعت في مدريد في 11 آذار/مارس 2004 وتقريره اللاحق المعنون ""في جو من الحرية أفسح: نحو تحقيق التنمية والأمن وحقوق الإنسان للجميع"" (A/59/2005 و Add.1-3).",1
"2081","3. يهيب بجميع الدول أن تواصل الجهود الدولية الرامية إلى تعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي للأديان والثقافات المختلفة، وأن تتخذ جميع التدابير اللازمة والمناسبة ووفقا لالتزاماتها بموجب القانون الدولي لمكافحة التحريض على الأعمال الإرهابية بدافع التطرف والتعصب ومنع تخريب المؤسسات التعليمية والثقافية والدينية من قبل الإرهابيين ومؤيديهم;",1
"2082","وكما أشار متكلم ثالث، فإنه بدون التعاون الملتزم بين الأعضاء الدائمين والأعضاء المنتخبين، سيجد المجلس نفسه باستمرار في مأزق بالنظر إلى أن القرارات تتطلب تسعة أصوات لاعتمادها.",1
"2083","تم تصميم الدليل ليكون بمثابة مصدر للمعلومات عن أفضل الممارسات المتعلقة بمكافحة الإرهاب والقوانين النموذجية وبرامج المساعدة المتاحة.",1
"2084","- صياغة التفويضات (ذكر واضح لاستراتيجيات الانتقال والخروج);",0
"2085","وأجرى فريق الوساطة مناقشات ثنائية مع الحكومة والتنسيقية المؤلفة من الحركة الوطنية لتحرير أزواد، والمجلس الأعلى لوحدة أزواد والحركة العربية الأزوادية, وانضم إليهم أفراد من تنسيقية الحركات والجبهات الوطنية للمقاومة الثانية وفصيل من ائتلاف شعب أزواد من جهة، ومع الحكومة والمنصة مجموعات مسلحة مؤلفة من الحركة الوطنية لتحرير أزواد والحركة العربية الأزوادية والفصيل الآخر من الحركة العربية الأزوادية، بالإضافة إلى أفراد من مجموعة الدفاع الذاتي لأزواد وحلفائها بدعوة من المنصة من جهة أخرى.",1
"2086","أتكنز هي الشركة الأم لمجموعة WS Atkins Limited، التي تضم عضوين هما WS Atkins Overseas Limited (""Overseas Limited"") و WS Atkins and Partners Overseas (""Partners Overseas"").",0
"2087","23. وفي 17 تشرين الأول/أكتوبر، أعلن رئيس أركان الدفاع النيجيري أنه تم التوصل إلى وقف الأعمال العدائية مع جماعة بوكو حرام، في أعقاب محادثات يسرتها حكومة تشاد في نجامينا. وفي 19 تشرين الأول/أكتوبر، ذكرت حكومة تشاد أن المفاوضات جارية بشأن اتفاق وقف إطلاق النار والإفراج عن التلميذات المختطفات في شيبوك. وفي 4 تشرين الثاني/نوفمبر، أعلنت حكومة نيجيريا الاتحادية أنه لم يتم التوصل إلى أي اتفاق، على الرغم من أن المحادثات ستستمر.",1
"2088","إن النتيجة السياسية البالغة الأهمية التي أسفر عنها الاجتماع الرفيع المستوى لمجلس الأمن بشأن مكافحة الإرهاب الذي عقد في 20 كانون الثاني/يناير 2003 في نيويورك قد زادت من الاعتراف بأن الدور المركزي في مكافحة هذا الخطر العالمي يقع على عاتق الأمم المتحدة.",1
"2089","2. يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة من غير الدول صنع الأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها، أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استعمالها لأغراض إرهابية، ولا سيما في الأغراض الإرهابية، وكذلك محاولات الانخراط في أي من الأنشطة الآنفة الذكر أو الضلوع كشريك فيها أو المساعدة على القيام بها أو تمويلها؛",1
"2090","جامايكا 17 تشرين الثاني/نوفمبر 2005 S/AC.45/2005/38",0
"2091","""ويدعو مجلس الأمن الأمين العام إلى أن يواصل إحالة المعلومات والتحليلات ذات الصلة إلى المجلس حيثما رأى أن تلك المعلومات أو التحليلات يمكن أن تسهم في تحسين عمله بشأن حماية المدنيين في النزاعات المسلحة وأن يواصل تضمين تقاريره الخطية المقدمة إلى المجلس عن المسائل المعروضة عليه، حسب الاقتضاء، ملاحظات تتعلق بحماية المدنيين في النزاعات المسلحة.",1
"2092","ويلزم الإعلان الدول المشاركة بدعم برامج الحد من العنف المسلح من منظور التنمية وحقوق الإنسان.",1
"2093","كما تم الشروع في التواصل مع المجتمع المدني والشركات الخاصة، مع التركيز على المساعدة التقنية المحتملة ودورها في تنفيذ مكافحة الإرهاب.",1
"2094","وإذ يؤكد من جديد أيضا حتمية مكافحة الإرهاب بجميع أشكاله ومظاهره بجميع الوسائل، وفقا لميثاق الأمم المتحدة، وإذ يشدد أيضا على أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، وينبغي أن تتخذ هذه التدابير وفقا للقانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني,",1
"2095","في نوفمبر/تشرين الثاني، تم لم شمل 10 صبية من مراكز العبور التي تدعمها اليونيسف مع أسرهم.",0
"2096","وقد بدأ البرنامج بملاحظة الارتباطات وبناء الملامح التي قد تكون ذات صلة بالدول الأخرى، ويشيد الفريق بالطريقة التي يتم بها مشاركة النتائج على الصعيد الدولي.",0
"2097","غير أنه من المهم التذكير بأنه إلى جانب تدابير بناء الثقة تلك، تظل الحكومة الإيفوارية مسؤولة عن سلامة وأمن مواطنيها. وفي 6 أيلول/سبتمبر، في أبيدجان، تعرض وزير الإدارة الإقليمية، عيسى دياكيتي، لهجوم من قبل مجموعة من الوطنيين الشباب.",0
"2098","8. الحالة في الصومال (17 آذار/مارس 1992؛ 20 آذار/مارس 2009).",0
"2099","""ويهيب مجلس الأمن بسلطات بوروندي وجمهورية الكونغو الديمقراطية أن تتعاون بفعالية من أجل تقديم الجناة والمسؤولين عن تلك الجرائم إلى العدالة دون تأخير.",1
"2100","وفقًا للبنك الدولي، لا شيء يقوض مناخ الاستثمار مثل انعدام الأمن المسلح.",0
"2101","وبالنيابة عن رئيسة اللجنة، نكوسازانا أولاميني زوما، أحيل طيه البيان الذي اعتمده مجلس السلام والأمن في نهاية ذلك الاجتماع (انظر الضميمة).",1
"2102","63. ويدل عدد وحجم الهجمات الإرهابية التي تنسب إلى تنظيم القاعدة على أن الشبكة لا تزال تزدهر وتتوفر لها الموارد المالية الكافية لدعم أنشطتها.",1
"2103","""ويدعو مجلس الأمن الأطراف الصومالية إلى الاستفادة من التقدم المحرز واختتام مؤتمر المصالحة الوطنية الصومالية على وجه السرعة بحل دائم وشامل للصراع في الصومال من خلال إنشاء حكومة انتقالية قابلة للاستمرار.",1
"2104","ويتعلق هذا الشطب بالمبالغ المستحقة القبض غير المسددة لأكثر من عامين بسبب المدفوعات الزائدة لأحد الموظفين.",0
"2105","(أ) كفالة الحماية الفعالة للمدنيين، بمن فيهم العاملون في المجال الإنساني والمدافعون عن حقوق الإنسان، الذين يتعرضون لتهديد وشيك بالعنف الجسدي، ولا سيما العنف الصادر عن أي من الأطراف المشاركة في النزاع;",1
"2106","في الاجتماع الذي عُقد في 21 مايو كانت هناك إشارة محددة إلى قضية الأسلحة كما هو موضح في الفقرة 93.",1
"2107","ويؤيد المجلس فكرة إنشاء وحدة للمساعدة في مجال سيادة القانون داخل الأمانة العامة، ويتطلع إلى تلقي مقترحات الأمانة العامة بشأن تنفيذ التوصيات الواردة في الفقرة 65 من تقرير الأمين العام عن سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع (S/2004/616).",1
"2108","وكما هو الحال بالنسبة للجنة مكافحة الإرهاب، تعتبر سنغافورة هذا المجال أيضاً من المجالات ذات الأولوية.",0
"2109","ومع ذلك، هناك العديد من الأميال التي يجب قطعها لإحداث تغيير حقيقي ومستدام فيما يتعلق بالنتائج والمخرجات على أرض الواقع.",1
"2110","ورأت الوفود أن القائمة الموحدة مفيدة واعتبرتها جزءا هاما من العمل الوطني والدولي لمكافحة تنظيم القاعدة والمرتبطين به.",1
"2111","وفي ختام المؤتمر، اعتُمدت إعلانات بشأن المجالات المواضيعية الرئيسية، مثل الحوكمة السياسية والاقتصادية؛ وتنمية القطاع الخاص؛ وإدارة الموارد الطبيعية؛ ودعم السيراليونيين في الشتات؛ والمساءلة؛ وأطر استغلال الموارد الطبيعية وتخصيص موارد الدولة.",1
"2112","تقرير الأمين العام عن بعثة الأمم المتحدة المتكاملة في تيمور - ليشتي (S/2012/43).",0
"2113","وافق القاضي مزهر على الاقتراح بالشروط التالية. أن يتم تصوير المركبات على الفور، وأن يتم وضع عﻻمات عليها وترقيمها: يجب تصويرها أثناء النقل ومرة أخرى عند وصولها إلى ثكنة الحلو، حيث يجب تغطيتها وحراستها على مدار الساعة لتجنب أي تﻻعب باﻷدلة.",1
"2114","130. وأبرزت الرحلة المشاكل التي تواجهها البلدان في عملية وضع الأطر القانونية والمؤسسية لمكافحة الإرهاب في مناخ سياسي واجتماعي واقتصادي غير مستقر.",1
"2115","الفقرة 104 غير منطقية.",0
"2116","معظم الطرق عبارة عن مسارات رملية أو ترابية تصبح غير سالكة خلال هذه الفترة، مما يؤدي إلى قطع أجزاء كبيرة من الأراضي لفترات طويلة.",0
"2117","ومع ذلك، كان القاسم المشترك الذي يربط بين جميع المجالات تقريباً هو الحاجة الملحة لتأمين الموارد الكافية لمؤسسات الدولة وقوات الأمن الوطني من حيث الأعداد الكافية من الأفراد المدربين والمجهزين بشكل كافٍ، فضلاً عن الدعم اللوجستي والبنية التحتية المناسبة لتقديم خدمات الدولة.",1
"2118","وأعرب أعضاء المجلس في ردودهم عن اعترافهم بالطابع المستهدف لجزاءات المجلس، وتطبيقها الواسع النطاق على مجموعة من التهديدات التي يتعرض لها السلم والأمن الدوليين، والتي تستلزم، في جملة أمور، مساعدة الدول في استعادة الاستقرار، وحماية السكان المدنيين في حالات النزاع، ومكافحة الإرهاب وانتشار أسلحة الدمار الشامل.",1
"2119","وستواصل اللجنة تركيزها على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.",1
"2120","وإذ ترحب بالالتزام الذي أعربت عنه الدول بمكافحة آفة الإرهاب الدولي، بما في ذلك خلال المناقشة العامة التي أجرتها الجمعية العامة في الفترة من 1 إلى 5 تشرين الأول/أكتوبر 2001، وتدعو جميع الدول إلى أن تصبح أطرافا في أقرب وقت ممكن في الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، وتشجع الدول الأعضاء على المضي قدما في العمل في هذا المجال,",1
"2121","يُرجى من الدول الأعضاء التكرم بقصر مداخلاتها على 5 دقائق.",1
"2122","أوصى فريق الخبراء، من بين أمور أخرى، بإنشاء آلية دولية مستقلة ذات مهام متزامنة لمراقبة عملية المساءلة المحلية وإجراء تحقيقات مستقلة.",1
"2123","""ويطلب مجلس الأمن إلى الأمين العام أن يدعم الجهود الرامية إلى تعبئة الموارد اللازمة لتنفيذ نتائج مؤتمر قمة ياوندي، وتعزيز القدرات الوطنية والإقليمية، بالتشاور الوثيق مع دول خليج غينيا والمنظمات الإقليمية ذات الصلة وكيانات الأمم المتحدة الأخرى.",1
"2124","أنغولا الحكومة/البعثة الدائمة لدى الأمم المتحدة",0
"2125","وقد حددت مواصفات ""الطوربيد رقم 1"" التي أعلنت عنها كمية البارود بـ 250 كجم.",0
"2126","وبما أن الأمم المتحدة تحتاج، لمعظم الأغراض، إلى نقل رسالة واحدة مشتركة بشأن مكافحة الإرهاب، فمن المناسب أن تتولى فرقة العمل القيادة في هذا الصدد، على الرغم من أن المديرية التنفيذية ستحتاج أيضا إلى الحفاظ على صورتها العامة المستقلة وضمان الشفافية فيما يتعلق بإجراءاتها الخاصة، حسب الاقتضاء.",1
"2127","6. ويطلب أيضا إلى اللجنة المنشأة عملا بالقرار 1267 (1999) أن تقدم إلى مجلس الأمن تقارير عن تنفيذ هذا القرار على فترات منتظمة;",1
"2128","218. وشددت حركة العدل والمساواة على أن نظامها الداخلي يتضمن التزامات قوية باحترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، وأنه لم ولن تتعرض أي أهداف مدنية للهجوم.",0
"2129","البلد أو المنظمة الدولية البلد أو المنظمة الدولية البلد أو المنظمة الدولية",0
"2130","وينشئ القرار التزامات ملزمة قانوناً على جميع الدول باتخاذ وإنفاذ تدابير مناسبة وفعالة ضد انتشار الأسلحة النووية والكيميائية والبيولوجية ونظم إيصالها.",1
"2131","كثيراً ما يناقش مجلس الأمن القضايا الإنسانية في البلدان المتضررة من النزاعات.",1
"2132","وإذ يؤكد دعمه للمعاهدات المتعددة الأطراف التي تهدف إلى القضاء على الأسلحة النووية أو الكيميائية أو البيولوجية أو منع انتشارها، وأهمية أن تنفذ جميع الدول الأطراف في هذه المعاهدات تنفيذاً كاملاً من أجل تعزيز الاستقرار الدولي,",1
"2133","ثانياً، وبالتعاون مع الجهات المانحة والمنظمات الشريكة الأخرى ذات الصلة، ستعمل مع الجهات المانحة والمنظمات الشريكة الأخرى ذات الصلة على تيسير حلقة عمل إقليمية للشرطة والمدعين العامين بشأن التعاون عبر الحدود، ستعقد في بنغلاديش.",0
"2134","52. يكرر التأكيد على ضرورة تعزيز التعاون الجاري بين اللجنة ولجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)، وكذلك أفرقة الخبراء التابعة لكل منها، بما في ذلك، حسب الاقتضاء، من خلال تعزيز تبادل المعلومات والتنسيق بشأن الزيارات إلى البلدان التي تدخل في نطاق ولاية كل منها، وبشأن تيسير المساعدة التقنية ورصدها, وبشأن العلاقات مع المنظمات والوكالات الدولية والإقليمية وبشأن المسائل الأخرى ذات الصلة باللجان الثلاث جميعها، ويعرب عن اعتزامه تقديم التوجيه إلى اللجان بشأن المجالات ذات الاهتمام المشترك من أجل تنسيق جهودها وتيسير هذا التعاون على نحو أفضل، ويطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لتجميع الأفرقة في أقرب وقت ممكن;",1
"2135","وبشكل عام فإن سياسة مهاجمة أفراد بعض القبائل وقتلهم وتشريدهم قسراً لا تدل على وجود نية محددة لإبادة مجموعة متميزة كلياً أو جزئياً على أسس عرقية أو إثنية أو قومية أو دينية.",0
"2136","يُعقد يوم الاثنين 17 سبتمبر 2012، الساعة 10 صباحًا.",0
"2137","183. تستند المعلومات المقدمة في التقارير السابقة التي نظرت فيها اللجنة أساسا إلى روايات الشهود التي تم تجميعها من خلال مقابلات مع المشردين داخليا واللاجئين.",1
"2138","وفي هذا الصدد، ستواصل المديرية التنفيذية مطابقة الاحتياجات ذات الأولوية المحددة مع برامج الجهات المانحة الحالية والمحتملة ومقدمي الخدمات من أجل تعزيز قدرة الدول الأعضاء على مكافحة الإرهاب وتعزيز الحوار بين مجتمع المانحين والدول المتلقية.",1
"2139","وقد قام الفريق العامل بتيسير عقد مؤتمر دولي بشأن الاستراتيجيات الوطنية والإقليمية لمكافحة الإرهاب وشارك في رئاسته، وحدد المشاركون فيه مجموعة من المبادئ التي يتعين على الدول الأعضاء والمنظمات الإقليمية النظر فيها عند وضع استراتيجيات كل منها.",1
"2140","17. الحالة في منطقة البحيرات الكبرى (1 تشرين الثاني/نوفمبر 1996؛ 9 تشرين الثاني/نوفمبر 2009).",0
"2141","35. وفي 5 أيلول/سبتمبر 2011، عقدت لجنة تسجيل الأحزاب السياسية حلقة عمل بشأن الإصلاح القانوني، استعرض خلالها المشاركون ولاية اللجنة وأوصوا بأمور منها تنقيح قانون الأحزاب السياسية لعام 2002، وذلك لمنح اللجنة سلطة قانونية لإنفاذ مدونة قواعد سلوك الأحزاب السياسية.",1
"2142","ولهذا السبب، من المهم إنشاء آليات فعالة ودائمة وشاملة للتعاون الإقليمي في مجالات إنفاذ القانون وأمن الحدود والمساعدة القانونية المتبادلة وتسليم المجرمين.",1
"2143","ولذلك، اتفقت آلية التنفيذ المشتركة، في نهاية أيلول/سبتمبر، على تدابير لمواءمة تنفيذ خطة العمل مع العناصر القائمة في اتفاق نجامينا لوقف إطلاق النار المبرم في 8 نيسان/أبريل 2004، وذلك للحد من فرص تكرار مثل هذه العواقب.",1
"2144","وتماشياً مع التوجيهات السياسية للجنة بشأن حقوق الإنسان ومكافحة الإرهاب، تدمج المديرية التنفيذية حقوق الإنسان في استراتيجيتها للاتصالات، مؤكدةً على ضرورة أن تضمن الدول امتثال تدابيرها لمكافحة الإرهاب لالتزاماتها بموجب القانون الدولي.",1
"2145","بيركلي، كاليفورنيا، الولايات المتحدة الأمريكية",0
"2146","أحث جميع القادة الصوماليين على اتخاذ الخطوات اللازمة نحو تسوية خلافاتهم.",1
"2147","8. الوزراء ونواب الوزراء ونواب الوزراء الحاليون والسابقون;",0
"2148","يحث الهيئات الإقليمية ودون الإقليمية المناسبة على وجه الخصوص على النظر في وضع وتنفيذ سياسات وأنشطة ودعوة لصالح النساء والفتيات المتضررات من العنف الجنسي في النزاعات المسلحة.",1
"2149","أطلق رجال هذه المركبات والجنود الموجودون في الشارع النار على مركبات الشرطة، ما أدى إلى إصابة أحد ضباط الشرطة الوطنية في الشرطة الوطنية في ساقيه.",0
"2150","لا يزال نصف هؤلاء الأشخاص تقريبًا في عداد المفقودين ويُخشى أن يكون العديد منهم قد قُتلوا.",0
"2151","وشدد الاتحاد الأوروبي على أن إنشاء أي قوة عسكرية صومالية وطنية ينبغي أن يتم في إطار خطة وطنية للأمن وتحقيق الاستقرار وبما يتماشى مع بيان رئيس مجلس الأمن الصادر في 14 تموز/يوليه 2005.",1
"2152","10. لا يزال قرار مجلس الأمن 1373 (2001) يحتفظ تماما بطابعه الموضوعي ويظل وثيقة رئيسية من وثائق الأمم المتحدة في مجال مكافحة الإرهاب.",1
"2153","ويؤكد المجلس من جديد أن وضع حد للإفلات من العقاب أمر ضروري إذا ما أراد المجتمع الذي يعيش نزاعاً أو يتعافى من النزاع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين ويمنع حدوث مثل هذه الانتهاكات في المستقبل.",1
"2154","كما أعربت بعض الدول الأعضاء عن قلقها إزاء التوترات التي شهدها الحرم الشريف/ الحرم القدسي الشريف في القدس في الأسابيع الماضية، ودعت الأطراف إلى تجنب الخطوات الأحادية الجانب التي تقوض آفاق السلام.",1
"2155","(ب) تشجيع الدول على اتخاذ تدابير ملائمة لحماية قطاعها غير الربحي من إساءة استخدام تمويل الإرهاب;",1
"2156","حدثت زيادة في عدد الغارات التي استهدفت قوات الأمن الوطنية والدولية وموظفي المؤسسات العامة والعاملين في المجال الإنساني. وكان هناك المزيد من الهجمات على مواقع الاقتراع والمزيد من التهديدات لفرق تسجيل الناخبين.",0
"2157","ومن المقرر عقد المرافعات الختامية في الفترة من 18 إلى 22 آب/أغسطس 2003.",0
"2158","واعتباراً من 1 شباط/فبراير 2005، مُنع موظفو الجمارك في أبيدجان في كثير من الأحيان من الصعود إلى السفن القادمة وتفتيشها.",0
