"ar_en_DEEP"	"VerCoop"
"3 - Recalls that criminal acts, including those committed against civilians with the intent to kill or inflict serious bodily injury, or to take hostages, for the purpose of spreading a state of terror among the general public or a group of persons or specific persons, or to intimidate a group of the population, or Forcing a government or an international organization to do or not to do an act, which constitute crimes within the scope of the international conventions and protocols related to terrorism and, according to the definition contained therein, cannot under any circumstances be justified by any considerations of a political, philosophical, ideological, racial or of racial, religious or any other nature, and calls upon all States to prevent such acts and, if they are not prevented, to ensure that they are punished with penalties consistent with their serious nature;"	0
"(ii) The status of nationals of each State residing in the other State;"	0
"The Council also imposed on the entities and individuals named by the Committee a ban on the supply, sale or transfer of weapons and military equipment and related training, financial and other forms of assistance."	1
"9 - Requests the Secretary-General to make the necessary arrangements to support the work of the monitoring mechanism at the expense of the Organization and by establishing a United Nations trust fund to be established for this purpose, confirms that this trust fund will be established by the Secretary-General, and encourages States to make voluntary contributions to the fund and contribute to the monitoring mechanism, Through the Secretary-General, personnel, equipment and services, and further requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) informed, on a regular basis, of the financial arrangements supporting these mechanisms;"	1
"Recommendations were also made regarding the participation of national parties to ensure adequate knowledge of the social, political and cultural background of the cases, and at the same time to promote the growth of the national judicial sector."	1
"The attackers were described as wearing the same khaki uniform as government soldiers, and were armed with G-3 Kalashnikov rifles and RPGs."	0
"262.7 kg of uranium hexafluoride (177.3 kg of uranium)"	0
"Decides that [the Mission] shall undertake the following mandate: Protection and Security (a) Protection of civilians... - Revise the comprehensive strategy for the protection of civilians and coordinate with the United Nations Protection of Civilians Strategy, in liaison with the United Nations country team, in order to take into account new realities on the ground and needs of vulnerable groups, taking measures to prevent gender-based violence, pursuant to resolutions 1960 (2010) and 1882 (2009), - working closely with humanitarian agencies, in particular with regard to areas of tension and the return of displaced persons, in order to collect information on potential threats to civilians, identify such threats, as well as reliable information on violations of international humanitarian law and international human rights law, report them to the Ivorian authorities, as appropriate, and take appropriate action in accordance with the United Nations system-wide protection strategy in coordination with the protection strategy adopted by [MINURSO] ]],"	1
"At the 6900th meeting of the Security Council, held on 15 January 2013, in connection with the Security Councilâs consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"23. The Committee would like to express its appreciation to the Monitoring Team for its high-level report and the recommendations contained therein, as well as for the highly professional support and assistance provided to the Committee, and looks forward to receiving the seventh report to be submitted by the Team, in accordance with annex II of resolution 1735 (2006). , on September 30, 2007."	1
"This evidence is described in paragraphs 111-116 of the first report on category “E4” claims."	0
"Second - Developments that occurred during the reporting period"	0
"At present, the risk of dissent is low because the central government is weak, but the situation may change if the Afghan authorities are able to build capabilities and reform their famous corruption and incompetence."	0
"There are also some small groups that have no significant connections or affiliations with other groups."	0
"Calls upon all parties concerned to ensure that all peace processes, peace agreements and conflict recovery and reconstruction planning processes take into account the special needs of women and children and include specific measures to protect civilians, including... (iii) Creating conditions conducive to possible voluntary returns Accommodating refugees and internally displaced persons in a way that ensures their safety and preserves their dignity..."	1
"He asked the Government of Sudan and the rebel groups to work together to reach a political solution in the ongoing negotiations in Abuja, led by the African Union and President Olinsun Obasanjo of Nigeria. Requested the Secretary-General to urgently establish an international commission of inquiry to immediately investigate reports of violations of humanitarian and human rights law committed by all parties in Darfur, and also to determine whether acts of genocide had occurred; He declared that the Council, in the event that the Government of Sudan does not comply fully with resolution 1556 (2004) and resolution 1564 (2004) (including, as the Council decides after consultation with the African Union, will not cooperate fully with the expansion and extension of the African Union Monitoring Mission in Darfur ), will consider taking additional measures provided for in Article 41 of the Charter of the United Nations."	1
"3 - The Ombudsman shall also immediately transmit the delisting request to the Monitoring Team, which shall provide the Ombudsman within four months with:"	0
"Regarding the human rights situation in the Democratic Republic of the Congo, he stressed the importance of justice, respect, accountability, good governance and respect for human rights to address the root causes of the conflict, and said that the Democratic Republic of the Congo had made some progress on those issues in recent years."	1
"See also, for example, Security Council resolution 1880 (2009), operative paragraph 27"	0
"It was common in the past for the authorities to send entire families to political prison camps for political crimes committed by a relative (including ancestors up to the third generation) on the basis of the principle of criminalization by association."	0
"On November 30, 2014, regime warplanes fired a missile at the city of Anadan, killing 11 people, including a child. Daraa"	0
"Expressing its deep solidarity with the victims of terrorism and their families, emphasizing the importance of helping victims of terrorism and providing support to them and their families to overcome their feelings of bereavement and bear their suffering, and recognizing the important role that networks of victims and survivors play in combating terrorism, including by speaking out and courageously against violent and extremist ideologies, Welcoming in this regard the efforts and activities undertaken in this field by Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force, and encouraging those efforts and activities,"	1
"Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) on 8 September 2006 and the establishment of the Counter-Terrorism Implementation Task Force to ensure comprehensive coordination and coherence in the counter-terrorism efforts of the United Nations system,"	1
"In this regard, the Council affirms that ending impunity is an essential element in the efforts made by societies in conflict or post-conflict situations to overcome previous serious crimes prohibited by international law, and to prevent their recurrence in the future."	1
"These operations contribute to enhancing the Mission's image, supporting the implementation plan developed by the Office of the High Representative, and building capacity for local authorities and law enforcement agencies."	0
"To date, this advance traveler information system is still widely used in Antigua and Barbuda."	0
"The Council looks forward to considering the annual report of the Secretary-General on the implementation of its resolution 1820 (2008)."	1
"5. The Coordinator made three visits to the region (in February, April and May) that coincided with the meetings of the Technical Subcommittee and the Tripartite Committee. On 9 February 2011, he was received by Sheikh Mohammed Sabah Al-Salem Al-Sabah, Deputy Prime Minister and Minister of Foreign Affairs of Kuwait, who noted that the emerging spirit of cooperation between Iraq and Kuwait should be translated into practical, results-oriented steps to resolve the remaining issues, including the files of missing persons and missing property."	1
"Therefore, the establishment of hybrid courts that may be able to rely on the national legal system will lead to serious problems, especially with regard to the Sudanese Criminal Procedure Code of 1991."	0
"If not, we could see more violent defections that can occur when people demand their rights, as there is no force to forcibly prevent them from giving them up."	0
"I encourage the United Nations Office for West Africa, the United Nations Regional Office for Central Africa, the Economic Community of West African States, the Economic Community of Central African States and the Lake Chad Basin Commission to continue strengthening cooperation to address all cross-border security threats."	1
"He also reported that the United Nations Disengagement Observer Force continued to monitor the violent clashes that broke out between the Syrian armed forces and armed opposition elements, as well as air strikes launched by the Syrian armed forces, within the buffer zone and the arms control zone."	0
"In this regard, we are particularly concerned about the continued lack of progress in the areas of freedom of movement of minorities, sustainable returns and relevant representation of minorities in government structures and in the public sector at large."	0
"Although the influence of al-Qaeda's leadership core on operations has diminished since the deaths of Osama bin Laden and a number of other key leaders, the organization's networks continue to evolve into an ever more complex phenomenon based on an internationally diverse array of supporters and active fighters."	0
"The mission conducted an assessment of the extent of institutional, technical, security, legal and political readiness to organize the elections. The mission identified areas where support was needed and called for enhancing the participation of women and youth, improving institutional transparency, and developing the necessary mechanisms to prevent political and electoral conflicts."	1
"Statement issued by the Personal Envoy of the Secretary-General for Western Sahara"	0
"Given that terrorism remains a serious and global threat, France, during its presidency of the Security Council last January, took the initiative to organize a ministerial-level meeting on the fight against terrorism."	0
"62 - Most countries still deal with terrorist financing by relying on systems designed to combat other forms of financial crime."	0
"The resolution imposes legally binding obligations on all states to have appropriate and effective measures to combat the spread of nuclear, chemical and biological weapons and their delivery systems and to enforce these measures."	1
"The average date of the Ministry of Tourism and Antiquities’ request is April 16, 1991."	0
"2 - The situation in Guinea-Bissau"	0
"In addition, Chiyoda provided a copy of a performance guarantee dated 15 December 1988 issued by the Rafidain Bank, and an invoice dated 20 July 1990 relating to guarantee costs in the amount of 1,557,849 Japanese yen."	0
":: Recommending concrete options to enhance the Councilâs use of the various tools necessary to reduce the negative effects of terrorist groupsâ involvement in cross-border crime on its efforts to resolve conflicts, and to support States in their efforts to strengthen border control and efforts to combat cross-border crime."	1
"107. The percentage of total annual appropriations spent during the six-month period from July 2005 to January 2006 is as follows:"	0
"13- Decides to remain seized of the matter."	0
"In San Pedro, the mayor proceeded to destroy other slums."	0
"While the reform of the security forces is a sovereign prerogative of the State, I encourage the Government to address the fundamental issue of the cohesion of the national army, including by building professional armed forces that are adequately equipped and supplied."	1
"Our country has ratified nine international agreements, which are as follows:"	0
"However, States still have to strengthen their programs and cooperation and implement recent international best practices and the latest standards in arms control."	1
"May God bless the Arabs, and convey our greetings to our brothers in all Arab countries, to all good and kind people, and to the addresses to which you wish to convey your greetings."	0
"Japan complies with Annex 17 of the Convention on International Civil Aviation."	0
"Council members noted that all candidates should make every effort to maintain a calm and peaceful environment, exercise self-control, await the results to be announced in accordance with national constitutional procedures, and settle their differences peacefully through established legal and mediation mechanisms, including the National Mediation Committee. ."	1
"Moreover, providing humanitarian assistance, restoring public order, establishing functioning public institutions, reconstruction and reform, and peacebuilding for long-term sustainable development all require the participation of a strong civilian component."	0
"In that resolution, the Council requested the Secretary-General to establish within the Secretariat (the branch of subsidiary bodies of the Security Council) an administrative coordinator to receive requests from individuals and entities included in the list."	1
"Calls upon all parties to armed conflicts to immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, including measures such as the enforcement of appropriate military disciplinary measures, adherence to the principle of command responsibility, and training of forces to prohibit all forms of sexual violence committed against An absolute ban on civilians, exposing false ideas that fuel sexual violence, and screening candidates to join the national military and security forces to ensure the exclusion of those linked to serious violations of international humanitarian law and international human rights law, including sexual violence."	1
"140. During some of the visits carried out by the Team, particularly to some of the least developed States, the Team found that national agencies working in the field of counter-terrorism do not receive adequate funding, especially in the area of ââborder security, to the extent that relatively high-ranking officials in them do not receive adequate funding. They have access to computers and other relevant technology, while others do not have enough or no staff to carry out basic tasks."	0
"428. Atkins is the parent company of the Atkins Group Limited, two of whose members are WS Atkins Overseas Limited (“Overseas Limited”) and WS Atkins and Partners Overseas (“Partners Overseas”)."	0
"1 - Decides that the provisions of paragraph 4 (b) of resolution 1267 (1999) and paragraphs 1 and 2 (a) of resolution 1390 (2002) do not apply to funds, financial assets or other economic resources that the State(ies) concerned determine that:"	0
"(y) Consult with representatives of relevant international organizations, including the International Air Transport Association, the International Civil Aviation Organization and the World Customs Organization, with a view to promoting awareness of and strengthening compliance with the travel ban and the arms embargo;"	1
"Capacity-building and longer-term stabilization activities should be transferred to the country team as much as possible in areas where it has a comparative advantage."	1
"âThe Security Council expresses its deep concern about the increasing entrenchment of terrorist elements in the Sahel region, including Al-Qaeda in the Islamic Maghreb, its associated groups, and other extremist groups, and the effects of this in countries of the region and beyond."	0
"âThe Security Council reaffirms the relevant provisions of the 2005 World Summit Outcome Document regarding the protection of civilians in armed conflict, including paragraphs 138 and 139 relating to the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity."	1
"Permanent Mission of Qatar to the United Nations"	0
"(M) Ground Forces (Artillery)"	0
"17. The past months have witnessed the issuance of a variety of influential reports and recommendations relating to counter-terrorism sanctions, including the address of the Secretary-General on the anniversary of the terrorist attacks in Madrid on 11 March 2004 and his subsequent report entitled âIn an atmosphere of freedom.â Expand: Towards development, security and human rights for allâ (A/59/2005 and Add.1-3)."	1
"The Committee also continued to encourage the Monitoring Team to further enhance its role in enhancing the capacity of Member States to fully implement the sanctions regime imposed by the Security Council against Al-Qaida and the Taliban and associated individuals and entities. In this regard, the Committee encouraged cooperation between the Monitoring Team and the Executive Directorate of the Committee established pursuant to resolution 1373 (2001), which is tasked with achieving systemic integration in capacity-building initiatives within the framework of Security Council sanctions."	1
"Du Pont de Nemours International S.A."	0
"12 - Invites the Committee, working in cooperation with the Committee established pursuant to resolution 1373 (âthe Counter-Terrorism Committeeâ) to inform the Council of additional measures that States may take to implement the measures set out in paragraph 1 above,"	1
"4 - Calls on the Syrian armed opposition groups and relevant elements to respect the relevant provisions contained in the initial agreement;"	1
"(3) if the transaction is not consistent with the financial condition or business activity of the party;"	0
"The Council expresses its concern about the external support received by Chadian armed groups, as reported by the Secretary-General."	0
"During the month of September, there were violations on both sides, attacks and counterattacks, and retaliation and retaliation."	0
"The Council stresses the need to strengthen cross-border coordination and information-sharing between these missions, as well as among all other actors in the region, to better anticipate LRA movements and imminent threats of attack."	1
"The soldiers were about to finish raping the five women when the second group of women who had gone to El Fasher to sell firewood arrived at the same place."	0
"No license has been granted to import diamonds from Liberia."	0
"I commend the introduction to the annual report for 2007-2008, prepared by the delegation of Viet Nam, for providing a summary and substantive analysis of the Council's activities in all regions and on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security."	0
"However, women and children were also among the victims of killings in many attacks."	0
"1 - Metal blocks or bars measuring 100 mm or more in all dimensions; or"	0
"28 - The Committee will consider, based on a proposal by the Executive Directorate, a communication strategy directed at enhancing clarity on the role and activities of the Committee and the Executive Directorate in the field of counter-terrorism."	1
"9. Notes the support of the parties to the Peace Agreement for the purpose of maintaining the multinational stabilization force referred to in the Declaration of the Ministerial Meeting of the Peace Implementation Conference held in Madrid on 16 December 1998 (S/1999/139, annex);"	1
"30. The attitude of the governmental authorities towards the Committee was generally characterized by a spirit of cooperation."	1
"9. Calls upon States that have not yet ratified the instruments of international humanitarian law, human rights law and refugee law to consider doing so and to take appropriate legislative, judicial and administrative measures to fulfil their obligations under these instruments;"	1
"The mission endeavored to visit the sites of these attacks, but local leaders prevented it from reaching them."	0
"“At the 92nd session of the Security Council, held in special session on 10 November 2010, the Council considered the item entitled ‘The situation with respect to Iraq’."	0
"11 - Urges all Member States, in particular the States of the Sahel and Maghreb regions, to coordinate their efforts to prevent the serious threat to international and regional security posed by terrorist groups that cross national borders and seek safe haven in the Sahel region, and to enhance cooperation and coordination in order to put Comprehensive and effective strategies to address in a comprehensive and integrated manner the activities of terrorist groups, prevent the expansion of those groups and limit the spread of all types of weapons and transnational organized crimes;"	1
"Furthermore, during the Team's visit to Sudan, official information was provided regarding the smuggling of weapons by groups linked to Al-Qaida through Eritrea to Al-Qaida members in Saudi Arabia."	1
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"They are broken down as follows: (i) Current expenditures in the amount of 20,351 billion CFA francs, (ii) Capital expenditures in the amount of 921 million CFA francs, (iii) Debt settlement in the amount of 11,266 billion CFA francs, (iv) Arrears amounting to 24.375 billion CFA francs, (v) treasury operations amounting to 436 million CFA francs."	0
"âThe Security Council calls on all parties to armed conflicts to comply with their obligations under international humanitarian law to respect and protect medical facilities and medical personnel and to refrain from attacking them, provided that they do not undertake any action that adversely affects their status as civilians, as well as the use of medical infrastructure in combat."	1
"However, there is still a long way to go to achieve real and sustainable change in terms of outcomes and results achieved on the ground."	1
"Options are currently being explored in order to facilitate the occupancy of the new complex as soon as possible."	1
"129. Beyond the direct scope of sanctions measures, delegations expressed a particular interest in sharing their experiences on returning terrorists to society."	1
"Further urges the Secretary-General to strive to increase the role and contribution of women in United Nations field operations, especially among military observers, civilian police and human rights and humanitarian assistance personnel."	1
"229- The Committee recommends the establishment of strong and independent oversight mechanisms in the police and the army."	1
"The Commission reaffirmed its firm commitment to solidarity and to the sacred principles of democracy, peace, stability and good governance to achieve stability and the highest levels of integration in the region."	1
"Taking into account the return of terrorist groups, he considered that the integrated mission should be provided with all the necessary equipment to carry out its mandate and protect the population in the northern regions."	1
"Four countries specifically introduced measures to suppress terrorist recruitment."	1
"In addition, President Kostanica's victory appears to Kosovo Albanian leaders as a threat to their aspirations for independence for the province."	0
"(b) Advance rents - US$ 3,353,891"	0
"This decision is the second most important change in the processing of contracts for humanitarian supplies under the program since the adoption of Resolution 1284 (1999), which increased the amount of oil that Iraq can sell under the program, and created new urgent procedures for some humanitarian goods."	0
"33. During the reporting period, the threat posed by members of the former military forces decreased, following the death on 9 April of Rafiks Remisianth, who had proclaimed himself commander (see S/2005/313, para. 16)."	0
"These meetings will include periodic briefings from the working groups responsible for tracking progress on monitoring and implementation at the national level; and assistance; Cooperation with international organizations, including the Security Council Committee established pursuant to resolution 1267 (1999) and the Security Council Committee established pursuant to resolution 1373 (2001); Transparency and media awareness."	1
"The measure of success for a hybrid court must be the legacy it leaves on the people most affected by the crimes committed, in this case Sierra Leone."	0
"âThe Security Council once again expresses its deep concern about the effects of instability in northern Mali on the Sahel region and beyond, and stresses the need to quickly address this crisis through a comprehensive strategic approach with the aim of ensuring the territorial integrity of Mali, restoring stability therein, and preventing continued destabilization of the countries of the Sahel region."	0
"That the Committee take into account the final results of the monitoring and evaluation process derived from the oiled coast survey conducted by the Kingdom of Saudi Arabia when monitoring the process of using the compensation granted to finance environmental restoration activities; Including the compensation awarded under the Committeeâs claim No. 5000451."	1
"While we are aware of the challenges that implementation tasks will face, we believe that sustainable development cannot be achieved in the region without effective institutions based on good governance and the availability of the necessary resources that can only be available under security and stability."	0
"Although the Counter-Terrorism Implementation Task Force is believed to have an important role, it should be recognized that the Council's counter-terrorism committees have intensified work on this issue and increased their effectiveness through reporting systems, assessment missions and facilitating technical assistance."	1
"During the discussions, and in light of the change in leadership on both sides over the past two years, the two parties agreed on the need to reaffirm their commitment not to resume hostilities and to the return of internally displaced persons and refugees in safety and dignity, provided that this is done in the first phase to the Gali region within its old borders, as was confirmed It was stated in the Yalta Declaration for the Georgian and Abkhaz sides (see S/2001/242, annex, and S/2001/401, para. 6)."	1
"The Council calls on Member States to intensify their international and regional cooperation, on the basis of the principle of public and shared responsibility, as well as their cooperation with the United Nations Office on Drugs and Crime and the International Narcotics Control Board, in order to combat illicit production, demand for and trafficking in drugs, and to identify emerging trends in the field of drug trafficking. ."	1
"Two formed police units are still waiting to be deployed."	0
"I would also like to express my appreciation to the countries contributing military troops and police units."	1
"The Security Council looks forward to being informed of the mission's conclusions and recommendations."	1
"21. The Committee also looks forward to developing an implementation plan to achieve any of the goals in the Almaty Plan of Action that have not yet been achieved, as well as to implement the commitments consistently contained in the outcome documents agreed at the previous three special meetings, including measures to improve the flow of information with International, regional and subregional organizations and among each other."	1
"Member States are requested to limit their interventions to five minutes."	1
"The aim of these visits was to monitor implementation, including collecting examples of best practices, raising awareness of the work of the Committee, building international consensus that is vital to the success of the sanctions regime, and monitoring the spread and extent of the influence of Al-Qaida and the Taliban in order to be better able to submit proposals to the Committee to strengthen Her works."	1
"Judge Mezher approved the proposal with the following conditions: The vehicles should be photographed on site, and signs and numbers should be placed on them: They should also be photographed during their transportation and upon their arrival at the Al-Hilu barracks, where they should be covered with covers and guarded around the clock to prevent tampering with evidence."	1
"38. A list of all articles of the Criminal Code relating to this subject is contained in Annex 1."	0
"The Security Council stresses that the primary responsibility for consolidating State authority and governance in the eastern Democratic Republic of the Congo lies with the Government of the Democratic Republic of the Congo, including through effective security sector reform to reform the army and police and end impunity for human rights abuses and violations of international humanitarian law, and urges the Government of the Democratic Republic of the Congo to address the issues of illegal exploitation and smuggling of natural resources."	1
"Requests the Secretary-General and relevant United Nations agencies, as appropriate, through, inter alia, consultations with women and women-led organizations, to develop effective mechanisms to provide protection for women and girls from violence, including in particular sexual violence, in and around United Nations-administered refugee and internally displaced persons camps, in all disarmament, demobilization and reintegration operations, and in justice and security sector reform efforts assisted by the United Nations."	1
"The success of counter-terrorism measures depends mainly on effective coordination of the efforts of the international community aimed at suppressing various forms of support for terrorism, especially its financing."	1
"The Committee looks forward to continuing this distinguished support with high professional efficiency."	1
"The Committee's visits to the region demonstrated the need for countries to increase the implementation of laws to prevent the illicit cross-border movement of cash and negotiable bearer securities by establishing risk indicators and building capacity in the field of detection methodologies."	0
"In resolution 1820 (2008), the Council encourages the Secretary-General, in consultation with women and women-led organizations, to develop effective mechanisms to protect women and girls from violence, including in particular sexual and other forms of gender-based violence, in refugee camps And internally displaced persons and around those camps."	1
"C. The Séléka march to Bangui"	0
"An eighth formed police unit from Nigeria is expected to be deployed in October."	0
"The remaining buildings were then destroyed by fire."	0
"She also visited 30 sites where incidents had occurred and met with local authorities, particularly the armed forces."	1
"He also visited the refugee camp in Laayoune."	1
"As emphasized in the final statement of the London Conference, specialized Somali courts can meet these needs."	0
"13. The members of the Commission decided that in order to ârecommend measures to ensure accountability for the crimes and gross violations of human rights allegedly committed during the above-mentioned period, taking into account that the Government of Timor-Leste considers the domestic judicial system, which includes a group of international judges, prosecutors and defence lawyers, should be the primary framework for accountability for these alleged crimes and violationsâ, they should conduct a preliminary assessment of the existing domestic judicial system in Timor-Leste."	1
"This situation continues even as the Libyan authorities do not have any opportunity to fully control the situation in their own country or to prevent weapons from falling into the hands of terrorist elements."	0
"32 - Encourages Member States, when reversing a decision to freeze the assets of a deceased individual or entity that has been notified or has been determined to no longer exist following its delisting, to take into account the requirements of resolution 1373 (2001), and, in particular, to prevent the exploitation of assets that The decision to freeze it to achieve terrorist goals was cancelled."	1
"At the 5052nd meeting of the Security Council, on 6 October 2004, in connection with the Councilâs consideration of the items entitled âJustice and the rule of law: the role of the United Nationsâ and âNational reconciliation in the post-conflict period: the role of the United Nationsâ, the President of the Security issued the following statement on behalf of the Council:"	1
"139 - While this two-pronged approach â which uses restrictions applicable across the Schengen Area to keep out listed persons who are not Schengen States â maintains national restrictions to limit the movement of listed aliens within the area, it can serve as an example for other States in existing or being created areas operating on the basis of freedom of movement and visa exemption."	1
"Reiterates the importance of strengthening, within a comprehensive framework, the functional capacity, professionalism and accountability of the [affected country's] security sector through appropriate screening, training, mentoring, preparation and empowerment efforts, for both women and men, with the aim of accelerating progress towards achieving the goal of achieving self-sufficiency and ethnic balance Within the ranks of [the affected country's] security forces that provide security and ensure the rule of law throughout the country."	1
"The three countries visited by the Committee played an active role in establishing specialized counter-terrorism agencies and/or police units and worked to ensure that these units were provided with the necessary training and tools to perform their tasks in various areas related to combating terrorism."	1
"In many settings, refugee or internally displaced women are taking on new roles and opportunities for positive change must be built upon and supported."	0
"Urging all States, international bodies and regional organizations to commit to allocating resources, including through international partnership, in order to confront the continuing and direct threat to international peace and security posed by Al-Qaeda, Osama bin Laden, members of the Taliban and associated individuals, groups, institutions and entities,"	1
"18. In Beni, both local authorities and civil society called for more effective participation of the Mission force in military operations against the coalition, including through the implementation of unilateral operations."	1
"As the vehicles were leaving the scene, two of the disarmed officers fell or were pulled from one of the vehicles. Members of the crowd stabbed them."	0
"2 - The situation in Sierra Leone"	0
"On November 27, 2014, regime warplanes targeted Dar Al Salam School in the city of Raqqa with thermal barium shells, partially destroying one of the schoolâs buildings."	0
"11 - Mentioned in Paragraph No. (109)"	0
"The transfer of technical skills and methods among Al Qaeda affiliates is increasing, supporting a degree of innovation that increases the severity of the threat."	0
"36. Encourages all Member States, in particular States proposing listing and States of residence or nationality, to provide the Committee with additional information on the identity of listed groups, institutions, entities and individuals and other information with supporting documentation, including updated data on the operational status of the entities and groups and institutions whose names are included in the list, and about the movements, imprisonment or death of individuals whose names are included in the list and other important facts, whenever such information is available;"	1
"âThe Security Council recalls resolutions 1267 (1999), 1989 (2011), 1373 (2001), 1540 (2004) and 1624 (2005), as well as other international instruments relevant to combating terrorism, and stresses the need for their full implementation.â It reiterates its call on States to consider becoming parties as soon as possible to all relevant international conventions and protocols, and to fully fulfill the obligations assigned to them under the instruments to which they are parties, and notes the recommendation of the Ad Hoc Committee established pursuant to General Assembly resolution 51/210 Noting the need to devote more time to achieving tangible progress on the outstanding issues, and decides to recommend to the Sixth Committee that it establish, at the sixty-ninth session of the General Assembly, a working group to complete the process related to the draft comprehensive convention on international terrorism."	1
"8. It is recommended that the United Nations take the following urgent specific steps to facilitate the continued and strengthened presence of the Mission in Somalia:"	0
"He knows who is loyal or qualified and who is unfaithful and unqualified."	0
"3- Other expenses 142-152 35"	0
"Requests the Secretary-General to ensure that (his Special Representatives in neighboring States) coordinate the activities of (their missions), exchange military information available to them, in particular information relating to the movement of armed elements and cross-border trafficking in arms, and pool their logistical and administrative resources, provided that this does not prejudice the ability of either of them to To perform its mandate, in order to ensure maximum efficiency and cost-effectiveness."	1
"As stated above, a new decision was taken during this session regarding the payment of compensation."	1
"From 25 November to 10 December, my Special Representative joined participants in my annual âUnited to End Violence against Womenâ campaign, with a special focus on countries in conflict."	1
":: The Security Council could be more effective in encouraging States to do more to investigate and prosecute serious violations of international humanitarian law. How can this be evaluated? How can the Council âmotivateâ states to take action on impunity?"	1
"Media outlets in Kismayo were closed in December 2008."	0
"Jebel Moon, West Darfur, October 2006"	0
"Total (three million nine hundred thousand dollars)"	0
"1 - Fraudulent and stolen passports and other travel documents"	0
"4 - There will be no return to the pre-1999 situation."	0
"Finally, the Afghan leadership must combat drugs."	0
"9. The salaries of the staff will be paid by the United Nations and they will work under existing conditions of service applicable to staff appointed for fixed terms."	0
"It is equally important not to lose the momentum behind expanding the scope of the international force and to push the force into the west of the country."	0
"The group's other major success is its survival, but its ranks are dwindling, and over time, its prominent leaders will be arrested or killed."	0
"At the 5898th meeting of the Security Council held on 27 May 2008, in the context of its consideration of the item entitled âProtection of civilians in armed conflictsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"4. Following the adoption of resolution 1595 (2005), extensive consultations took place on the establishment, staff and logistical support of the independent international commission of inquiry. On 26 May 2005, a small advance team headed by Detlev Mehlis arrived in Beirut."	1
"66. The mission asked government military commanders whether anyone had been brought to justice for violations committed."	1
"2- Briefing by the Secretary-General."	0
"6. In line with the statement issued by the introductory meeting of the High-level Group, the expert group was composed as follows:"	0
"However, the Committee possesses sufficient information to prove that attacks on the life and physical integrity of detainees were committed during the incidents investigated by the Committee."	0
"23. In the provinces and units where the national police had already resumed their primary policing responsibilities, UNMISET police played a critical role in monitoring and tracking the progress of the national police, while remaining available to advise, provide guidance and operational support and retaining the capacity to temporarily reassume law enforcement duties in extreme cases, when necessary."	1
"To ensure that potential applicants have a clear understanding of this process and are aware of the steps to be taken and to ensure consistency in implementation, practices and procedures to further operationalize this process have been developed and information has been disseminated."	1
"The second phase is expected to begin in early spring. On 8 April, Working Group III met for the first time in 18 months in Sukhumi, under the chairmanship of the UNDP Resident Coordinator."	0
":: The minister who heads the Prime Minister's Office"	0
"I express my profound gratitude to my Acting Special Representative, David Gresley, and my Deputy Special Representative, Arnold Akodjino, as well as to all United Nations civilians and uniformed personnel for their continued hard work in very difficult circumstances to restore lasting peace and stability to the country."	1
"The authorities have confirmed that there are no Ivorian refugees or Ivorian camps in Ghana."	1
"The vehicles were removed from the crime scene during the night of February 14."	0
"Adoption of a presidential statement calling, inter alia, for a reaffirmation of international solidarity in the fight against terrorism and urging Member States to demonstrate greater resolve in their efforts to combat terrorism."	1
"The Security Council notes with concern that the above-mentioned threats may threaten the security of countries on its agenda, including post-conflict States, and encourages the coordination of actions by the United Nations and Member States to combat these threats."	1
"Scheduled for Wednesday, 6 November 2002, at 3 p.m"	0
"âThe Security Council recognizes the importance of the good offices role of the Secretary-General, and encourages the Secretary-General to continue to use mediation where possible to help resolve disputes peacefully, and to work closely with and coordinate with relevant regional and subregional organizations in this regard, as appropriate."	1
"âThe Security Council notes that justice and the rule of law at the international level are of fundamental importance in promoting and maintaining peace, stability and development in the world."	1
"Recognizes that, despite progress made on gender equality, enhanced efforts, including work towards practical and measurable targets, are needed to guarantee the rights of women and girls and to ensure that all women and girls in [the country concerned] are protected from violence and abuse and enjoy equal protection under the law and access to justice, strongly condemns discrimination and violence against women and girls, in particular violence aimed at preventing girls from attending school, and stresses the importance of implementing Security Council resolutions 1325 (2000), 1820 (2008), 1888 (2009), 1889 (2009) and 1960 (2010), and recalls the commitments contained therein to mainstream a gender perspective and to ensure that women fleeing domestic violence have access to safe and secure refuge;"	1
