"","en_ar_GOOGLE","MatCoop"
"2219","وقد تم وضع آليات المساءلة إلى حد كبير لمعالجة المخالفات وضمان اتباع التشريعات والإجراءات المعمول بها. ومع ذلك، فإنها لا توفر الحماية الكافية.",1
"2220","وبعد تحقيق مضني، تأكدت حكومة الولايات المتحدة من أن أحمد أبو ختالة كان شخصية رئيسية في تلك الهجمات المسلحة.",1
"2221",":: نرمين مدين الراجح 4 سنوات",0
"2222","لكن الفريق يرى فرصة لمعالجة هذه القضية من خلال حظر الأسلحة، ويوصي بما يلي: (أ) أن تدرج اللجنة صراحة المتفجرات المدنية والمتفجرات المرتجلة في وثيقة شرح الشروط الخاصة بها؛ (2) أن تقوم اللجنة بتجميع تجارب الدول الأعضاء في التعامل مع هذا التهديد في وثيقة تنشرها على موقعها الإلكتروني؛ و(3) أن يحدد مجلس الأمن في أي قرار مستقبلي بشأن هذه المسألة أن &quot;المواد ذات الصلة بجميع أنواعها&quot; تشمل المتفجرات المدنية والمتفجرات المرتجلة.",1
"2223","وقد بدأ البرنامج في ملاحظة الارتباطات وبناء الملفات التي قد تكون ذات صلة بدول أخرى، ويشيد الفريق بالطريقة التي يتم بها تبادل النتائج على المستوى الدولي.",1
"2224","صدق كمنولث جزر البهاما على اتفاقية الأمم المتحدة لمكافحة الجريمة المنظمة عبر الوطنية والبروتوكولات ذات الصلة في 26 أيلول/سبتمبر 2008.",0
"2225","وكان فريق غرب دارفور يتألف من محققين اثنين ومحلل عسكري، يدعمهما خبير أو خبيران في الطب الشرعي، حسب الاحتياجات.",1
"2226","تم إيداع صك التصديق في 13 ديسمبر 1938",0
"2227","ولا يمكن أن يكون من مصلحة الشعب الفلسطيني أن يتم تحدي الركائز الأساسية للشرعية الفلسطينية والتطلعات الوطنية.",0
"2228","&quot;ويذكّر مجلس الأمن الدول بأنه يجب عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.",0
"2229","وبمجرد تحديد الوضع المستقبلي، فإن الوجود الدولي - العسكري والمدني - سيتطلب الموارد اللازمة لإدارة تنفيذ التسوية بطريقة مستقرة ومنظمة.",1
"2230","بالنسبة لاثنين منهم، لم يتم تحديد الدوافع، في حين تم تقييم الثالث على أنه إجرامي بطبيعته.",0
"2231","وقدم الأمين العام المساعد أيضا معلومات مستكملة عن المركبات والأصناف والمعدات التي استولت عليها جماعات المعارضة المسلحة في الحوادث الأخيرة مع القوة.",1
"2232","4 - وفي 25 تموز/يوليه، أبلغت مجلس الأمن بقراري تعيين بيتر فان فالسوم (هولندا) مبعوثا شخصيا لي إلى الصحراء الغربية لمساعدتي في تقييم الوضع والتعرف مع الطرفين والدول المجاورة وأصحاب المصلحة الآخرين على أفضل السبل لتحقيق ذلك. التغلب على المأزق السياسي الحالي.",1
"2233","34 - أحرزت حكومة نيبال بعض التقدم نحو الوفاء بالتزاماتها في اتفاق السلام الشامل بتوفير إعادة تأهيل الأطفال الذين كانوا مرتبطين سابقا بالقوات والجماعات المسلحة.",1
"2234","65 - وينبغي أن تكون خريطة الطريق لخروج البعثة مصحوبة بجهود مكثفة من جانب المجتمع الدولي لتعزيز التعاون الإقليمي من أجل التقليل إلى أدنى حد من أي تهديدات ومخاطر خارجية لعملية توطيد السلام في جمهورية الكونغو الديمقراطية. ثامنا. الملاحظات",1
"2235","وخلال الفترة المشمولة بالتقرير، عاد أكثر من 300 عضو من جماعات المعارضة المسلحة التشادية من السودان إلى تشاد.",1
"2236","4 - بدأ الفريق استعراض الدفعة الخامسة عشرة في 30 كانون الثاني/يناير 2002.",0
"2237","إن الموارد الطبيعية في الجنوب الأفريقي، والجريمة عبر الحدود، وتوافر الأسلحة الصغيرة في سياق الصراعات الماضية، تجعل المنطقة دون الإقليمية عرضة لخطر غاسلي الأموال، والمجرمين الدوليين، وتجار المخدرات، والجماعات الإرهابية.",0
"2238","وإذ يدرك أهمية المجتمعات المحلية والقطاع الخاص والمجتمع المدني ووسائط الإعلام في زيادة الوعي بالتهديدات التي يشكلها الإرهاب والتصدي لها بمزيد من الفعالية،",1
"2239","(ب) مواصلة تحديد احتياجات الدول فيما يتعلق بتعزيز المؤسسات وتعزيز سيادة القانون، وإدماج حقوق الإنسان وسيادة القانون بطريقة استباقية في توصياتها بشأن المساعدة التقنية المقدمة إلى الدول بهدف تعزيز النظم الوطنية لجلب الإرهابيين إلى العدالة وتحسين التعاون الدولي؛",1
"2240","وفي بعض الأحيان، لجأت قوة الأمم المتحدة لمراقبة فض الاشتباك إلى استخدام الطرق الالتفافية التي لا يمكن الوصول إليها ليلاً.",0
"2241","ويدرك الفريق أن خطوط صوفيا الجوية هي شركة مسجلة في كوت ديفوار.",0
"2242","إن التقرير الذي تم الاستشهاد به على نطاق واسع من قبل مجموعة الأزمات الدولية في يونيو 2005 والذي يفيد بأن المروحية التي دمرها الفرنسيون في ياموسوكرو في 6 نوفمبر 2004 كانت غينية، هو تقرير غير صحيح، كما أظهرت المراجعة التي أجرتها المجموعة.",1
"2243",":: يقع تصدير السلع ذات الاستخدام المزدوج ضمن نطاق السياسة التجارية المشتركة للجماعة الأوروبية وبالتالي ضمن الاختصاص التشريعي لهذه الأخيرة.",0
"2244","(قرار القمة رقم 444 الدورة العادية العشرين – 30 مارس 2008)",0
"2245","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"2246","19 - وقد يسَّر البرنامج الوطني لإعادة الإدماج والتأهيل المجتمعي، الذي من المتوقع أن يستوعب مجموعة من المقاتلين السابقين يبلغ عددها 000 6 مقاتل، عملية تسجيل أفراد القوات الجديدة وتحديد سماتهم.",1
"2247","22 - تم تسجيل الدفعة الأولى المكونة من 000 2 من أفراد الميليشيات في غيغلو في حزيران/يونيه 2006، وتم بعد ذلك نزع سلاح 981 منهم وحصلوا على بدل نقدي لشبكة الأمان.",1
"2248","واتفقنا أيضا على أنه ينبغي للأطراف أن تعيد إقامة حوار حقيقي تشتد الحاجة إليه، وأن تمضي قدما، دون تأخير، نحو تفكيك الميليشيات، ونزع سلاح المقاتلين وتسريحهم وإعادة إدماجهم، وتنظيم انتخابات حرة ونزيهة وذات مصداقية.",0
"2249","الأثاث والتركيبات والمعدات واللوازم المكتبية 180303 دولاراً أمريكياً",0
"2250","وطلب وزير الداخلية من القائد دا كروز تسليم 10 بنادق و6000 طلقة و10 مخازن ذخيرة إلى راي لوس في ليكيسا.",1
"2251","ووفقاً لمحكمة العدل الدولية، فإن أحكام المادة 3 المشتركة بين اتفاقيات جنيف تشكل الحد الأدنى من المقاييس التي تنطبق على أي نزاع مسلح وتعكس ما أسمته المحكمة في عام 1949 [في قضية قناة كورفو] &quot;الاعتبارات الأولية للإنسانية&quot;.",1
"2252","وقال إن دور البعثة ينبغي أن يتمثل في مساعدة هايتي على استعادة المسؤولية عن أمنها، بدلا من أداء هذه المهمة بنفسها إلى أجل غير مسمى. وأكد من جديد أن القرار ينص على تقليص مسؤول للعنصر العسكري للبعثة مع مرور الوقت، استنادا إلى تقييم شامل للوضع الأمني.",0
"2253","الوضع المتعلق بجمهورية الكونغو الديمقراطية",0
"2254","(أ) مواصلة ضمان امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي؛",1
"2255",":: الاستفادة من حلقة العمل المشتركة بين المديرية التنفيذية ومنظمة الأمن والتعاون في أوروبا في آسيا الوسطى المقرر عقدها في تشرين الثاني/نوفمبر 2010 بشأن القرار 1624 (2005) ومكافحة التحريض بدافع التطرف، من خلال مبادرات مماثلة في مناطق أخرى",0
"2256","ولتوجيه التزامات المانحين الجديدة هذا العام، أعدت بعثة الأمم المتحدة كوسوفو: إعادة إعمار 2000 - وهو برنامج عام لإعادة الإعمار والاستثمار يوجه المانحين نحو أولويات الهيكل التنظيمي المشترك.",1
"2257",":: منطقة الحدود الخضراء بالقرب من دير العشاير (الموقع التاسع)",0
"2258","(هـ) أنواع إضافية من آليات التمويل ومواضيع إضافية قد ترغب لجنة القرار 1540 في استكشافها؛",0
"2259","المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية: مشروع قرار",0
"2260",":: الاتصالات الخلوية التي جرت في منطقة الانفجار",0
"2261","ولا يوجد أي من الأشخاص المدرجين في القائمة من مواطني كوستاريكا أو المقيمين فيها.",0
"2262","وإذ يرحب بالتقدم المستمر الذي تحرزه بوروندي نحو السلام والاستقرار والتنمية، ويشدد على ضرورة قيام منظومة الأمم المتحدة والمجتمع الدولي، بما في ذلك المؤسسات المالية الدولية وشركاء بوروندي في التنمية، بمواصلة دعمهم لتوطيد السلام والتنمية الطويلة الأجل في بوروندي,",1
"2263","ولذلك، أصبح السجل أداة ذات صلة مباشرة بالعمل الذي يقوم به مجلس الأمن والجمعية العامة بشأن الأسلحة الصغيرة والأسلحة الخفيفة.",1
"2264","ولذلك، فإن دراسة المسؤولية عن انتهاكات حقوق الإنسان التي ارتكبت خلال أحداث 25 و 26 مارس/آذار، لا بد من أن تؤخذ في الاعتبار أيضا تداعيات المرسوم الرئاسي الصادر في 22 مارس/آذار والتعليمات الصادرة إلى قادة القوات المسلحة الوطنية خلال اجتماع يوم 24 مارس.",0
"2265","27 - ويشكل تقديم بدائل مستدامة للمقاتلين السابقين جزءا أساسيا من تحييد الجماعات المسلحة.",1
"2266","72 - وفي غضون ذلك، تم إحراز تقدم كبير في تدريب الشرطة الوطنية الكونغولية التي ستوفر الأمن للانتخابات.",1
"2267","ويجري النظر في الترتيبات اللازمة لبرنامج الأمم المتحدة الإنمائي ومفوضية الأمم المتحدة لشؤون اللاجئين لإنشاء وإدارة صندوق استئماني يخلف المفرزة الأمنية المتكاملة، إذا كانت هذه رغبة الحكومة والمانحين المحتملين، إلى أن يتم ضمان الهياكل والقدرات الوطنية المطلوبة.",1
"2268","تقرير الأمين العام عن مكتب الأمم المتحدة في بوروندي (S/2013/36).",0
"2269","وعشية المظاهرة، أصدر القائد العام للشرطة الوطنية مارتينز أمرًا مكتوبًا بشأن نشر الشرطة الوطنية واستخدام القوة. وشمل ذلك استخدام شرطة مقاطعة ديلي للقيام بدوريات راجلة، ووحدة الحماية المباشرة لحماية كبار الشخصيات في الدولة، ووحدة الشرطة الاحتياطية للقيام بالدوريات في &quot;المناطق الحرجة&quot;.",1
"2270","يقرر بموجب هذا، بعد أن تلقى طلب [الدولة المتضررة]، إنشاء محكمة دولية لغرض وحيد هو محاكمة الأشخاص المسؤولين عن أعمال الإبادة الجماعية وغيرها من الانتهاكات الجسيمة للقانون الإنساني الدولي المرتكبة في إقليم [الدولة المتضررة] والمواطنين [ الدولة المتضررة] المسؤولة عن الإبادة الجماعية وغيرها من الانتهاكات المماثلة المرتكبة في أراضي الدول المجاورة بين [التواريخ] ....",1
"2271","وكما يوضح الوضع في منطقة بيني، فإن الجهود المبذولة لتحييد الجماعات المسلحة المنتشرة والتي تتمتع بدعم الشبكات الإجرامية المحلية وعناصر القوات المسلحة لجمهورية الكونغو الديمقراطية تستغرق بعض الوقت لتترجم إلى نتائج ملموسة.",1
"2272","افتتحت الجلسة الساعة 4.10 مساءً",0
"2273","كان صاحب العمل في هذا المشروع هو SOLR.",0
"2274","ولا يزال وفدي يشعر بالقلق إزاء استمرار تدهور الحالة الأمنية في العراق.",0
"2275","وذلك يوم الاثنين 19 أغسطس 2013 الساعة 11:10 صباحاً",0
"2276","وإذ يرحب بإنشاء مكتب أمين المظالم عملا بالقرار 1904 (2009) وتعزيز ولاية أمين المظالم في القرارين 1989 (2011) و 2083 (2012)، وإذ يلاحظ المساهمة الكبيرة لمكتب أمين المظالم في توفير المزيد من الإنصاف والشفافية، وإذ يشير إلى التزام مجلس الأمن الراسخ بضمان قدرة مكتب أمين المظالم على مواصلة الاضطلاع بدوره بفعالية، وفقا لولايته،",0
"2277","نتيجة لتفشي فيروس إيبولا، حولت المؤسسات الأمنية الغينية جهودها نحو احتواء تفشي المرض.",1
"2278","13 - يأذن للدول الأعضاء التي تتصرف بموجب الفقرة 10 أعلاه، وفقا للمرفق 1 - ألف من اتفاق السلام، باتخاذ جميع التدابير اللازمة لضمان الامتثال للقواعد والإجراءات التي وضعها قائد قوة تحقيق الاستقرار، والتي تحكم القيادة والسيطرة على المجال الجوي فوق البوسنة والهرسك فيما يتعلق بجميع الحركة الجوية المدنية والعسكرية؛",1
"2279","وبالإضافة إلى ذلك، قدم صندوق النقد الدولي دعما مباشرا للميزانية بمبلغ 60 مليون دولار في عام 2007 في إطار مساعدته الطارئة في مرحلة ما بعد الصراع، وسيقدم نفس المبلغ لعام 2008، بما في ذلك دعم الانتخابات وإعادة التأهيل الاجتماعي.",1
"2280","31 - يشجع الدول على تقديم طلبات رفع الأسماء من القائمة للأفراد الذين تأكدت وفاتهم رسميا، لا سيما عندما لا يتم تحديد أصول، والكيانات المبلغ عنها أو المؤكدة أنها لم تعد موجودة، مع اتخاذ جميع التدابير المعقولة في الوقت نفسه لضمان عدم وجود أي أصول. الأصول التي كانت مملوكة لهؤلاء الأفراد أو الكيانات لم يتم أو لن يتم نقلها أو توزيعها على الأفراد والجماعات والمؤسسات والكيانات الأخرى المدرجة في قائمة الجزاءات المفروضة على تنظيم القاعدة؛",1
"2281","وفي حالة أفريقيا، تناول المجلس الوضع الخطير على الحدود بين رواندا وجمهورية الكونغو الديمقراطية، واستعرض المأزق السياسي المستمر بين إثيوبيا وإريتريا، وقام بتقييم تنفيذ حظر الأسلحة المفروض على الصومال، وعزز الجهود الرامية إلى إحياء العملية السياسية المتوقفة في كوت ديفوار",1
"2282","وركز المؤتمر على التحول الاقتصادي في البلاد، ودور القطاع الخاص، وإصلاح القطاع العام، وإصلاح الشركات المملوكة للدولة، والإدارة المالية العامة.",0
"2283","46 - الحالة في ميانمار (15 أيلول/سبتمبر 2006؛ 13 تموز/يوليه 2009).",0
"2284","ويجب على كلا الطرفين أن يظهرا المرونة والمسؤولية.",0
"2285","وبناء على ذلك، فإن هذا الجزء من المطالبة غير قابل للتعويض.",0
"2286","ومع ذلك، وبعد سنوات عديدة من الحرب، وأيضا نتيجة للضغوط الدولية الشديدة، بدأت الحكومة وحركة التمرد الرئيسية في الجنوب، وهي الحركة/الجيش الشعبي لتحرير السودان، محادثات سلام في عام 2002.",1
"2287","وفي هذا الصدد، فإن الإجراءات المتخذة لمعالجة المشاكل الخطيرة في النظام الإصلاحي مشجعة على الرغم من التحديات الخطيرة التي لا تزال قائمة.",0
"2288","ومما يشجعنا أن حكومة جمهورية الكونغو الديمقراطية اتخذت خطوات للعمل ضد إرهابيي جيش الرب للمقاومة الذين دخلوا بلدهم من السودان.",1
"2289","ولا تدعم أوغندا أي ميليشيا كونغولية كما ادعى الممثل الدائم لجمهورية الكونغو الديمقراطية.",0
"2290","وتقود المديرية التنفيذية للجنة مكافحة الإرهاب أيضا مبادرة عالمية مدتها ثلاث سنوات، بالنيابة عن الفريق العامل المعني بمعالجة تمويل الإرهاب التابع لفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، وبدعم من العديد من الدول والمنظمات المانحة، من أجل وضع خطة مشتركة لمكافحة الإرهاب. فهم الممارسات السليمة لمكافحة تمويل الإرهاب من خلال هذا القطاع.",1
"2291","(هـ) قانون مراقبة الدولة والتحقق (2003)؛",0
"2292","(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر لهؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها. بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار اللازمة لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلقة بالأنشطة العسكرية؛ ويشير إلى أنه يتعين على جميع الدول تنفيذ التدابير فيما يتعلق بالأفراد والكيانات المدرجة أسماؤهم في القائمة؛",1
"2293","وأعيد تحديد اختصاصها في آذار/مارس 2006 بموجب لائحة بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو 2006/50، التي كلفت لجنة كوسوفو بتسوية المطالبات المرتبطة مباشرة بالنزاع المسلح الذي وقع في الفترة ما بين 27 شباط/فبراير 1998 و20 حزيران/يونيه 1999 أو الناجمة عنه، فيما يتعلق بالممتلكات الخاصة غير المنقولة، بما في ذلك الممتلكات الزراعية والتجارية.",1
"2294","4. صلاحيات أعضاء الحكومة.",0
"2295","وواصلت أيضا مشاركتها في الأفرقة العاملة المعنية بمنع الجريمة وساعدت في تأسيس رابطة الشرطة النسائية في المنطقة. وسلمت البعثة إلى وكالات إنفاذ القانون في زوغديدي معدات تبرعت بها حكومة سويسرا، مع حجز كمية مماثلة من المعدات لوكالات إنفاذ القانون في غالي.",1
"2296","إن إنشاء محاكم مختلطة قد تكون قادرة على الاعتماد على النظام القانوني الوطني من شأنه أن يثير مشاكل خطيرة، لا سيما فيما يتعلق بقانون الإجراءات الجنائية السوداني لعام 1991.",1
"2297","وعلمت اللجنة أن تحقيقاً إدارياً تجريه لجنة أنشأها والي جنوب دارفور نظراً لخطورة الاتهام وعواقبه التي تستلزم الإسراع في اتخاذ الإجراءات ذات الصلة.",1
"2298","وقد تساعد هيئات الرقابة في القطاع الخاص في هذه العملية.",0
"2299","وفي الوقت نفسه، تواصل الأمانة العامة استكشاف جميع الخيارات لتعزيز وتعزيز القدرات التشغيلية الحالية للبعثة في البيئة الصعبة في شمال مالي.",1
"2300","(ب) الشمولية، من أجل إشراك جميع أصحاب المصلحة؛",0
"2301","شركة كونتيننتال كونستركشن المحدودة: 16,017,275.91 دولار أمريكي؛",0
"2302","35 - تقترح المديرية التنفيذية ثلاثة تعديلات طفيفة على تنظيمها وممارساتها التنفيذية لتعكس بشكل أفضل أولوياتها المتغيرة وأنشطتها الجديدة المقترحة.",0
"2303","بالإضافة إلى ذلك، تقوم فرق الموت والميليشيات المكونة من عناصر مستقلة بزرع الرعب وتنفيذ عمليات الإعدام والاختطاف.",0
"2304","وحلقت هذه الطائرات فوق مناطق الناصرية واللصف وأرطاوي والبصرة والديوانية والحي.",0
"2305","وعلى الرغم من أن الحكومة لم تحدد سعرًا مرجعيًا، إلا أنها تتفاوض مع أصحاب المشاريع الوطنية الخاصة لشراء الكاجو بسعر يتراوح بين 200 إلى 230 فرنك من فرنكات الجماعة المالية الأفريقية للكيلو.",0
"2306","14- التعويض الموصى به لشركة Grassetto 46",0
"2307","وفي الوقت نفسه، بمجرد بدء العمل، تفتقر هذه المحاكم إلى آليات التنفيذ الخاصة بها وتحتاج إلى مشاركة المجلس ودعمه المستمر.",1
"2308","وفقًا للسوابق القضائية، في حالة الشك، ينبغي أيضًا تحديد ما إذا كان (أ) مجموعة من الأشخاص يُنظر إليهم ويعاملون في الواقع على أنهم ينتمون إلى إحدى المجموعات المحمية، وبالإضافة إلى ذلك (ب) يعتبرون أنفسهم ينتمون إلى مجموعة واحدة. من مثل هذه المجموعات.",1
"2309","وهناك أيضًا نمو في المراكز الإقليمية لمكافحة الإرهاب حيث يمكن تحديد أفضل الممارسات فيما يتعلق بتنفيذ الجزاءات وفقًا للظروف الخاصة ذات الصلة.",1
"2310","3 - على مدى الأشهر الستة الماضية، استمرت الأزمة المتفاقمة في الجمهورية العربية السورية في التأثير على لبنان، مما أدى إلى زيادة الاستقطاب السياسي والقلق من أن تكون للاضطرابات في الجمهورية العربية السورية آثار سلبية على استقرار لبنان.",0
"2311","(أ) الشركة الوطنية العامة للنقل البحري",0
"2312","45 - واضطلعت المنظمة الدولية للشرطة الجنائية (الإنتربول) ببرامج لبناء القدرات في مجال مكافحة الإرهاب في منطقة الساحل والقرن الأفريقي لتعزيز تبادل المعلومات بين الوكالات، وتعزيز استجابتها العملياتية المتكاملة في المنطقة، وتوسيع نطاق استخدام المعلومات. شبكة الاتصالات الآمنة وقواعد البيانات والخدمات.",1
"2313","ولم تنفذ جميع الدول السبع تدابير لمنع تهريب الأسلحة والمتفجرات إلا جزئيا.",1
"2314","1. قانون 13 يونيو 2003 المتعلق بالأجانب (جريدة القوانين لعام 2003، العدد 128، البند 1175)",0
"2315","21 - وكانت هناك أيضا تقارير متواترة تفيد بأن طائرات هليكوبتر إيفوارية متمركزة في غينيا وأن إحدى طائرات الهليكوبتر التي دمرتها القوات الفرنسية في تشرين الثاني/نوفمبر 2004 كانت معارة من غينيا.",1
"2316","13. تقدر قوة الأمم المتحدة المؤقتة في لبنان أن حوالي 50 في المائة من السكان المحليين قد غادروا القرى في الجنوب.",0
"2317","211 - أنشأت جميع دول هذه المنطقة دون الإقليمية وحدات تشغيلية للاستخبارات المالية، رغم أن بعضها لا يزال يعمل على تحسين قدراتها.",1
"2318","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"2319","20 - يقرر أن تتلقى اللجنة، عند النظر في طلبات رفع الأسماء من القائمة، مساعدة من مكتب لأمين المظالم ينشأ لفترة أولية مدتها 18 شهرا اعتبارا من تاريخ اتخاذ هذا القرار، ويطلب إلى الأمين العام أن يقوم بذلك بشكل وثيق التشاور مع اللجنة، لتعيين شخص بارز يتمتع بأخلاق رفيعة وحياد ونزاهة ويتمتع بمؤهلات وخبرة عالية في المجالات ذات الصلة، مثل القانون وحقوق الإنسان ومكافحة الإرهاب والجزاءات، ليكون أمينا للمظالم، وتكون ولايته مبينة في المرفق II من هذا القرار، ويقرر كذلك أن يقوم أمين المظالم بهذه المهام بطريقة مستقلة ومحايدة، ولا يجوز له أن يطلب أو يتلقى تعليمات من أي حكومة؛",1
"2320","وأنشأت وزارة العدل خلية متخصصة في إعادة نشر العدالة والمؤسسات الإصلاحية، بمساعدة تقنية مقدمة من عملية الأمم المتحدة في كوت ديفوار، لتسهيل عملية إعادة نشر الشرطة ونظم العدالة والسجون.",1
"2321","259. يتطلب القرار 1373 (2001) من الدول منع تحركات الإرهابيين والجماعات الإرهابية عبر الحدود من خلال فرض ضوابط على إصدار وثائق هوية وسفر آمنة وصالحة.",0
"2322","لقد ترك غالبية الأطفال الذين كانوا مرتبطين سابقًا بالجماعات المسلحة في نيبال الجماعات المسلحة دون أي تدابير لتعافيهم وإعادة إدماجهم، أو إطار لحمايتهم.",1
"2323","29 - ركزت شرطة البعثة على الأنشطة الرامية إلى ضمان أن يكون لدى جميع المتدربين في شرطة البعثة ودائرة شرطة كوسوفو معرفة عملية بالمعايير الدولية لحقوق الإنسان المتعلقة بإنفاذ القانون.",1
"2324","إن قرار وزارة العدل الذي يخفف هذا الشرط لتسجيل شكاوى الاغتصاب ليس معروفاً لدى معظم وكالات إنفاذ القانون في دارفور.",0
"2325","ومع قلقهم من غياب الحركات المسلحة الرئيسية حتى الآن عن المفاوضات، فقد حثوا على مواصلة التعامل مع الحكومة والحركات غير الموقعة لزيادة شمول عملية السلام.",1
"2326","18 - وستواصل اللجنة، بمساهمة المديرية التنفيذية وبالتعاون الوثيق، حسب الاقتضاء، مع مكتب الدعم التابع لفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، والكيانات ذات الصلة، وكذلك مع مقدمي المساعدة الثنائية والإقليمية الآخرين، القيام بما يلي: تقييم احتياجات المساعدة الفنية بهدف استكشاف سبل تسهيل تقديم المساعدة إلى الدول الأعضاء المعنية.",1
"2327","86. كشفت نتائج التحقيق الأسترالي عن: (أ) أن المجموعة كانت مسافرة إلى جدة كجزء من أداء فريضة الحج؛ (ب) لم يتم اكتشاف أي متفجرات عضوية أو غير عضوية شائعة أو بقايا ما بعد الانفجار في أي من العينات المأخوذة؛ (ج) لم يكن لأي شخص قابلته السلطات الأسترالية فيما يتعلق بهذا التحقيق أي تورط أو علم بأي تورط في اغتيال الحريري. خامساً: تحقيق اللجنة",1
"2328","&#39;5` إعداد جميع المحفوظات المطبوعة وقوائم الجرد لنقلها إلى آلية (آليتي) تصريف الأعمال المتبقية:",0
"2329","10 - وقدمت منظمة حلف شمال الأطلسي قوات إضافية لكفالة تهيئة بيئة آمنة ومأمونة لانتخابات الجمعية الوطنية ومجالس المقاطعات المقرر إجراؤها في 18 أيلول/سبتمبر (انظر الفقرة 15).",1
"2330","&#39;2` نزع سلاح جميع الجماعات والميليشيات المسلحة في شرق جمهورية الكونغو الديمقراطية، باستخدام جميع الوسائل اللازمة؛",1
"2331","12 - الحالة في بوروندي (25 تشرين الأول/أكتوبر 1993؛ 5 تموز/يوليه 2012).",0
"2332","يتطلب هذا القطاع حماية خاصة ضد تمويل الإرهاب، حيث أن إساءة استخدام المنظمات غير الربحية يمكن أن تؤدي إلى ضرر دائم للمنظمات نفسها ويمكن أن تثبط العطاء الخيري بشكل عام.",1
"2333","ولم يتم الوفاء بهذا الموعد النهائي. ووقع الرئيس غباغبو مرسوما في 20 شباط/فبراير 2008 يضفي الطابع الرسمي على إنشاء فريق عمل لتطوير الإطار.",1
"2334","وحتى في أفغانستان، ورغم أن المسؤولين الأفغان وأعضاء قوات التحالف أبلغوا الفريق بأنهم مقتنعون بأن طالبان تستفيد من الإيرادات الضخمة التي تدرها تجارة المخدرات، فإنه من الصعب تقديم أمثلة ملموسة.",0
"2335","ومع ذلك، في 17 ديسمبر/كانون الأول، أعلن البنك الدولي أنه سيستأنف مشاريعه في القطاع الاجتماعي.",0
"2336","وحتى الآن، تميل المعلومات الواردة إلى تأكيد وجهة نظرها بأن تقديم أمثلة على تمويل الإرهاب قد يكون له مساوئ أكثر من السماح للمصرفيين ذوي الخبرة بالاعتماد على معرفتهم وحدسهم فيما يبدو غريبا.",1
"2337","17 - يطالب جميع الأطراف في عمليتي غوما ونيروبي باحترام وقف إطلاق النار وتنفيذ التزاماتها بفعالية وبحسن نية، ويدعو جميع الجماعات المسلحة إلى إلقاء أسلحتها فورا وتسليم نفسها دون مزيد من التأخير أو شروط مسبقة إلى السلطات الكونغولية والحكومة الكونغولية. بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية من أجل نزع سلاحهم وإعادتهم إلى الوطن وإعادة توطينهم و/أو إعادة إدماجهم، حسب الاقتضاء؛",1
"2338","ويدين مجلس الأمن كذلك الإرهاب بجميع أشكاله ومظاهره، أيا كان مرتكبوه وأيا كان مرتكبوه.",0
"2339","وتقوم البعثة أيضا بمساعدة المفرزة الأمنية المتكاملة في إنشاء مكتبة مرجعية ستتضمن مواد دعم تعليمية لتدريب أفراد المفرزة في المستقبل.",1
"2340","وتحدد المذكرة المفاهيمية الطريق للمضي قدماً في التقييم المشترك للاحتياجات الصومالية، وتتضمن مشاركة كبيرة من جانب الصوماليين في هذه العملية، باعتبارهم نظراء في الحكومة وفي المناطق وخبراء دوليين من الصوماليين في الشتات.",1
"2341","كما دعمت عمليات هذه الجماعات جهود حركة طالبان الأفغانية في زعزعة استقرار أفغانستان.",0
"2342","(و) تتلقى اللجنة المساعدة في الاضطلاع بولايتها من المديرية التنفيذية للجنة مكافحة الإرهاب، في إطار التوجيه السياساتي الصادر عن الجلسة العامة.",1
"2343","105 - لم تبلغ أي دولة اللجنة عن أي محاولة لخرق حظر الأسلحة، لكن الفريق لاحظ عدة حالات يكون فيها التنفيذ الفعال لحظر الأسلحة معقدا بسبب عوامل مثل وجود كيانات مرتبطة بتنظيم القاعدة في مرحلة ما بعد الحرب العالمية الثانية. منطقة الصراع أو في المناطق الخارجة عن سيطرة الحكومة، على سبيل المثال في الصومال وأفغانستان.",0
