"ar"	"VerCoop"
":: إبراز الممارسات السليمة في التصدي للمخاطر المحددة وفي تلبية احتياجات اللاجئين والمشردين داخليا وعديمي الجنسية من النساء والفتيات، وفي الاستجابة لقدراتهن وأولوياتهن لدى فرارهن وأثناء تشردهن ولدى عودتهن، بما فيها الاحتياجات الخاصة للفئات المختلفة من النساء والفتيات اللائي يتعرضن لأشكال متعددة ومتداخلة من التمييز، بالتشاور مع منظمات المجتمع المدني المحلية والنساء والفتيات أنفسهن"	0
"ونلاحظ أيضا أن تصاعد مسلسل العنف يضطر سكان مناطق بأكملها إلى الرحيل فرارا من العنف."	0
"كما حوّل غوليا أموالا إلى بوبي ساربي عن طريق ويسترن يونيون Western Union، بواسطة أخيه في أبيدجان، جان نويل أدونيس تيكواي."	0
"وعلاوة على ذلك، فإن الجماعات المسلحة المتنقلة التي تعتمد على أعمال اللصوصية تميل إلى أن تكون أكثر وحشية في أساليبها، نظرا لتضاؤل الحافز لديها لإرساء قواعد الدعم الشعبي محليا()."	0
"وخلال الفترة المشمولة بالتقرير، انصبّ تركيز العنصر الشرطي للبعثة على تدريب جهاز شرطة جنوب السودان في مجال تأمين الاستفتاء وعلى مساعدة الجهاز في وضع خططه لتأمين الاستفتاء."	0
"وأشجع حكومة العراق على الإسراع باتخاذ المزيد من الخطوات العملية صوب الوفاء بالتزاماتها بموجب الفقرة 14 من قرار مجلس الأمن 1284 (1999)."	1
"\"ويشدد على أنه لا ينبغي لأي محاولة لزعزعة استقرار لبنان أن تحول دون إجراء انتخابات رئاسية حرة ونزيهة، دون إبطاء، بما ينسجم وقواعد الدستور اللبناني، دون أي تدخل أو تأثير أجنبيين وفي ظل الاحترام الكامل للمؤسسات الديمقراطية."	1
"121 - احتل مقاتلو الحركة أماكن عامة مختلفة."	0
"\"ويرحب مجلس الأمن بالخطوات المتخذة لتنفيذ نهج معزز وشامل ومتسم بطابع إقليمي أكبر تجاه الحالة الإنسانية، بما في ذلك تقديم المساعدة إلى ضحايا العنف الجنسي وغيره من الاعتداءات، ويحث على إحراز المزيد من التقدم في هذا الصدد."	1
"\"ويسلّم مجلسُ الأمن بالحاجة إلى إيلاء مزيد من الاهتمام المنهجي لتنفيذ الالتزاماتِ المتعلقة بالمرأة والسلام والأمن فيما يقوم به المجلس من أعمال، وذلك لضمان تعزيز مشاركة المرأة في منع نشوب النزاعات وتسويتها وفي جهود بناء السلام ومواصلة إدماج المنظورات الجنسانية الملائمة في ولايات بعثات الأمم المتحدة لحفظ السلام المعنية وفي مجالات مواضيعية أخرى ذات صلة بالسلام والأمن."	1
"وبالإضافة إلى ذلك، سافر فريق الرصد مرتين إلى بلجيكا، مرة لحضور ندوة منظمة الطيران المدني الدولي، ومرة للاجتماع مع ممثلي منظمة الجمارك العالمية؛ وسافر كذلك إلى فرنسا لحضور اجتماع للخبراء بشأن الجزاءات المالية المحددة الأهداف نظمته فرقة العمل المعنية بالإجراءات المالية ولحضور الاجتماع العام الثالث لفرقة العمل."	1
"ووضعت كل الدول تشريعات وتدابير لتنظيم ورصد إنتاج الأسلحة والمتفجرات وبيعها ونقلها. غير أن المعلومات المقدمة ليست كافية لإجراء تقييم لفعالية تنفيذها."	1
"651- كذلك توصي اللجنة بأن تشمل التدابير التي تتخذ لكسر حلقة الإفلات من العقاب ممارسة الدول الأخرى للولاية القضائية العالمية كما ورد ذكره في موضع آخر من هذا التقرير."	1
"قدم وكيل الأمين العام للشؤون القانونية والمستشار القانوني، نيكولا ميشال، في 2 أيار/مايو إحاطة إلى المجلس بشأن الرحلة التي أجراها مؤخرا إلى لبنان وحث أعضاء المجلس على تلبية الحاجة إلى سد الفراغ والمساعدة على إنشاء المحكمة الخاصة للبنان."	1
"40 - وخلال الشهر والنصف الماضيين بذلت السلطات الهاييتية بعض المحاولات الأولية لمعالجة قضايا إدارة العدل وقضايا الاعتقال."	0
"15 - واصل المراقبون العسكريون لبعثة مراقبي الأمم المتحدة في جورجيا المهام المكلفين بها عن طريق تسيير دوريات برية يومية وأمانة اتصالات مع السلطات المحلية والتنسيق مع قوة حفظ السلام الجماعية التابعة لرابطة الدول المستقلة، وكذا مع وكالات إنفاذ القانون من الجانبين."	0
"ويستنتج من تعريف النزاع الدولي الوارد أعلاه أن النزاع غير الدولي نزاع لا يشمل دولتين."	0
"ويرى الفريق أن من أهم مواطن قوة اللجنة أنها تعمل بتوافق الآراء، وأن اللجوء إلى إجراءات التصويت المتبعة في مجلس الأمن على صعيد اللجنة من شأنه أن يقوض ممارسة هامة من ممارسات العمل."	1
"في وقت إعداد هذا التقرير، تمتلك وحدة مكافحة الفساد القدرة على التحقيق في القضايا."	0
"(و) أن تتعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن ومع اللجنة المنشأة عملا بالفقرة 6 من قراره 1373 (2001)؛"	1
"\"يشكر مجلس الأمن الأمين العام على تقريره المؤرخ 3 آب/أغسطس 2004، الذي أعيد إصداره في 23 آب/أغسطس 2004 (S/2004/616)، ويعيد تأكيد الأهمية الحيوية التي يوليها المجلس لتعزيز العدالة وسيادة القانون، والمصالحة الوطنية في مرحلة ما بعد الصراع."	1
"وفي 16 كانون الأول/ديسمبر، قدم رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1591 (2005) بشأن السودان والممثل الدائم لكولومبيا، نيستور أوسوريو، تقريرا إلى المجلس عن 90 يوما من عمل اللجنة."	0
"\"ولا يزال مجلس الأمن يساوره بالغ القلق إزاء ما تشكّله أعمال القرصنة والسطو المسلح في عرض البحر من خطر يهدد الملاحة الدولية، وسلامة الطرق البحرية التجارية، والأمن والتنمية الاقتصادية للدول في المناطق المعنية، كما يهدد سلامة ورفاه البحارة وغيرهم، بما في ذلك تعرضهم للاحتجاز كرهائن، وإزاء زيادة العنف الذي يستخدمه القراصنة والأشخاص الضالعون في أعمال القرصنة والسطو المسلح في عرض البحر. ويدين مجلس الأمن بأشد العبارات أخذ الرهائن واستعمال العنف ضدهم، ويهيب بالدول أن تتعاون أيضا، حسب الاقتضاء، على كفالة الإفراج المبكر عن الرهائن، بما في ذلك عن طريق تبادل المعلومات والاستخبارات."	0
"وسيحتاج تنفيذ التغييرات في هيكل الشرطة في البوسنة والهرسك دعما من خبراء الشرطة الدولية."	1
"ولهذا الغرض، أشير إلى أن القادة اللبنانيين استأنفوا الحوار الوطني، الذي تتمثل ولايته الرئيسية في وضع استراتيجية دفاع وطني يكون من شأنها معالجة القضية الهامة المتمثلة في الأسلحة الموجودة خارج نطاق سيطرة الدولة، بعد أحداث أيار/مايو 2008."	1
"٢٣ - ومن ناحية أخرى، تؤكد الهيئة مجددا عزمها الاستمرار في مكافحة الآثار الضارة لتغير المناخ."	1
"ويسرّني أن ألاحظ أن المجلس أقر بأهمية زيادة التنسيق وتبادل المعلومات بين الجهات المعنية برصد حظر توريد الأسلحة."	1
"في 12 تشرين الثاني/نوفمبر، اتخذ المجلس بالإجماع القرار 2184 (2014)، الذي جدد به المجلس الإذن للدول والمنظمات الإقليمية بمكافحة القرصنة والسطو المسلح في البحر قبالة سواحل الصومال لمدة 12 شهرا إضافية. وأكد القرار الحاجة إلى تحرك شامل للتصدّي للقرصنة، بما في ذلك معالجة الأسباب الكامنة وراء هذه الظاهرة؛ ودعا إلى الإفراج الفوري وغير المشروط عن جميع الرهائن الذين يحتجزهم القراصنة الصوماليون؛ وحث جميع الدول على كفالة أن تراعى في أنشطة مكافحة القرصنة الحاجة إلى حماية النساء والفتيات، وخصوصا من الاستغلال."	0
"وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،"	0
"المقرر عقدها يوم الأربعاء، 30 تشرين الثاني/نوفمبر 2005، الساعة 45/10 صباحا"	0
"ولئن كانت زيادة التعاون الدولي في مجالات إنفاذ القانون والاستخبارات والدبلوماسية، وتحسين نظم مراقبة الحدود في الدول الأعضاء، عنصرين يسهمان كلاهما في زيادة صعوبة سفر الإرهابيين، فإن السبيل إلى تنفيذ نظام الجزاءات بنجاح يكمن في مدى دقة التفاصيل المدرجة في القائمة الموحدة."	0
"وأعرب أعضاء المجلس أيضا عن تصميمهم على مواصلة التعاون مع الحكومة لترسيخ التقدم الذي أُحرز والعمل على إشاعة جو مستقر لإقامة الحكم الديمقراطي وتحقيق النمو الاقتصادي وتقديم المساعدات الإنسانية. آسيا"	1
"وتقدر ميزانية عام 2010 بنحو 637 مليون دولار."	0
"ولعل أفضل طريقة لها هي التوعية بالفرص التي تتيحها أساليب الدفع الجديدة لنقل الأموال دون إمكانية الكشف عنها وبعيدا عن الضوابط الحكومية."	1
"وضربت إحدى الدول مثالاً بالأشخاص الذين مُنِعوا من الدخول على مدى العقد الماضي بسبب الاشتباه في ضلوعهم في أنشطة إرهابية دولية."	0
"''ويؤكد مجلس الأمن من جديد أن على الدول الأعضاء أن تضمن امتثال أي تدابير تتخذها بغية مكافحة الإرهاب لميثاق الأمم المتحدة ولكل ما يقع عليها من التزامات أخرى بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الدولي الإنساني."	1
"وأخيرا، شددت الجلسة على ضرورة الترحيب بفكرة إنشاء آليات مبتكرة والعمل على إنشاء نُظم شاملة يعزز بعضها بعضا، تربط المحكمة الجنائية الدولية بأي محكمة مختلطة قد تُنشأ مستقبلا، وبالهيئات الوطنية، وكذلك المحاكمات الجنائية وبرامج الجبر."	1
"الحزب الكاريني التقدمي الوطني/الجيش الكاريني"	0
"31 - ورحب كل من الدول والعديد من العناصر الفاعلة الدولية بانفتاح عملية الاستعراض الشامل وحثت لجنة القرار 1540 على أن تواصل هذا النهج وأن تزيد من جهودها المفيدة بالفعل من أجل تحقيق الشفافية وسياسة الشمول."	1
"يؤكد مجلس الأمن من جديد أهمية مبدأ عدم الإعادة القسرية، وحق اللاجئين في العودة طوعا إلى [البلد المتضرر]، ويشجع البلدان المجاورة [للبلد المتضرر] على حماية جميع الأشخاص الفارين من العنف في [البلد المتضرر]، بما في ذلك [شعب من منطقة محددة في المنطقة]. ويحث جميع الدول الأعضاء، استنادا إلى مبادئ تقاسم الأعباء، على دعم هذه البلدان في مساعدة اللاجئين والمجتمعات المحلية المتضررة ..."	1
"68 - فحص الفريق حركة مغادرة ووصول الرحلات الجوية غير الخاضعة لجدول زمني إلي كوت ديفوار. وتم أيضا فحص إحصاءات حركة الطيران إلى البلدان المجاورة مثل غينيا ومالي وبوركنا فاسو وغانا. ولم يجد الفريق من خلال هذا الفحص أي رحلات جوية مشبوهة خلال فترة الحظر (ابتداء من 15 تشرين الثاني/نوفمبر 2004)."	0
"ويرى الأمين العام أن وثائق التفويض هذه سليمة."	0
"واضطلعت الدول الثلاث التي زارتها اللجنة بدور نشط في إنشاء وكالات و/أو وحدات شرطة متخصصة في مكافحة الإرهاب وعملت على كفالة تزويد تلك الوحدات بما يلزم من تدريب وأدوات لأداء مهامها في مجالات متنوعة تتصل بمكافحة الإرهاب."	1
"(ب) تشجيع الدول على اعتماد تدابير عملية واستراتيجيات وطنية لقمع أنشطة التجنيد التي تقوم بها الجماعات الإرهابية، مع التقيّد في الوقت ذاته بما يتعلّق بالأمر من التزامات في مجال حقوق الإنسان؛"	1
":: إنفاذ الإجراءات التأديبية العسكرية المناسبة والتقيد بمبدأ مسؤولية القيادة."	0
"وأكد استعداد الأمم المتحدة لتقديم الدعم لاستراتيجية الاتحاد الأفريقي الإقليمية المتعلقة بجيش الرب للمقاومة."	0
"7 - يدعو الدول كافة إلى الامتناع عن إجراء تفجيرات نووية تجريبية، وإلى توقيع معاهدة الحظر الشامل للتجارب النووية والتصديق عليها حتى تدخل المعاهدة حيز النفاذ في موعد مبكر؛"	1
"ويشدد المجلس على ضرورة التزام جميع الأطراف باحترام وصون أمن مخيمات اللاجئين والمشردين داخليا وطابعها المدني."	1
"اسم صاحب المطالبة: Adel Behbehani General Trading Co. W.L.L"	0
"وهذه الحالة لا تصور فحسب حدوث عمليات قتل المدنيين بأعداد كبيرة، بل تصور أيضا عمليات الاحتجاز المخالف للقانون والمصحوبة بعمليات الإعدام العاجلة والاغتصاب وغير ذلك من التجاوزات."	0
"تدريب العاملين في حفظ السلام يطلب إلى الأمين العام أن يكفل توفير الدعم التقني، في مرحلة ما قبل الانتشار وفي الميدان، للبلدان المساهمة بالقوات والشرطة في [البعثة]، بحيث يشمل توجيه الأفراد العسكريين وأفراد الشرطة وتدريبهم على حماية المدنيين من الأخطار المحدقة بهم واتخاذ التدابير المناسبة، بما في ذلك في مجال حقوق الإنسان والعنف الجنسي والقضايا الجنسانية."	1
"ولئن كان دور الترابي وتأثيره فيما يتعلق بحركة العدل والمساواة لا يزالان غير واضحين، فقد قيل إن الترابي، عقب إطلاق سراحه مبدئيا في تشرين الأول/أكتوبر 2003 بعد أن أمضى سنتين في السجن، اعترف بوجود صلات بين حزبه والحركة."	0
"وكان قصف المناطق المحيطة بالقرية يتم فيما يبدو بغرض تسهيل عملية نهب وتدمير القرية على أيدي الجنجويد والقوات المسلحة التابعة للحكومة العاملة على الأرض."	0
"77 - فتحت نهاية فترة الانتقال في الصومال لشعب هذا البلد عهدا جديدا مليئا بالتطلعات ومفعما بروح التفاؤل والأمل."	0
"3 - السفير مارتان تشونغونغ أيافور (الكاميرون)."	0
"وكما جاء في بيان صدر في آذار/مارس 2003 صاغت فيه الحركة سياستها، فإن \"حركة/جيش تحرير السودان حركة وطنية تستهدف، هي والجماعات السياسية ذات الفكر المماثل، معالجة وحل المشاكل الأساسية التي يواجهها السودان في مجموعه."	0
")أ( تعيين شخصيات من المعارضة الطاجيكية الموحدة في مناصب على كافة مستويات الفرع التنفيذي - نهاية أيلول/سبتمبر؛"	0
"ويشتبه في أن جميع هؤلاء الأفراد الجنجويد الذين حددتهم اللجنة بصفتهم فاعلين شنوا هجمات عشوائية على المدنيين والتي تعتبر جريمة حرب."	0
"إبلاغ أسباب رفع الاسم من القائمة وإبقائه فيها"	0
"المقرر عقدها يوم الأربعاء، 19 شباط/فبراير 2014، الساعة 10:00"	0
"غير أن الدراسة تشير أيضا إلى أن العديد من الدول ما زالت تواجه تحديات خطيرة في مجال الملاحقة القضائية في قضايا الإرهاب، وإنشاء منابر إقليمية فعالة للتعاون الدولي في المسائل الجنائية، والامتثال للالتزام بتجميد أصول الإرهابيين، ومنع تمويل الإرهاب بواسطة أساليب الدفع الجديدة وحملة النقدية واستغلال المنظمات غير الربحية لهذا الغرض، وكفالة امتثال تدابير مكافحة الإرهاب للالتزامات المنصوص عليها في القانون الدولي، بما في ذلك قانون حقوق الإنسان."	0
"وحث المجلس السودان وجنوب السودان على أن ينفذا تماما التزاماتهما بموجب اتفاق 29 حزيران/يونيه 2011، المتعلق بإنشاء منطقة حدودية آمنة منزوعة السلاح، واتفاق 30 تموز/يوليه 2010، بشأن إنشاء آلية مشتركة لرصد الحدود والتحقق منها، وحث الحكومتين على التعاون التام فيما بينهما وتقديم كامل الدعم لقوة الأمم المتحدة الأمنية المؤقتة لأبيي لتمكينها من الاضطلاع بولايتها."	1
"عبد العزيز عبد العزيز (الولايات المتحدة الأمريكية)"	0
"وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،"	0
"قرار مجلس الأمن 1894 (2009)، الفقرة 31 من المنطوق"	0
"وهو يوصي على وجه الخصوص بأن تعدل اللجنة الفقرة 6 '1` من مبادئها التوجيهية() بحيث تستعرض تلقائيا في كل عام أسماء الأفراد الذين ثبتت وفاتهم، بالإضافة إلى أي أسماء تختارها اللجنة من مجموعة القيود التي لم يجر تحديثها خلال أربع سنوات أو أكثر، ما لم يطلب أحد أعضاء اللجنة تحديدا عدم النظر في اسم أحد الأشخاص الذين أفادت التقارير بوفاتهم."	1
"96 - عانت دول المنطقة دون الإقليمية لغرب آسيا من عدد كبير من الهجمات الإرهابية. وقد اتخذت خطوات علاجية هامة، بما في ذلك تعزيز تشريعاتها في مجال مكافحة الإرهاب."	0
"ففي غرب دارفور على سبيل المثال، هاجمت قوات المتمردين مركزا للشرطة في تنغافوكا، في تشرين الأول/أكتوبر 2003."	0
"60 - وثمة جانب آخر يتعلق ببند الاستثناءات الإنسانية يمكن أن يكون موضع إشكال، وهو أن الدولة التي يقيم فيها الطرف المدرج في القائمة هي من يقرر تلقي اللجنة أو عدم تلقيها لالتماس مقدم بموجب القرار 1452 (2002)، لأن الفرد العادي أو الكيانات الخاصة لا يسمح لهما بتقديم التماس إلى اللجنة مباشرة()."	0
"52 - يكرر تأكيد ضرورة تعزيز التعاون الجاري بين اللجنة ولجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)، إضافة إلى أفرقة الخبراء التابعة لكل منها بسبل منها، حسب الاقتضاء، تعزيز تبادل المعلومات والتنسيق بشأن زيارات البلدان كل حسب ولايته، وتيسير المساعدة التقنية ورصدها، والعلاقات مع المنظمات والوكالات الدولية والإقليمية، وبشأن سائر المسائل التي تهم اللجان الثلاث جميعها، ويعرب عن اعتزامه تقديم توجيهات للجان فيما يتعلق بالمجالات ذات الاهتمام المشترك بغرض تنسيق جهودها وتيسير هذا التعاون على نحو أفضل، ويطلب من الأمين العام أن يتخذ جميع الترتيبات اللازمة لكي تتمكن الأفرقة من العمل في أقرب وقت ممكن في مكان مشترك؛"	1
"12 - يطلب بصفة خاصة أن تقوم البعثة بإطلاع فريق الخبراء على ما لديها من معلومات، ولا سيما عن الدعم الذي تتلقاه الجماعات المسلحة وتجنيد الأطفال واستخدامهم واستهداف النساء والأطفال في حالات النزاعات المسلحة؛"	0
"وفي وقت ما بين الساعة 15/13 و30/13، أخبره المقدم أحمد الأسير بالانفجار وأن موكب السيد الحريري كان هو الهدف."	0
"رسالــة مؤرخـة ١٧ كانون اﻷول/ ديسمبر ١٩٩٨ موجهة"	0
"ووضعت الدولتان الأخريان منذ أكثر من خمسة أعوام، قوانين لمكافحة الإرهاب ولكن لم تبلغ عن أي تحقيقات أو محاكمات أجريت في هذا الصدد."	0
"وضع خطة عمل جنسانية في الإدارة لإدراج المنظور الجنساني في أنشطة منع نشوب الصراعات، وحفظ السلام، وصنع السلام."	1
"\"ويرحب مجلس الأمن بإنشاء آلية وطنية للرقابة من جانب رئيس جمهورية الكونغو الديمقراطية جوزيف كابيلا، على النحو المطلوب في إطار السلام والأمن والتعاون والقرار 2098 (2013)، ويدعو رئيس جمهورية الكونغو الديمقراطية إلى ضمان شفافية وشمول هذه الآلية."	1
"وحوالي الساعة 30/12 ظهرا، تحدث كل من السيد مالك والعقيد ريس، كبير المستشارين العسكريين الذي استمع أيضا إلى الاتصال اللاسلكي، على انفراد مع الممثل الخاص للأمين العام. وطلب كلاها السماح بالتدخل واستجيب لطلبهما."	1
"السفيـر جـان - مـارك دو لا سابليـيـر (فرنسا)"	0
"وفي كينيا، حوكم 160 فردا مشتبها في كونهم قراصنة، بينما لا يزال 4 آخرون قيد المحاكمة."	0
"لقد ندد العديد من القادة الدوليين، بمن فيهم رؤساء الدول وممثلو الأمم المتحدة وأغلبية أعضاء مجلس الأمن، تنديداً بتلك الأساطيل التي توجهت إلى غزة خلال العام الماضي، وشددوا على ضرورة الاكتفاء بنقل الإمدادات الإنسانية إلى المنطقة عن طريق القنوات القائمة."	1
"وأوصى مجلس الإدارة العليا بالتغييرات القانونية المناسبة مما نشأ عنه إزاحة العقبة القانونية التي كانت تحول دون التقدم داخل الوزارة."	0
"وهو القرار الذي فُرض بموجبه، منذ تاريخ صدوره، حظر على الروابط التجارية والاقتصادية والمالية، والروابط القائمة في مجال النقل وغيره من المجالات الأخرى، مع أبخازيا، على مستوى الدول."	0
"وأكدت الهيئة مجددا التزامها الثابت بالتضامن وبالمبادئ المقدسة للديمقراطية والسلام والاستقرار والحكم الرشيد لتحقيق الاستقرار وأقصى درجات التكامل في المنطقة."	1
"وكما ورد في قرار مجلس الأمن 1535 (2004) وتقرير لجنة مكافحة الإرهاب بشأن تنشيط أعمالها (S/2004/124)، تتطلع لجنة مكافحة الإرهاب إلى إقامة علاقة وثيقة وتعاونية مع المدير التنفيذي وموظفيه بهدف تعزيز قدرة اللجنة على الرصد الفعال لتنفيذ جميع الدول الأعضاء للقرار 1373 (2001)."	1
"وفي وقت مبكر من هذا الشهر، عمم رئيس الوزراء فياض ملخصا للخطة الفلسطينية المتعلقة بالإصلاح والتنمية للفترة 2008-2010."	0
"وتُصنف المرافق والمواقع داخل المباني إلى عدة فئات حسب أهميتها."	0
"واستمع المجلس والبلدان المساهمة بقوات وأفراد الشرطة إلى إحاطات قدمها إدموند ميليه الأمين العام المساعد لشؤون عمليات حفظ السلام وأبهيجيت غوها نائب المستشار العسكري، وأندرو كاربنتر المستشار المعني بشؤون الشرطة بالإنابة."	1
"وعلاوة على ذلك، فإن تبادل المعلومات بشأن التعاون فيما بين الوكالات، وأنشطة الإنفاذ، والتخطيط للتنفيذ الطوعي، وبيانات الجدول الزمني كانت من بين التدابير المقترحة الأخرى لتحسين تفهم اللجنة لتدابير التنفيذ الوطني وفقا للقرار 1540 (2004)."	1
"وأفيد أن حركة الشباب استطاعت أن تحصل على دعم من الشبكات الإرهابية الدولية الأخرى."	1
"8 - ينبغي للمنظمات الإقليمية ودون الإقليمية أن تعمل مع لجنة مكافحة الإرهاب والمنظمات الدولية الأخرى من أجل تسهيل تبادل أفضل الممارسات في مجال مكافحة الإرهاب، وأن تساعد أعضاءها على الوفاء بالتزامهم بمكافحة الإرهاب؛"	1
"وسيقوم الطرفان، ضمن إطار مفوضية الأمم المتحدة لشؤون اللاجئين، بمزيد من الدراسة لإجراء زيارات عائلية بطريق البر."	0
"وإذ يشجع الطرفين في هذا السياق على إظهار المزيد من الإرادة السياسية للمضي قدما صوب التوصل إلى حل، وذلك بطرق منها توسيع نطاق نقاشهما حول ما يطرحه كلاهما من مقترحات،"	1
"45 - وينبغي لحكومة نيبال أن تكفل وضع تدابير كافية لحماية الأطفال الضحايا والشهود، والأطفال المتهمين بارتكاب جرائم في سياق النزاع، وأن تشرك كذلك الأطفال في أي أنشطة للعدالة الانتقالية لضمان الاطلاع على التجارب التي عاشوها خلال النزاع."	1
"(أ) الاتفاقية الخاصة بالجرائم وبعض الأفعال الأخرى المرتكبة على متن الطائرات لعام 1963؛"	0
"(ح) مواصلة تعزيز الجهود الرامية إلى رفع درجة الوعي لدى البرلمانيين وغيرهم من صناع القرار الرفيعي المستوى؛"	1
"وبالإضافة إلى ذلك، ستواصل البعثة حماية موظفي الأمم المتحدة وأصولها وللقيام، وفقا لولايتها الحالية، وشريطة توفير الأصول الكافية من الطيران للتصدي لأعمال العنف التي تشكّل تحدّيا أمام حماية المدنيين خلال فترة الانتخابات."	0
"وتشير تقارير مثيرة للقلق إلى أن عددا محدودا من الأطفال الذين أفرج عنهم بشكل غير رسمي من مواقع التجميع جندوا من جديد قسرا من قبل الجيش الماوي أو منظمات الحزب الشيوعي النيبالي (الماوي). وتم توثيق 12 حالة خلال الفترة المشمولة بالتقرير."	0
"لقد أمضيت أربعة أيام في أفغانستان في نهاية شهر حزيران/يونيه لتقييم الحالة الإنسانية، نظرا للشواغل المتزايدة بشأن صعوبة الأوضاع الإنسانية ومسألة حماية المدنيين."	0
"وإذ يشيـر إلى الحق في حرية التعبيـر المنصوص عليه في المادة 19 من الإعلان العالمي لحقوق الإنسان الذي اعتمدته الجمعية العامة في 1948 (''الإعلان العالمي``)، وإذ يشيـر أيضا إلى الحق في حرية التعبيـر المنصوص عليه في المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية الذي اعتمدته الجمعية العامة في 1966، وإلى أن أي قيـود تفرض في هذا الصـدد يجـب ألا تتجـاوز القيـود المفروضـة بنص القانـون وأن تكون ضرورية للأسبـاب المبـيـنـة في الفقرة 3 من المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية،"	1
"وكان مما يثبط العزم الشعور بما يحسون به من إحباط وخيبة أمل."	0
"وحسبما ذهبت إليه عن حق دائرة الاستئناف في المحكمة الجنائية الدولية ليوغوسلافيا في قضية Krstić (الاستئناف) فإن \"جريمة الإبادة الجماعية واحدة من أبشع الجرائم التي عرفتها البشرية، وتنعكس خطورتها في صرامة المتطلبات فيما يتعلق بالاستدلال على قصد محدد."	1
"وإذ يؤكد أن الجزاءات تشكل بموجب ميثاق الأمم المتحدة أداة هامة في صيانة السلام والأمن الدوليين واستعادتهما، وإذ يشدد في هذا الصدد على ضرورة التنفيذ الصارم للتدابير الواردة في الفقرة 1 من هذا القرار بوصفها أداة هامة في مكافحة الأنشطة الإرهابية،"	0
"11 - ويمكن أن تختلف عمليات التفتيش الموقعي من حيث التواتر ودرجة التدخل."	0
"2 - يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة غير تابعة لدولة صنع الأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها، أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استعمالها، لا سيما في الأغراض الإرهابية، كما تحظر محاولات الانخراط في أي من الأنشطة الآنفة الذكر أو الضلوع كشريك فيها أو المساعدة على القيام بها أو تمويلها؛"	1
"19 - يكرر تأكيد الحاجة إلى مواصلة تحسين التعاون الجاري بين لجنة القرار 1540، ولجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان، ولجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، بسبل منها، حسب الاقتضاء، تعزيز تبادل المعلومات، والتنسيق بشأن الزيارات إلى الدول، كل في إطار ولايته، والمساعدة التقنية وسائر المسائل التي تهم اللجان الثلاث جميعها؛ ويعرب عن اعتزامه تقديم التوجيه للجان فيما يتعلق بالمجالات ذات الاهتمام المشترك من أجل تنسيق جهودها على نحو أفضل؛"	1
"وزارة الداخلية والعدل"	0
"رئيس الإنترهاموي السابق في بلدة غيسيني"	0
"المقرر عقدها يوم الأربعاء، 28 تشرين الأول/أكتوبر 2009، الساعة 55/12"	0
"وعاش غونـزالو بويه في شيلي وألمانيا والمملكة المتحدة وإسبانيا."	0
"واتفقت السلطات على أن المنحدرين من أصل ألباني كانوا ضحية تمييز اجتماعي ومؤسسي وسلمت بأن تدابير بناء الثقة، مثل إدماج المنحدرين من أصل ألباني في صفوف قوة الشرطة المحلية وزيادة نسبة التمثيل في المؤسسات السياسية، ستقطع شوطا كبيرا في اتجاه التخفيف من حدة التوترات واستتباب الاستقرار في المنطقة على مدى أطول."	1
"وأعرب عن استمرار قلقه من الإجراءات الانفرادية والقيود والاستفزازات في الأماكن المقدسة في القدس."	0
"\"ويعيد مجلس الأمن تأكيد الأحكام ذات الصلة بالموضوع من الوثيقة الختامية لمؤتمر القمة العالمي لعام 2005 فيما يخص حماية المدنيين في النزاعات المسلحة، بما في ذلك فقرتاها 138 و 139 المتعلقتان بالمسؤولية عن حماية السكان من الإبادة الجماعية وجرائم الحرب والتطهير العرقي والجرائم المرتكبة ضد الإنسانية."	1
"ودعا بعض أعضاء المجلس إلى بذل مزيد من الجهود لإعادة الطرفين إلى طاولة المفاوضات من أجل بلوغ الحل القائم على وجود دولتين، وقالوا إن المستوطنات الإسرائيلية تقوّض إمكانية إحلال السلام."	1
"ومع أنه يعتقد أن فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لديها دور هام، ينبغي الإقرار بأن لجان مكافحة الإرهاب التابعة للمجلس قد كثّفت من الأعمال المتعلقة بهذه المسألة ورفعت درجة فعاليتها عن طريق نظم الإبلاغ وبعثات التقييم وتيسير المساعدة الفنية."	1
"بعد إطلاعه على مذكرة الأمانة العامة،"	0
"أما القتل المتعمد للمقاتلين المحتجزين فيشكل جريمة حرب."	0
