"","en_ar_DEEPL","MatCoop"
"2405","في الجلسة 4132، المعقودة كجلسة خاصة في 25 نيسان/أبريل 2000، نظر مجلس الأمن في الحالة المتعلقة بجمهورية الكونغو الديمقراطية.",0
"2406","19. وجرمت دولتان تمويل الإرهاب، بينما أدخلت خمس دول أخرى بعض الأحكام القانونية لمعالجة هذه المسألة.",1
"2407","وترد الأحكام القانونية المتعلقة بمسائل غسل الأموال في المواد من 12 إلى 15 من المرسوم بقانون رقم 59 لسنة 2003، على النحو التالي:",0
"2408","ومنذ ذلك الحين، تضاعف عددهم إلى 16 مراقباً بالإضافة إلى مستشارها الخاص، ويجري تعيين المزيد من المراقبين ومتطوعي الأمم المتحدة.",1
"2409","إنشاء نظام موحد لإدارة ورصد حالات العنف القائم على نوع الجنس؛ ووضع قائمة مرجعية لكبار المديرين؛ وإعداد تقرير عن التزامات المفوض السامي الخمسة تجاه اللاجئات.",1
"2410","في يوم الانفجار تم استجواب 10 أشخاص، وعلى مدار الشهرين التاليين تم استجواب حوالي 40 شخصًا.",1
"2411","وستحظر اللوائح الجديدة التي تجري صياغتها وفقا للموقف المشترك اقتناء الأصناف والتكنولوجيات المدرجة في المرفق الأول منها (الذي سيشمل الأصناف والتكنولوجيات المذكورة في هذه الفقرة من القرار)، سواء كان منشؤها جمهورية إيران الإسلامية أم لا.",0
"2412","وقد ذكرت الحكومة مرارًا وتكرارًا أن القادة العسكريين تلقوا تعليمات بعدم القصف.",1
"2413","103. وتوجد لدى ست دول هياكل مؤسسية ملائمة وتنسيق بين الوكالات للتعامل مع مسائل مكافحة الإرهاب، ولدى تسع دول أخرى بعض السياسات والإجراءات المعمول بها.",1
"2414","(قرار القمة رقم 537 د.ع (22) د.ع (22) - 28 آذار/مارس 2010)",0
"2415","3. الحالة في قبرص (27 كانون الأول/ديسمبر 1963؛ 24 كانون الثاني/يناير 2013).",0
"2416","وقد سلم السيد برالو، الذي وجهت إليه المحكمة الدولية ليوغوسلافيا السابقة لائحة اتهام بارتكاب جرائم حرب، نفسه في 10 تشرين الثاني/نوفمبر، ونُقل إلى لاهاي في 11 تشرين الثاني/نوفمبر 2004.",1
"2417","يطلب إلى الأمين العام أن يضع مبادئ توجيهية واستراتيجيات فعالة لتعزيز قدرة عمليات الأمم المتحدة لحفظ السلام ذات الصلة، بما يتسق مع ولاياتها، على حماية المدنيين، بمن فيهم النساء والفتيات، من جميع أشكال العنف الجنسي، وأن يدرج بصورة منهجية في تقاريره الخطية المقدمة إلى المجلس عن حالات النزاع ملاحظاته المتعلقة بحماية النساء والفتيات وتوصياته في هذا الصدد.",1
"2418","1. يدين بشكل لا لبس فيه جميع أعمال وأساليب وممارسات الإرهاب بوصفها أعمالا إجرامية وغير مبررة، بغض النظر عن دوافعها، وبجميع أشكالها ومظاهرها، أينما ارتكبت وأيا كان مرتكبوها، ولا سيما تلك التي يمكن أن تهدد السلم والأمن الدوليين؛",0
"2419","وقد أعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمات من البنك الدولي، كتيباً عن الأهداف، يحدد موقف تيمور - ليشتي الحالي ويبين الآثار المترتبة على السياسات لتحقيق الغايات والمؤشرات.",1
"2420","في السياقات التي تفتقر فيها الأنظمة القضائية الوطنية إلى القدرات ولا تزال ضعيفة بسبب النزاع، يبدو أن الآليات شبه القضائية المخصصة هي الحل المناسب - إن لم يكن ضرورياً - للتعامل بنزاهة مع تدفق المطالبات المتعلقة بالنزاع وتزويد الأفراد بإمكانية الوصول إلى أشكال معينة من التعويضات.",1
"2421","وخلال زيارتي إلى لبنان في كانون الثاني/يناير، أوضحتُ لمحاوريّ اللبنانيين في السر والعلن على حد سواء المخاطر الجدية التي يشكلها استمرار وجود هذه الميليشيات في البلاد على استقرار البلاد والسلام الداخلي.",1
"2422","احتفظت قوات الدفاع عن تيمور الشرقية ببعض سجلات الأسلحة التي تم تسليمها إلى 206 مدنيين مسلحين بهذه الطريقة.",0
"2423","13. ستنظم اللجنة اجتماعا خاصا مفتوحا أمام جميع الأعضاء وغيرهم من أصحاب المصلحة المعنيين للاحتفال بالذكرى السنوية العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة، وفقا للقرار 1963 (2010).",0
"2424",":: :: مواصلة وضع مبادرات لحظر التحريض ومنعه، وتحديد أفضل الممارسات وتبادل المعلومات، مع مراعاة الحاجة إلى ضمان امتثال جميع التدابير ذات الصلة لالتزاماتها القانونية الدولية، بما في ذلك التزامات حقوق الإنسان.",1
"2425","يﻻحظ أن هناك حاجة إلى اتخاذ مجموعة من التدابير من جانب المجتمع الدولي لتقاسم العبء الذي تتحمله الدول اﻷفريقية المضيفة لﻻجئين ودعم جهودها الرامية إلى ضمان اﻷمن والطابع المدني واﻹنساني لمخيمات الﻻجئين ومستوطناتهم، بما في ذلك في مجاﻻت إنفاذ القانون، ونزع سﻻح العناصر المسلحة، والحد من تدفق اﻷسلحة في مخيمات الﻻجئين ومستوطناتهم، وفصل الﻻجئين عن غيرهم من اﻷشخاص غير المؤهلين للحماية الدولية التي تمنح لﻻجئين أو الذين ﻻ يحتاجون إلى حماية دولية، وتسريح المقاتلين السابقين وإعادة إدماجهم.",1
"2426","وفي حين أدانت كل من بريشتينا وبلغراد الحادث بشدة ودعتا إلى إلقاء القبض على الجناة، فقد ادعى كل طرف أن الطرف الآخر مسؤول عن إثارة الحادث.",0
"2427","تعيين الأمين العام القادم للأمم المتحدة",0
"2428","يجب وقف الخطوات التي يمكن أن تقوض الثقة أو تضر بنتائج المفاوضات وعكس مسارها.",0
"2429","وتتطلب توصيات البعثة في هذا الصدد دراسة جادة.",0
"2430","اتفاقية جنيف لتحسين حالة الجرحى والمرضى في القوات المسلحة في الميدان، 12/08/1949",0
"2431","وستواصل اللجنة تركيزها على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.",0
"2432","وضع استراتيجيات متعددة القطاعات للاستجابة للعنف القائم على النوع الاجتماعي تشمل مشاركين من قطاعات الصحة والسلامة/الأمن والقطاعات القانونية/العدالة والنفسية والاجتماعية؛ وتنظيم تدريب محلي لزيادة المهارات والقدرات الوطنية في مجال الاستجابة للعنف القائم على النوع الاجتماعي. وضع استراتيجيات استجابة متعددة القطاعات.",1
"2433","بعبارة أخرى، ينظر الضحايا إلى المعتدين على أنهم أشخاص ينتمون إلى مجموعة مختلفة ومعادية.",0
"2434","ومن بين الدول الأربع التي تمت زيارتها، لم تعتمد اثنتان منها حتى الآن مشاريع قوانين مكافحة الإرهاب التي كانت قيد الإعداد منذ عدة سنوات.",1
"2435","ويقبع حالياً ما لا يقل عن 70 عضواً رئيسياً في المؤتمر الشعبي رهن الاحتجاز دون تهمة أو محاكمة، وقد فرّ عدد منهم من السودان إلى المنفى.",0
"2436","وينبغي للجنة ألا تعمل مع الدول على تحسين تشريعاتها المتعلقة بمكافحة الإرهاب فحسب، بل ينبغي أن ترصد أيضاً تنفيذ تلك التشريعات في ضوء المتطلبات الحالية.",1
"2437","1. يقرر أن تمتنع جميع الدول عن تقديم أي شكل من أشكال الدعم للجهات من غير الدول التي تحاول استحداث أسلحة نووية أو كيميائية أو بيولوجية ووسائل إيصالها، أو احتياز هذه الأسلحة والوسائل أو صنعها أو امتلاكها أو نقلها أو تحويلها أو استعمالها;",1
"2438","""ويكرر مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه المتاحة.",0
"2439","579. ثالثا، سيتعلق التحقيق والمقاضاة بأشخاص يتمتعون بالسلطة والهيبة في البلد ويمارسون السيطرة على جهاز الدولة. ويبدو أن إنشاء محكمة خاصة باﻻتفاق بين الحكومة الفعلية واﻷمم المتحدة للتحقيق مع أعضاء تلك الحكومة ذاتها ومﻻحقتهم قضائيا أمر مستبعد.",1
"2440","""ويؤكد مجلس الأمن من جديد مسؤوليته الرئيسية عن صون السلام والأمن الدوليين، وفقا لميثاق الأمم المتحدة، ويسلم بالمسؤولية الرئيسية للدول في القضاء على القرصنة والسطو المسلح في البحر.",0
"2441","وفي ختام الاجتماع، اعتمدت اللجنة وثيقة ختامية تطلعية تحث جميع الدول الأعضاء على ضمان عدم التسامح مطلقا مع الإرهاب واتخاذ إجراءات عاجلة لمنع ومكافحة الإرهاب بجميع أشكاله ومظاهره من خلال التنفيذ الكامل والفعال للقرار.",1
"2442","S/RES/1318(2000)، المرفق السادس من القرار (الفقرة 3)",0
"2443","وقد قام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في اتحاد الوطنيين الكونغوليين من أجل الديمقراطية والتقدم الاجتماعي لإتاحة هذه الأسلحة.",1
"2444","38. وبسبب موسم الأمطار، عُلقت أنشطة الأعمال المتعلقة بالألغام إلى حد كبير حتى أواخر أيلول/سبتمبر، عندما بدأ تنفيذ استراتيجية التوعية بمخاطر الألغام. وتمول الوكالة الأسترالية للتنمية الدولية هذا المشروع.",1
"2445","التعاون مع لجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)",0
"2446","ستُعقد حلقة عمل في تموز/يوليه 2009 للدول الأعضاء في الجماعة الكاريبية بشأن صياغة الردود على لجان مجلس الأمن الثلاث التي تتناول مكافحة الإرهاب.",1
"2447","ووفقًا لمحكمة العدل الدولية، فإن أحكام المادة 3 المشتركة بين اتفاقيات جنيف تشكل معيارًا أدنى ينطبق على أي نزاع مسلح، وتعكس ما أسمته المحكمة في عام 1949 [في قضية قناة كورفو] ""الاعتبارات الإنسانية الأولية"".",1
"2448","وتشاور المشاركون في البعثة المشتركة مع جميع أصحاب المصلحة في بوركينا فاسو لوضع ترتيبات لتسليم السلطة من الجيش إلى مرحلة انتقالية توافقية بقيادة مدنية تؤدي إلى إجراء انتخابات وعودة النظام الدستوري بسرعة.",0
"2449","وتساهم هذه العمليات في تعزيز صورة البعثة فضلاً عن دعم خطة تنفيذ البعثة الخاصة بمكتب الممثل السامي وبناء قدرات السلطات المحلية ووكالات إنفاذ القانون.",1
"2450","تم تشغيل البرنامج في البداية من مكتب في واشنطن العاصمة بالولايات المتحدة الأمريكية ثم انتقل بعد ذلك إلى الدمام بالمملكة العربية السعودية.",0
"2451","الحالة في الشرق اﻷوسط )انظر S/7913، S/7923، S/7923، S/7976، S/8000، S/8048، S/8048، S/8066، S/8015، S/8215، S/8242، S/8252، S/8252، S/8269، S/8502، S/8525، S/8534، S/8564، S/8575, S/8584، S/8584، S/8595، S/8747، S/8753، S/8807، S/8815، S/8828، S/8836، S/8885، S/8885، S/8896، S/8960، S/9123، S/9135، S/9319، S/9382، S/9395، S/9406، S/9427 و Corr. 1, S/9449، S/9449، S/9452، S/9805، S/9812، S/9930، S/10327، S/10341، S/10554، S/10557، S/10703، S/10721، S/10729، S/10743، S/10770/Add.4، S/10770/Add.4 S/10855/Add.15 و 16 و 23 و 23 و 24 و 29 و 30 و 33 و 33 و 41 و 43 و 44؛ S/11185/Add.14-16 و 21 و 42/Rev.1 و 47؛ S/11593/Add.15 و 21 و 29 و 42 و 49، S/11935/Add.21 و 42 و 48؛ S/12269/Add.12 و 13 و 21 و 42 و 48؛ S/12520/Add.10 11 و 17 و 17 و 21 و 37 و 39 و 42 و 47 و 48؛ S/13033/Add.2 و 16 و 19 و 21 و 23 و 34 و 47 و 50؛ S/1373737/Add.15 و 16 و 21 و 24-26 و 33 و 47 و 50؛ S/14326/Add.10 و 11 و 20 و 24 و 28 و 29 و 47 و 50؛ S/14840/Add.8 و 21-25 و 27 و 30-33 و 37 و 42 و 48؛ S/15560/Add.3 و 21 و 29 و 37 و 37 و 42 و 45 و 47 و 48؛ S/16270/Add.6-8 و 15 و 20 و 21 و 34 و 35 و 40 و 47؛ S/16880/Add.8-10 و 15 و 20 و 21 و 41 و 46؛ S/17725/Add.2 و 15 و 21 و 28 و 35 و 38 و 43 و 47؛ S/18570/Add.2 و 21 و 30 و 47؛ S/19420/Add.2-4 و 18 و 19 و 22 و Corr.1, ٣٠ و ٤٨ و ٥٠؛ S/20370/Add.4 و 12 و 16 و 21 و 21 و 30 و 32 و 37 و 44 و 46 و 47 و 51؛ S/21100/Add.4 و 21 و 30 و 47؛ S/22110/Add.4 و 21 و 30 و 47؛ S/23370/Add.4 و 7 و 21 و 30 و 47؛ S/25070/Add.4 و 21 و 30 و 48؛ S/1994/20/Add.3, و 20 و 29 و 47؛ S/1995/40/Add.4 و 21 و 29 و 47؛ S/1996/15/Add.4 و 15 و 21 و 30 و 47؛ S/1997/40/Add.4 و 21 و 30 و 46؛ S/1998/44/Add.4 و 21 و 30 و 47؛ S/1999/25/Add.3 و 20 و 29 و 46؛ S/2000/40/Add.4 و 15 و 20 و 21 و 24 و 29 و 47؛ S/2001/15/Add.5, و 22 و 31 و 48؛ و S/2002/30/Add.4 و 21 و 30 و 50؛ و S/2003/40/Add.4 و 25 و 30 و 51؛ و S/2004/20/Add.4 و 26 و 30 و 35 و 42 و 50؛ و S/2005/15/Add.3 و 6 و 13 و 16 و 16 و 17 و 22-24 و 29 و 42 و 43 و 49 و 50؛ و S/2006/10/Add.3 و 4 و 10 و 10 و 12 و 15 و 19 و 23).",0
"2452","(أ) تقييم تطور المخاطر والتهديدات;",0
"2453","إذا ثبتت إدانة هذا الشخص، فمن واجبهم معاقبة هذا الشخص وتوفير سبل انتصاف فعالة وجبر الضرر للضحايا.",1
"2454","2. الحالة في سيراليون",0
"2455","ومن شأن انتقاد عمل المجلس واللجنة في هذا المجال أن يلطخ نظام الجزاءات المفروضة على تنظيم القاعدة/حركة طالبان برمته، وينبغي ألا يقوض الدعم العالمي الذي حظي به حتى الآن.",0
"2456","10. في 7 أيلول/سبتمبر، عقد الفريق العامل الرفيع المستوى المشترك بين حكومة تشاد والأمم المتحدة اجتماعه الثالث لتقييم الحالة على أرض الواقع فيما يتعلق بحماية المدنيين وتنفيذ التدابير التي اعتمدتها الحكومة من أجل تنفيذ المهام المنصوص عليها في الفقرة 2 من القرار 1923 (2010).",1
"2457","استحدثت ثلاث دول إجراءات تحظر تسليم الأفراد الذين قد يواجهون خطر التعذيب أو الاضطهاد.",1
"2458","(ج) قرر أن تواصل المديرية التنفيذية العمل كبعثة سياسية خاصة في إطار التوجيه السياسي للجنة للفترة المنتهية في 31 كانون الأول/ديسمبر 2010، وقرر كذلك إجراء استعراض مؤقت بحلول 30 حزيران/يونيه 2009، والنظر الشامل في عمل المديرية التنفيذية قبل انتهاء ولايتها;",1
"2459","9. يطلب إلى لجنة مكافحة الإرهاب أن تقدم، بالإضافة إلى التقرير المطلوب في الفقرة 8، تقريرا شفويا، عن طريق رئيسها، كل 180 يوما على الأقل إلى المجلس عن مجمل أعمال لجنة مكافحة الإرهاب والمديرية التنفيذية للجنة مكافحة الإرهاب، وحسب الاقتضاء، بالاقتران مع تقارير رئيسي اللجنة المنشأة عملا بالقرار 1267 (1999) واللجنة المنشأة عملا بالقرار 1540 (2004)، ويشجع على تقديم إحاطات غير رسمية لجميع الدول الأعضاء المهتمة بالأمر؛",0
"2460","86. ينبغي لدول المنطقة دون الإقليمية: (أ) مراجعة قوانينها الجنائية من أجل كفالة تجريم التجنيد للأعمال الإرهابية والجماعات الإرهابية بما فيه الكفاية؛",1
"2461","عند النظر في تطور خطر التحريض، يجب على المرء أن يضع في اعتباره أن أشكال ووسائل الاتصال قد تطورت بشكل كبير منذ اعتماد القرار 1624 (2005).",0
"2462","46. لا ينظم قانون سجل المعادن الثمينة حركة المعادن الثمينة.",0
"2463","ومن شأن نقطة الاستفسار هذه أن تكمل مكاتب المساعدة الوطنية التي سبق أن أوصى الفريق بأن تنشئها الدول الأعضاء (S/2007/132، الفقرات 61-64، و S/2007/677، الفقرة 138).",1
"2464","B. قتل الأطفال وتشويههم",0
"2465","12. وفي الوقت نفسه، أُحرز مزيد من التقدم نحو إنشاء ""خلية دمج الاستخبارات"" في إطار الآلية الثلاثية. وفي 16 و 17 آب/أغسطس، قام وفد من الولايات المتحدة، يرافقه ضباط عسكريون روانديون وأوغنديون وكونغوليون، بزيارة كيسانغاني لتقييم التقدم المحرز نحو إنشاء الخلية.",1
"2466","""ويكرر مجلس الأمن دعوته دول المنطقة إلى تعميق تعاونها بهدف وضع حد لأنشطة الجماعات المسلحة غير المشروعة، ويؤكد من جديد أن أي لجوء إلى التهديد باستخدام القوة أو استخدامها ضد السلامة الإقليمية لدولة ما يتعارض مع ميثاق الأمم المتحدة.",0
"2467","على سبيل المثال، يتعلق عدد كبير منها بالوفاة والتعذيب والإصابة الشخصية والألم والكرب النفسي واحتجاز الرهائن وفقدان الممتلكات العقارية والشخصية والإضرار بها.",0
"2468","1. القابلية للتعويض بوجه عام ١٥٠ - ١٥٥ ٤١",0
"2469","ويعرب المجلس عن بالغ قلقه إزاء الحالات التي تتمادى فيها القوات والجماعات المسلحة في ارتكاب انتهاكات وتجاوزات ضد الأطفال المعرضين للنزاع المسلح وحالات ما بعد انتهاء النزاع والمتضررين منه في تجاهل صريح للقانون الدولي الساري وقرارات المجلس في هذا الشأن.",0
"2470","قالوا ""لماذا تمكثون هنا أيها العبيد"".",0
"2471","144. ومع اعتراف اللجنة بأن قائد قوات الدفاع كان يواجه إضرابا جماعيا للأفراد وضرورة الحفاظ على انضباط القوة، فإنها تلاحظ وجود تناقضات كبيرة بين الإجراء الذي اتخذه والإجراءات التي يقتضيها القانون. فقد أصدر قائد قوات الدفاع إعلاناً علنياً في 16 مارس/آذار بأن مقدمي الالتماس سيعتبرون مدنيين اعتباراً من 1 مارس/آذار. وكانت قوة الدفاع قد طلبت المشورة القانونية من المستشار القانوني المعين دوليًا لدى مجلس الوزراء. ولم يكن هناك مستشار قانوني داخل القوات المسلحة التيمورية أو الوزارة.",0
"2472","ومع ذلك، قد تختلف الأرقام بسبب التغيرات في تواتر الرحلات الجوية والظروف الجوية والمتغيرات الأخرى.",0
"2473","60. يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، وكذلك لدعم أمين المظالم، تمديد ولاية فريق الرصد الحالي الذي يوجد مقره في نيويورك وأعضائه، المنشأ عملا بالفقرة 7 من القرار 1526 (2004)، لفترة أخرى مدتها ثلاثون شهرا، تحت إشراف اللجنة بالمسؤوليات المبينة في المرفق الأول، ويطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لهذا الغرض؛",1
"2474","وقد أنشأت وزارة العدل خلية متخصصة في إعادة نشر موظفي العدالة والإصلاحيات، بمساعدة فنية مقدمة من عملية الأمم المتحدة في كوت ديفوار، لتسهيل عملية إعادة نشر الشرطة والعدالة والإصلاحيات.",1
"2475","50. أجرى المقرر الخاص المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب زيارة رسمية إلى بوركينا فاسو في الفترة من 8 إلى 12 نيسان/أبريل 2013، بدعوة من الحكومة، لجمع معلومات عن الوضع الحالي في بوركينا فاسو وبالتالي مساعدة الحكومة في جهودها الرامية إلى مكافحة الإرهاب مع احترام حقوق الإنسان وتعزيز تنفيذ الصكوك الدولية.",1
"2476",":: منطقة الحدود الخضراء بالقرب من دير العشاير (الموقع التاسع)",0
"2477","يتم الاحتفاظ بمخزون هذه الممتلكات غير المستهلكة بالتكلفة التاريخية;",0
"2478","وخلص أعضاء اللجنة إلى أن هناك أسباباً معقولة لإثبات أن جرائم ضد الإنسانية ارتُكبت وترتكب في جمهورية كوريا الشعبية الديمقراطية كمسألة سياسة دولة.",0
"2479","11. لا يزال من الأهداف الرئيسية للجنة مكافحة الإرهاب تيسير تقديم المساعدة التقنية الرامية إلى تعزيز قدرة الدول التي تسعى جاهدة للوفاء بالتزاماتها في مجال مكافحة الإرهاب لتنفيذ أحكام قرار مجلس الأمن 1373 (2001) ولكنها تفتقر إلى القدرة على القيام بذلك.",1
"2480","(للفترة من 1 حزيران/يونيه إلى 27 تشرين الثاني/نوفمبر 2000)",0
"2481","وقد أصبح عمل منظمات مثل اليونسكو وبرنامج الأمم المتحدة الإنمائي وتحالف الأمم المتحدة للحضارات التي تركز على منع نشوب النزاعات وبناء ثقافة السلام والقضاء على الفقر وتعزيز التنمية المستدامة والاندماج الاجتماعي من خلال التعليم والثقافة والتواصل في أفريقيا أمراً بالغ الأهمية.",1
"2482","خلال عام 2007، تم إجراء 324 تغييراً على القيود الموجودة في القائمة، وتم إجراء 15 تغييراً حتى الآن في عام 2008.",0
"2483","40. واصل المكتب تقديم المساعدة التقنية في مجال مكافحة الإرهاب إلى بلدان شرق أفريقيا. فعلى سبيل المثال، قام المكتب، بالتشاور الوثيق مع السلطات الوطنية في إثيوبيا وجيبوتي والصومال وكينيا، بوضع برامج مساعدة طويلة الأجل خاصة بكل بلد لتعزيز تدابير العدالة الجنائية في هذه البلدان للتصدي للإرهاب وفقا لسيادة القانون ومع الاحترام الواجب لحقوق الإنسان.",1
"2484","يشير مصطلح ""صاحب العمل"" كما هو مستخدم هنا إلى هذه المنظمات مجتمعة.",0
"2485","54. اكتمل إنشاء مقر البعثة المتكامل للبعثة في 27 حزيران/يونيه.",1
"2486","87. تتولى لجنة رؤساء الأركان المشتركة التخطيط لجميع العمليات العسكرية في الخرطوم.",0
"2487","الاحتياطي التشغيلي في 31 ديسمبر 2009",0
"2488","S/RES/2109 (2013)، الفقرة 10 من المنطوق",0
"2489","وللمساعدة في تحقيق الاستمرارية المالية والاستدامة المالية للشرطة المحلية، أحرزت بعثة الشرطة التابعة للاتحاد الأوروبي تقدماً في تطوير القدرات المحلية فيما يتعلق بجداول الرواتب، وتخطيط الميزانية للوحدات التنظيمية، ومراجعة تكاليف صيانة المباني، وترشيد استخدام معدات الشرطة، ومراقبة المخزون وجداول الرواتب، وتنفيذ الميزانية العامة وإدارتها.",1
"2490","- عمليات تفتيش الشحنات المشبوهة المتجهة إلى إيران والقادمة منها في الموانئ والمطارات (الفقرة 14). 14 من القرار 1929 (2010))",0
"2491","ويتمثل البديل في أن تقوم الدول البحرية بنقل المشتبه بهم إلى ميناء دار السلام، حيث يتم نقلهم إما براً إلى أروشا، وهو ما يستغرق حوالي ثماني ساعات، أو بالطائرة، وهو ما ينطوي على اعتبارات مختلفة من حيث التكلفة.",0
"2492","25. كما شهدت فترة إدارة الأمم المتحدة الانتقالية في تيمور الشرقية إنشاء العديد من مؤسسات الدولة الحديثة. وتشمل هذه المؤسسات البرلمان الوطني ومجلس الوزراء وهياكل الحكم المحلي وجهاز الشرطة وقوات الدفاع.",1
"2493","نشعر بالأسى بشكل خاص بسبب الانخفاض الشديد في عدد العائدين من اللاجئين، وهو المؤشر الأكثر فائدة لتقييم الوضع في المقاطعة.",0
"2494","وقد استفادت اللجنة من تقرير لجنة الخبراء المعنية باستعراض الملاحقة القضائية للانتهاكات الجسيمة لحقوق الإنسان في تيمور - ليشتي (تيمور الشرقية آنذاك) في عام 1999 (انظر S/2005/48). وقد لاحظ ذلك التقييم بقلق تفسير المدعي العام بأن مساءلته أمام الرئيس بموجب الدستور تقتضي منه اتباع سياسة هذا الأخير فيما يتعلق بالملاحقات القضائية.",1
"2495","44. ووفقاً لدائرة الإجراءات المتعلقة بالألغام، فإن ""الأجهزة المتفجرة المرتجلة هي منظومة أسلحة خطيرة وفريدة من نوعها بسبب تعدد استخداماتها وقدرتها على التكيف وطريقة استخدامها.",1
"2496","تحسن وصول المساعدات الإنسانية في دارفور بشكل كبير بسبب الرفع التدريجي للقيود المفروضة على إيصال المساعدات الإنسانية منذ الصيف الماضي.",1
"2497","فرنسا والبرتغال والبرتغال والسويد والمملكة المتحدة لبريطانيا العظمى",0
"2498","وجد التحقيق الفني، من بين أمور أخرى، أن الأضرار التي لوحظت في القسم الأمامي من الطائرة تشير على ما يبدو إلى أن الطائرة قد اخترقت من قبل عدد كبير من الأجسام عالية الطاقة من خارج الطائرة.",1
"2499","15. يحيط علما بالتدابير التي اتخذتها بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية للتصدي لحالات الاستغلال والانتهاك الجنسيين وبسياسة عدم التسامح مطلقا، ويطلب إلى الأمين العام أن يواصل التحقيق الكامل في ادعاءات الاستغلال الجنسي والعنف الجنسي من جانب الأفراد المدنيين والعسكريين التابعين للبعثة، وأن يتخذ التدابير المناسبة المبينة في نشرة الأمين العام بشأن التدابير الخاصة للحماية من الاستغلال الجنسي والانتهاك الجنسي (ST/SGB/2003/13)؛",1
"2500","الصحافية السويدية المستقلة ألكسندرا ساندليس - 13 فبراير 2012",0
"2501","وعلى الرغم من هذا النقص، تمكنت المدارس الحكومية من بدء العام الدراسي 2004/2005 في الموعد المحدد في تشرين الأول/أكتوبر للمرة الأولى منذ ثلاث سنوات، وذلك بفضل توفير المواد التعليمية الممولة من صندوق الإدارة الاقتصادية في حالات الطوارئ.",0
"2502","استخدام أفرقة متعددة الوظائف على المستوى القطري في العمل مع مجتمعات اللاجئين لتحديد الشواغل المتعلقة بالحماية من العنف القائم على نوع الجنس والشواغل البرنامجية؛ وإيجاد مبادرات توعية خاصة باللاجئين؛ ودعم المشاريع التجريبية لمعالجة العنف القائم على نوع الجنس بما في ذلك المشاريع التي تستهدف الرجال والفتيان؛ وتوزيع وتنفيذ المبادئ التوجيهية بشأن العنف الجنسي والعنف القائم على نوع الجنس ضد اللاجئين والعائدين والنازحين داخلياً.",1
"2503","إن برامج سبل العيش البديلة التي تستهدف المجتمعات المحلية، والوصول إلى الأسواق، وبناء الطرق والبنية التحتية البحرية التي تعزز مصايد الأسماك والتجارة من خلال المساعدة الإنمائية، ستجعل المكاسب التي تحققت من خلال جهود مكافحة القرصنة أكثر استدامة.",1
"2504","7. محمود خالد الرز، 4 سنوات",0
"2505","يستمد الصندوق إيراداته من مصدرين:",0
"2506","ويوصى بأن تقوم اللجنة بتعزيز تعاونها مع الآليات الدولية لعدم الانتشار، وهيئات الأمم المتحدة الأخرى، ومجموعة الثمانية، والمنظمات الإقليمية ودون الإقليمية، والمناطق الخالية من الأسلحة النووية، حسب الاقتضاء، وإضفاء الطابع المؤسسي على هذا التعاون، حيثما أمكن، مما يمكن أن يوفر قيمة مضافة لتنفيذ القرار 1540 (2004) عن طريق توسيع نطاق علاقات العمل الرسمية وغير الرسمية معها.",1
"2507","ويوفر عمل الأمم المتحدة على وضع استراتيجيات إقليمية ووطنية لمكافحة الإرهاب إطاراً سياسياً جيداً لتعاون الدول في هذا المجال.",1
"2508","19. في 12 آب/أغسطس، أطلق البرنامج الوطني للعدالة، برنامج دعم العدالة، بدعم من الاتحاد الأوروبي والبعثة وبرنامج الأمم المتحدة الإنمائي، عملية تنافسية للتعاقد مع منظمة (منظمات) غير حكومية لإنشاء وتشغيل ثلاثة مراكز للمساعدة القانونية في شرق تشاد.",1
"2509","4. بطاريتان مضادتان للطائرات في كيندو.",0
"2510","وكما يتضح من الوضع في منطقة بيني، فإن الجهود المبذولة لتحييد الجماعات المسلحة المنتشرة والتي تتمتع بدعم الشبكات الإجرامية المحلية وعناصر من القوات المسلحة لجمهورية الكونغو الديمقراطية تستغرق بعض الوقت لتترجم إلى نتائج ملموسة.",1
"2511","وقد عمل فريق الرصد بشكل وثيق مع المديرية، تحت قيادة مديرها التنفيذي، مايك سميث، ويتطلع إلى مواصلة هذه العلاقة مع خلفه الذي أعلن عنه مؤخرًا، جان بول لابورد.",0
"2512","تحديد مسار وملامح الحزام الأخضر واختيار المشاريع التجريبية",0
