"ar_en_DEEP"	"MatConf"
"This strategy focuses on how the state's defenses against terrorism can be directed to protect sensitive infrastructure facilities and citizens, and how the state can deal with terrorist attacks to mitigate their effects, assist their victims, and restore public order."	1
"Many were subjected to horrific treatment, and many were summarily executed."	1
":: Is this subject to legal provisions? If so, please summarize these texts."	0
"Some 230,000 nomads have also been registered through dedicated registration teams."	0
"Informing the reasons for removing the name from the list and keeping it on it"	0
"The government's armed forces later confiscated the village residents' weapons."	1
"11. To begin with, the weapons available in the Bakara arms market early in the mandate period were influenced by the surveillance activities of foreign naval task forces operating in the Gulf of Aden."	1
"Boko Haram has exploited the porous border between Nigeria and Cameroon and kidnapped foreign nationals in Cameroon."	1
"Some of these countries face enormous challenges, and there will be setbacks as well as progress in the coming years."	0
"However, many areas of the country lack detention capacities and any functioning courts, forcing law enforcement authorities to release presumed dangerous perpetrators or to submit requests to UNAMI units to detain suspects for security reasons and to protect civilians."	1
