"","en_ar_DEEPL","VerConf"
"1372","أما الفيلم الوثائقي الثاني، الذي يركز على إرهابي سابق من المملكة العربية السعودية، فسيتم عرضه في النصف الأول من عام 2011.",0
"1373","وقد أدان الشركاء الدوليون والمدافعون عن حقوق الإنسان بالإجماع قرار الحكومة بطرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان عقب نشر تقرير حقوق الإنسان حول الانتهاكات التي يُزعم أن الشرطة ارتكبتها خلال عملية ليكوفي.",1
"1374","ومع ذلك، فإن هذه الخطوة في حد ذاتها ذات أهمية شكلية فقط.",0
"1375","بالإضافة إلى ذلك، تم نقل 113 مدرسًا من المخيم إلى مناطق أخرى، وتم استبدالهم لاحقًا بحوالي 30 مدرسًا.",0
"1376","قانون المساعدة المتبادلة في المسائل الجنائية",0
"1377","كما أننا نشعر بالقلق إزاء عودة ظهور حالات الكوليرا، على الرغم من أن معدل الوفيات يبدو أنه يتناقص ببطء.",1
"1378","كما أن الوضع على طول الحدود اللبنانية مع سوريا لا يزال مصدر قلق أيضاً.",1
"1379","هوية الجاني/الجناة غير معروفة;",0
"1380","وصل فريق الطب الشرعي إلى بريشتينا في 21 يناير/كانون الثاني.",0
"1381","بالإضافة إلى ذلك، رأى قادة ألبان كوسوفو في فوز الرئيس كوستونيتشا تهديدًا لتطلعاتهم في استقلال الإقليم.",1
"1382","ونشير إلى الشواغل الأمنية التي تقول إسرائيل إنها تجبرها على مواصلة عمليات التحليق هذه، وتحديداً الادعاءات بانتهاك حظر الأسلحة المفروض بموجب القرار 1701 (2006).",1
"1383","(ب) حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها;",0
"1384","يشدد على مسؤولية فرق العمل التابعة للأمم المتحدة المعنية بالرصد والإبلاغ على الصعيد القطري وأفرقة الأمم المتحدة القطرية، بما يتسق مع ولاية كل منها، عن كفالة المتابعة الفعالة لقرارات مجلس الأمن المتعلقة بالأطفال والنزاع المسلح، ورصد التقدم المحرز وإبلاغ الأمين العام به بالتعاون الوثيق مع ممثلته الخاصة المعنية بالأطفال والنزاع المسلح، وكفالة الاستجابة المنسقة للمسائل المتصلة بالأطفال والنزاع المسلح;",0
"1385","كما تم الإبلاغ عن اغتصاب 18 امرأة خلال الهجوم على عدوة بجنوب دارفور في بداية ديسمبر 2004.",0
"1386","34. تقع مصفاة الدورة في ضواحي بغداد.",0
"1387","هذا الالتزام الأساسي لا يمكن للدول أن تستخف بهذا الالتزام الأساسي دون أن تتحمل عواقب سلوكها المناهض للقانون.",1
"1388","كما تطلع الأعضاء إلى قائمة منتهكي العقوبات التي كان من المتوقع أن يقدمها فريق الرصد في تقريره النهائي.",0
"1389","10. إعادة بناء طريق مغوى/استبدال الخط الخام رقم. 5",0
"1390","ومع ذلك، فإننا نشعر بالقلق إزاء التطورات الأخيرة التي شهدت توترات متزايدة بين أفراد المجتمعات المحلية وقوات القوة الدولية للمساعدة الأمنية.",1
"1391","ويكرر المجلس إدانته الشديدة لهذه الممارسات، ويدعو جميع أطراف النزاع المسلح إلى ضمان الحماية الكاملة والفعالة للمرأة، ويؤكد على ضرورة وضع حد لإفلات المسؤولين عن العنف القائم على نوع الجنس من العقاب.",1
"1392","وقد نشر أربعة كتب والعديد من المقالات في المجلات الدولية وحاضر في العديد من البلدان.",0
"1393","رسالة مؤرخة 29 كانون الثاني/يناير 2009 موجهة إلى الأمين العام من القائم بالأعمال بالنيابة للبعثة الدائمة لجمهورية تنزانيا المتحدة لدى الأمم المتحدة",0
"1394","o في 18 تشرين الثاني/نوفمبر 2014، ألقت مروحيات النظام السوري برميلاً متفجراً على طريق كفر حمرة - حريتان، مما أسفر عن مقتل 16 شخصاً، من بينهم 5 أطفال و3 نساء ومسعف واحد.",0
"1395","ويطالب المجلس بوضع حد فوري لجميع الهجمات التي يشنها جيش الرب للمقاومة ويحث جيش الرب للمقاومة على إطلاق سراح جميع المختطفين ونزع سلاحهم وتسريحهم.",1
"1396","وإذ يلاحظ مع القلق أن تهديد الإرهاب أصبح أكثر انتشارا، مع تزايد الأعمال الإرهابية في مناطق مختلفة من العالم، بما في ذلك الأعمال التي ترتكب بدافع التعصب أو التطرف، وإذ يعرب عن تصميمه على مكافحة هذا التهديد،",1
"1397","7. يلاحظ مع القلق تقارير عملية الأمم المتحدة في كوت ديفوار عن رصد وسائط الإعلام ووسائل الإعلام المشار إليها فيها لتحريضها على العنف واستئناف الصراع الداخلي، ويشدد على أنه لا يزال على استعداد لفرض عقوبات على من يعرقلون العملية الانتخابية، وتحديدا عمل اللجنة الانتخابية المستقلة وجميع الجهات الأخرى المعنية، وإعلان نتائج الانتخابات الرئاسية والبرلمانية والتصديق عليها;",1
"1398","17. سيواصل مكتب الإدارة والإعلام تحديث موقع اللجنة على شبكة الإنترنت والعمل على ترجمة التصميم الجديد والتغييرات في محتوى الموقع إلى اللغات الرسمية الخمس الأخرى للأمم المتحدة.",0
"1399","وقالوا أنه بعد القتال كان هناك العديد من الجثث، لجنود الحكومة والحركة الوطنية لكوت ديفوار الذين تم دفنهم في قبر مشترك.",0
"1400","81. إن قدرة القادة على ممارسة السيطرة، والحفاظ على الوعي بالأوضاع، وتخطيط وتنسيق أعمالهم عموديا وأفقيا من خلال هيكل القيادة أمر أساسي لأي عملية عسكرية أو شبه عسكرية. وبما أن تنظيم القاعدة وحركة الطالبان وشركاءهما منخرطون في مثل هذا النشاط، فلا بد أن يمتلكوا هم أيضا الوسائل اللازمة للقيام بذلك، بما في ذلك معدات الاتصالات.",1
"1401","وفي هذا الصدد، نشعر بقلق كبير إزاء الوضع الأمني في أفغانستان، الذي تدهور منذ العام الماضي نتيجة للأنشطة التخريبية لبقايا عناصر طالبان والقاعدة والاشتباكات بين أمراء الحرب وتجارة المخدرات.",1
"1402","وقد نتج عن ذلك نقص في الإيرادات عن النفقات قدره 43.11 مليون دولار، مقارنةً بزيادة قدرها 22.54 مليون دولار في فترة السنتين السابقة.",0
"1403","يساورنا القلق من أن الوضع الأمني لا يزال إشكاليًا.",1
"1404","642. إن الاستنتاج القائل بأن السلطات الحكومية لم تنتهج وتنفذ سياسة الإبادة الجماعية في دارفور، سواء بشكل مباشر أو من خلال الميليشيات الخاضعة لسيطرتها، لا ينبغي أن يؤخذ على أنه ينتقص بأي حال من الأحوال من خطورة الجرائم المرتكبة في تلك المنطقة.",1
"1405","يُعقد يوم الاثنين 28 أبريل 2014، الساعة 10:00 صباحًا.",0
"1406","في مارس 2009، عندما صدرت مذكرة التوقيف بحق الرئيس عمر البشير، تنبأ البعض بأن هذا الأمر القضائي ضد رئيس الدولة السوداني الحالي سيدمر احتمالات تنفيذ اتفاق السلام الشامل لعام 2005.",1
"1407","18. كما تتفاوت البلدان التي مزقتها الحروب من حيث القدرة الاقتصادية والاجتماعية.",0
"1408","يدين الاتحاد الأوروبي هذا العنف الذي يمارسه الماويون والذي تسبب في معاناة ومشقة كبيرة للشعب النيبالي.",1
"1409","أصبحت جمهورية مقدونيا طرفاً في الاتفاقية الأوروبية لتسليم المجرمين في 26 تشرين الأول/أكتوبر 1999.",0
"1410","يقرر اعتماد الإعلان المرفق بشأن الجهود العالمية لمكافحة الإرهاب.",0
"1411","ويعرب مجلس الأمن عن تعازيه لأسر جنود حفظ السلام الذين قُتلوا أثناء قيامهم بحماية شعب شرق جمهورية الكونغو الديمقراطية.",0
"1412","""ويكرر مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه المتاحة.",0
"1413","وفي الحالات الأخيرة، مثل الحالة في كوت ديفوار وليبيا، رحب المجلس بلجان التحقيق التي أنشأها مجلس حقوق الإنسان. وقد أظهر ذلك مدى الارتباط الوثيق بين العمل الملموس لتعزيز السلام والأمن وحماية حقوق الإنسان.",0
"1414","(ب) تجريم قيام رعاياها أو جمعها عمدا، بأي وسيلة، بشكل مباشر أو غير مباشر، للأموال، أو في أراضيها بقصد استخدامها، أو مع العلم بأنها ستستخدم، من أجل القيام بأعمال إرهابية;",1
"1415","ومع ذلك، لن تكون الوقاية فعالة إلا إذا توفرت لعمليات حفظ السلام الموارد التي تحتاجها لتنفيذ ولايتها.",0
"1416","صندوق الأمم المتحدة الإنمائي للمرأة وصندوق الأمم المتحدة للسكان تعزيز الاستراتيجيات في البلدان الخارجة من النزاع لمعالجة الأبعاد الجنسانية لإعادة الإعمار من خلال تقييم الاحتياجات وآليات الانتقال.",0
"1417","تخضع كفاية التغطية التأمينية للمراجعة من قبل البنك المركزي.",0
"1418","وزعم العديد من المحاورين أن بعض الدول المجاورة لعبت دوراً مزعزعاً للاستقرار.",1
"1419","32. تقدم جمهورية كوريا الشعبية الديمقراطية نفسها على أنها دولة تحققت فيها المساواة وعدم التمييز والمساواة في الحقوق في جميع القطاعات ونفذت بالكامل. والواقع أنها في الواقع مجتمع طبقي متصلب مع وجود أنماط راسخة من التمييز، وإن كانت هذه الأنماط يجري تعديلها إلى حد ما بفعل التغيرات الاجتماعية والاقتصادية التحويلية التي أدخلتها قوى السوق والتطورات التكنولوجية.",0
"1420","1. السبائك أو القضبان التي يبلغ حجمها 100 مم أو أكثر في كل بعد;",0
"1421","عمر محمد محمد محمود ""فينيش""، وزير الشؤون الدينية والأوقاف في الحكومة الاتحادية الانتقالية. يسيطر على ميناء مقديشو البحري وجزء من مطار مقديشو",0
"1422","وقد تم استنكار تصرفات الشرطة الوطنية التيمورية علنًا باعتبارها تصرفات قاسية وتفتقر إلى الاحترام تجاه أحد قدامى المحاربين البارزين في المقاومة.",1
"1423","ستتاح فرصة أخرى في شهر مايو للسماح لحوالي 400 عضو ممن يحق لهم التسجيل للقيام بذلك. وسيتوقف التسجيل بعد ذلك لبقية العام.",0
"1424","وتبقى محنة الشعب الفلسطيني ومعاناته المستمرة تجسيداً مأساوياً لعواقب عدم تنفيذ القرارات وعدم إنفاذ قرارات مجلس الأمن.",1
"1425","وبطبيعة الحال، نشعر بقلق بالغ إزاء الوضع في ولايتي جنوب كردفان والنيل الأزرق، نظراً لقربهما الجغرافي من بلادنا.",1
"1426","- تحديد الأشخاص الذين يحملون وثائق أو تأشيرات مزورة أو الذين يحاولون دخول البلاد بهوية مزورة;",0
"1427","اتفاقية الحماية المادية للمواد النووية، 24 شباط/فبراير 2003;",0
"1428","ثالثا. عمل اللجنة وتقريرها",0
"1429","وفي المشاورات التي أجراها المجلس بكامل هيئته، أعرب أعضاء المجلس عن قلقهم إزاء التدهور المستمر للحالة الإنسانية وأدانوا انتهاكات القانون الإنساني الدولي من قبل جميع أطراف النزاع السوري.",1
"1430","وإذ يلاحظ مع القلق استمرار التهديد الذي يشكله تنظيم القاعدة وأسامة بن لادن وحركة طالبان وسائر من يرتبط بهم من أفراد وجماعات ومؤسسات وكيانات ومؤسسات وكيانات على السلام والأمن الدوليين، وإذ يؤكد من جديد تصميمه على التصدي لجميع جوانب ذلك التهديد،",1
"1431","ومع ذلك، فمن الواضح أيضا أن قيادة القوات المسلحة التيمورية لم تتخذ سوى خطوات محدودة للتحقق من مدى التهديد الذي كان قائما أو استخدام القنوات غير العسكرية لحل التهديد المتصور. وفي 25 أيار/مايو، لم تحاول القيادة العليا للقوات المسلحة التيمورية في 25 أيار/مايو الاتصال بمن هم في قيادة عمليات الشرطة الوطنية لتيمور - ليشتي أو إشراك رئيس الوزراء أو الرئيس في حل الوضع.",1
"1432","وبعد ذلك، يتم إعداد تقارير بشأن كل مطالبة من المطالبات مع التركيز على التقييم المناسب لكل من الخسائر القابلة للتعويض، وعلى مسألة ما إذا كانت الأدلة التي قدمها صاحب المطالبة كافية وفقاً للمادة 35(3) من القواعد.",0
"1433","171. ومن الواضح أن محطة الفاكهة في ميناء أبيدجان هي موقع استراتيجي لتفريغ البضائع والمعدات العسكرية وتتطلب زيادة رصد عملية الأمم المتحدة في كوت ديفوار.",1
"1434","إذا أتلف الجاني أي أصول يمكن أن تخضع للمصادرة بموجب الفقرتين 1 و 2 من المادة 70، أو إذا قام الجاني بإتلاف أو نقل أو جعل أي أصول غير صالحة للاستعمال أو استهلكها أو أنفقها، أو إذا منع الجاني بطريقة أخرى مصادرة هذه الأصول، يجوز للمحكمة أن تأمر بمصادرة الأموال في حدود المبلغ المقابل لقيمة هذه الأصول؛ ويجوز للمحكمة أن تقدر قيمة الأصول التي يمكن أن تخضع للمصادرة.",1
"1435","40. في دعم الجهود الوطنية، سعت كيانات الأمم المتحدة، في إطار ولاية كل منها، إلى تحقيق الأهداف المحددة في القرار 1325 (2000).",0
"1436","19. يقرر أن تكون ولاية عملية الأمم المتحدة في كوت ديفوار على النحو التالي:",0
"1437","وقد أفادت التقارير بمقتل شخص واحد على الأقل وإصابة 20 آخرين خلال الاشتباكات بين شرطة مكافحة الشغب والمتظاهرين، والتي عطلت أيضًا عمليات المحاكم المتنقلة.",0
"1438","وقد تم التخلي عن المفهوم المتعدد الأعراق في كوسوفو وميتوهيا المقترح في التقرير، وهو ما يتجلى بشكل خاص في إنشاء النظام القضائي في كوسوفو وميتوهيا (الفقرة 57).",1
"1439","عبد الرحمن محمد ظافر الدبيدي الجهاني مرتبط بتنظيم القاعدة أو أي خلية أو جماعة تابعة له أو منشقة عنه أو متفرعة عنه ""للمشاركة في تمويل أعمال أو أنشطة من قبل جبهة النصرة لأهل الشام أو التخطيط لها أو تيسير القيام بها أو الإعداد لها أو الإعداد لها أو ارتكابها أو ارتكابها أو المشاركة فيها أو باسمها أو نيابة عنها أو دعما لها"" و ""التجنيد لصالحها"" (QE.A.137.14).",1
"1440","40. وأدعو أيضا قيادة حزب الله إلى وقف جميع الجهود الرامية إلى الحصول على الأسلحة وبناء القدرات شبه العسكرية خارج سلطة الدولة.",1
"1441","مشغلي البريد فيما يتعلق بتوفير الخدمات البريدية,",0
"1442","69. وقال السيد سورو للبعثة إنهم فوجئوا بأن المجتمع الدولي لم يتنبأ بالصراع الذي يلوح في الأفق في كوت ديفوار، والذي كان واضحا منذ وفاة الرئيس فيليكس هوفويت بوانيي.",1
"1443","ومع ذلك، لا تزال أفغانستان تواجه تحديات في سعيها لتحقيق الاستقرار والتنمية. ومن أهم هذه التحديات الوضع الأمني، وتدهور الوضع الإنساني، والتحديات المتعلقة بسيادة القانون وحقوق الإنسان، واستمرار العنف الذي أدى إلى سقوط ضحايا من المدنيين الذي لا يزال يتزايد.",1
"1444","ومع ذلك، فقد أوضحت العملية أيضاً مدى أهمية التحديات التي لا تزال تواجه قطاع الأمن في ليبيريا، خاصة فيما يتعلق بالقدرات اللوجستية والاتصالات والتنقل لدى الشرطة ودائرة الهجرة.",1
"1445","لقد أدنت الهجوم الإرهابي على السفارة الهندية في كابول.",1
"1446","كانت نقاط التفتيش في أحياء البكارة والمدينة المنورة وسيناء في المدينة.",0
"1447","لقد تم منعنا حتى من إدانة العنف وتأييد الخطة السلمية التي وضعها جيران سوريا أنفسهم.",1
"1448","إن إنشاء المحاكم المختلطة التي قد تكون قادرة على الاعتماد على النظام القانوني الوطني من شأنه أن يثير مشاكل خطيرة، لا سيما فيما يتعلق بقانون الإجراءات الجنائية السوداني لعام 1991.",0
"1449","وفي حين اعتمدت بعثة الأمم المتحدة لتقديم المساعدة إلى أفغانستان واللجنة الانتخابية المستقلة حتى الآن على المراقبين المدنيين لنزع فتيل النزاعات، إلا أن هذه الآلية قد لا تكون كافية للتعامل مع التهديدات الأكثر خطورة.",1
"1450","ويكتسب دور المنظمات الإقليمية أهمية خاصة من وجهة النظر هذه.",0
"1451","لا يتضمن القانون الجنائي السوداني وقانون الإجراءات الجنائية أحكاماً موضوعية وإجرائية يمكن تطبيقها على الحالة الخاصة للجرائم المرتكبة أثناء النزاع المسلح.",1
"1452",":: نرمين مدين الراجحي، 4 سنوات",0
"1453","وحدثت الثلاث الأولى في آب/أغسطس 1987. وآخرها في 19 كانون الثاني/يناير 1989.",0
"1454","نحن ندين جميع الأعمال والجرائم ذات الدوافع العرقية في كوسوفو.",1
"1455","وبعد مرور عامين تقريباً على آخر إحاطة بشأن الوضع في منطقة البحيرات الكبرى (المناطق المتضررة من جيش الرب للمقاومة)، عقد المجلس اجتماعاً خاصاً في 21 تموز/يوليو 2011 لمناقشة التهديد المستمر الذي يشكله جيش الرب للمقاومة على الأمن الإقليمي.",1
"1456","١ × ٥ أيام × ٩ ساعات × ٤٢ دوﻻرا أمريكيا للساعة الواحدة",0
"1457","ودعا أعضاء المجلس إلى تسوية سلمية للصراع في المنطقة وأدانوا دعم الجماعات المسلحة والإرهابية. آسيا",1
"1458","29. وهناك أيضا تطورات إيجابية هامة. فعندما انتهى الصراع المسلح في عام 1999، كان هناك غياب شبه كامل للهياكل والتشريعات الاقتصادية.",0
"1459","وتلقت اللجنة 44 إخطارا يستند إلى الفقرة 21 من القرار 1970 (2011).",0
"1460","""ويكرر مجلس الأمن تأكيد استعداده لفرض جزاءات على الأفراد والكيانات الذين يؤوون أو يمولون أو يسهلون أو يدعمون أو ينظمون أو يدربون أو يحرضون الأفراد أو الجماعات على ارتكاب أعمال عنف أو أعمال إرهابية ضد دول أخرى أو مواطنيها في الصومال أو في المنطقة وفقا لقراراته ذات الصلة, والشبكات الإقليمية الأخرى وكذلك الأفراد والجماعات والمؤسسات والكيانات الذين لا يقطعون جميع الصلات بتنظيم القاعدة والجماعات المرتبطة به، بما في ذلك تنظيم القاعدة في بلاد المغرب الإسلامي و ""حركة التوحيد والجهاد في غرب أفريقيا"" وحركة أنصار الدين، وفقا للقرار 2083 (2012).",1
"1461","أولًا وقبل كل شيء، لا تزال المخاوف على الصعيد الأمني تحظى بأهمية قصوى.",1
"1462","بصفتي المدعي العام، سأتعامل مع أي طعن قضائي يقدمه الرئيس البشير والمشتبه بهم الآخرين في المحكمة.",1
"1463","إننا نطرح قضية العنف لنعبر عن نفاد صبرنا فيما يتعلق بإيجاد حلول مرضية عاجلة للتحديات الهائلة التي تواجه وحدة المجتمع العراقي.",1
"1464","إننا نناشدهم بإلحاح أن يزيدوا من دعمهم للمبادرات الجماعية التي ستتخذها دولنا، في إطار عملية نواكشوط، للتصدي للتهديد الذي يشكله الإرهاب والتطرف العنيف والجريمة المنظمة العابرة للحدود الوطنية على السلم والأمن الدوليين.",1
"1465","إن التهديد لأمن واستقرار أفغانستان الذي يشكله الإرهابيون والمجرمون والمتورطون في تجارة المخدرات غير المشروعة حقيقي ويجب التصدي له باستمرار.",1
"1466","انطباق القانون الجنائي خارج إقليم لاتفيا",0
"1467","ومرة أخرى، يدعو الاتحاد الروسي الجانبين الإسرائيلي والفلسطيني إلى التحلي بضبط النفس ومستوى عالٍ من المسؤولية ونبذ الأحادية.",1
"1468","(ح) دراسة التقارير المقدمة من فريق الرصد;",0
"1469","ويرد في الضميمة 3 التكوين المتعدد الجنسيات لفريق التحقيق الخاص المؤلف من تسع دول، ومهمته وتنظيم مهامه.",0
"1470","وفي حين أن الأحكام الأخيرة التي أصدرتها محكمة الاستئناف في إندونيسيا، والتي ألغت أربعة أحكام إدانة صادرة عن محكمة حقوق الإنسان المخصصة، تؤثر بشكل مباشر على القضية الأكبر المتمثلة في تحقيق المساءلة.",1
"1471","من المرجح أن يحتدم الجدل السياسي في ظل وجود العديد من الطعون المتعلقة بالانتخابات في المحاكم بالفعل.",1
"1472","8. وسيتوخى المجلس اليقظة بشكل خاص فيما يتعلق بالذين قد يسعون إلى عرقلة العملية الانتقالية، ولا سيما أولئك الذين قد يتصرفون انتهاكا لحظر الأسلحة في جمهورية الكونغو الديمقراطية أو يرفضون المشاركة في عمليات نزع السلاح والتسريح وإعادة الإدماج أو نزع السلاح والتسريح وإعادة الإدماج والإعادة إلى الوطن أو إعادة التوطين وإدماج القوات المسلحة لجمهورية الكونغو الديمقراطية.",1
"1473","وهناك خمس دول ليست بعد طرفاً في بروتوكول الأسلحة النارية، ولكن جميع الدول تقريباً قد سنّت تشريعات لمنظمة الدول الأمريكية تجرّم تصنيع الأسلحة الصغيرة والأسلحة الخفيفة والذخائر والمتفجرات وحيازتها والاتجار بها بصورة غير مشروعة.",1
"1474","ومع ذلك، كان هناك انخفاض واضح في حالات التقزم أو سوء التغذية المزمن (20.4 في المائة مقارنة بنسبة 26.7 في المائة).",0
"1475","إن التأثير السلبي للوضع الليبي سيستمر في النمو، مما يشكل تهديداً مستمراً للسلام والاستقرار في المنطقة. وتعرب الصين عن قلقها البالغ في هذا الصدد.",1
"1476","ويتناول الفريقان الفنيان، اللذان يضم كل منهما ممثلا واحدا على الأقل عن كل مجموعة، على التوالي المساعدة التقنية؛ وتمويل الإرهاب؛ وأمن الحدود والاتجار بالأسلحة وإنفاذ القانون؛ والمسائل القانونية العامة؛ والمسائل التي أثارها مجلس الأمن في قراره 1624 (2005)، فضلا عن جوانب حقوق الإنسان في مكافحة الإرهاب في سياق القرار 1373 (2001). وتتناول الوحدتان مراقبة الجودة، والاتصالات العامة والتوعية، على التوالي.",0
"1477","مخطط تنظيمي يصور الروابط المتعلقة بعصابة تشونغ تشون",0
"1478","الاستخدام من 1 كانون الثاني/يناير 2006 إلى 31 كانون الأول/ديسمبر 2009",0
"1479","وفي هذا السياق، سأقول كلمة عن قرار المجلس الذي صدر مؤخراً بشأن اليمن، وهو إدانة طال انتظارها لانتهاكات الحكومة اليمنية.",1
"1480","يشعر الاتحاد الأوروبي بقلق بالغ إزاء استمرار دوامة العنف الانتقامي في إسرائيل والأراضي المحتلة.",1
"1481","كما يشير التقرير إلى تنامي المشكلة في أفغانستان والمنطقة الحدودية بين أفغانستان وباكستان، والتهديد المستمر في شمال أفريقيا، مع عدم انخفاض النشاط في أماكن أخرى.",1
"1482","وشدد العديد من أعضاء المجلس على أن التنفيذ الكامل للقرار 2118 (2013) لم يتحقق بعد وأن المجلس بحاجة إلى مواصلة الرصد اليقظ للجهود الرامية إلى تحقيق القضاء على برنامج الأسلحة الكيميائية للجمهورية العربية السورية إلى أن يتم ذلك، وكذلك القضاء على استخدام الأسلحة الكيميائية الذي يشكل انتهاكا لأحكام القرار 2118 (2013).",1
"1483","يتطلب التوجيه الواضح لعمل اللجنة ومديريتها التنفيذية توجيهاً واضحاً في مجال السياسات في جميع المجالات الرئيسية لولاية اللجنة.",1
"1484","17. المركبات الفاخرة لنقل الأشخاص براً أو جواً أو بحراً، وكذلك ملحقاتها وقطع غيارها",0
"1485","استجابةً لوباء الأنفلونزا A (H1N1)، من منتصف عام 2009 إلى أغسطس/آب 2010، وضعت وزارة الصحة، بدعم من منظمة الصحة العالمية، خططاً للتأهب للجائحة، بما في ذلك تعزيز أنظمة المراقبة؛ وحصلت على أقراص التاميفلو؛ وركّبت جهاز تنفس صناعي في المستشفى الوطني؛ ونفذت مجموعة من الدورات التدريبية للعاملين في مجال الرعاية الصحية.",0
"1486","لا يمكننا أن نبعث برسالة مفادها أن الإرهابيين سيكونون محصنين ونكتفي بالإدانات الروتينية.",1
"1487","وبالإضافة إلى ذلك، في 29 تموز/يوليه، أصدرت بعثة مراقبي الأمم المتحدة في جورجيا تقريرا عن انتهاك لإنشاء مركز ""ضرائب"" أبخازي على بعد 50 مترا من نقطة تفتيش تابعة لقوة حفظ السلام التابعة لرابطة الدول المستقلة في انتهاك لبروتوكول غالي المؤرخ 12 أيار/مايو 2005 (انظر S/2005/453، الفقرة 4).",1
"1488","أدين بشدة أي استخدام للمواد الكيميائية السامة في النزاع السوري، من قبل أي طرف كان.",1
"1489","30 آذار/مارس 1999 القرار 1232 (1999)",0
"1490","""ويكرر مجلس الأمن إدانته الشديدة لجميع انتهاكات القانون الدولي الساري ويطالب أطراف النزاع المسلح بالامتثال الصارم للالتزامات المنطبقة عليها بموجب القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين الدولي، وكذلك بتنفيذ جميع قرارات مجلس الأمن ذات الصلة.",1
"1491","عند النظر في تطور خطر التحريض، يجب على المرء أن يضع في اعتباره أن أشكال ووسائل الاتصال قد تطورت بشكل كبير منذ اعتماد القرار 1624 (2005).",1
"1492","في جلسة مجلس الأمن 7109، المعقودة في 12 شباط/فبراير 2014، فيما يتصل بنظر المجلس في البند المعنون ""حماية المدنيين في النزاعات المسلحة""، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:",0
"1493","ولذلك، ينبغي على هيئات مكافحة الإرهاب التابعة للأمم المتحدة معالجة أوجه القصور هذه بجدية أكبر وبتفانٍ أكبر.",1
"1494","تحدث مثل هذه التدابير أحياناً في سياق الإجراءات الوقائية عندما يُزعم أن الأعمال الإرهابية لا تزال في مرحلة الإعداد.",1
"1495","ومع ذلك، يبدو أن العنصر الحاسم المتمثل في نية الإبادة الجماعية مفقود، على الأقل فيما يتعلق بالسلطات الحكومية المركزية.",1
"1496","2 نفقات المكتب الرئيسي والمكتب الفرعي",0
"1497","تثبت الأدلة أن هناك ستة جنود من القوات المسلحة التيمورية يشتبه بشكل معقول في ارتكابهم جريمة قتل.",1
"1498","(أ) أن تصبح طرفا، على وجه الاستعجال، في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، ولا سيما الاتفاقية الدولية لقمع تمويل الإرهاب لعام 1999، وأن تدعم جميع المبادرات الدولية المتخذة لتحقيق هذا الهدف، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه التي أصبحت متاحة الآن؛",0
"1499","وإذ يساوره بالغ القلق إزاء الأنشطة المسلحة وأعمال اللصوصية في [المنطقة] التي تهدد أمن السكان المدنيين وسير العمليات الإنسانية في تلك المناطق واستقرار تلك البلدان، والتي تؤدي إلى انتهاكات خطيرة لحقوق الإنسان والقانون الإنساني الدولي.",1
"1500","لقد حان الوقت بالفعل لأن يتخذ المجتمع الدولي تدابير فعالة لحماية وإنفاذ أبسط الحقوق الأساسية للشعب الفلسطيني والمساعدة في وضع حد لحلقة العنف المفرغة الناجمة عن الاحتلال الإسرائيلي غير القانوني المستمر وغير القانوني للأراضي الفلسطينية.",1
"1501","وتشارك فصائل مختلفة من جانتانتانتريك تيراي موكتي مورتشا ونمور مادهيسي موكتي وغيرها من الجماعات المسلحة في عمليات الخطف والقتل والابتزاز والترهيب.",0
"1502","وبالتالي، فهي تهتم إلى حد كبير بجوانب السياقات الاجتماعية التي قد تفضي إلى انتشار الإرهاب.",1
"1503","3. الأنظمة التجارية ذات الاستخدام المزدوج تنتج لأغراض مدنية ولكن يمكن استخدامها أيضا في الهجمات الإرهابية.",0
"1504","وقد أشارت الدول الأعضاء إلى أن المواقع التي تروج للإرهاب في بلد ما تكاد تكون موجودة في بلد آخر.",1
"1505","لقد أجرينا العديد من الاتصالات معهم على مختلف المستويات لحثهم على اتخاذ خطوات حازمة وسريعة لنزع سلاح هؤلاء الإرهابيين واعتقالهم وتسليمهم إلى بعثة الأمم المتحدة في جمهورية الكونغو الديمقراطية لمحاكمتهم على الجرائم ضد الإنسانية التي ارتكبوها على مدار سنوات.",0
"1506","وإذ تشيد بقبول حكومة ليبيريا مؤخراً كمشارك في نظام عملية كيمبرلي لإصدار شهادات المنشأ،",0
"1507","ليس هناك شك اليوم في أن النية الحقيقية كانت منع نشر تفاصيل أفعاله المدمرة الطائشة بأوامر من وكالة الاستخبارات المركزية الأمريكية.",1
"1508","5. مدد مجلس الأمن التعليق الجزئي لحظر توريد الأسلحة من أجل تطوير قوات الأمن التابعة لحكومة الصومال الاتحادية في مناسبتين: في القرار 2142 (2014)، لمدة ستة أشهر، وفي القرار 2182 (2014)، حتى 30 تشرين الأول/أكتوبر 2015.",0
