"","es_en_DEEPL","MatConf"
"597","The stakes are undoubtedly very high, as failure to meet the deadline prescribed in the CPA for holding the referenda could have serious consequences.",0
"598","The collection of timely, accurate, reliable and objective information on conflict-related sexual violence is critical to tailoring the Council's responses, as well as to enhancing action to prevent sexual violence.",0
"599","To be held in closed session on Wednesday, December 12, 2012, at 10:00 a.m.",0
"600","An analysis of the statements of Al-Qaida leaders shows that their immediate objectives are, by resorting to terrorism, to get Western countries to withdraw from the Middle East and other Islamic states and to convince Muslims that their civilization is under attack.",1
"601","Donations appear to continue to be a source of income, albeit limited in scope compared to other sources.",0
"602","On this same prepaid card, a phone call was received one minute after the explosion, at 12:57 p.m., from a phone booth located in Tripoli, near a building belonging to the Syrian intelligence services. On January 30, a call was made to Mr. Abu Adass' home landline from the same telephone booth in Tripoli.",1
"603","Following the launch of the Stabilization and Reconstruction Plan for Areas Emerging from Armed Conflict in eastern DRC, the United Nations adopted the International Security and Stabilization Support Strategy in 2008. This strategy provides a framework for implementing stabilization projects in eastern DRC.",0
"604","A key issue of interest to both parties concerns the removal of Taliban names from the Consolidated List established pursuant to resolutions 1267 (1999) and 1333 (2000), a matter that falls within the exclusive competence of the Committee.",0
"605","3 flights x 138 bags (50 kg) = 414 bags",0
"606","For example, the difficulty of policing borders in the Sahel and Sahara region has allowed the Organization of Al-Qaida in the Islamic Maghreb* and its associates to move freely, raise funds through smuggling, purchase weapons and explosives, and train new recruits in relative safety.",1
"607","As explained in Article 7(2)(d) of the Statute of the International Criminal Court, which may be considered as codifying customary international law on the subject, deportation or forcible transfer of population means the removal of the persons concerned, by expulsion or other coercive acts, from the area in which they are lawfully present, without grounds authorized by international law.",1
