"es_en_TRANSOFMERS"	"MatConf"
"The effective functioning of the Tribunal is a prerequisite for ending the climate of impunity that continues to prevail in Darfur."	0
"However, in order to continue the comprehensive mine action programme, additional donor funds have been requested for 2008."	0
"None of the witnesses said that leaflets had been launched or radioed or advertised through tribal chiefs, or that aircraft flying low over villages had been used to alert the civilian population to an imminent attack."	0
"He further stated that camps for displaced persons were used to launch attacks against the Government."	1
"Basra, Artawi, Busaya, Salman, Jaliba, Ashbiya, Qalaat Salih, Lasaf, Al-Qurna, Al-Amara, An-Nasiriya, Safwan, Ash-Shanifiya, Al-Mashjab and An-Najib"	0
"6. Demands that all States and parties to armed conflict comply fully with all relevant decisions of the Security Council and, in this regard, cooperate fully with United Nations peacekeeping missions and United Nations country teams in the follow-up to and implementation of those resolutions;"	0
"The protection of the civilian population in eastern Chad is not simply about ensuring the physical security of refugees, displaced persons and humanitarian personnel and providing logistical support and hard-walled structures for DIS."	0
"The Commission wishes to emphasize that, if it is shown that the Government used the militias as a âwar tacticâ, even in cases where the Janjaweed may have acted without the demonstrated support of the Government, Government officials may be held criminally liable for their involvement in a joint criminal enterprise to carry out indiscriminate attacks against civilians and killings of civilians."	1
"Furthermore, the Transitional Government of the Democratic Republic of the Congo continues to consider issuing international warrants for the arrest of the leaders of the Ituri armed groups."	1
"The Commission's findings confirmed that rape and sexual violence against women and girls continued during the flight and in areas of concentration of displaced persons."	1
"For example, in 2009, Tunisia amended Act No. 2003-75 which criminalizes incitement to commit terrorist acts in order to differentiate âhate incitementâ and âreligious radicalizationâ from terrorist offences."	0
"In view of the above observations, and on the basis of the corpus of law cited above on human rights, there is justification for the proposition that, at present, whenever a serious violation of human rights is committed that can also be described as an international crime, customary international law not only establishes the criminal responsibility of those who committed it, but also imposes on States of the nationality of the perpetrators, or on whose behalf they acted as de jure or de facto organs, the obligation to compensate (including compensation) the damage caused."	0
"Of the 203 individuals associated with Al-Qaida on the Consolidated List at the end of January 2006, at least 111 (55 per cent) have been arrested, convicted or charged for criminal offences, most serious or violent crimes ranging from murder to involvement in terrorist acts, such as the 1998 embassy bombings in East Africa, the 11 September 2001 attacks in the United States and the 2002 Bali bombings."	1
"General GuÃ©Ã¯, former head of the military junta, was executed along with seven people from around him."	1
"S/RES/1674 (2006), op.22"	0
"On the other hand, Syrian security forces have continued to conduct operations along the Lebanese-Syrian border, part of which has been mined in recent months."	1
"Letters of credit expiring in 2006 and 2007"	0
"Convention on the Physical Protection of Nuclear Material (16 February 2004)"	0
"These figures do not take into account the likely involvement of listed groups or individuals in attacks claimed by non-listed groups, such as Tehrik-e-Taliban in Pakistand or Al-Shabaab in Somaliae."	1
"There are a number of factors that do not help them in this regard, but if they succeed in overcoming them, the terrorist threat will become even more serious."	1
"However, widespread attacks and blockades by political and other armed and non-armed groups and parties have disrupted humanitarian activities and access to health and education services: much of these disruptions have occurred in the Terai."	1
"Alexandra Sandles, independent Swedish journalist, 13 February 2012"	0
"A senior Government official who participated in the recruitment informed the Commission that tribal chiefs were paid with donations and gifts based on their recruitment activities and the number of persons they provided."	1
"The Commission concludes that incidents of torture could constitute a crime against humanity and that, given the discriminatory nature of the attacks, they could also constitute a crime of persecution as a crime against humanity."	0
"In practice, most transfers of light weapons to CÃ´te d'Ivoire are not declared."	1
"41. The three refining units (including the GPL plant) operated to their maximum capacity on 2 August 1990."	0
":: 2 June 2005: journalist Samir Kassir dies when his car exploded in eastern Beirut."	1
":: Deployment of qualified and properly trained international civilian police as a component of peacekeeping operations to enhance the capacity of the United Nations and assist the host State in enforcing the law."	0
"The meeting was held in pursuance of the decision by which the two heads of State, His Excellency Mr. Abdelaziz Bouteflika, President of the People's Democratic Republic of Algeria, and His Excellency Mr. Ibrahim Boubacar KeÃ¯ta, President of the Republic of Mali, established such a mechanism as a strategic instrument for the follow-up and implementation of measures that the parties considered might promote the achievement of a peaceful and lasting solution to the problems of northern Mali."	0
"In another case, the Janjaweed attacked the village of Mallaga in October 2004, killing 18 men and injuring four men and two women."	1
"The Committee recognizes that non-reporting could indicate a general âtirement in the preparation of reportsâ as a result of the number of reports that Member States have had to submit to the Committee, the Counter-Terrorism Committee, the Committee established pursuant to resolution 1540 (2004) and other United Nations bodies."	0
"The armed forces of the Government then proceeded to confiscate the weapons of the villagers."	1
"The Special Representative, Mr. Kobler, briefed the Council on the series of attacks by Allied Democratic Forces between 5 and 18 October, which resulted in the deaths of more than 40 civilians and hundreds of internally displaced persons near the city of Beni in the eastern part of the Democratic Republic of the Congo."	1
"As in the past, the Special Adviser warned of measures taken by âdisturbing elementsâ that were undermining Yemen's transition and threatening its peace, security and stability and noted that the country was at a critical juncture; he also described the progress of the Houthi militia, which had invaded Sana'a, and occupied several public buildings; he reported that Al-Qaida attacks on the Arabian Peninsula had increased; and that some were related to general policy and the security situation; and expressed concern about the situation in the south of the country."	1
"During the period under review, attacks by extremist groups in northern Mali and the escalation of violence in north-eastern Nigeria have affected security and stability in the region, with particular concern being the impact of Boko Haram-related violence in southern Niger and in the far north of Cameroon."	1
"If one of them attempts to leave the besieged area of eastern Ghouta, the Syrian regime's snipers directly kill him, resulting in dozens of civilian casualties every month."	1
"C. Murder and maiming of children"	0
"At the 5659th meeting of the Security Council, held on 12 April 2007, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"The crude oil is normally stored and refined on Kharg Island, from where it is exported."	0
"VIII. Travel ban The Monitoring Team continues to view the travel ban as an important measure of the Al-Qaida/Taliban sanctions, but notes the ingenuity shown by terrorists attempting to cross national borders without being discovered."	1
"Some of these children were recruited into the Maoist army in violation of the Comprehensive Peace Agreement, while others were recruited by affiliated organizations of the CPN-Maoist. About 30 per cent of these children were released after spending a few days with the CPN-Maoist and approximately 20 per cent were later found in Maoist army cantonments."	1
"On 25 March, in the area known as PK 18 in Abobo, between 9.30 a.m. and 10 a.m., two policemen were brutally murdered."	1
"(b) Improve legislative and regulatory frameworks to combat the financing of terrorism, including by criminalizing the financing of terrorism, taking the necessary measures to freeze funds without delay and conducting risk assessments in the non-profit sector;"	0
"The prosecution of those accused of piracy and the prison sentences imposed on those convicted give the perpetrators and their sponsors the unequivocal message that impunity will not be tolerated."	1
"Al-Shabaab is demonstrating that it has greater capacity to launch complex terrorist attacks, including across the region, as evidenced by the recent attack in Nairobi on the Westgate shopping centre in September 2013."	1
":: On 11 November 2014, regime forces attacked the village of Lahouna by surprise and killed 13 people."	1
"A draft law on the district electoral system is expected to be submitted to Parliament in the coming weeks."	0
"(i) Excessive contributions for future capitalizations;"	0
"With regard to regional instruments, CÃ´te d'Ivoire had ratified the African Charter on Human and Peoples' Rights (1992) and had signed the Statute establishing the African Court on Human and Peoples' Rights."	0
"Significant sums, although not fundamental to the success of the attacks, are now more difficult to achieve."	1
"(c) Implementation of ongoing works to rehabilitate Geneina airport;"	0
"In an incident, which occurred in Yopougon at 6.15 a.m., when protesters were trying to gather in the street, a jeep in which several uniformed, insignialess men speaking English were travelling tried to run them over."	1
"9 January 2006 Timor-Leste-FALINTIL and F-FDTL submit a written request to Brigadier General Taur Matan Ruak and President GusmÃ£o."	0
"The prisoners were released immediately and have returned to active service in violation of the rules of military service; on 28 July, each widow of the eight deceased national police officers received $2,500 in compliance with the provisions of the Dili District Court in its judgement of December 2007."	1
"2. The situation in Guinea-Bissau"	0
"The purpose of the proposed amendment is not to allow a trial in absentia, but rather to provide sufficient guarantees of a fair trial for the accused, including the appointment of counsel by the Trial Chamber, during those proceedings."	0
"This represents a success for the sanctions regime, as it indicates that a significant number of Taliban have apparently changed their conduct."	1
"1. Loyada towards Somalia"	0
"2. For the second time, in the case of a minor;"	0
"Restrictions on freedom of expression remain of considerable concern."	1
"It is important to give women, who are the first victims of violence in all its manifestations, a leading role in peacekeeping and peacebuilding, and it is even more important and urgent to do so in the conflict prevention process."	0
"The role of the United Nations will be central to the success of those measures."	0
"OF THE UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND"	0
"No document was prepared setting out the grounds for the declaration, its territorial scope, the degree of intervention of the military authorities, the powers conferred, as well as the form of cooperation between F-FDTL and PNTL or the decisions of the field operations command."	1
"The Commission also recommends that measures to break the cycle of impunity include the exercise of universal jurisdiction by other States, as indicated in the present report."	0
"The Council also notes with concern that LRA attacks in the Central African Republic have, as it has transcended, taken place in locations outside the main area of operations of the African Union Regional Task Force."	1
"The introduction of the annual report 2007/08, prepared by the delegation of Viet Nam, was commended because it contained both a summary and a substantive analysis of the Council's activities in different regions on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security."	0
"The India-Pakistan question (6 January 1948; 5 November 1965)."	0
"The truth, however, is that the financing of terrorism does not follow clear patterns, particularly when it comes to local cells that raise funds to support their own activities."	1
"The revised strategy envisages the preparation of more specific, detailed and advanced technical proposals and a more active engagement of the Executive Directorate with major donors to better understand their priorities and capacities."	0
"Foreign nationals who have been domiciled in Iceland for two years also receive identity documents."	0
"1. Condemns violent extremism, which can lead to terrorism, sectarian violence, and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters lay down their arms, put an end to all terrorist acts and cease participating in armed conflicts;"	0
":: On 2 November 2014, Syrian regime warplanes attacked Um Twyena and killed five people."	1
"The emergency humanitarian action plan for Côte d'Ivoire and the four neighbouring countries (Benin, Ghana, Guinea and Togo) is also severely underfunded."	0
"As we saw in Mali, this can lead to the State being vulnerable to the emergence of a civil conflict."	1
":: Prevention and suppression of recruitment of child soldiers in violation of international law."	0
"In addition, a mobile team had been set up to visit remote communities, especially minority communities, for which access to information centres would be difficult."	0
"G. Handbook of rules and procedures for chain of custody management"	0
"The negotiating team has developed, inter alia, detailed proposals for decentralization and a plan for the future governance of Mitrovica."	0
"Especially since the international community had become aware of the impact of the actions of the Janjaweed, the responses of the Government of the Sudan to the use of the term seemed to have been in function of denying the existence of any link between the State and the Janjaweed; likewise, most officials routinely attributed the actions of the Janjaweed to âarmed banditsâ, âuncontrolled elementsâ or even to the Sudan Liberation Army and the Justice and Equality Movement."	1
"In particular, the Commission notes that, in many cases, Government forces and militias under their control attacked civilians and destroyed and burned villages in Darfur, contrary to the relevant principles and rules of international humanitarian law."	1
"These 14 judgements consist of three convictions, one acquittal and ten dismissal orders."	0
"This has been the third rocket launched from Gaza to Israel since the summer."	1
"The number of persons admitted to treatment and supplementary feeding centres has slowed down, although malnutrition rates remain high in some localities."	0
"Approximately 2 kilometres after passing the checkpoint, some 20 camouflaged soldiers approached the group of women with their vehicles and ordered them to stand up, firing several shots."	1
"This reduced the value of the initiative in providing for comprehensive justice for victims."	0
"(q) The prohibition of the abuse of enemy combatants who have been left out of combat and the application of humane treatment of captured enemy combatants;"	1
"2. Decides also that all States, in accordance with their national procedures, shall adopt and implement appropriate and effective laws prohibiting all non-State actors from manufacturing, acquiring, possessing, developing, transporting, transferring or using nuclear, chemical or biological weapons and their means of delivery, in particular for terrorist purposes, as well as attempts to engage in any of the above-mentioned activities, participate in them as accomplices, assist or finance them;"	0
"It was the Jamal Suliman Mohamad Shayeb case in the village of Halouf in connection with the killing of 24 people, including women and children, looting of property and burning of the village."	1
"There has also been no evidence that the Government arrested the perpetrators of the attacks on civilians in accordance with the joint communiquÃ© and resolution 1556 (2004)."	1
"Daewon Shipping & Management (2008)26"	0
"Thailand therefore had no choice but to exercise its inherent right to self-defence, as provided for in Article 51 of the Charter of the United Nations."	0
"Arrangements are under consideration for UNDP and UNHCR to establish and manage a successor trust fund for DIS, should the Government and potential donors so wish, until the necessary national structures and capacities are ensured."	0
"96. The Committee noted that the National Security Forces Act, as amended in 2001, conferred on the security forces very broad powers, including the authority to make arrests without charge and without making detainees available to the judicial authority for a period of up to nine months."	0
"The Commission has had access to an enormous number of reports from various sources documenting that a large number of civilian killings have been committed throughout Darfur from the beginning of 2003 to the date of publication of the present report."	1
"In particular, this is a small number of maritime, rail and road connections with China and the Russian Federation."	0
"In CÃ´te d'Ivoire, the Group established close liaison with the political, police and military branches of UNOCI."	0
"Mr. Å imonoviÄ believed that accountability was essential to reconciliation and that efforts should also be made to prosecute members of armed groups who had committed serious human rights violations."	1
"On average, the monthly income of the Compensation Fund during the current year has been approximately $351.2 million, and the average quarterly payment of compensation continued to exceed $1 billion."	0
"On several occasions, I have expressed my firm conviction that the best way to achieve the disarmament of Hizbullah and other militias is through a Lebanese-led political process, leading to the ultimate goal of ending the existence of arms or armed forces in Lebanon other than those of the Lebanese State."	0
"Cross-border trafficking in charcoal has sustained Al-Shabaab and enabled it to support its incursions into Kenya."	1
"A major Al-Itihaad leader in charge of training camps purchased AK-47 assault rifles, PKM machine guns, RPG-7 rocket launchers, F1 hand grenades, grenade launchers, 60- and 82-millimeter mortar rounds from the Irtogte arms market between 7 and 21 November 2004. The same individual purchased 2 PKM machine guns, 10 SG-43 medium machine guns, 120 Tokarev TT-33 pistols and 60 AK-47 assault rifle loaders on 27 November 2004, as well as 16 PKM machine guns and RPG-7 rocket launchers ammunition on 15 January 2005 (S/2005/153, annex II)."	1
"In addition, on 15 November 2004, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that 203,051 persons from the Darfur region lived as refugees in 11 camps and other locations in eastern Chad along the border with the Sudan."	1
"âThe Security Council condemns in the strongest terms the suicide terrorist attack that took place in Issers, Algeria, on 19 August 2008, which has caused many deaths and injuries in a gendarmerie training academy and expresses its deep regret and condolences to the victims of this heinous act of terrorism and their families, as well as to the people and Government of Algeria."	1
"Memorandum dated 1 December 1998 on the situation in"	0
"For this reason, the rebels had targeted Government facilities and deliberately avoided attacking Arab tribes."	1
"There were laws in force regulating non-profit and charitable organizations, but not all States had revised their legal systems to prevent such organizations from being misused to finance terrorist activities."	1
"Report of the Secretary-General on the situation in the Central African Republic (S/2014/857)"	0
"III. The dissolution of the Revolutionary United Front"	0
"However, the information provided by the shartai and omdas accompanying the National Commission, as well as the evidence available, indicate that, amid the violence of the conflict, all parties participated in the village fire."	1
"Soldiers on both sides certainly perished in the fighting and, in all likelihood, rebel forces first and then government officials carried out acts of retaliation."	1
"This further explains the determination of the Ugandan business community to continue equipping armed groups in Ituri district in order to continue to illegally exploit the natural resources and other forms of wealth of the district."	1
"In the reports, this distinction is explained in a number of ways, for example, that the Popular Defence Forces of the Government, largely recruited among Arab tribes, are given the term Janjaweed commonly used in the context of this conflict."	1
"At this stage in the peacebuilding process, such behaviour could be misinterpreted and incite violence, which could lead to a relapse into conflict."	0
"Deeply concerned at the frequency of acts of violence committed in many parts of the world against journalists, media professionals and their associated personnel in armed conflict, including deliberate attacks in contravention of international humanitarian law,"	1
"Security conditions in most parts of the country remained fragile, but generally stable, with few incidents reported."	1
"Depending on the circumstances of each case, such persons may be suspected, in accordance with the doctrine of unlawful association, of having committed crimes against humanity involving the killing of civilians and rape, torture and forcible transfer of civilians and war crimes of directing indiscriminate attacks against civilians, destroying civilian objects and looting."	1
"While many Member States have told the Team that the regime makes a positive contribution to its national efforts to combat Al-Qaida and the Taliban, the review tested its level of support by requiring substantial inputs from them, especially from the States most affected by the threat."	0
"This has increased the chances of using arms embargoes as part of an effective post-conflict peacebuilding strategy."	1
"In early 2015, MINUSMA will initiate a revision of the Mission concept, which will guide the review of the concepts of the complementary military, police and support components that detail and underpin the implementation of the Mission concept."	0
"18. On 31 December 2002, a MONUC special investigation team visited the Beni area to investigate allegations of serious human rights violations (arbitrary executions, rape, torture and enforced disappearances) that occurred in Mambasa city and in the villages along the Mambasa/Mangina and Mambasa/Erengeti axes."	1
"5. Condemns once again in the strongest terms all acts of violence or abuse committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with regard to: (i) torture and other prohibited treatment; (ii) gender and sexual violence; (iii) violence against children; (iv) recruitment and use of child soldiers; (v) trafficking in human beings; (vi) forced displacement; and (vii) deliberate denial of humanitarian assistance, and demands that all parties cease such practices;"	0
"Iran (Islamic Republic of) 1 July 2002 S/AC.37/2002/69"	0
"Nigeria also witnessed an escalation in the number of attacks and bombings, particularly in the north-eastern states of Borno, Yobe and Adamawa."	1
"They also coincide with the beginning of the mission of the United Nations Envoy, Mr. Kofi Annan, to reach a peaceful solution to the Syrian crisis, without having to resort to threats or foreign intervention."	0
"- The Russian Federation continues to illegally maintain its military base in Gudauta, which operates without the consent of Georgia and in violation of international commitments made by Russia;"	1
"Bin Laden needs to offer a counterweight to Zarqawi's action and demonstrate that he can continue to act in all parts of the world to mount spectacular attacks elsewhere, in order to resume the strategic project he had adopted before losing his base in Afghanistan in 2001."	1
"They also found the bodies of between 20 and 30 civilians killed during the attack, including women and children; all the victims were reportedly from Adwa and belonged to the Fur tribe."	1
"In addition to reporting on the work of human rights information mechanisms and serving as a secure repository of information provided by relevant stakeholders, the work of such a structure would facilitate United Nations efforts to prosecute or hold accountable those primarily responsible for crimes against humanity."	0
"76. No exit without a strategy (see S/2000/40/Add.45)."	0
"The meeting was called to order at 3.25 p.m."	0
"Another method preferred by Al-Qaida is the recruitment and deployment of operatives who are not yet aware of any police or security bodies and who are thus able to travel smoothly, obtain business or study visas and, as an additional guarantee, claim to have lost any documentation containing potentially incriminating visa stamps to obtain an immaculate duplicate."	1
"Despite the persistent advocacy campaign carried out by the United Nations, nine juveniles allegedly associated with armed groups remain in detention centres in Bamako, in contravention of the protocol on the release, reunification and reintegration of children associated with armed forces or groups in Mali, signed by the Government on 1 July 2013."	1
"7. Requests the Secretary-General, upon the adoption of the present resolution and acting in close consultation with the Committee, to appoint, in accordance with the rules and procedures of the United Nations, a maximum of eight members, including one coordinator, of the Monitoring Team, to demonstrate one or more of the following areas of competence in relation to the activities of the Al-Qaida organization or the Taliban: counter-terrorism legislation and related legislation; financing of terrorism and international financial transactions, including banking expertise; alternative remittance systems, charities and the use of courier services; compliance with border regulations, including port security; arms embargoes and export controls; and drug trafficking;"	0
"There is another challenge that needs to be addressed as a matter of priority: the creation of a local and regional administration in the liberated regions of Al-Shabaab."	0
"Only three years after its inception, the DIS force is still at a training stage, but has been able to demonstrate that it can have a positive impact on the security of vulnerable populations in the east of the country."	1
"Listed groups also need to use force to support their objectives; however, in areas where these groups are most active there appears to be no shortage of weapons and explosives."	1
"It should be borne in mind that the availability of higher-quality information, rapid reaction capacity and key ground elements, while better protecting civilians, also places greater demands on resources and field support or the involvement of more troop- and police-contributing countries."	0
"Aqeel Al-Aquil commenced trial on 11 May 2005 in a federal court in the District of Columbia against officials of the United States Departments of Justice, State and Treasury, claiming that his designation as a terrorist by the United States Government on 2 June 2004 violated his rights under the United States Constitution. Al-Aquil, a resident and citizen of Saudi Arabia, was the president of Al-Haramain Islamic Foundation, which was based in Saudi Arabia until it was closed by the United States authorities in 2004. On 6 July 2004, the United Nations included him on the list with his surname, Al-Aquil, along with various Al-Haramain offices in Afghanistan, Albania, Bangladesh, Ethiopia and the Netherlands (the United Nations had listed other offices in Al-Haramain prior to that listing and did the same with other offices subsequently)."	0
"India has established extradition agreements with Australia, Fiji, Papua New Guinea, Singapore, Sri Lanka, Sweden, Tanzania and Thailand."	0
"Civilians were often forced to travel as a result of the attacks."	1
"Underlining the importance of developing the capacity of the Government Security Forces... and, in this regard, reaffirming the importance of re-establishing [national] security forces and training, equipping and retaining them, which is vital for the long-term stability and security of [the affected country], expressing its support for [international] and other capacity-building programmes, and emphasizing the importance of enhanced coordinated, timely and sustained support from the international community,"	0
"(for the period from 1 June to 27 November 2000)"	0
"Despite this, it prepared a robust and reliable report and, for the first time, an international body recognized the extent of human rights abuses committed in the last days of the brutal conflict in Sri Lanka, in which at least 10,000 civilians were killed."	1
"(iv) In the case of the replacement of a field liaison officer, the replacement party shall follow the procedure set out in subparagraph (ii) above."	0
"The Committee recommends that consideration be given to expanding the roster of candidates for these positions in order to maximize the possibility of recruiting the most qualified persons."	0
"The estimated number of people affected by the conflict in Darfur, together with the number of refugees in Chad (1,650,000 internally displaced persons, 627,000 also affected by the conflict and 203,051 refugees), reaches the astronomical figure of almost 2.5 million people affected in one way or another by the conflict, the vast majority of whom have been displaced from their homes."	1
"NDC played an important role in supporting General Ntaganda during the ex-CNDP mutiny."	0
"In most States visited, there is a need to improve crisis management plans to gather evidence, prevent secondary bombs from causing casualties and ensure adequate evacuation in the event of a major terrorist attack."	0
"(f) To take immediate measures to prevent the continued abduction of agents of the Democratic People's Republic of Korea in Chinese territory; to prosecute and punish adequately those abductors who have arrested and to request the extradition of those who give such orders so that they may be prosecuted in accordance with the law."	1
"Other measures contributing to the polarization of the two groups included the 1987-1989 conflict over access to grasslands and water sources between nomads of Arab origin and the sedentary Fur."	1
"The Council strongly condemns the Taliban for launching a new offensive in July 1999, only one week after the meeting of the `Six Plus Two' group in Tashkent, despite repeated demands by the Council to cease fighting."	0
"On 27 December 2007, supporters of Sergeant Ibrahim Coulibaly, also known as IB, a former member of the Forces nouvelles, were charged with attacking members of the Forces nouvelles in BouakÃ©. Several deaths occurred as a result of the attack, and several persons were arrested."	1
"The measures taken so far by the Government to address the crisis have been absolutely inadequate and ineffective, contributing to the climate of near-total impunity for human rights violations in Darfur."	1
"The RPA continued to bombard and attack these UPDF positions unsuccessfully and destroyed the Tshopo River power station from tactical bases it had established in areas of high civilian population density."	1
"(i) Cash and term deposits comprise cash and interest-bearing funds;"	0
"In this regard, the Security Council emphasizes that it is essential to end impunity within the framework of the activities of societies in conflict and post-conflict situations in order to accept the reality of past serious crimes committed under international law, and to prevent the future commission of serious crimes under international law."	0
"Some government officials and members of militia forces have also been mentioned as potentially responsible for participating in an illegal association to commit international crimes."	1
"In 2006, UNMOVIC incurred administrative expenditures of approximately $11 million, a decrease of $20.7 million compared to $31.7 million in 2005."	0
"In the Bakool region, also in central Somalia, clashes on 10 and 11 June between Hadamo and Ogaden clan militia in the El-Barde area resulted in at least four deaths and 10 injuries; on 15 July, at least 16 people were killed and 20 others injured in fighting between rival militias for land control and grazing rights in the same area."	1
"A reserve list was also established and a number of stakeholders were classified."	0
"According to witnesses, the attackers were wearing the khaki uniforms of Government soldiers and carrying Kalashnikov and G-3 assault rifles and grenade launchers."	1
"On 17 March 2005, Brunei Darussalam joined the United Nations Educational, Scientific and Cultural Organization (UNESCO) as a member 191."	0
"It is clear that the mass destruction of villages by Government forces and the Janjaweed was not justified by military necessity."	1
"As explained in article 7, paragraph 2 (d), of the Statute of the International Criminal Court, which may be considered to codify customary international law in the matter, deportation or forcible transfer of population means the movement of the persons concerned, by expulsion or other coercive acts, from the area in which they are lawfully present, without grounds authorized by international law."	1
"6. Recalls its decision contained in resolution 1373 (2001) that all Member States ensure the prosecution of any person involved in the financing, planning, preparation or perpetration of terrorist acts or in supporting such acts, and decides that all States shall ensure that their domestic laws and other legislation criminalize serious crimes that are sufficient to enable prosecution and punishment to be duly reflected in the gravity of the offence:"	1
"20. Church of the Holy Trinity, Velika Reka, near Vucitrn"	0
"6823rd (closed) meeting, held on 21 August 2012."	0
"44. The situation in the Central African Republic (see S/1997/40/Add.31 and 44; S/1998/44/Add.5, 11, 12, 28 and 41; S/1999/25/Add.6, 7 and 41; S/2000/40/Add.5; S/2001/15/Add.4, 29, 38 and 39; S/2002/30/Add.27, 41 and 49; S/2004/20/Add.43; and S/2005/15/Add.28)."	0
"THE WORLD CLANDESTINE PROGRAMME"	0
"During the Cold War, the Secretaries-General of the United Nations drew attention to specific issues relating to cross-border crime that complicated conflict situations and were already on the agenda of the Security Council."	1
"Fundamentalist extremism and its manifestations are likely to continue to exist in the eastern areas."	1
"While terrorism is not explicitly mentioned as a recurrent fact, it is certainly a source of concern, as many of the above-mentioned factors could encourage terrorist acts in the region."	1
"The subjective element, or mens rea, is that the accomplice or concealer is aware that his acts help the principal perpetrator in the commission of the crime."	1
"Depending on the circumstances of each case, such persons may be suspected, in accordance with the doctrine of unlawful association, of having committed crimes against humanity involving the killing of civilians, forced confinement of civilians and forced transfer, and the war crime of destruction of civilian objects."	1
"An analysis of the statements of Al-Qaida leaders shows that their immediate objectives are, through resort to terrorism, to get Western countries to withdraw from the Middle East and other Islamic States and to convince Muslims that they want to attack their civilization."	1
"15 July 1999 (a) Publication of the first part of the provisional list of eligible voters."	0
"The outcome of this dialogue would strengthen the climate of stability."	0
"Regarding the deployment of UNMISS, he noted that the force was making every effort to expand its presence off the ground, pending completion of the additional deployment."	1
"Subsequently, prosecutors from the Netherlands sought to prohibit and dissolve the organization and to hand over to the State any credit balance from the bank account of the organization, but the court ruled that the Government had not shown that the branch of Al-Haramain in the Netherlands, separate and distinct from the international organization, had supported terrorism; prosecutors from the Netherlands announced that they intended to appeal the court's ruling, and to obtain more information on Al-Haramain and Al-Aquil from the United States."	0
"A common conclusion is that, in its anti-subversive operations, the Government has committed acts against the civilian population, directly or using armed groups, which constitute grave violations of human rights and humanitarian law."	1
"49. During the period of famine, ideological indoctrination was used to maintain the regime, at the price of seriously aggravating hunger and starvation."	1
"To be held on Thursday, 14 December 2006, at 3.20 p.m."	0
"FALINTIL became the armed arm of the new Maubere National Council of Resistance (CNRM), and the Council was made up of FRETILIN, UDT and other nationalist parties. FRETILIN therefore lost its absolute control over the policies of the resistance."	0
"Over the past six months, Hizbullah leaders publicly stated on several occasions that they had strengthened their military capabilities and would continue to do so, in open defiance of resolution 1559 (2004)."	1
"In one of the incidents, in Korcha-Turgu, early in the morning, one day in August 2003, hundreds of Janjaweed Arabs dressed in green military uniform and riding horses and camels surrounded and attacked the village and began shooting at men and boys."	1
"The case just described had attracted attention, but the Group had noted a number of examples, which had not been reported, of imports of vehicles for military use."	1
"The Special Representative said that the recent conquests of territory held by ISIL showed that the strategy, with international military support, was moving forward."	1
"III. LEGAL FRAMEWORK 16 - 24 18"	0
"The first was a white van carrying three men in uniform and armed with M16 rifles. The second was a red truck carrying between 15 and 20 armed men, some of them in uniform and others in civilian clothes."	1
"In a new display of hostility, Hamas celebrated its 27th anniversary in Gaza with a parade of 2,000 armed fighters and rockets mounted on trucks."	1
"These armed groups are involved in criminal activities, including the illegal exploitation of natural resources, trafficking in arms and ammunition, smuggling and the illegal collection of taxes."	1
"After the arrival of French troops, summary executions of gendarmes had not been ordered in BouakÃ©."	1
"These standards are in line with European legislation."	0
"To be held on Friday, 11 February 2011, at 10 a.m."	0
"Syrian Arab Republic - Ministry of Tourism"	0
"S/RES/1834 (2008), preambular paragraph 12"	0
"Of the 17 persons accused of having committed the attack on the Prime Minister, 13 were sentenced to nine years'and four months'imprisonment, while one received a sentence of 10 years and eight months'imprisonment. On 14 June, the Court of Appeal upheld the sentences."	1
"(f) Sale of foreign currency cash."	0
"All commanders should be held accountable for serious violations committed by combatants under their control."	1
"(b) Usable in systems specified in 1.A or 19.A.1."	0
"The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1996/15/Add.5, 16, 18, 27, 40 and 49; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; and S/1998/44/Add.4 and 11; see also S/19420/Add.51; S/22110/Add.21; and S/25070Add.12, 27, 37, 40, 43, 48 and 51)"	0
"Colonel Reis and his deputy protested to Brigadier General Ruak, who apologized for the shooting."	1
"To that end, I recall that, following the events of May 2008, the Lebanese leadership had reconvened the National Dialogue, whose main mandate was to develop a national defence strategy that would address the fundamental issue of weapons beyond the control of the State."	0
"In such an office, good offices would be a secondary activity."	0
"The F-FDTL also has a Minimi machine gun, a special 38 revolver, a 9-millimeter Browning pistol, two semi-automatic G3 rifles, an M16 A1 rifle and a 50-caliber M2 carbine, for which no explanation has been given."	1
"I also commend the people of Burkina Faso for the responsible manner in which they reached consensus on transitional arrangements."	0
