"","ar_en_DEEPL","MatConf"
"2131","Apart from sporadic clashes between protesters and police, no acts of violence were reported.",1
"2132","All states now criminalize in their domestic laws the provision of safe haven to terrorists and their supporters and the use of their territory to commit or plan terrorist acts against other states or their citizens.",1
"2133","Security Council Thematic Meeting on Counterterrorism",0
"2134","Acting under Chapter VII of the Charter of the United Nations.",0
"2135","Despite former President CompaorÃ©'s announcement later that day on the radio that he had withdrawn the bill and declared a state of emergency, violent protests intensified in Ouagadougou and spread beyond the capital.",1
"2136","57. The mission received information indicating that the death squads may be composed of individuals close to the Government, the Presidential Guard and a tribal militia from the President's ethnic group.",0
"2137","Following the shelling, the Janjaweed launched an attack, destroying homes and looting property.",1
"2138","It can never be ruled out that the items found at the crime scene could have been tampered with or deliberately placed there by someone.",0
"2139","Mohammed Khair Omar Al Awad Qadra Trading Services Company",0
"2140","They arrested several men and took them to the police station.",1
"2141","The Mission considers that the treatment meted out to the detainees during their arrest and interrogation could amount to torture and other cruel, inhuman or degrading treatment or punishment.",1
"2142","Also in the possession of the defense forces were one Minimi, one .38 Special pistol, one 9mm Browning pistol, two G3 semi-automatic rifles, one M16 A1 rifle, and one M2 .50 caliber weapon, all of which came from an unknown source.",1
"2143","The effectiveness of asset freezes can be improved by establishing contacts between those familiar with current issues (e.g. law enforcement and intelligence agencies) and FIUs.",1
"2144","6. On 2 and 21 June and 25 September 2005, respectively, a number of prominent Lebanese figures were targeted by car bombs in Beirut, killing Samir Kassir and George Hawi and seriously injuring May Chidiac. Another assassination attempt on the life of Lebanon's Minister of Defense, Elias Murr, occurred on July 12, 2005, resulting in the death of one person and the injury of several others, including the Minister himself.",1
"2145","Therefore, depending on the circumstances of each case, and under the principle of joint criminal enterprise, these persons may be suspected of having committed crimes against humanity by killing civilians; forcible displacement and war crimes by indiscriminately attacking civilians and destroying civilian objects.",0
"2146","Women were selected for 92 of the 600 positions.",0
"2147","The additional insurance premiums amount to $795,199, consisting of $539,623 for crude oil carriers and $255,576 for oil product carriers.",0
"2148","According to reports, the UN arms embargo continues to be violated, and arms flows into the country have increased.",1
"2149","All accounts of publicly owned enterprises are subject to external audit and are published.",0
"2150","The commission obtained credible evidence of the use of Mi-8, Mi-24, and Antonov helicopters during air attacks on villages.",1
"2151","A number of countries visited by the committee also face difficulties in cooperating due to their lack of training and technical skills.",0
"2152","شركة يونايتد تكنولوجيز كوربوريشن- برات آند ويتني، المحركات الحكومية والدفع الفضائي",0
"2153","In the run-up to May 20, 2002, Mr. Lobato and his supporters organized veterans' rallies in Dili.",1
"2154","The Committee also recognizes the need to address the issue of remedies for those who suffered as a result of the events of April and May.",0
"2155","Southern Africa's natural resources, transnational crime, and the availability of small arms in the context of past conflicts can make the region a magnet for money launderers, international criminal organizations, drug traffickers, and terrorist groups.",1
"2156","At around 17:00 on the same day, witnesses from Anka village saw between 300 and 400 Janjaweed on foot, and another 100 Janjaweed on camels and horseback, advancing towards Anka village from the direction of Bari village.",1
"2157","S/RES/2046 (2012), OP 4",0
"2158","As the Secretary-General has pointed out, the rise in violations in many conflicts is primarily driven by a lack of accountability, and in many cases, even worse, no form of accountability can be expected.",1
"2159","32. It is not possible, at this stage, to speculate on all the technical expertise that the Mission may be called upon to support.",0
"2160","ii. the claims 41 - 64 7",0
"2161","46. The situation in Myanmar (September 15, 2006; July 13, 2009).",0
"2162","As a result of the Ebola outbreak, Guinea's security institutions have shifted their efforts towards containing the outbreak.",0
"2163","Similarly, one victim identified the man as a Janjaweed commander who led attacks in which civilians were killed.",1
"2164","The methods used by the organization are traditional methods of intimidation: Forcing political change by killing and terrorizing. Al-Qaeda is a takfiri movement that claims to be the only one that embraces the true teachings of Islam and justifies its violence as a sacred duty to defend against all those who do not agree with it and who are considered infidels and should therefore be attacked.",1
"2165","The two vehicles were delivered to Ray Luce along with 31 PNTL Police Reserve Unit uniforms on May 23. On 24 May, Ray Luce and his men participated in the attack on F-FDTL troop patrols while wearing PNTL Reserve Police Unit uniforms.",1
"2166","- Bulgaria (Ratification Act 18 of 1984)",0
"2167","b. Be capable of an azimuthal measurement finer (smaller) than 0.5 degrees rms at latitudes of +/- 80 degrees, referenced to a local magnetic field.",0
"2168","Reporting, and all other communication, takes place within the military, up and down the chain of command as in most traditional armed forces.",0
"2169","(a) The violence at the Government Palace around midday on April 28, which resulted in two deaths, at least four gunshot wounds and two other serious injuries.",1
"2170","âThe Security Council commends the efforts of the European Union's Operation Atalanta, the North Atlantic Treaty Organization's Allied Protector and Ocean Shield, led by NATO member states, the Combined Maritime Forces Joint Task Force 151, led by Denmark, New Zealand, Pakistan, the Republic of Korea, Singapore, Thailand, Turkey, the United States, and other States acting in their national capacity in cooperation with and between Somali authorities to suppress piracy and protect vulnerable ships transiting waters off the coast of Somalia, and expresses its appreciation for the efforts made in the context of the European Union's Operation Atalanta and the North Atlantic Treaty Organization's Ocean Shield.",0
"2171","46. Since the end of the previous mandate in mid-March 2005, the relationship between the Transitional Federal Government and the opposition has seriously deteriorated, greatly increasing the likelihood of a violent military confrontation between the two.",1
"2172","Many reported similar accounts, such as being caught by the ISF, handcuffed, blindfolded, stripped naked, and detained for a period of time while being questioned about Mr. Abu Adass and his links to Islamist groups; most said they shared their interrogators' view that Mr. Abu Adass was a loner and introvert who was not intelligent enough to commit such a crime.",1
"2173","Two states apply special criminal procedures, such as preventive detention and âspecial powersâ for certain investigative techniques.",1
"2174","vi. the claim of c. HAUSHAHN GMBH & CO.",0
"2175","8. The Council will be very vigilant against those who may attempt to obstruct the transition process, in particular those who may violate the arms embargo in the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization, repatriation, resettlement and reintegration process and the integration of FARDC.",0
"2176","He was motivated by the need to ensure that the Council's actions against Al-Qaida and the Taliban remained relevant to the threats and that the objectives of the sanctions were sufficiently well-defined for Member States to take action against them.",1
"2177","As a first step, I asked Mr. van Walsum to establish contacts with the parties and neighboring States to ascertain their views on the way forward.",0
"2178","The active participation of veterans in the upcoming ceremonies has also been banned and the rule book for the upcoming ceremonies is being rewritten.",1
"2179","âThe Security Council reaffirms the importance of the principle of non-refoulement and the right of refugees to return voluntarily to Syria, and encourages Syria's neighbors to protect all persons fleeing the violence in Syria, including Palestinians.",0
"2180","The Council notes with concern that attacks by the Lord's Resistance Army in the Central African Republic have been carried out in areas outside the core area of operations of the Regional Task Force.",1
"2181","Montenegro became one of six equal republics in a new Yugoslav federation.",0
"2182","Other dailies such as FraternitÃ© Matin and Notre Voix publish nationalist rhetoric which are close to the FPI party, publish nationalist rhetoric that incites all-out war.",1
"2183","A verdict is expected in the first half of 2008.",0
"2184","Two of the suspects in the attack are being held in a prison built as part of the bureau's Maritime Crime Program.",1
"2185","Reports of attacks on women included, but were not limited to, rape.",1
"2186","The fact that the commission was announced four months after the crime was committed means that there was ample time for the perpetrators and their accomplices to destroy evidence and/or collude with each other, as well as for potential witnesses to have diminished recollection, and for previous omissions and destruction of evidence, whether intentional or unintentional, to be irreversible.",0
"2187","3. By resolution 2140 (2014), the Security Council imposed an asset freeze and travel ban, for an initial period of one year from the date of adoption of the resolution, on individuals and entities participating in or providing support for acts that threaten the peace, security and stability of Yemen.",1
"2188","However, this is far from a simple measure, not least because the national agencies that have traditionally worked in the field of counter-terrorism (e.g. police, immigration and customs services, intelligence agencies) are not necessarily the agencies responsible for policies to counter the advocacy of extremist or hate-based ideologies.",1
"2189","This report discusses various aspects of the small arms issue, focusing on the negative impact of illicit small arms on security, human rights and socio-economic development, particularly in crisis and post-conflict situations.",1
"2190","Since SA-7 systems were reportedly used in the attack on Israeli passenger jets in neighboring Kenya in November 2002, this information is troubling.",1
"2191","88. Despite reports of illegal border crossings, significant progress has been made in combating the travel of listed terrorists and their associates.",1
"2192","The Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban (âthe Committeeâ) has gone to great lengths to provide Member States with opportunities to express their views, either directly or through the Team.",0
"2193","According to his statement, he was in his office when he was informed of the explosion.",1
"2194","Thanks to the proximity of the Pakistani border, these forces have access to labor, tools, and shelter.",1
"2195","Many of the killings took place not in the streets, but inside the homes of would-be protesters or even innocent civilians targeted by security forces.",1
"2196","120. In October 2002, the President of the Republic requested a halt to the destruction of neighborhoods.",1
"2197","Calls upon all parties to cooperate fully with the independent international commission of inquiry established by the Human Rights Council on [date] to investigate the facts and circumstances surrounding allegations of serious human rights abuses and violations committed in [country concerned] ..., and requests the Secretary-General to transmit this report to the Security Council and other relevant international bodies",0
"2198","It also appears that while M23/Army is the militarily larger of the two movements, JEM is a more political movement with limited military capabilities, especially after the reported split of the group and the subsequent emergence of the National Movement for Reform and Development (see para. 139 below).",1
"2199","Despite improvements in health and education, the vast majority of the population still lives below the poverty line.",0
"2200","In Amman, on November 9, 2005, suicide bombers attacked three hotels, killing 60 people and wounding at least 115 others.",1
"2201","103. At the time of writing, the Simlo and its crew remain in captivity. The hijackers have demanded a ransom of $500,000.",1
"2202","3. Under the leadership of my Special Envoy, UNOMIG continued its efforts to promote stability in the zone of conflict and to advance the dialogue between the Abkhaz and Georgian sides on political and security issues, the return of internally displaced persons and refugees and economic cooperation, as endorsed by the high-level meetings of the United Nations-chaired Group of Friends in Geneva (see S/2003/412, para. 3).",0
"2203","The purpose of these attacks is clear: to annihilate moderate Syrians and eliminate our forces on the ground.",1
"2204","The equipment was placed in the custody of the U.S. ship's weapons custodian and then handed over to Yemeni authorities.",1
"2205","These agencies may include police, gendarmerie, intelligence, security and some special services, and may also include military bodies in some countries.",0
"2206","So far, there has been no official approval from either side.",0
"2207","42. The Mission continued to perform all mandated operational tasks, including rapid reaction readiness, force protection duties and situational awareness in the vicinity of its camps.",1
"2208","5. Reaffirms also its condemnation in the strongest terms of all acts of violence and abuses committed against civilians in situations of armed conflict, contrary to applicable international obligations, in particular: (i) torture and other prohibited treatment, (ii) gender and sexual violence, (iii) violence against children, (iv) recruitment and use of child soldiers, (v) human trafficking, (vi) forced displacement and (vii) deliberate denial of humanitarian assistance, and demands that all parties put an end to such practices.",0
"2209","At least one person was reportedly killed and 20 injured during clashes between riot police and protesters, which also brought mobile courts to a standstill.",1
"2210","64. The issue of small arms cannot be addressed solely through arms control measures. It is an integral part of a broader spectrum in which issues of conflict, security, armed violence, crime, trade, human rights, health and development intersect.",1
"2211","The proposed amendment is not intended to constitute a trial in absentia but to provide adequate safeguards for a fair trial for the accused, including the appointment of counsel by the Trial Chamber during these proceedings.",0
"2212","Continued improper application of the Security Council's sanctions measures would restrict the fundamental rights to property and movement without any legal basis or justification.",1
"2213","On November 6, 2014, regime forces fired shells at the Darat Izza school in Aleppo, injuring seven people and destroying three classrooms and the entire second floor.",1
"2214","Calls upon all parties concerned to ensure that the protection of women and children is addressed in the implementation of the [political agreement], as well as during the post-conflict reconstruction and recovery phases, including continued monitoring and reporting on the situation of women and children.",0
"2215","23. The East African region has been a victim of terrorism in the past and continues to face a high degree of terrorist threats owing to its continuing political instability.",1
"2216","19. The Young Communist League appears to have absorbed many members of the disbanded CPN (Maoist) militia. Many children recruited during the 2006 post-ceasefire recruitment drive did not join the Maoist army.",1
"2217","3. Political tensions surrounding the 2012 elections increased during the reporting period. On 9 September 2011, a convoy carrying Brigadier General Julius Maada Bio (Retired), the SLPP presidential candidate, was attacked by APC supporters in Bo, Southern Province, resulting in injuries.",1
"2218","Many were subjected to the most horrific treatment, and many were summarily executed.",1
"2219","The company claims that the vessel, Sea Music II, was at the docks of the Shuaiba refinery on August 2, 1990 and was partially loaded with a cargo of sulfur.",0
"2220","To be held on Wednesday, November 5, 2014, at 15:00",0
"2221","The conversation lasted five to 10 minutes, during which time the gunfire continued.",1
"2222","President of the National Assembly and Secretary General of the Mouvement républicain national pour le développement et la démocratie",0
"2223","States cannot flout this fundamental obligation without any consequences for their unlawful behavior.",0
"2224","The regime was amended in resolutions 1333 (2002) and 1390 (2002) to impose three measures (asset freeze, travel ban and arms embargo) targeting specific individuals and entities associated with the Taliban and Al-Qaida.",1
"2225","Neither side has shown a willingness to compromise on the fundamental issue of sovereignty.",0
"2226","âThe Security Council encourages national governments, the United Nations, and regional and subregional organizations to broaden and deepen civilian expertise in peacebuilding in the immediate aftermath of conflict, including in countries with experience in post-conflict peacebuilding or democratic transition, with particular attention to mobilizing the capacities of developing countries and women, which are critical to the success of the United Nations in its peacebuilding endeavors.",0
"2227","(a) The passport or travel document number of the listed person.",0
"2228","Tunisia and the Syrian Arab Republic: Draft resolution",0
"2229","In addition, the subregion continues to face challenges in terms of law enforcement, rule of law and respect for human rights.",1
"2230","There were two or three white and green airplanes that came very low. It attacked a white airplane.",1
"2231","Yemeni officials told the team that about 30 percent of kidnappings in Yemen are committed by AQAP.",1
"2232","Despite the cessation of fighting, tensions remain high and further clashes cannot be ruled out.",1
"2233","In other cases, mediation is presented to the parties and they are helped to understand its benefits.",0
"2234","20. Russia Today Channel in Spanish, 1/1/2012",0
"2235","Audit certificates are expected to be issued by the auditing organizations of the member states.",0
"2236","3. The situation in Cyprus (December 27, 1963; July 19, 2012).",0
"2237","Interactions with civil society revealed that the Mission's mandate and capacity were not clearly understood by the population. There was a perception among the local population that only the Intervention Brigade could take strong action to protect civilians, which was not the case.",1
"2238","During attacks, Janjaweed and government forces reportedly routinely raped, burned, beat, and stripped women, and verbally abused and humiliated civilians.",1
"2239",":: February 14, 2005, Rafik Hariri and 22 others are killed in a massive explosion off the waterfront in downtown Beirut.",1
"2240","With the addition of these assets, valued at $2,319,386, the total assets frozen in the 32 States that reported taking action amounted to approximately $91 million (at June 2005 exchange rates), excluding assets frozen in five States that did not specify amounts.",1
"2241","Welcoming the increased representation of women in parliament, commending [national] authorities, and emphasizing the need to increase their role in decision-making on conflict prevention and resolution.",0
"2242",":: Relations with other parts of the United Nations, including the Secretary-General and his office, and other subsidiary bodies of the Security Council working on counter-terrorism Relations with other parts of the United Nations, including the Secretary-General and his office, and other subsidiary bodies of the Security Council working on counter-terrorism.",0
"2243","23. From 15 to 17 August, the Beja Congress, the predominant component of the former Eastern Front, held its second-ever general conference and re-elected Musa Mohamed Ahmed as President.",0
"2244","This indicates the success of the sanctions regime and indicates that a large number of Taliban members appear to have changed their behavior.",1
"2245","The first-instance verdict is expected in July 2016, as expected.",0
"2246","Demining project in the three northern governorates 41",0
"2247","94. All but one State for which no information is available has developed strategies and institutional structures to combat terrorism, and there is full or partial coordination between law enforcement agencies dealing with counter-terrorism issues.",0
"2248","The Secretary-General's recent report on resolutions 1559 (2004) and 1701 (2006) clearly expressed the importance of disarming Hezbollah and ending arms smuggling across the Lebanese-Syrian border.",0
"2249","27. On 2 November, 16 of the 20 persons arrested during an operation by the Malian defence and security forces in Bolkissi (Mopti territory), an area controlled by HCUA, reported to MINUSMA that they had been severely beaten during interrogation.",1
"2250","In some cases, they were killed when they ventured out of the camp, either to return to their village or for some other reason.",1
"2251","For the 2006/2007 school year, the Ministry of Education estimates that 1,660,000 students will be enrolled.",0
"2252","Acting under Chapter VII of the Charter of the United Nations.",0
"2253","65. Major Reinado and 11 of his men arrived in the area from Aileu that morning, accompanied by civilians and 10 reserve unit officers armed with automatic rifles.",1
"2254","At that time, hundreds of thousands of Kosovo Albanians returned to Kosovo and began rebuilding their lives. Most Kosovo Serbs had fled their homes. Kosovo was a society dominated by suffering and destruction for all communities. The economy was completely collapsed.",1
"2255","41. Al-Qaida and its affiliates continue to operate at a generally low cost, particularly when it comes to international attack plans.",1
"2256","In addition, an international obligation is deemed to have been fulfilled any time the responsible state agrees after the conclusion of a peace treaty to pay war reparations or penalties to the other state or states for damage caused to the opponent's nationals, regardless of whether the payment is actually made at any time.",0
"2257","The Philippines hopes that all other states parties to the treaty will follow suit.",0
"2258",":: Reparations: Another critical aspect is ensuring reparations for victims of violations.",1
"2259","Government Notice No. 327 was published in Gazette No. 17226 of April 9, 2002, adding two entities to the Consolidated List (SC/7331 of March 15, 2002).",0
"2260","The Council also calls on the United Nations and the African Union to jointly investigate the LRA's logistical networks and potential sources of illicit financing, including alleged involvement in elephant poaching and related smuggling.",0
"2261","In addition, the Mission is currently examining the need for a specialized reconnaissance aircraft to conduct surveillance and patrol operations in borderlands and coastal areas that are generally inaccessible. B. Election security",0
"2262","âThe Security Council condemns in the strongest terms the suicide terrorist attack in Yasser, Algeria, on August 19, 2008, which caused numerous deaths and injuries at a gendarmerie training institute; expresses its deepest sympathy to the victims of this heinous act of terrorism and extends its condolences to their families and to the people and Government of Algeria.",1
"2263","One of the strikes targeted Kansafra hospital, destroying its infrastructure and equipment.",1
"2264","Soldiers on both sides were undoubtedly killed in the fighting, and it is likely that rebel forces initially retaliated and government forces followed suit.",1
"2265","43. Other sources of funding remain significant, including the proceeds of transnational organized criminal activities, including smuggling and human trafficking.",1
"2266","The main elements of his statement as well as the exchange of views among the members of the Working Group are reflected in the summary contained in the relevant conclusions (S/AC.51/2013/3).",0
"2267","It will seek to take on a technical and operational character by incorporating specific expertise.",0
"2268","10. In accordance with its mandate and in close cooperation with the Security Council Committees established pursuant to resolutions 1267 (1999) and 1540 (2004), the Committee will pay particular attention to States for which information on their implementation of resolution 1373 (2001) is not available and will discuss how best to address this issue.",0
"2269","Counting votes and compiling results (until September 6).",0
"2270","Some countries have the ability to freeze terrorism-related funds and assets without delay, although this ability is often limited.",1
"2271","As the presidential elections approach, it is even more necessary and urgent to improve the security situation.",0
"2272","30. One State noted that while its Constitution guarantees the right to freedom of expression, this right may be subject to reasonable restrictions, including in the case of expressing an opinion that amounts to incitement.",1
"2273","(iv) The final status of the Abyei Area.",0
"2274","Examining the threat posed by terrorist groups on the African continent reveals a deeply disturbing reality where, rightly or wrongly, political, religious and ideological extremism and organized crime come together in a single view.",0
"2275","6. By resolution 1945 (2010), the Security Council strengthened the implementation of the arms embargo by clarifying the exceptions to the measure and restricting the sale or supply of arms and related materiel not covered by the embargo to the Sudan, subject to the provision of appropriate end-user documentation.",1
"2276","The Trial Chamber also emphasized that what is required under the international rules on genocide is that the target group must be a stable and permanent group, formed in a permanent pattern, to which membership is by birth, and recognizable as such (paras. 511 and 702).",0
"2277","It also submitted two certificates from the American Gemological Institute Limited dated February 5, 1979 and July 30, 1979, respectively, valuing the two diamonds comprising the Valuation Item.",0
"2278","3. The situation in Cyprus (December 27, 1963; June 15, 2010).",0
"2279","Government forces intervened late in the course of events by firing from their camp, but their efforts came too late to save lives or property.",1
"2280","The Commission found evidence to suggest that Arab tribes have begun to settle in areas previously inhabited by the displaced, thereby also preventing the eventual return of the displaced.",1
"2281","Cholera remains a serious threat.",0
"2282","In addition, 17 policemen were killed in the attack, all belonging to African tribes.",1
"2283","I spent four days in Afghanistan at the end of June to assess the humanitarian situation, given growing concerns about the severity of the humanitarian situation and the issue of protection of civilians.",0
"2284","54. Anecdotal evidence suggests that money from ransom payments and drug trafficking is transported across borders by cash couriers.",1
"2285","A number of incidents during the reporting period indicate friction between the CIS peacekeeping force and the Georgian side, including the seizure of CIS peacekeeping force trucks (see para. 17), the temporary detention of a CIS peacekeeping force soldier, the installation of power meters at CIS peacekeeping force checkpoints and a demonstration protesting the presence of the force in Georgia.",1
"2286","The Security Council resumed its consideration of the item at its 4804th meeting, held on 4 August 2003 in accordance with the understanding reached in its prior consultations, having before it the report of the Secretary-General on Côte d'Ivoire (S/2003/374 and Corr.1 and Add.1).",0
"2287","The Syrian government believes that the issue of so-called displaced Syrians is largely artificial and hopes that they will return to their homeland and that their presence will not be exploited for political purposes. The noticeable improvement in the security situation has led large groups of them to return to their country and resume their jobs that were prevented from them by terrorist groups.",1
"2288","Accountability, of course, is not just about ensuring individual criminal responsibility for violations. It is also about punishing those who violate the law; administering justice and ensuring redress; preventing the recurrence of violations by promoting legal and policy change; and ensuring lasting peace and stability by ensuring, to the extent possible, that victims receive redress for the harm they have suffered.",1
"2289","17. MINURSO continues to enjoy good relations with both the Royal Moroccan Army and the armed forces of the Frente Polisario.",0
"2290","The deaths included: Four teachers, a doctor, a nurse, three university students, an engineer, an athlete, a lawyer, a media activist, a woman, and two family members.",1
"2291","a. Entry and exit of foreigners from the territory of Indonesia.",0
"2292","The short-term focus will be on border and natural resource control in Ituri, restricting the movement of ADF/NALU elements in North Kivu, monitoring areas vacated by FDLR following joint operations by MONUSCO and FARDC, and assisting the Congolese National Police in providing security to the population in South Kivu.",1
"2293","92. At the cargo terminal, Customs uses two security scanners to clear commercial goods in addition to manual inspection.",0
"2294","The project will be implemented by the United Nations Office for Project Services (UNOPS) and executed by the Pristina and Gnjilane region municipalities.",0
"2295","Tanks, armored personnel carriers, and rocket launchers were pre-positioned in certain areas of Abidjan.",1
"2296","Rebels have a similar obligation for all crimes they may have committed, whether or not the perpetrators are identified and punished.",1
"2297","The absence of such guidelines, including criteria for selecting cases for investigation and prosecution, has deprived the commissions of necessary guidance on the appropriate ways to investigate crimes that constitute gross human rights violations.",1
"2298","(a) Victims who have suffered serious bodily injury or physical or mental ill-health as a result of serious crimes.",1
"2299","The petitioners then passed through a clear path guarded by two QRU vehicles. Near the market area, the petitioners were shot at. The shooting came from both the QRU officers in the escort vehicles and from members of the public, and one civilian was killed by a weapon fired from a distance. Eight civilians were injured by gunshot wounds. Two police officers and two civilians sustained other serious injuries.",1
"2300","Other soldiers began beating the other four women, including the witness.",1
"2301","15. Decides to remain seized of the matter.",0
"2302","34. Mr. Abdel Dayem recounted the following details:",0
"2303","While authorizing all units to conduct targeted offensive operations to neutralize armed groups may be impractical, urgent measures are needed to ensure a more effective contribution of the framework brigades to activities in the context of the neutralization of armed groups and the protection of civilians.",1
"2304","According to witness accounts, civilians including women, children and the elderly were targeted during the attack.",1
"2305","The group reportedly has strong ties to al-Qaeda in the Arabian Peninsula and has provided training in Somalia to terrorists from Nigeria and countries close to its borders.",1
"2306","13. The fact-finding mission looking into allegations of the use of toxic chemicals as weapons in the Syrian Arab Republic continues its work.",0
"2307","On November 16, 2014, the Islamic State executed 17 people in Raqqa's Tabqa market after accusing them of spying and working with regime forces.",1
"2308","In Azerbaijan, weapons detection and control equipment has been installed at international border crossings.",0
"2309","Only 14 of the 238 regime strikes in Aleppo targeted the Islamic State.",1
"2310","For example, a military unit, under orders from above, proceeds to arrest a number of enemy civilians in violation of international law; however, in the course of the military operation, a soldier kills or tortures one of the civilians in question.",1
"2311","The means and methods of operations are more specific to the coalition.",0
"2312","She stated that cooperation between the government and civil society is an essential part of efforts to prevent people from turning to terrorism, and noted that she is stepping up efforts to identify and verify hate speech online.",0
"2313","60. Many places remain largely inaccessible.",0
"2314","The shortfall in the Mission's police component remains a significant concern and affects the Mission's ability to carry out its mandated tasks.",1
"2315","68. On 17 January, the Mount Nyaragongo volcano, located 10 kilometers north of Goma, erupted, sending torrents of lava into Goma city and its environs.",0
"2316","The team documented three main sources of revenue leakage: Loss of customs duties, loss of revenue from taxes on oil imports, and loss of revenue from iron ore sales.",0
"2317","Repeated attacks by Taliban and al-Qaeda-affiliated terrorists in Afghanistan show that violations of the arms embargo continue despite the government's disarmament program.",1
"2318","153. The subregion has made good progress in complying with resolution 1373 (2001), particularly in combating the financing of terrorism and adopting measures relating to the control of ports and airports.",0
"2319","They had one son and two daughters.",0
"2320","Currently, about 3 million people are severely or moderately food insecure.",0
"2321","Council members also recognized the need to establish an integrated United Nations office in the Central African Republic, as emphasized in the conclusions of a delegation of the Peacebuilding Commission following its recent visit to the country.",0
"2322","As stated in Security Council resolution 1535 (2004) and the report of the Counter-Terrorism Committee on its revitalization (S/2004/124), the Counter-Terrorism Committee looks forward to a close and cooperative relationship with the Executive Director and his staff in order to enhance the Committee's ability to effectively monitor the implementation of resolution 1373 (2001) by all Member States.",0
"2323","âThe Security Council notes the detrimental impact of the proliferation of weapons, particularly small arms, on the security of civilians, including refugees and other vulnerable groups.",1
"2324","In each case, the young women were forced to undress at gunpoint, raped by the Janjaweed and then left naked on the road.",1
"2325","Presidential statement S/PRST/2013/15, para. 13 (2013)",0
"2326","11. The Council may wish to consider revisiting the issue of the Commission's mandate in the light of these facts and the changing circumstances in Iraq.",0
"2327","The answer to this, in my view, is not to reduce spending on hybrid courts, but to direct more effort and funding to national post-conflict justice systems in general.",0
"2328","Although the influence of al-Qaeda's leadership core on operations has diminished since the death of Osama bin Laden and several other key leaders, the organization's networks are evolving into an ever more complex phenomenon based on an internationally diverse array of active supporters and fighters.",1
"2329","Ratified by Morocco on April 10, 2001.",0
"2330","However, in several cases, previously undetected al-Qaeda cells have used these explosives to devastating effect, and several countries have adopted ways to limit access to bioprecursors.",1
"2331","In this regard, I am enclosing herewith the communiqué of this meeting (see annex).",0
"2332","(b) A press conference held by the Chairperson of the Committee on September 29, 2009 on the then pending comprehensive review.",0
"2333","23. There are also ongoing concerns about Emarat Kavkaz (QE.E.131.11), a terrorist organization in the North Caucasus led by Doku Khamatovich Umarov. The group has been responsible for multiple attacks in the Russian Federation.",1
"2334","There is credible evidence in some areas that released children continue to be harassed by armed groups and threatened with re-recruitment, while insecurity continues to hamper the reintegration process.",1
"2335","Expressing its concern about all violations and abuses of human rights, the Council calls on the Libyan authorities to investigate and bring to justice the perpetrators of all such acts, including those committed against children.",0
"2336","On Saturday, December 27, 2003, in the village of Dumai Tamit in South Darfur: âWe were attacked early in the morning around the time of morning prayers at about 5:30 a.m. [The witness showed a bullet wound on his leg]. The attackers were on horses and camels and some of them were wearing uniforms.",1
"2337","The Panel believes that ideally, centrally frozen funds should be held in low-risk, low-interest rate forms such as government bonds or in central banks to minimize the risk of loss and ensure proper monitoring.",0
"2338","This remains one of the main ways in which subversive forces acquire weapons and reorganize.",1
"2339","101. Since November 2004, the Government of CÃ´te d'Ivoire has sought to reform, preserve and rebuild FACI as a political statement and recognition that the air force provides the Government with a military advantage that the Forces nouvelles do not possess.",1
"2340","1. In paragraph 4 of its resolution 1977 (2011), the Security Council decided that the Committee established pursuant to resolution 1540 (2004) should submit an annual work programme to the Council before the end of May of each year.",0
"2341","(a) To distinguish between combatants and civilians, and to protect civilians from acts of violence, in particular attacks on life and physical integrity, especially murder (this rule has been reaffirmed in some of the agreements concluded by the Government of the Sudan with the rebels).",0
"2342","To respond to the different situations found in southern and central Somalia, ""Puntland"" and ""Somaliland,"" the program has three sections, each related to one of these geographic areas.",0
"2343","Recognizing that international cooperation measures and any measures taken by Member States to prevent and combat terrorism must be in full compliance with the provisions of the Charter of the United Nations.",0
"2344","Liechtenstein July 21, 2005 S/AC.47/2005/12",0
"2345","20. With regard to Lebanon's border with the Syrian Arab Republic, reports of alleged illegal arms transfers continue to be received and are now allegedly occurring in both directions. Many Member States continued to express deep concern about the illegal transfer of arms across the land border.",1
"2346","18. The number of people affected by the conflict has reached a stabilization point. As at September 1, 3.3 million Darfurians were in need of humanitarian assistance, with the resident population accounting for 45 per cent of those affected. Of these, 1.8 million were internally displaced.",0
"2347","The country is now enduring the terrible irregularities created by the war.",1
"2348","To ensure his safety, the Mission took him to a police station. There, he was subsequently arrested and charged by an investigating judge with participating in the kidnapping and murder of Mr. Roche. On 31 August, he was transferred to the annex of the National Penitentiary, where Mr. Neptune and the former Minister of the Interior, Jocelerme Privert, are still imprisoned, with MINUSTAH monitoring their detention and ensuring their safety.",1
"2349","Even when there is a legal basis for cooperation on counter-terrorism-related matters between states, achieving practical cooperation remains a challenge. The reasons for this are both technical and political in nature.",0
"2350","During the march, the Royal Moroccan Army informed the force commander that his troops had been instructed to monitor the situation.",1
"2351","It was also noted that, given the lack of enforcement mechanisms of the International Criminal Court, it was important for the Council to remain engaged in situations it referred to the Court and to take measures to enhance the cooperation of the parties concerned with the Court.",0
"2352","The number of cases may be much higher.",0
"2353","The Commission also confirmed that following the attack on Tawila in February 2004, a group of about 30 female students were abducted by the Janjaweed and held in a shelter camp where they were repeatedly raped.",1
"2354","Other legislative mechanisms are in the pipeline.",0
