"","ar_en_DEEPL","MatCoop"
"1621","Stressing that the measures imposed by resolutions 1572 (2004) and 1643 (2005) continue to contribute to the stabilization of C̫te d'Ivoire, in particular in the context of the upcoming presidential elections, and emphasizing that these measures are aimed at supporting the peace process in C̫te d'Ivoire.",1
"1622","The same Panel frequently observed trucks clearly marked as belonging to UFDD entering and leaving government compounds in El Geneina.",0
"1623","21. At 04170 hours on 7 December 8991, a United States formation dropped a fireball on the Tall Kayf area in Ninawa Governorate. It exploded in mid-air.",0
"1624","12. Deputy Minister of the Government of the Northwest Frontier Province, Legal Department, January 19, 1982-July 9, 1983",0
"1625","36. In other cases, the Council's special political missions have played an important role in helping States to reduce the strategic space available to terrorist groups by engaging in cross-border crime.",1
"1626","Reports of attacks on women included, but were not limited to, rape.",0
"1627","The phenomenon of foreign terrorist fighters cannot be addressed through security means alone.",1
"1628","44. Jaafar Mohamed Elhassan serves in the Sudanese Armed Forces and is based in Khartoum.",0
"1629","These measures will include further work to increase the Committee's capacity, including through increased cooperation with the Taliban/Al-Qaida Sanctions Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004).",1
"1630","For banking institutions, this obligation is also imposed by Decree No. 1 issued by the Czech National Bank on September 8, 2003.",1
