"ar_en_GOOGLE"	"MatCoop"
"The police fired tear gas to disperse supporters of both parties who were throwing stones in the streets."	0
"205. States of the subregion are very alert to the terrorist threats they face, and have invested enormous resources in expanding their legal frameworks, creating and strengthening counter-terrorism institutions, and making efforts to strengthen the capacities of law enforcement and intelligence agencies."	1
"Article 21, paragraph 2, of the annex to Security Council resolution 1757 (2007) states that if the activities of the Special Court are not completed before the end of its current mandate, âthe agreement [...] shall be extended for an additional period(s) to be determined by the Secretary-General in consultation with the Government [...] Lebanese] and the Security Council.â"	0
"39. Victims of trafficking subject to deportation orders continue to receive assistance from the shelter program managed by the institution-building component."	1
"Existing assistance (between two parties / between a few parties / between many parties)"	0
"However, many of these countries have barely begun to develop dedicated counter-terrorism capabilities."	1
"The operation will also provide logistical support for the redeployment of the national police to the northern part of the country in support of an agreed comprehensive security plan for the electoral process developed by the Ivorian authorities, with the assistance of Operation CÃ´te d&#39;Ivoire and Force Licorne."	1
"143 - Secondly, the Government and rebel leaders must emphasize efforts to prevent abuses, protect people at risk, and bring those responsible for abuses to justice."	1
"287. One way that States may wish to take more full account of all these issues is to include them in comprehensive and integrated national counter-terrorism strategies that include paying attention to the factors that lead to terrorist activities."	1
"Officers from the National Security Forces (50 officers in Adre and 42 in AbÃ©chÃ©) were trained."	1
"64 - Complaint submitted by Cuba (17 September 1973; 18 September 1973)."	0
"31. With assistance from UNDP and funding from the United Nations Peacebuilding Fund, the Anti-Corruption Commission established a secretariat to manage the implementation of the National Anti-Corruption Strategy."	1
"Statement by President Putin on Iraq at a meeting in the Kremlin"	0
"27 - Despite the delays, I find it encouraging that all stakeholders have now agreed to resume the exchange of family visits, allowing thousands of individuals in the region and in the camps in the Tindouf region to benefit from this humanitarian programme."	1
"In Kosti, more than 10,000 people have passed through the transit center since January 2010, in spontaneous movements to their former places of residence mainly in Abyei, Upper Nile, Southern Kordofan, Warab and Northern Bahr el Ghazal states."	0
"Second - Summary of recommendations 779 140"	0
"This strategy focuses on the value that the Committee and its Executive Directorate add to the efforts of the United Nations to combat terrorism globally, by informing a variety of target audiences about the Committee&#39;s initiatives and the activities of the Executive Directorate around the world."	1
"(b) Provide training to public officials, members of the armed forces and armed groups, personnel associated with the armed forces, civilian police, law enforcement personnel, members of the judicial and legal professions, and raise awareness among civil society and the civilian population of international humanitarian law, international human rights law and relevant refugee law. relevance, and to protect women and children in situations of armed conflict and address their special needs and human rights with a view to achieving fully effective compliance,"	1
"Efforts are being made to prevent a cholera outbreak in Mogadishu, including chlorination of water supplies and close cooperation with the health sector."	1
"The team has already detected a case of this type."	0
"47. Two of the five States in the subregion have introduced comprehensive legislation covering relevant terrorist offences, while two others have draft counter-terrorism laws either under consideration or awaiting adoption."	1
"National ID cards are issued by the National ID Cards Unit of the Civil Status Division (Prime Minister&#39;s Office)."	0
"B - “Focal plane arrays” made of iridium silicide."	0
"25. The period of the United Nations Transitional Administration in East Timor also witnessed the establishment of several modern State institutions. They include the national parliament, the Council of Ministers, local administration structures, the police service and the defense force."	1
"Some countries need to further strengthen their judiciaries so that terrorists can be tried in full compliance with the rule of law."	1
"He granted petition mandates and decided on the measures to be taken, particularly in the area of preserving the crime scene."	1
"By maintaining, developing and improving a consolidated list of individuals and entities associated with Al-Qaida and the Taliban, and by actively monitoring the implementation by Member States of sanctions targeting individuals and entities named on the list, the Committee plays a vital role in the United Nations efforts to combat terrorism."	1
"Responses received by the Committee in accordance with paragraph 20 of resolution 1596 (2005) State"	0
"Of course, the first referral of a case from the Security Council to the International Criminal Court under the Rome Statute (resolution 1593 (2005)), which resulted in the issuance of two arrest warrants for two suspects, arose from a referral recommendation made by the International Commission of Inquiry on Darfur to the Security Council."	1
"218 - The Justice and Equality Movement confirmed that its internal regulations contain strong obligations in which it pledges to respect international humanitarian law and international human rights law. It also confirmed that it has not and will not direct its attacks against civilian targets."	1
"97. In conclusion, I would like to express my appreciation for the dedicated service provided by my Special Representative in Sudan, Haile Menkerios, as well as all military, police and civilian staff serving in the United Nations Mission in Sudan."	0
"I ask the international community, in particular neighboring countries and members of the Group of Friends, to provide support for this endeavour."	0
"53. INTERPOL is also in the process of establishing its own electronic weapons tracking system to assist national law enforcement agencies in tracking the transfer and illicit use of firearms."	1
"(f) Provide each other with the greatest possible assistance in connection with investigations or criminal proceedings relating to the financing or support of terrorist acts, including assistance in each obtaining the other&#39;s evidence necessary for legal proceedings;"	1
"The loss was estimated using a combination of approaches, including calculation based on historical cost and replacement cost."	0
"It is unclear how the next payments for contingent-owned equipment, due in June, will be funded."	0
"Work also continued on preparing a temporary legal framework that would define the scope of significant autonomy and lay the necessary basis for holding central elections."	1
"32. Landmine Action Organization&#39;s activities also include supporting local capacity by training residents to recognize explosive ordnance."	1
"Areas for evaluation 25 - All the countries visited by the Committee issued legislation assigning to their authorities in the areas of judiciary, public prosecution and law enforcement the necessary powers to combat terrorism."	1
"Emphasizing that the measures imposed under resolutions 1572 (2004) and 1643 (2005) continue to contribute to achieving stability in CÃ´te d&#39;Ivoire, particularly in the context of the planned presidential elections, and emphasizing that those measures aim to support the peace process in CÃ´te d&#39;Ivoire,"	1
"The Algiers Agreement calls on the parties in Article 1, paragraph 1, to ârefrain from the use or threat of use of force.â"	0
"The unit participates in inter-agency task forces established to conduct money laundering investigations and confirm that crimes have been committed, including terrorist financing."	1
"Any expression made in a way that is likely to reach a large number of people is considered an expression made publicly."	0
"Two suspects in this attack are in custody in a prison built under the Office&#39;s Maritime Crime Programme."	0
"A proposal was made to amend Article 135 of the Criminal Code, relating to aggravating circumstances, by adding the following articles:"	0
"On 28 and 29 March, during the third trilateral meeting between Angola, the Democratic Republic of the Congo and the United Nations High Commissioner for Refugees held in Luanda, it was agreed to establish a working group to discuss the return of some 800,000 Angolan refugees from the Democratic Republic of the Congo."	1
"At least three of the 142 Taliban members listed have been arrested, although it is not yet clear what exactly the charges against them are."	1
"59. I have indicated in my previous reports that construction projects planned to support the detachment&#39;s operations, including the drilling of water wells for police stations, are unlikely to be completed before 31 December 2010."	0
"Scheduled for Wednesday, 22 November 2006, at 10 a.m"	0
"However, the UN Compensation Commission appears to be an exceptional example of the possibility for all members of the Security Council to reach agreement and, perhaps most importantly of all, a mechanism has been established to ensure that funds are available to pay compensation, as a result of the UN&#39;s ability to control Iraq&#39;s oil exports."	1
"At the request of the Forces Nouvelles High Command, a working group composed of neutral forces and Forces nouvelles was established to develop an operational plan for assembling its forces."	1
"Border control requires the establishment of measures and practices necessary to carry out appropriate screening of travellers, refugees and asylum seekers, to effectively examine and inspect goods and travellers&#39; baggage, and to detect and prevent the smuggling of small arms and light weapons, cash and negotiable and bearer instruments."	1
"The mission&#39;s interim health policy has been amended to take into account recommendations made by the task force composed of local and international health specialists."	1
"(c) Residual values 289-292 79"	0
"(b) To establish, in accordance with rule 28 of its provisional rules of procedure, a Security Council committee composed of all members of the Council in order to carry out the tasks set out in the annex to the present resolution;"	1
"As you know, the decision was taken, in 1996, based on the background of sharp confrontations between the two sides of the Georgian-Abkhaz conflict, which continued after the internecine war that took place in 1992-1993."	0
"During the reporting period, the composition of the Joint Monitoring and Verification Team in Gao was modified to include all armed groups members of the Coordination Council and the Preliminary Plan Coalition, as well as representatives from Chad, Algeria, Mauritania and Niger. From 19 to 22 November, the Gao team dispatched a fact-finding mission to Dede on both sides of the Niger River."	1
"âThe Council notes the mandate of both the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo and the United Nations Mission in the Republic of South Sudan to assist in the protection of civilians in areas affected by LRA activities and to support disarmament, demobilization and reintegration activities of LRA combatants, Each in the country in which they are stationed."	1
"In general, the policy of attacking, killing, and forcibly displacing members of some tribes does not indicate the existence of a specific intention to completely or partially exterminate a group distinguished by certain racial, ethnic, national, or religious characteristics."	0
"Of the four countries visited by the committee, two have not yet adopted some draft anti-terrorism laws that have been in preparation for several years."	1
"Establishing mechanisms for judicial and non-judicial accountability in countries emerging from conflict, including, where appropriate, accountability for crimes against women; Support the establishment of a gender-balanced committee of judges, court commissioners or investigation committees."	1
"(d) Announce and implement an immediate moratorium on the issuance and application of death sentences, followed without undue delay by the abolition of the death penalty in law and practice;"	1
"The state has imposed blatantly discriminatory restrictions on women with the aim of perpetuating the gender stereotype of Korean women as pure and innocent beings."	0
"The special notification created by INTERPOL and the Committee established under resolution 1267 (1999) in response to Security Council resolution 1617 (2005) provides a solid basis for exploring further practical cooperation between the two organizations on other arms embargoes."	1
"These measures will include further work to increase the Committee&#39;s capacity, including through increased cooperation with the Taliban/Al-Qaida Sanctions Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004)."	1
"Machines that combine roll forming and flow forming functions are, for the purposes of this section, considered to be flow forming machines."	0
"5-6 October 2012 (Yayladag/Hatay): At approximately 14.30, a mortar shell fell in an area under the responsibility of the Belingoz Military Border Post."	0
"I handed them a list of the names of the three defendants who are the senior military leaders of this group, and I made a note that two of them had been promoted."	1
"Urges the international community to provide support and assistance to enable States to fulfill their responsibilities to protect refugees and other persons protected under international humanitarian law."	1
"Implementing community-targeted alternative livelihood programmes, market access, roads and maritime infrastructure that encourage fisheries and trade through development assistance will improve the sustainability of gains achieved in combating piracy."	1
"To expedite the approval process, States may be encouraged to provide the Committee with any available evidence or supporting documents, such as arrest warrants, existing Interpol bulletins, indictments or judicial rulings or copies thereof."	1
"23 - During recent field visits to refugee camps, sites for internally displaced persons and surrounding villages, the Mission recorded a smaller number of reports of human rights violations."	1
"6 - The Committee is also of the view that if it is confirmed that a person has died, and that the person does not own any assets and that none of the beneficiaries of the assets are included in the list, the Committee should proceed with deleting his name from the list (para. 19)."	1
"The September 2013 attack on the Westgate mall in Nairobi, Kenya, demonstrates the capabilities of Al-Shabaab, even after its decline in Somalia."	0
"The inventory of such non-expendable property is maintained at historically calculated cost;"	0
"Ensure effective coordination and implementation of mine action policy and guidelines for mine action programmes. Inter-Agency Working Group on Disarmament, Demobilization and Reintegration (chaired by the Department of Peacekeeping Operations and UNDP) The Working Group provides strategic advice including on training modules, policies and strategies; It administers and reviews the guidelines developed by the United Nations in the field of disarmament, demobilization and reintegration; Develops and manages the United Nations Resource Center on Disarmament, Demobilization and Reintegration; It facilitates the planning of disarmament, demobilization and reintegration operations among the various United Nations agencies involved."	1
"(h) Develop methodologies to improve the effectiveness of cooperation with individual States, subregional organizations, regional organizations, international organizations, multilateral arrangements dealing with export controls and relevant entities within the United Nations system, and assess the level of cooperation among the committees established pursuant to Security Council resolutions 1540 (2004) and 1267 (1999) and 1373 (2001), working in particular to assess the level of information exchange and coordination with regard to country visits, and making specific recommendations, as appropriate, in order to enhance cooperation."	1
"1 - The criminal shall be punished by imprisonment from three to ten years or confiscation of his property."	0
"The Security Council looks forward to being informed of the mission&#39;s conclusions and recommendations."	0
"He went on to say that those who wish to destabilize the country will only be defeated by the rule of law, reinforced by well-trained Iraqi forces, supported by a thriving infrastructure and economy, and deriving its momentum from a free and fair election process."	1
"84. According to another senior commander, most PDF recruits âcome with good knowledge of firearms and are strong and physically fitâ but âneed training and disciplineâ. He pointed out that recruits do not always return uniforms, weapons and ammunition after demobilization, and that weapons and ammunition are sometimes distributed by tribal leaders to ensure their return immediately after demobilization."	1
"(c) Mechanisms, systems and follow-up"	0
"These countries also face major challenges due to cross-border refugee flows."	0
"75 - The situation in Myanmar (15 September 2006; 13 July 2009)."	0
"23 - Scope of the arms embargo. The Committee requested the Coordination Group to work towards preparing a document incorporating States&#39; experiences in dealing with the threat of civilian explosives and improvised explosive devices."	1
"64. It should be noted that the ability of States in the subregion (particularly Sahel States) to prevent terrorists from organizing and moving freely through their territories depends not only on the effectiveness of cooperation at the bilateral and subregional levels, but also on the measures taken to implement the best international rules and practices related to law enforcement. Border control and the effectiveness of protecting and monitoring borders, coasts and non-coastal areas."	1
"The elders of the two tribes, in addition to the Kenyan authorities, intervened in mid-August to help find a solution to this conflict."	1
"- Regarding the first two points: Significant progress has been achieved in both areas since the submission of the fourth report of the Czech Republic. The amendment to the Anti-Money Laundering Law was adopted on April 8, 2004 and became effective on September 1, 2004. The amendment added, inter alia, the duty to report suspicious transactions not only in relation to money laundering but also in relation to the financing of terrorism. The amendment specifically defines the natural persons and legal entities that are subject to the law."	1
"64. Despite recent improvements in the security situation and the successes achieved in large-scale joint security operations, more needs to be done to maintain pressure on illegal armed groups."	1
"However, while it is true that human rights law provides some flexibility in the face of security challenges, States must respect some basic principles in all circumstances, including the principles of necessity, proportionality and non-discrimination."	1
"The Committee duly completed its review before the new deadline."	1
"7 - In order to increase the consistency and harmonization of provisions relating to all documents prepared by the Committee, cross-group mechanisms will be established to focus on the various technical areas covered by resolutions 1373 (2001) and resolutions 1624 (2005), and a quality control unit will be established to review all documents before their issuance."	1
"The Executive Directorate, in partnership with the Counter-Terrorism Capacity-building Programme, recently organized a workshop for police, customs and foreign affairs officials from countries of the subregion on the issue of border control."	1
"57. In addition, the International Civil Aviation Organization and the International Maritime Organization, as well as non-governmental industry associations such as the International Air Transport Association, have established and regularly updated standards relating to the conduct of their members and the carriage of dangerous goods, including shipments of ammunition and explosive materials."	1
"69 - Five States in the subregion have introduced laws enabling the extradition of terrorists, while six States have established effective mechanisms for exchanging information."	1
"Since 13 July 2010, Iran has been feeding low-enriched uranium hexafluoride into the two cascades connected between them (Cascades 1 and 6)()."	0
"UN peace operations have adjusted their stance accordingly and are thus displaying an increasing tendency to âhunker downâ, limiting the ability of both uniformed personnel and civilian staff to engage with local populations, win their hearts and minds, mediate local disputes, and bring together Information - This is crucial for the implementation of peace agreements and efforts to resolve conflicts."	0
"This classification is necessary not only to determine whether these crimes amount to genocide, but also to identify their perpetrators."	0
"6. I noted in paragraph 19 of my report of 30 August 2004 (S/2004/703) that âthe process of disarmament of PDF personnel has begun, with the second Joint Verification Mission attending a ceremony for the disarmament of approximately 300 soldiers in West Darfur.â &quot;."	0
"However, many areas of the country lack detention capacities and any functioning courts, forcing law enforcement authorities to release presumed dangerous perpetrators or to submit requests to UNAMI units to detain suspects for security reasons and to protect civilians."	0
"The Ministry of Environment and Spatial Planning cleaned the site and handed it over to the Serbian Orthodox Church in late September."	0
"It was also noted that, given the ICC&#39;s lack of enforcement mechanisms, it was important for the Council to remain engaged in the cases it referred to the Court and to take the necessary measures to enhance the cooperation of the parties concerned with the Court."	0
"21 - Working Group III, chaired by the Republic of Korea, provided its support to the efforts of States, the maritime sector and labor groups aimed at protecting ships from piracy off the coast of Somalia."	1
"The Panel&#39;s conclusions in relation to these issues are set out in paragraphs 161-193 of the first report on category “E4” claims."	0
"If residents try to leave the besieged Eastern Ghouta, the Syrian regimeâs snipers target them directly, which leads to dozens of civilian deaths every month."	0
"Therefore, the team wanted to know which of the two loss estimation methods above would provide the best estimate, or whether any other loss estimation method would be preferable."	0
"We made hard efforts to be able to vote in favor of the draft resolution by introducing balanced language from the statement of the European Union foreign ministers."	0
"12. Meanwhile, further progress has been made towards establishing a joint intelligence cell under the tripartite mechanism. On August 16 and 17, a delegation from the United States visited Kisangani, accompanied by military officers from Rwanda, Uganda and Congo, to assess progress in establishing the cell."	1
"Turkish newspaper Waqt - dated January 4, 2012"	0
"The Government of Mali quickly placed the hospital under quarantine, and MINUSMA formed police units assisted the Malian authorities in providing security around the hospital."	1
"The Office of Information and Administration will oversee the preparation of end-of-course evaluations via the electronic Performance Appraisal System (e-PAS) for all staff of the Directorate, and will help all staff participating in the new voluntary networking initiative to enhance career mobility by increasing horizontal mobility of staff into networked groups, as is the case For the professional network in the fields of political affairs, peace and security."	1
"103 - Six States have appropriate institutional structures and inter-agency cooperation to deal with counter-terrorism issues, and another nine States have some policies and procedures in this area."	1
"(c) Nuclear Act of 29 November 2000 (Official Gazette 2001, No. 3, section 18) latest updated: Official Gazette 2004, Nos. 70 and No. 96."	0
"The freedom of movement of the United Nations Force and the security and safety of its personnel are an integral part of the effective implementation of the Force&#39;s mandate."	1
"The police officers stationed at the bridge felt that they had lost control due to the meeting of the two groups of demonstrators. They fired twice in the air and tried to escape."	0
"All East Asian countries are members of several regional organizations or mechanisms for international cooperation in the field of combating terrorism, with the exception of one country that did not provide significant information in this regard, and the aforementioned countries seek to strengthen those relations."	1
"The use of home-made explosives demonstrates the adaptability of Al-Qaeda-linked terrorists in countries that effectively enforce arms embargoes."	0
"Scheduled for Thursday, 13 June 2002, at 11.40 p.m"	0
"She stated that cooperation between the government and civil society constitutes an essential part of efforts to prevent people from turning to terrorism, and indicated that she is intensifying her efforts to identify and verify hate speech on the Internet."	1
"Uploading the forms after studying them in preparation for approval and printing."	0
"Emphasizing the importance of building the capabilities of the security forces of the [Government of...], and reaffirming in this regard the importance of restructuring the [national] security forces and training, equipping and retaining their personnel, as this is of paramount importance in establishing stability and security in [the country concerned] in the long term Expressing its support... for the [international] capacity-building programs being implemented, and stressing the importance of the international community providing, in a timely manner, further coordinated and sustained support,"	0
"30 - Encourages States to submit requests to remove the names of individuals officially confirmed dead, particularly where no assets have been disclosed, and to remove the names of entities that have been reported or proven to no longer exist, while at the same time taking all measures required to ensure that The assets in the possession of these individuals or entities will be transferred to or distributed to other individuals, groups, institutions or entities listed on the Al-Qaida Sanctions List, neither now nor in the future;"	1
"It was reported that Red Cross vehicles and personnel were sometimes seen at the scene assisting the injured."	1
"The payments made by the committee were transferred from the Central Bank to the National Bank of Jordan (in the account of the Ministry of Labor)."	0
"The Russian Federation reported that it had taken measures to protect ships and port facilities from terrorist attacks, as stipulated in the provisions of the International Ship and Port Facility Security Code regarding emergency training, notification and signaling."	1
"Based on the above, the Ministry of Foreign Affairs of Georgia considers that the withdrawal of the Russian Federation from the decision taken by the Council of Heads of State of the Commonwealth of Independent States on 19 January 1996 represents a serious threat of destabilization, significantly changes the situation surrounding the conflict, and undermines the legal framework, which defines The peace formula set by the League for the conflict zone."	0
"11. All relevant documents are contained in Annex II."	0
"Recognizing the importance of transitional justice in promoting lasting reconciliation among all the people of [the affected country], and welcoming the national consultation process regarding the establishment of transitional justice mechanisms..."	0
"12 - The situation in Burundi (25 October 1993; 10 May 2010)."	0
"47. The Government has made several efforts to prevent and control diseases and pests."	1
"18. The number of people affected by the conflict has reached a plateau. On 1 September, 3.3 million Darfur citizens were in need of humanitarian assistance, with the resident population accounting for 45 per cent of the total affected. The number of internally displaced persons is 1.8 million."	1
"The use of lethal violence in such cases must respect the principles of distinction and proportionality, and violations must be subject to accountability."	0
"The prosecution began its case on January 17 and concluded its case on February 25, 2011."	0
"Some said these companies should anyway take steps to shut down sites that teach terrorist techniques, such as making explosives or using weapons, that could cause widespread casualties."	0
"Between 14 and 21 July, five inter-agency convoys arrived in Moadamiyat al-Sham and provided food, non-food items and hygiene supplies to a total of 30,000 people (20,000 people within Moadamiyat al-Sham and 10,000 people in areas under its control government in the town)."	0
"The Committee urges States to inform it of the policies and controls being developed and used in these areas."	0
"The Council also calls on the United Nations and the African Union to jointly investigate the LRA&#39;s logistical networks and potential sources of its illicit financing, including alleged involvement in elephant poaching and related illegal smuggling."	1
"In accordance with the review it carried out mentioned above, the Group has practically proven the incorrectness of the June 2005 report of the International Crisis Group, which was widely reported to be that the helicopter destroyed by the French in Yamoussoukro on 6 November 2004 was Guinean. ."	1
"2. Decides that the Executive Directorate will continue to operate as a special political mission under the policy guidance of the Counter-Terrorism Committee, for the period ending 31 December 2010. Further decides to conduct an interim review by 30 June 2009 and to consider comprehensively the work of The Executive Directorate before the end of its term;"	1
"The counter-terrorism measures adopted by the international community at the national and regional levels in accordance with relevant United Nations initiatives will lay a solid foundation for a global system that can confront new challenges and threats under the auspices of the United Nations."	1
"To date, no accounts or assets belonging to specific persons or entities have been identified in Vanuatu."	0
"241 - The Commission has found, based on its analysis of other sources and its own investigative work, that there were attacks on villages in Darfur by Sudanese Government armed forces and the Janjaweed throughout the conflict, with certain periods when such attacks reached their peak in intensity."	0
"3 - 13 new cases were submitted to the Office of the Ombudsman during the period covered by this report, bringing the total number of requests to remove names from the list since the establishment of the Office to 49 requests as of 31 July 2013."	0
"(c) A list of individuals reported dead among those included in the Consolidated List, and entities for which it is stated or confirmed that they are no longer in existence, together with the documentation required in paragraph 21 (c);"	0
"Encourages the efforts of [the Mission] and the United Nations country team to continue to assist the Government in preventing armed groups from recruiting refugees and children, and to maintain the civilian character of refugee camps and internally displaced persons sites, in coordination with the [national security forces] and humanitarian services."	1
"(g) Books and reference materials"	0
"Promote gender issues and awareness at national and local levels through a network of gender focal points in regional and country offices."	1
"Some of the Committee&#39;s recommendations to the Sudanese authorities can and should be implemented immediately, including enabling the International Committee of the Red Cross and United Nations human rights monitors to have full and unhindered access to all detainees in connection with the situation in Darfur."	1
"44. According to the Mine Action Service, âImprovised explosive devices constitute a dangerous and unique weapon system, due to their versatility, adaptability and method of use."	1
"6 - The application of self-protection measures, including the use of armed security personnel contracted from private companies to serve on board ships, as well as the deployment of ship protection detachments, in addition to increasing situational awareness, training and evasive maneuvers, and the use of safe sea lanes by commercial ships, All of this may also play a role in discouraging pirates from attacking ships."	1
"Security Council resolution 1820 (2008), operative paragraph 5"	0
"E - Loss of tangible property 378-387 98"	0
"âThe Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission in Afghanistan, and the efforts of the Special Envoy of the Secretary-General for Afghanistan, to facilitate the political process aimed at achieving the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of society.â Afghan, and reaffirms its position that the United Nations must continue to play its essential and impartial role in international efforts to reach a peaceful settlement of the Afghan conflict."	1
"200. Yeateen has five Liberian passports (two diplomatic passports and three ordinary passports, two of which were presented to him blank)."	0
"Asylum granting procedures are protected from abuse by terrorists in seven countries, and partially in one country."	1
"âThe Security Council welcomes the African Unionâs intention to send a reconnaissance mission in order to prepare for the deployment of military observers in Somalia, and calls on Somali leaders to cooperate with this initiative."	0
"UNIFEM, UNFPA Strengthen strategies in post-conflict countries to address the gender dimensions of the reconstruction process through assessment and transition mechanisms."	0
"34. The disarmament, demobilization and reintegration programme, including the effective reintegration of former combatants, must be completed."	1
"The second phase is expected to begin in early spring. On 8 April, Working Group III met for the first time in 18 months in Sukhumi, under the chairmanship of the UNDP Resident Coordinator."	0
"The Mission&#39;s four strategic priorities are building institutions and capacities at the department level; combating organized crime and corruption; Achieving financial continuity and sustainability, and enhancing police independence and accountability."	0
"In its previous report to the Committee, dated 3 October 2007 (S/2007/584, annex, paras. 143-146), the Panel provided identification and other information regarding some of the four designated individuals."	0
"The Mission and the United Nations country team are providing coordinated support to the law&#39;s implementation process in all its aspects, including to the Minister of State for the Promotion of Equality, who is leading efforts to develop the implementation plan, and to civil society to raise awareness of the law."	1
"They can be found on INTERPOL&#39;s website, and can be printed and distributed, in conjunction with other information for law enforcement purposes, at border posts without Internet access."	1
"The report&#39;s findings are based on a set of direct testimonies from victims and eyewitnesses."	1
"The success in prosecuting suspected pirates and imprisoning those convicted sends a strong message to the perpetrators and those who support them that they will not be able to escape punishment."	0
"3 - Paragraph 3 (a) and (b) of the resolution"	0
"Taking note of the release, on 18 August 2005, of the remaining 404 Moroccan prisoners of war by the Polisario Front, in compliance with international humanitarian law, and calling upon the parties to continue to cooperate with the International Committee of the Red Cross to determine the fate of persons who have remained missing since the beginning of the conflict, ,"	1
"He also trained Central Bank employees on risk-based control procedures in the field of combating money laundering and terrorist financing."	1
"B - A clear copy of the personal identity card, or residence document in the national territory;"	0
"59. Some States in this region are implementing the European Union Strategy to Combat Extremism and Terrorist Recruitment 2005, which aims to âimpede activities undertaken by networks and individuals to lure people into terrorism; ensure that the voices of moderate public opinion prevail over those of extremism; and build the drive to promote âEveryone enjoys security, justice, democracy and opportunity.â"	1
"The Council stresses the need to strengthen transnational cooperation between law enforcement agencies, including by including maritime security in security sector reforms and adopting bilateral and regional agreements to facilitate procedures, in accordance with international law, to combat drug trafficking by sea and to prosecute those suspected of involvement in such trafficking, following Maritime interdiction operations on the high seas. It calls for continued support from the United Nations Office on Drugs and Crime and other international and regional organizations concerned with this issue."	1
"66. Several regional cooperation mechanisms have been established to strengthen the capacity of States to collectively prevent incitement and safe haven for terrorists in Latin America and the Caribbean."	1
"Establishment of a gender and development unit at headquarters and a network of gender focal points at country and regional levels."	1
"The Assembly is also expected to consider the revised national budget for 2003."	0
"While the Government of Iraq affirms its respect for its obligations under the United Nations Security Council resolutions and its pursuit of peaceful policies and living in peace with its neighbors in a way that contributes to the security and stability of the region, the Government of Iraq looks forward to the Security Councilâs recognition of the great and positive developments that have been achieved in Iraq, and that the situation in Iraq is completely different. Essentially, the situation that existed when the Security Council adopted Resolution 661 (1990) and that the time has come for Iraq to regain its legal and international status that prevailed before the Security Council adopted the aforementioned resolution and the subsequent sanctions imposed on it under Chapter VII of the Charter of the United Nations."	0
"44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces."	1
"There are also no means of communication apart from satellites, cellular telephones and private wireless communications."	0
"In practice, both committees reached their conclusions regarding real property rights for the purposes of restitution and not to provide compensation, in accordance with the political will that favors the return of those displaced by ethnic discrimination and sectarian fighting to their places of origin rather than adopting other durable solutions."	1
"France strongly condemns these attacks and calls on all parties to exercise maximum restraint."	0
"31 - Encourages States to submit requests to remove the names of individuals whose deaths have been officially confirmed, particularly where no assets have been disclosed, and to remove the names of entities that have been reported or proven to no longer exist, while at the same time taking all measures required to ensure that The assets in the possession of these individuals or entities will be transferred to or distributed to other individuals, groups, institutions or entities listed on the Al-Qaida Sanctions List, neither now nor in the future;"	1
"Notes that a set of measures are required by the international community to share the burden on African States hosting refugees and support their efforts to ensure the security, civilian and humanitarian character of refugee camps and settlements, including in the areas of law enforcement, disarmament of armed elements, and reducing the flow of Weapons to refugee camps and settlements, the separation of refugees from other persons who do not meet the conditions for international protection granted to refugees or who are not otherwise in need of international protection, and the demobilization and reintegration of former combatants."	1
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"C - Three passport-sized photographs;"	0
"Most States have enacted laws establishing national aviation security authorities and implementing aviation security standards, but few have provided information on the implementation of the relevant annexes to the Convention on International Civil Aviation."	1
"11. Working Group III of the Contact Group on Piracy off the Coast of Somalia submitted the âInterim Guidelines on Measures for the Welfare of Seafarers and Members of Their Families Affected by Acts of Piracy off the Coast of Somaliaâ to IMO, so that they can be used as a frame of reference in addressing the welfare of seafarers affected by piracy In other regions of the world."	1
"Accordingly, the team also excludes the proposed amount of $98 million."	0
"13 - The Executive Directorate will continue to strengthen its role in facilitating technical assistance for the implementation of resolution 1373 (2001) in an effort to increase the capabilities of Member States and regions to combat terrorism, by meeting their needs in this field, in close cooperation with the Counter-Terrorism Implementation Task Force Other United Nations bodies and bilateral and multilateral aid donors will continue to adopt a focused and regional approach to this work."	1
"He also held additional meetings with the Monitoring Group established pursuant to resolution 1519 (2003) regarding Somalia regarding the arms market in Mogadishu and regional financial flows, and met with the Group of Experts established pursuant to resolution 1579 (2004) regarding Liberia to discuss the transfer of valuable commodities."	1
"(b) Continue to follow the latest developments in technology in order to be able to prevent the misuse of new methods of paying money and to detect attempts to exploit those methods to finance terrorism; Enacting appropriate laws and regulations and strengthening international cooperation in the field of investigation and prosecution in cases of suspected exploitation of new payment methods for financing terrorism;"	1
"In an effort to expedite the process and ensure the availability of sufficiently qualified staff, the Committee supports exploring ways to expand the pool of potential candidates."	0
"Based on the approval of the Committee, in September 2008, the Executive Directorate led a joint mission of the Committee and the Counter-Terrorism Implementation Task Force to Madagascar."	1
"Lieutenant General dos Santos Cruz added that the principles of peacekeeping by which the United Nations operates, namely the consent of the parties, neutrality, and the non-use of force except in cases of self-defense and defense of the state, may not always apply to armed criminal groups in contemporary missions, and that their application can be reviewed and modified accordingly. The current threats and context of violence faced by innocent civilians and peacekeepers in conflict areas."	1
