"en_es_TRANSFORMERS"	"MatConf"
"34. A pesar de la persistencia de las actividades de promoción de las Naciones Unidas, nueve niños siguen detenidos en centros de detención de Bamako por presunta asociación con grupos armados, en violación del protocolo sobre la liberación, reunificación y reintegración de niños asociados con fuerzas o grupos armados en Malí firmado el 1 de julio de 2013 por el Gobierno."	1
"En su resolución 733 (1992), el Consejo de Seguridad impuso un embargo general y completo de armas a Somalia, y en su resolución 751 (1992) el Consejo estableció un Comité para supervisar la aplicación del embargo."	1
"De los 168 niños, 135 fueron secuestrados con fines de reclutamiento, mientras que 33 fueron secuestrados para programas culturales y políticos o por otras razones."	1
"Que se celebrará el martes 17 de enero de 2006, a las 15.00 horas"	0
"Nada puede ser más urgente en Sierra Leona que el mantenimiento de la paz, la seguridad y la estabilidad en el país."	0
"Las operaciones de paz de las Naciones Unidas han ajustado su postura en consecuencia y muestran una tendencia cada vez mayor a \"desfallecer y agacharse\", limitando la capacidad del personal uniformado y del personal civil para colaborar con la población local, ganarse el corazón y la mente, mediar en las controversias locales y reunir información, labor fundamental para la aplicación de los acuerdos de paz y el esfuerzo por resolver los conflictos."	0
"Reafirmando su llamamiento a todos los Estados para que pasen a ser partes en los convenios, convenciones y protocolos internacionales contra el terrorismo lo antes posible, sean o no partes en los convenios y convenciones regionales sobre la cuestión, y para que cumplan plenamente las obligaciones que les incumben en virtud de los instrumentos en los que son partes,"	0
"28. Declara su determinación de vigilar de cerca todas las situaciones que entrañen la proliferación de las armas nucleares, sus sistemas vectores o material conexo, incluso hacia o por agentes no estatales, según se definen en la resolución 1540 (2004), y de adoptar, según proceda, las medidas que sean necesarias para asegurar el mantenimiento de la paz y la seguridad internacionales;"	1
"El 7 de abril de 2014, dos expertos de la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC), Clément Gorrissen y Simon Davis, resultaron muertos en el aeropuerto de Gaalkacyo (Puntlandia) en una misión relacionada con el rastreo de las corrientes financieras ilícitas derivadas de la piratería."	1
"A petición del Gobierno de Transición, el 25 de agosto, mi Representante Especial transmitió al Presidente Kabila, en nombre del Comité Internacional de Apoyo a la Transición, un documento de concepto relativo al establecimiento de una cuarta comisión conjunta para abordar las cuestiones de la buena gobernanza y la gestión económica."	0
"12. Exhorta a los Estados Miembros a que adopten medidas enérgicas y decisivas para reducir las corrientes de fondos y otros activos financieros y recursos económicos hacia las personas y entidades incluidas en la Lista relativa a las sanciones contra Al-Qaida, como se exige en el apartado a) del párrafo 1, y teniendo en cuenta las recomendaciones pertinentes del GAFI y las normas internacionales destinadas a prevenir el uso indebido de organizaciones sin fines de lucro, los sistemas de envío de remesas no oficiales o alternativos y el movimiento físico transfronterizo de divisas, procurando al mismo tiempo mitigar los efectos en las actividades legítimas por esos medios;"	0
"En muchos casos, las milicias que atacan aldeas \"africanas\" tienden a utilizar epítetos despectivos, como \"esclavos\", \"negros\", nuba o zurga, lo que podría implicar una percepción de las víctimas como miembros de un grupo distinto."	1
"Viet Nam considera que la naturaleza diversa de la violencia contra las mujeres y las niñas requiere un enfoque amplio."	0
"Los dos aviones Let 410, matriculados en Swazilandia como 3D-ERS y 3D-ETY, llegaron a Beni desde Jartum los días 7 y 8 de mayo de 2004, respectivamente."	0
"424. El hecho de que los Janjaweed dominaran a la policía es una tendencia que comenzó incluso antes de la crisis actual y que pudo detectarse a partir de la información proporcionada por el propio Gobierno."	1
"Se siguen recibiendo informes de diversas organizaciones de derechos humanos sobre violaciones graves de los derechos humanos e infracciones del derecho internacional humanitario, incluidas detenciones arbitrarias, asesinatos, trata de niños y violaciones en todo el país, tanto en las zonas controladas por las Forces Nouvelles como por el Gobierno."	1
"También se visitaron las estructuras gubernamentales pertinentes, como el centro de detención principal de Abidján (Maison d'arrêt et de correction d'Abidjan, MACA) y las comisarías de policía."	1
"Toda cuestión abierta, no resuelta o nueva relacionada con el examen de los mandatos se abordaría más a fondo en el Consejo mediante un mecanismo apropiado."	0
"La primera es la situación del Afganistán en materia de drogas, que es un desafío grave y creciente no sólo para el Afganistán sino también para el resto del mundo."	0
"El Representante Especial Kobler informó al Consejo de varios ataques perpetrados por las Fuerzas Democráticas Aliadas entre el 5 y el 18 de octubre, que causaron la muerte de más de 40 civiles y cientos de desplazados internos cerca de la ciudad de Beni, en la parte oriental de la República Democrática del Congo."	1
"- El 12 de diciembre de 2014, 200 fuerzas del régimen rodearon el barrio de Fayd en la ciudad de Jabla y no se permitió a nadie entrar o salir del barrio."	1
"Sr. Youseif Fahed Ahmed Alserhan, Jordania (maritimo);"	0
"Ningún Estado aplica medidas adecuadas para proteger a las organizaciones sin fines de lucro de la financiación del terrorismo."	0
"Lugar y fecha de nacimiento: Susah, 1990"	0
"XVIII. LA RECLAMACIÓN DE KASKADE DRAINS LIMITADA 402 - 412 76"	0
"En uno de los incidentes, en la aldea de Korcha-Turgu, a primera hora de la mañana, en algún momento de agosto de 2003, cientos de árabes Janjaweed atacaron la aldea, llevaban uniformes verdes del ejército y cabalgaban a caballo y camellos, rodearon la aldea y comenzaron a disparar contra hombres y niños."	1
"Al mismo tiempo, los otros elementos cruciales de este proceso de creación de instituciones son el fortalecimiento del estado de derecho mediante el aumento de la eficiencia, la imparcialidad y el funcionamiento general del sistema judicial, y el fortalecimiento de las instituciones encargadas de hacer cumplir la ley a fin de poner coto a la delincuencia organizada y la violencia étnica y llevar a todos los delincuentes ante la justicia."	0
"Tras casi un año de actividades de promoción, los niños de 12 y 14 años fueron separados y reunidos con sus familias el 29 de marzo y el 30 de abril de 2007, respectivamente."	0
"También hace hincapié en la prohibición y el bloqueo de los sitios de Internet que contienen materiales extremistas y en la regulación de los problemas en esta esfera."	1
"Los expertos del OIEA indicaron al Equipo que era mucho más probable que los terroristas obtuvieran ilícitamente un dispositivo militar que construir su propio dispositivo improvisado."	1
"Además de otra información fidedigna, la Comisión ha registrado testimonios de las personas detenidas en relación con el conflicto de Darfur y actualmente detenidas en Jartum en relación con torturas y tratos inhumanos y degradantes a los que han sido sometidas."	1
"En la parte oriental de la República Democrática del Congo, las amenazas a la seguridad derivadas de los enfrentamientos armados y los violentos disturbios civiles, a menudo exacerbados por la tensión política, siguen siendo motivo de preocupación."	1
"El 13 de julio también se instaló en Bunia la Administración del Distrito de Ituri, en sustitución de la Administración Provisional de Ituri, que se había establecido desde abril de 2003."	0
"La razón de ello era la tensa atmósfera política en este momento particular: se estaba dirigiendo mucha desconfianza hacia el poder judicial libanés y se estaban criticando la forma en que se realizaba la investigación."	1
"En el seminario organizado para examinar la cuestión de Internet en la Cumbre Internacional sobre Democracia, Terrorismo y Seguridad, celebrada en Madrid del 8 al 11 de marzo de 2005, se llegó a la conclusión de que Internet debía mantenerse libre de toda reglamentación o injerencia ulterior, lo que permitiría que el debate abierto derrotara las ideas del extremismo."	0
"Al 7 de abril, había 1.182 agentes de policía desplegados en la ONUCI, frente a un límite máximo autorizado de 1.200, incluidos 434 oficiales y 748 efectivos desplegados en seis unidades de policía constituidas."	1
"Los autores de actos terroristas han sido detenidos y posteriormente llevados ante la justicia en varias jurisdicciones."	1
"12. Subraya que el TNP reconoce en el artículo IV el derecho inalienable de las Partes en el Tratado a desarrollar la investigación, la producción y la utilización de la energía nuclear con fines pacíficos sin discriminación y de conformidad con los artículos I y II, y recuerda en este contexto el artículo III del TNP y el artículo II del Estatuto del OIEA;"	0
"Uganda sigue comprometida con el Acuerdo de Paz de Lusaka y los acuerdos posteriores porque las dos dimensiones del conflicto reciben una respuesta adecuada en el marco de Lusaka, es decir, la cuestión interna y las preocupaciones de seguridad de los vecinos."	0
"Todavía no se han proporcionado servicios de aduanas generales."	0
"Beneficiarios seleccionados por grupo temático y por país"	0
"En la parte etíope, el 23 de noviembre, una patrulla de la MINUEE fue detenida durante dos horas en un puesto de control de las Fuerzas Armadas de Etiopía al norte de Badme, en el sector occidental."	0
"En Malí, los terroristas estuvieron a punto de destruir la estructura básica del Estado, lo que afectó a la estabilidad de un país y de toda una región; Al-Qaida en el Magreb Islámico, el Movimiento para la Unidad y la Yihad en África Occidental y Ansar Eddine continuaron sus actividades en el norte de Malí con efectos indirectos en los países vecinos, poniendo en peligro la presencia y las actividades de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA)."	1
"Los miembros de esta delegación acordaron con el Primer Ministro \"iniciar la organización de la presencia armada palestina en los campamentos para garantizar la seguridad\"."	0
"Eliminación del tratamiento de desorción térmica a alta temperatura del material excavado; y"	0
"d) Remitirá las respuestas del peticionario a los Estados pertinentes, al Comité y al Equipo de Vigilancia y hará un seguimiento con el peticionario en relación con las respuestas incompletas del peticionario;"	0
"59. Algunos Estados de esta región aplican la Estrategia de la Unión Europea de 2005 para combatir la radicalización y el reclutamiento de terroristas, cuyo objetivo es \" perturbar las actividades de las redes y las personas que atraen a la población hacia el terrorismo; asegurar que las voces de opinión dominante prevalezcan sobre las del extremismo; [y] promover aún más vigorosamente la seguridad, la justicia, la democracia y las oportunidades para todos\"."	0
"Cursos de capacitación sobre la cuestión de la explotación y el abuso sexuales; elaboración de políticas y procedimientos sobre los aspectos organizativos de la asistencia a las víctimas."	0
"Según se informa, el grupo tiene fuertes vínculos con AlQaida en la Península Arábiga y ha proporcionado adiestramiento en Somalia a terroristas procedentes de Nigeria y de países que están más cerca de sus fronteras."	1
"Tiene ahora la palabra el Sr. Pascoe."	0
"Se informa de que se cometieron actos de destrucción sin sentido, que excedieron con creces cualquier imperativo militar, en su mayoría por parte de las fuerzas gubernamentales."	1
"China debería plantear al Líder Supremo de la República Popular Democrática de Corea y a otras autoridades de alto nivel las cuestiones de los secuestros, el infanticidio de niños con derecho a la nacionalidad china, los abortos forzados impuestos a las mujeres repatriadas y otras violaciones de los derechos humanos dirigidas contra las personas repatriadas de China."	1
"Como mínimo, debe atenuar su sufrimiento obligando al Estado sudanés a reparar sus daños."	0
"La legislación lituana prohíbe ese tipo de apoyo."	0
"253 514,95 en Delta Banka AD, Belgrado"	0
"254. La Comisión también determinó que las fuerzas rebeldes habían sido responsables de ataques, en la mayoría de los casos contra objetivos militares, la policía o las fuerzas de seguridad."	1
"Las mujeres y los niños fueron separados de los hombres, confinados en una zona alrededor de la mezquita y posteriormente llevados por sus captores para ser violados."	1
"Si bien los dirigentes de Al-Qaida, limitados por la acción internacional, tal vez no puedan traducir su apoyo en violencia coordinada bajo su control, siguen atrayendo seguidores, algunos de los cuales están decididos a cometer actos terroristas en su nombre, sin necesidad de considerar sus acciones como parte de un programa político más amplio."	1
"La eficacia de las dependencias de delincuencia organizada transnacional de Malí sigue siendo considerablemente limitada por las limitaciones de recursos, a pesar de la ubicación conjunta de una dependencia de lucha contra la delincuencia organizada transnacional de la Policía de las Naciones Unidas con sus homólogos malienses."	1
"Cuadro sinóptico del Ministerio de Educación"	0
"13. El Comité examinó las siguientes esferas principales de posibles progresos: seguir mejorando los procedimientos de asistencia; determinar y analizar las necesidades de asistencia; seguir desarrollando un diálogo sobre la asistencia con las organizaciones internacionales, regionales, subregionales y, según proceda, no gubernamentales pertinentes; fortalecer la capacidad del Comité y de sus expertos para facilitar la asistencia; y aumentar la conciencia de las cuestiones de asistencia."	0
"El componente militar sigue prestando servicios en condiciones sumamente difíciles en el norte."	1
"En su resolución 2128 (2013), el Consejo de Seguridad modificó los requisitos de notificación relacionados con el embargo de armas, decidiendo que las autoridades de Liberia deberían tener la responsabilidad primordial de notificar al Comité, por lo menos con cinco días de antelación, el envío de todo suministro de armas mortíferas y material conexo, o cualquier prestación de asistencia, asesoramiento o capacitación relacionados con actividades militares u otras actividades del sector de la seguridad para el Gobierno de Liberia."	0
"Israel también debe abstenerse de adoptar medidas unilaterales en Jerusalén que alteren el statu quo o socaven la confianza."	0
"(Resolución 484/21 de la Cumbre, aprobada el 30 de marzo de 2009)"	0
"En Somalia, desde principios de 2007, muchos de los atentados con bombas y atentados suicidas que siguen las prácticas de los grupos asociados con Al-Qaida en el Iraq o el Afganistán han sido reivindicados por el movimiento Al-Shabaab, que no figura en la lista."	1
"Por la Gran Jamahiriya Árabe Libia Popular y Socialista"	0
"\"El Consejo de Seguridad recuerda que las órdenes de detención de la Corte Penal Internacional contra Joseph Kony, Okot Odhiambo y Dominic Ongwen, acusados, entre otras cosas, de crímenes de guerra y crímenes de lesa humanidad, incluidos el asesinato, la violación y el alistamiento de niños mediante secuestro, aún no se han aplicado, y exhorta a todos los Estados a que cooperen con las autoridades ugandesas y la Corte Penal Internacional a fin de aplicar esas órdenes y llevar ante la justicia a los responsables de las atrocidades."	1
"La Comisión está especialmente alarmada por el hecho de que los ataques contra las aldeas, el asesinato de civiles, las violaciones, los saqueos y los desplazamientos forzosos hayan continuado durante el mandato de la Comisión, y considera que deben tomarse medidas urgentes para poner fin a estas violaciones."	1
"Desde entonces, las autoridades de Kivu del Norte han detenido a varias personas con presuntos vínculos con el Sr. Nkunda."	1
"Tres días después, el Jaleele compró 25 fusiles de asalto AK-47, 2 cañones antiaéreos, 6 ametralladoras PKM, 4 RPG-2 y municiones."	1
"El Consejo de Seguridad reconoce la constante infrarrepresentación de las mujeres en los procesos oficiales de paz y está profundamente preocupado por los persistentes obstáculos y problemas derivados de situaciones como la violencia contra la mujer, las economías y las estructuras sociales destrozadas, la falta de estado de derecho, la pobreza, el acceso limitado a la educación y otros recursos, diversas formas de discriminación y estereotipos."	1
"El 26 de septiembre me reuní con el Presidente Saakashvili al margen de la Asamblea General en Nueva York."	0
"208. El Comité proporcionó a la Comisión el número de víctimas y de armas robadas entre enero de 2003 y noviembre de 2004, en relación con el ejército, se afirmó que 937 habían muerto, 2.264 habían resultado heridas y 629 habían desaparecido y 934 habían sido robadas; en relación con la policía, se afirmó que 685 habían muerto, 500 habían resultado heridas, 62 habían desaparecido y 1.247 habían sido saqueadas; en relación con el aparato de seguridad e inteligencia, se afirmó que 64 habían resultado muertos, 1 había resultado herido, 26 habían desaparecido y 91 habían sido saqueadas."	1
"66. Saad Murshid Jasir Al-Barazi"	0
"III. Actividades de mi Enviado Personal"	0
"Además, aunque la situación general de seguridad se ha mantenido tranquila y pacífica desde que Timor-Leste asumió oficialmente la plena responsabilidad de la seguridad el 20 de mayo, el contrabando, el comercio ilegal y el cruce de fronteras deben considerarse motivo de preocupación, al igual que las tensiones relacionadas con las manifestaciones en Dili en julio pasado."	0
"13. Insta a la comunidad internacional a que preste apoyo y asistencia para que los Estados puedan cumplir sus responsabilidades en lo que respecta a la protección de los refugiados y otras personas protegidas por el derecho internacional humanitario;"	0
"601. Por consiguiente, se propone establecer una comisión internacional de indemnización, integrada por 15 miembros, 10 nombrados por el Secretario General y 5 nombrados por un órgano independiente del Sudán."	0
"Por primera vez desde el comienzo de la crisis en 2012, dos trabajadores humanitarios murieron el 29 de mayo en la región de Tombuctú, cuando su automóvil alcanzó un artefacto explosivo improvisado controlado a distancia, y dos vehículos de organizaciones no gubernamentales internacionales fueron secuestrados los días 8 y 9 de noviembre cerca de Ménaka (región de Gao)."	1
"9. Encomia a las autoridades libanesas por las valientes decisiones que ya han adoptado en relación con la investigación, en particular por recomendación de la Comisión, en particular la detención y el procesamiento de ex funcionarios de seguridad libaneses sospechosos de haber participado en ese acto terrorista, y alienta a las autoridades libanesas a que persistan en sus esfuerzos con la misma determinación a fin de llegar al fondo de este crimen;"	1
"Si bien la presión sobre los dirigentes de ambos grupos ha continuado, la situación en el Iraq y otras zonas de conflicto ha mantenido al terrorismo al frente de la atención mundial, y no ha habido escasez de nuevos reclutas."	1
"La violencia y los desplazamientos plantean un desafío inmediato a la credibilidad del proceso de votación."	0
"Sin embargo, a pesar de esos avances, todavía hay que superar los desafíos a la autoridad del Gobierno y a su control efectivo sobre su territorio nacional."	0
"El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 efectivos militares, incluidos 200 observadores y 125 oficiales de Estado Mayor, hasta 120 agentes de policía civil y el personal civil apropiado.A partir del 1° de junio de 2004, por un período inicial de seis meses, la ONUB estaría integrada inicialmente por las fuerzas de la Misión Africana en Burundi."	1
"Es particularmente importante desarrollar intercambios prácticos entre el Consejo de Seguridad y la Asamblea General sobre cómo detener las corrientes ilícitas de armas y municiones hacia las zonas de crisis y conflicto."	1
"Recordando también su solicitud al Secretario General de que reúna información sobre la responsabilidad por el trágico incidente que causó la muerte de los Presidentes de Rwanda y Burundi,"	1
"Los observadores han informado de que los civiles desplazados que viven bajo el control del Gobierno en esas zonas siguen siendo prácticamente prisioneros, confinados en campamentos y asentamientos con alimentos, refugios y asistencia humanitaria insuficientes, con riesgo constante de nuevos ataques, violaciones y saqueos de sus posesiones restantes."	1
":: Deberían establecerse mecanismos de determinación de los hechos lo suficientemente pronto como para poder contribuir a la prevención de nuevas violaciones."	0
"Dos Estados han ratificado 13 instrumentos y siete han ratificado 12."	0
"Su propósito parecía ser que las fuerzas del MLC/CCD-N fueran de pueblo en pueblo destruyendo todo lo que podían poner en sus manos."	1
"En la mañana del 12 de marzo de 2012, grupos terroristas llevaron a cabo otra masacre horrible en algunos distritos de la ciudad de Homs, que causó la muerte de unos 45 civiles, por no hablar de las atrocidades que esos grupos han perpetrado en otras partes de Siria."	1
"s) La prohibición de los castigos colectivos;"	1
"13. Alienta a la Interpol a que intensifique sus esfuerzos con respecto a la amenaza de los combatientes terroristas extranjeros y a que recomiende o ponga en marcha recursos adicionales para apoyar y alentar la adopción de medidas nacionales, regionales e internacionales para vigilar e impedir el tránsito de combatientes terroristas extranjeros, como la ampliación del uso de las notificaciones especiales de la INTERPOL para incluir a los combatientes terroristas extranjeros;"	0
"Además, debido a la alta incidencia de matrimonios mixtos, difícilmente pueden distinguirse en su apariencia física exterior de los miembros de las tribus que supuestamente los atacaron."	1
"El Gobierno del Líbano me ha informado de que las Fuerzas Armadas Libanesas también habían detenido y deportado a varios infiltrados de origen palestino que llevaban documentos de identidad sirios."	1
"Los registros de laboratorios calificados son mantenidos por el Servicio Nacional de Salud y Calidad Agroalimentaria (SENASA)."	0
"La mayoría de estos crímenes se cometieron individualmente en el contexto del caos de seguridad imperante."	1
"I. Mandato de la misión"	0
"Considera que la rendición de cuentas es fundamental para la reconciliación y que también hay que hacer esfuerzos para exigir responsabilidades a los miembros de los grupos armados que han cometido violaciones graves de los derechos humanos."	1
"Convencida también de que una solución política del conflicto es probable que promueva la lucha contra el flagelo del terrorismo y las actividades conexas, que siempre están presentes en la región, y ayude a erradicarlas;"	1
"La rendición de cuentas [U] urge al Gobierno del [país afectado] a garantizar la plena aplicación de su \"política de tolerancia cero\" con respecto a la disciplina y las violaciones de los derechos humanos, incluida la violencia sexual y de género, cometidas por elementos de las [fuerzas armadas] e insta además a que todas las denuncias de tales violaciones se investiguen a fondo, con el apoyo de [la misión], y a que todos los responsables sean llevados ante la justicia mediante un proceso sólido e independiente."	0
"En la actualidad, todos los Estados han tipificado como delito en su derecho interno la provisión de refugio a los terroristas y sus partidarios y el uso de sus territorios para cometer o preparar actos terroristas contra otros Estados o sus ciudadanos."	1
"La primera es que las demandas de derechos humanos y libertad son universales y se propagarán por sí mismas a lo largo del tiempo, porque son aspiraciones humanas fundamentales."	0
"Un dirigente principal de Al-Itihaad encargado de los campamentos de adiestramiento compró rifles de asalto AK-47, ametralladoras PKM, lanzacohetes RPG-7, granadas de mano F1, granadas de fuego de fusil y granadas de mortero en el mercado de armas Irtogte entre el 7 y el 21 de noviembre de 2004, la misma persona compró 2 ametralladoras PKM, 10 ametralladoras medianas SG-43, 120 pistolas TT-33 Tokarev y 60 revistas para fusiles de asalto AK-47 el 27 de noviembre de 2004, así como 16 ametralladoras PKM y municiones para lanzacohetes RPG-7 el 15 de enero de 2005 (S/2005/153, anexo II)."	1
"La policía debe estar, y debe parecer estar, entrenada en un entorno políticamente neutral."	1
"122. Se plantea una importante cuestión jurídica con respecto a las milicias antes mencionadas: ¿quién, además de los autores individuales, es penalmente responsable de los delitos presuntamente cometidos por Janjaweed?"	1
"57. El objetivo de la visita era examinar los progresos realizados en la aplicación del plan de acción firmado el 4 de octubre de 2012 por el Gobierno y el equipo de tareas de las Naciones Unidas en el país sobre vigilancia y presentación de informes; examinar las conclusiones sobre los niños y el conflicto armado en la República Democrática del Congo aprobadas el 19 de septiembre de 2014; e interactuar con los ministerios competentes y otros funcionarios gubernamentales, los agentes de protección de la infancia, las ONG y los niños anteriormente vinculados con grupos armados y obtener conocimientos directos de la situación de los niños afectados por el conflicto armado en la República Democrática del Congo, prestando especial atención a las actividades de cumplimiento de las Fuerzas Armadas de la República Democrática del Congo (FARDC) y los problemas pendientes, en particular con respecto a los agentes no estatales enumerados en el informe anual del Secretario General, y evaluar los problemas y las oportunidades para la reintegración de los niños asociados con fuerzas y grupos armados en la República Democrática del Congo."	0
"En el informe se señalan varios casos, en particular en el sector de la seguridad, que son motivo de gran preocupación."	0
"33. Región del África central (24 de noviembre de 2003; 19 de diciembre de 2012)."	0
"Además, 17 policías resultaron muertos en este ataque, todos los cuales pertenecían a tribus africanas."	1
"Se han puesto en marcha iniciativas para prevenir los brotes de cólera en Mogadiscio, incluida la cloración del suministro de agua y la estrecha colaboración con el sector de la salud."	0
"Aunque la situación de seguridad en el norte ha sido relativamente tranquila, el 31 de agosto un miembro del contingente marroquí de la ONUCI fue brutalmente asesinado en Bouaké."	1
"118. El terrorismo es un factor determinante en un número cada vez mayor de situaciones de conflicto, especialmente en la región del Sahel y el Magreb."	0
"Medidas especiales para proteger a las mujeres y las niñas de la discriminación y la violencia basadas en el género, la violación y otras formas de violencia sexual (acceso a la reparación jurídica; centros de crisis; albergues; atención de la salud; programas de asesoramiento y otros programas de asistencia; mecanismos de supervisión y presentación de informes)."	0
"El sábado 27 de diciembre de 2003, en la aldea de Domai Tamait en Darfur meridional: \"Fuimos atacados en la madrugada alrededor de la hora de la oración de la mañana, que es alrededor de las 5.30 [testigo muestra herida de bala en la pierna]."	1
"Los registros de la PNTL muestran que el Comandante General de la PNTL entregó al Ministro del Interior una ametralladora totalmente automática F2000 y 2.000 cartuchos de munición."	0
"La exclusión de otras formas de abuso sexual del ámbito de la investigación dejó sin abordar un gran número de denuncias."	0
"22. El Consejo está decidido a intensificar la presión sobre los grupos armados extranjeros presentes en la parte oriental de la República Democrática del Congo, junto con las iniciativas que se están adoptando en el marco del proceso tripartito."	0
"Someteré ahora a votación el proyecto de resolución."	0
"Uno o dos Estados han mostrado preocupación por el hecho de que, al congelar los activos de un FNCO incluido en la lista, no podrían financiar proyectos bajo su control, como orfanatos, hospitales o centros de refugiados."	1
"12. Pide en particular que la MONUC comparta información con el Grupo de Expertos, especialmente sobre el apoyo recibido por los grupos armados, el reclutamiento y la utilización de niños y los ataques contra mujeres y niños en situaciones de conflicto armado;"	1
"Tailandia también está considerando la posibilidad de pasar a ser parte en el Convenio Internacional de Asistencia Administrativa Mutua en Materia Aduanera (Convenio de Johannesburgo)."	0
"Las negociaciones abarcarán todas las cuestiones fundamentales, que deberán definirse claramente;"	0
"Muchos miembros del Consejo subrayaron que la plena aplicación de la resolución 2118 (2013) aún no se había logrado y que el Consejo debía seguir vigilando con vigilancia los esfuerzos encaminados a lograr la eliminación del programa de armas químicas de la República Árabe Siria hasta que se hubiera completado, así como la eliminación del uso de armas químicas que violaba las disposiciones de la resolución 2118 (2013)."	0
"La discriminación por motivos de género también adopta la forma de que las mujeres sean objeto de sobornos o multas."	1
"Estos dos elementos son, en primer lugar, el actus reus consistente en matar, causar graves daños físicos o mentales o infligir deliberadamente condiciones de vida susceptibles de causar destrucción física, y en segundo lugar, sobre la base de una norma subjetiva, la existencia de un grupo protegido que es blanco de los autores de actos delictivos."	1
"Las medidas adoptadas hasta la fecha por el Gobierno para hacer frente a la crisis han sido sumamente inadecuadas e ineficaces, lo que ha contribuido al clima de impunidad casi total de las violaciones de los derechos humanos en Darfur."	1
"11. La presencia activa de milicias étnicas y comunitarias sigue siendo una fuente importante de inestabilidad, en particular en la parte occidental del país, que en los últimos meses ha sido escenario de violentos enfrentamientos interétnicos."	1
"El Programa fue relanzado como Programa del Sector de la Seguridad de la Autoridad Intergubernamental para el Desarrollo en octubre de 2011 y tiene la intención de ser más activo en esta esfera, incluso mediante conferencias sobre la desradicalización y la participación de la comunidad en la lucha contra el terrorismo."	0
"Oficialmente, las FACI las describen como aeronaves de \"reconocimiento\", aunque el Grupo observó que una aeronave ha endurecido puntos añadidos bajo sus alas, que se adaptaron para tratar de transportar municiones de especificación no OTAN para la acción militar."	1
"19. La Liga de Jóvenes Comunistas parece haber absorbido a muchos miembros de las milicias disueltas del PCN-M y muchos niños reclutados durante la campaña de reclutamiento posterior a la cesación del fuego de 2006 no se unieron al ejército maoísta."	1
"b) Los disturbios sociales relacionados con cuestiones de exclusión de larga data han contribuido a un patrón constante de protestas y a la aparición de grupos políticos y armados en las llanuras meridionales de Terai que han creado nuevos riesgos para los niños, como desplazamientos, asesinatos y reclutamiento;"	1
"Si bien el régimen de sanciones puede obligar a algunos talibanes a permanecer en zonas remotas, y el Equipo observa que esta puede ser una de las razones por las que los talibanes de alto rango desean que se les quiten sus nombres, no obstante, el objetivo preventivo de las medidas no se ha alcanzado en gran medida."	1
"4. Muerte de soldados enemigos heridos"	1
"158. El Equipo ha promovido aún más la labor del Comité mediante presentaciones en la Facultad de Derecho de la Universidad de Columbia y debates con instituciones académicas en la esfera de la lucha contra el terrorismo, como el Cuarto Proyecto de Evaluación de la Libertad contra el Terrorismo, el Instituto Watson de la Universidad Brown y otras instituciones terciarias."	0
"El Comité seguirá centrándose en la promoción de la aplicación por los Estados de la resolución 1373 (2001) y en la adopción de medidas prácticas destinadas a mejorar la capacidad de los Estados en la lucha contra el terrorismo."	0
"La Misión continuó sus actividades de sensibilización en el marco de la estrategia \"UN Cares\"."	0
"II. Definiciones y etapas del blanqueo de dinero."	0
"Treinta graduados del primer programa de capacitación de mediano plazo de cuatro semanas de duración para altos funcionarios municipales recibieron capacitación en derecho, economía, finanzas públicas, gestión de recursos humanos y solución de conflictos."	0
"505. ¿Es el genocidio más grave que otros crímenes internacionales? Se ha sostenido ampliamente que el genocidio es el crimen internacional más grave."	1
"Un Estado citó un amplio plan antiradicalismo, aprobado en 2006, que tiene por objeto combatir la radicalización y proteger al mismo tiempo los valores democráticos."	0
"El 14 de septiembre, tras la aprobación de la resolución 1546 (2004) del Consejo de Seguridad, el Representante Especial del Secretario General, Sr. Ashraf Jehangir Qazi, así como el Representante Permanente de los Estados Unidos de América, Embajador John Danforth, informaron al Consejo de Seguridad sobre la UNAMI y las actividades de la Fuerza Multinacional en el Iraq, respectivamente."	0
"Atacaron y mataron a 54, hirieron a otras 24 y quemaron casas antes de retirarse con ganado saqueado y bienes del hogar."	1
"En consecuencia, se han recuperado 317 restos del territorio iraquí y se han identificado los restos de 232 prisioneros de guerra kuwaitíes hallados en territorio iraquí (se han identificado otros cuatro prisioneros en el cementerio de Sabhan, en Kuwait)."	1
"24. Además, el Equipo propone que el Comité examine las ventajas de la supresión condicional o provisional de la lista, por lo que el Comité podría establecer un período de exención prolongado para ciertas personas talibanes incluidas en la Lista, o incluso suspender por completo las sanciones, bajo ciertas condiciones previas, siempre que recibiera garantías periódicas durante un período determinado de que su inclusión en la Lista ya no era apropiada."	0
"14. La situación en Sierra Leona (27 de noviembre de 1995; 26 de marzo de 2014)."	0
"Las medidas adoptadas por los Estados abarcan las actividades prohibidas de agentes no estatales, enumeradas en el párrafo 2 de la resolución 1540 (2004) en relación con las armas nucleares, químicas y biológicas y sus sistemas vectores, y los controles de los materiales conexos, de conformidad con el párrafo 3 de la resolución."	1
"El potencial de ataques internacionales del AQAP persiste, pero por ahora el impacto de las actividades del AQAP se siente principalmente en Yemen."	1
