"ar_en_TRANSFORMERS"	"MatConf"
"228. Before further presenting the findings of the Commission &apos; s fact-finding, as well as the legal assessment of these two facts, it is worth presenting some facts on both displacement and destruction, with a view to providing a clear picture of the scale and scope of the situation."	1
"96. Jamal Mubarak Mons"	0
"23. During recent field visits to refugee camps, internally displaced persons sites and adjacent villages, the Mission recorded fewer reports of human rights violations."	0
"Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to the Sudan (E/CN.4/2005/7/Add.2)"	1
"While the two leaders present in Afghanistan retain their personal appeal and credibility as founders of Al-Qaida and excel in claiming religious justifications for terrorism, either under the leadership of Abu Musab al-Zarqawi or any successor to it, along with the current of headline attacks, Al-Qaida has greater appeal for those who yearn for action."	1
"The Palestinians feel that the struggle is a battle of resistance that they fight every day for their identity and in order to prevent the possibility of having a future as a people from disappearing."	0
"United Technologies Corporation- Pratt & Whitney, Government Engineers & Space Propulsion"	0
"- Convention on Offences and Certain Other Acts Committed on Board Aircraft of 14 September 1963"	0
"Furthermore, reference should be made to section 78, paragraph 7, of the Exchange Act in this context."	0
"Some of these Maoist army and Maoist militia recruits are under 18 years of age."	1
"To be held on Friday, 15 September 2000, at 12.50 p.m."	0
"It should also be noted that this Russian decision coincides with the separatists &apos; provocative actions and the mobilization of intensive military reinforcements."	1
"Deeply concerned at the increasing number of victims of terrorist acts, including children, motivated by intolerance or extremism, in various regions of the world,"	1
"Reuters article of 5 February 1999"	0
"Reaffirms its unequivocal condemnation of all acts, methods and practices of terrorism as criminal and unjustifiable, regardless of their motivation, and in all their forms and manifestations, wherever and by whomsoever committed,"	0
