"","en_es_DEEP","VerCoop"
"2028","Los Janjaweed a caballo y en camello comenzaron a cazar a los aldeanos, mientras las fuerzas militares permanecían al pie de la montaña. Bombardearon partes de las montañas con morteros y también ametrallaron a la gente.",0
"2029","A pesar de la decisión adoptada en 2006 por el Diálogo Nacional, y confirmada en reuniones posteriores del Diálogo Nacional, no se lograron avances con respecto al desmantelamiento de las bases militares del FPLP-GC y Fatah al-Intifada en el país, con sede en Damasco.",1
"2030","OP 7 - mediante una combinación de la Ley de las Naciones Unidas, la Ley de Regulación de Importaciones y Exportaciones y la Ley de la Marina Mercante;",0
"2031","""El Consejo de Seguridad destaca la importancia de ayudar a los Estados Miembros a promover la participación plena e igualitaria de las mujeres en los procesos electorales y las reformas constitucionales posteriores a los conflictos.",1
"2032","140. En algunas de sus visitas, en particular a Estados menos desarrollados, el Equipo ha descubierto que los organismos nacionales pertinentes que participan en la lucha contra el terrorismo carecen de fondos suficientes, en particular en la esfera de la seguridad fronteriza, hasta el punto de que funcionarios relativamente superiores carecen de acceso a computadoras y otras tecnologías relevantes y otros tienen poco o ningún personal para realizar tareas críticas.",0
"2033","Además, las violaciones aéreas israelíes de la Línea Azul han continuado de forma periódica, en violación directa de la resolución 1701 (2006).",0
"2034","Aunque las F-FDTL han declarado que en 2006 poseían 1.200 armas M16, los registros revelan que faltan 45 armas M16. Además, faltan tres rifles semiautomáticos FN-FNC, tres rifles semiautomáticos SKS y dos armas Uzi que anteriormente estaban bajo custodia y control de las F-FDTL.",0
"2035","En el caso de la delincuencia interétnica, el mecanismo de aplicación de la ley también es débil.",0
"2036","83. Los combatientes del MPCI proporcionaron a la misión información sobre la existencia de otras fosas comunes en las zonas de combate. Se dice que las fosas comunes son cinco, tres de ellas en Man y dos en Danané, a 72 kilómetros de Man.",1
"2037","Las disposiciones de la Ley núm. 656/2002 para prevenir y combatir el blanqueo de capitales coinciden con los de la Directiva n. 2001/97/CE del Parlamento Europeo y del Consejo Europeo, de 4 de diciembre de 2001, por la que se modifica la Directiva del Consejo Europeo núm. 91/308/CEE sobre prevención del uso del sistema financiero con fines de blanqueo de capitales.",1
"2038","""En su 5267ª sesión, celebrada en privado el 21 de septiembre de 2005, el Consejo de Seguridad examinó el tema titulado ""La situación relativa al Iraq"".",0
"2039","Las principales facciones palestinas en el Líbano expresaron preocupación por los incidentes y se desvincularon de Fatah al-Islam.",0
"2040",":: Destacar la importancia de la agenda sobre las mujeres, la paz y la seguridad para abordar la discriminación, los abusos de los derechos humanos y los obstáculos a la protección y la justicia que enfrentan las mujeres y niñas refugiadas, desplazadas internamente y apátridas en todas las etapas del ciclo de desplazamiento",1
"2041","El grupo ha explotado la porosa frontera entre Nigeria y Camerún y ha secuestrado a ciudadanos extranjeros en Camerún.",0
"2042","No emitió ninguna orden o directiva respecto de las actividades en la escena del crimen, ya que no entraba dentro de sus responsabilidades.",0
"2043","En el período comprendido entre el 25 de noviembre de 1998 y el 26 de febrero de 1999, se realizaron 149 inspecciones, 56 en la República Srpska y 93 en la Federación.",0
"2044","(a) S.E. Francisco FADUL, Primer Ministro de la República de Guinea-Bissau;",0
"2045","c) Impedir el suministro, la venta o la transferencia directa o indirecta a esas personas, grupos, empresas y entidades desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de cualquier tipo tipos que incluyen armas y municiones, vehículos y equipos militares, equipos paramilitares, y repuestos para los mismos y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares;",0
"2046","El Consejo insta [al Estado afectado] a aplicar inmediatamente procedimientos adecuados a la cuestión de los derechos de propiedad y a poner fin a todas las formas de discriminación contra la [población minoritaria] en la prestación de prestaciones sociales y asistencia para la reconstrucción.",1
"2047","60. La cuestión India-Pakistán (6 de enero de 1948; 5 de noviembre de 1965).",0
"2048","(a) garantizar la más amplia difusión posible de información sobre el derecho internacional humanitario, los derechos humanos y el derecho de los refugiados;",1
"2049","El Comité cree que tales acciones reducirán el riesgo de que terceros, incluidas instituciones financieras no bancarias y empresas y profesionales no financieros, actúen involuntariamente en contravención de los requisitos de congelación de activos.",1
"2050","""El Consejo de Seguridad acoge con satisfacción los considerables progresos realizados por Timor-Leste en el fortalecimiento de las capacidades institucionales y de recursos humanos de las instituciones del Estado, incluidos los sectores de seguridad, justicia y gobernanza que desempeñan funciones cruciales en la salvaguardia de la estabilidad y la promoción de la democracia.",1
"2051","Destaca la importancia de garantizar el acceso de las organizaciones pertinentes, según corresponda, a todas las prisiones y lugares de detención en [el país afectado], y pide el pleno respeto del derecho internacional pertinente, incluido el derecho humanitario y el derecho de los derechos humanos...",1
"2052","Se estima que unos 800.000 jóvenes están desempleados, empleados sin remuneración o subempleados.",0
"2053","Que se celebrará en privado el miércoles 24 de marzo de 2004, a las 15.00 horas.",0
"2054","1. La primera reunión consultiva para poner fin a la transición en Somalia se celebró en Mogadiscio del 4 al 6 de septiembre de 2011.",0
"2055","El Comité tratará de garantizar que haya un pleno intercambio de informes nacionales, informes de visitas y otra información pertinente entre los respectivos comités y grupos de expertos, incluso con respecto a visitas a Estados y otros viajes oficiales y asistencia técnica.",1
"2056","38. La proliferación de armas fuera de la autoridad del Estado, combinada con la existencia continua de milicias fuertemente armadas, me preocupan mucho para la estabilidad del Líbano.",0
"2057","259. La resolución 1373 (2001) exige que los Estados impidan el movimiento transfronterizo de terroristas y grupos terroristas mediante controles sobre la expedición de documentos de identidad y de viaje seguros y válidos.",1
"2058","""El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y continúa apoyándolos y orientándolos.",1
"2059","El Consejo alienta el establecimiento o el refuerzo, cuando proceda, de mecanismos subregionales o regionales de cooperación, coordinación e intercambio de información, en particular cooperación aduanera transfronteriza y redes para el intercambio de información, con miras a prevenir, combatir y erradicar el comercio ilícito de pequeñas mercancías armas y armas ligeras a través de las fronteras.",1
"2060","5. Mientras los maoístas se preparaban para trasladar sus fuerzas al acantonamiento, emprendieron una campaña de reclutamiento que alcanzó su punto máximo en noviembre de 2006.",0
"2061","Acojo con satisfacción los esfuerzos de los Estados para garantizar que los sospechosos reciban un juicio justo y que sus condiciones de encarcelamiento sean humanas y seguras, de conformidad con las normas internacionales de derechos humanos.",0
"2062","Al contingente estadounidense le llevó más de un año proporcionar pruebas en este caso.",0
"2063","12. Dada la profunda desconfianza que ha prevalecido entre el pueblo libanés hacia sus autoridades judiciales y de seguridad, la Comisión se ha convertido en una fuente de grandes expectativas y esperanzas de cambio, así como en una ""interfaz"" entre el pueblo libanés y sus autoridades.",1
"2064","Sin embargo, aún quedan muchos kilómetros por recorrer para lograr un cambio real y sostenido con respecto a los resultados sobre el terreno.",1
"2065","158. El Equipo ha seguido promoviendo la labor del Comité mediante presentaciones en la Facultad de Derecho de la Universidad de Columbia y debates con instituciones académicas en la esfera de la lucha contra el terrorismo, como el Proyecto de Evaluación de la Lucha contra el Terrorismo de la Cuarta Libertad, el Instituto Watson de la Universidad de Brown y otras instituciones terciarias.",1
"2066","Además, el Consejo reafirma su llamado a una mayor incorporación de la perspectiva de género en todas las operaciones de mantenimiento de la paz y acoge con agrado las políticas de las operaciones de mantenimiento de la paz de las Naciones Unidas para promover y proteger los derechos de las mujeres y tener en cuenta una perspectiva de género como se establece en la resolución 1325 (2000).",1
"2067","25. Assal Turki Kusayman Al-Ajami",0
"2068","El hombre fue igualmente identificado por una víctima de un ataque como un líder Janjaweed que había llevado a cabo ataques en los que murieron civiles.",0
"2069","""El Consejo de Seguridad observa con preocupación que las amenazas mencionadas anteriormente pueden amenazar la seguridad de los países que figuran en su agenda, incluidos los Estados que salen de un conflicto, y alienta la coordinación de las acciones de las Naciones Unidas, así como las acciones de los Estados miembros para luchar contra estas amenazas.",1
"2070","No cabe duda de que hemos subestimado los desafíos humanitarios en el Afganistán. John Holmes abordará esto con mayor detalle.",0
"2071","218. El JEM subrayó que sus reglamentos internos contenían firmes compromisos de respetar el derecho internacional humanitario y el derecho internacional de los derechos humanos, y que ningún objetivo civil había sido ni sería atacado.",0
"2072","18. La Estrategia Global de las Naciones Unidas contra el Terrorismo exige la promoción del diálogo, la tolerancia y el entendimiento entre civilizaciones, culturas, pueblos y religiones y el establecimiento de programas pertinentes de educación y sensibilización pública.",1
"2073","78. La fuerza armada sudanesa es una fuerza armada convencional con el mandato de proteger y mantener la seguridad interna.",1
"2074","7. El 30 de junio de 2010, la Sala de Primera Instancia I, integrada por los magistrados Arrey (presidente), Akay y Rajohnson, dictó sentencia oral en la causa de Yusuf Munyakazi, un empresario local de la prefectura de Cyangugu.",0
"2075","107. Una segunda categoría incluye las milicias organizadas en estructuras paramilitares y en paralelo a las fuerzas regulares, incluidos los grupos conocidos como ""la fuerza de ataque"", los muyahidines o los fursan (los jinetes).",0
"2076","21. El Comité espera además con interés un plan de aplicación para alcanzar cualquiera de los objetivos establecidos en el plan de acción de Almaty que aún no se hayan cumplido, así como para aplicar de manera continua los compromisos contenidos en los documentos finales acordados en las tres reuniones especiales anteriores, incluidas medidas para mejorar el flujo de información con y entre las organizaciones internacionales, regionales y subregionales.",1
"2077","La estrategia se centra en el valor que el Comité y su Dirección Ejecutiva añaden a la lucha mundial de las Naciones Unidas contra el terrorismo, informando a una variedad de destinatarios sobre las iniciativas del Comité y las actividades de la Dirección Ejecutiva en todo el mundo.",0
"2078","Hay material de orientación disponible para ayudar con la implementación de prácticas efectivas. En este sentido, cabe destacar el documento del Grupo de Acción Financiera sobre Mejores Prácticas en materia de Lavado de Dinero para detectar y prevenir el transporte transfronterizo ilícito de efectivo e instrumentos negociables al portador y las Directrices de la OMA para la Aplicación de la Ley sobre la Lucha contra el Lavado de Dinero y la Financiación del Terrorismo.",0
"2079","Vicepresidentes: Luxemburgo, Nigeria y Reino Unido de Gran Bretaña e Irlanda del Norte",0
"2080","El Ministerio no proporcionó más explicaciones sobre la situación de estas empresas.",0
"2081","En una reunión con la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) el 5 de agosto, el nuevo Ministro de Justicia describió los esfuerzos del nuevo Gobierno para renovar la Unidad a fin de alinearla con los objetivos de la Iniciativa de la Costa de África Occidental. El 27 de octubre, más de 100 miembros del Parlamento y representantes gubernamentales aprobaron una declaración política en la que reiteraban el compromiso de Guinea-Bissau de apoyar iniciativas para combatir la delincuencia organizada transnacional, incluidos el tráfico de drogas, la corrupción, el blanqueo de dinero y el terrorismo. Pidieron un apoyo continuo de las Naciones Unidas para fortalecer las instituciones nacionales en esta área.",1
"2082","Además, existe una unidad de seguimiento móvil, que se utiliza principalmente en los puertos.",0
"2083","Durante el mes de octubre, la UNMIK publicó una versión revisada del documento de política sobre la repatriación de los albanokosovares.",0
"2084","Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados en violación de las obligaciones internacionales que les son aplicables y todas las demás violaciones y abusos cometidos contra los niños en conflictos armados.",1
"2085","10. Expresa su voluntad de responder a situaciones de conflicto armado en las que se ataca a civiles o se obstruye deliberadamente la asistencia humanitaria a civiles, incluso mediante el examen de medidas apropiadas a disposición del Consejo de conformidad con la Carta de las Naciones Unidas, y toma nota , a ese respecto, las recomendaciones pertinentes contenidas en el informe del Secretario General;",1
"2086","Como resultado, algunos miembros del Comité que no tenían información sobre un nombre y no habían participado en las consultas pueden haberse sentido periféricos en el proceso de toma de decisiones; pero, aunque podría haber habido un intercambio más abierto en las reuniones del Comité, todos los miembros tuvieron, y a menudo ejercieron, la opción de pedir más detalles cuando lo consideraron importante.",1
"2087","Los objetivos de la reunión fueron iniciar un diálogo con el sector privado; comprender mejor los desafíos que enfrenta la comunidad financiera al implementar el régimen de sanciones; identificar formas de hacer que el cumplimiento sea más sencillo, rentable y eficiente, y generar ideas para mejorar.",1
"2088","El informe fue presentado al Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas el 22 de febrero de 2011, de conformidad con la resolución 1904 (2009) del Consejo de Seguridad, y actualmente está siendo examinado por el Comité.",1
"2089","Los miembros del Consejo también reconocen la necesidad de establecer una oficina integrada de las Naciones Unidas en la República Centroafricana, como se destacó en las conclusiones formuladas por una delegación de la Comisión de Consolidación de la Paz tras su reciente visita al país.",0
"2090","La situación en Burundi (25 de octubre de 1993; 6 de agosto de 2014)",0
"2091","24. El Comité, con la asistencia de su Dirección Ejecutiva, organizó una serie de eventos especiales con Estados Miembros y organizaciones internacionales y regionales sobre cuestiones de interés común y actual, incluida la lucha contra el terrorismo mediante el uso de nuevas tecnologías de la información y las comunicaciones.",0
"2092","Una vez implementadas, las medidas contribuirían significativamente a mejorar la capacidad de Somalia para llevar a cabo operaciones de lucha contra la piratería frente a las costas.",1
"2093","27. Preocupados por la situación imperante en el sur de Libia, los Jefes de Estado y de Gobierno subrayan la necesidad de resolver la situación para mantener la estabilidad en el Sahel.",1
"2094","Si reemplaza a Nyangoma según su constitución, por supuesto lo invitaré.",0
"2095","El Consejo de Seguridad reafirma la importancia del principio de no devolución, el derecho de los refugiados a regresar voluntariamente a [el país afectado] y alienta a los países vecinos [al país afectado] a proteger a todas las personas que huyen de la violencia en [el país afectado], incluyendo [personas de un área específica de la región]. Insta a todos los Estados miembros, basándose en principios de reparto de cargas, a apoyar a estos países en la asistencia a los refugiados y a las comunidades afectadas...",1
"2096","Como se aclara en el artículo 7 (2) (d) del Estatuto de la Corte Penal Internacional, que puede considerarse que codifica el derecho internacional consuetudinario en la materia, la deportación o el traslado forzoso de población significa el desplazamiento forzado de las personas interesadas mediante expulsión u otras medidas. actos coercitivos desde la zona en la que se encuentran legalmente presentes, sin motivos permitidos por el derecho internacional.",0
"2097","Revisión y mantenimiento de la Lista 25. Reconoce que el conflicto en curso en el Afganistán y la urgencia que el Gobierno del Afganistán y la comunidad internacional atribuyen a una solución política pacífica del conflicto requieren modificaciones oportunas y expeditas de la Lista, incluida la adición y eliminación de personas y entidades, insta al Comité a que decida oportunamente sobre las solicitudes de exclusión de la Lista, solicita al Comité que revise periódicamente cada entrada en la Lista, incluso, según corresponda, mediante exámenes de las personas que se consideren reconciliadas, las personas cuyas entradas carezcan de identificadores, las personas que se reporten fallecidas y las entidades que se reporten o se confirme que han dejado de existir, encomienda al Comité que establezca directrices para esos exámenes en consecuencia, y solicita al Equipo de Vigilancia que distribuya al Comité cada seis meses:",1
"2098","10. Invita al Secretario General a presentar un informe al Consejo de Seguridad sobre las oportunidades y desafíos que enfrenta la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, y alienta al Secretario General a explorar con las organizaciones regionales la posibilidad de acuerdos que establezcan un marco para la cooperación y las contribuciones de las organizaciones regionales con las operaciones de mantenimiento de la paz dirigidas por las Naciones Unidas, teniendo debidamente en cuenta las directrices de cooperación ya identificadas entre las Naciones Unidas y determinadas organizaciones regionales;",1
"2099","117. Especialmente desde que la comunidad internacional tomó conciencia de las repercusiones de las acciones de los Janjaweed, las respuestas del Gobierno del Sudán al uso del término parecen haber tenido como objetivo negar la existencia de cualquier vínculo entre el Estado y los Janjaweed; y la mayoría de los funcionarios atribuyen habitualmente las acciones de los Janjaweed a ""bandidos armados"", ""elementos incontrolados"" o incluso al ELS y el JEM.",0
"2100","En Burundi, la misión pidió a los grupos armados que cesaran todas las hostilidades y comenzaran negociaciones para un alto el fuego sin más demora.",1
"2101","Estoy dispuesto a trabajar estrechamente con el Consejo de Seguridad, colectivamente, y con las partes interesadas clave, individualmente, para poner fin a esta peligrosa crisis, concluir rápidamente el proceso de paz y restablecer actividades humanitarias vitales en Eritrea.",1
"2102","Reitera la necesidad de convocar lo antes posible una conferencia internacional para aplicar el Comunicado de Ginebra a fin de facilitar un proceso político dirigido por Siria que conduzca a una transición que acelere el fin del conflicto en Siria.",1
"2103","Para preservar la soberanía y la independencia de los Estados y mantener la seguridad, la paz y la estabilidad internacionales, Siria insta a las Naciones Unidas y a sus órganos encargados de la lucha contra el terrorismo y su financiación, incluido el Consejo de Seguridad y su comité subsidiario especializado, como así como al Consejo de Derechos Humanos, para negar a los terroristas y a quienes los apoyan cualquier cobertura para sus prácticas destructivas.",1
"2104","7. Pushpa Kamal Dahal ""Prachanda"" prestó juramento como Primer Ministro el 18 de agosto.",0
"2105","5. Exhorta a todos los Estados a que sigan adoptando medidas urgentes para hacer cumplir y fortalecer, mediante disposiciones legislativas o medidas administrativas, cuando proceda, las medidas impuestas en virtud de sus leyes o reglamentos internos contra sus nacionales y otras personas o entidades que operen en su territorio, para prevenir y castigar las violaciones de las medidas mencionadas en el párrafo 1 de la presente resolución e informar al Comité de la adopción de dichas medidas, e invita a los Estados a informar al Comité de los resultados de todas las investigaciones o medidas coercitivas conexas, a menos que hacerlo comprometa la investigación o acciones de ejecución;",1
"2106","La Comisión recibió información creíble de que dichas personas fueron torturadas y sometidas a tratos crueles, inhumanos y degradantes.",0
"2107","a) La distinción entre combatientes y civiles, y la protección de los civiles, en particular contra la violencia contra la vida y las personas, en particular el asesinato (esta norma fue reafirmada en algunos acuerdos concertados por el Gobierno del Sudán con los rebeldes);",1
"2108","32. El Comité alienta a la Dirección Ejecutiva a intensificar su diálogo con los Estados Miembros y las organizaciones regionales, incluso durante las visitas del Comité, sobre la elaboración de estrategias integrales e integradas de lucha contra el terrorismo, la mejora y el perfeccionamiento de las estructuras existentes y los mecanismos de aplicación a fin de fortalecer Las capacidades de los Estados y las organizaciones para articular estrategias, aprovechar plenamente las visitas a los países para asesorar a los gobiernos sobre la elaboración de dichas estrategias y seguir trabajando estrechamente dentro de la Oficina y los grupos de trabajo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.",1
"2109","Anunció que el Secretario General había recibido la solicitud de admisión de Timor Oriental como Miembro de las Naciones Unidas y esperaba con interés que el Consejo la examinara.",1
"2110","b) No hubo coordinación entre todos los órganos de seguridad presentes en el lugar del crimen.",0
"2111","15. Reconoce el importante papel de los buenos oficios del Secretario General en África y alienta al Secretario General a seguir utilizando la mediación tan a menudo como sea posible para ayudar a resolver conflictos pacíficamente, trabajando en coordinación y estrecha colaboración con la Unión Africana y otros organizaciones subregionales a ese respecto, según proceda;",1
"2112","En sus respuestas, los miembros del Consejo expresaron su reconocimiento del carácter selectivo de las sanciones del Consejo y de su amplia aplicación a una serie de amenazas a la paz y la seguridad internacionales, que entrañan, entre otras cosas, asistencia a los Estados para recuperar la estabilidad y protección de las poblaciones civiles en conflicto. y luchar contra el terrorismo y la proliferación de armas de destrucción masiva.",1
"2113","15. Ismail Mohammad al Qaed, de Namr, Daraa",0
"2114","En el primer trimestre de 2006, más de 28.100 madres y niños recibieron apoyo en ocho distritos.",0
"2115","El Equipo de Apoyo Analítico y Vigilancia de las Sanciones establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad y prorrogado por las resoluciones 1617 (2005) y 1735 (2006) del Consejo de Seguridad relativas a Al-Qaida y los talibanes y las personas y entidades asociadas, tiene el honor de transmitir presentarle su séptimo informe, de conformidad con la resolución 1735 (2006).",1
"2116","Insta a la comunidad internacional a garantizar una financiación adecuada y oportuna en respuesta a las necesidades humanitarias en todas las crisis, a fin de proporcionar suficiente asistencia humanitaria para aliviar el sufrimiento de las poblaciones civiles, en particular aquellas que se encuentran en zonas afectadas por un conflicto armado o que emergen de una situación de conflicto.",1
"2117","En la 7109ª sesión del Consejo de Seguridad, celebrada el 12 de febrero de 2014, en relación con el examen por el Consejo del tema titulado ""Protección de los civiles en los conflictos armados"", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:",1
"2118",":: Un llamamiento al Consejo de Seguridad para que establezca, de conformidad con la Unión Africana, una fuerza internacional para neutralizar a los grupos armados, apoyar la reconciliación nacional y construir instituciones democráticas y estables en Libia.",1
"2119","El Gobierno de la República Árabe Siria desea expresar su reconocimiento por los esfuerzos del Departamento de Operaciones de Mantenimiento de la Paz y de los funcionarios de la FNUOS en el Golán sirio ocupado para mantener la seguridad y la paz en la zona de operaciones de la Fuerza, de conformidad con su mandato. Desde que se creó la Fuerza en 1974, Siria ha apoyado y facilitado constantemente su labor y respetado su mandato. También ha mantenido estrechos vínculos con funcionarios de la FNUOS, el Organismo de las Naciones Unidas para la Supervisión de la Tregua y el Departamento de Operaciones de Mantenimiento de la Paz. En sus informes anteriores, el Secretario General siempre ha expresado su agradecimiento por la cooperación de Siria, sus esfuerzos asiduos para garantizar la seguridad de las tropas de la FNUOS y su respeto por el mandato de la Fuerza.",1
"2120","Siguieron recibiéndose informes de violaciones de derechos humanos, muchas de ellas asociadas con elementos no capacitados integrados en las FARDC del Congreso Nacional para la Defensa del Pueblo (CNDP) y grupos armados.",0
"2121","A. Adaptación del mandato de la Misión de las Naciones Unidas en Liberia para la fase de consolidación",0
"2122","Sin embargo, se necesitan medidas urgentes para revitalizar la Brigada y, al mismo tiempo, garantizar una contribución más activa de las brigadas marco tanto en lo que respecta a las operaciones para neutralizar a los grupos armados como para proteger a los civiles.",1
"2123","Un primer grupo, compuesto por seis inspectores, salió del Hotel Canal de Bagdad a las 8.30 horas y llegó a la Facultad de Medicina de la Universidad de Mustansiriyah, situada en la zona de Qadisiyah de Bagdad.",0
"2124","El Consejo reitera que un programa integral de consolidación de la paz con especial énfasis en el desarme, la desmovilización, la rehabilitación y la reintegración será importante para la Somalia posterior al conflicto, como se estipula en la declaración de su Presidente de 28 de marzo de 2002 (S/PRST/2002/8). .",1
"2125","Tras las consultas informales, el 14 de septiembre, el Consejo adoptó por unanimidad la resolución 1560 (2004) presentada por la delegación alemana, por la que prorrogó el mandato de la Misión de las Naciones Unidas en Etiopía y Eritrea (MINUEE) hasta el 15 de marzo de 2005, aprobó los ajustes a la MINUEE (incluidas su presencia y operaciones según lo recomendado por el Secretario General en su informe, párrs. 13 a 18), y pidió al Secretario General que siguiera vigilando de cerca la situación y examinando el mandato de la Misión a la luz de los progresos logrados en el proceso de paz y los cambios realizados en la MINUEE.",1
"2126","El Comité sigue creyendo que estos resúmenes narrativos ayudan a mejorar la transparencia y la equidad del régimen, en particular porque el Comité ha tratado de mejorar los resúmenes narrativos existentes y nuevos, incluso utilizando la información recopilada en el curso del examen amplio.",0
"2127","Como señaló un tercer orador, sin una colaboración comprometida entre los miembros permanentes y electos, el Consejo se encontraría continuamente en un punto muerto, dado que las resoluciones requieren nueve votos para ser adoptadas.",1
"2128","d) Hacer accesibles en el sitio web del Comité resúmenes narrativos de los motivos de inclusión de todas las entradas en la Lista;",0
"2129","Medidas iniciales 39. Para resolver un delito de esta magnitud se requiere una fuerte capacidad de gestión, funciones claras, coordinación y acceso a competencia, mano de obra, equipo y medios de asistencia suficientes.",1
"2130","Los tres países son conscientes del régimen de sanciones y están tomando medidas para mejorar su implementación, pero aún no se han dado cuenta plenamente de cómo el régimen podría ayudar en su respuesta nacional y regional a la amenaza.",0
"2131","Un total de 25 Estados han implementado plenamente controles sobre sus procesos de asilo para prevenir abusos por parte de personas que han cometido actos terroristas.",0
"2132","En el párrafo 3 d) de su resolución 1587 (2005), el Consejo de Seguridad pidió al Grupo de Supervisión que siguiera perfeccionando y actualizando la información sobre el proyecto de lista de personas y entidades que violaban las medidas aplicadas por los Estados Miembros de conformidad con la resolución 733 (1992). ), dentro y fuera de Somalia, y a sus partidarios activos, a los efectos de posibles medidas futuras del Consejo, y a presentar esa información al Comité establecido en virtud de la resolución 751 (1992) cuando el Comité lo considere apropiado.",1
"2133","Vatan Plastik y Sunger Sanayi Anonim Sirketi",0
"2134","Acogiendo con beneplácito la continua labor del Gobierno del Iraq en pro de un Iraq federal, democrático, pluralista y unificado, en el que exista pleno respeto de los derechos humanos,",1
"2135","71. Aunque puede pasar algún tiempo antes de que el Tratado sobre el Comercio de Armas entre en vigor, podría ser una herramienta útil para seguir avanzando en la aplicación del régimen de sanciones del Comité 1267.",1
"2136","B. Costos laborales improductivos 49 - 53 21",0
"2137","En su 4183ª sesión, celebrada en privado el 3 de agosto de 2000, el Consejo de Seguridad examinó el tema titulado ""La situación relativa a la República Democrática del Congo"".",0
"2138","Dicho esto, una serie de intervenciones señalaron el posible papel del Consejo en esta área, que podría ir más allá del establecimiento de programas internacionales de reparación hasta la autorización del uso de activos congelados bajo regímenes de sanciones para hacer reparaciones, así como la posible apoyo a los programas nacionales de reparación.",1
"2139","El Consejo solicita a la MONUC que siga supervisando las denuncias de violencia extrajudicial y le informe.",1
"2140","Algunas casas privadas están ubicadas cerca del río, pero la mayoría en una colina a entre 500 y 1.000 metros del río.",0
"2141","Reafirmando también el imperativo de combatir el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y destacando también que los Estados deben garantizar que todas las medidas que adopten para combatir el terrorismo cumplan con todas sus obligaciones en virtud del derecho internacional, y debería adoptar dichas medidas de conformidad con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario,",1
"2142","La aplicación continua e inadecuada de las medidas de sanciones del Consejo de Seguridad restringe los derechos fundamentales a la propiedad y a la circulación sin ningún fundamento o justificación jurídica.",0
"2143","Entre esos organismos podrían figurar la policía, la gendarmería, los organismos de inteligencia, los servicios especiales, los organismos de seguridad e incluso, en algunos Estados, los órganos militares.",0
"2144","El Consejo de la Liga a nivel ministerial,",0
"2145","Destacando que el regreso amplio y coordinado de los refugiados y personas desplazadas en toda la región sigue siendo crucial para una paz duradera,",1
"2146","Durante las consultas oficiosas del Comité celebradas el 22 de mayo, el Coordinador del Equipo de Vigilancia hizo una presentación oral sobre la actual amenaza a la paz y la seguridad internacionales que plantean AlQaida y sus afiliados.",0
"2147","Reafirmará la política de tolerancia cero, la necesidad de que los Estados que aportan contingentes adopten las medidas disciplinarias y judiciales necesarias y la necesidad de atender plenamente a las víctimas.",1
"2148","Además, el 25 de junio el Consejo de Personas Eminentes presentó al Gobierno de Transición una hoja de ruta en la que se esbozaban las prioridades para una continuación exitosa de la transición: seguridad pública, justicia, elecciones, gobernanza política y medidas económicas.",1
"2149","El Comité seguirá centrado en fortalecer el consenso dentro de la comunidad internacional sobre la importancia de combatir el terrorismo, adoptando medidas prácticas diseñadas para mejorar la capacidad de lucha contra el terrorismo de los Estados; ayudar a identificar y abordar los problemas que enfrentan los Estados al aplicar la resolución 1373 (2001) del Consejo; y contribuir al proceso de aumentar el número de Estados que son partes en los convenios y protocolos internacionales antiterroristas pertinentes.",1
"2150","En cuanto al desarme, la desmovilización y la reintegración de los excombatientes, las partes acordaron que los jefes de Estado Mayor de las Fuerzas Armadas Nacionales de Côte d'Ivoire (FANCI) y de las Forces nouvelles se reunirían el 7 de julio para ultimar un calendario de desarme, desmovilización y reintegración que debería comenzar a finales de julio.",0
"2151","V. OTRAS CUESTIONES 113 - 114 23",0
"2152","El Consejo anima a los Estados vecinos a cooperar con el AU-RTF para poner fin a la amenaza del LRA.",1
"2153","Según los testimonios, miles de miembros de las fuerzas de seguridad podrían haber estado en acción esos días en Abiyán.",0
"2154","El stock en las instalaciones de KNPC 329 - 338 82",0
"2155","La lista incluye los nombres de 17 personas de nacionalidad egipcia. Los resultados de la verificación se adjuntan al presente (apéndice 1).",0
"2156","12. La situación en Burundi (25 de octubre de 1993; 5 de julio de 2012).",0
"2157","""El Consejo de Seguridad subraya que los refugios proporcionados a los terroristas siguen siendo una preocupación importante y recuerda que todos los Estados Miembros deben cooperar plenamente en la lucha contra el terrorismo para encontrar, negar refugio y llevar ante la justicia, sobre la base del principio de extraditar o procesar, cualquier persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro.",1
