"es_en_DEEPL"	"MatConf"
"In the past, national, regional and international measures have, in most cases, succeeded in dealing with the immediate manifestations of crises, but not with the fundamental reasons for their eruption."	0
"In the following decade, the counter-terrorism bodies mandated by the Council to implement resolution 1373 (2001) usually considered the possible links between terrorism and organized crime as a matter within their competence."	0
"All centrifuges installed are IR-1."	0
"In 2003, the Public Prosecutor's Office held the following courses in Buenos Aires:"	0
"Stresses the importance of building the capacity of an effective and professional national police force in Haiti."	1
"7. Expresses its strong determination to consider listing under resolution 2161 (2014) individuals, groups, undertakings and entities associated with Al-Qaida that are financing, arming, planning or recruiting for, or otherwise supporting their acts or activities, including through information and communications technologies, such as the Internet, social media, or by any other means;"	1
"Respect for the rights of others, including political adversaries, must be the ultimate test for all who aspire to lead the country towards stability, unity and prosperity."	0
"From the information obtained by the Commission, it appears that the looting perpetrated mainly by the Janjaweed in the context of the attacks against different localities was carried out on a wide scale and with the consent of the Government of Sudan, which maintained a policy of impunity and directly supported the Janjaweed."	1
"III. ACTIVITIES OF THE UNITED NATIONS OBSERVER MISSION IN GEORGIA"	0
"The conflict appeared to reach a climax at a meeting in Damascus between Mr. Hariri and President Al-Assad on August 26, 2004."	1
"Sometimes, when women were raped, their clothes were not returned and they were forced to remain naked."	1
"Furniture and fixtures: US$102,614"	0
"Not so long ago, in May of this year, during a Council debate (see S/PV.6314) on the Secretary-General's report (S/2010/169) on the United Nations Interim Administration Mission in Kosovo (UNMIK), we drew the attention of the international community to the fact that the situation in the province was far from stable and was of particular concern."	0
"Theoretically, any importation of light weapons must be accompanied by an authorization issued by ECOWAS in Abuja."	1
