"en_es_GOOGLE"	"VerCoop"
"En nombre del Presidente de la Comisión, Nkosazana Olamini Zuma, envío adjunto el comunicado aprobado por el Consejo de Paz y Seguridad al final de esa reunión (véase el apéndice)."	1
"10. Cuadro resumen de la Administración General de Aduanas 73"	0
"Incluso cuando existe una base jurídica para la cooperación entre Estados en cuestiones relacionadas con la lucha contra el terrorismo, lograr una cooperación práctica sigue siendo un desafío. Las razones son de naturaleza tanto técnica como política."	1
"Insta a la comunidad internacional a brindar apoyo y asistencia para permitir que los Estados cumplan con sus responsabilidades en materia de protección de los refugiados y otras personas protegidas por el derecho internacional humanitario."	0
"Un soldado sufrió una herida leve en un dedo como resultado de la explosión de una granada."	0
"Dado que las categorías de crímenes internacionales se enumeran en otras partes del informe, tal vez baste aquí recordar brevemente las diversas formas de participación en crímenes internacionales que dan lugar a responsabilidad penal individual."	1
"81. El Equipo también está a cargo de un proyecto de grupo de trabajo para producir documentales que ilustren la verdadera naturaleza del terrorismo visto a través de los ojos de sus perpetradores y víctimas."	1
"Durante la misma sesión, de conformidad con el párrafo 41 de la resolución 2093 (2013), el Coordinador del Grupo de Supervisión presentó la evaluación del Grupo de los progresos realizados por el Gobierno Federal de Somalia en el establecimiento de infraestructura logística para la gestión de armas y el establecimiento de procedimientos de control de armas."	1
"Afirma que esta documentación fue transportada desde el lugar del proyecto en Al-Kazak hasta Bagdad, a una distancia de unos 400 kilómetros."	0
"Creación de un sistema árabe de satélites de vigilancia de la Tierra"	0
"Insta además al Secretario General a tratar de ampliar el papel y la contribución de las mujeres en las operaciones de las Naciones Unidas sobre el terreno, y especialmente entre los observadores militares, la policía civil y el personal humanitario y de derechos humanos."	1
"El Consejo insta al [Estado afectado] a seguir proporcionando asilo a todos los refugiados independientemente de su origen."	1
"Algunos Estados Miembros también expresaron preocupación por las tensiones en el complejo Haram al-Sharif/Monte del Templo en Jerusalén en semanas anteriores, y pidieron a las partes que evitaran medidas unilaterales que socavaran las perspectivas de paz."	1
"5. Carta de fecha 11 de julio de 1960 dirigida al Presidente del Consejo de Seguridad por el Ministro de Relaciones Exteriores de Cuba (véase S/7382)."	0
"25. Reitera su invitación al Secretario General a que siga remitiendo al Consejo información y análisis pertinentes sobre la protección de los civiles cuando crea que esa información o análisis podría contribuir a la solución de las cuestiones que tiene ante sí, le pide que siga incluyendo en sus informes escritos al Consejo sobre las cuestiones de las que se ocupa, según proceda, observaciones relativas a la protección de los civiles en los conflictos armados, y lo alienta a continuar las consultas y adoptar medidas concretas para mejorar la capacidad de las Naciones Unidas a este respecto ;"	1
"El taller fue una oportunidad importante para explorar los medios de facilitar aún más la implementación de la resolución, incluso con respecto a la presentación de informes universales y una implementación más completa."	1
"Asimismo, puedo entender la necesidad de que la comunidad internacional dirija su atención y recursos a otros focos de tensión en todo el mundo."	0
"21. El Comité espera además con interés un plan de implementación para lograr cualquiera de los objetivos establecidos en el plan de acción de Almaty que aún no se hayan cumplido, así como implementar los compromisos contenidos de manera continua en los documentos finales acordados en la reunión anterior. tres reuniones especiales, incluidas medidas para mejorar el flujo de información con y entre las organizaciones internacionales, regionales y subregionales."	1
"En la reunión las partes respaldaron, en principio, el enfoque del ACNUR respecto del regreso de los refugiados y desplazados internos y sus actividades previstas para los próximos dos años."	1
"Como expresión de la determinación de la comunidad internacional de restringir las actividades de Al-Qaida, el régimen 1267 ha desempeñado un papel destacado al centrarse en la necesidad de impedir que el dinero fluya hacia grupos terroristas y restringir la circulación de sus miembros."	1
"Por ejemplo, la Comisión concluyó que en numerosas ocasiones el término Janjaweed fue utilizado por las víctimas y miembros de las autoridades para describir a hombres concretos que habían nombrado líderes de ataques contra aldeas en las que se mataba a civiles y se cometían violaciones."	0
":: Establecido por resolución de la Asamblea General y puesto bajo la autoridad de la Asamblea."	0
"&quot;El Consejo de Seguridad alienta a los Estados miembros a desarrollar y mantener un sistema penal nacional eficaz y basado en el estado de derecho con disposiciones para la cooperación penal judicial en materia de extradición y asistencia jurídica mutua, en particular para acelerar, simplificar y dar prioridad a la extradición y la asistencia jurídica mutua. solicitudes en casos relacionados con el terrorismo e implementar las mejores prácticas internacionales y regionales en el campo de la extradición y la asistencia legal mutua, consistentes con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario."	1
"Existen diversos grados de culpabilidad penal con respecto a los delitos relacionados con armas, como se refleja en las distintas penas máximas establecidas por la ley."	0
"La situación en Côte d&#39;Ivoire (véanse S/2002/30/Add.50; y S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 y 48; véase también S/2003/ 40/Add.11 y 44)"	0
"Como se indicó anteriormente, en esta sesión se tomó una decisión con respecto al pago de premios."	1
"Consciente de la importancia y urgencia que representa una cuestión integral como la lucha contra el terrorismo, y con el fin de proporcionar al CTC información adicional pertinente, el Gobierno de la República Checa ha proporcionado como anexo separado a su quinto informe, la Ley No. 61/1996 Recop., sobre algunas medidas contra la legalización del producto del delito y sobre la modificación y complementación de actos conexos."	1
"16. La situación en los territorios árabes ocupados1 (4 de mayo de 1976; 13 de julio de 1998)."	0
":: Las reuniones consultivas celebradas con varios asociados que reconocieron la importancia del programa de inversiones prioritarias y expresaron su compromiso de apoyar al G-5 del Sahel en lo que respecta a la financiación del programa y el establecimiento de la secretaría permanente, incluido el Consejo Mundial Banco Africano de Desarrollo, Banco Islámico de Desarrollo, fondos y bancos árabes, la Unión Europea y las Naciones Unidas. Estos socios elogiaron la energía del G-5 del Sahel y el fuerte liderazgo de los Jefes de Estado, como lo demuestra su excelente enfoque para abordar los principales desafíos en el Sahel, particularmente en las áreas de seguridad y desarrollo."	1
"También el Caso Gobierno y el Caso Karemera et al. Caso son juicios voluminosos."	0
":: Realización de evaluaciones periódicas del sistema financiero nacional."	0
"Aumento de costos: costos de desvío (vuelos de Asseman Air)"	0
"Después de vacilaciones iniciales, el partido decidió resolver este desafío dentro de la ley y sus propios estatutos organizando nuevas elecciones para los delegados de su partido."	0
"1. Siria destaca una vez más la iniciativa que lanzó hace más de 20 años de celebrar una conferencia internacional bajo los auspicios de las Naciones Unidas para definir el terrorismo y establecer una distinción entre él y la lucha de los pueblos contra la ocupación extranjera."	1
"Todos los Estados han adoptado leyes y medidas para regular y vigilar la producción, venta y transferencia de armas y explosivos. Sin embargo, la información presentada no es suficiente para permitir una evaluación de la eficacia de su aplicación."	1
"A. Mandato del Grupo Especial 15-16 7"	0
"Figura 25 316. El 29 de abril, uno de los dos Mi-24 de las Fuerzas Armadas del Sudán en la zona se estrelló en un lugar aproximadamente a 15-20 kilómetros de la aldea de Umm Rai."	0
"&quot;El Consejo de Seguridad elogia los continuos esfuerzos del Grupo de Contacto sobre la Piratería frente a las Costas de Somalia (CGPCS) para coordinar los esfuerzos internacionales en diferentes aspectos de la lucha contra la piratería."	1
"Ha habido una serie de incidentes aislados que van desde atentados con bombas hasta supuestos entrenamientos vinculados con Al-Qaida en Sudáfrica."	0
"&quot;El Consejo de Seguridad pide al Sudán y al Chad que respeten y cumplan plenamente sus compromisos mutuos, en particular los del Acuerdo de Doha del 3 de mayo de 2009 y el Acuerdo de Dakar del 13 de marzo de 2008, y que colaboren constructivamente con el grupo de contacto de Dakar y los buenos oficios. de Libia y Qatar, a normalizar sus relaciones, cooperar para poner fin a las actividades transfronterizas de los grupos armados y reforzar las acciones para combatir el tráfico ilícito de armas en la región, incluso mediante el establecimiento de un sistema conjunto eficaz de vigilancia fronteriza."	1
"b) Libre acceso a todos los lugares y establecimientos pertinentes para la labor de la Comisión;"	0
"a) Garantizar la protección efectiva de los civiles, incluido el personal humanitario y los defensores de los derechos humanos, bajo amenaza inminente de violencia física, en particular la violencia proveniente de cualquiera de las partes involucradas en el conflicto;"	1
"&quot;Habitación, comida, lavandería, teléfono del 1 de agosto al 21 de noviembre de 1990&quot;"	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"2. Decide seguir ocupándose del asunto."	0
"&quot;El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas."	1
"PROTECCIÓN DE LOS CIVILES EN CONFLICTOS ARMADOS"	0
"Dado en la ciudad de Coronado a las 14 horas del día 6 de julio de 2005."	0
"119. Sin embargo, sólo podremos tener verdadero éxito si los haitianos tienen éxito."	0
"&quot;El Consejo de Seguridad reconoce los importantes logros alcanzados en la lucha contra el terrorismo y también reconoce que persisten lagunas en la lucha general contra este flagelo, insta a todos los Estados miembros y al sistema de las Naciones Unidas a abordarlas y destaca la necesidad de garantizar que la lucha contra el terrorismo sigue siendo una prioridad en la agenda internacional."	1
"Los requisitos de la misión relacionados con la resolución 1325 (2000) fueron más específicos y detallados durante el despliegue de la EUFOR que durante el despliegue posterior de la MINURCAT."	0
"Redadas, registros y arrestos sin orden judicial"	0
"Expresando su determinación de facilitar el cumplimiento de las obligaciones en materia de lucha contra el terrorismo de conformidad con las resoluciones pertinentes del Consejo de Seguridad,"	1
"Estos instrumentos abarcan todos los artículos incluidos en la lista de bienes del Grupo de Suministradores Nucleares (NSG) y los regidos por el Régimen de Control de Tecnología de Misiles (MTCR)."	0
"El tratado que creó la Corte, el Estatuto de Roma, entró en vigor el 1 de julio de 2002."	0
"Expresa su intención, cuando proceda, de pedir a las partes en un conflicto que adopten disposiciones especiales para satisfacer las necesidades de protección y asistencia de las mujeres, los niños y otros grupos vulnerables, incluso mediante la promoción de &quot;días de inmunización&quot; y otras oportunidades para la prestación segura y sin obstáculos de los servicios básicos necesarios."	1
"El Directorio está diseñado para servir como fuente de información sobre las mejores prácticas relacionadas con la lucha contra el terrorismo, leyes modelo y programas de asistencia disponibles."	1
"16. El 1 de diciembre, de conformidad con el párrafo p) del anexo de la resolución 2160 (2014), el Equipo de Vigilancia presentó un informe escrito especial, en consulta con el Gobierno del Afganistán, la Oficina de las Naciones Unidas contra la Droga y el Delito y otros Paneles de expertos en sanciones de las Naciones Unidas, sobre casos específicos de cooperación entre organizaciones criminales organizadas, en particular grupos que toman rehenes para pedir rescate, productores y comerciantes de narcóticos, así como aquellos que explotan ilegalmente recursos naturales en Afganistán, incluidas piedras preciosas y semipreciosas, y aquellas personas, grupos, empresas y entidades elegibles para ser incluidos en la lista en virtud del párrafo 1 de la resolución."	1
"Incluso si esto fuera el resultado de un accidente debido a una diferencia en los mapas, es desconcertante cómo INTERFET, que supuestamente posee un equipo sofisticado, pudo cometer tal error de cálculo."	0
"35. El 5 de septiembre de 2011, la Comisión de Registro de Partidos Políticos convocó un taller de reforma jurídica, durante el cual los participantes examinaron el mandato de la Comisión y recomendaron, entre otras cosas, revisiones de la Ley de Partidos Políticos de 2002 a fin de otorgar a la Comisión autoridad legal para hacer cumplir la Código de conducta de los partidos políticos."	1
"Sin embargo, hay otros que no son buscados por ninguna agencia encargada de hacer cumplir la ley, que tal vez no tengan fácil acceso a documentos falsos de calidad suficiente para sobrevivir a un escrutinio minucioso y que, en cualquier caso, pueden calcular que la cantidad limitada de detalles personales registrados sobre ellos en la Lista hace que sea razonablemente seguro que podrán pasar por los puestos fronterizos utilizando sus documentos auténticos sin ser detectados."	0
"Tras las consultas, el Presidente del Consejo pronunció un comunicado de prensa en el que los miembros del Consejo pidieron a las autoridades de Côte d&#39;Ivoire y a todas las partes interesadas que pusieran fin a los impedimentos a la libertad de circulación de las fuerzas imparciales e instaron a todas las partes a demostrar responsabilidad y moderación para que la próxima campaña electoral se desarrolle en un ambiente pacífico y según lo previsto."	1
"Por este motivo, la Dirección Ejecutiva siempre plantea estas cuestiones durante las visitas a los países, los talleres de vídeo y otros intercambios, y considera que en el futuro será útil trabajar más intensamente con los Estados sobre los aspectos prácticos de esos enfoques."	1
"45. El Gobierno de Nepal debería velar por que existan medidas de protección adecuadas para los niños víctimas y testigos y para los niños acusados de crímenes en el contexto del conflicto, así como incluir la participación de los niños en cualquier actividad de justicia de transición para asegurar que sus experiencias de Se escucha el conflicto."	1
"El Consejo adoptó por unanimidad la resolución 2185 (2014), su primera resolución dedicada a cuestiones policiales. La resolución incluía una serie de medidas prácticas para aumentar la eficacia de la labor policial de las Naciones Unidas."	1
"Presentar el formulario, después de considerarlo, con miras a obtener su aprobación e imprimirlo."	0
"El Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes (en adelante &quot;el Comité&quot;) ha hecho mucho para brindar a los Estados Miembros oportunidades de expresar sus opiniones, ya sea directamente o a través del Equipo."	1
"(c) Transporte y almacenamiento de inventario y documentación en sitio"	0
"3. Exhorta a todos los Estados a que prosigan los esfuerzos internacionales para mejorar el diálogo y ampliar el entendimiento entre civilizaciones, en un esfuerzo por impedir ataques indiscriminados contra diferentes religiones y culturas, y a que adopten todas las medidas que sean necesarias y apropiadas y de conformidad con sus obligaciones en virtud del derecho internacional, para contrarrestar la incitación a actos terroristas motivados por el extremismo y la intolerancia y para prevenir la subversión de instituciones educativas, culturales y religiosas por parte de terroristas y sus partidarios;"	1
"El Panel de Expertos recomendó, entre otras cosas, el establecimiento de un mecanismo internacional independiente con funciones concurrentes para monitorear el proceso de rendición de cuentas nacional y realizar investigaciones independientes."	1
"▪ Solicitar a la misión, en colaboración con las entidades pertinentes del Equipo de País de las Naciones Unidas, que establezca e implemente un mecanismo de seguimiento y presentación de informes a nivel nacional sobre violaciones graves perpetradas contra niños, de conformidad con la resolución 1612 (2005)."	1
"En el caso de Darfur, esta intención discriminatoria y persecutoria se puede encontrar, en muchas ocasiones, en algunas milicias árabes, así como en el Gobierno central: los ataques sistemáticos a aldeas habitadas por civiles (o mayoritariamente civiles) pertenecientes a unos &quot; &quot;africanas&quot; (Fur, Masalit y Zaghawa), la destrucción y el incendio sistemáticos de esas aldeas y el desplazamiento forzado de civiles de las aldeas atestiguan una intención manifiestamente persecutoria."	0
"El Consejo afirma la necesidad de llevar ante la justicia, de manera adecuada, a las personas que incitan o causan violencia contra civiles en situaciones de conflicto armado o que de otro modo violan el derecho internacional humanitario y el derecho internacional de los derechos humanos."	1
"Informe del Secretario General sobre la situación en la República Centroafricana (S/2014/857)"	0
"(b) Impedir la entrada o el tránsito por sus territorios de estas personas, siempre que nada en este párrafo obligará a ningún Estado a negar la entrada o exigir la salida de sus territorios de sus propios nacionales y este párrafo no se aplicará cuando la entrada o el tránsito es necesario para el cumplimiento de un proceso judicial o el Comité establecido en virtud de la resolución 1267 (1999) (&quot;el Comité&quot;) determina caso por caso únicamente que la entrada o el tránsito están justificados;"	1
"10. Sabiendo que ningún país de la subregión es capaz de aplicar estas recomendaciones por sí solo, la BONUCA, a petición de estos y en asociación con organizaciones subregionales y regionales, facilitará la cooperación entre esos países para eliminar permanentemente la inseguridad transfronteriza creada por los conflictos armados. grupos y aquellos que ponen barricadas."	1
"Que se celebrará el viernes 14 de febrero de 2014, a las 11.00 horas"	0
"Que se celebrará en privado el miércoles 24 de marzo de 2004, a las 15.00 horas"	0
"Me mandó llamar y me dijo: &quot;Siempre dices que estás con Siria."	0
"Por lo tanto, el Grupo ha considerado cuál de los métodos de estimación de las pérdidas expuestos anteriormente puede proporcionar la mejor estimación, o si debe preferirse cualquier otro método de estimación de las pérdidas."	0
"Estas declaraciones ofensivas, descorteses, inaceptables y amenazantes del Presidente de Uganda son una violación flagrante de la Carta de las Naciones Unidas, y en particular del Artículo 2 (4), que establece claramente que &quot;Todos los Miembros se abstendrán en sus relaciones internacionales de la amenaza o uso de la fuerza contra la integridad territorial o la independencia política de cualquier Estado, o de cualquier otra forma incompatible con los Propósitos de las Naciones Unidas&quot;."	0
"Restricciones o regulaciones, si las hubiera, impuestas al movimiento de productos preciosos como oro, diamantes y otros artículos relacionados."	0
"9. Las elecciones son un paso fundamental para consolidar la democracia, pero sólo uno inicial."	0
"Insta a los Estados y a todas las demás partes en un conflicto armado a hacer todo lo posible para prevenir violaciones del derecho internacional humanitario contra civiles, incluidos periodistas, profesionales de los medios de comunicación y personal asociado."	0
"&quot;El Consejo de Seguridad apoya firmemente los esfuerzos por promover el diálogo nacional, la reconciliación y una amplia participación política para garantizar la unidad, la paz, la seguridad y la estabilidad en Irak."	1
"16. El 24 de marzo, el Consejo de Ministros aprobó la política nacional de comunicaciones sociales, en la que se describe la posición del Gobierno sobre el desarrollo de los medios de comunicación."	1
"Para acelerar el proceso y garantizar que haya suficiente personal cualificado disponible, la Comisión apoya la exploración de medios para ampliar la base de candidatos potenciales."	1
"Haciendo hincapié en que un regreso amplio y coordinado de los refugiados y personas desplazadas en toda la región sigue siendo crucial para una paz duradera,"	1
"Si bien el crecimiento del PIB real fue del 5,5 por ciento en 2008, es probable que el impacto de la crisis económica mundial en Bosnia y Herzegovina cause una fuerte disminución en 2009."	0
"Entrelaza un nuevo mensaje con imágenes que muestran a Mustafa Abu Al Yazeed, alias Sheikh Saeed, jefe de Al-Qaida en el Afganistán, junto con dirigentes talibanes; extractos de los mensajes de Bin Laden; noticias de televisión; clips de destacados Jefes de Estado y de Gobierno, incluidos muchos de países árabes; funcionarios de la Agencia Central de Inteligencia (CIA); funcionarios de la Organización del Tratado del Atlántico Norte (OTAN); expertos en lucha contra el terrorismo; clérigos musulmanes; eruditos; periodistas; abogados y partidarios occidentales de Al-Qaida."	0
"13. En el comunicado conjunto se comprometía el Gobierno a adoptar medidas para poner fin a la impunidad, investigar los casos denunciados de violaciones y garantizar que todas las personas y grupos acusados de abusos contra los derechos humanos comparecieran ante la justicia sin demora."	1
"Además, el Consejo invita al Grupo de Trabajo a aplicar plenamente su conjunto de herramientas (S/2006/724), entre otras cosas, realizando una visita a un país específico en el plazo de un año, para examinar una situación mencionada en los anexos del informe del Secretario General. informe a fin de cumplir mejor su mandato y mejorar su capacidad para proteger a los niños afectados por conflictos armados."	1
"88. En su carta invitando a los países no miembros a participar en la sesión de recapitulación, el Presidente del Consejo de Seguridad alentó a todos los oradores a hacer evaluaciones francas y centradas del papel del Consejo al abordar cualquiera o todos los problemas mencionados anteriormente. los temas mencionados, de modo que las intervenciones sirvieran como guías útiles para los trabajos futuros del Consejo."	1
"Se reunió con dirigentes del Movimiento Patriótico de Costa de Marfil (MPCI) en Bouaké, así como con destacadas organizaciones de derechos humanos, organizaciones de la sociedad civil y de paz, altos funcionarios eclesiásticos cristianos e islámicos, el equipo de las Naciones Unidas en el país, miembros de el cuerpo diplomático y el personal militar."	1
"Contribuir al proceso electoral y a la identificación de la población."	0
"El Consejo solicita al Secretario General que continúe brindando y brindando orientación sobre cómo abordar la violencia sexual para el entrenamiento previo al despliegue y la capacitación inductiva del personal militar y de policía, y que ayude a las misiones a desarrollar procedimientos específicos para cada situación para abordar la violencia sexual sobre el terreno y garantizar que se brinde apoyo técnico a los países que aportan contingentes y policías a fin de incluir orientación para el personal militar y policial sobre cómo abordar la violencia sexual en la capacitación inicial y previa al despliegue."	1
"También sugiero al Consejo de Seguridad que autorice al Secretario General a brindar toda la asistencia que considere necesaria a la comisión trilateral establecida por los Gobiernos hermanos de Honduras, El Salvador y Nicaragua, para permitir la negociación y el funcionamiento del régimen de cosoberanía en del Golfo de Fonseca, con miras al desarrollo social, económico y ambiental integral del Golfo."	1
"Los miembros del Consejo mantuvieron un intercambio general sobre una serie de cuestiones, a saber, la situación en Cisjordania y la Franja de Gaza, incluida la urgente necesidad de reconstruir y reformar la infraestructura de la Autoridad Palestina mediante un fuerte apoyo de los donantes, la situación al otro lado de la Línea Azul y los diversos esfuerzos diplomáticos en curso, incluidos los preparativos para la convocatoria de una conferencia internacional sobre Oriente Medio."	1
"La OACI y la IATA han acordado destacar el trabajo del Comité 1267 y crear conciencia sobre la Lista Consolidada entre sus miembros. F. INTERPOL"	1
"&quot;El Consejo de Seguridad expresa su cálido agradecimiento al Presidente y al Fiscal del Tribunal Especial para Sierra Leona por su exposición informativa ante el Consejo de Seguridad el 9 de octubre de 2012."	1
"&quot;El Consejo de Seguridad agradece al Secretario General su informe de fecha 3 de agosto de 2004, que se volvió a publicar el 23 de agosto de 2004 (S/2004/616), y reafirma la importancia vital que el Consejo atribuye a la promoción de la justicia y el estado de derecho, y a la publicación -conflicto reconciliación nacional."	1
"Con miras a armonizar la legislación nacional y dar fuerza vinculante a las resoluciones de las Naciones Unidas contra el terrorismo, el 15 de diciembre de 2010, CAERT organizó una reunión de expertos de los Estados miembros de la Unión Africana para considerar un proyecto de ley modelo sobre la lucha contra el terrorismo."	1
"Asimismo, agregó, una de las funciones principales del presidente era actuar como generador de consenso y fomentar una atmósfera de colaboración dentro de su comité para permitirle avanzar."	1
"Sin embargo, un hilo común que une prácticamente todas las áreas es la necesidad apremiante de asegurar recursos adecuados para las instituciones del Estado y las fuerzas de seguridad nacionales en términos de un número suficiente de personal adecuadamente capacitado y equipado, así como el apoyo logístico y la infraestructura adecuada para brindar Servicios estatales."	1
"El Comité también está considerando la posibilidad de presentar informes regionales colectivos y ha pedido al Equipo de Vigilancia que examine más a fondo esta opción."	1
"2. Esta reunión se celebró en cumplimiento de la decisión de los dos Jefes de Estado, el Presidente de la República Argelina Democrática y Popular, Su Excelencia el Sr. Abdelaziz Bouteflika, y el Presidente de la República de Malí, Su Excelencia el Sr. Ibrahim Boubacar Keita , para establecer este mecanismo como una herramienta estratégica para el seguimiento y la implementación de cualquier medida que las partes consideraran probable para promover una solución pacífica y duradera a los problemas del norte de Malí."	1
"Ministra María Angélica Arce de Jeannet (México)"	0
"El respeto por los derechos de los demás -incluidos los opositores políticos- tiene que convertirse en la prueba clave para todos aquellos que aspiran a conducir al país hacia la estabilidad, la unidad y la prosperidad."	1
"La UE también expresó su apoyo a la declaración de mi Representante Especial del 8 de septiembre, en la que subrayaba que no podía haber una solución militar a los problemas que afrontaban las instituciones federales de transición."	1
"También hemos programado dos debates temáticos, sobre la prevención de conflictos y los niños en los conflictos armados, los días 20 y 26 de julio, respectivamente."	1
"&quot;El Consejo de Seguridad destaca la necesidad de abordar de manera sostenible las causas profundas del conflicto en el este de la República Democrática del Congo y reitera su apoyo a la implementación de los compromisos bajo el Marco de Paz, Seguridad y Cooperación (PSC) para la República Democrática del Congo y la región. lo cual es esencial para lograr una paz y seguridad duraderas en la región de los Grandes Lagos."	1
"Uganda cree que poner fin a la impunidad es el único elemento disuasivo creíble contra los crímenes que preocupan más gravemente a la comunidad internacional."	0
"Que se celebrará el sábado 15 de mayo de 1999, a las 2.10 horas"	0
"Hubo un breve intercambio de opiniones, durante el cual un miembro del Consejo expresó su opinión sobre la FNUOS y un país que aporta contingentes formuló algunas preguntas al Departamento de Operaciones de Mantenimiento de la Paz."	1
"La misión concluyó a las 10.30 horas y el grupo llegó al Hotel Canal a las 11.05 horas."	0
"22. Solicita al Gobierno de la República Democrática del Congo que, con el apoyo de la comunidad internacional y de la MONUC, elabore y aplique con carácter de urgencia una estrategia integral de reforma del sector de la seguridad nacional, basada incluso en los resultados de la Mesa Redonda sobre Sector de Seguridad celebrada en febrero de 2008, con el fin de establecer organizaciones de seguridad profesionales en los ámbitos de la defensa, la policía y la administración de justicia que protejan a los civiles, estén bien administradas y actúen de conformidad con la Constitución y con el respeto del estado de derecho, derechos humanos y el derecho internacional humanitario e insta al Gobierno congoleño a garantizar la sostenibilidad del apoyo prestado por sus socios en este ámbito, en particular dando prioridad a la reforma de la administración y las estructuras de mando de las FARDC y de todas sus demás fuerzas de seguridad, y reitera su Pide a las autoridades congoleñas que establezcan un mecanismo de investigación que tenga en cuenta, a la hora de seleccionar candidatos para puestos oficiales, incluidos puestos clave en las fuerzas armadas, la policía nacional y otros servicios de seguridad, las acciones pasadas de los candidatos en términos de respeto del Derecho internacional humanitario. y derechos humanos;"	1
"El Comité seguirá centrado en fortalecer el consenso dentro de la comunidad internacional sobre la importancia de combatir el terrorismo, adoptando medidas prácticas diseñadas para mejorar la capacidad de lucha contra el terrorismo de los Estados; ayudar a identificar y abordar los problemas que enfrentan los Estados al aplicar la resolución 1373 (2001) del Consejo; y contribuir al proceso de aumentar el número de Estados que son partes en los convenios y protocolos internacionales antiterroristas pertinentes."	1
"Apoyando el llamado del Enviado a una implementación inmediata y visible por parte del gobierno sirio de todos los elementos de la propuesta de seis puntos del Enviado en su totalidad para lograr un cese sostenido de la violencia armada en todas sus formas por parte de todas las partes,"	1
"&quot;El Consejo de Seguridad destaca la relevancia de las recomendaciones del Grupo de Acción Financiera Internacional (GAFI) en apoyo de la implementación de las resoluciones 2170 (2014) y 2178 (2014), incluida su recomendación a los Estados de implementar sistemas de declaración/divulgación de efectivo tanto para el transporte entrante como saliente de moneda extranjera y otras medidas para hacer frente a la amenaza de que algunos combatientes y facilitadores terroristas extranjeros estén actuando como mensajeros de dinero en efectivo para organizaciones terroristas."	1
"Este tipo de ejercicio podría ayudar a aclarar en qué medida el petróleo observado como parte de los esfuerzos de campo posteriores a la invasión proviene del derrame relacionado con la invasión o de aportes de petróleo más recientes al sistema."	0
"Cuando los coches abandonaban el lugar, dos de los agentes desarmados de la UIR se cayeron o fueron sacados de uno de los vehículos. Ambos fueron apuñalados por miembros de la multitud."	0
"Además, hay una serie de grupos armados palestinos operando en el país dentro y fuera de los campos de refugiados."	0
"63. El número y la escala de los ataques terroristas atribuidos a Al-Qaida demuestran que la red sigue prosperando y teniendo acceso a recursos financieros suficientes para apoyar sus actividades."	1
"Se capacitó a un total de 179 agentes de policía nacional (59 mujeres) y 93 agentes de policía de la UNMIT (12 mujeres)."	0
"9. Pide a los Estados miembros que exijan que las compañías aéreas que operan en sus territorios proporcionen información anticipada sobre los pasajeros a las autoridades nacionales competentes para detectar la salida de sus territorios, o el intento de entrada o tránsito por sus territorios, por medio de aeronaves civiles, de personas designadas por el Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) (&quot;el Comité&quot;), y pide además a los Estados Miembros que informen de cualquier salida de sus territorios o de cualquier intento de entrada o tránsito por sus territorios , de dichas personas al Comité, así como compartir esta información con el Estado de residencia o nacionalidad, según corresponda y de conformidad con el derecho interno y las obligaciones internacionales;"	1
"&quot;El Consejo de Seguridad acoge con satisfacción la decisión de la Unión Africana de enviar una misión de reconocimiento para preparar el terreno para el despliegue de observadores militares en Somalia y pide a los dirigentes somalíes que cooperen con esta iniciativa."	1
"34. La situación en Côte d&#39;Ivoire (20 de diciembre de 2002; 8 de diciembre de 2009)."	0
"La Ley antes mencionada también cubre:"	0
"220. La Comisión recomienda que se tomen medidas especiales para garantizar la dignidad y evitar la retraumatización de las víctimas en cualquier proceso judicial o extrajudicial. VI. Conclusiones y hallazgos A. Conclusiones"	1
"Transmita nuestros saludos a nuestros hermanos de todos los países árabes, a todas las personas de buena voluntad y a aquellos destinatarios que desee transmitirlos."	0
"Párrafos 19 y 20 de la resolución 1874 (2009):"	0
"Reafirmará la política de tolerancia cero, la necesidad de que los Estados que aportan contingentes adopten las medidas disciplinarias y judiciales necesarias y la necesidad de atender plenamente a las víctimas."	1
"Había alrededor de dos o tres aviones blancos y verdes, que volaban muy bajo. Un avión blanco estaba atacando."	0
"Angola (Consejero Candido Pereira dos Santos Van-Dunem)"	0
"Mandato para el seguimiento de la exclusión de la lista"	0
"121. La licencia de prospección tiene una validez de un año y no es renovable."	0
"&quot;El Consejo de Seguridad reconoce la necesidad de prestar una atención más sistemática a la implementación de los compromisos de paz y seguridad de las mujeres en su propio trabajo para garantizar la mejora de la participación de las mujeres en la prevención y resolución de conflictos y la consolidación de la paz y para continuar integrando perspectivas de género apropiadas en los mandatos de misiones pertinentes de mantenimiento de la paz de las Naciones Unidas, así como en otras áreas temáticas pertinentes de paz y seguridad."	1
"El juicio por el caso del asesinato, el 2 de junio de 2010, del activista de derechos humanos Floribert Chebeya Bahizire y su conductor, Fidèle Bazana, está en curso."	0
