"","ar","VerConf"
"1296","ومما يثير القلق بنفس القدر المعلومات المتعلقة بزيادة التوتر بين أحزاب الحكومة والمعارضة في إطار المسائل الحاسمة الأهمية بالنسبة إلى مستقبل كوسوفو، فضلا عن استمرار ظهـور العناصر المستعدة للجوء إلى العنف.",1
"1297","وباقتران الجريمة المنظمة بالتعصب وبجذور عميقة في الحياة السياسية والاجتماعية للمنطقة، فهي تهدد أساس المبادئ والقيم ذاته التي نحاول غرسها في المؤسسات الجديدة التي شكلت هناك، وبذلك تذهب جهودنا هباء.",1
"1298","المقرر عقدها يوم الثلاثاء، 22 أيار/مايو 2007، الساعة 00/10",0
"1299","68 - تطبق اللجنة نفس تقنيات تحليل الاتصالات المستخدمة في قضية الحريري على القضايا الثماني عشرة الأخرى.",0
"1300","وبعبارة أخرى، فإن اللجنة الوطنية كانت على علم تام بادعاءات خطيرة بجرائم ارتكبت في دارفور.",1
"1301","ويسجل الوفد الروسي بالغ أسفه وانشغاله إزاء المعلومات المتعلقة باستمرار أعمال العنف في دارفور.",1
"1302","وإدراكا منه أن حماية موظفي المساعدة الإنسانية وموظفي الأمم المتحدة والأفراد المرتبطين بها تعد من الأمور المثيرة للقلق في حالات الصراع المسلح وغيره من الحالات،",0
"1303","ولا يزال الزعماء السياسيون وقادة المجتمع المدني في هايتي يرفعون عقيرتهم منادين بالتوافق الوطني في مجالات رئيسية، مثل الميزانية الوطنية، والتعليم، والانتعاش والأولويات الإنمائية، والانتخابات والإصلاح الدستوري.",1
"1304","ويتعين عدم منح الإرهابيين وأعوانهم فرصة استغلال الثغرات القانونية في الإفلات من تبعات أفعالهم.",1
"1305","الفقرتان 159-160؛ الفقرات 28-31، 161-163",0
"1306","ويجب أن يعمل القادة الصوماليون صوب عملية سياسية مفتوحة لكل من يبدون استعداداً لنبذ المعارضة العنيفة.",1
"1307","وفي هذا الصدد، سيؤدي طلب رئيس الوزراء، غييوم سورو، قيام عملية الأمم المتحدة بإصدار تقارير علنية بانتظام عن وسائط الإعلام الإيفوارية إلى الإسهام في كبح جماح الاتجاهات الخطيرة التي قد تعتمدها هذه الوسائط وقد تؤدي إلى الحض على وقوع أعمال عنف ذات صلة بالانتخابات.",1
"1308","وفي البداية، لا بد أن أعرب عن قلقنا الشديد إزاء الحالة الأمنية في هذا البلد.",1
"1309","ويساورنا القلق أيضا إزاء ظهور حالات الكوليرا من جديد، على الرغم من أن معدل الوفيات ينخفض ببطء فيما يبدو.",1
"1310","دعوة أطراف النزاع المسلح إلى التقيد الصارم بأحكام القانون الإنساني الدولي المنطبقة، بما في ذلك حظر ما يلي:",1
"1311","وتنص الفقرة 2 من المادة 21 من مرفق قرار مجلس الأمن 1757 (2007) على أنه إذا لم تكتمل أنشطة المحكمة الخاصة قبل نهاية ولايتها الحالية، ""يُمدد الاتفاق [...] وذلك لمدة (أو مدد) إضافية يحددها الأمين العام بالتشاور مع الحكومة [اللبنانية] ومجلس الأمن"".",0
"1312","وأفاد العديد من الشهود أن عبارات سب وشتم استعملت في حق المحتجزين، حيث كانوا يسمونهم ""عبيدا"" في الغالب.",0
"1313","وقد أعرب بلدي مرارا وتكرارا عن قلقه بشأن السكان المدنيين في تلك المنطقة، وهو يرى أنه من المهم أن تنتشر البعثة هناك لحمايتهم.",1
"1314","أما عن تدابير منع حركة الإرهابيين عبر الحدود وقمعها فيلزم تعزيزها لا سيما على الحدود الجنوبية.",0
"1315","يطالب بأن تمنع كل الجماعات المسلحة، وخاصة عناصر [الجماعة المسلحة المحددة]، تجنيدَ الأطفال واستغلالهم، ويطالب كذلك بأن توفر الأطراف كافة الحمايةَ للأطفال الذين أطلق سراحهم أو فُصلوا بأي طريقة أخرى عن القوات المسلحة والجماعات المسلحة وأن تعتبرهم ضحايا، ويشدد على ضرورة إيلاء عناية خاصة إلى حماية جميع الأطفال المرتبطين بالجماعات المسلحة وإطلاق سراحهم وإعادة إدماجهم؛",1
"1316","فمن جهـة، هناك من رأوا من الطبيعي أن يحدد البلد شروط المواطنة أو الجنسية، بينما أدان آخــــرون من جهــة أخرى استغلال هذا المفهوم لأنه كان أصل الأزمة المتفجرة في كوت ديفوار.",1
"1317","ومشروع المرسوم مطروح في الوقت الراهن على اللجنتين الموحدتين للعدل وحقوق الإنسان وللشؤون المالية والائتمان العام التابعتين لمجلس النواب للبت فيه.",0
"1318","إن هذه المواقف تعتبر مشاركة غير مباشرة في التعمية على مواقف الحكومة السورية مما يجري على أراضيها، وتحريضاً غير مسؤول على العنف بجميع أشكاله، الأمر الذي من شأنه أن يعطي غطاءً دولياً للأعمال الإرهابية التي تقوم بها الجماعات المسلحة ضد مصالح سوريا شعباً وحكومةً.",1
"1319","59 - وفي إطار جهود البعثة المستمرة الرامية إلى زيادة بناء القدرات المحلية وحرصا على الاقتصاد في التكلفة، اقترحت البعثة تحويل ثماني وظائف دولية وأربع وظائف لمتطوعي الأمم المتحدة إلى وظائف وطنية في السنة المالية 2008-2009. كما قدمت توصية بإنشاء وحدة للمحفوظات، تتكون من موظف دولي وموظف وطني من فئة الخدمات العامة.",0
"1320","يطلب إلى جميع الدول اتخاذ إجراءات عاجلة لتنفيذ القرار 1373 (2001) تنفيذا كاملا، ومساعدة بعضها البعض في القيام بذلك، ويؤكد التزام الدول بحرمان الإرهابيين ومن يدعمون الإرهاب من الدعم المالي والملاذ الآمن ومن جميع أشكال الدعم الأخرى،",1
"1321","ونقل نحو 44 في المائة من الكمية المحملة من جيهان في تركيا.",0
"1322","ولكننا نود أن نحث على بذل مزيد من الجهود لمتابعة المعلومات التي يتم الحصول عليها من الدول الأعضاء في إطار الجهد المبذول لمكافحة الإرهاب.",1
"1323","ومنذ ذلك الحين قصف المستشفى في ثلاث حالات أخرى.",0
"1324","وفيما يؤسف للأعمال التي يقوم بها حزب الله، ومثلما قلت إن لإسرائيل الحق في الدفاع عن نفسها، فإن استخدام القوة المفرطة أمر يتعين إدانته.",1
"1325","إدراج المناظير الجنسانية في تصميم وتنفيذ التقييمات البيئية بعد الصراع.",0
"1326","المقرر عقدها يوم الاثنين 15 كانون الأول/ديسمبر 2014، الساعة 10:00",0
"1327","وتقدر اﻹيرادات اﻹجمالية المسقطة لهذه المرحلة باﻷسعار الحالية بما قيمته ٢,٩ بليون دوﻻر.",0
"1328","وتدعو منظمة التعاون الإسلامي إلى وضع حد للاحتلال العسكري الإسرائيلي للأرض الفلسطينية، بما فيها القدس الشرقية، وللأعمال غير القانونية التي تقوم بها السلطة القائمة بالاحتلال والتي أودت بحياة الآلاف في صفوف المدنيين، وتسببت في إلحاق دمار واسع النطاق وتفاقم المعاناة الاجتماعية والاقتصادية والإنسانية للشعب الفلسطيني في انتهاك للقانون الدولي، بما في ذلك القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان.",1
"1329","بــاء - الخطر الذي يشكله تنظيم القاعدة وحركة الطالبان",1
"1330","58 - وقد شعرت بقلق بالغ عندما أقدمت الجمهورية العربية السورية على إغلاق حدودها مع لبنان في وجه سائقي الشاحنات اللبنانيين وذلك بعد فترة وجيزة من سحب القوات والمعدات العسكرية وأجهزة المخابرات السورية.",0
"1331","12 - الحالة في بوروندي (25 تشرين الأول/أكتوبر 1993؛ 17 أيار/ مايو 2011).",0
"1332","وأبلغ مسؤولون يمنيون الفريق أن حوالي 30 في المائة من عمليات الخطف في اليمن يرتكبها تنظيم القاعدة في جزيرة العرب.",0
"1333","واستنادا إلى تحليل دقيق للمعلومات التي جمعت خلال تحقيقات اللجنة، تبينت للجنة مسؤولية حكومة السودان ومليشيات الجنجويد عن انتهاكات خطيرة للقانون الدولي لحقوق الإنسان وللقانون الإنساني الدولي تشكل جرائم بموجب القانون الدولي.",1
"1334","ومن البديهي أن يكون لكل واحد من العناصر أصول مؤسسية مختلفة ونهج وتوقيت مختلف.",0
"1335",":: إصدار أوامر لاستنفار الوحدات التنفيذية.",0
"1336","ومن المؤسف أن هذا الموقف لم يتغير رغم المحاولات العديدة للجنة من أجل التعاون.",1
"1337","ولقد أفاد الفريق المعني باستعراض التعاون الدولي التابع لفرقة العمل المعنية بالإجراءات المالية المتعلقة بغسل الأموال، في حزيران/يونيه 2009، بأن ست من دول المنطقة دون الإقليمية لديها ثغرات في مجالي مكافحة غسل الأموال ومكافحة تمويل الإرهاب.",1
"1338","لا تدعم أوغندا أي مليشيات كونغولية حسبما ادعى الممثل الدائم لجمهورية الكونغو الديمقراطية.",1
"1339","وأنشئت اللجان استجابة لادعاءات أشارت إلى وقوع انتهاكات للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياق النزاعات()، وكذلك في حالات شهدت درجات عنف مرتفعة ارتبطت في أحيان كثيرة، وإنما ليس بشكل حصري، بالعمليات الانتخابية أو السياسية، وانطوت على انتهاكات جسيمة لقانون حقوق الإنسان().",1
"1340","وتبقى أوغندا منشغلة بشأن الوضع الإنساني في دارفور.",1
"1341","وإفلات هؤلاء الضباط رفيعي المستوى من العقاب أمر غير مقبول، وهو يمنع المجتمعات الخارجة من الصراع من التعافي على نحو مستدام.",1
"1342","ويكرر مجلس الأمن تأكيد مطالبته القوات المسلحة بالخضوع التام لسيطرة المدنيين.",1
"1343","ونشعر بعميق القلق من أن العملية المخصصة التي استحدثت لهذا الغرض قد منيت بالفشل.",1
"1344","وفي الختام، اعتُمد بيان رئاسي (S/PRST/2004/16) دعا فيه المجلس الدول الأعضاء إلى تقديم الدعم السياسي والمالي، فضلا عن الأفراد المدنيين والعسكريين، للسماح ببدء العمليات العديدة في أفضل الظروف والنهوض بولاية كل منها بفعالية.",0
"1345","أما بخصوص الجوانب العسكرية لإصلاح القطاع الأمني، فقد أوضحت الحكومة أنها ترغب في الاعتماد بدرجة كبيرة على المعونة الثنائية لبناء قدرات الجيش.",1
"1346","وإذ يكرر الإعراب عن قلقه البالغ لأنه، رغم إدانته المتكررة للعنف الموجه ضد المرأة والطفل، بما في ذلك جميع أشكال العنف الجنسي في حالات النزاع المسلح، ورغم الدعوات التي وجّهها إلى جميع أطراف النزاعات المسلحة بالكف فورا عن هذه الأعمال، فإن هذه الأعمال لا تزال ترتكب، بل وأضحت في بعض الحالات تُرتكب بشكل منهجي وواسع النطاق.",1
"1347","إن الضغوط السياسية على بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو قد تزايدت بصورة كبيرة مع محاولات الطعن بدورها في إطار القرار 1244 (1999) والإطار الدستوري.",1
"1348","فهناك اليوم، كما ذُكر من قبل، صراع مسلح طال أمده وغير ذي طابع دولي في دارفور بين السلطات الحكومية وجماعات مسلحة منظمة.",0
"1349","وتقع كوكر ضمن إقليم دارفور.",0
"1350","""ويكرر مجلس الأمن الإعراب عن قلقه إزاء الصلة المتزايدة، في العديد من الحالات، بين الإرهاب والجريمة المنظمة العابرة للحدود الوطنية والمخدرات غير المشروعة وغسل الأموال والاتجار غير المشروع بالأسلحة، ويشدد على ضرورة تعزيز تنسيق الجهود على المستويات الوطني ودون الإقليمي والإقليمي والدولي تدعيما لاستجابة عالمية في مواجهة التحدي والتهديد الخطيرين للسلام والأمن الدوليين، ويشجع مكتب الأمم المتحدة المعني بالمخدرات والجريمة على مواصلة عمله في هذا الصدد بالتعاون مع كيانات الأمم المتحدة الأخرى ذات الصلة.",1
"1351","وتعمل الحكومات، حيثما أمكن ذلك، مع أقاليمها لتشجيعها على إعداد قوانين محلية مناسبة لمكافحة الإرهاب، ولكن هناك حاجة إلى إدخال تحسينات على هذه الأطر في كثير من الحالات.",0
"1352","غير أن معدلات التمويل المتوقعة في المستقبل القريب تعتبر جزءا فقط من المبلغ المطلوب.",0
"1353","2 - وجمهورية كرواتيا، باعتبارها الدولة التي ترأس لجنة مكافحة الإرهاب التابعة لمجلس الأمن وأحد أوائل الدول التي شجعت على إنشاء التحالف العالمي لمكافحة الإرهاب، تدين بشدة الإرهاب الدولي بجميع أشكاله ومظاهره، وهي، إذ تأخذ في الاعتبار خطر تضافر الإرهاب مع التهديدات الأخرى للسلام والأمن الدوليين - مثل انتشار أسلحة الدمار الشامل، والجريمة المنظمة عبر الوطنية والإرهاب الحاسوبي - تحث على أن يزداد التعاون الدولي قوة لقمع هذه الآفة المعاصرة.",1
"1354","15 - أصدرت المحكمة الجنائية الخاصة بأحداث دارفور، منذ أنشأتها الحكومة في حزيران/ يونيه 2005، أحكاما في خمس قضايا.",1
"1355","قانون بشأن مناولة المواد والنفايات الخطرة",0
"1356","9- حثّ مجلس حقوق الإنسان، في قراره 22/13، حكومة جمهورية كوريا الشعبية الديمقراطية على التعاون الكامل مع لجنة التحقيق والسماح لأعضائها بدخول البلد دون قيد، وتزويدهم بجميع المعلومات اللازمة ليتسنى لهم الوفاء بولايتهم.",1
"1357","٣ - حسن عبد الرحمن، ممرض، من قبتان الجبل",0
"1358","وتشير التقديرات إلى أن حوالي 000 800 شاب عاطل عن العمل أو يعمل دون أجر أو لا يعمل بصورة كافية.",0
"1359","يتصل تعليقي الأول بالحالة على أرض الواقع، التي من الواضح أنها تثير القلق.",0
"1360","والجواب على هذا في رأيي ليس أن نحدّ من الإنفاق على المحاكم المختلطة، ولكن أن يُوجه المزيد من الجهود والتمويل لنظم العدالة الوطنية في مرحلة ما بعد النزاع بوجه عام.",1
"1361","12 - وستقوم المديرية التنفيذية بتعزيز عملها مع المنظمات الدولية والإقليمية ودون الإقليمية في شتى أنحاء العالم بغية مساعدتها على إعداد و/أو تنفيذ خطط عمل مناسبة في مجال مكافحة الإرهاب وإشراكها على نحو مباشر أكثر في تلبية احتياجات بناء القدرات لدى الدول التي حددتها اللجنة عن طريق تقييمات التنفيذ الأولية والزيارات القطرية.",0
"1362","10 - الانضمام إلى اتفاقية الحماية المادية للمواد والمرافق النووية بتاريخ 17 تشرين الثاني/نوفمبر 2000 (مسيحي).",0
"1363","1 - المحاسبون الخارجيون وخبراء الضرائب؛",0
"1364","ويشدد المجلس على استعداده اتخاذ إجراءات بحق أي طرف يسعى لتقويض عملية السلام بأي وسيلة، خاصة عبر عدم التقيد بوقف الأعمال القتالية هذا أو عرقلة المحادثات أو عملية حفظ السلام أو تقديم المساعدات الإنسانية.",1
"1365","ويتوقع أن تستمر المحكمة لمدة 18 شهرا، وأن يتم الفراغ منها بحلول نهاية عام 2008، مع صدور حكم ابتدائي في أواسط 2009.",0
"1366","وإذ يعرب المجلس عن قلقه إزاء جميع الانتهاكات والإساءات التي تمس بحقوق الإنسان، فإنه يدعو السلطات الليبية إلى أن تحقق فيها وأن تقدم إلى العدالة مرتكبي جميع هذه الأعمال، بما فيها تلك المرتكبة ضد الأطفال.",0
"1367","وقد أشار الأمين العام، في تقريره الأخير عن حماية المدنيين في النـزاعات المسلحة (S/2012/376) إلى أنه ""لم يطرأ أي تغير يذكر على الحالة المؤسفة لحماية المدنيين"" وأن هناك حاجة واضحة إلى ترجمة الالتزامات المعيارية إلى تحسينات ملموسة في حماية المدنيين على أرض الواقع.",1
"1368","يطالب جميع أطراف النـزاع بأن تتخذ على الفور التدابير الملائمة لحماية المدنيين، بما يشمل النساء والأطفال، من جميع أشكال العنف الجنسي، تمشياً مع القرار 1820 (2008)؛",1
"1369","قرار مجلس الأمن 1318 (2000)، الفقرة سادسا من المنطوق يؤكد أهمية قيام جميع الدول الأعضاء، ولا سيما الدول المشتركة في صناعة الأسلحة أو تسويقها، بتقييد نقل الأسلحة التي يمكن أن تثير النـزاعات المسلحة أو تطيل أمدها أو تزيد من حدة التوترات أو النـزاعات القائمة ...",0
"1370","9 - تعليق واستئناف عمليات تحديد الهوية",0
"1371","والهدف من إثارة هذه المسألة فيما يبدو هو رسم صورة لتهديد صربيا المزعوم لكوسوفو وميتوهيا.",1
"1372","(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو عبورهم أراضيها، شريطة ألا يكون في هذه الفقرة ما يلزم دولة بأن تمنع أيا من مواطنيها من دخول أراضيها أو أن تطلب منه الخروج منها، وألا تنطبق هذه الفقرة إذا كان الدخول أو العبور ضروريا للوفاء بإجراءات قضائية ما أو في الحالات التي تقرر فيها اللجنة، في كل حالة على حدة، أن لهذا الدخول أو العبور أسبابا تبرره؛",0
"1373","364- وقد طُلب من صاحب المطالبة أن يقدم تفاصيل الإنتاج اليومي في حقل الريشة قبل إغلاقه وبعده.",0
"1374","يؤكد مجددا على أن إنهاء ظاهرة الإفلات من العقاب أمر أساسي للمجتمعات التي تمر بصراع أو التي تتعافى منه لتحقيق المصالحة مع الماضي بما ارتكب فيه من اعتداءات ضد المدنيين المتضررين من الصراعات المسلحة ومنع وقوع مثل هذه الاعتداءات في المستقبل؛",1
"1375","التعميم رقم 002/04-87 (7 نيسان/أبريل 1987)",0
"1376","11 - فبادئ ذي بدء، تأثرت الأسلحة المتاحة في سوق بكارا للأسلحة في أوائل فترة الولاية بأنشطة المراقبة التي تضطلع بها فرق العمل البحرية الأجنبية العاملة في خليج عدن.",0
"1377","بعدها فتـش الفريق مرافق الشركة ثم توجـه إلى شركة حطين العامة التابعة لهيئة التصنيع العسكري.",0
"1378","32 - يطلب إلى الأمين العام أن يدرج في التقارير التي يقدمها إلى المجلس عن الحالة في بلدان بعينها معلومات أكثر شمولا وتفصيلا عن حماية المدنيين في النزاع المسلح، بما في ذلك عن الحوادث المتعلقة بالحماية والإجراءات التي تتخذها أطراف النزاع لتنفيذ التزاماتها باحترام السكان المدنيين وحمايتهم، وأن يضمنها معلومات تتعلق تحديدا باحتياجات الحماية التي تخص اللاجئين والمشردين داخليا والنساء والأطفال والفئات الضعيفة الأخرى؛",0
"1379","وأنشأت إحدى الدول برنامجا متعدد الأوجه للتنوع والتماسك الاجتماعي، في عام 2010، يهدف إلى تعزيز الاحترام المتبادل والشعور بالانتماء للجميع، كما يهدف إلى بناء قدرة المجتمعات المحلية على التكيُّف.",0
"1380","وتشير التقارير إلى أن حدة الهجمات والفظائع التي ارتُكبت في أي قرية من القرى نشرت درجة من الخوف في صفوف سكان القرى المجاورة الذين نجوا من تلك الهجمات دفعهم إلى الفرار أيضا إلى مناطق يسود فيها أمن نسبي.",1
"1381","وما برح ذلك يشكل مصدرا لقلقنا الدائم.",1
"1382","""ويكرر مجلس الأمن تأكيد إدانته بنفس القدر من الشدة جميع انتهاكات أحكام القانون الدولي السارية فيما يتعلق بقيام أطراف النزاعات المسلحة بتجنيد الأطفال واستغلالهم ومعاودة تجنيدهم وقتلهم وتشويههم واغتصابهم، وكذا سائر ما ترتكبه تلك الأطراف من أعمال العنف الجنسي والاختطافات والهجمات الموجهة ضد المدارس أو المستشفيات وحيلولتها دون وصول المساعدة الإنسانية.",1
"1383","وفي النهاية، متى اعتُبرت الظروف مواتية، ينبغي لتلك المؤسسات والشركات أن توحد قواها مع الحكومات المعنية لتنسيق الجهود لاعتماد خطة منسقة لتنمية البلد وتوفير سبل العيش للسكان والارتقاء بأوضاع حقوق الإنسان.",0
"1384","وعلى الرغم من أن الرئيس تصرف ضمن صلاحياته الدستورية، فقد ناقشت معه الشواغل المتعلقة باحتمال أن تؤدي قرارات العفو الصادرة في 25 كانون الأول/ديسمبر 2009 إلى تعزيز الانطباع بإمكانية الإفلات من العقاب.",1
"1385","ثم تبيع بترومين مؤسسة النقد العربي السعودي كميات مختلفة من الذهب بين الحين والآخر.",0
"1386","وتتوافق أحكام القانون رقم 656/2002 المتعلقة بمنع ومكافحة غسل الأموال مع أحكام التوجيه رقم 2001/97/EC، المؤرخ 4 كانون الأول/ديسمبر 2001، الصادر عن البرلمان الأوروبي والمجلس الأوروبي، الذي يعدل التوجيه الصادر عن المجلس الأوروبي رقم 91/308/EEC المتعلق بمنع استخدام النظام المالي لأجل غسل الأموال.",0
"1387","قد شارك في معسكر تدريب تابع للتنظيم حتى تشرين الثاني/نوفمبر 2001 ثم مكث في أفغانستان لمدة تزيد على عام لكي يقاتل القوات الأمريكية، وكانت له خلال هذه الفترة اتصالات مع قيادات عليا في تنظيم القاعدة، أقنعته بالعودة إلى أوروبا، حيث منحته وثائق السفر الألمانية التي يحملها مجالا واسعا لحرية الحركة وتجنيد مهاجمين انتحاريين.",0
"1388","وأدينت إجراءات قوة الشرطة الوطنية لتيمور - ليشتي علنا باعتبار أنها تتسم بالغلظة وبالازدراء في حق أحد زعماء قدامـى العاملين في المقاومة.",1
"1389","وتشكل العواقب الإنسانية لاستمرار العنف في العراق مصدر قلق بالغ لوفد بلدي.",1
"1390","وأبدى الأعضاء قلقا بشأن الحالة الأمنية وشددوا على أنها ما لم تُعالج بسرعة وفعالية، فإن عودة الأمور إلى طبيعتها قد تتوقف، مما يقوض الجهود التي تبذلها السلطات من أجل تحقيق الاستقرار.",1
"1391","وقد وقعت هذه الاعتداءات بين آب/أغسطس 2002 وكانون الثاني/يناير 2003.",1
"1392","195- ولا يتم التحقق من قيمة الماس عند تصديره من جمهورية تنزانيا المتحدة نظرا لعدم توافر الخبراء، ولكن يتم وزنه والتحقق من قيمته عند وصوله إلى أنتفرب.",0
"1393","فبسبب خط سكك حديدية لا يعمل وطرق يتعذر طرقها، انعزلت مدينة مبوجي مايي عن باقي البلد.",0
"1394","وإذ يتصرف بموجب المادة 41 من الفصل السابع من ميثاق الأمم المتحدة،",0
"1395","(3) مؤسسة مشاركة في سوق الأوراق المالية كما هو معرف في قانون أسواق الأوراق المالية (RT I 1993، 35، 543: 1995، 22، 1996:328، 26، 528:1997 ، 34، 535: 1988؛ 61،979).",0
"1396","ومع ذلك، يوصي الفريق بأن يلفت مجلس الأمن انتباه الدول الأعضاء إلى أنها ملزمة، بموجب نظام العقوبات، بمنع استخدام الإنترنت لأغراض توفير المشورة التقنية أو المساعدة التقنية أو برامج التدريب المتصل بالأنشطة العسكرية، سواء بصورة مباشرة أو غير مباشرة، أو بيعها أو نقلها للأفراد أو الكيانات المدرجة في القائمة من أراضيها أو عن طريق مواطنيها المقيمين خارج أراضيها.",1
"1397","تقرير الأمين العام عن إدارة الأمم المتحدة الانتقالية في تيمور الشرقية (S/2002/432 و Add.1).",0
"1398","وتدرك هذه الدول أهمية التعاون وتبادل المعلومات والتنسيق فيما بين مختلف البلاد وبين المستويين الإقليمي والوطني.",0
"1399","١١ - معيار الإدراج في القائمة هو ""الاشتراك مع حركة طالبان في تهديد السلام والاستقرار والأمن في أفغانستان""، على النحو المبين في الفقرتين 2 و 3 من القرار 2160 (2014).",1
"1400","غير أننا أيضا نعارض حالات الإعدام خارج نطاق القانون وندينها.",1
"1401","كذلك، يدين مجلس الأمن الإرهاب بجميع أشكاله ومظاهره، أيا كانت صورته أو الجهة التي ترتكبه.",1
"1402","فهُما يقعان تحت ضغوط حقيقية من قِبل المجتمع الدولي وأي اتصال بينهما وبين طرف ثان يعرض أمنهما للخطر.",1
"1403","ومشروعية الأمم المتحدة في هذا المجال تخولها القيام بدور أساسي وفريد من نوعه.",0
"1404","(د) المواجهات المسلحة التي وقعت بين جنود قوات الدفاع وضباط الشرطة الوطنية في مقر الشرطة يوم 25 أيار/مايو، وأسفرت عن إصابات عديدة وعن مقتل أحد جنود قوات الدفاع، بوري.",1
"1405","""ويرحب مجلس الأمن بحرارة بقـــــرار الأميــــن العــــام أن يعطي الأولوية فيما تبقى من فترة ولايته لعمل الأمم المتحدة من أجل تعزيز سيادة القانون والعدالة الانتقالية في المجتمعات التي تشهد صراعات والتي تمر بمرحلة ما بعد الصراعات.",0
"1406","بيد أنه لا تتوافر معلومات تُذكر عن مستوى تنفيذ تلك القواعد التنفيذية.",1
"1407","44 - ظل مستوى التصديق على الصكوك الدولية ثابتا منذ عام 2009 وإن تباين إلى حد كبير.",0
"1408","ورأى وفد آخر أنه ينبغي عدم الخلط بين الحماية النشطة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة الهجومية.",1
"1409","عدم الانتشار (انظر S/2006/10/Add.12و 30)",0
"1410","فعلى سبيل المثال، يمكن لحمولة شاحنة من السجائر أن تُدر أرباحا تزيد على 1.2 مليون دولار إذا ما حدث تهرب من دفع الضرائب الاتحادية وضرائب الولايات.",0
"1411","والتهديد الذي يشكله الإرهابيون والمجرمون والمنخرطون في تجارة المخدرات على أمن واستقرار أفغانستان ظاهرة حقيقية يجب التصدي لها باستمرار.",1
"1412","إن حجج الجانب الأرميني مثيرة للدهشة لا سيما أنها ذكرت في مجلس الأمن، الذي اتخذ في عام 1993 سلسلة من أربعة قرارات تدين استخدام القوة ضد أذربيجان واحتلال أراضيها، وتطالب قوات الاحتلال الأرمينية بالانسحاب الفوري والكامل وغير المشروط من جميع الأراضي المحتلة في أذربيجان (القرارات 822 (1993)، 853 (1993)، 874 (1993) و 884 (1993)).",1
"1413","عدم الانتشار (29 آذار/مارس 2006؛ 7 حزيران/يونيه 2012)",0
"1414","وإذ يؤكد الالتزام الملقى على عاتق جميع الدول الأعضاء بتنفيذ القرار 1373 (2001) تنفيذا كاملا، بما في ذلك فيما يتعلق بحركة الطالبان أو تنظيم القاعدة، وأي جهات من الأفراد أو الجماعات أو المؤسسات أو الكيانات لها صلة بتنظيم القاعدة أو أسامة بن لادن أو حركة الطالبان وتكون قد شاركت في تمويل أنشطة إرهابية أو التخطيط لها أو تسهيلها أو التجنيد لارتكابها أو الإعداد لها أو ارتكابها أو دعمها، وكذلك التزامها بتيسير تنفيذ الالتزامات المتعلقة بمكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،",1
"1415","وفي هذا المناخ الذي يسوده انعدام الأمن، باتت حرية الأحزاب السياسية في إبداء الرأي مهددة بل مقيدة.",1
"1416","""ويدين مجلس اﻷمن بقوة تعمﱡد استهداف المقاتلين للمدنيين في الصراعات المسلحة ويطلب إلى جميع اﻷطراف المعنية وضع حد لهذه اﻻنتهاكات الماسة بالقانون اﻹنساني الدولي وقانون حقوق اﻹنسان.",1
"1417","ويواجه مجلس السلام والأمن مسؤوليات جساما عندما يباشر أعماله.",0
"1418","ويتعلق التنسيق أولا بوضوح الرؤية وثانيا بالترتيبات المؤسسية.",0
"1419","وفي أعقاب الأمطار الغزيرة التي هطلت في شهري نيسان/أبريل وأيار/مايو انخفضت الإصابة بالمرض في جميع مناطق الصومال الوسطى والشمالية إلى درجة أدت إلى إقفال جميع مراكز علاج الكوليرا بحلول شهر حزيران/يونيه.",0
"1420","المقرر عقدها يوم الخميس 12 كانون الثاني/يناير 2012، الساعة 00/10",0
"1421","16 - وفيما يلي بيان بأبرز الميليشيات:",0
"1422","ولم يكن راضيا بملاحظاته على مسرح الجريمة، ولكنه كان يأمل في تحسن الوضع في اليوم التالي، نظرا لأن المسؤوليات قد وُزعت في الاجتماع المعقود في وقت سابق.",1
"1423","هذا على الرغم من الإدانة المتكررة لتلك الأعمال اللاإنسانية من جانب قرارات مجلس الأمن 1820 (2008)، 1888 (2009) و 1960 (2010)، والتي أصبحت مصدر الأمل لملايين الضحايا من النساء والفتيات في جميع أنحاء العالم.",1
"1424","428- طلبت اللجنة مرارا إلى الحكومة أن تزودها بمعلومات عن الإجراءات القضائية التي اتخذتها لتقديم مرتكبي الجرائم المزعومة في دارفور إلى العدالة.",1
"1425","كما اتخذ صاحب المطالبة ترتيبات لنقل العديد من هؤلاء الأفراد بالحافلات من المخيم إما إلى العقبة، ومنها سافروا إلى مصر بالسفن، أو إلى عمان، ومنها سافروا إلى مصر جواً.",0
