"","ar_en_GOOGLE","MatConf"
"2209","Case 11 referred to the Committee",0
"2210","Djibouti has only two registered ships sailing to Somalia.",0
"2211","6 - Affirms that the requirements of Paragraph 1 (a) above apply to financial and economic resources in all their forms, including, but not limited to, resources used to provide Internet publishing services or related services used to support the Taliban movement and other Individuals, groups, institutions and entities associated with them, as well as all other individuals, groups, institutions and entities who participate with the Taliban movement in posing a threat to peace, stability and security in Afghanistan, and all other individuals, groups, institutions and entities associated with them;",1
"2212","9 - Entities responsible for providing postal services,",0
"2213","2 - Objectives of the educational curriculum for each subject.",0
"2214","According to company records, the lines were delivered to the company&#39;s branch in Tripoli.",0
"2215","In addition, there is one mobile monitoring unit, mainly used in ports.",0
"2216","The World Bank and donors",0
"2217","Acting in accordance with Article 41 of Chapter VII of the Charter of the United Nations,",0
"2218","(b) If the hostage is a person under eighteen years of age;",1
"2219","What distinguishes this category of crimes from war crimes is that they are not concerned with isolated or sporadic violations, but rather with violations that (a) may occur in times of peace or in times of armed conflict, and (b) fall within the practice of atrocities (or attacks) on a widespread or systematic basis against the population. Civilians.",1
"2220","4. The ninth session of the Coordination Council, originally scheduled to meet on 30 July, has been postponed indefinitely.",0
"2221","9 - Executive change - Complex, simultaneous, and multi-strike attacks, examples of which include the Arlit and Agadez attacks in Niger on May 23, 2013, indicate that local groups affiliated with Al-Qaeda are seeking to follow Al-Qaedaâs basic directives, which call for organizing âspectacularâ incidents.",1
"2222","The evidence before the committee proves that Member of Parliament Leandro Isaak was involved in some way in the incident. As a result of this incident, a National Police Force officer was killed, and two National Defense Forces soldiers were injured.",1
"2223","In Azerbaijan, equipment was installed to detect and monitor weapons at international border crossings.",0
"2224","These meetings will include periodic briefings from the working groups responsible for tracking progress on monitoring and implementation at the national level; and assistance; Cooperation with international organizations, including the Security Council Committee established pursuant to resolution 1267 (1999) and the Security Council Committee established pursuant to resolution 1373 (2001); Transparency and media awareness.",0
"2225","(iii) Killing detained enemy soldiers",1
"2226","It is hoped that the two sides will be able to reach a reaffirmation of their commitments at the highest level not to resume hostilities and for internally displaced persons and refugees to return to their homes in safety and dignity.",0
"2227","19 - The relationship between Al-Qaeda and the Taliban appears to be close. In his video message of 19 September 2007, Al-Zawahiri once again referred to Mullah Omar (TI.O.4.01) as âCommander of the Faithful.â While the Taliban is still able to recruit a larger number of soldiers, it lacks experienced leaders to replace the leaders who were killed in large numbers, and therefore it turns to Al-Qaeda not only for training but also to fill the gaps.",1
"2228","23. Although the security situation in the north of the country was relatively calm, a member of the Moroccan unit of the operation was brutally assassinated on 31 August in Bouake.",1
"2229","But now, what Afghanistan has achieved is beginning to be eroded by serious challenges facing the country in its security and stability.",0
"2230","5 indictments have been issued, while other decisions are pending judicial proceedings.",0
"2231","28 - Amer Dhaidan Ali Al-Ajmi",0
"2232","23. Joint or parallel operations between MONUC and the Armed Forces of the Democratic Republic of the Congo, including area control, cordon and search missions, as well as day and night patrols, have improved the security situation in South Kivu. About 1,000 soldiers, making up two battalions of the Armed Forces of the Democratic Republic of the Congo, participated in one of these operations from 6 to 9 September in the area of Kahuzi Biga Park, where the Democratic Forces for the Liberation of Rwanda is based.",0
"2233","3 - Recalls that criminal acts, including those committed against civilians with the intent to kill or inflict serious bodily injury, or to take hostages, for the purpose of spreading a state of terror among the general public or a group of persons or specific persons, or to intimidate a group of the population, or Forcing a government or an international organization to do or not to do an act, which constitute crimes within the scope of the international conventions and protocols related to terrorism and, according to the definition contained therein, cannot under any circumstances be justified by any considerations of a political, philosophical, ideological, racial or of racial, religious or any other nature, and calls upon all States to prevent such acts and, if they are not prevented, to ensure that they are punished with penalties consistent with their serious nature;",1
"2234","This is particularly the case with regard to persons who have obtained weapons from the Defense Forces and subsequently returned them.",0
"2235","The United Kingdom established a Criminal Law Taskforce that trained judges to hear drug cases in Kabul, where 65 cases were brought, resulting in 15 convictions and sentences ranging from 3 to 9 years.",1
"2236","As such, it represents an environment rich in potential targets and has launched several attacks against Western military facilities and embassies.",1
"2237","1- Other tangible property 185-216 50",0
"2238","40 - Welcomes the periodic briefings provided by the Government of Afghanistan on the content of the List, as well as on the impact of targeted sanctions in deterring threats to peace, stability and security in Afghanistan, as well as on support for the Afghan-led reconciliation process;",0
"2239","Note by the Secretary-General (S/2011/418).",0
"2240","38 - Under the provincial electoral bloc system, the country&#39;s 12 administrative provinces and two electoral districts represent electoral districts.",0
"2241","58 - I was deeply concerned when the Syrian Arab Republic closed its borders with Lebanon to Lebanese truck drivers, shortly after the withdrawal of Syrian forces, military equipment, and intelligence services.",1
"2242","I have also selected Ms. Serralta to serve as coordinator of the expert group.",0
"2243","However, the east-west corridor and the final section of the road on the upper plateau of the Helmand River from Kajaki Dam to the ring road still require funding;",0
"2244","According to his statement, he was in his office when he was informed of the explosion.",1
"2245","391 - There is no doubt that the looting of villages and the seizure of livestock, crops, household belongings and other personal property of the population by government forces or militias under their control constitutes a war crime.",1
"2246","The attack launched by the Ethiopian regime today is nothing but a malicious response to Eritreaâs calls.",1
"2247","Message to the Government of Sri Lanka:",0
"2248","68. Officials&#39; opinions differ on the effectiveness of terrorist training materials available on the Internet, as theoretical guidance, no matter how complete and accurate, requires some degree of practical training or practical experience to help overcome operational obstacles.",0
"2249","3 - The complexities facing conflict prevention and settlement",1
"2250","It began on November 27, 2003. It began again on June 9, 2005.",0
"2251","(b) Supplying, selling or transferring weapons and related equipment to Al-Qaeda, Osama bin Laden or the Taliban; or (c) recruiting for Al-Qaeda, Osama bin Laden, or the Taliban; or",1
"2252","Thematic meeting held by the Security Council on combating terrorism",0
"2253","2 - The situation in Côte d&#39;Ivoire",0
"2254","Alarming reports indicate that a small number of children unofficially released from cantonment sites have been forcibly re-recruited by the Maoist army or CPN (Maoist) organisations. 12 cases were documented during the reporting period.",1
"2255","2 - The following is the distribution of the total oil revenues collected from the start of the program until now, and the corresponding expenditures:",0
"2256","The degree of damage to the metal fragments presented to us by the police (they were said to have originated from a Mitsubishi Canter) is consistent with the fragmentation we would expect to have occurred if the car had been at the center of the explosion.",1
"2257","It is estimated that it will be exposed to 300 dust storms per year over the next ten years.",0
"2258","Noting with concern that terrorism continues to pose a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of all Member States and undermines global stability and prosperity, and that this threat has become more widespread as terrorist acts have increased in various regions of the world, including acts committed with the motive of of intolerance or extremism, expressing its determination to address this threat and stressing the need to ensure that the fight against terrorism remains a priority in the International Program of Action,",0
"2259","The officer&#39;s salary may reach $233.",0
"2260","As noted elsewhere in this report, very few victims file formal complaints regarding crimes committed against them or their families due to a lack of confidence in the justice system.",1
"2261","In 2009 and 2010, customs authorities in West Africa (Senegal, Mali and Nigeria) seized large quantities of weapons several times.",1
"2262","This included ambushes, as well as launching missile and asymmetric attacks on assets and personnel of the United Nations Multidimensional Integrated Stabilization Mission in Mali.",1
"2263","160. The Minister of the Interior, as stated in paragraphs 89 to 94 above, armed civilians, some of whom were later alleged to have unlawfully participated in the commission of criminal acts.",1
"2264","8 - On May 7, 2005, General Michel Aoun returned after 14 years in exile, and formed the âFree Patriotic Movementâ to participate in the legislative elections that began on May 29, and ended after four rounds on June 19.",1
"2265","Scheduled for Friday, October 21, 2011, at 3 p.m",0
"2266","Otherwise, there have been only minor security incidents that had a direct impact on the election process since voter registration began on April 25. These included incidents related to long lines at registration centers, simple attacks on members of the guards working in the elections, and the theft and destruction of equipment.",1
"2267","Individuals born before 25 May 1988 or recruited after 25 May 2006 were to be demobilized immediately as required by the Comprehensive Peace Agreement.",0
"2268","As for the requirement that the attack be âsystematic,â it ârequires that the acts be of an organized nature and that such acts are not likely to occur randomly.â(",1
"2269","(a) Ensure the protection of civilians, including humanitarian workers, who are at risk of being exposed to physical violence;",0
"2270","Criminal Procedure Code (No. 600 of 2002):",0
"2271","13. This situation has complicated efforts aimed at peace and reconciliation.",1
"2272","30 - The livestock sector is the backbone of livelihoods in Somalia and is a source of revenue for local and central administrations.",0
"2273","The Netherlands allocated more than 400 million euros to support a four-year action plan, which began in 2007, to prevent extremism.",0
"2274","Military and police forces should be better prepared to carry out protection tasks, including preventing conflict-related sexual violence.",0
"2275","One battalion and sufficient headquarters resources are required to: secure Kalemie airport; Providing a safe environment for the electoral process; monitoring the arms embargo at the airport and ports on Lake Tanganyika-Moba; Preventing the movement of armed elements from South Kivu to Katanga; Monitor the Mayi-Mayi of northern and central Katanga and encourage them to join the integration process, or disarmament, demobilization and reintegration; Providing evacuation capacity for MINURSO and other United Nations personnel located in North Katanga and Xais.",1
"2276",":: Swiss Federal Ordnance Act of 13 December 1996 (War Ordnance Act; SR 514.51)",0
"2277","âThe Security Council reiterates its deep concern about the Islamic State in Iraq and the Levant, Al-Nusra Front and other terrorist entities linked to Al-Qaeda and the impact of their presence, violent extremist ideology and actions on the stability of Iraq, Syria and the region, including the devastating humanitarian impacts on the civilian population that have led to The displacement of millions of people, and the violence it commits inflames sectarian tensions.",0
"2278","More than 20 women and young girls were reportedly raped during March 2004 attacks by government forces and Janjaweed on Korma, North Darfur.",1
"2279","For example, Europe has the European Union and the Schengen Agreement; The Economic Community of West African States (ECOWAS); the Southern African Development Community, in Africa; The Association of Southeast Asian Nations() as well as the Commonwealth of Independent States(); The North American Free Trade Agreement in North America (); Central American Integration System, in Central America(); The Andean Community and MERCOSUR, in South America, are moving towards merging to create the Community of South American States.",0
"2280","390 - As noted above, the crime of plunder or pillage is a war crime under customary international law.",0
"2281","Two armed helicopters and an Antonov plane were used in the attack, possibly for reconnaissance purposes.",1
"2282","7. On 28 June 2010, a celebration of Saint Vitus Day was held at the Gratsanica/Gratsanica Monastery and the Gazimistan Memorial, attended by about 1,500 people.",0
"2283","He also trained Central Bank employees on risk-based control procedures in the field of combating money laundering and terrorist financing.",0
"2284","During a Janjaweed attack on the village of Mbarasa, West Darfur, in November 2003, 20 girls were kidnapped and taken to Ammar camp.",1
"2285","If residents try to leave the besieged Eastern Ghouta, the Syrian regimeâs snipers target them directly, which leads to dozens of civilian deaths every month.",1
"2286","Moreover, the restriction imposed by Eritrea has a significant impact on the security and operations of United Nations peacekeeping personnel, to the point that continuing to station them in small sites in isolated areas, representing 18 out of 40 sites, has become unsustainable and is no longer feasible at the level of Processes.",1
"2287","âThe Security Council welcomes General Assembly resolution 64/289, establishing a United Nations entity on gender equality and the empowerment of women (UN-Women), which will become fully operational in January 2011.",0
"2288","Scheduled for Wednesday, May 15, 2013, at 11.30 p.m",0
"2289","However, increasing the involvement of the warring parties in the peace process remains an important element of a lasting settlement of the conflict.",0
"2290","6. The end of the conflict in 1999 had profound effects on the relationship between the various communities in Kosovo, in particular the Kosovo Albanians and Kosovo Serbs.",0
"2291","While the response by some to the Committee is slow, the number of those keen to participate in its work is increasing, whether by submitting names or promoting views on identifying new areas in which Security Council sanctions or other measures can help stem the flows of recruits and reduce the chances of More attacks by terrorists linked to Al-Qaeda and the Taliban.",0
"2292","At Abidjan airport, in August 2005, the team saw three new Mitsubishi L-200 4X4 vehicles with Ivorian National Army Forces license plates driving near the military base and carrying personnel and equipment.",1
"2293","Since January, MONUSCO has documented more than 100 incidents targeting members of the political opposition, their supporters, journalists and human rights defenders.",1
"2294","(d) Appointment of judges, the public prosecutor, the deputy public prosecutor and the registrar",0
"2295","The mission visited some of these areas and was greatly distressed by seeing the demolished houses, burned cars, and destitute people.",1
"2296","61. There are a number of stabilization tools and plans (the Government&#39;s Stabilization and Reconstruction Plan, the International Security and Stability Support Strategy, and Islands of Stability), but there does not appear to be a common approach within the United Nations system itself.",0
"2297","We are particularly concerned about the indiscriminate proliferation of weapons in Libya and beyond its borders as a result of the conflict.",0
"2298","According to reports, the UN arms embargo continues to be violated, and arms flows into the country have increased.",1
"2299","The main security concerns relate to criminal activity and factional fighting.",1
"2300",":: August 22, 2005, three people were injured in an explosion in a garage near the âPromenadeâ Hotel in the Zalka area, north of Beirut.",1
"2301","She noted that 69 humanitarian workers have been killed since the beginning of the conflict, and sexual violence has been used as a form of torture, with the intention of harming, humiliating, and intimidating, and as a form of punishment.",1
"2302","295. In addition, given the politically discriminatory nature of the systematic and widespread killing of civilians, such acts may very well constitute the crime of persecution, which falls within the crimes against humanity.",1
"2303","But since this crime was not the act of individuals, but rather the act of a highly organized group, it is very likely that fraud, corruption, and money laundering were a motive for individuals to participate in it.",1
"2304","43. Other sources of financing remain significant, including proceeds from transnational organized criminal activities including smuggling and human trafficking.",1
"2305","The group&#39;s other major success is its survival, but its ranks are dwindling, and over time, its prominent leaders will be arrested or killed.",1
"2306","2 - Agree to exceptions to the measures set forth in Article 3(a) on a case-by-case basis:",0
"2307","57 - The self-interest of those who oppose the establishment of a real government has remained one of the constant facts, and the monitoring team revealed in its two previous reports the details of this basic problem that Somalia suffers from. This problem still exists, and the main topic of this report has become the continuing trend towards an escalation in the potential for violence to erupt within a pattern based on protecting entrenched vested interests.",0
"2308",":: Electronic tracking devices - establishing an official system to use this method of investigation?",0
"2309","38. The Group recommends that the Security Council and the Committee encourage States to designate or establish national mechanisms to identify and target individuals and entities for inclusion in the Consolidated List, relying on clearly identifiable legal authority distinct from the criminal process.",0
"2310","“Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur (S/2011/244).”",0
"2311","121 - The âJanjaweedâ to whom most of the victims in the ongoing conflict refer are Arab militias that raid the villages of these victims riding horses or camels, killing, looting, burning and raping.",1
"2312","In the case of Darfur, this persecution and discriminatory intent can be seen on many occasions, by some Arab militias, as well as by the central government: regular attacks on villages inhabited by civilians (or the majority of them are civilians) belonging to some âAfricanâ tribes (Fur, Masalit, and Zaghawa). The systematic destruction and burning of these villages, and the forced displacement of civilian villagers, attest to a clear persecutory coercion.",1
"2313","(2) The criminal shall be punished with imprisonment for a period of eight to fifteen years, with confiscation of his property, if the court deems so, or with any exceptional punishment, if the act mentioned in Paragraph 1 results in serious bodily harm.",1
"2314","Coordination relates first to clarity of vision and second to institutional arrangements.",0
"2315","450 - There are a number of serious errors that prevent the judicial system in Sudan from working quickly and properly to address attacks.",1
"2316","Condemns all attacks directed against United Nations peacekeepers and humanitarian personnel, regardless of the perpetrators, and stresses that those involved in such attacks must be brought to justice.",0
"2317","From one side to the other across this border flowed mobile groups of young warriors - regional warriors - who viewed the war mainly as an economic opportunity.",1
"2318","Second - Dissolution of the government of Charles Taylor in Liberia",0
"2319","Political prison camps witness the commission of unspeakable atrocities similar to the horrors witnessed in the concentration camps established by totalitarian states during the twentieth century.",1
"2320","ORIGINAL: ENGLISH General Assembly",0
"2321","54. Several temporary stations are being built.",0
"2322","On November 27, 2014, Syrian regime forces killed ambulance driver Salah Ayyash (Abu Muhammad) in Zabdin, Eastern Ghouta, on his way to provide aid to the injured.",1
"2323","Most of these crimes were committed individually in the context of the prevailing security chaos.",1
"2324","16 - Secondly, cross-border crime weakens the capabilities of the State, including military and police capabilities.",0
"2325","About two kilometers after the checkpoint, approximately 20 soldiers wearing camouflage uniforms approached the group of women in their cars and ordered them to stop, while they fired some gunshots.",1
"2326","Although the exact number of displaced persons and the number of destroyed villages has not yet been determined, mass displacement and the destruction of villages are indisputable facts.",1
"2327","19 November 1999 Resolution 1275 (1999)",0
"2328","A severe reduction in the number of military units in the mission would reduce the mission&#39;s ability to perform prevention tasks and force it, in the event of a crisis, which his country hoped would not happen, to respond using operational concepts that, given all that it entailed, were still unclear. That&#39;s a risk.",1
"2329","B. Box 365-16595, Tehran, Iran",0
"2330","She heard voices crying for help from other girls and believes they were also being raped.",1
"2331",":: Secretariat memorandum,",0
"2332","131. Since the issuance of the previous survey, Central Asian States have intensified law enforcement measures by enhancing inter-agency cooperation and information-sharing and establishing and using criminal and other databases at the domestic and international levels, in support of counter-terrorism law enforcement efforts.",0
"2333","The common objective element (knowledge of the systemic nature of forced displacement) lies in the fact that the displacement clearly amounts to a government policy that the relevant government authorities and the Janjawid have been following.",1
"2334","The short-term focus will be on border and natural resources control in Ituri, restricting the movement of ADF/ONLA elements in North Kivu, and monitoring areas vacated by FDLR following joint operations by MONUSCO and FARDC, Assisting the Congolese National Police to provide security to the population in South Kivu.",1
"2335","In addition, the subregion continues to face challenges with respect to law enforcement, the rule of law and respect for human rights.",1
"2336","At least 90 countries suffer from improvised explosive devices, and Al-Qaida and its affiliates exchange information and advice on how best to make and use such devices.",1
"2337","These five persons are mentioned in Annex II to resolution 1803 (2008).",0
"2338","The ruling in the only remaining trial will be issued before the end of 2012, and the appeals procedures for 44 people have been concluded.",0
"2339","Regime forces killed 231 people, extremists killed three people, and armed groups killed two people.",1
"2340","254 - The Commission also established that rebel forces were responsible for launching attacks, which in most cases were directed against military targets or against police or security forces.",1
"2341","This write-off relates to amounts due for payment more than two years ago, due to an increase in payments made to an employee.",0
"2342","The value of each of these shipments is estimated at more than 16 million United States dollars.",0
"2343","According to witness accounts, civilians including women, children and the elderly were targeted during the attack.",1
"2344","122. To strengthen the capacity of law enforcement personnel in South Asia and simultaneously promote regional cooperation and information-sharing among law enforcement personnel, the Executive Directorate facilitated a series of workshops (starting in November 2009) aimed at bringing together law enforcement officials - - mainly police officers and prosecutors - to exchange experiences, lessons learned and best practices in dealing with cases related to international crimes and terrorism.",0
"2345","One case was reported from Delba, West Darfur, where the victim was beaten to death.",1
"2346","Moreover, there are procedural obstacles that limit victims&#39; recourse to justice.",1
"2347","In paragraph 3 of that resolution, the Council requested me, in consultation with the Committee established pursuant to resolution 751 (1992) concerning Somalia and within 30 days from the date of that resolution, to re-establish the monitoring team referred to in paragraph 3 of resolution 1558 (2004) for a period Six months, provided that it is entrusted with the mandate specified in subparagraphs 3 (a) to (i) of resolution 1630 (2005).",0
"2348","This practice may be considered a form of enforced disappearance, and constitutes a violation of the obligations of armed groups under customary international humanitarian law.",1
"2349",":: That clear guidelines be developed to define what missions can do to protect civilians, including practical measures to protect civilians such as intensive and regular security patrols in potentially destabilized areas, and the establishment of joint protection teams Or cells for early monitoring.",0
"2350",":: Developing the role of the Organizing Committee, including by conducting periodic interactions with specific country configurations, with the aim of achieving the following: (a) identifying common challenges and facilitating mutual benefit across different configurations; (b) Engaging the membership in policy discussion can best generate greater interest and commitment among the broader membership.",0
"2351","The United Nations is studying the best ways to strengthen counter-terrorism capabilities in UN special political missions, peacekeeping operations, and United Nations country teams.",0
"2352","B. Evaluation of my Personal Envoy",0
"2353","In 2009, the Russian Federation strengthened penalties for those who assisted or participated in terrorist activity (including recruitment) and introduced a draft law to enhance criminal liability for terrorism-related crimes.",0
"2354","He added that the Organization for Security and Cooperation in Europe has not yet observed any withdrawal of heavy weapons from the Line of Control.",1
"2355","It will also continue, as appropriate, to reach out to civil society and the general public.",0
"2356","5 - During the Cold War, the Secretaries-General of the United Nations drew attention to specific issues related to transnational crime that complicated conflict situations already on the agenda of the Security Council.",1
"2357","19. At the end of the reporting period, there were three persons on the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014), who were designated on 7 November.",1
"2358","29 June 1999 Resolution 1251 (1999)",0
"2359","Chapter 17 of the Immigration Act (2002 Revised Version) regulates immigration to Brunei Darussalam.",0
"2360","From 1 June to 31 August, approximately 500 small arms, over 189,000 rounds of ammunition, 2,368 hand grenades and mines and over 225 kilograms of explosive materials were collected or voluntarily surrendered.",1
"2361","Weapons of Mass Destruction Act 2005, paragraph 13(4). General Directorate of Foreign Trade, Trade Department, for the items mentioned in column 6 above.",0
"2362","As of June 23, more than 1.1 million people had crossed the Libyan border into Tunisia, Egypt, Niger, Algeria, Chad and Sudan.",0
"2363","2 - Allegations of disappearances and detention in areas controlled by the National Movement of CÃ´te d&#39;Ivoire C - Disappearances",1
"2364","On November 29, 2014, regime helicopters dropped two explosive barrels on a clinic in Kafr Sajna in Idlib, destroying parts of it.",1
"2365","According to allegations, members of the Lord&#39;s Resistance Army participated in all the attacks.",1
"2366","Some Member States also expressed concern about the tensions that occurred at the Haram al-Sharif/Temple Mount in Jerusalem over the past weeks, and called on the parties to avoid unilateral steps that undermine the prospects for peace.",0
"2367","On November 25, 2014, regime warplanes fired two missiles at the industrial zone in the city of Raqqa, killing 44 people and wounding 57 others. The bombing destroyed 15 shops and 17 homes.",1
"2368","34. The transfer of ownership of areas subject to land amendments will take place in six stages.",0
"2369","The participants&#39; travel and accommodation costs were borne by the governments or sponsoring organizations in their respective countries.",0
"2370","Freezing assets would restrict terrorist financiers and limit their access to the formal banking system and their ability to establish partnerships with legitimate entities.",1
"2371","49. During the famine, ideological indoctrination was used to maintain order, at the cost of which hunger worsened to a dangerous extent and famine spread.",1
"2372","(k) Providing military training, including in human rights, international humanitarian law, child protection and gender-based violence prevention, to various components and units of the FARDC integrated brigades deployed in its eastern part as part of broader international efforts to support security sector reform;",0
"2373","Place and date of birth: 1980",0
"2374","The Royal Moroccan Army also reported that its efforts were hampered by limited resources and a lack of available information regarding areas infested with mines.",0
"2375","Requests the Secretary-General to provide Member States with guidelines and training materials on the protection, rights and special needs of women, as well as on the importance of including women in all peacekeeping and peacebuilding measures, and invites Member States to include these elements and HIV/AIDS awareness-raising training HIV/AIDS in its national programs to train civilian military and police personnel in preparation for their deployment; It also requests the Secretary-General to ensure that civilian personnel serving in peacekeeping operations receive similar training.",0
"2376","Fifth - Proposed Amendments to Claim No. 5000347 (Iran) 148",0
"2377","Turkish newspaper Waqt - dated January 4, 2012",0
"2378","(h) During the dialogue phase, the Ombudsman shall give due consideration to the views of States proposing names for inclusion on the List, as well as other Member States submitting relevant information, in particular Member States most affected by the actions or engagements that led to the original listing.",0
"2379","12 - Requests States to act forcefully and resolutely to halt the flows of funds, financial assets and other economic resources to individuals and entities on the Al-Qaida Sanctions List, as required in paragraph 1 (a), and taking into account the recommendations in this regard issued by the Task Force Financial measures concerned with money laundering, international standards established to prevent the misuse of non-profit organizations, alternative/informal money transfer systems, and the physical movement of currencies across borders, while working to mitigate the impact on legitimate activities through these means;",0
"2380","38 - The Security Council, in its resolution 1559 (2004), called for the dissolution and disarmament of all Lebanese and non-Lebanese militias.",0
"2381","As happened on previous occasions, the Special Adviser warned against the actions of âspoilersâ who undermine the transition process in Yemen and threaten its peace, security and stability. He said that the country is now at a critical juncture. He described the advance of the Houthi militias that invaded Sanaa and occupied several public buildings. In addition, he reported on the increase in the number of attacks by Al-Qaeda in the Arabian Peninsula, some of which are linked to the general political and security situation, and expressed his concern about the situation in the south of the country.",1
"2382","Except in cases where an individual is caught red-handed committing a crime, law enforcement officials must serve a warrant for the person&#39;s arrest or detention.",1
"2383","Under this amendment, which is in line with the provisions of Article 5 of the Council of Europe Convention on the Prevention of Terrorism, violators are subject to a prison sentence of 30 years.",1
"2384",":: May 7, 2005, the House of Representatives convenes to adopt the proposed amendments to the Electoral Law of 2000.",0
"2385","Although terrorist activities are not specifically mentioned as recurring, they are certainly a concern, as many of the above factors are capable of sparking terrorist acts in the region.",1
"2386","In this climate of insecurity, the freedom of political parties to express opinions has become threatened or even restricted.",0
"2387","29. There are also important positive developments. When the armed conflict ended in 1999, there was an almost complete lack of economic structures and legislation.",1
"2388","Overall, the Commission has collected very substantial material and testimony that tends to confirm the killing of thousands of civilians in the context of attacks on villages.",1
"2389","1 - Qatari Penal Code of 1971 [Chapter on the Applicability of the Law].",0
"2390","The average price had risen to $178 per carat by mid-August 2008.",0
"2391","Moreover, more than 1,000 dwellings were burned, while records spoke of numerous cases of destruction, looting and inhuman treatment.",1
"2392","Paragraph 104 is illogical.",0
"2393","12- Decides to remain seized of this matter.",0
"2394","3 - The country to which the product will be exported and the port or customs office in the country of origin.",0
"2395","The Committee also noted the progress made towards the possible appointment of facilitators at the regional level for other regional organizations, in particular the Commonwealth of Independent States and the Association of Southeast Asian Nations.",0
"2396","1-2 On the high seas by a Malaysian citizen or permanent resident of Malaysia who was present on board a ship or aircraft.",0
"2397","Torture, rape and other arbitrary brutalities committed by guards and other prisoners are widespread and unpunished.",1
"2398","In this context, the Security Council looks forward to the International Summit on the Great Lakes Region, scheduled to be held in Luanda on 31 July, to further review the latest developments in the region, including progress achieved in implementing the peace, security and cooperation framework.",0
"2399","Raids, searches and arrests without an arrest warrant",1
"2400","Thus, detainees live in almost complete darkness during most of the day and night, for periods of up to months.",1
"2401","123 - When militias participate with the armed forces in an attack, they can be said to be operating under the effective control of the government, in full accordance with the concept of control (established in 1999 in the Tadic case (Appeal), paras. 98-145).",1
"2402","The committee removed five names from the list in January 2010 and another five names in July 2010, two of which were deceased persons, and the rest were persons considered to have reconciled with the Afghan government.",0
"2403","Even when such incidents are reported to police or other government officials, the authorities take little action to arrest the perpetrators of these crimes.",1
"2404","Recalling its resolutions on the recruitment and use of children and armed conflict,",1
"2405","The general proposals are included in Annex I entitled “Summary of general proposals” (“Summary”).",0
"2406","44. In November and December 2007, the Government recovered approximately 100 million Burundian francs that had been embezzled by various persons.",0
"2407","- Convention relating to Offenses and Certain Other Acts Committed on Board Aircraft of 14 September 1963",0
"2408","The instructions it directs to its followers are to launch their attacks wherever they can.",1
"2409","Alarm data can only be stored for a limited time.",0
"2410","As noted above, there are repeated and reliable reports that these raids increased significantly on the night of 23 March, and then to a greater extent during the nights that followed.",1
"2411","Likewise, one of the victims identified the man as a Janjaweed commander who led attacks in which civilians were killed.",1
"2412","Third, the Security Council has recognized in several instances that serious violations of human rights and international humanitarian law constitute potential threats to peace and security.",0
"2413","But Mr. Wissam changed his position two days later, and said that he remembered a person called Abi or Avi, and he may be Alon Abraham.",0
"2414","Establishing mechanisms for judicial and non-judicial accountability in countries emerging from conflict, including, where appropriate, accountability for crimes against women; Support the establishment of a gender-balanced committee of judges, court commissioners or investigation committees.",0
"2415","41 - The United Nations Compensation Committee has taken steps to reduce staff costs in preparation for the termination of posts in the next phase, as shown in Table II-6.",0
"2416","7 - The situation in Liberia (22 January 1991; 19 December 2008).",0
"2417",":: Encouraging States to strengthen dialogue and cooperation, including with civil society, academia and industry, to confront the threat posed by illicit trafficking in nuclear, chemical or biological weapons, their means of delivery and related materials",0
"2418","Non-profit organizations play an important role in the region.",0
"2419","Reports of human rights violations continue, many of them linked to untrained elements who joined the FARDC from the National Congress for the Defense of the People and armed groups.",1
"2420","The presence and alleged activities of extremist elements is also cause for concern.",1
"2421","Determining that the situation in Somalia continues to constitute a threat to international peace and security in the region,",0
"2422","14 - Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to Sudan E/CN.4/2005/7/Add.2",1
"2423","The largest and bloodiest of these incidents was the unprovoked attack by tribal militias on the Aro Sharo internally displaced persons camp and on the villages of Gosmino and Ardja in the Kulbus region of Western Darfur, near the border with Chad, which occurred on 28 September.",1
"2424","Security Council resolution 1564 (2004), operative paragraph 12",0
"2425","Positions of the accused: 2 ministers, 1 provincial governor, 3 mayors, 2 municipal council representatives, 6 military personnel, 1 media figure, 1 priest, and 1 holder of other positions.",0
"2426","âThe Security Council invites the Secretary-General to continue to transmit relevant information and analysis to it whenever he considers that such information or analysis would contribute to improving his work on the protection of civilians in armed conflict, and to include it continuously, as appropriate, in his written reports to the Council on matters Before him, observations related to the protection of civilians in armed conflict.",0
"2427","In one case, a civilian was detained by the Janjaweed following an attack on his village, kept in captivity in a Janjaweed camp, and later transferred to a military barracks in the area.",1
"2428","During the current conflict, government soldiers committed massacres of people in Monoko-Zohi, and there have been recent reports of mass graves in Man and Dandani for which government forces are responsible.",1
"2429","20. Sub-condition 43-3 states:",0
"2430","24 - Problems of maintaining law and order continue to contribute to the fragility of the security situation in some areas of Katanga, as the transitional government has been unable to establish effective security mechanisms to protect civilians.",1
"2431","Reaffirms its condemnation of all incitement to commit violence against civilians in situations of armed conflict, further reaffirms the need to bring to justice individuals who incite or cause such violence, and expresses its readiness, when authorizing the deployment of missions, to consider, where appropriate, taking Steps in response to media broadcasts of incitement to genocide, crimes against humanity and serious violations of international humanitarian law.",0
