"","en_es_DEEPL","MatConf"
"2436","Base Logística de las Naciones Unidas en Brindisi -",0
"2437","También se visitaron las estructuras gubernamentales pertinentes, como el principal centro de detención de Abiyán (Maison d'arrêt et de correction d'Abidjan, MACA) y comisarías de policía.",1
"2438","La policía de proximidad desempeña un papel importante (por ejemplo, en un Estado visitado, el Gobierno utiliza teléfonos móviles ""inteligentes"" para notificar al público acontecimientos importantes y publica información policial en un servicio de redes sociales basado en Internet).",0
"2439","42. Antes de que las fuerzas de seguridad comenzaran su acción, quienes consiguieron salir a la calle vieron que nadie había comenzado a marchar ni se comportaba de forma amenazadora o provocadora.",1
"2440","Esta discriminación tradicional del sistema songbun se complicó recientemente por la creciente mercantilización de la República Popular Democrática de Corea y por la influencia del dinero, incluidas las divisas, en la capacidad de las personas para tener un mayor acceso a sus derechos económicos, sociales y culturales.",1
"2441","La Comisión recibió pruebas creíbles del uso de helicópteros Mi-8, helicópteros Mi-24 y aviones Antonov durante los ataques aéreos contra las aldeas.",1
"2442","Aplaudiendo la reciente admisión del Gobierno de Liberia como participante en el Sistema de Certificación del Proceso de Kimberley,",0
"2443","Tengo el honor de adjuntar un documento sobre la recapitulación de los trabajos del Consejo de Seguridad durante el año 2002, para la sesión que se celebrará el viernes 20 de diciembre de 2002 (véase el anexo).",0
"2444","Algunos Estados miembros reiteraron la necesidad de reforzar la coordinación entre las entidades antiterroristas de las Naciones Unidas.",0
"2445","36. En Gambia, grupos de la oposición protestaron contra las autoridades del Estado por la falta de rendición de cuentas por presuntos abusos contra los derechos humanos. El 4 de noviembre, el ex jefe del Estado Mayor de la Defensa, general Lang Tamba, y seis personas coacusadas presentaron un recurso ante el Tribunal Supremo contra su condena a muerte por conspiración y traición, dictada por el Tribunal Superior en julio de 2010 y confirmada por el Tribunal de Apelación en octubre de 2012.",1
"2446","Los cuantiosos rescates pagados a Al Qaeda y sus afiliados en los últimos años han convertido el secuestro en una de las principales tácticas de Al Qaeda.",1
"2447","Afirmando el apoyo al Enviado Personal del Secretario General para el Sáhara Occidental, el Embajador Christopher Ross, y a su labor de facilitación de las negociaciones entre las partes, acogiendo con satisfacción sus consultas en curso con las partes y los Estados vecinos, y esperando con interés su visita regional en un futuro próximo, incluido el Sáhara Occidental, de conformidad con el comunicado de la Reunión Informal sobre el Sáhara Occidental del 11 al 13 de marzo de 2012,",0
"2448","Consciente de la exigencia del pueblo libanés de que se identifique y se haga rendir cuentas a todos los responsables del atentado terrorista que costó la vida al ex primer ministro libanés Rafiq Hariri y a otras personas,",1
"2449","""El Consejo de Seguridad reafirma que los Estados miembros se abstendrán, en sus relaciones internacionales, de recurrir a la amenaza o al uso de la fuerza contra la integridad territorial o la independencia política de cualquier Estado, y también prestarán a las Naciones Unidas toda la ayuda posible en cualquier acción que emprenda de conformidad con la Carta de las Naciones Unidas, y se abstendrán de prestar ayuda a cualquier Estado contra el que las Naciones Unidas estén adoptando medidas preventivas o coercitivas"".",0
"2450","Los artículos eran de alto valor o de naturaleza inusual (""Artículos de valoración"").",0
"2451","Desempeñar funciones y servicios de carácter civil según lo dispuesto en la sección 33; y",0
"2452","""El Consejo de Seguridad recuerda que aún no se han ejecutado las órdenes de detención dictadas por la Corte Penal Internacional contra Joseph Kony, Okot Odhiambo y Dominic Ongwen, acusados, entre otras cosas, de crímenes de guerra y crímenes contra la humanidad, incluidos asesinatos, violaciones y el reclutamiento de niños mediante secuestros, y exhorta a todos los Estados a que cooperen con las autoridades ugandesas y con la Corte Penal Internacional para ejecutar dichas órdenes y llevar ante la justicia a los responsables de las atrocidades.",1
"2453","Este pago se ha efectuado a través de los Estados a sus nacionales que presentaron reclamaciones que la Comisión determinó indemnizables.",0
"2454","Las mujeres y los niños, especialmente las niñas, se han visto afectados por la violencia y los conflictos de reciente aparición asociados a la proliferación de milicias y grupos armados, en algunos casos vinculados al extremismo violento, mientras que muchos conflictos prolongados siguen sin resolverse.",1
"2455","El mandato actual expirará el 31 de diciembre de 2001.",0
"2456","La remodelación de las prisiones y centros de detención de Kosovo, que se encontraban en muy mal estado, también ha sido una de las principales prioridades del Departamento de Justicia de la UNMIK.",0
"2457","(f) prestarse mutuamente la máxima asistencia en el marco de investigaciones o procedimientos penales relativos a la financiación o al apoyo de actos terroristas, incluida la asistencia para la obtención de las pruebas necesarias para el procedimiento que obren en su poder;",0
"2458","Aumenta la frecuencia de los ataques, incluso con cohetes de artillería, y abundan los reclutas.",1
"2459","Seis hombres murieron y fueron enterrados en tumbas individuales.",1
"2460","Me sigue preocupando que la combinación de desconfianza entre las partes y la continua presencia de milicias pueda provocar tensiones y una posible inseguridad e inestabilidad en Líbano y más allá.",1
"2461","A desglosar por diferentes tipos de servicios.",0
"2462","15. En los casos en que el Ombudsman recomiende que el Comité considere la supresión de la lista, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución terminará con respecto a esa persona, grupo, empresa o entidad 60 días después de que el Comité concluya el examen de un informe amplio del Ombudsman, de conformidad con el presente anexo II, incluido el apartado h) del párrafo 7, a menos que el Comité decida por consenso antes del final de ese período de 60 días que el requisito siga en vigor con respecto a esa persona, grupo, empresa o entidad; a condición de que, en los casos en que no exista consenso, el Presidente, a petición de un miembro del Comité, someta la cuestión de si se debe suprimir de la lista a esa persona, grupo, empresa o entidad al Consejo de Seguridad para que éste adopte una decisión en un plazo de 60 días; y a condición además de que, en caso de que se presente dicha solicitud, el requisito de que los Estados adopten las medidas descritas en el apartado 1 de la presente resolución siga en vigor durante ese período con respecto a esa persona, grupo, empresa o entidad hasta que el Consejo de Seguridad decida la cuestión.",0
"2463","Esta lucha por el poder se manifiesta de diversas formas y tiene como objetivo apelar a las distintas fuerzas sociales de la sociedad civil y la opinión pública para conseguir más apoyo o influencia popular.",0
"2464","B. Actividades en la Sala de Apelaciones (anexo IV)",0
"2465","15. A lo largo del período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de las milicias continuaron cometiendo violaciones de los derechos humanos contra la población local en zonas en las que no estaban presentes la MONUC o las FARDC.",1
"2466","Hay información de que, dado que tenían un control general efectivo sobre el personal militar que luchaba para los grupos rebeldes, eran conscientes de algunos crímenes cometidos por dicho personal militar o, como mínimo, deberían haber sabido lo que estaba ocurriendo, pero no tomaron ninguna medida para impedir que se perpetraran las atrocidades.",1
"2467",":: Tratado de Derecho Procesal Internacional (1940)",0
"2468","22. De conformidad con el párrafo 11 de la resolución 1963 (2010), el Comité, con la asistencia de su Dirección Ejecutiva, celebró una reunión especial el 28 de septiembre de 2011 para conmemorar el décimo aniversario de la aprobación de la resolución 1373 (2001) y del establecimiento del Comité.",0
"2469","Aunque el terrorismo no se menciona específicamente como un fenómeno constante, no cabe duda de que es un área de preocupación, ya que muchos de los factores antes mencionados tienen el potencial de alimentar actos terroristas en la región.",1
"2470","En el marco institucional creado por la Unión Africana para luchar contra el terrorismo, se otorgó un papel importante a la Comisión y al Consejo de Paz y Seguridad en la coordinación de los esfuerzos emprendidos en todo el continente.",0
"2471","Apoyar la decisión de la República Democrática del Congo de trabajar para mejorar la transparencia de los ingresos en sus industrias extractivas,",0
"2472","47. Según los relatos recibidos de testigos presenciales, y tal como se indica en las declaraciones públicas del Director General de la Policía, las fuerzas de seguridad ya se encontraban desplegadas a primera hora de la mañana del 25 de marzo en varias zonas clave de Abiyán, a saber, Abobo, Adjamé, Yopougon, Anyama y Kumassi.",1
"2473","248. Muchos de los ataques terrestres y aéreos contra aldeas provocaron la muerte indiscriminada de civiles.",1
"2474","2. Oro y sus aleaciones, fundidos o en forma de monedas, barras o polvo.",0
"2475","El padre de familia declaró que, durante el intento de huida de su casa, se encontraron con seis hombres árabes que violaron a su hija de 25 años delante de él, su esposa y los niños pequeños.",1
"2476","Intento de exportación de sistemas portátiles de defensa antiaérea",0
"2477","Más recientemente, en julio de 2014, Boko Haram protagonizó una incursión transfronteriza en Camerún que condujo al secuestro de la esposa del viceprimer ministro, Amadou Ali, y a la muerte de otras tres personas.",1
"2478","La primera se refiere a la mejor forma en que el Comité puede garantizar que las sanciones promueven la paz y la estabilidad en Afganistán, y la segunda a las continuas impugnaciones judiciales de la aplicación de las medidas por parte de los Estados miembros.",1
"2479","254. La Comisión también descubrió que las fuerzas rebeldes han sido responsables de ataques, en la mayoría de los casos contra objetivos militares, la policía o las fuerzas de seguridad.",1
"2480","Mr. Rishchynski (Canada) (habla en francés): Quisiera comenzar dando las gracias al Sr. Ján Kubiš por su exposición de esta mañana. También doy las gracias al Embajador afgano Zahir Tanin por su declaración.",0
"2481","Pide [al Estado afectado que facilite] la ayuda internacional para la catástrofe humanitaria mediante una moratoria de todas las restricciones que puedan obstaculizar la prestación de ayuda humanitaria y el acceso a las poblaciones afectadas.",0
"2482","43. No proliferación (29 de marzo de 2006; 28 de junio de 2010).",0
"2483","107. A continuación se indican los porcentajes de las asignaciones anuales totales gastadas en el semestre julio de 2005-enero de 2006:",0
"2484","También podrían aplicarse otras disposiciones del Código Penal, como el armamento no autorizado (artículo 185) o el desarrollo, producción y posesión de medios de combate prohibidos (artículo 185a): Peligro público",1
"2485","DECLARACIÓN DEL PRESIDENTE DEL CONSEJO DE SEGURIDAD",0
"2486","Redadas, registros y detenciones sin orden judicial",1
"2487","94. A pesar de los recientes avances, las limitaciones logísticas, políticas y de seguridad harán que la desmovilización y reintegración prevista de 180.000 excombatientes para el final del período del Acuerdo General de Paz sea extremadamente difícil.",1
"2488","Desde su lanzamiento en enero de 2003, este sistema tiene como objetivo detener el comercio de diamantes conflictivos garantizando que todos los diamantes en bruto comercializados entre sus participantes (42 Estados y la Comunidad Europea) vayan acompañados de un certificado válido del Proceso de Kimberley.",1
"2489","56. La policía y las fuerzas de seguridad de la República Popular Democrática de Corea emplean sistemáticamente violencia y castigos que equivalen a graves violaciones de los derechos humanos con el fin de crear un clima de miedo que impida cualquier desafío al actual sistema de gobierno y a la ideología que lo sustenta.",1
"2490","Además, no hay indicios de que se vaya a disponer fácilmente de financiación extrapresupuestaria.",0
"2491","República Islámica de Irán: 9.821.393 USD;",0
"2492","344. Una de las testigos femeninas describió el terror del confinamiento en la zona designada por los captores para mujeres y niños en Kailek de la siguiente manera:",1
"2493","En la misma resolución, el Consejo también introdujo ciertas exenciones a las medidas selectivas. El 5 de diciembre de 2011, el Consejo de Seguridad adoptó la resolución 2023 (2011), ampliando las medidas restrictivas relativas a Eritrea en los ámbitos de los ""impuestos de la diáspora"", el sector minero eritreo y los servicios financieros.",0
"2494","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"2495","Uno de los agentes de la PNTL fue asesinado por un soldado unos 30 minutos después.",1
"2496","La acusación comenzó el 17 de enero y finalizó el 25 de febrero de 2011.",0
"2497","- Del 14 al 21 de julio, cinco convoyes interinstitucionales llegaron a Madamiyet Elsham y proporcionaron alimentos, artículos no alimentarios y suministros de higiene a 30.000 personas en total (20.000 dentro de Madamiyet y 10.000 en las zonas de la ciudad controladas por el Gobierno).",0
"2498","Algunos funcionarios del gobierno, así como miembros de las milicias, también han sido señalados como posibles responsables de empresas criminales conjuntas para cometer crímenes internacionales.",1
"2499","En junio de 2005, la terminal de frutas también se utilizó para descargar 22 vehículos de tipo militar procedentes de Bielorrusia (véase el estudio de caso dos).",1
"2500","En zonas de crisis y en situaciones de posconflicto, las soluciones a la circulación excesiva de armas ligeras deben centrarse -además de en medidas básicas de reducción y control- en medios de vida alternativos y sostenibles, teniendo en cuenta los factores de género y edad.",0
"2501","Trabajo de la Fiscalía Carga de trabajo",0
"2502","En términos de equipamiento médico, las observaciones de la Unidad revelaron una escasez persistente de incubadoras infantiles, máquinas de diálisis, equipos de ultrasonidos y rayos X, electrocardiógrafos, equipamiento general de laboratorio y monitores de pacientes.",0
"2503","En primer lugar, había más de un millón de desplazados internos dentro de Darfur (1,65 millones según Naciones Unidas) y más de 200.000 refugiados de Darfur en el vecino Chad, al este de Sudán.",1
"2504","Directrices de aplicación sobre la lucha contra el blanqueo de capitales y la financiación del terrorismo",1
"2505","Todas las casas del pueblo fueron quemadas. Los cuerpos de las víctimas fueron enterrados en fosas comunes cerca del pueblo.",1
"2506","16. Las filiales de Al-Qaeda Tehrik-e Taliban Pakistan (TTP) (QE.T.132.11), Lashkar-e-Tayyiba y Harakat ul-Mujahidin (QE.H.8.01) siguen desempeñando un papel importante en la insurgencia en Afganistán.",1
"2507","La Sala de Primera Instancia también insistió en que lo que exigían las normas internacionales sobre genocidio era que el grupo objetivo fuera un grupo estable y permanente, constituido de forma permanente y cuya pertenencia estuviera determinada por el nacimiento y fuera identificable como tal (párrs. 511 y 702).",0
"2508","20. Desde mi informe (véase S/2007/619, párr. 25), el Real Ejército de Marruecos ha seguido denunciando un gran número de presuntas violaciones del acuerdo militar núm. 1 por parte del Frente Polisario en relación con la presencia de personas y vehículos en la franja de protección.",0
"2509","Exige a los grupos armados rebeldes el cese inmediato de la violencia y pide a todas las partes que reanuden el diálogo en el marco del acuerdo de Sirte de 25 de octubre de 2007.",1
"2510","La congelación de activos puede constreñir a los financiadores del terrorismo, limitando su acceso al sistema bancario formal y sus posibilidades de asociarse con entidades comerciales legítimas.",1
"2511","Además, debido a la alta incidencia de matrimonios mixtos, apenas pueden distinguirse en su aspecto físico exterior de los miembros de las tribus que supuestamente les atacaron.",1
"2512","En muchos casos, las milicias que atacan pueblos ""africanos"" suelen utilizar epítetos despectivos, como ""esclavos"", ""negros"", nuba o zurga, que podrían implicar una percepción de las víctimas como miembros de un grupo distinto.",1
"2513","(d) en los subapartados (a), (b) y (c)-.",0
"2514","En Darfur septentrional, donde se registra la cifra más baja de los tres estados de Darfur, se calcula que hay 685.200 personas afectadas por el conflicto, de las cuales 403.000 son desplazados internos.",1
"2515","La Comisión recibió pruebas de que los líderes de este campo han secuestrado a civiles y los han retenido dentro del campo, donde fueron torturados y utilizados como mano de obra.",1
"2516","La misión fue testigo de una espiral creciente de violencia, en medio de la cual las fuerzas de mantenimiento de la paz fueron blanco directo de los extremistas.",1
"2517","Reconociendo la necesidad de que los dirigentes civiles y militares, en consonancia con el principio de responsabilidad de mando, demuestren compromiso y voluntad política para prevenir la violencia sexual y luchar contra la impunidad y exigir responsabilidades, y que la inacción puede transmitir el mensaje de que se tolera la incidencia de la violencia sexual en los conflictos.",0
"2518","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"2519","Los representantes de los serbios de Kosovo no participaron en ninguna de las dos reuniones del Consejo de Transferencia.",0
"2520","Una gobernanza democrática eficaz y sostenible es un objetivo que debe perseguirse con gran determinación e incluso con carácter de urgencia en todas partes, y Haití no es una excepción.",0
"2521","47. Insta encarecidamente a los Estados miembros a que faciliten toda la información pertinente al Defensor del Pueblo, incluida cualquier información confidencial pertinente, cuando proceda, alienta a los Estados miembros a que faciliten la información pertinente de manera oportuna, acoge con satisfacción los acuerdos nacionales celebrados por los Estados miembros con la Oficina del Defensor del Pueblo para facilitar el intercambio de información confidencial, alienta a los Estados miembros a que sigan cooperando a este respecto, incluso mediante la celebración de acuerdos con la Oficina del Defensor del Pueblo para el intercambio de dicha información, y confirma que el Defensor del Pueblo debe respetar las restricciones de confidencialidad que impongan a dicha información los Estados miembros que la faciliten;",0
"2522","(Resolución 418 de la Cumbre, 20ª sesión ordinaria - 30 de marzo de 2008)",0
"2523","Presidencia Presidente: Diputado Luc-Apollinaire Dondon Konamabaye",0
"2524","96. Jamal Mubarak Muwanas Al-Muwanas",0
"2525","Que tendrá lugar el miércoles 4 de febrero de 2004, a las 11.15 horas.",0
"2526","De ellos, 363 murieron a manos de las fuerzas del régimen, entre ellos 82 niños y 48 mujeres, y 17 fueron asesinados por el ISIS.",1
"2527","7. Señala que dichos medios de financiación o apoyo incluyen, entre otros, la utilización del producto del delito, incluidos el cultivo, la producción y el tráfico ilícitos de estupefacientes y sus precursores;",1
"2528","26. En varias declaraciones públicas realizadas en los últimos seis meses, los dirigentes de Hezbolá han afirmado que han reforzado sus capacidades militares y que intentarán seguir haciéndolo, desafiando flagrantemente la resolución 1559 (2004).",1
"2529","Expresa su profunda simpatía y sus condolencias a las víctimas de este atroz acto de terrorismo y a sus familias, así como al pueblo y al Gobierno de Pakistán.",1
"2530","En cuanto al asesinato de militares detenidos por los rebeldes, la Comisión ha recibido informes, especialmente del Gobierno, sobre ejecuciones de soldados detenidos llevadas a cabo por los rebeldes.",1
"2531","Si se logra colmar esta importante laguna en la alerta temprana contra la langosta del desierto, se podrán prever mejor las infestaciones y mitigarlas a tiempo.",0
"2532","Bin Laden necesita proporcionar un equilibrio a las acciones de Zarqawi y demostrar que sigue teniendo un alcance mundial organizando atentados espectaculares en otros lugares, lo que le permitiría recuperar la senda estratégica que se marcó antes de la pérdida de su base afgana en 2001.",1
"2533","También se ha restringido la libertad de circulación.",1
"2534","Tres días después, los Jaleele compraron 25 fusiles de asalto AK-47, 2 cañones antiaéreos, 6 ametralladoras PKM, 4 RPG-2 y munición.",1
"2535","El último informe del Secretario General sobre las resoluciones 1559 (2004) y 1701 (2006) expresaba claramente la importancia del desarme de Hezbolá y de poner fin al contrabando de armas a través de la frontera sirio-libanesa.",0
"2536","La concentración terminó con el lanzamiento por parte de la oposición de una campaña de desobediencia civil para impedir la aprobación del proyecto de ley. El 30 de octubre, los manifestantes rompieron las líneas policiales y saquearon el edificio de la Asamblea Nacional.",1
"2537","La Comisión también ha establecido que las fuerzas armadas gubernamentales, el aparato de seguridad del Estado y la inteligencia militar son responsables de confinamiento y detención ilegales de civiles.",0
"2538","Sin embargo, sigue habiendo niños vinculados al ejército maoísta y no se ha avanzado en la consecución de su liberación oficial; sigue habiendo niños muertos y heridos en manifestaciones políticas y por artefactos explosivos abandonados durante el conflicto.",1
"2539","Exhortando a los Estados a que garanticen, de conformidad con el derecho internacional, en particular el derecho internacional de los derechos humanos y el derecho internacional de los refugiados, que los autores, organizadores o facilitadores de actos terroristas, incluidos los combatientes terroristas extranjeros, no abusen del estatuto de refugiado,",0
"2540","24. Los problemas de orden público siguen contribuyendo a la frágil situación de seguridad en algunas zonas de Katanga en las que el Gobierno de Transición no ha establecido mecanismos de seguridad eficaces para la protección de los civiles.",1
"2541","Cuadro recapitulativo para el Ministerio de Información",0
"2542","El Comité reconoce que la no presentación de informes podría ser un signo de ""fatiga informativa"" general causada por el número de informes que los Estados miembros han tenido que presentar al Comité, al Comité contra el Terrorismo, al Comité establecido en virtud de la resolución 1540 (2004) y a otros órganos de las Naciones Unidas.",0
"2543","regular los sistemas alternativos de envío de remesas, incluidos los sistemas del tipo conocido como hawala, o similares a ellos.",0
"2544","El componente militar sigue prestando servicio en condiciones extremadamente difíciles en el norte.",1
"2545","Informes inquietantes indican que el ejército maoísta o las organizaciones del PCN-Maoísta han vuelto a reclutar por la fuerza a un número limitado de niños liberados informalmente de los acantonamientos. Durante el período que abarca el informe, se documentaron 12 casos.",1
"2546","De conformidad con el entendimiento alcanzado en las consultas previas del Consejo, el Presidente, con el consentimiento del Consejo y con arreglo al artículo 39 de su reglamento provisional, cursó una invitación al Sr. Jean-Marie Guéhenno, Secretario General Adjunto de Operaciones de Mantenimiento de la Paz.",0
"2547","Aparte de enfrentamientos esporádicos entre manifestantes y la policía, no se registraron actos de violencia.",1
"2548","Se ha realizado un ajuste en los gastos de los equipos suministrados para tener en cuenta su valor residual.",0
"2549","13. Los Comisionados decidieron que para recomendar ""medidas que garanticen la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debe ser la principal vía de rendición de cuentas por estos presuntos crímenes y violaciones"", tendrían que hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.",0
"2550","c) destruya o cause daños importantes a instalaciones públicas, sistemas de transporte o telecomunicaciones, incluidos los sistemas de información, plataformas fijas en la plataforma continental, instalaciones de suministro eléctrico, instalaciones de suministro de agua, instalaciones médicas o cualquier otra instalación importante, lugares públicos o bienes con el fin de poner en peligro vidas humanas, la seguridad de una instalación, sistema o lugar, o de exponer los bienes al riesgo de sufrir daños importantes,",1
"2551","El Consejo de Seguridad acoge con satisfacción la intención del Secretario General de visitar la región del Sahel, a finales de este año, junto con el Presidente del Grupo del Banco Mundial, y espera con interés la presentación de un informe al Consejo de Seguridad tras esta visita.",0
"2552","Nuestro país ha ratificado los nueve instrumentos internacionales siguientes:",0
"2553","1. El 26 de julio de 2005, el Consejo de Seguridad adoptó la resolución 1612 (2005), sobre los niños y los conflictos armados.",0
"2554","Pido a las autoridades libanesas que desplieguen todos sus esfuerzos para detener a los responsables de este intento de asesinato y llevarlos ante la justicia.",0
"2555","""Armas de destrucción masiva y no proliferación como mejor práctica empresarial"", seguido de un ejercicio",1
"2556","KPC alega que un buque, el Sea Music II, se encontraba en los muelles de la refinería de Shuaiba el 2 de agosto de 1990 y estaba parcialmente cargado con un cargamento de azufre.",0
"2557","En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992) relativa a Somalia, y de conformidad con el apartado i) del párrafo 3 de la resolución 1587 (2005) del Consejo de Seguridad, tengo el honor de transmitir adjunto el informe del Grupo de Supervisión para Somalia (véase el apéndice).",0
"2558","6. A partir del 12 de abril de 2012:",0
"2559","""El Consejo de Seguridad condena en los términos más enérgicos el atentado terrorista suicida ocurrido en Issers (Argelia) el 19 de agosto de 2008, que causó numerosos muertos y heridos en una academia de formación de la gendarmería. Expresa su profundo pesar y sus condolencias a las víctimas de este atroz acto de terrorismo y a sus familias, así como al pueblo y al Gobierno de Argelia.",1
"2560","Una operación similar llevada a cabo en Pristina el 18 de noviembre se saldó con la detención de seis personas.",1
"2561","(i) Facilitar la investigación en aquellos ámbitos de las tres resoluciones que requieran un examen más detenido, incluido el análisis de las tendencias y metodologías relacionadas con el terrorismo en entornos mundiales y regionales y el análisis de las medidas antiterroristas;",0
"2562","Los atacantes vestían el mismo uniforme caqui que los soldados del Gobierno y estaban armados con Kalashnikovs G-3 y granadas propulsadas por cohetes (RPG).",1
"2563","89. Las fuerzas de seguridad nacional son fuerzas regulares cuya misión es supervisar la seguridad interna y externa del Sudán, vigilar los acontecimientos relevantes, analizar la importancia y los peligros de los mismos y recomendar medidas de protección.",1
"2564","Las limitadas estadísticas disponibles apuntan a lo que el Banco describe como un ""impactante perfil de los indicadores sociales"".",0
"2565","El motivo fue el tenso ambiente político que se respiraba en ese momento: había mucha desconfianza hacia el poder judicial libanés y se criticaba la forma en que se estaba llevando a cabo la investigación.",1
"2566","País u Organización Internacional País u Organización Internacional",0
"2567","Se denunciaron nuevos secuestros de mujeres en los alrededores de El Geneina, Darfur Occidental.",1
"2568","La desnutrición crónica en los campos de refugiados es un grave problema sanitario y ACNUR y el PMA se proponen adoptar medidas correctoras, entre ellas la alimentación suplementaria de los grupos vulnerables.",0
"2569","(c) Maltrato de prisioneros de guerra eritreos;",1
"2570","Volframio y aleaciones con un contenido de volframio igual o superior al 97% en peso;",0
"2571","Además de la posibilidad de ser considerados responsables, en virtud de la doctrina de la empresa criminal conjunta, de los crímenes cometidos por otros durante los ataques, se sospecha que esas personas llevaron a cabo ataques indiscriminados contra civiles, un crimen de guerra.",1
"2572","5. Majbal Nury Zahir - que tenía identificación",0
"2573","13. Decide seguir ocupándose del asunto.",0
"2574",":: 12 de julio de 2005, el ministro de Defensa Elias Murr resulta herido y otras dos personas mueren en un atentado con coche bomba en Beirut.",1
"2575","En este contexto, el Consejo de Seguridad espera con interés la cumbre de la ICGLR, prevista para el 31 de julio en Nairobi, para seguir examinando la evolución de la situación en la región, incluidos los avances en la aplicación del Marco del CPS.",0
"2576","De los 57 civiles muertos, 5 eran niños (2 muertos bajo tortura) y 51 eran combatientes rebeldes.",1
"2577","En muchos casos, los ataques duraron varias horas.",1
"2578","En un comentario ampliamente difundido dirigido a los ciudadanos de Kulbus, una ciudad que los rebeldes no habían logrado invadir en diciembre de 2003, el Presidente dijo: ""Nuestra prioridad a partir de ahora es eliminar la rebelión, y cualquier elemento fuera de la ley es nuestro objetivo ... Utilizaremos al ejército, la policía, los muyahidines y los jinetes para acabar con la rebelión"". El Ministro de Justicia declaró a la delegación ad hoc de la Comisión de Desarrollo y Cooperación del Parlamento Europeo durante su visita en febrero de 2004 que ""el Gobierno entabló una especie de relación con los Janjaweed.",1
"2579","Se celebrará el miércoles 29 de septiembre de 2010, a las 10.00 horas.",0
"2580","Los nuevos reglamentos que se están elaborando de conformidad con la Posición Común prohibirán la adquisición a la República Islámica del Irán de los artículos y tecnologías enumerados en su anexo I (que incluirá los artículos y tecnologías mencionados en este párrafo de la resolución), sean o no originarios de la República Islámica del Irán.",0
"2581","o El 29 de noviembre de 2014, aviones de guerra del régimen lanzaron 2 bombas de barril contra la escuela Wahid al-Yousef, en la localidad de Kafr Sajna, Idlib, destruyéndola por completo. Lugares de culto",1
"2582","Separaron a la víctima del grupo, le vendaron los ojos, la tiraron al suelo de espaldas y la violaron.",1
"2583","[R]equiere al Secretario General que incluya también en los anexos de sus informes sobre los niños y los conflictos armados a las partes en conflictos armados que, en contravención del derecho internacional aplicable, practiquen el asesinato y la mutilación de niños y/o la violación y otros actos de violencia sexual contra los niños, en situaciones de conflicto armado, teniendo presentes todas las demás violaciones y abusos cometidos contra los niños, y señala que el presente párrafo se aplicará a las situaciones que se ajusten a las condiciones establecidas en el párrafo 16 de su resolución 1379 (2001);",1
"2584","Los infructuosos intentos de Aiman Muhammad Rabi al-Zawahiri de mediar en los conflictos internos entre Al-Qaeda y Jabhat al-Nusra (filial de Al-Qaeda en Irak), así como las persistentes luchas internas en el seno de Al-Shabaab, ponen de manifiesto los límites de la autoridad de Al-Zawahiri.",1
"2585","MOJ retiró mediante presentación suplementaria una parte de esta reclamación por valor de 12.000 US$ (relativa a los vales).",0
"2586","El Equipo observa que el Consejo de Seguridad, en el párrafo 5 de la resolución 1526 (2004), instó a todos los Estados a que establecieran requisitos y procedimientos internos de presentación de informes sobre el movimiento transfronterizo de divisas sobre la base de los umbrales aplicables.",0
"2587","(a) Asesinatos intencionados, palizas, secuestros, desapariciones, trabajos forzados y reclutamiento de civiles etíopes;",1
"2588","Otros grupos incluidos en la lista, como Lashkar-e-Tayyiba (LeT) (QE.L.118.05), entrenan y reclutan a sus propios operativos en zonas bajo control de los talibanes paquistaníes.",1
"2589","Varios detenidos bajo custodia de las autoridades marroquíes iniciaron una huelga de hambre desde principios de agosto hasta el 29 de septiembre.",1
"2590","Mientras que a principios de 2003 muy pocos países africanos habían ratificado al menos 4 de los 12 instrumentos jurídicos internacionales existentes entonces contra el terrorismo, ahora la mayoría de los países han ratificado la mayoría.",1
"2591","Los Estados de la Unidad y de los Lagos siguen bajo gobernadores interinos.",0
"2592","En cada situación, se están restringiendo los derechos fundamentales -a la propiedad y a la circulación- y es muy posible que ello se deba a la continuación indebida de las medidas sancionadoras del Consejo.",1
"2593","Estas dos cuestiones pendientes estarán sujetas a las nuevas disposiciones sobre cuestiones pendientes que el Comité incluyó en sus directrices de conformidad con el párrafo 41 de la resolución 1904 (2009).",0
"2594","Debe mantener su independencia y objetividad para infundir confianza en el proceso electoral.",0
"2595","Pide al Secretario General que siga prestando asistencia al Gobierno [del país afectado] en el desarrollo de las instituciones de seguridad de transición, incluida la fuerza de policía [nacional] y la fuerza de seguridad nacional, y que siga apoyando al Gobierno [del país afectado] en la elaboración de una estrategia de seguridad nacional, que refleje el respeto del Estado de derecho y la protección de los derechos humanos, incluidos planes de desarme, desmovilización y reintegración (DDR), la capacidad judicial y penitenciaria, así como el marco jurídico y político para el funcionamiento de sus fuerzas de seguridad, incluidos los mecanismos de gobernanza, investigación de antecedentes y supervisión.",0
