"","es_en_GOOGLE","MatConf"
"2551","In the opinion of the Secretary General, the aforementioned credentials are in order.",0
"2552","Some of them are suspected of committing various crimes simultaneously.",1
"2553","Increased costs: rerouting costs (Asseman Air flights)",0
"2554","Which will be held on Friday, January 14, 2011 at 10:00 a.m.",0
"2555","However, it can well be said that its creation is to process cases &quot;by summary means&quot; and not expedited, particularly in light of the fact that, reportedly, the hearing in a case for a capital crime can be substantiated in no more than one hour.",1
"2556","m) Study and report to the Committee on changes in the nature of the threat posed by Al-Qaida and the Taliban and the most effective measures to address it, including engaging in dialogue with relevant academic institutions and specialists, in consultation with the Committee;",0
"2557","In Lerneb (Timbuktu region) the MMA (Platforma) warned at several public meetings in September that it would punish members of the local population who provided information to MINUSMA and French forces. On September 23, the body of a decapitated man was found in the Zouera area, 80 km north of Timbuktu. He was one of the five men that Al-Qaida in the Islamic Maghreb had kidnapped on September 16 for collaborating with international forces and who have been missing since then.",1
"2558",":: Restrictions or regulations, if applicable, on the movement of precious objects, such as gold, diamonds and other related items;",0
"2559","Most of the roads are dirt or sand, unpaved, and become impassable during that season, leaving large portions of territory isolated for a long time.",0
"2560","With the intensification of combat, the F-FDTL reinforced their positions in the hills by sending a navy ship to Tibar Bay.",1
"2561","Documentation of best practices on thematic issues and functional areas; carrying out theoretical studies and courses on recommended practices; establishment of an electronic learning and information exchange network among gender advisors.",0
"2562","The Council reiterates the importance of addressing the needs of women in peacebuilding and ensuring their participation in the development and implementation of post-conflict strategies.",0
"2563","It provided detailed information on rape and abuse against children in Yemen.",1
"2564","Although pressure has continued to be exerted on the leaders of both groups, the situation in Iraq and other conflict zones has kept terrorism at the forefront of international news, with no decrease in the number of new ones recorded. members.",1
"2565","However, the effectiveness of controls could be greatly improved by increasing police patrols and acquiring detection equipment, especially given the vulnerability of the subregion&#39;s borders.",1
"2566","The Commission also found that rebel groups had carried out attacks, in almost all cases against army, police or security force targets.",1
"2567","On several occasions, I have expressed my firm conviction that the best way to achieve the disarmament of Hizbullah and other militias is through a political process led by the Lebanese themselves, leading to the ultimate goal of ending the existence of weapons or armed forces in Lebanon other than those of the Lebanese State.",0
"2568","This has undermined international efforts to facilitate the restoration of peace in Afghanistan.",1
"2569","The prisoners were transferred on the basis of credible information that an attempt could be made to release them from Bukavu prison.",1
"2570","Bearing in mind the special character of resolution 1373 (2001), the continuing threats to international peace and security posed by terrorism, the important role that the United Nations and the Security Council must continue to play in the global fight against terrorism and the need to strengthen the Committee as a subsidiary body of the Security Council in this area, and without setting precedents for other bodies of the Security Council,",0
"2571","These fears were confirmed after a FARDC operation in late September.",0
"2572","The conversation lasted 5 to 10 minutes, during which the shooting continued.",1
"2573","Improvised weapon systems: can be constructed from various components to commit terrorist acts.",1
"2574","The Commission also recommends that measures to break the cycle of impunity include the exercise of universal jurisdiction by other States, as indicated in this report.",0
"2575","14. Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions in her mission to Sudan (E/CN.4/2005/7/Add.2)",1
"2576","One of those arrested was the driver and bodyguard of Majed Hamdan, the brother of Mustapha Hamdan, who runs a company that apparently handles security at the St. Hotel.",1
"2577","2. The situation between Eritrea and Ethiopia",0
"2578","In Indonesia, Jemaah Islamiyah appears to have stopped using large vehicle-borne improvised devices and commercial or improvised explosive compounds (potassium chlorate, sulfur and aluminum powder combined with an initiating charge, such as TNT), such as those used in the first Bali attack in October 2002, and now prefers a more selective method, with smaller bombs carried by people to the target area, as happened in the second Bali attack in October 2005.",1
"2579","Pardon or commutation of sentence",0
"2580","A senior Al-Itihaad leader in charge of training camps purchased AK-47 assault rifles, PKM machine guns, RPG-7 rocket launchers, F1 hand grenades, grenade launchers, 60 and 82 millimeter mortar ammunition on the weapons market. Irtogte between November 7 and 21, 2004. The same individual purchased 2 PKM machine guns, 10 SG-43 medium machine guns, 120 Tokarev TT-33 pistols and 60 magazines for AK-47 assault rifles on November 27, 2004, as well as 16 PKM machine guns and ammunition for RPG-7 rocket launchers on 15 January 2005 (S/2005/153, annex II).",1
"2581","In Algeria, the organization Al-Qaida in the Islamic Maghreb (QE.T.14.01) continues to constitute an active and dangerous threat, not only to Algeria but also to the countries of the Sahel, in particular Mauritania and, more recently, Mali.",1
"2582","There is overwhelming evidence that most of these killings were neither provoked nor necessary to contain the protesters.",1
"2583","Even so, in Port-au-Prince, the sharp increase in violence and crime, including kidnappings, generated serious concern among the population during May and June.",1
"2584","III. Application of the provisions of paragraph 9",0
"2585","Approved by the National Congress through Legislative Resolution No. 26798 of May 16, 1997 and finally ratified on July 1, 1997",0
"2586","The Commission found that, while all parties involved in the conflict have committed crimes against civilians, the Government of the Sudan and the Janjaweed are responsible for an overwhelming majority of civilian killings during the Darfur conflict.",0
"2587","In other cases, the Council&#39;s special political missions have played an important role in helping States reduce the strategic space provided to terrorist groups through their involvement in cross-border crime.",0
"2588","These armed groups are involved in criminal activities, particularly in the illicit exploitation of natural resources, the trafficking of weapons and ammunition, smuggling, and the illegal collection of taxes.",1
"2589","Numerous resources and databases that are accessible through the Internet offer simple and quick checks of telephone numbers and addresses of entities that may be suspected of forming fictitious companies.",0
"2590","It states that this documentation was transported from the project site in Al-Kazak to Baghdad, which is a distance of about 400 km.",0
"2591","Australia, Denmark, France, Norway, New Zealand, the Netherlands, the United Kingdom and the United States have dependent or overseas regions and territories, each with a different level of autonomy and different ability to establish their own regulatory framework in matters of combating terrorism.",0
"2592","This amendment, which is in line with Article 5 of the Council of Europe Convention on the Prevention of Terrorism, would carry a sentence of 30 years in prison for the perpetrators.",1
"2593","The village of Nurei, near the town of Mornei in Western Darfur, was attacked by Janjaweed and government forces in December 2003.",1
"2594","Furthermore, in principle, the establishment of a hierarchical relationship between the Office of the Ombudsman and the Secretariat on substantive matters represents a direct and significant interference with the independence of the Office, in theory and in practice.",0
"2595","Cases of money laundering and terrorist financing have been detected in which these new payment methods have been used. However, States have difficulty enacting laws and regulatory systems that are consistent with the characteristics of these payment methods, which are evolving at an increasingly rapid pace.",1
"2596","If Afghanistan becomes less attractive in terms of the number of targets for militant groups, they may reorient their efforts towards their own countries of origin or towards other countries.",1
"2597","It seems clear that listed terrorists still manage to raise and receive funds from sympathizers outside their inner circle.",1
"2598","Martín Pérez was also the organizer of another attack, aborted during the CARIFORUM Summit, in the Dominican Republic, in August 1998.",0
"2599","After initial hesitation, the party chose to resolve this challenge legally and in accordance with its own party constitution by holding new elections for its party delegates.",0
"2600","All UNMIK components are now better staffed.",0
"2601","C. Verification and analysis 91 - 95 30",0
"2602","These new responsibilities would have consequences for resources.",0
"2603","Given the large transfers of workers&#39; remittances to the subregion and the widespread use in the region of resorting to informal non-bank transfer mechanisms, it is of priority importance that measures be adopted to regulate alternative systems for sending remittances and prevent the use of non-profit organizations for these purposes.",0
"2604","Al-Qaida and its affiliated entities, as well as their financiers, continue to use official and informal financial systems to transfer funds from one country to another to finance their activities.",1
"2605","The group spent approximately three and a quarter hours on their tasks.",0
"2606","The region&#39;s natural resources, cross-border crime and the availability of small arms due to past armed conflicts leave the subregion potentially exposed to money launderers, international criminals, drug traffickers and terrorist groups.",1
"2607","Fourth, piracy off the coast of Somalia is an international problem, requiring our collective efforts and contribution.",0
"2608",":: September 19, 2005: One person is killed and two injured in a small explosion at the Kuwaiti information office in Beirut.",1
"2609","The use of lethal force in these situations must respect the principles of distinction and proportionality, and those responsible for its violation must be held accountable.",1
"2610",":: Another very important aspect of monitoring is reparation to victims of violations.",1
"2611","7) Resolution No.91/97 of the Central Bank of Cuba;",0
"2612","11. Urges all Member States, in particular the Sahel and Maghreb States, to coordinate their efforts to prevent the serious threat posed to international and regional security by terrorist groups crossing borders and seeking refuge in the region Sahel, improve cooperation and coordination to develop inclusive and effective strategies to combat the activities of terrorist groups in a comprehensive and integrated manner, prevent the expansion of these groups and limit the proliferation of all weapons and transnational organized crime ;",0
"2613","Uganda reiterates its commitment to the Lusaka Peace Agreement and subsequent agreements as the two aspects of the conflict, namely the internal issue and the security concerns of the neighbours, are appropriately addressed within the framework of the Agreement.",0
"2614","In a presidential statement (S/PRST/2004/15) adopted on 14 May, the Council expressed its deep concern about reports of an incursion into the Democratic Republic of the Congo by elements of the Rwandan army and reports of the intensification of the military activities of the Democratic Forces for the Liberation of Rwanda in the east of the Democratic Republic of the Congo and the incursions carried out by these forces into the territory of Rwanda.",1
"2615","c) Proceeds of Crime Act (Cap. 143)",0
"2616","At the same time, the Secretariat continues to explore all options to increase and strengthen the current operational capacity of the Mission in the difficult environment of northern Mali.",0
"2617","The implementation of resolution 1373 (2001) in Central Asia is hindered by several factors, namely: the proximity of the conflict in Afghanistan (where drug production fuels terrorist activities and has generated an intense exchange of drugs for weapons ); illicit cross-border courier money transfer activities (a potential source of terrorist financing); the circulation of surplus weapons (due to political and civil unrest in the region); the existence of remote or poorly protected borders, together with the lack of human and material resources to ensure effective border control, and a high number of migrant workers (which in turn increases the use of informal remittance systems, a source terrorist financing potential).",1
"2618","In addition, the group assigned to Western Darfur visited refugee camps in Chad and the group assigned to Southern Darfur visited the National Security Detention Center in Nyala.",0
"2619","Reduced business activity (Iran): lost profits (ground handling revenue - Bushehr Airport)",0
"2620","Some people had been detained for more than 11 months without being charged, without having access to a lawyer or without being able to communicate with their family.",1
"2621","Taking into account the return of terrorist groups, he considered that MINUSMA should have all the necessary equipment to fulfill its mandate and protect the population of the north.",0
"2622","Soldiers injured in that battle were taken to Baram for medical attention.",1
"2623","The Council condemns any unilateral action that aims to create situations on the ground that undermine the results of the negotiations.",0
"2624","Since the fall of the Siad Barre regime in 1991, Somalia has lacked a functioning central government.",0
"2625","Authorship or co-authorship of international crimes",1
"2626","Notes that the human rights due diligence policy has been developed, encourages the [Mission] to fully implement it, and requests the Secretary-General to include in his reports the progress made in the implementation of this policy;",0
"2627","48. The situation in Chad, the Central African Republic and the subregion (August 27, 2007; December 20, 2010).",0
"2628","Address: PO Box 16785-195, Tehran, Iran",0
"2629","29. The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; 49; 26, 32, 37, 41, 48, 51 and 52; 14, 15 and 29; S/2001/15/Add.4, 8, 16, 38, 42, 46 and 51; , 32, 41, 49 and 50).",0
"2630","The group looted premises and allegedly kidnapped some 44 residents, two of whom died from gunshots.",1
"2631","a) Payment of incentives to staff (3,562,429 riyals);",0
"2632","Although the threat from illegal militias in the west will remain low compared to most of Afghanistan, these forces will continue to represent the second most important risk to regional security, after threats related to drugs and delinquency.",1
"2633","The forensic team arrived in Pristina on January 21.",0
"2634","In late 2007, the Jowhar regional administration (Middle Shabelle) began a small-scale demobilization process.",0
"2635","The Security Council reiterates its strongest condemnation of cases of desecration, damage and destruction of sacred places and places of historical and cultural importance, especially, but not exclusively, those declared World Heritage by UNESCO, including those in the city of Timbuktu .",0
"2636","In central regions, unresolved conflicts also continue to affect livelihoods and delay recovery.",1
"2637","The maintenance period normally begins when the contractor receives the work and begins to exploit or use it.",0
"2638","South Oil Company - 100 million dollars",0
"2639","One of those detainees was a 15-year-old boy arrested in Nyala, Northern Darfur, in November 2004 while returning home from work.",1
"2640","Only two States have criminalized the financing of terrorism, and two others have adopted some legal provisions on the matter.",0
"2641","a) Ensure the widest possible dissemination of information relating to international humanitarian law, human rights law and refugee law;",0
"2642","In the month of February, more than 20 armed robberies were reported on the roads along the Guiglo-DuÃ©kouÃ© axis, while 10 armed attacks were reported in Bangolo. On 23 March 2008, an Ivorian defense and security forces soldier was killed in DuÃ©kouÃ© by unidentified armed bandits.",1
"2643","1.2 In order to give effect to paragraph 2 (a) to (g) of resolution 1373 (2001), the Government of South Africa is considering the adoption of the following new legislation.",0
"2644","64. Complaint by Cuba (September 17, 1973; September 18, 1973).",0
"2645","The Committee seeks to ensure that the List is dynamic and adjusts to the evolving danger posed by Al-Qaida.",0
"2646","II. EVENTS OCCURRED DURING THE PERIOD",0
"2647","Many of the ground and air attacks on villages resulted in the indiscriminate killing of civilians.",1
"2648","Table 3 provides a summary of the decisions and recommendations made by the Panel with respect to all claims included in this report.",0
"2649",":: On November 7, 2014, regime forces launched an explosive cylinder at Walid Hospital in the Al Waer neighborhood of Homs, causing extensive damage to the hospital.",1
"2650","Goulia also transferred funds to Bobby Sarpee via Western Union, through his brother in Abidjan, Jean-Noel Adonis Tikouaï.",0
"2651","As noted above, there is reliable and repeated information indicating that raids increased significantly on the night of March 23 and, to an even greater extent, on subsequent nights.",1
"2652","Although currently only law enforcement agencies have access to the lost or stolen travel document database, its value is increasing as more countries submit information.",0
"2653","2. Other documents (if they exist) that prove the origin of the gold that is intended to be removed;",0
"2654",":: Salah Suliman Ayyash, a 33-year-old driver for the Al-Ihya medical organization in Rural Damascus, was killed by regime forces while trying to enter Zibdeen on November 27, 2014.",1
"2655","1255. Fourth, SerVaas provided evidence, in the form of a sworn statement from a high-ranking employee, that in 1992 it had learned that the plant was operating.",0
"2656","Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur (S/2013/22)&quot;.",0
"2657","The two years of conflict had sharpened political differences and aggravated the already precarious socioeconomic conditions of the majority of the population.",1
"2658","Taking into account that smugglers make profits above 100%, these smuggling networks have a great interest in prolonging the conflict.",1
"2659","However, tensions between communities remain high in some regions, and several attacks have occurred.",1
"2660","While there has not yet been enough time for a detailed examination of the implications of these Council actions, I would like to highlight a few policy issues arising from this practice.",0
"2661","These figures do not take into account the likely involvement of listed groups or individuals in attacks claimed by non-listed groups, such as Tehrik-e-Taliban in Pakistan or Al-Shabaab in Somalia.",1
"2662","At least 90 countries have been affected by such devices, and Al-Qaida-affiliated entities exchange information and advice on how best to build and use them.",1
"2663","I have also noted the recent increase in the presence and involvement of the Lebanese armed forces in areas where Palestinian armed groups are present.",1
"2664","Furniture, accessories, office equipment and supplies: US$180,303",0
"2665","Despite recent progress, logistical, political and security constraints will make the planned demobilization and reintegration of 180,000 ex-combatants by the end of the Comprehensive Peace Agreement period extremely difficult.",1
"2666","By the deadline of this report, 39.6% of the effluent had already been destroyed.",0
"2667","If one of them tries to leave the besieged area of Eastern Ghouta, he is directly shot down by Syrian regime snipers, resulting in dozens of civilian casualties every month.",1
"2668","It is clear from article 33 that an agent of the security services may, under the protection of the law, torture a suspect, even to the point of causing death, if he does so in the exercise of his duties.",1
"2669","The Commission has also found that the Government&#39;s armed forces, the State security apparatus and the military intelligence services are responsible for the illegal detention and arrest of civilians.",0
"2670","Faced with this clear situation of threat to international peace and security, we hope that the Security Council will act without the double standards that characterize it on this issue and adopt, urgently and decisively, the draft resolution presented by Algeria on behalf of the countries that make up the Group of Arab States.",0
"2671","12. Create the necessary capacity for the effective functioning of bilateral management mechanisms;",0
"2672","The lack of follow-up had contributed to widespread impunity.",0
"2673","General Sanogo&#39;s trial remains in the investigation stage; The investigation continues into the death of 16 preachers that occurred in September 2012 in a camp of the Malian armed forces in Diabaly; The summary execution of three Tuaregs that took place in February 2014 in DjÃ©bock (Gao region) is under investigation and four soldiers of the Malian armed forces remain detained.",1
"2674","b) Inclusivity, in order to incorporate all direct stakeholders;",0
"2675","Criticism of the work of the Council and the Committee in this area risks extending to the entire sanctions regime against Al-Qaida and the Taliban and should not undermine the universal support it has enjoyed to date.",1
"2676","Which will be held on Tuesday, June 12, 2012, at 10:23 a.m.",0
"2677",":: Mutual Legal Assistance Treaty, with Cambodia, Indonesia, Laos, Malaysia, Philippines, Singapore and Viet Nam (in November 2004).",0
"2678","Many of them told similar stories that the Internal Security Forces had detained them, tied them up, blindfolded them, stripped them, and held them for some time while they were questioned about Mr. Abu Adass and his links with Islamic groups. Most of these people shared the opinion of their interrogators that Mr. Abu Adass was a solitary and introverted person who did not have sufficient intelligence to commit such a crime.",1
"2679","In its ruling of February 4, 2013, the Appeals Chamber overturned the conviction of Justin Mugenzi and Prosper Mugiraneza, handed down on September 30, 2011 by Trial Chamber II.",0
"2680","In most of the ground attacks, the attackers were trying to kill the men and in some cases there is evidence that they were trying to leave the women alive.",1
"2681","There are also credible reports that more than 20 people may have disappeared, although their relatives are too scared to report their disappearance to the relevant authorities.",1
"2682","Water pumps and wells have been set on fire, food-processing utensils destroyed, and crops and trees burned and felled, both in villages and wadis, which are an important source of water for the rural population.",1
"2683","The Group continues to discuss the matter with the Ambassador of Liberia to the United Nations.",0
"2684","He also visited concerned government structures, such as the main detention center in Abidjan (Maison d&#39;arrÃªt et de correction d&#39;Abidjan (MACA)) and some police stations.",1
"2685","The Team is aware of 15 lawsuits filed in five Member States, as well as before the European Court of Justice, challenging the application of some aspect of the sanctions by Member States.",0
"2686","The possible increase during 2013 in the availability of MANPADS by Al-Qaida affiliated entities in Africa, and as a result of the conflict in the Syrian Arab Republic, could pose a threat in the future.",1
"2687","IED incidents often result in large numbers of civilian casualties, extensive destruction of infrastructure, and economic disruption of entire communities.",1
"2688","Al-Haqiqah, satellite television channel; Mu&#39;adh al-Battoush, Jordanian journalist, February 25, 2012",0
"2689","Since the last report on this issue (S/2012/971) was submitted, the total number of foreign fighters and Al-Qaida leaders and facilitators killed or captured has decreased.",1
"2690","Despite this, given that in several cases such explosives were used, with devastating effects, by previously undetected Al-Qaida cells, several States have adopted methods to limit access to critical precursors.",1
"2691","The Office is a member of the Egmont Group.",0
"2692","At the suggestion of UNOWA, the United Nations organizations based in Dakar agreed to keep the issue of food security permanently on the agenda of coordination meetings convened by the Office.",0
"2693","5. Damage to natural resources without commercial value",0
"2694","UNICEF&#39;s regular program provides six million doses of oral polio vaccine for routine vaccinations.",0
"2695","Despite reports indicating the existence of armed groups along the border between Western Bahr El Ghazal State and Southern Darfur, UNMIS was unable to carry out a reconnaissance of these regions as the SPLA gave no guarantees of security.",1
"2696","The issue of small arms cannot be addressed by arms control measures alone. It is part of a broader spectrum that intersects conflict, security, armed violence, crime, trade, human rights, health and development.",1
"2697","In Mali, terrorists were on the verge of destroying the basic structure of the State, which affected the stability of the country and the entire region. Al-Qaida in the Islamic Maghreb, the Movement for Unity and Jihad in West Africa and Ansar Eddine continue to operate in northern Mali, an activity that indirectly affects neighboring countries and endangers the presence and work of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA).",1
"2698","Requests the Secretary-General to develop effective guidelines and strategies to enhance the capacity of relevant United Nations peacekeeping operations, in line with their mandates, to protect civilians, including women and girls, from all forms of sexual violence, and to systematically include in its written reports to the Council on conflict situations its observations regarding the protection of women and girls and its recommendations in this regard.",0
"2699","The NDC played an important supporting role to General Ntaganda during the ex-CNDP mutiny.",0
"2700","i) Solomon Islands has prepared a draft law on money laundering which will be presented to the National Parliament at its next session.",0
"2701","a) Decides to authorize the [peacekeeping mission] to take all necessary measures, in the areas of deployment of its forces and to the extent that it considers it has the capacity to do so, in order to: ...",1
"2702","In relation to invoice No. BV/13, the Panel finds that the work to which this invoice relates was performed and that the lack of certification was due to Iraq&#39;s invasion and occupation of Kuwait, which frustrated the payment process.",0
"2703","He decided to return immediately to Timor-Leste. He attended a meeting held at the Prime Minister&#39;s residence at around 4:00 p.m. on 29 April 2006 with everyone who had been present at the meeting the previous day. The decision was made to withdraw F-FDTL contingents from the city outside Dili, but to continue joint Military Police and PNTL patrols within the city.",0
"2704","In this regard see paragraphs 95 to 102 below.)",0
"2705","The Sudanese Armed Forces (SAF) have redeployed all their forces from Southern Sudan, while the SPLA redeployment, controlled and verified, remains at 34.8% of the planned strength (59,168).",1
"2706","Furthermore, the disappearance of Mr. Abu Adass on January 16, 2005 has not been explained in a manner consistent with the concept of him becoming a suicide bomber a month later.",1
"2707","I believe that the task of clarifying the fate of missing Kuwaiti and third-country nationals is urgent and should not be subject to the influence of political factors and considerations.",0
"2708","The Security Council recalls the obligations of all States to ensure respect for international humanitarian law, including the four Geneva Conventions, and reiterates the responsibility of States to fulfill their obligations to end impunity and prosecute those responsible for war crimes, genocide, crimes against humanity and other serious violations of international humanitarian law.",0
"2709","The aircraft had since been deregistered (see Annex V) and no new operator or owner is officially known.",0
"2710","&quot;Weapons of mass destruction and nonproliferation as best business practice,&quot; followed by an exercise",1
"2711","22. The situation in Guinea-Bissau (November 6, 1998; March 5, 2010).",0
"2712","b) A new subsection ii) will be added to paragraph B that reads the following:",0
"2713","a) They constitute a threat to the peace and national reconciliation process of CÃ´te d&#39;Ivoire, in particular by hindering the implementation of the peace process, as indicated in the Ouagadougou Political Agreement;",1
"2714","7. Requests the Executive Representative of the Secretary-General to facilitate and promote dialogue between national and international stakeholders, particularly in the context of the upcoming elections, and to continue supporting their efforts to maintain peace and stability;",0
"2715","When militias attack jointly with the armed forces, they can be said to act under the effective control of the Government, which corresponds to the notion of control enunciated in the 1999 TadiÄ Appeal case (paras. 98-145).",1
"2716","In paragraph 19 of my report of 30 August 2004 (A/2004/703), I noted that &quot;the disarmament of members of the People&#39;s Defense Forces had already begun. The second joint verification mission observed a demobilization ceremony of about 300 soldiers in Western Darfur.",1
"2717","When detained or forcibly repatriated, DPRK officials systematically subject them to persecution, torture, prolonged arbitrary detention and in some cases sexual violence, including during invasive body cavity searches.",1
"2718","Chief of Staff, Rwandan Armed Forces",0
"2719","They informed UNMIK that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible.",0
"2720","In the case of Africa, the Council addressed the serious situation on the border between Rwanda and the Democratic Republic of the Congo, reviewed the persistent political stalemate between Ethiopia and Eritrea, assessed the implementation of the arms embargo on Somalia, and made renewed efforts to revive the political process in CÃ´te d&#39;Ivoire.",0
"2721",":: Establishment of media monitoring mechanisms to ensure effective monitoring, documentation and reporting of all incidents, sources and contents of media messages intended to incite hate.",0
"2722","The claimants allege that, as a result, some of their employees incurred additional costs for transit, food and lodging that they would not have incurred under normal circumstances, which costs were passed on to the claimants.",0
"2723","We have also noticed that the spiral of violence has forced entire populations to move to escape the violence.",0
"2724","Since they had already served part of their sentence, the police officers were released in the first week of March. On March 8, 2008, Mr. Abdelaziz wrote to me to protest against the early release of the police officers, which amounted to &quot;an offer of impunity&quot; by the Moroccan authorities for the actions of the police officers.",1
"2725","Threats to international peace and security caused by terrorist acts",1
"2726","The mission was made up of the following members:",0
"2727","Calendar. The initiation, progress, and duration of the comprehensive review will be determined by the Secretary-General, based on consultations held by the Special Envoy, taking into account the situation on the ground.",0
"2728","23. He decides to continue addressing the issue.",0
"2729","They arrested many men and took them to the police station, where they were separated into different groups.",1
"2730","The Council calls on remaining combatants of the LRA to leave the group&#39;s ranks and participate in the process of disarmament, demobilization, reintegration, repatriation and resettlement.",0
"2731","In the decade since the 2003 Baghdad attack, casualties among aid workers have tripled, reaching more than 100 deaths per year.",1
"2732","Use of a participatory evaluation system to ensure that returned and internally displaced women and girls can influence the implementation of reintegration strategies and programs and their content, refinement of reintegration evaluation parameters that take into account the gender in relation to issues such as constitutional reform and electoral processes; indicators disaggregated by sex.",0
"2733","However, the Prosecutor&#39;s Office believes that we should not wait for the conclusion of the judicial proceedings in Court for the victims of the crimes prosecuted to receive assistance.",0
"2734","Effective coordination and implementation of mine action policy and guidelines for gender mainstreaming in mine action programmes. Inter-Agency Working Group on Disarmament, Demobilization and Reintegration (Chaired by DPKO and UNDP) Established by CEPS to enhance the Organization&#39;s performance in the field of disarmament, demobilization and reintegration, the Inter-Agency Working Group provides technical advice , for example, on training needs, policies and strategies; maintains and reviews existing United Nations disarmament, demobilization and reintegration guidance material; develops and manages the United Nations Resource Center on Disarmament, Demobilization and Reintegration Activities; and facilitates the planning of disarmament, demobilization and reintegration operations among relevant United Nations agencies.",0
"2735","1) Capable of speeds of 400°/s or more, or 30°/s or less; and",0
"2736","Timor-Leste On 10 May, the Special Representative of the Secretary-General for Timor-Leste, Mr. Kamalesh Sharma, briefed the Council in public session.",0
"2737","The Security Council considers sanctions to be an important instrument in the fight against terrorism, and underlines the importance of the prompt and effective implementation of relevant resolutions, in particular Security Council resolutions 1267 (1999) and 1989 (2011). ), as a key instrument in the fight against terrorism.",0
"2738","The Security Council recognizes that terrorism will not be defeated solely through military force, law enforcement measures and intelligence operations, and stresses the need to address the conditions that favor the spread of terrorism, including, but not limited to, the need to redouble efforts aimed at the successful prevention and peaceful resolution of protracted conflicts, and the need to promote the rule of law, the protection of human rights and fundamental freedoms, good governance, tolerance and inclusion with in order to offer a viable alternative to people who are susceptible to being recruited by terrorists and suffering radicalization leading to violence.",0
"2739","The threat posed by former military personnel has decreased in the reporting period since the death of self-proclaimed leader Ravix RÃ©missainthe on 9 April (see S/2005/313, para. 16).",1
"2740","Throughout its mandate period, the Monitoring Group kept the Security Council Committee established pursuant to resolution 751 (1992) informed of its activities by submitting biweekly reports through the United Nations Secretariat and by submitting information to midterm at United Nations Headquarters in New York in July 2005.",0
"2741","E. Friends of Côte d&#39;Ivoire",0
"2742","Those who are acquiring greater operational terrorist experience today are still young, mainly individuals between adolescence and 35 years of age.",1
"2743","c) Continuity of government institutions and qualified personnel.",0
"2744","Some Central Asian States have established declaration regimes for the transportation of money and bearer negotiable instruments across borders.",0
"2745","Last year, as military operations against armed groups intensified, MONUSCO increased the logistical support provided to FARDC troops by 226%.",1
"2746","Different factions of the Jantantrik Terai Mukti Morcha, the Madhesi Liberation Tigers (Madhesi Mukti) and other armed groups have engaged in kidnappings, murders, extortion and intimidation.",1
"2747","At this time, it is not possible to foresee all the specialized services that the mission may have to provide.",0
"2748","b) The elimination of excavation and treatment by high temperature thermal desorption of the excavated material;",0
"2749","First, according to United Nations estimates, there are 1,650,000 displaced people in Darfur and more than 200,000 Darfur refugees in Chad.",1
"2750","The FATF report on typologies Money Laundering and Terrorist Financing through the Real Estate Sector (2008) indicates that there may be links between the real estate sector and terrorist financing.",0
"2751","The armed officers replied that they were all &quot;the same anyway&quot; and began to destroy the house.",1
"2752","In October 1980, FACI put into operation six Dassault/Dornier Alpha Jet CI light combat and training aircraft.",1
"2753",":: Samira Ahmad al-Sahli, 53-year-old nurse from Yarmouk camp, detained by regime forces on June 11, 2014 for reasons related to her clinical work. Her family was informed that she had died from torture in the regime&#39;s detention centers on November 8, 2014.",1
"2754","In April 2004, a group of 40 displaced women went to collect firewood on the outskirts of Mukjar in Western Darfur and were attacked by six armed Janjaweed militiamen.",1
"2755","The immunity currently enjoyed by other public officials, such as police officers, for human rights violations should also be abolished.",1
"2756","These countries also face the significant challenges of cross-border refugee flows.",1
"2757","Starvation and other inhumane detention conditions are deliberately imposed on suspects to pressure them to confess and accuse others.",1
"2758","For example, Uzbekistan established rules for internal control and sanctions for entities that did not provide information, Turkmenistan and Uzbekistan put in place strict procedures for customer identification and record-keeping.",1
"2759","In the absence of such guidelines, including the determination of selection criteria for cases to be investigated and prosecuted, the committees did not have guidance on appropriate methods for investigating crimes that constitute serious violations of human rights.",1
"2760","Idlib :: On November 6, 2014, Syrian regime warplanes attacked the town of Mouqa with a missile, killing five people, including a girl and two women, and damaging residential buildings.",1
"2761","Unconventional threat: chemical, biological, radiological and nuclear explosives, Asia",1
"2762","Application of International Public Sector Accounting Standards",0
"2763","The prisoners were immediately released and have returned to active duty in violation of military service regulations. On July 28, the widows of the eight deceased national police officers each received $2,500 in compliance with the Dili District Court&#39;s December 2007 ruling.",1
"2764","Deposit of the Instrument of Accession on June 17, 1980.",0
"2765","A Somali pirate leader, Mohamed Abdi Hassan, nicknamed &quot;Afweyne&quot;, was arrested in October 2013 in Brussels. Another top pirate boss, Mohamed Garfanji, was arrested in August 2014 in Mogadishu on charges of illegal possession of weapons and other piracy-related charges.",1
"2766",":: Full implementation of the integrated command center",0
