"es_en_GOOGLE"	"VerConf"
"The Security Council reiterates that the growing threat posed by foreign terrorist fighters is part of the emerging issues, trends and developments related to resolutions 1373 (2001) and 1624 (2005), and encourages the Counter-Terrorism Committee to hold meetings in 2015 with the participation of Member States and relevant international and regional organizations to explore how to prevent the movement of foreign terrorist fighters and prevent terrorists from exploiting the Internet and social media to recruit and incite the commission of terrorist acts, while respecting human rights and fundamental freedoms, and in line with other obligations under international law, and in this regard notes the importance of the Committee holding meetings in the affected regions on issues related to the mandate of the Committee."	1
"The unilateral declaration of independence meant a rejection of both from the moment he was born, lifeless."	1
"S/2002/964, of August 27, 2002"	0
"These cells are emerging as the main threat posed by Al-Qaida terrorism today."	0
"96. The Commission noted that the National Security Forces Act, as amended in 2001, gave the security forces very broad powers, including the authority to make arrests without formal charges and without placing detainees at the disposal of judicial authority for a period of up to nine months."	1
"The equipment included in article 9.B.1 includes the following:"	0
"Council members expressed deep concern about the appalling violations of human rights and crimes against humanity described in the report."	1
"Emphasizes...the responsibility of States to fulfill their relevant obligations to end impunity and prosecute those responsible for war crimes, genocide, crimes against humanity and serious violations of international humanitarian law, while recognizing, at the same time, the need for States experiencing or recovering from armed conflict to create independent national judicial systems and institutions or restore those that already existed."	1
"I also condemn Hezbollah&#39;s reckless disregard for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the region at large."	1
"Mr. Malik wanted to send UNPOL officers with Colonel Reis to meet with Brigadier General Ruak, to which Colonel Reis refused, believing that the presence of more blue-shirted police officers would aggravate the situation. ."	1
