"","ar_en_TRANSFORMERS","VerConf"
"1543","I encourage the Congolese authorities to hold accountable those responsible for the mass rape and looting committed in Walikale in July and August 2010.",1
"1544","One State has not submitted either a counter-terrorism strategy or the required organizational structures.",1
"1545","For example, most States still have to criminalize the financing of terrorism and include it in the predicate offence of money-laundering.",1
"1546","I also remember how unacceptable it was for the Israelis to talk about the 1967 borders and for a long time it was almost inconceivable to propose the evacuation of Israeli settlements.",1
"1547","""The Security Council supports the introduction of the indicators contained in the report of the Secretary-General (S/2010/498), including by relevant United Nations entities, to serve as an initial framework for the follow-up to its resolution 1325 in armed conflict, post-conflict and other situations relevant to the implementation of resolution 1325, as appropriate, taking into account the specificity of each country.",0
"1548","The fate of these combatants will depend on their experiences in the Syrian Arab Republic, but conflicts involving foreign volunteers from Al-Qaida affiliates in the past have proved to have long-term implications for the domestic and international threat situation.",1
"1549","President GusmÃ£o ordered the petitioners to return to the F-FDTL training centre in Metinaru and to participate in a commission of inquiry to investigate the allegations raised in the petition.",1
"1550","This write-off relates to amounts outstanding for more than two years, in view of the increased payment to a staff member.",0
"1551","Demands that all parties to the conflict immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, in line with resolution 1820 (2008);",1
"1552","The impasse could increase political tensions and affect the growing atmosphere of confidence that prevailed following the elections and the inauguration of President Martelly.",1
"1553","Several delegations were of the view that decisions promoting outstanding issues were hard-won in view of current internal situations, particularly the conflict in southern Sudan.",1
"1554","In the JelisiÄ case, the Appeals Chamber observed that ""in relation to evidence on a specific intent, in the absence of clear and direct evidence, it may be inferred from a number of facts and circumstances, such as the general context, preparation for other punishable acts systematically directed against the same group, the scope of atrocities committed, the systematic targeting of victims on the basis of membership of a particular group, or the repetition of acts of destruction or discriminatory acts.""",0
"1555","A number of States visited also face difficulties in cooperation owing to lack of training and technical skills.",0
"1556","The funds are then sent from Dubai to Somalia by anonymous transfers.",0
"1557","The Secretary-General and his Special Coordinator for Lebanon have issued statements strongly condemning the criminal acts of opening Islam as attacks on Lebanon &apos; s stability and sovereignty.",1
"1558","The situation along the Lebanese border with Syria remains worrying.",1
"1559","These positions are an indirect participation in the blinding of the positions of the Syrian Government on its territory and an irresponsible incitement to violence in all its forms, which would provide international cover for terrorist acts by armed groups against the interests of Syria and its people and Government.",1
"1560",":: 21 June 2005, former Communist Party leader George Hawi was killed by the explosion of his car near his home in Matishiba.",1
"1561","We are encouraged that the Government of the Democratic Republic of the Congo has taken steps to act on the LRA terrorists who have entered her country from the Sudan.",0
"1562","Jordan Valley, Jordan 20 and 21 November 2007",0
"1563","8. We are also deeply concerned about the exacerbation of the scourge of terrorism and violent extremism in the Sahelo-Saharan region and about the close links between armed terrorist groups and transnational organized crime, in particular networks of drug and human trafficking, money-laundering and illicit arms trafficking.",1
"1564","In their public statements, Colonel Gaddafi and his family continued to threaten citizens with civil war and with the possibility of mass massacres if protests continued.",1
"1565","The recent advisory opinion of the Council of Scientists condemning drugs and other related activities could be very useful in discouraging opium poppy production.",1
"1566","This Council should not be allowed to reward that strategy by addressing the response to terrorism rather than terrorism itself; it must be rejected, not satisfied.",1
"1567","130. The trip highlighted the problems faced by countries in the process of establishing legal and institutional frameworks to combat terrorism in an atmosphere of political, social and economic instability.",0
"1568","In the letter, the Commission drew attention to the principle of command and superior responsibility enshrined in international criminal law and urged the Commander-in-Chief to prevent and suppress crimes against humanity and to ensure that perpetrators were prosecuted and brought to justice.",1
"1569","1. Expresses its strong condemnation of all forms of violence, including murder, rape, sexual assault, intimidation, armed robbery, abduction, hostage-taking, kidnapping for the purpose of extortion and harassment, illegal arrest and detention of those involved in humanitarian operations, as well as attacks on humanitarian convoys and the destruction and looting of their property;",1
"1570","Report of the Secretary-General pursuant to paragraph 24 of resolution 1483 (2003) and paragraph 12 of resolution 1511 (2003) (S/2003/1149).",0
"1571","In contrast, the authorities in Belgrade must put an end to their obstructionist attitude, which prevents Kosovo Serbs from participating in Kosovo's public institutions, as the ""filled seat policy"" poses significant risks to the writing of Kosovo's history without the participation of Kosovo Serbs.",1
"1572","Day 7 newspaper, journalist Rami al-Maligi -- 10 December 2011",0
"1573","The Office for Disarmament Affairs has made efforts to sensitize potential donors in support of regional seminars and workshops organized by the Office.",0
"1574","Convention on Offences and Certain Other Acts Committed on Board Aircraft (Tokyo, 1963);",0
"1575","I condemned those restrictions on the freedom of movement of United Nations peacekeeping forces.",1
"1576","Elements of the special nature of the law include:",0
"1577","Sadly, the current Palestinian leadership has proved unable to be a partner in peace as it is unable to pursue the reform and democratic governance of its people.",1
"1578","Not later than May this year, during the Council &apos; s discussion (see S/PV.6314) of the report of the Secretary-General on the United Nations Interim Administration Mission in Kosovo (UNMIK) (see S/2010/169), we drew the attention of the international community to the fact that the situation in the province is far from stable and of particular concern.",1
"1579","3. Russian Federation 17 8",0
"1580","These measures will include further work to increase the capacity of the Committee, including through increased cooperation with the Taliban/Al-Qaida Sanctions Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004).",0
"1581","56. It is encouraging that progress has not stopped in the four priority areas assigned to UNMIT. Progress includes dialogue initiatives on critical national issues, further progress in the resumption of primary policing responsibilities by the national police, the promulgation of the national security legislative package, the development of the strategic development plan and the justice sector strategic plan for Timor-Leste.",1
"1582","With respect to Interim Payment Certificate No. 6, the Panel finds that, in view of the approval of payment in Iraqi dinars, there is no reasonable explanation for the non-payment of the United States dollar portion.",0
"1583","Discussion and decision by the Commission (2 months)",0
"1584","Based on a thorough analysis of the information gathered during the Commission &apos; s investigations, the Commission found the responsibility of the Government of the Sudan and the Janjaweed militias for serious violations of international human rights and humanitarian law that constitute crimes under international law.",1
"1585","To be held on Wednesday, 7 March 2012, at 3.15 p.m.",0
"1586","Today, as mentioned earlier, there is a protracted and non-international armed conflict in Darfur between Government authorities and organized armed groups.",0
"1587","""The Security Council expresses its appreciation to the countries participating in the United Nations Stabilization Mission in Haiti (MINUSTAH) and hopes that those countries that have pledged troops and civilian police will do their utmost to expedite the early deployment of their personnel.",0
"1588",":: To hold legal persons and legal entities liable for offences related to the financing of terrorism;",0
"1589","27. The Rwandan People &apos; s Army continued to bomb Ugandan People &apos; s Defence Forces positions, launched futile attacks and destroyed an energy station on the Chupo River from the tactical bases it had established inside civilian assembly areas.",0
"1590","They told people they belonged to the Interahamwe.",0
"1591","In West Africa, UNOWA played a prominent role in supporting efforts to implement the ECOWAS Regional Action Plan to address the growing problem of illicit drug trafficking, organized crime and drug abuse in West Africa.",1
"1592","Given the long-standing hostility of these groups towards the United Nations, this suggests a continuing risk for mission personnel.",1
"1593","This provision clearly does not apply in this case because the crimes occurred in the Sudan and the alleged perpetrators are Sudanese nationals.",0
"1594","10. On 7 September, the High-level Working Group of the Government of Chad and the United Nations held its third meeting to assess the situation on the ground with regard to the protection of civilians and the implementation of measures adopted by the Government to implement the tasks set out in paragraph 4 of resolution 1923 (2010).",0
"1595","Commending the progress made so far by the Counter-Terrorism Committee, established by the Security Council under paragraph 6 of resolution 1373 (2001) and acting under Chapter VII of the Charter, in discharging its important responsibility to monitor the implementation of that resolution,",1
"1596","""The Security Council stresses that RCD/Goma will be held accountable for any extrajudicial executions, including among members of civil society or those held in its detention centres in Kisangani.",1
"1597","By paragraph 8 of the same resolution, the Council mandated the Committee to identify individuals and entities: (a) who had participated in or provided support for acts that threatened or threatened the peace, security or stability of Somalia; (b) who had violated the general and complete arms embargo; and (c) who had impeded the delivery of or access to humanitarian assistance to Somalia.",0
"1598","The Under-Secretary-General also indicated that the United Nations had monitored an increase in the indictment by the Government of Southern Sudan against UNMISS and in violations by the Government of the status-of-forces agreement.",1
"1599","80. UNOCI staff regularly expressed frustration at their lack of good follow-up intelligence and technical skills to fulfil their mandate.",1
"1600","18. As at 28 August 2011, Iran had installed 136 IR-2m centrifuges in cascade 5.",0
"1601","1. Inspection of all site facilities and withdrawal of water samples at the site.",0
"1602","""The Security Council recognizes the support of bilateral and multilateral actors, including the African Union, the European Union, the Organization of Islamic Cooperation, the League of Arab States and subregional organizations such as the Economic Community of West African States, the Community of Sahelo-Saharan States, the Intergovernmental Authority on Development and the Arab Maghreb Union, in their efforts to combat terrorism in Africa, and calls upon the international community and the United Nations system to strengthen their cooperation with subregional counter-terrorism bodies, such as the African Centre for Studies and Research on Terrorism.",0
"1603","The humanitarian consequences of the continued violence in Iraq are a matter of grave concern to my delegation.",1
"1604","We note that civil society organizations have expressed serious concern in this regard.",1
"1605","To be held on Wednesday, 19 March 2014, at 10.18 a.m.",0
"1606","Accordingly, after consultation with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States of America, financial expert) and Mr. Takehiko Yamamoto (Japan, nuclear expert) to serve on the Panel of Experts and to carry out the tasks set out in paragraph 26 of the resolution.",0
"1607","I also say today what I said on 31 January (see S/PV.6710). It is unacceptable that the Council be prevented from assuming its responsibilities.",1
"1608","68. During the period under review, UNICEF and WHO launched the third polio vaccination round for children.",0
"1609","95. In the light of the continuing pattern of human rights violations in CÃ´te d &apos; Ivoire over the past years, the international community may also wish to consider the need to establish an independent human rights mechanism of the United Nations Commission on Human Rights (special country rapporteur or independent expert), which could be mandated to report, also to the General Assembly, on progress made in the effective implementation of international human rights norms and their translation into national practices, as well as to end impunity and ensure the rule of law in CÃ´te d &apos; Ivoire.",0
"1610","United Nations human rights mechanisms have expressed concern, for example, about measures taken by some States to restrict or, in some cases, criminalize the activities of certain religious groups or their members.",1
"1611","Its unwillingness to enforce the rule of law and to ensure respect for the sovereignty and territorial integrity of a Member State of the United Nations has undermined its credibility as well as its legal and moral authority.",1
"1612","We are disappointed, Mr. President, that despite your efforts and those of many others, the Council has not been able to condemn that brutal terrorist attack.",1
"1613","139. While this two-pronged approach -- which uses restrictions applicable throughout the Schengen Agreement region to remove listed persons who do not belong to the Schengen region -- maintains national restrictions to limit the movement of listed aliens within the region -- it can be used as an example for other States in existing or established regions operating on the basis of freedom of movement and visa exemption.",0
"1614","7. Of course, the United Nations does not have a monopoly on mediation.",0
"1615","""The Security Council recognizes the important role of the good offices of the Secretary-General and encourages the Secretary-General to continue to use mediation wherever possible to assist in the peaceful resolution of disputes and to work closely and coordinate with relevant regional and subregional organizations in this regard, as appropriate.",0
"1616","On 18 March, the leaders of the Presidential Guard and the Presidential Security Brigade addressed a letter to the Minister of Internal Security declaring that the areas around the Presidential Palace were ""red zone"" and that anyone arrested would be considered an enemy combatant and would be treated as such, that is, shot without warning.",1
"1617","The President stated that, following consultations of the Council, she had been authorized to make a statement on behalf of the Council and read out the text of that statement (for the text, see S/PRST/2006/29; to be issued in Official Records of the Security Council, Resolutions and Decisions of the Security Council, 1 August 2005-31 July 2006).",0
"1618","The report confirms the disturbing picture of the situation in the Sahel region and the related security, economic and humanitarian concerns.",1
"1619","2. The Republic of Croatia, as the Chairman of the Counter-Terrorism Committee of the Security Council and one of the first States to promote the establishment of the Global Alliance against Terrorism, strongly condemns international terrorism in all its forms and manifestations and, taking into account the danger of terrorism combining with other threats to international peace and security - such as the proliferation of weapons of mass destruction, transnational organized crime and cyberterrorism - urges that international cooperation be strengthened to suppress this contemporary scourge.",1
"1620","The European Union hopes that this can happen before the end of 2005, but stresses that one of the prerequisites for achieving this is an agreement on the reform of police structures.",0
"1621","In Zoran, KupreÅ¡kiÄ et al., the Trial Chamber of the International Criminal Tribunal for the Former Yugoslavia defines persecution as ""a gross or flagrant deprivation, for discriminatory reasons, of a fundamental right established in international customary or treaty law, up to the same level of gravity as other acts prohibited in article 5.""",1
"1622","The Commission also received credible evidence that Janjaweed included combatants from neighbouring countries, mainly from Chad and the Libyan Arab Jamahiriya.",0
"1623","39. The judicial system continues to suffer from technical deficiencies that undermine public confidence in it.",0
"1624","However, the Caribbean States adopted the Caribbean Treaty on Mutual Legal Assistance in Serious Criminal Matters (including offences related to terrorism, the financing of terrorism, money-laundering and drug trafficking).",0
"1625","Summary Table for the Ministry of Education",0
"1626","The programme will not apply to individuals considered to be international criminals or terrorists, such as members of Al-Qaida.",1
"1627","Swedish Customs Act (SFS 2000:1281);",0
"1628","The Security Council expresses its particular concern at the withdrawal by [neighbourly State] of the recognition of the status of refugees to a large number of refugees and the consequent cessation of assistance to them... [the affected State] decisions in this regard may mean the involuntary return of tens of thousands of persons to an area that is neither safe nor ready for reception.",1
"1629","8.5. Increase in the proportion of the population with access to safe drinking water and electricity.",0
"1630","The Republic of South Sudan is deeply concerned about the deteriorating security situation in the border areas of both the Republic of the Sudan and the Republic of South Sudan.",1
"1631","China, France, Russian Federation, United Kingdom of Great Britain and Northern Ireland and United States of America: draft resolution",0
"1632","In his report, the Secretary-General notes some improvement measures in all those areas, with the exception of the central issue of local governance reform and, in particular, decentralization, where progress is lacking.",1
"1633","It was also pointed out that, in view of the lack of enforcement mechanisms for the International Criminal Court, it was important for the Council to continue its engagement in cases referred to the Court and to take the necessary measures to enhance the cooperation of the parties concerned with the Court.",0
"1634","The final arguments are scheduled to be heard from 18 to 22 August 2003.",0
"1635","Many of them further examined the root causes of violence and violations, which provided a starting point for transitional justice mechanisms dealing with the right to the truth, the administration of justice, the provision of remedies and redress and guarantees of non-repetition, thus providing guidance for more sustainable peacebuilding and reconciliation efforts and helping to achieve a political settlement of disputes.",0
"1636","Several members of the Council stressed that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to monitor vigilantly efforts to eliminate the chemical weapons programme in the Syrian Arab Republic until that was actually achieved, as well as to end the use of chemical weapons in violation of the provisions of resolution 2118 (2013).",1
"1637","At a time when this threat is growing, the international community must put in place the means to address it and to keep pace with it.",1
"1638","While it is important to prevent terrorists from carrying out their attacks, terrorism is clearly invincible by security measures alone, and many members of the international community expect the Security Council to develop measures that limit the means by which Al-Qaida disseminates its message and to promote programmes aimed at undermining it.",1
"1639","That disturbing pattern of activities is a serious concern that threatens to undermine the credibility of United Nations operations.",1
"1640","90. There are several additional inconsistencies related to these trips.",0
"1641","This budget includes significant reductions in capital and operational costs, including the discontinuation of some allowances.",0
"1642","Paragraph 104 makes no sense.",0
"1643","One of the most notable recent cases is Mali, where the Council did not act at the request of the Secretary-General to establish an expert group to investigate the identity and activities of those involved in transnational crime and organized crime in Mali and the subregion, with the possibility of targeted punitive action against them.",1
"1644","The timely collection of objective, reliable and accurate information on conflict-related sexual violence is crucial to formulating the Council &apos; s responses, as well as to strengthening action to prevent sexual violence.",1
"1645","The Afghan authorities and the international community must make it clear that such behaviour is unacceptable.",1
"1646","19. The situation in the Central African Republic (6 August 1997; 21 December 2011).",0
"1647",":: The prohibition of arbitrary deprivation of liberty; corporal punishment; collective punishment; and the imposition and execution of death sentences without prior trial by an ordinary court constituted in accordance with the law which guarantees all legal safeguards generally recognized as non-derogable.",0
"1648","(b) Take steps to provide maximum assistance in terrorism cases to other States and to build bridges between different legal systems;",0
"1649","However, the grave danger remains that, as a result of that decision - which violates the documents of the Bonn and Berlin Conferences - the country will face an explosive situation fraught with new armed resistance and internal divisions in power structures.",1
"1650","5. Decides that Member States shall, in accordance with international human rights, refugee and humanitarian law, prevent and suppress the recruitment, organization, transfer or equipping of individuals who travel to a State other than that in which they reside or have its nationality for the purpose of committing, planning, preparing or participating in terrorist acts, or provide or receive training in acts of terrorism, and shall finance the travel and activities of such individuals;",0
"1651","There are no functioning public facilities and the vast majority of Liberians lack access to electricity, water, basic sanitation or health care.",0
"1652","50. Efforts continued during the reporting period to transfer the equipment provided by the Trust Fund in support of AFISMA.",0
"1653","It presents a new message with video recordings showing Mustafa Abu Al-Yazid, the leader of Al-Qaida in Afghanistan, accompanied by Taliban leaders; extracts from bin Laden &apos; s messages; television news stories; audio clips of prominent Heads of State and Government, including many Arab countries; officials of the Central Intelligence Agency; officials of the North Atlantic Treaty Organization; counter-terrorism experts; Muslim clergy; scholars; journalists; lawyers; and Western supporters of Al-Qaida.",1
"1654","Let me begin by reiterating the European Union &apos; s deep concern over the situation in Somalia and the regional repercussions of its conflict.",1
"1655","The phenomenon of foreign terrorist fighters cannot be addressed by security means alone.",0
"1656","Other control bodies within the national export control system",0
"1657","A United Nations police officer asked if he was injured and told him that Mr. Amaral &apos; s friend had just been killed by the national police force.",0
"1658","After the expected elections, consultations with the new elected Government will be required in order to determine the nature and level of support that the Ivorian authorities will require from UNOCI for the holding of legislative and local elections before the process begins to wind up.",0
"1659","One of those concerns must be highlighted, namely, the deterioration of the security situation in recent weeks and months.",1
"1660","Convention on Offences and Certain Other Acts Committed on Board Aircraft;",0
"1661","The purpose of raising this issue seems to be to paint a picture of Serbia &apos; s alleged threat to Kosovo and Metohija.",1
"1662","The answer to this, in my view, is not to limit spending on mixed courts, but to direct greater efforts and funding to national justice systems in the post-conflict phase in general.",1
"1663","No State applies adequate measures to protect non-profit organizations from the financing of terrorism.",1
"1664","I therefore call on all parties and actors to fully abide by resolutions 1559 (2004), 1680 (2006) and 1701 (2006), and I will continue my efforts to fully implement these and other Security Council resolutions on Lebanon.",0
"1665",":: Policy, planning and preparedness gaps in relation to the protection of civilians; threats and challenges to mandate implementation in the field; how to better integrate the experiences and challenges faced by troop- and police-contributing countries in implementing protection of civilians into future strategy and guidance development; and how to ensure that all peacekeeping personnel are trained using the same standards in the protection of civilians",0
"1666","2. The current 180-day phase (phase IX) began on 6 December 2000.",0
"1667","29. There have also been significant positive developments. When the armed conflict ended in 1999, there was almost a complete lack of economic structures and legislation.",0
"1668","It is clear, however, that the effects will not be limited to Yugoslavia alone.",0
"1669","It is clear that the Commission will not be able to perform these functions if it has not previously identified: (a) whether violations amount to international crimes and, if so, (b) the category of crimes under which violations fall (war crimes, crimes against humanity, genocide or other crimes).",1
"1670","Paragraph 11 of resolution 1803 (2008) does not apply, as Liechtenstein does not operate any airports or ports.",0
"1671","Many were killed and more than 100 injured.",0
"1672","""The Security Council considers sanctions to be an important counter-terrorism tool and stresses the importance of immediate and effective implementation of relevant resolutions, in particular Security Council resolutions 1267 (1999) and 1989 (2011), as a key tool in the fight against terrorism.",1
"1673","30. In general, the attitude of the Government authorities towards the Commission has been cooperative.",0
"1674","16. Despite the military defeat of M23, Congolese and foreign armed groups, including ADF, FDLR and several Mayi-Mayi groups, continue to pose a threat to the civilian population and to stability and development in general in the eastern Democratic Republic of the Congo and the Great Lakes region.",1
"1675","Recalling the presidential statement of the Security Council of 9 May 2011 (S/PRST/2011/9), in which the Council notes that Osama bin Laden will no longer be able to commit acts of terrorism,",1
"1676","Assistance to the national police of Timor-Leste to achieve the necessary professional and technical capacity levels in accordance with international standards.",0
"1677","Some States have the capacity to freeze funds and assets associated with terrorism without delay, although they are often limited.",0
"1678","All these Janjaweed identified by the Commission as perpetrators are suspected of indiscriminate attacks on civilians, which is a war crime.",0
"1679","""The Security Council stresses the importance of finding durable solutions for refugees and internally displaced persons, in particular their voluntary, safe and dignified return, local integration or resettlement.",0
"1680","In his view, ""the village is a small area, which is difficult to divide into parts, and the entire village becomes a military target.""",0
"1681","Eastern contingent officers threatened to carry the body of the deceased and pass it through all the streets of Dili before taking him to Commander General Martins &apos; house.",1
"1682","It is also indisputable that Armenia, as the occupying Power, bears direct responsibility for those crimes.",1
"1683","4. The recent high-level exchange of visits between Iraq and Kuwait contributed to the creation of an atmosphere conducive to the Coordinator &apos; s contacts with representatives of Iraq and Kuwait, as well as with other members of the Tripartite Commission and its Technical Subcommittee, which remain the main body on the issue of persons unaccounted for in the 1990-1991 Gulf war.",0
"1684","Instead of the famous theme of the 2014 World Cup of Football, where three victories hold the world map in the form of the prestigious trophy, the Palestinian Authority caricatures display a ""cup"" around which three hands turn to three people who raise their hands in surrender.",1
"1685","The situation of minorities remains a matter of concern, particularly with regard to freedom of movement and access to justice.",1
"1686","While most Ivorian stakeholders, including President Gbagbo and Prime Minister Soro, made positive comments on the operations of the mobile courts, the Rassemblement des rÃ©publicains opposition party complained that many Ivorians had been unable to access the mobile courts, particularly in the western region, owing to the presence of militias, even though they were inactive.",1
"1687","'The Security Council reiterates that the increasing threat posed by foreign terrorist fighters is part of emerging issues, trends and developments related to resolutions 1373 (2001) and 1624 (2005), encourages the Counter-Terrorism Committee to convene extraordinary meetings in 2015 with the participation of Member States and relevant international and regional organizations to discuss ways to stem the flow of foreign terrorist fighters and to prevent terrorists from exploiting the Internet and social media to recruit and incite terrorist acts, in a context of respect for human rights and fundamental freedoms and in compliance with other obligations under international law; and recalls in this regard the importance of the Committee holding meetings in affected areas on topics relevant to the mandate of the Committee.",1
"1688","Noting with concern the changing nature of the threat posed by Al-Qaida, Usama bin Laden and the Taliban and other individuals, groups, undertakings and entities associated with them, in particular the ways in which they promote terrorist ideologies,",1
"1689","We urge Israel to stop its military incursions into Gaza.",1
"1690","Signature of the Memorandum of Commitment",0
"1691","However, the remaining ability of M23 to undermine tangible progress in stabilizing the situation in Ituri remains a source of concern, particularly given the Transitional Government &apos; s inability so far to bring the leaders of armed groups to justice and prevent their movement to and from Uganda.",0
"1692","The Council also deplored the adoption of the resolution by the Assembly of Kosovo and agreed with the Special Representative that those resolutions adopted by the Assembly, on matters not within its competence, were null and void.",1
"1693","Most States have limited capacity to freeze funds and assets without delay, and no State implements adequate measures to protect non-profit organizations from the financing of terrorism.",1
"1694","The Russian delegation notes with deep regret and concern the information on the continuing violence in Darfur.",1
"1695","60. Under the overall guidance of the Mission headquarters, the heads of the Mission &apos; s regional offices are responsible for the development and implementation of regional action plans to prevent sexual exploitation and abuse in their respective regions.",0
"1696","1 A/90/348 A - July and August 1990",0
"1697","Source: Central Information Agency (21 April 2008).",0
"1698","The Council condemns all unilateral acts aimed at creating facts on the ground that would prejudice the outcome of the negotiations.",1
"1699","Unfortunately, the Sudanese justice system has demonstrated that it has no capacity or willingness to investigate and prosecute perpetrators of war crimes and crimes against humanity in Darfur.",1
"1700","Beyond the MINURCAT area of responsibility, other developments are also of concern.",1
"1701","14 October 2009, 5 March 2010 and 7 October 2010.",0
"1702","That night, an Eastern police officer broadcast a statement on the radio blaming General Commander Martins and his deputy Babu for the death of the Rapid Response Unit officer.",1
"1703","Source: State budget of Côte d &apos; Ivoire.",0
"1704","Some States, for example, either extended permissible periods of pre-investigation or trial detention or imposed restrictions on access to counsel.",0
"1705","Interest income is available for allotment purposes on a semi-annual basis;",0
"1706","Condemns in the strongest terms all acts of terrorism, whatever their motivation, wherever and by whomsoever committed, as one of the most serious threats to peace and security;",1
"1707","Viet Nam is deeply concerned about the alarming deterioration of the security and humanitarian situation in the eastern part of the Democratic Republic of the Congo.",1
"1708","The representatives of the Dutch prosecution then sought to ban and dissolve the institution and hand over any credit balances in the organization &apos; s bank account to the State, but the court decided that the Government had not shown that the branch of the Al-Haramain Foundation in the Netherlands, independent and separate from the international organization, had supported terrorism. The Dutch prosecutors stated that they would appeal against the court &apos; s ruling and would seek additional information about Al-Haramain and Mr. Al-Aqil from the United States.",1
"1709","Thirteen cells housed two detainees each, while seven cells housed only one in each.",1
"1710","After the battle, the Group obtained two (2) metal containers of ammunition and photographs of other ammunition containers, which the Group &apos; s sources claimed to have been provided by the State concerned.",0
"1711","The members of the Security Council reiterated their condemnation of this deadly attack on defenceless refugees and expressed their expectation that a final report on the investigation would be received as soon as possible.",1
"1712","Many applicants have been placed on a back-up list.",0
"1713","The car was not in a fully straight-up parking position, as shown by the blast force that affected the red Ford, which was probably waiting in front of Mitsubishi directly.",0
"1714","At the outset, I must express our serious concern about the security situation in that country.",1
"1715","Further development in this direction could jeopardize efforts to reform and build the country and, in the long run, threaten peace and stability throughout the region.",1
"1716","More recently, in July 2014, Boko Haram launched a cross-border raid in Cameroon, which resulted in the abduction of the wife of Mr. Amadou Ali, Deputy Prime Minister, and the killing of three others.",0
"1717","Appointment of the Prosecutor and the Deputy Prosecutor",0
"1718","Mr. Ihsan Mohamed, Ministry of Transport",0
"1719","On 11 May 2005, Akil Al-Haquel filed an action before the Federal Court in Columbia District against officials of the Ministry of Justice and the United States Ministries of State and Treasury, claiming that his classification as a terrorist by the United States Government on 2 June 2004 constituted a violation of his rights under the Constitution of the United States of America. Al-Haquel, a Saudi citizen residing in Saudi Arabia, served as head of the Saudi-based Islamic Al-Haramain Foundation until it was closed down by the Saudi authorities in 2004. On 6 July 2004, the United Nations included his name on its list under the family name ""Absolute,"" as well as several offices of Al-Haramain Foundation in Afghanistan, Albania, Bangladesh and the Netherlands (the other offices of Al-Haramain Foundation were listed by the United Nations both before and after the listing).",1
"1720","Reiterating the obligation of Member States to prevent the movement of terrorists or terrorist groups, in accordance with applicable international law, including through effective border controls,",1
"1721","The Security Council recalls its demand that all parties to an armed conflict comply fully with the obligations applicable to them under international law relating to the protection of civilians in armed conflict, including journalists, media personnel and associated personnel.",1
"1722","Article 11: Composition of the Chambers",0
"1723","Eight schools were subsequently evacuated in July.",0
"1724","Mr. Malik wanted to send United Nations police officers with Colonel Reese to meet with Brigadier General Ruak, who refused to do so in the belief that the presence of more police officers wearing blue shirts would aggravate the situation.",1
"1725","There is also a need to be more effective in preventing the misuse of non-profit organizations while ensuring that regulations are commensurate with the degree of risk and are not abusive in their application.",0
"1726","While the threat posed by Al-Qaida as a global terrorist organization has diminished, the threat of Al-Qaida affiliates and hostile ideas persists.",1
"1727","The Democratic People &apos; s Republic of Korea categorically rejects the fabricated human rights resolution against the Democratic People &apos; s Republic of Korea on the basis of tactics, lies and misleading information that have been taken in compliance with the coercion of the United States and other hostile countries in an authoritarian and arbitrary manner.",1
"1728","Algeria, Angola, Benin, Brazil, Chile, China, France, Pakistan, Philippines, Russian Federation, Spain.",0
"1729","Elsewhere, along the Blue Line, violations threaten to destabilize the fragile situation.",1
"1730","We have noted with concern the Secretary-General &apos; s assessment that many of the factors that triggered the 2006 crisis remain in society, making it vulnerable to instability.",1
"1731","In addition, President Costenica &apos; s victory of Kosovo Albanian leaders is perceived as a threat to their aspirations for the independence of the province.",1
"1732","But there can be no mistake that my country is also prepared to resist its ever-lost declaration of independence, as long as a settlement is not on the horizon.",1
"1733","In describing that unfortunate incident, the President stressed that it was malicious and unacceptable and involved potential violence in the upcoming 2012 elections.",1
"1734","To be held on Wednesday, 31 January 2001, at 1.30 p.m.",0
"1735","(e) Pre-trial cases (annex II)",0
"1736","The Committee also agreed to replace the current numbering system, which changes each time an individual or entity is added to the list, with a permanent reference number.",0
"1737","We are particularly disappointed at the very low number of returnees, the best indicator of the assessment of the situation in the Territory.",1
"1738","(b) To receive and transmit to the Committee, on a case-by-case basis, requests from listed individuals for exemption from the measures set out in paragraph 1 (b) of this resolution to determine whether entry or transit is justified, to advise the Committee to consider such requests in consultation with transit and destination States and any other States concerned, to further decide that the Committee shall approve the exception to the measures set forth in paragraph 1 (b) of this resolution only with the consent of transit and destination States, and to further advise the Committee, through the focal point, of the decision of the Committee;",0
"1739","In his latest report on the protection of civilians in armed conflict (S/2012/376), the Secretary-General noted that ""there has been little change in the deplorable situation of the protection of civilians"" and that there is a clear need to translate normative commitments into concrete improvements in the protection of civilians on the ground.",1
"1740","97. In conclusion, I would like to express my appreciation for the dedicated service of my Special Representative for the Sudan, Haile Menkerios, as well as all military, police and civilian personnel serving in UNMIS.",0
"1741","Guangdong Metals and Minerals Import & Export Corporation",0
"1742","""The Security Council notes with concern that the above-mentioned threats may threaten the security of countries on its agenda, including post-conflict States, and encourages the coordination of United Nations action as well as action by Member States to combat these threats.",0
"1743","Minoa palace - Leonidas Avdis S.A. - Crete",0
"1744","However, it is regrettable that there are also many examples of what fact-finding mechanisms would have contributed to revealing the truth, ensuring accountability and preventing further human rights violations, but at that time the Council did not take effective action for political considerations.",1
"1745","However, without a great deal of transparency - which could undermine one of the main advantages of the mechanism - it is unlikely that the mechanism will meet the requirements of an effective and independent judicial review.",1
"1746","Further decides that UNOTIL shall have the following mandate:",0
