"","en_es_DEEP","VerConf"
"1552","Las mejoras requieren la aplicación de leyes (en particular la ley sobre la eliminación de la violencia contra la mujer) que criminalicen y penalicen la violencia y las prácticas nocivas contra las mujeres y las niñas.",1
"1553","El Consejo de Seguridad está especialmente preocupado por la retirada del estatuto de refugiado y el consiguiente fin de la asistencia a muchos refugiados del [Estado vecino]... Las decisiones del [Estado afectado] a este respecto pueden dar lugar al regreso involuntario de decenas de miles de personas a una zona que no es segura ni está preparada para recibirlas.",1
"1554","También es digno de mención que otros altos representantes libaneses, como el ex primer ministro Najib Miqati, hayan declarado que ""no debería haber armas ni dentro ni fuera de los campos"".",1
"1555","Como señaló anteriormente el representante de Argelia, el proyecto de resolución, que no ha sido aprobado, contenía una condena muy clara de todos los ataques terroristas contra civiles, así como de todos los actos de violencia y destrucción.",1
"1556","El Subsecretario General interino informó sobre los acontecimientos políticos en Ucrania, incluida la celebración de las elecciones parlamentarias del 26 de octubre y las elecciones celebradas por los rebeldes en Donetsk y Lugansk el 2 de noviembre, que habían sido deploradas por el Secretario General. y muchos en la comunidad internacional.",1
"1557","Aplicar su política de género para 2003-2007 estableciendo ocho compromisos reforzados con las mujeres para garantizar la seguridad alimentaria y la incorporación de la perspectiva de género en las actividades apoyadas por el PMA, los programas de seguridad alimentaria del PMA y sus asociados y los programas en apoyo de las operaciones de mantenimiento de la paz de las Naciones Unidas.",0
"1558","Este Consejo no debería permitir que esa estrategia se vea recompensada abordando la respuesta al terrorismo en lugar del terrorismo en sí. Hay que rechazarlo, no apaciguarlo.",1
"1559","3. La situación en Chipre (27 de diciembre de 1963; 30 de julio de 2013).",0
"1560","b) Adquisiciones relacionadas con el enriquecimiento de uranio",0
"1561","La situación sobre el terreno es preocupante también en términos humanitarios. El Secretario General confirma que Irak está atravesando una crisis importante y afirma que la situación continúa deteriorándose.",1
"1562","Lamentablemente, esas advertencias no fueron atendidas.",1
"1563","La protección de los civiles es una obligación ignorada durante mucho tiempo en Somalia.",1
"1564","Los enfrentamientos se reanudaron con menos intensidad a la mañana siguiente.",0
"1565","Me preocupa que esa votación parlamentaria y ese estancamiento puedan perturbar los laboriosos avances que han alcanzado las partes interesadas somalíes y sus asociados.",1
"1566","IV. Restablecimiento de la autoridad del Estado",0
"1567","En cuanto a los instrumentos multilaterales, Guinea es parte en la Convención sobre asistencia judicial recíproca de la Organización de la Unidad Africana (OUA) (A/P.1/7, 1992).",0
"1568","Reitero que el personal de las Naciones Unidas nunca debe ser amenazado ni sancionado por realizar su trabajo, que se basa en la Carta de las Naciones Unidas y, en este caso, por mandato del Consejo de Seguridad.",1
"1569","Se estaban iniciando proyectos de transporte público municipal que están muy avanzados en la mayoría de los municipios. Los preparativos para retirar la nieve y el hielo durante el invierno incluyeron el posicionamiento previo de quitanieves en lugares estratégicos, disposiciones para esparcir sal y arena y el establecimiento de un sistema de comunicaciones confiable para responder rápidamente a las emergencias.",0
"1570","Por lo tanto, es importante que los Estados no pierdan de vista este elemento del embargo. El Comité tal vez desee recordárselo cuando surja la oportunidad, alentándolos a presentar para la inclusión en la lista los nombres de quienes brindan ""asesoramiento técnico, asistencia o capacitación relacionada con actividades militares"" (resolución 1617 (2005), párr. 1 c). ) en violación de las medidas.",1
"1571","En una reunión plenaria de nueve jueces de primera instancia y cinco jueces de apelación, se debatió extensamente la cuestión de la indemnización a las víctimas de los trágicos acontecimientos de Ruanda.",0
"1572","151. Otros, como el WGIG, si bien reconocen las ventajas de esas medidas para el cumplimiento de la ley, creen que la introducción de reglamentaciones obligatorias podría violar derechos humanos básicos.",1
"1573","18. Gulbuddin Hekmatyar (QI.H.88.03) es visto principalmente como una amenaza a la paz y la seguridad del Afganistán.",1
"1574","Abit 10 (cinta aislante) 7.182",0
"1575","Los miembros del Consejo subrayaron además que el pueblo y el Gobierno de Haití tienen la responsabilidad última de la reconciliación nacional, el mantenimiento de un entorno seguro y estable, la administración de justicia y la reconstrucción de su país.",0
"1576","Dada la jurisdicción limitada de la Unidad de Delitos Graves y el fracaso del proceso del Tribunal Ad Hoc de Indonesia, es posible que se requieran medidas correctivas adicionales para lograr justicia.",1
"1577","15. Mohammed Gazai Saad Ali Al-Mutairi",0
"1578","Exige que las partes en el conflicto adopten inmediatamente medidas apropiadas para proteger a los civiles, incluidos mujeres y niños, de todas las formas de violencia sexual, de conformidad con la resolución 1820 (2008).",1
"1579","Halilovic IT-01-48-Ar65.1 (confidencial)",0
"1580","La Representante Especial lamentó que la situación de los derechos humanos siguiera marcada por constantes violaciones y advirtió que la situación podría empeorar aún más con la adopción y aplicación de un nuevo proyecto de ley de seguridad.",1
"1581","S/RES/2068 (2012), op. 2",0
"1582","El Consejo condena todas las demás violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra niños en situaciones de conflicto armado.",1
"1583","Transmisión del caso 4 al Comité",0
"1584","a) si mediante el acto descrito en el párrafo 1 anterior causa deliberadamente la muerte, o",0
"1585","Instamos a todas las partes a actuar con moderación y evitar acciones o pronunciamientos provocadores que puedan desencadenar más violencia.",1
"1586","Mejorar el nivel de atención médica;",0
"1587","Tanto Níger como Guinea depositaron sus instrumentos de ratificación, elevando así a cinco el número de países de África Occidental que han ratificado este instrumento.",0
"1588","En opinión del Secretario General, estas credenciales están en regla.",0
"1589","El Consejo también recibió información del Alto Comisionado de las Naciones Unidas para los Refugiados sobre el vínculo entre los movimientos forzados de población y la paz y la seguridad internacionales.",0
"1590","Al mismo tiempo, Alemania y la UE han condenado repetidamente en el pasado las atrocidades terroristas que han provocado la muerte de cientos de israelíes.",1
"1591","Nos preocupa el deterioro del nivel de vida de la población como resultado de las dificultades que enfrentó el país en 2008, en particular como resultado de la crisis alimentaria mundial y los daños causados ​​por los huracanes que azotaron la isla.",1
"1592","El NRBT y el Ministerio de Finanzas con respecto a los aspectos financieros también brindarán apoyo a este grupo.",0
"1593","4. Exhorta a todos los Estados que no son Partes en el TNP a que se adhieran al Tratado como Estados no poseedores de armas nucleares a fin de lograr su universalidad en una fecha próxima y, en espera de su adhesión al Tratado, a que respeten sus condiciones;",0
"1594","Accountability [U]rga al Gobierno del [país afectado] a garantizar la plena implementación de su ""política de tolerancia cero"" con respecto a la disciplina y las violaciones de derechos humanos, incluida la violencia sexual y de género, cometidas por elementos del grupo [armado] fuerzas] e insta además a que todos los informes de tales violaciones sean investigados exhaustivamente, con el apoyo de [la misión], y que todos los responsables sean llevados ante la justicia a través de un proceso sólido e independiente.",1
"1595","""El Consejo de Seguridad condena la muerte de civiles inocentes y los abusos contra los derechos humanos en el este de la República Democrática del Congo y pide que tales incidentes sean investigados exhaustivamente.",1
"1596","La última organización nueva, Al-Fath Jabha, es una ""startup"" de un antiguo acólito de Gulbuddin Hekmatyar (QI.H.88.03).",0
"1597","El último envío se perdió mientras esperaba el transbordo en el aeropuerto el 2 de agosto de 1990.",0
"1598","531. La Comisión observa para empezar que ha identificado a 10 funcionarios de alto rango del Gobierno central, 17 funcionarios del Gobierno que operan a nivel local en Darfur, 14 miembros de los Janjaweed, 7 miembros de diversos grupos rebeldes y 3 oficiales de un ejército extranjero. (que participaron a título individual en el conflicto) sospechosos de asumir responsabilidad penal individual por los crímenes cometidos en Darfur.",1
"1599","14. Abdul Rahman Saad Marzook al-Otati",0
"1600",":: Material nuclear, incluidos uranio, plutonio y torio;",0
"1601","Sin embargo, sigo profundamente preocupado por el hecho de que los partidos, tanto los movimientos como las milicias, sigan utilizando a niños como combatientes.",1
"1602","Resolución 1925 (2010), undécimo párr. del preámbulo.",0
"1603","Acogiendo con satisfacción los esfuerzos de las autoridades burundianas para luchar contra la impunidad, en particular el juicio y la condena de algunos de los autores de la masacre de Muyinga,",1
"1604","También nos preocupa la altísima tasa de desempleo y la pobreza generalizada en el país.",1
"1605","El ministro del Interior, Lobato, llegó a la sede vestido con un chaleco antibalas y muy agitado, gritando ""mátenlos a todos"".",1
"1606","La Comisión no puede estar de acuerdo con la posición del Gobierno de que las estadísticas que representan el trabajo de los comités indican una incidencia mucho menor del delito de violación que la que informan fuentes como las Naciones Unidas, la UA y otras organizaciones nacionales e internacionales.",1
"1607","Nos preocupa profundamente que, a menos que todas las partes ejerzan una voluntad firme para frenar el terrorismo y la violencia, el proceso de paz no tendrá éxito.",1
"1608","90. Hay varias anomalías adicionales relacionadas con ambos vuelos.",0
"1609","5. La situación en Timor-Leste (15 de diciembre de 1975; 24 de febrero de 2011).",0
"1610","Dependiendo de las circunstancias de cada caso, esas personas pueden entonces ser sospechosas, bajo la doctrina de empresa criminal conjunta, de haber cometido los crímenes de lesa humanidad de asesinato de civiles y desplazamiento forzado y los crímenes de guerra de ataques indiscriminados contra civiles y destrucción de bienes civiles.",1
"1611","Los intentos actuales del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto jurídica como políticamente.",1
"1612","""El Consejo de Seguridad sigue seriamente preocupado por la situación de seguridad en la República Centroafricana.",1
"1613","b) Tipificar como delito el suministro o la recaudación intencional, por cualquier medio, directa o indirectamente, de fondos por sus nacionales o en sus territorios con la intención de que los fondos se utilicen, o a sabiendas de que se utilizarán, para llevar a cabo actos terroristas;",1
"1614","A pesar de todo lo mencionado, todavía creemos que no existe una solución militar; por el contrario, confiamos en que es contraproducente.",1
"1615","Las excavaciones se realizarán en la segunda mitad de 2013.",0
"1616","Significa que los secesionistas continúan ignorando abiertamente el derecho internacional y rechazando los principios universales de la Carta de las Naciones Unidas.",1
"1617","(c) Tres (3) fotografías tamaño pasaporte;",0
"1618","2. La situación en Sierra Leona",0
"1619","Subrayando la obligación impuesta a todos los Estados Miembros de aplicar plenamente la resolución 1373 (2001), incluso con respecto a cualquier miembro de los talibanes y la organización Al-Qaida, y a cualquier persona, grupo, empresa y entidad asociada con los talibanes y la organización Al-Qaida, que han participado en la financiación, planificación, facilitación y preparación o perpetración de actos terroristas o en el apoyo a actos terroristas, así como para facilitar el cumplimiento de obligaciones antiterroristas de conformidad con las resoluciones pertinentes del Consejo de Seguridad,",1
"1620","""El Consejo de Seguridad expresa una creciente preocupación por las graves amenazas que plantean el tráfico de drogas y la delincuencia organizada transnacional conexa a la paz y la estabilidad internacionales en África occidental y la región del Sahel, como se señala en la Estrategia Integrada de las Naciones Unidas para el Sahel.",1
"1621","Tienen su propio país, sus propias instituciones y su propia Constitución y son capaces de hacerlo por sí mismos.",0
"1622","(i) Pérdidas, daños y reclamaciones de subcontratistas y proveedores.",0
"1623","1. Condena el extremismo violento, que puede conducir al terrorismo, la violencia sectaria y la comisión de actos terroristas por combatientes terroristas extranjeros, y exige que todos los combatientes terroristas extranjeros se desarmen y pongan fin a todos los actos terroristas y a la participación en conflictos armados;",1
"1624","""Los antagonismos entre fuerzas políticas opuestas ensombrecen el reciente éxito democrático del país y amenazan su progreso hacia una estabilidad duradera"" (S/2011/540, párr. 55).",1
"1625","E. Pago o alivio a terceros",0
"1626","144. Si bien reconoce que el Jefe de las Fuerzas de Defensa se enfrentó a una huelga masiva de personal y la necesidad de mantener la disciplina de la fuerza, la Comisión observa importantes discrepancias entre las medidas adoptadas por él y los procedimientos exigidos por la ley. El Jefe de las Fuerzas de Defensa hizo un anuncio público el 16 de marzo de que los peticionarios serían considerados civiles a partir del 1 de marzo. Las Fuerzas de Defensa habían encargado asesoramiento jurídico al asesor jurídico del Consejo de Ministros designado internacionalmente. No había ningún asesor jurídico ni en las F-FDTL ni en el Ministerio.",1
"1627","Él o ella también podría convertirse en el punto focal para las posteriores actividades de formación y reestructuración.",0
"1628","Los desafíos que enfrenta el país exigen que los líderes haitianos forjen un vínculo común.",1
"1629","Se adjunta una fotografía de este marcador como apéndice F.",0
"1630","En cuanto al despliegue de la UNMISS, señaló que la fuerza estaba haciendo todo lo posible, a medida que se completaba el despliegue adicional, para ampliar su presencia fuera de las bases.",0
"1631",":: Destacar las buenas prácticas para abordar los riesgos específicos y responder a las necesidades, capacidades y prioridades de las mujeres y niñas refugiadas, desplazadas internas y apátridas en fuga, durante el desplazamiento y al regresar, incluidas las necesidades particulares de diferentes grupos de mujeres y niñas que están sujetos a formas múltiples e interseccionales de discriminación, en consulta con las organizaciones locales de la sociedad civil y las propias mujeres y niñas",0
"1632","8. La situación en Liberia (22 de enero de 1991; 25 de marzo de 2013).",0
"1633","Los tres Estados visitados han desempeñado un papel activo en la creación de organismos y/o unidades de policía especializados en la lucha contra el terrorismo y en garantizar que esas unidades reciban la capacitación y los instrumentos necesarios para desempeñar sus funciones en una variedad de esferas relacionadas con la lucha contra el terrorismo.",0
"1634","Ningún Estado implementa medidas adecuadas para proteger a las organizaciones sin fines de lucro del financiamiento del terrorismo.",1
"1635","""El Consejo de Seguridad también expresa su preocupación por el aumento de las tensiones en la región de Ituri y pide a todas las partes que ejerzan moderación.",1
"1636","Los agentes de la UIR oriental amenazaron con cargar el cuerpo del fallecido por las calles de Dili antes de llevarlo a la casa del comandante general Martin.",1
"1637","Dada la amenaza grave y universal que sigue representando el terrorismo, Francia tomó la iniciativa, durante su presidencia del Consejo de Seguridad en enero, de celebrar una reunión del Consejo a nivel ministerial sobre la lucha contra el terrorismo.",1
"1638","Además, también aumentaron los temores de que se ocuparan propiedades de minorías, con informes de una comunidad croata en el municipio de Vitina y de romaníes que viven en la ciudad de Gnjilane de que los albanokosovares habían estado revisando casas vacías y, en algunos casos, intimidando a miembros de la comunidad.",1
"1639","El arsenal de AQMI ahora puede incluir armas antiaéreas sofisticadas provenientes de Libia, aunque es poco probable que estén operativas.",1
"1640","Con este fin, el registro civil se integró plenamente en las estructuras municipales, manteniendo el Departamento la orientación política, el apoyo técnico y las responsabilidades de seguimiento y supervisión.",0
"1641","Los líderes políticos y de la sociedad civil haitianos continúan clamando por un consenso nacional en áreas clave, como el presupuesto nacional, la educación, las prioridades de recuperación y desarrollo, las elecciones y la reforma constitucional.",1
"1642","El uso general de ese equipo y el hecho de que gran parte del mismo es algo que se puede esperar que las embajadas tengan en cualquier caso en existencia respalda la conclusión de que no puede considerarse resarcible.",0
"1643","El papel de las organizaciones regionales es particularmente importante desde este punto de vista.",0
"1644","Tenemos una confianza razonable en que estos grupos no podrán socavar el proceso electoral a nivel nacional.",1
"1645","63. El número y la escala de los ataques terroristas atribuidos a Al-Qaida demuestran que la red sigue prosperando y teniendo acceso a recursos financieros suficientes para apoyar sus actividades.",0
"1646","Hubo un breve intercambio de opiniones, durante el cual un miembro del Consejo expuso sus opiniones sobre la FNUOS y un país que aporta contingentes formuló algunas preguntas al Departamento de Operaciones de Mantenimiento de la Paz.",0
"1647","n-Butilferroceno (CAS 31904-29-7);",0
"1648","Nos preocupa especialmente la falta de formación de los funcionarios de nivel medio y las importantes deficiencias que aún persisten en el ámbito judicial.",1
"1649","634. De la información reunida y verificada por la Comisión se desprende claramente que las violaciones y otras formas de violencia sexual cometidas por los Janjaweed y los soldados del Gobierno en Darfur fueron generalizadas y sistemáticas y, por lo tanto, pueden constituir un crimen contra la humanidad.",0
"1650","Alrededor de las 12.30 horas. El Sr. Malik y el Coronel Reis, Asesor Jefe de Entrenamiento Militar, que también había escuchado las comunicaciones por radio, hablaron cada uno por separado con el Representante Especial del Secretario General. Ambos hombres solicitaron y obtuvieron permiso para intervenir.",0
"1651","Esto es inaceptable y debe ser condenado categóricamente, en particular por el Consejo de Seguridad, utilizando los medios que tiene a su disposición.",1
"1652","Así, la mayoría de las violaciones de derechos humanos ocurridas en estos dos días pueden caracterizarse como una masacre en la que unidades de las fuerzas de seguridad y de las fuerzas paralelas actuando en coordinación o connivencia cometieron reiteradamente ejecuciones sumarias, torturas, desapariciones y detenciones arbitrarias. con ellos.",0
"1653","Le agradecería que tuviera a bien hacer distribuir la presente carta como documento del Consejo de Seguridad.",0
"1654","C. Kalimanzira Ministro del Interior en funciones",0
"1655","3(a)(b)(c) Ninguna 3(d)(e)",0
"1656","En todas esas discusiones, me alentó encontrar una convergencia de opiniones: todos nos maravillamos de cómo Liberia ha logrado tanto desde el fin de los combates en 2003, pero todos nos dimos cuenta plenamente de cuán impresionantes son los desafíos que aún enfrenta Liberia, y que En última instancia, no damos nada por sentado.",1
"1657","En caso de que se decidiera procesar a todas las personas que recibieron armas por posesión ilegal, la Comisión conserva registros que identifican a esas personas.",1
"1658","Insto a Hamas a que responda positivamente a esas exhortaciones.",1
"1659","Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados en violación de las obligaciones internacionales que les son aplicables, el asesinato y la mutilación de niños, la violación y otros actos de violencia sexual cometidos principalmente contra niñas, el secuestro y el desplazamiento forzado y la denegación del acceso humanitario a los niños , ataques contra escuelas y hospitales, así como trata, trabajo forzoso y todas las formas de esclavitud y todas las demás violaciones y abusos cometidos contra niños afectados por conflictos armados.",1
"1660","""Sin embargo, el Consejo de Seguridad condena enérgicamente el continuo reclutamiento y utilización de niños en conflictos armados en violación del derecho internacional aplicable, el asesinato y la mutilación de niños, la violación y otros tipos de violencia sexual, los secuestros, la denegación de acceso humanitario a los niños y los ataques contra escuelas y hospitales por las partes en un conflicto armado.",1
"1661","Tanto la resolución como el Convenio establecen que para que exista el delito de financiación del terrorismo, los fondos destinados a financiar el acto terrorista no necesitan ser producto del delito, y que el acto terrorista que los fondos estaban destinados a financiar en realidad no necesita haber tenido lugar o incluso haber sido intentado.",0
"1662","Observando con preocupación la naturaleza cambiante de la amenaza que representan Al-Qaida, Usama bin Laden y los talibanes, y otras personas, grupos, empresas y entidades asociados con ellos, en particular las formas en que se promueven las ideologías terroristas,",1
"1663","Planteamos la cuestión de la violencia para expresar nuestra impaciencia por encontrar urgentemente soluciones satisfactorias a los enormes desafíos a la unidad de la sociedad iraquí.",1
"1664","Lamentablemente, los actuales dirigentes palestinos han demostrado que son tan incapaces de ser socios en la paz como de ofrecer a su pueblo reformas y un gobierno democrático.",1
"1665","A pesar de esta decisión, la destrucción continúa.",0
"1666","Los informes indican que la intensidad de los ataques y las atrocidades cometidas en cualquier aldea extendieron tal nivel de miedo que las poblaciones de las aldeas circundantes que escaparon de esos ataques también huyeron a zonas de relativa seguridad.",1
"1667","Pero nos preocupa que la violencia pueda hacer que parte de la población se mantenga alejada de los lugares de votación en el sur y en otros lugares.",1
"1668","La resolución es el segundo cambio importante en el procesamiento de los contratos de suministro humanitario en el marco del programa desde la adopción de la resolución 1284 (1999), que aumentó la cantidad de petróleo que Irak podía vender en el marco del programa y creó nuevos procedimientos de vía rápida para ciertos bienes humanitarios. .",0
"1669","Se produjeron enfrentamientos entre las fuerzas rebeldes y las fuerzas francesas que vigilaban el alto el fuego el mismo día en que la misión estaba en la región, en Daloa, a unos 50 kilómetros de distancia.",1
"1670","La falta de tierra y de empleo, así como la inseguridad, impiden que muchos retornados se establezcan en sus comunidades de origen.",1
"1671","En nombre del Presidente de la Comisión, Nkosazana Olamini Zuma, le envío adjunto el comunicado aprobado por el Consejo de Paz y Seguridad al final de esa reunión (véase el apéndice).",0
"1672","La gran mayoría de los puestos fronterizos de la policía terrestre carecen de herramientas y equipo para desempeñar sus misiones, y los organismos nacionales de control de fronteras no cooperan suficientemente entre ellos ni con sus homólogos de los Estados vecinos.",1
"1673","En el cuartel general, la agitada intervención del Ministro del Interior, incluida la retirada de un arma del arsenal, habría contribuido a crear una atmósfera de pánico.",1
"1674","La UDI los rechazó a ambos en el momento de su muerte fetal.",1
"1675","“El Consejo de Seguridad expresa su profunda preocupación por el impacto humanitario del conflicto en el pueblo angoleño.",1
"1676","El coronel Lere envió mensajeros para comunicar la orden a los soldados que no estaban al alcance del oído.",0
"1677","El general Moges concluyó su presentación advirtiendo que, con la llegada de la estación seca, aumentaba el riesgo de nuevas hostilidades, por lo que la UNISFA había aumentado sus patrullas, pero destacó que sin diálogo no será posible evitar que la situación se deteriore. en algún momento.",1
"1678","En África occidental, la UNOWA ha desempeñado un papel destacado en el apoyo a los esfuerzos por aplicar el Plan de Acción Regional de la Comunidad Económica de los Estados de África Occidental para abordar el creciente problema del tráfico ilícito de drogas, la delincuencia organizada y el uso indebido de drogas en África Occidental.",1
"1679","El 4 de marzo, instó a que se dictaran órdenes de detención contra funcionarios del Estado, lo que provocó indignación popular y socavó las esperanzas de paz y estabilidad.",1
"1680",":: Aún se desconoce la suerte corrida por Farhan Ahmad Al-Issa y sigue desaparecido.",0
"1681","El Equipo considera que la amenaza de Al-Qaida continúa diversificándose, con la evolución de una serie de afiliados poco vinculados y el surgimiento de individuos y células radicalizados de forma autónoma que se basan en la ideología de Al-Qaida.",1
"1682","De hecho, dada la historia de interferencia extranjera, tales prescripciones no sólo serán sospechosas a los ojos de varios segmentos de la sociedad, sino que también pueden tener el potencial de exacerbar el problema.",1
"1683","Otro Estado señaló que la responsabilidad principal de la prevención recaía en el ejército nacional y su dirección de inteligencia y señaló que la presencia de campamentos de refugiados en su territorio planteaba un desafío particular.",1
"1684","Contenido visual y convergencia entre los sectores de medios y TIC;",0
"1685","En este contexto, la Unión Europea recuerda a Israel su obligación de garantizar el acceso pleno y seguro de las organizaciones humanitarias, incluida la Agencia de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente (OOPS).",1
"1686","Reconociendo la importancia de las comunidades locales, el sector privado, la sociedad civil y los medios de comunicación para aumentar la conciencia sobre las amenazas del terrorismo y abordarlas más eficazmente,",0
"1687","Asesor honorario del Consejo de la Universidad de Asia Oriental.",0
"1688","En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, el lento ritmo de progreso en otros lugares obstaculiza el intercambio de inteligencia y la alerta temprana.",1
"1689","Un pequeño número no puede implementar las medidas en absoluto y los terroristas pueden violar el embargo de armas a voluntad.",0
"1690","Al poco tiempo abandonaron las casas.",0
"1691","Luego, los miembros de la tripulación se vieron obligados a firmar contratos, redactados por una empresa de Mombasa, que incluían la estipulación de que aceptaban trabajar en un país en zona de guerra: Somalia.",0
"1692","El Consejo podría desempeñar un papel importante a la hora de garantizar el establecimiento de programas de reparación para abordar las necesidades de las víctimas.",0
"1693","""El Consejo de Seguridad pide a Burundi que impida cualquier apoyo desde su territorio a grupos armados en la República Democrática del Congo.",1
"1694","Actos de este tipo son totalmente inaceptables. La Autoridad Palestina debe poner fin a esos lanzamientos y procesar a los perpetradores.",1
"1695","Los palestinos deben poner fin a la incitación pública a la violencia y hacer todo lo posible para impedir que los militantes ataquen a Israel y provoquen así su respuesta.",1
"1696","Más allá de la zona de responsabilidad de la MINURCAT, en el este del Chad, otros acontecimientos también son motivo de preocupación.",1
"1697","7. Observa con preocupación los informes de seguimiento de los medios de comunicación de la ONUCI y los medios de comunicación a los que se hace referencia en ellos por incitar a la violencia y la reanudación del conflicto interno y destaca que sigue dispuesta a imponer sanciones contra quienes obstruyan el proceso electoral, específicamente la acción de la Comisión Electoral Independiente y todos los demás operadores involucrados, y la proclamación y certificación de los resultados de las elecciones presidenciales y parlamentarias;",1
"1698","Aunque el comando de la PNTL no aprobó los ataques del 23 y 24 de mayo en los que participaron algunos oficiales de la PNTL, están relacionados con la ruptura de la cadena de mando, el faccionalismo existente y un historial previo de responsabilidad limitada.",1
"1699","En este contexto, diré unas palabras sobre la resolución del Consejo recientemente aprobada sobre el Yemen, una condena largamente esperada de los abusos del Gobierno yemení.",1
"1700","Función oficial: Inspector General de las Fuerzas Armadas",0
"1701","95. La reunión pública concluyó y, alrededor de las 17.10 horas, la Sra. Bhutto bajó las escaleras de madera y entró en su Land Cruiser.",0
"1702","Tomando nota de los informes provisional y final (S/2008/772 y S/2008/773) del Grupo de Expertos sobre la República Democrática del Congo (""el Grupo de Expertos"") establecido en virtud de la resolución 1771 (2007) y prorrogada de conformidad con la resolución 1807 (2008) y sus recomendaciones,",0
"1703","Bosnia y Herzegovina expresa su preocupación por el actual estancamiento político en el establecimiento de un nuevo Gobierno y la definición de un proceso claro de reforma constitucional.",1
"1704","El proceso de examen ha dado como resultado la confirmación de la inclusión en la lista de todas las personas que, si bien no se incluyen únicamente sobre esa base, son principalmente conocidas por su papel de proporcionar justificación ideológica de la violencia relacionada con Al-Qaida a nuevos reclutas o a un público más amplio. Esto a pesar de que las sanciones en sí mismas tienen poco o ningún impacto en su herramienta clave: la capacidad de comunicar y persuadir a través de Internet.",1
"1705","Más importante aún, les insta a cumplir estrictamente el plazo para la celebración de elecciones democráticas en noviembre de 2015.",0
"1706","b) Trabajar con los Estados y la Subdivisión de Prevención del Terrorismo de la Oficina de las Naciones Unidas contra la Droga y el Delito para promover las mejores prácticas y facilitar el desarrollo de capacidades y la capacitación de los miembros del poder judicial, los organismos encargados de hacer cumplir la ley y otros funcionarios públicos pertinentes en los procedimientos para solicitar y prestación de asistencia en investigaciones penales, asistencia jurídica mutua y cuestiones de extradición;",0
"1707","Se seleccionaron mujeres para 92 de los 600 puestos.",0
"1708","3. Durante el período que abarca el informe se presentaron trece nuevos casos a la Oficina del Defensor del Pueblo, con lo que el número total de solicitudes de exclusión de la lista presentadas desde el establecimiento de la Oficina ascendía a 49 al 31 de julio de 2013.",0
"1709","Si bien el Gobierno y el PCN-M han hecho esfuerzos para abordar el problema del pago del personal inhabilitado del PCN-M, no ha habido ningún compromiso con fondos o programas para la recuperación y reintegración de los niños afectados por el conflicto armado, incluidos muchos liberados informalmente, y ha habido un entusiasmo limitado por la oferta de asistencia de las Naciones Unidas.",1
"1710","También es indiscutible que, como Potencia ocupante, Armenia tiene responsabilidad directa por la comisión de esos delitos.",1
"1711","Las demandas de UNMIK y KFOR de datos sobre la presencia del ANA dentro del KPC encontraron una respuesta muy característica del comandante del Cuerpo, quien dijo que, bajo sus limitados poderes, no podía ofrecer más información.",1
"1712","Sobre la base de un análisis exhaustivo de la información reunida en el curso de sus investigaciones, la Comisión estableció que el Gobierno del Sudán y los Janjaweed son responsables de graves violaciones del derecho internacional humanitario y de los derechos humanos que constituyen crímenes de derecho internacional.",1
"1713","Al discutir el papel del Presidente, varios participantes reconocieron que se debían evitar dos ""trampas"": primero, seguir una agenda nacional para orientar al Consejo hacia intereses específicos; y, en segundo lugar, asumir un estilo de liderazgo excesivamente retraído y formulista.",0
"1714","4. En abril, la Asamblea Legislativa Nacional aprobó el proyecto de ley sobre las elecciones nacionales y el proyecto de ley sobre el petróleo, que están pendientes de la firma del Presidente.",0
"1715","Los Servicios de Inmigración y Aduanas de Nueva Zelanda tienen acuerdos similares.",0
"1716","30. Los riesgos potenciales de llevar a los no signatarios a la mesa de negociaciones incluyen la insistencia de las partes en condiciones previas poco realistas para las negociaciones. Otro riesgo es la intransigencia de las partes frente a las negociaciones y durante las mismas. Estos riesgos pueden mitigarse estableciendo posiciones unificadas entre la comunidad internacional con respecto al proceso de paz y manteniendo un diálogo estrecho con las partes. Otro riesgo es el establecimiento de iniciativas paralelas de procesos de paz por parte de socios regionales y/o internacionales que socaven este elemento del marco.",1
"1717","El Grupo observó esta aeronave en el Aeropuerto Internacional de Jartum en febrero de 2007 y posteriormente registró la operación de este helicóptero en el Aeropuerto de El Fasher en agosto de 2007 (véase la figura 6).",0
"1718","Los participantes coincidieron en que la presencia de AlQaida en la Península Arábiga en el Yemen planteaba un importante desafío para una transición pacífica y subrayaron la necesidad de que se prestara apoyo internacional específico al Yemen para combatir el terrorismo.",1
"1719","18. Estas tendencias se manifiestan en varias situaciones de conflicto contemporáneas que figuran en el programa del Consejo.",1
"1720","Reclamación del Gobierno No. 56, Reclamación de la UNCC No. 5000188",0
"1721","Además, Chile opina que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena de los ataques suicidas contra civiles únicamente.",1
