"","es","VerConf"
"1566","Los miembros de la tripulación se vieron obligados a firmar contratos redactados por una empresa de Mombasa en los que se estipulaba que se avenían a trabajar en un país declarado zona de guerra, Somalia.",0
"1567","De acuerdo con esas recomendaciones, se sugiere que el Comité: a) aliente a los Estados a que, antes de proponer un nombre para la lista y sin perjuicio de su derecho a continuar la presentación, examinen la posibilidad de ponerse en contacto con el Estado de residencia o ciudadanía de la persona cuya inclusión se propone; b) aclare el procedimiento que se ha de seguir en los casos en que personas inocentes pueden sufrir la congelación de sus activos por parte de un Estado por error, debido a que su nombre es similar al de alguien incluido en la lista, c) exija que los Estados remitan las solicitudes de supresión de nombres de la lista al Comité, aún si tienen objeciones a determinadas peticiones, de modo que el Comité sea quien decida en última instancia; d) amplíe el número de Estados que pueden presentar peticiones de supresión de nombres; e) procure alcanzar una decisión sobre las peticiones de supresión dentro de un plazo establecido, cuando sea posible, y que notifique el resultado al Estado que presenta la petición; f) aclare que existe la posibilidad de suprimir nombres de la lista, bajo determinadas condiciones, en los casos en que se haya incluido a una parte por error y en los casos de las personas que renuncien al terrorismo y demuestren a satisfacción del Comité que ya no están asociadas con Al-Qaida o los talibanes; y g) permita, en las circunstancias apropiadas, la supresión de la lista de los nombres de personas fallecidas (S/2005/572, párrs. 28, 31 y 55 a 57 y nota 26).",0
"1568","b) La aplicación de las disposiciones pendientes a que se hace referencia en el párrafo 12 supra, recordando a ese respecto que la realización simultánea del proceso de identificación y del acantonamiento de las fuerzas, según lo dispuesto en el programa nacional de desarme, desmovilización, reintegración y rehabilitación firmado en Yamoussoukro el 14 de mayo de 2005, serviría para acelerar la creación de condiciones propicias para la celebración de elecciones libres, imparciales, abiertas y transparentes;",1
"1569","El Teniente General Dos Santos Cruz añadió que era posible que los principios de mantenimiento de la paz de las Naciones Unidas -- a saber, el consentimiento de las partes, la imparcialidad y la no utilización de la fuerza salvo en legítima defensa y en defensa del mandato -- no siempre se aplicaran contra grupos criminales armados en las misiones contemporáneas, y que su aplicación podría revisarse y adaptarse a las amenazas contemporáneas y al contexto de la violencia que los civiles inocentes y efectivos de mantenimiento de la paz sufrían en zonas de conflicto.",0
"1570","La situación en Côte d'Ivoire (20 de diciembre de 2002; 30 de junio de 2010)",0
"1571","En la resolución se reitera la importancia de cumplir esas obligaciones y se hace hincapié en que ninguna de las partes deberá emprender actividad alguna que contravenga esas obligaciones o perjudique las negociaciones sobre el estatuto definitivo.",1
"1572","El Consejo de Seguridad debe reconocer que la lucha contra el extremismo violento es un elemento esencial de la respuesta de la comunidad internacional ante esta amenaza.",1
"1573","El hecho de contar con criterios y listas de inscripción comunes a los efectos de acceder a la condición de beneficiario servirá para que haya un sistema coordinado en cuyo marco los beneficiarios recibirán alimentos o dinero en efectivo.",0
"1574","2. La situación en Sierra Leona",0
"1575","Por nuestra parte, consideramos que la cuestión de la legitimidad está directamente relacionada con la celebración de las elecciones, cuyos preparativos están en marcha en el Órgano Conjunto de Gestión Electoral.",1
"1576","12. Seguir ocupándose de la cuestión.",0
"1577","La evolución sostenida de la situación en esa dirección pondría en peligro los esfuerzos para restaurar y reconstruir el país y, a largo plazo, amenazaría la paz y la estabilidad en toda la región.",1
"1578","Instando a los Estados a que cooperen plenamente con el Comité contra el Terrorismo establecido en virtud de la resolución 1373 (2001), con inclusión de su recientemente establecida Dirección Ejecutiva, el Comité de Sanciones contra Al-Qaida y los Talibanes establecido en virtud de la resolución 1267 (1999) y su equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones y el Comité establecido en virtud de la resolución 1540 (2004), e instando además a esos órganos a que estrechen la cooperación entre ellos,",0
"1579","Hecho en Kampala el 22 de noviembre de 2002.",0
"1580","Este conflicto es también una guerra de información (manipulación y desinformación).",0
"1581","El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable y exige que las partes en los conflictos armados cumplan estrictamente las obligaciones que les corresponden en virtud del derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, y apliquen todas las decisiones pertinentes del Consejo de Seguridad.",1
"1582","Tengo el honor de trasmitir adjunto el informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los tabilanes y personas y entidades asociadas en el que se consigna la posición del Comité con respecto a las recomendaciones formuladas en el sexto informe del Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones (S/2007/132, apéndice) (véase el anexo).",0
"1583","En su resolución 1977 (2011), el Consejo de Seguridad alienta expresamente al Comité establecido en virtud de la resolución 1540 (2004) a recurrir, entre otras fuentes, a expertos pertinentes del sector privado.",0
"1584","Los agentes orientales de la UIR amenazaron con pasear el cadáver del difunto por las calles de Dili antes de llevarlo a la residencia del Comandante General Martins.",1
"1585","Las pruebas demuestran que hay razones para sospechar que seis soldados de las F-FDTL son culpables de homicidios.",1
"1586","El Consejo de Seguridad condena además el terrorismo en todas sus formas y manifestaciones, comoquiera que se cometa y quienquiera que lo cometa.",1
"1587","Informes del Secretario General sobre la situación en Abyei (S/2011/451).",0
"1588","Desde entonces se había cancelado la matrícula de los aviones (véase el anexo V) y oficialmente no se conoce ningún nuevo explotador ni propietario.",0
"1589","Unas 1.615 escuelas en Siria funcionan actualmente en régimen de turnos dobles.",0
"1590","Condenando todos los ataques contra el personal de mantenimiento de la paz de las Naciones Unidas y el personal humanitario, sean quienes sean sus autores, y poniendo de relieve que los responsables de esos ataques deben comparecer ante la justicia.",1
"1591","Reafirma su condena inequívoca de todos los actos, métodos y prácticas de terrorismo por ser criminales e injustificables, cualquiera que sea su motivación, en todas sus formas y manifestaciones, dondequiera se cometan y quienquiera que los cometa,",1
"1592","El Presidente Gusmão ordenó a los peticionarios que regresaran al centro de capacitación de las F-FDTL en Metinaro y participaran en una comisión de investigación que examinaría las denuncias hechas en la petición.",1
"1593","El Consejo de Seguridad encomia los esfuerzos continuados del Grupo de Contacto sobre la piratería frente a las costas de Somalia por coordinar las medidas internacionales en diversos aspectos de la lucha contra la piratería.",0
"1594","En el período comprendido entre el 25 de noviembre de 1998 y el 26 de febrero de 1999, se llevaron a cabo 149 inspecciones, 56 en la República Srpska y 93 en la Federación.",0
"1595","No debemos subestimar la amenaza que plantean en el Afganistán las actividades desestabilizadoras de los talibanes y Al-Qaida.",1
"1596","Los fondos restantes se utilizarán para financiar la aplicación de medidas adicionales de mitigación, entre ellas la capacitación antes del despliegue y el establecimiento de sistemas de alerta y vigilancia, incluso con equipos caninos, en los campamentos de la MINUSMA.",0
"1597","La falta de tierra y empleo y la inseguridad impiden a muchas de las personas que vuelven asentarse en sus comunidades de origen.",1
"1598","Los desafíos socioeconómicos que enfrenta el Afganistán son importantes.",1
"1599","También reiteraron su grave preocupación en lo referente a los problemas del terrorismo, la piratería, la toma de rehenes y la grave situación humanitaria. En ese contexto, subrayaron la necesidad de la pronta aplicación de todas las resoluciones pertinentes del Consejo de Seguridad, incluidas las que debían aplicar las instituciones federales de transición, según correspondiese.",1
"1600","Estados Unidos de América: proyecto de resolución",0
"1601","La investigación técnica concluyó, entre otras cosas, que el daño observado en la sección delantera de la aeronave parece indicar que esta fue penetrada por un elevado número de objetos con gran energía desde fuera de la aeronave.",0
"1602","Debo decir que el tema que ha fijado para nuestro debate de hoy, si bien apasionante, constituye un gran desafío.",1
"1603","Las autoridades de la República Democrática del Congo tienen la obligación internacional de velar por que su país no sea utilizado como base desde donde estos rebeldes ataquen a Uganda.",0
"1604","Sin embargo, nos preocupa que la toma de decisiones clave esté siendo menguada hasta ahora por una falta de consenso político.",1
"1605","Da instrucciones a la Comisión para que haga un análisis sobre la financiación de las actividades de la CEDEAO a fin de garantizar que las instituciones cuenten con recursos suficientes.",1
"1606","No se verifica el valor de los diamantes al exportarlos de la República Unida de Tanzanía, ya que no se dispone de pericia para hacerlo, pero se los pesa y se verifica su valor al ingresar a Amberes.",0
"1607","En la resolución 2122 (2013), el Consejo expresa preocupación porque en las situaciones de conflicto armado y posteriores a conflictos se exacerba la vulnerabilidad de las mujeres, particularmente en relación con el desplazamiento forzado, como consecuencia de la desigualdad en los derechos de ciudadanía, la aplicación sesgada de las leyes de asilo en función del género y los obstáculos para registrarse y obtener documentos de identidad que existen en muchas situaciones.",1
"1608","Lugar de nacimiento: Abidján (Côte d'Ivoire)",0
"1609","Durante nuestro anterior debate Bélgica había compartido la inquietud expresada por el Secretario General ante los peligros que representa la violencia en el Iraq para una sociedad, unas instituciones y un proceso político que siguen siendo frágiles.",1
"1610","d) El enfrentamiento armado entre soldados de las F-FDTL y agentes de la PNTL en el cuartel general de esta última el 25 de mayo, que provocó numerosos heridos y la muerte de un soldado de las F-FDTL, Bure.",1
"1611","En la práctica, en derecho penal internacional el concepto de asociación ilícita cobra mayor significación que en la mayoría de los ordenamientos jurídicos nacionales porque la mayoría de los crímenes internacionales (crímenes de lesa humanidad, de genocidio y la mayoría de los crímenes de guerra) son actos en que el resultado criminal definitivo sólo puede lograrse mediante la participación de muchas personas.",0
"1612","Sin embargo, se produjeron claras diferencias entre las observaciones según fueran hechas en los lugares de inscripción situados en campamentos o fuera de ellos.",0
"1613","Esta forma de proceder nos preocupa enormemente, ya que con ello se corre el grave peligro de socavar la integridad de las operaciones de las Naciones Unidas.",1
"1614","Las frecuentes peticiones de los grupos para que se les hagan donaciones, así como su afirmación de que no pueden lanzar ataques por falta de dinero, han dado lugar a un mayor énfasis en la inclusión de financieros en la Lista.",1
"1615","La Organización de Cooperación Islámica pide que se ponga fin a la ocupación militar israelí del territorio palestino, incluida Jerusalén Oriental, y a las acciones ilícitas de la Potencia ocupante que se han cobrado la vida de miles de civiles, han causado destrucciones masivas y han agravado las penurias socioeconómicas y humanitarias del pueblo palestino en contravención del derecho internacional, en particular el derecho humanitario y el derecho de los derechos humanos.",1
"1616","VII. REDUCCIÓN DE LOS EFECTIVOS Y FASE DE LIQUIDACIÓN DE LA MONUA",0
"1617","Si bien Pristina y Belgrado condenaron enérgicamente el incidente y exigieron la detención de los perpetradores, cada parte ha culpado a la otra de provocar el incidente.",1
"1618","La mayoría de los Estados tienen capacidad limitada de congelar sin demora fondos y activos y ninguno de ellos ha puesto en vigor medidas adecuadas para proteger a las organizaciones sin fines de lucro de ser utilizadas para la financiación del terrorismo.",1
"1619","A unos 50 kilómetros de Daloa, el mismo día en que la Misión se hallaba en la región, hubo enfrentamientos entre las fuerzas rebeldes y las fuerzas francesas que vigilaban la cesación del fuego.",1
"1620","Decide establecer un tribunal internacional con la finalidad exclusiva de enjuiciar a los presuntos responsables de graves violaciones del derecho internacional humanitario cometidas en el territorio de [Estado afectado] entre [fechas].",0
"1621","Párrafo 2 a): expulsión de Liberia de todos los miembros del FRU ...",0
"1622","Por su parte, el caso de la Comisión de Reclamaciones Eritrea-Etiopía muestra que los mecanismos para el pago y ejecución de las decisiones de un tercero respecto a reclamaciones masivas puede suscitar grandes dificultades.",1
"1623","Los trabajos se iniciaron en agosto y septiembre en 17 de los 19 emplazamientos previstos.",0
"1624","Un Estado citó el ejemplo de personas a las que se había denegado la entrada durante el pasado decenio por ser sospechosas de haber participado en actividades terroristas internacionales.",1
"1625","A pesar de la derrota militar del M23, los grupos armados congoleños y extranjeros, incluidas las Fuerzas Democráticas Aliadas (FDA), las Fuerzas Democráticas de Liberación de Rwanda (FDLR) y los numerosos grupos Mayi Mayi, siguen constituyendo una amenaza para la población civil y la estabilidad y el desarrollo del este de la República Democrática del Congo y la región de los Grandes Lagos.",1
"1626","El Consejo de Seguridad reafirma el papel esencial que desempeñan las mujeres en la prevención y solución de los conflictos, las negociaciones de paz, la consolidación y el mantenimiento de la paz, la respuesta humanitaria y la reconstrucción después de los conflictos, reafirma además la importancia de la prevención de la violencia sexual y la protección frente a ella en los conflictos armados y las situaciones posteriores a conflictos y destaca la necesidad de que las Naciones Unidas y las organizaciones regionales y subregionales procuren asegurar la plena integración de la mujer y de la perspectiva de género en todas las actividades relacionadas con la paz y la seguridad que emprendan las Naciones Unidas y las organizaciones regionales y subregionales, incluso desarrollando la capacidad necesaria para ello.",0
"1627","Instamos a Israel a que respete sus obligaciones con respecto a la población de los territorios ocupados.",1
"1628","La liquidación de la ONUB se ha llevado a cabo sin tropiezos, y al 30 de abril, ya se había transferido la mayor parte de sus bienes a la Oficina Integrada de las Naciones Unidas en Burundi (BINUB).",0
"1629","Pese a nuestra valoración de que es difícil lograr una cesación del fuego completa en estos momentos, sigo opinando que la comunidad internacional debe dejar en claro su postura sobre la necesidad de una cesación inmediata de las hostilidades y de que Israel realice un esfuerzo mucho mayor y más fiable para proteger a los civiles y la infraestructura civil mientras se establecen las condiciones de esa cesación con carácter de urgencia.",1
"1630","Mi delegación condena con firmeza esos hechos de violencia y expresa sus condolencias a la familia del pediatra fallecido.",1
"1631","En las consultas plenarias, los miembros del Consejo expresaron preocupación por el continuo deterioro de la situación humanitaria y condenaron las violaciones del derecho internacional humanitario por todas las partes en el conflicto sirio.",1
"1632","Resulta alentador que se haya seguido avanzando en la totalidad de las cuatro esferas prioritarias asignadas a la UNMIT, incluidas las iniciativas de diálogo sobre los principales problemas del país, el logro de nuevos progresos en la reasunción por la policía nacional de la responsabilidad primordial por las funciones de policía, la promulgación de un conjunto de medidas legislativas sobre seguridad nacional, el Plan Nacional de Desarrollo Estratégico y el Plan estratégico para el sector de la justicia de Timor-Leste.",1
"1633","Los participantes prometieron apoyar la firma de un acuerdo de paz, pidieron que se reforzara la capacidad de la MINUSMA y se comprometieron a intensificar la cooperación regional en materia de seguridad para combatir el terrorismo.",0
"1634","3) El infractor será castigado con pena de prisión de 5 a 15 años de duración y además, si así lo considera adecuado el tribunal, con el decomiso de bienes, o con una condena de carácter excepcional:",1
"1635","Asimismo, expresó que el hecho de que el Parlamento libanés no hubiera elegido un nuevo Presidente había socavado la estabilidad del Líbano y su capacidad de recuperación desde el comienzo del conflicto en la República Árabe Siria.",1
"1636","Esa noche, en un anuncio hecho por radio, un agente oriental de la PNTL acusó al Comandante General Martins y al Comandante Adjunto Babo de la muerte del agente de la UIR.",1
"1637","Desafiamos a quien diga que en estos momentos hay un estallido de violencia o batalla en cualquier lugar del Sudán.",1
"1638","En especial, quisiera destacar que los talibanes -- según concluye su informe -- continúan siendo una amenaza real para la reconstrucción y estabilidad del país, y contenerlos es un aspecto esencial"".",1
"1639","El estado del Nilo Azul sigue siendo motivo de preocupación para nosotros.",1
"1640","b) Contribuir a la protección de los civiles que se encuentren en peligro inminente de violencia física en las zonas en que esté desplegada, sin perjuicio de la responsabilidad que incumbe al [Estado afectado] ...",0
"1641","Sin embargo, no hay indicios de que se trate de recluta forzada.",0
"1642","Después de la llegada de tropas leales al Presidente Yusuf y de su despliegue en una zona cercana a Jawhar, al sur de la población, a principios de septiembre, se informó de que el Ministro de Comercio, Muse Sudi Yallahow, había enviado varios ""vehículos técnicos"" para reforzar sus efectivos en Balad, al sur de Jawhar.",0
"1643","La reforma del sector de la seguridad sigue siendo uno de los principales retos para la paz y la estabilidad a largo plazo.",1
"1644","A. Naturaleza y propósito de los procedimientos",0
"1645","Las elecciones que se celebran tras un conflicto prolongado procuran crear legitimidad política para el orden posterior a la guerra.",0
"1646","En consecuencia, tras celebrar consultas con el Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006), deseo informarle de que he nombrado al Sr. George Lopez (experto de los Estados Unidos de América en finanzas) y al Sr. Takehiko Yamamoto (experto del Japón en cuestiones nucleares) para que formen parte del Grupo de Expertos y se encarguen de las tareas indicadas en el párrafo 26 de la resolución.",0
"1647","Los signatarios también se comprometieron a realizar una campaña electoral transparente y honesta y a crear una comisión parlamentaria sobre la corrupción en la legislatura siguiente.",0
"1648","El Consejo condena enérgicamente a los talibanes por haber iniciado en julio de 1999, sólo una semana después de la reunión del grupo de los `Seis más Dos' en Tashkent, una nueva ofensiva, pese a las demandas reiteradas del Consejo de que cesaran los combates.",1
"1649","Preocupan profundamente a Azerbaiyán las continuas actividades ilegales de asentamiento en los territorios palestinos ocupados.",1
"1650","Es posible que los diamantes de Côte d'Ivoire ingresen en las cadenas de suministro del Proceso de Kimberley, con lo cual se comprometería la fiabilidad del sistema de certificación del Proceso de Kimberley.",1
"1651","Sin embargo, a pesar de esos avances, todavía persisten algunos desafíos a la autoridad del Gobierno y a su control efectivo sobre el territorio nacional.",1
"1652","El 12 de noviembre el Consejo aprobó por unanimidad la resolución 2184 (2014), en la que prorrogó otros 12 meses la autorización concedida a Estados y organizaciones regionales para combatir la piratería frente a las costas de Somalia. En la resolución se subrayaba la necesidad de una respuesta amplia a la piratería, en particular abordando sus causas subyacentes; se pedía la liberación inmediata e incondicional de todos los rehenes mantenidos por los piratas somalíes; y se instaba a los Estados a que velaran por que las actividades de lucha contra la piratería tuvieran en cuenta la necesidad de proteger de la explotación a las mujeres y las niñas.",0
"1653","Queda claro que, cuando la MINURCAT empiece a retirarse de Birao el 21 de octubre de 2010, es muy posible que las fuerzas nacionales de la República Centroafricana no estén inmediatamente en condiciones de desplegar y mantener contingentes adicionales.",1
"1654","Cuando la UNMIK y la KFOR pidieron datos acerca de la presencia del Ejército en el Cuerpo de Protección de Kosovo, recibieron una respuesta muy típica del comandante del Cuerpo, que dijo que, habida cuenta de sus competencias limitadas, no podía facilitar más información.",1
"1655","Que se celebrará el jueves 18 de diciembre de 2008, a las 10.00 horas",0
"1656","El Consejo expresa su profunda preocupación ante el hecho de que los civiles sigan constituyendo la mayoría de las víctimas de los actos de violencia cometidos por las partes en los conflictos armados, incluso como resultado de ataques dirigidos deliberadamente contra ellos, el uso indiscriminado y excesivo de la fuerza, la utilización de civiles como escudos humanos y la violencia sexual y de género, así como de todos los demás actos cometidos en violación del derecho internacional aplicable.",1
"1657","El Equipo siguió promoviendo y fomentando los intercambios con los expertos nombrados para ayudar al Comité contra el Terrorismo y a la nueva Dirección Ejecutiva del Comité contra el Terrorismo, y participó en tres reuniones del Comité en que se hicieron exposiciones sobre esferas pertinentes a la labor del Equipo.",0
"1658","El mitin concluyó y aproximadamente a las 17.10 horas la Sra. Bhutto descendió las escaleras de madera y penetró en el Land Cruiser.",0
"1659","El Consejo de Seguridad reafirma la obligación de todos los Estados Miembros de arreglar las controversias y resolver los conflictos de conformidad con la Carta de las Naciones Unidas, y exhorta a la comunidad internacional a que apoye, según proceda, las iniciativas de las organizaciones regionales y subregionales destinadas al arreglo pacífico de las controversias y la prevención y resolución de los conflictos de conformidad con la Carta de las Naciones Unidas y las resoluciones del Consejo de Seguridad pertinentes.",0
"1660","El Consejo ejercerá especial vigilancia respecto de quienes podrían tratar de obstaculizar el proceso de transición, en particular de quienes podrían contravenir el embargo de armas en la República Democrática del Congo o negarse a participar en los procesos de desarme, desmovilización y reintegración; de desarme, desmovilización, reintegración, repatriación o reasentamiento, y de integración de las fuerzas armadas de la República Democrática del Congo.",1
"1661","La EEI facilitó una lista de estos bienes, incluidos sus números de serie y modelo, así como una estimación de su valor. La EEI no indicaba la edad de los bienes, ni introdujo ningún ajuste para tener en cuenta la depreciación.",0
"1662","Ello es importante para fortalecer la capacidad de la Misión de brindar genuina protección a la población civil congoleña, víctima de un obvio desastre humanitario, como recalcó el Sr. Doss, y de violaciones en masa de los derechos humanos, en particular actos de violencia dirigidos contra las mujeres y los niños.",1
"1663","En ambos casos, la acusación ha acabado de presentar sus argumentaciones.",0
"1664","Enfrentamos una situación que exige medidas urgentes.",0
"1665","La Alta Comisionada expresó su preocupación por la continuación de los abusos generalizados y el ambiente de impunidad imperante en todo el país, especialmente en la zona de confianza, y la erosión del imperio de la ley en las zonas controladas por el Gobierno y las Forces Nouvelles.",1
"1666","El caso que acaba de describirse ha suscitado atención, pero el Grupo ha observado varios ejemplos, sobre los cuales no se ha informado, de importación de vehículos para uso militar.",0
"1667","10. Reitera la importancia de que todos los Estados determinen, y en caso necesario adopten, procedimientos adecuados para aplicar plenamente todos los aspectos de las medidas descritas en el párrafo 1, insta encarecidamente a todos los Estados Miembros a que pongan en práctica las normas internacionales completas incorporadas en las cuarenta recomendaciones revisadas sobre la lucha contra el blanqueo de dinero y la financiación del terrorismo y la proliferación formuladas por el Grupo de Acción Financiera, en particular la recomendación 6 relativa a las sanciones financieras selectivas que se refieren al terrorismo y la financiación del terrorismo;",1
"1668","Es evidente que todas las instituciones encargadas de establecer el orden público enfrentan graves desafíos.",1
"1669","En ese contexto, el Programa de las Naciones Unidas para los Asentamientos Humanos y la Organización de las Naciones Unidas para la Agricultura y la Alimentación enviaron misiones de evaluación sobre el terreno para examinar cuestiones relativas a la vivienda, las tierras y las propiedades.",0
"1670","También se reconoció que, en el marco de sus actividades, el Comité debía proseguir con la labor de concienciación acerca de los tratados multilaterales cuyo objetivo es eliminar las armas de destrucción en masa o prevenir su proliferación, a fin de contribuir a su universalidad.",0
"1671","Se ha logrado un progreso destacado, pero el complejo clima político, económico y de seguridad sigue presentando enormes desafíos a los dirigentes elegidos encargados de la normalización de nuestro país.",1
"1672","""El Consejo de Seguridad observa con preocupación el aplazamiento de la primera ronda de las elecciones presidenciales, cuya celebración, prevista para el 29 de noviembre de 2009, según el comunicado de fecha 18 de mayo de 2009 del Marco Consultivo Permanente establecido por el Acuerdo Político de Uagadugú, había sido aprobada por todos los principales actores políticos de Côte d'Ivoire.",1
"1673","La población de Côte d'Ivoire siempre había vivido en armonía.",0
"1674","En general, las donaciones caritativas constituyen un recurso financiero indispensable, sobre todo en muchos Estados en desarrollo y en aquellos que han sufrido grandes catástrofes.",0
"1675","Tengo el honor de informarle que, en su calidad de Presidente del Consejo de Seguridad durante el mes de agosto, el Reino Unido ha previsto celebrar una reunión informativa el 19 de agosto, fecha en que se celebra el Día Mundial de la Asistencia Humanitaria. La reunión se centrará en la protección de los trabajadores humanitarios, en relación con el tema del programa sobre la protección de los civiles en los conflictos armados.",0
"1676","8. Cuadro del período clásico que representa una escena campestre holandesa.",0
"1677","e) Suministros y material de mantenimiento: 703.572 dólares de los EE.UU.",0
"1678","Por último, sabemos que la vía hacia la democracia no es un camino recto.",0
"1679","Instamos a todas las partes a que procedan con moderación y eviten llevar a cabo acciones o pronunciamientos que puedan instigar más violencia.",1
"1680","2. -Gestión de capitales, bienes o valores,",0
"1681","17. La situación en la región de los Grandes Lagos (1 de noviembre de 1996; 9 de noviembre de 2009).",0
"1682","La decisión de mantener en secreto los nombres de los sospechosos de tener responsabilidad en la comisión de crímenes internacionales en Darfur tiene tres razones básicas. En primer lugar, dar a conocer los nombres de esas personas sería contrario a los principios elementales del respeto de las debidas garantías procesales.",0
"1683",":: Restricciones o reglamentación, en su caso, acerca del movimiento de objetos preciosos, como oro, diamantes y otros artículos conexos.",0
"1684","El debate de hoy trata de un asunto urgente.",1
"1685","Esas acciones pueden considerarse como una participación indirecta en el engaño a la opinión pública y el desprecio de la posición del Gobierno de Siria con respecto a los acontecimientos ocurridos en su propio territorio. Se trata de una incitación irresponsable a toda suerte de actos violentos, proporcionando cobertura internacional a los actos terroristas internacionales emprendidos por grupos terroristas contra Siria, sus intereses y su pueblo.",1
"1686","Condenamos todos los actos y delitos perpetrados por motivos étnicos en Kosovo.",1
"1687","A pesar de disponer de abundantes pruebas para ello, en ningún momento el Gobierno de los Estados Unidos ha mostrado la intención de procesar judicialmente a Posada Carriles por sus acciones terroristas.",1
"1688","Los días 3 y 7 de octubre el Consejo emitió comunicados de prensa en que condenaba los ataques recientes contra la MINUSMA (SC/11587 y SC/11591).",1
"1689","También será indispensable proporcionar a los países los medios de reconstruir y modernizar sus economías.",0
"1690","S/RES/1820 (2008), párr. 3",0
"1691","La presente sinopsis no es en absoluto exhaustiva.",0
"1692","El Ministro del Interior, Sr. Lobato, llegó al cuartel general con un chaleco antimetralla y en un estado de gran agitación gritando ""mátenlos a todos"".",1
"1693","2. Análisis y valoración 115 - 116 37",0
"1694","Se han expresado algunas preocupaciones acerca de la imparcialidad del empadronamiento, las más recientes de ellas formuladas por varios candidatos presidenciales.",1
"1695","De acuerdo con las pruebas de que dispone la Comisión, al menos desde el 21 de mayo el Primer Ministro Alkatiri tenía conocimiento de las denuncias de transferencia de armas a civiles.",1
"1696","Bin Laden necesita ofrecer un contrapeso a la acción de Zarqawi y demostrar que puede seguir actuando en todas partes del mundo montando ataques espectaculares en otros lugares, para poder retomar el proyecto estratégico que había adoptado antes de perder su base en el Afganistán en 2001.",0
"1697","Áreas de evaluación Todos los Estados visitados han aprobado leyes que otorgan a las autoridades judiciales, fiscales y policiales las facultades necesarias para luchar contra el terrorismo.",0
"1698","El Consejo de Seguridad recuerda su exigencia de que todas las partes en un conflicto armado cumplan plenamente las obligaciones que les incumben de conformidad con el derecho internacional relativas a la protección de los civiles en los conflictos armados, incluidos los periodistas, los profesionales de los medios de comunicación y el personal conexo.",1
"1699","La situación en Côte d'Ivoire (véanse S/2002/30/Add.50 y S/2003/40/Add.5 y 17; véase también S/2003/40/Add.11)",0
"1700","El 14 de diciembre de 2004, comenzaron en Nyamena las conversaciones entre el Gobierno del Sudán y una delegación del MNRD con la mediación del Chad. El 17 de diciembre las partes firmaron dos protocolos, uno relativo al acceso humanitario y el otro relativo a la seguridad en la zona de guerra.",0
"1701","El Consejo de Seguridad reconoce además que las organizaciones regionales y subregionales están en buena situación para comprender las causas profundas de muchos conflictos y otros problemas de seguridad en su región y contribuir a prevenirlos o solucionarlos debido a su conocimiento de la zona.",0
"1702","En opinión de mi delegación, para prevenir nuevos brotes de violencia e inestabilidad en la región norte de Kosovo sigue siendo esencial que el proceso de reconciliación esté acompañado de políticas orientadas a garantizar la estabilidad socio-económica de las comunidades de manera no discriminatoria.",1
"1703","20. Condena en términos igualmente enérgicos todo acto de explotación o abuso sexuales y de trata de mujeres y niños por personal militar, civil o de policía que participe en operaciones de las Naciones Unidas, acoge con satisfacción los esfuerzos realizados por los organismos y las operaciones de mantenimiento de la paz de las Naciones Unidas para aplicar una política de tolerancia cero a este respecto y pide al Secretario General y a los países que aportan personal que sigan tomando todas las medidas apropiadas necesarias para combatir los abusos de esa índole por parte de ese personal, lo que incluye aplicar plenamente y sin demora las medidas aprobadas en las resoluciones pertinentes de la Asamblea General sobre la base de las recomendaciones del Comité Especial de Operaciones de Mantenimiento de la Paz (A/59/19/Rev.1);",1
"1704","Reiterando que los Estados Miembros tienen la obligación de impedir la circulación de terroristas o grupos terroristas, con arreglo al derecho internacional aplicable, mediante, entre otras cosas, controles eficaces de las fronteras,",1
"1705","Al presentar el informe, el Subsecretario General hizo hincapié en el riesgo de que, a pesar de la calma prevaleciente en la zona, la seguridad se deteriora, en particular como resultado de que las autoridades del Sudán hubieran incluido Abyei como distrito electoral para las elecciones presidenciales de 2015.",1
"1706","En atención a estos objetivos, la MINUSTAH documentó casos generalizados de arresto ilegal, malos tratos y detención preventiva prolongada.",1
"1707","Que se celebrará el lunes 22 de diciembre de 2008, a las 11.53 horas",0
"1708","Estuve en el Afganistán durante cuatro días a finales de junio para evaluar la situación humanitaria, debido a la creciente preocupación por la gravedad de las cuestiones humanitarias y relativas a la protección de los civiles.",1
"1709","Sin embargo, lo que ese sistema no hace, ni puede hacer, es separar los diamantes comercializados por la UNITA y los diamantes objeto de contrabando por otros grupos que existen dentro de Angola.",0
"1710","Nos preocupa profundamente el hecho de que la violencia en el Oriente Medio siga perpetrándose por una parte contra la otra, a pesar de que la comunidad internacional y el Consejo de Seguridad han expresado claramente que aborrecen esa situación.",1
