"en_ar_DEEP"	"VerCoop"
"200 - وقد تم تقديم المنظور الحكومي الأكثر تماسكا بشأن النزاع من خلال لجنة أنشأها وزير الداخلية بصفته ممثل الرئيس في دارفور."	1
"11 - يوعز إلى اللجنة بالتعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن، ولا سيما تلك المنشأة عملا بالقرار 1988 (2011)؛ قائمة"	1
"\"ويرحب مجلس الأمن بقرار الاتحاد الأفريقي إيفاد بعثة استطلاع لتمهيد الطريق لنشر مراقبين عسكريين في الصومال، ويهيب بالزعماء الصوماليين التعاون مع هذه المبادرة."	1
"وإذ يلاحظ الظروف الاستثنائية التي تعيشها مدينة نيويورك نتيجة لإعصار ساندي،"	0
"أستراليا والدنمرك وفرنسا وهولندا ونيوزيلندا والنرويج والمملكة المتحدة والولايات المتحدة جميعها لديها إدارات أو تبعيات أو أقاليم خارجية، ولكل منها درجة مختلفة من الاستقلال والقدرة على تحديد إطارها التشريعي الخاص لمكافحة الإرهاب."	0
"601. ولذلك يقترح إنشاء لجنة تعويضات دولية تتألف من 15 عضواً، 10 يعينهم الأمين العام و5 يعينهم هيئة سودانية مستقلة."	1
"(هـ) الاجتماع الافتتاحي لمجموعة الاتصال الدولية بشأن ليبيا، المقرر عقده في أديس أبابا في 3 كانون الأول/ديسمبر 2014. وأعربوا عن دعمهم للجهود التي تبذلها البلدان المجاورة والممثل الخاص للأمين العام في ليبيا من أجل تهيئة الظروف المواتية للحوار بين جميع الأطراف الليبية، باستثناء الجماعات الإرهابية المعروفة."	1
"وأطلقت الكيانات الثلاثة أيضًا برنامجًا مدته أربع سنوات بشأن التحقيقات والملاحقات القضائية الفعالة لمكافحة الإرهاب مع احترام حقوق الإنسان وسيادة القانون في منطقة المغرب العربي."	0
"وقد قدمت الحكومة الأسترالية، التي ترأس حاليا اتفاق فاسينار، مبادرة للحد من التهديد بشأن استخدام هذه الأنظمة إلى المنتدى الإقليمي لرابطة دول جنوب شرق آسيا (آسيان)."	1
"ويتطلع مجلس الأمن إلى نتائج وتوصيات البعثة."	1
"وستشمل هذه التدابير مواصلة العمل لزيادة قدرة اللجنة، بما في ذلك من خلال تعزيز التعاون مع لجنة الجزاءات المفروضة على تنظيم القاعدة وحركة الطالبان المنشأة عملا بالقرار 1267 (1999) واللجنة المنشأة عملا بالقرار 1540 (2004)."	0
"علاوة على ذلك، والأهم من ذلك، قامت اللجنة بجمع مواد هامة عن مختلف الأفراد والمؤسسات ومجموعات الأشخاص أو اللجان ذات النفوذ التي لعبت دوراً هاماً في الصراع في دارفور، بما في ذلك التخطيط للهجمات والأمر بها والترخيص بها والتشجيع عليها."	0
"قرار مجلس الأمن 2121 (2013)، ص 8"	0
"\"ويشير مجلس الأمن إلى قراريه 1265 (1999) المؤرخ 17 أيلول/سبتمبر 1999 و 1296 (2000) المؤرخ 19 نيسان/أبريل 2000 بشأن حماية المدنيين في الصراعات المسلحة، فضلا عن البيانات التي أدلى بها رئيسه في 12 شباط/فبراير 1999 (S/PRST/ 1999/6) المؤرخ 15 آذار/مارس 2002 (S/PRST/2002/6) والمؤرخ 20 كانون الأول/ديسمبر 2002 (S/PRST/2002/41)، ويؤكد من جديد ضرورة الحفاظ على حماية المدنيين في الصراعات المسلحة كبند هام على جدول أعمال المجلس."	1
"وسوف يؤكد القرار على سياسة عدم التسامح مطلقا، ​​وضرورة أن تتخذ الدول المساهمة بقوات التدابير التأديبية والقضائية اللازمة، وضرورة الاهتمام الكامل بالضحايا."	1
"7 - يطلب إلى الأمين العام، بعد اتخاذ هذا القرار وبالتشاور الوثيق مع اللجنة، أن يعين، بما يتفق مع قواعد وإجراءات الأمم المتحدة، ما لا يزيد عن ثمانية أعضاء، بما في ذلك منسق، لفريق الرصد، الذين يثبتون وجودهم. واحد أو أكثر من مجالات الخبرة التالية المتعلقة بأنشطة تنظيم القاعدة و/أو حركة طالبان، بما في ذلك: مكافحة الإرهاب والتشريعات ذات الصلة؛ وتمويل الإرهاب والمعاملات المالية الدولية، بما في ذلك الخبرة المصرفية الفنية؛ وأنظمة التحويلات البديلة، والجمعيات الخيرية، واستخدام السعاة؛ إنفاذ القانون على الحدود، بما في ذلك أمن الموانئ؛ وحظر الأسلحة وضوابط التصدير؛ والاتجار بالمخدرات؛"	1
"إدراكا للأهمية والإلحاح الذي تمثله مسألة شاملة مثل مكافحة الإرهاب، ومن أجل تزويد لجنة مكافحة الإرهاب بمعلومات إضافية ذات صلة، قدمت حكومة الجمهورية التشيكية، كمرفق منفصل لتقريرها الخامس، القانون رقم 11. القانون رقم 61/1996 الخاص ببعض التدابير لمكافحة تقنين عائدات الجريمة وتعديل وتكميل الأفعال المرتبطة بها."	1
"وفي المناطق الوسطى، لا تزال الصراعات التي لم يتم حلها تؤثر أيضًا على سبل العيش وتؤخر التعافي."	0
"وتلاحظ اللجنة أنه لا يوجد أي دليل على أن مقتل 8 من رجال الشرطة وجرح 27 من ضباط الشرطة لم يكن سوى أفعال عفوية قام بها أفراد خارج نطاق أوامر التسلسل الهرمي لقوات الدفاع."	1
"وإذ يهيب بالدول أن تتعاون تعاونا كاملا مع لجنة مكافحة الإرهاب المنشأة عملا بالقرار 1373 (2001)، بما في ذلك المديرية التنفيذية للجنة مكافحة الإرهاب المنشأة مؤخرا، و\"لجنة الجزاءات المفروضة على تنظيم القاعدة وحركة الطالبان\" المنشأة عملا إلى القرار 1267 (1999) وفريق الدعم التحليلي ورصد الجزاءات التابع له، واللجنة المنشأة عملا بالقرار 1540 (2004)، وإذ يدعو كذلك هذه الهيئات إلى تعزيز التعاون فيما بينها،"	1
"احترام حقوق الملكية للاجئين والنازحين، دون تمييز سلبي على أساس الجنس أو العمر أو أي وضع آخر."	0
"ويجري حاليًا استكشاف الخيارات لتسهيل شغل المجمع الجديد في أسرع وقت ممكن."	1
"27 - وفقا للفقرة 13 من قرار مجلس الأمن 1822 (2008)، وبالتنسيق مع الدول التي تقترح الإدراج في القائمة، بدأ الفريق في صياغة ملخصات سردية لأسباب إدراج جميع الأسماء المدرجة في القائمة."	1
"احترام حق اللاجئين والنازحين في العودة الطوعية بأمان وكرامة إلى ديارهم."	0
"إن كون عمليات القتل التي ارتكبتها الحكومة والجنجويد تبدو وكأنها استهدفت بشكل منهجي قبائل الفور والمساليت والزغاوة وغيرها من القبائل الأفريقية لأسباب سياسية، يدل على الطابع التمييزي لعملية القتل، وبالتالي قد يصل إلى حد الاضطهاد كجريمة. ضد الإنسانية."	0
"المقرر عقدها يوم الثلاثاء 8 شباط/فبراير 2011، الساعة 10 صباحا"	0
"وتتطلع اللجنة إلى استمرار هذا الدعم الاحترافي للغاية."	1
"ويشارك الفريق أيضًا بنشاط في المنتدى العالمي لمكافحة الإرهاب."	1
"أصبحت الاغتيالات ومحاولات الاغتيال حدثا يوميا تقريبا خلال الجزء الأخير من شهر مايو والأسبوع الأول من يونيو 2007."	0
"(ج) تشجيع الدول على زيادة تبادل المعلومات بين سلطات مراقبة الحدود الإقليمية وتعزيز أمن الحدود عند نقاط الدخول من أجل منع الحركة غير القانونية للأشخاص والبضائع والأسلحة/المتفجرات عبر الحدود."	1
"قرار مجلس الأمن 1863 (2009)، مرجع سابق. 2"	0
"وكرر أعضاء المجلس دعمهم للجهود التي يبذلها المبعوث الخاص لإشراك الطرفين بهدف التغلب على الجمود الحالي في عملية السلام. ودعوا الطرفين إلى استكشاف السبل الكفيلة بدفع عملية ترسيم الحدود إلى الأمام."	1
"وستكون الأكاديمية مؤسسة مهمة لتنفيذ منهج التدريب الجديد ودعم تنفيذ خارطة الطريق لإعادة بناء قوة الشرطة المدنية."	1
"إن الخطوط الفاصلة بين التخلف وعدم الاستقرار والهشاشة والأزمات والصراع والحرب أصبحت غير واضحة بشكل متزايد؛ وبالتالي فإن منع الصراعات وحلها وبناء السلام في العصر الحديث يتطلب استجابات متعددة الأبعاد."	1
"أولا، يجب أن يكون الشخص المشتبه فيه أو المتهم بارتكاب جريمة دولية موجودا على أراضي الدولة التي تحاكمه."	0
"في جلسة مجلس الأمن 6066، المعقودة في 14 كانون الثاني/يناير 2009، فيما يتعلق بنظر المجلس في البند المعنون \"حماية المدنيين في النزاعات المسلحة\"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	1
"مذكرة شفوية مؤرخة في 17 يونيو/حزيران 1998 موجهة من البعثة الدائمة للاتحاد الروسي لدى الأمم المتحدة"	0
"ويعرب المجلس عن قلقه إزاء جميع الانتهاكات والتجاوزات لحقوق الإنسان، ويدعو السلطات الليبية إلى التحقيق في جميع هذه الأعمال وتقديم مرتكبيها إلى العدالة، بما في ذلك تلك المرتكبة ضد الأطفال."	1
"(ب) الفحص السليم لشهادات المستعمل النهائي من جانب الوكالات المسؤولة في البلدان الأعضاء في اتفاق فاسينار؛"	0
"Ø دعوة أطراف النزاع المسلح إلى اتخاذ التدابير المناسبة للامتناع عن جميع أشكال العنف الجنسي ومنعها وحمايتها، بما في ذلك عن طريق:"	1
"ويشارك فريق الأمم المتحدة القطري حاليا في حوار لاستعراض خطة العمل، بما في ذلك 168 مشروعا، ولمواصلة إضفاء الطابع المؤسسي على التخطيط الإنمائي، بما في ذلك النهج المجتمعية مثل آلية المصالحة والتعايش السلمي وبرمجة الحد من الصراعات التي يقودها برنامج الأمم المتحدة الإنمائي."	1
"المقرر عقدها يوم الأربعاء، 28 تشرين الثاني/نوفمبر 2007، الساعة 20/10 صباحا"	0
"وقال إن دور البعثة ينبغي أن يتمثل في مساعدة هايتي على استعادة المسؤولية عن أمنها، بدلا من أداء هذه المهمة بنفسها إلى أجل غير مسمى. وأكد من جديد أن القرار ينص على تقليص مسؤول للعنصر العسكري للبعثة مع مرور الوقت، استنادا إلى تقييم شامل للوضع الأمني."	1
"23- يقرر إبقاء المسألة قيد نظره."	0
"ثم تحظر اللائحة 11A توريد أو بيع أو نقل البضائع الخاضعة لإشعار الحظر اللائحة 5A."	0
"9 - يقرر أن تواصل لجنة القرار 1540 تكثيف جهودها لتعزيز التنفيذ الكامل من جانب جميع الدول للقرار 1540 (2004)، من خلال برنامج عملها الذي يشمل تجميع وفحص عام للمعلومات المتعلقة بحالة تنفيذ الدول. للقرار 1540 (2004) وكذلك الجهود التي تبذلها الدول في مجال التوعية والحوار والمساعدة والتعاون؛ والذي يتناول على وجه الخصوص جميع جوانب الفقرات 1 و2 و3 من ذلك القرار، والتي تشمل (أ) المساءلة، (ب) الحماية المادية، (ج) مراقبة الحدود وجهود إنفاذ القانون، (د) التصدير والشحن العابر على المستوى الوطني الضوابط بما في ذلك الضوابط على توفير الأموال والخدمات مثل التمويل لهذه الصادرات والشحنات العابرة؛ ويتضمن، حسب الاقتضاء، أولويات محددة لعمله، مع مراعاة استعراضه السنوي بشأن تنفيذ القرار 1540 (2004)، الذي يتم إعداده بمساعدة فريق الخبراء قبل نهاية شهر كانون الأول/ديسمبر من كل عام؛"	1
"62- وأشارت إحدى الدول إلى أن أفضل طريقة لتحقيق هذا الهدف تتمثل في غرس الشعور بالواجب المدني والاعتراف بأن الجمهور يجب أن يبلغ سلطات إنفاذ القانون بمخاوفه."	0
"ومع ذلك، رأى - ووافقه متكلم آخر - أن مبادرات المجلس ينبغي أن تتجاوز التماسك بين هيئاته الفرعية وأن تهدف إلى التماسك على نطاق المنظومة داخل الأمم المتحدة عندما تكون المسائل الهامة، مثل مكافحة الإرهاب، على المحك."	1
"43 - وفي مشاورات غير رسمية أجريت في 2 أيار/مايو، استمع أعضاء المجلس إلى تقرير مؤقت آخر من المستشار الخاص للأمين العام، ألفارو دي سوتو، المعني بقبرص، بشأن المحادثات المباشرة الجارية بين زعيمي القبارصة اليونانيين والقبارصة الأتراك. منذ كانون الثاني/يناير عملا باتفاقهما المؤرخ في 4 كانون الأول/ديسمبر 2001."	1
"المقرر عقدها يوم الاثنين، 23 أيار/مايو 2005، الساعة 10/17"	0
"وترد العناصر الرئيسية لبيان الممثل الدائم، وكذلك تبادل الآراء بين أعضاء الفريق العامل، في الموجز الوارد في الاستنتاجات ذات الصلة (S/AC.51/2014/3)."	1
"4 - وعلاوة على ذلك، ووفقا لتوجيهات السياسة العامة التي اعتمدتها اللجنة في 25 أيار/مايو 2006، ينبغي للمديرية التنفيذية أيضا أن تواصل تقديم المشورة للجنة بشأن المسائل المتعلقة بالقانون الدولي لحقوق الإنسان، وقانون اللاجئين، والقانون الإنساني فيما يتعلق بتحديد وتنفيذ بشأن التدابير الفعالة لتنفيذ القرار 1373 (2001)، وكذلك بشأن سبل ضمان امتثال أي تدابير تتخذها الدول الأعضاء لتنفيذ أحكام القرار 1624 (2005) لالتزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، قانون اللاجئين والقانون الإنساني."	1
"وهذا ينطبق بشكل خاص على المرافق المذكورة أدناه."	0
"وقد تم تمويل الكثير من الجهود المكثفة لتمكين وحدات البعثة المتكاملة من التصدي بشكل قادر للتهديد الذي تشكله الألغام والأجهزة المتفجرة المرتجلة من خلال الصندوق الاستئماني لبعثة الدعم الدولية."	0
"وكان من المقرر أن تكون هذه التدريبات تقنية لا تنطوي على أي تغيير جوهري في الحدود."	0
"ويجب على المجتمع الدولي أن يأخذ على عاتقه مسؤولية حماية المدنيين في دارفور ووضع حد لظاهرة الإفلات من العقاب السائدة حالياً هناك."	1
"67 - واستخدمت جمهورية كوريا الشعبية الديمقراطية قواتها البرية والبحرية والاستخباراتية للقيام بعمليات الاختطاف والاعتقال."	0
"في جلسة مجلس الأمن 5798، المعقودة في 11 كانون الأول/ديسمبر 2007، فيما يتصل بنظر المجلس في البند المعنون \"التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية\"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	1
"37 - حجرين من الصوان مقاسات مختلفة من منطقة برقان (1984)."	0
"وفي آب/أغسطس 2005، قام الفريق، برفقة أفراد من عملية الأمم المتحدة، بزيارة ميناء أبيدجان المستقل، وغراند لاهو، وفريسكو، وساساندرا، ومونوجاغا، وغراند بيريبي، وميناء سان بيدرو المستقل، وتابو. وفي جميع هذه المواقع، قام الفريق بفحص الموانئ والأرصفة البحرية، وناقش تنفيذ الحظر مع السلطات والشركات المعنية ومع عملية الأمم المتحدة في كوت ديفوار."	1
"تم دمج تحليل النوع الاجتماعي في تقييم الاحتياجات بعد الصراع والتدريب المرتبط به. تم إجراء تقييم تجريبي لاحتياجات ما بعد الصراع يراعي النوع الاجتماعي."	0
"القيود أو الأنظمة، إن وجدت، المفروضة على حركة السلع الثمينة مثل الذهب والماس والمواد الأخرى ذات الصلة."	0
"وإذ تؤكد من جديد أيضا ضرورة مكافحة الإرهاب بجميع أشكاله ومظاهره بجميع الوسائل، وفقا لميثاق الأمم المتحدة، وإذ تؤكد أيضا أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، وينبغي لها أن تعتمد مثل هذه التدابير وفقاً للقانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، وقانون اللاجئين، والقانون الإنساني،"	1
"قرار مجلس الأمن 2116 (2013)، ص 11"	0
"35 - يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، أن يقوم فريق الرصد المنشأة بموجب القرار 1267، المنشأ عملا بالفقرة 7 من القرار 1526 (2004)، بدعم اللجنة أيضا لمدة ثلاثين شهرا، وفقا للولاية المنصوص عليها. في مرفق هذا القرار، ويطلب إلى الأمين العام أن يتخذ أي ترتيبات ضرورية لهذا الغرض؛"	1
"المبلغ المتحقق من بيع المعدات والمواد المتنوعة"	0
"158 - وواصل الفريق تعزيز عمل اللجنة من خلال العروض التي قدمها في كلية الحقوق بجامعة كولومبيا، ومن خلال المناقشات مع المؤسسات الأكاديمية في مجال مكافحة الإرهاب مثل مشروع تقييم الحرية الرابعة لمكافحة الإرهاب، ومعهد واتسون في جامعة براون. ومؤسسات التعليم العالي الأخرى."	1
"وفي الختام، أوضح الفريق سينغا أنه منذ مارس 2012 شهدت قوة الأمم المتحدة لمراقبة فض الاشتباك قتالاً بين جماعات المعارضة والجيش السوري في المنطقة الفاصلة، وهو ما يشكل انتهاكاً واضحاً لتفويضها."	0
"وكان من المأمول أن يتم إتاحة القرار 1521 (2003) والقرار 1532 (2004)، اللذين يدعوان إلى تجميد الأصول، لعملية وطنية لتعويض الضحايا، حيث أن ولاية المحكمة لا تشمل تعويض الضحايا."	1
"\"ويؤكد مجلس الأمن من جديد التزام جميع الدول الأعضاء بتسوية المنازعات وحل الصراعات وفقا لميثاق الأمم المتحدة، ويهيب بالمجتمع الدولي أن يساعد، حسب الاقتضاء، في الجهود التي بدأتها المنظمات الإقليمية ودون الإقليمية بهدف التسوية السلمية النزاعات ومنع الصراعات وحلها وفقا لميثاق الأمم المتحدة وقرارات مجلس الأمن ذات الصلة."	1
"وستواصل اللجنة تركيزها على تعزيز توافق الآراء داخل المجتمع الدولي بشأن أهمية مكافحة الإرهاب، واتخاذ التدابير العملية الرامية إلى تعزيز قدرة الدول على مكافحة الإرهاب؛ المساعدة في تحديد ومعالجة المشاكل التي تواجهها الدول في تنفيذ قرار المجلس 1373 (2001)؛ والمساهمة في عملية زيادة عدد الدول الأطراف في الاتفاقيات والبروتوكولات الدولية ذات الصلة بمكافحة الإرهاب."	1
":: تنفيذ استراتيجية اتصالات أكثر استباقية بهدف تعزيز فهم دور اللجنة والمديرية التنفيذية في مجال مكافحة الإرهاب."	1
"وعلى وجه الخصوص، ينبغي النظر في توسيع نطاق الإعلان عن الوظائف من خلال استهداف الجمعيات المهنية وتعديل المتطلبات اللغوية للوظائف."	1
"وأشار الرئيس إلى أن مجموعة الرصد قدمت خلال مشاورات اللجنة تقريراً موجزاً عن نتائجها فيما يتصل باستعادة الأصول الصومالية في الخارج، وناقشت قضية حظر الفحم والأسلحة من قبل القوات البحرية الدولية في أعالي البحار وفي المياه الإقليمية للصومال."	1
"وقد وقع السودان على البروتوكول الاختياري لاتفاقية حقوق الطفل بشأن اشتراك الأطفال في النزاعات المسلحة، ولكنه لم يصدق عليه بعد."	1
"وتشير التقارير إلى أن شدة الهجمات والفظائع المرتكبة في أي قرية بعينها قد نشرت مستوى من الخوف دفع سكان القرى المجاورة الذين نجوا من هذه الهجمات إلى الفرار أيضاً إلى مناطق تتمتع بالأمن النسبي."	0
"424. إن سيطرة الجنجويد على الشرطة هو اتجاه بدأ حتى قبل الأزمة الحالية، ويمكن اكتشافه من خلال المعلومات التي قدمتها الحكومة نفسها."	0
"- دراسات حالة عن الثغرات في بعثات محددة (طوال عام 2010)، وخاصة تلك التي تمر بمرحلة انتقالية (النصف الثاني من عام 2010)"	0
"التقرير المتعلق بنتائج استعراض الأسماء المدرجة في القائمة الموحدة المبينة في الفقرة 25 من القرار 1822 (2008)، قيد النظر حاليا من قبل لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وتنظيم القاعدة. حركة طالبان والأفراد والكيانات المرتبطة بها."	1
"وينبغي لها كحد أدنى أن تخفف من معاناتهم عن طريق إلزام الدولة السودانية بجبر الضرر الذي لحق بهم."	0
"ووفقاً للبنك الدولي، لا شيء يقوض مناخ الاستثمار أكثر من انعدام الأمن المسلح."	0
"وتخضع هذه الجرائم للولاية القضائية العالمية، وبما أنها لم تتم محاكمتها من قبل نظام العدالة الجزائري، فيمكن تقديمها أمام أي محكمة وطنية أو دولية أخرى."	0
"'5` العمل مع المنظمات الدولية والإقليمية ذات الصلة من أجل تعزيز الوعي بالتدابير والامتثال لها؛"	1
"وكان بناء القدرات أحد الأهداف الرئيسية."	0
"ج. كاليمانزيرا وزير الداخلية بالنيابة"	0
"206. إن دول المنطقة الفرعية تدرك تمام الإدراك التهديد الذي يشكله تمويل الإرهاب وتتنبه للمخاطر المرتبطة به."	0
"يشرفني أن أحيل رسالة مؤرخة 28 تشرين الأول/أكتوبر 2005 موجهة إليكم من سعادة السيد. السيد/ أسياس أفورقي رئيس دولة إريتريا، بشأن عملية السلام بشأن النزاع الحدودي بين إريتريا وإثيوبيا."	1
"43. وفي إطار السعي إلى تحقيق هذه الأهداف، وثّقت بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي حالات واسعة النطاق من الاعتقالات غير القانونية وسوء المعاملة والاحتجاز لفترات طويلة قبل المحاكمة."	0
"باء- الممتلكات العقارية 47-56 11"	0
":: القانون الاتحادي السويسري بشأن المواد الحربية الصادر في 13 كانون الأول/ديسمبر 1996 (قانون المواد الحربية؛ SR 514.51)"	0
"77. سيستعرض هذا القسم بإيجاز مختلف الجماعات التي تشارك بنشاط في النزاع المسلح في دارفور."	1
"وخلصت ورشة العمل التي عقدت لمناقشة الإنترنت في القمة الدولية للديمقراطية والإرهاب والأمن، التي عقدت في مدريد في الفترة من 8 إلى 11 مارس 2005، إلى أن الإنترنت يجب أن تظل خالية من أي تنظيم أو تدخل آخر، مما يسمح للنقاش المفتوح بدحر أفكار الإرهاب. التطرف."	1
"ومع ذلك، نشعر بالقلق من أن اتخاذ القرارات الرئيسية قد تم تقويضه حتى الآن بسبب الافتقار إلى توافق الآراء السياسي."	0
"وينبغي للدول الأعضاء أن تواصل النظر بنشاط في إدراج الأفراد الرئيسيين الذين لهم دور فعال في تقديم التدريب أو التمكين من التجنيد في المنتسبين إلى تنظيم القاعدة."	1
"اتفاقية الحماية المادية للمواد النووية (16 شباط/فبراير 2004)"	0
"12. ونظراً لانعدام الثقة العميق السائد بين اللبنانيين تجاه سلطاتهم الأمنية والقضائية، أصبحت اللجنة مصدراً لتوقعات وأمل كبيرين في التغيير، فضلاً عن كونها \"واجهة\" بين الشعب اللبناني وسلطاته."	1
"المقرر عقدها كجلسة خاصة يوم الخميس، 15 حزيران/يونيه 2000، الساعة 30/11 صباحا"	0
"وستواصل المديرية التنفيذية أيضا حوارها البناء مع الدول الأعضاء، من خلال الاجتماعات التي تعقد في مقر الأمم المتحدة، والزيارات، وحلقات العمل، وعقد المؤتمرات عبر الفيديو مع المسؤولين في العواصم ذات الصلة، من أجل إبلاغ اللجنة بتنفيذ الدول الأعضاء لعناصر البنود ذات الصلة. قرارات مكافحة الإرهاب، بما في ذلك تحديثات تقييمات التنفيذ الأولية، والخطوات الجديدة المتخذة لمكافحة الإرهاب، وتحديثات بشأن تيسير المساعدة التقنية."	1
"وفي جميع الأحوال فإن بيانات الراتب الشهري السابق إما لم يتم إدخالها في قاعدة البيانات أو تم إدخالها بشكل غير صحيح."	0
"ويكرر مجلس الأمن طلبه إلى الأمين العام أن يدرج في تقاريره عن الحالات الخاصة ببلدان معينة معلومات أكثر شمولا وتفصيلا فيما يتعلق بحماية المدنيين في الصراعات المسلحة."	1
"إن إدراك الجناة بأن أعمالهم العنيفة كانت جزءًا من هجوم منهجي على المدنيين يمكن استنتاجه، من بين أمور أخرى، من حقيقة أنهم كانوا يدركون أنهم سيتمتعون بالفعل بالإفلات من العقاب."	0
"ويشكل ذلك تحديا معقدا لبلدان الساحل والوكالات الإقليمية."	0
"\"ويلاحظ مجلس الأمن مع القلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلام والأمن الدوليين، وللتمتع بحقوق الإنسان والتنمية الاجتماعية والاقتصادية للدول، ويقوض الاستقرار والرخاء العالميين، وأن هذا التهديد أصبح أكثر انتشارا، مع تزايد الأعمال الإرهابية في مناطق مختلفة من العالم، بما في ذلك تلك التي تكون بدافع التعصب والتطرف، ويؤكد من جديد تصميمه على مكافحة جميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك حقوق الإنسان الدولية المعمول بها، اللاجئين والقانون الإنساني، والتهديدات التي يتعرض لها السلام والأمن الدوليان بسبب الأعمال الإرهابية."	0
"(2) التدابير المتخذة منذ 16 يونيو 2009:"	0
"13 - يشجع حكومة بوروندي على مواصلة جهودها الرامية إلى توسيع نطاق احترام وحماية حقوق الإنسان، بما في ذلك من خلال إنشاء لجنة وطنية مستقلة لحقوق الإنسان، مع مراعاة مبادئ باريس المبينة في قرار الجمعية العامة 48/134، ويشجع كذلك عليها وضع حد للإفلات من العقاب واتخاذ التدابير اللازمة لضمان تمتع مواطنيها تمتعاً كاملاً بحقوقهم المدنية والسياسية والاجتماعية والاقتصادية والثقافية دون خوف أو تخويف، على النحو المنصوص عليه في دستور بوروندي وتنص عليه الصكوك الدولية لحقوق الإنسان، بما في ذلك تلك الصكوك. صدقت عليها بوروندي؛"	1
"\"ويرحب مجلس الأمن بإنشاء آلية مراقبة وطنية من جانب رئيس جمهورية الكونغو الديمقراطية جوزيف كابيلا، وفقا لما طلبه إطار مجلس السلم والأمن والقرار 2098 (2013)، ويدعو رئيس جمهورية الكونغو الديمقراطية إلى ضمان الشفافية والشمول في هذه الآلية."	1
"السبخة: مصطلح عربي يعني المسطح الملحي، وعادة ما يقع في مناطق تصريف المياه الجوفية التي لا تتعرض إلا في حالات نادرة لمياه البحر القائمة بذاتها."	0
"وأضاف هذا المشارك أن دور المنسقين السياسيين قد تغير بشكل كبير في السنوات العشر الماضية، وأصبح جزءا أكثر رسمية ومؤسسية من كل وفد."	1
"وفي 23 أكتوبر 1961، أصبحت الكاميرون طرفًا في الاتفاقية المتعلقة بوضع اللاجئين المؤرخة 28 يوليو 1951."	0
"- يتعهد بتعزيز التنسيق مع لجنة بناء السلام ويتطلع إلى استعراض لجنة بناء السلام في عام 2010 والتوصيات المتعلقة بكيفية مواصلة تعزيز دورها؛"	1
"10 - الحالة في جورجيا (8 تشرين الأول/أكتوبر 1992؛ 15 حزيران/يونيه 2009)."	0
"ومن الواضح أن حكومة السيد السنيورة تتبنى القيم الديمقراطية."	0
"(ب) توصيات بشأن الإجراءات التي يمكن اتخاذها لتعزيز الرد على التهديد الذي يشكله هؤلاء المقاتلون الإرهابيون الأجانب؛"	1
"\"ويشجع مجلس الأمن هيئات الأمم المتحدة ذات الصلة، ولا سيما المديرية التنفيذية لمكافحة الإرهاب، التي تعمل بالتعاون الوثيق في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، على تركيز المزيد من الاهتمام على القرار 1624 (2005) في حوارها مع الدول الأعضاء من أجل تطويره، وفقا لـ مع التزاماتها بموجب القانون الدولي، والاستراتيجيات التي تشمل مكافحة التحريض على الأعمال الإرهابية بدافع التطرف والتعصب، وتسهيل المساعدة التقنية لتنفيذها."	1
"139 - وهذا النهج المكون من جزأين - استخدام القيود المفروضة على نطاق منطقة شنغن لاستبعاد الأشخاص المدرجين في القائمة من خارج منطقة شنغن، مع الإبقاء على القيود الوطنية للحد من حركة الأجانب المدرجين في القائمة داخل المنطقة - قد يكون بمثابة نموذج للدول الأخرى القائمة أو تطوير مناطق خالية من الحدود أو بدون تأشيرات."	1
"4. يجب أن يكون قضاة المحكمة أشخاصًا يتمتعون بأخلاق عالية وحياد ونزاهة، ويتمتعون بخبرة قضائية واسعة."	0
"وبالإضافة إلى ذلك، فإن نتائج عملية ترقية ضباط الشرطة الوطنية في وحدة حرس الحدود ووحدة الشرطة الخاصة والوحدة البحرية تثير القلق، لأن درجات الضباط في تلك الوحدات في الاختبار الكتابي كانت أقل بكثير من درجات الضباط المماثلين في وحدات أخرى."	0
"ولضمان أن يكون لدى مقدمي الالتماسات المحتملين فهم واضح للعملية وأنهم على دراية بالخطوات التي يتعين اتخاذها ولضمان الاتساق في التنفيذ، تم تطوير الممارسات والإجراءات ونشر المعلومات المتعلقة بها لزيادة تجسيد العملية."	1
"22 - تم تسجيل الدفعة الأولى المكونة من 000 2 من أفراد الميليشيات في غيغلو في حزيران/يونيه 2006، وتم بعد ذلك نزع سلاح 981 منهم وحصلوا على بدل نقدي لشبكة الأمان."	0
