"","en_es_DEEPL","VerConf"
"1430","Al mismo tiempo, Alemania y la UE han condenado reiteradamente en el pasado las atrocidades terroristas que han causado la muerte de cientos de israelíes.",1
"1431","LA LISTA SENSIBLE DE BIENES Y TECNOLOGÍAS DE DOBLE USO",0
"1432","El artículo 55 de la Ley bancaria de 2004, relativo a la identidad de los clientes, establece lo siguiente",0
"1433","Aunque la Comisión está convencida, basándose en las pruebas aportadas por testigos independientes, de que las F-FDTL iniciaron el intercambio de disparos, en ese momento cada parte creía que había sido atacada por la otra.",0
"1434","Se celebrará el viernes 22 de octubre de 2004, a las 10.15 horas.",0
"1435","85. A menos que se aborden las diferencias en el seno de las instituciones federales de transición, el estancamiento político actual podría agravar las divisiones y socavar las propias instituciones que el pueblo de Somalia desea tan ardientemente y que la comunidad internacional y las Naciones Unidas están dispuestas a apoyar.",1
"1436","El domingo pasado, con motivo del vigésimo primer aniversario de Hamás, el líder de Hamás, Haniyeh, cuestionó la continuidad en el cargo del Presidente Abbas a la espera de que se resolviera la división interna.",1
"1437","El Gobierno ingresó más de 356.000 dólares en concepto de regalías por esas exportaciones de diamantes en bruto.",0
"1438","Insta a los Estados y a todas las demás partes en un conflicto armado a que hagan todo lo posible por impedir las violaciones del derecho internacional humanitario contra la población civil, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado.",1
"1439","El acceso por vía aérea también es limitado.",0
"1440","(b) Caja de herramientas para cable lleno de aceite.",0
"1441","19. Durante el periodo que abarca el informe se recibieron varios informes sobre presuntas actividades militares indonesias en las zonas fronterizas de Oecussi, aún sin resolver.",0
"1442","En el periodo comprendido entre el 16 de octubre de 2012 y el 26 de abril de 2013, la Fiscalía utilizó 101 horas de las 200 que tenía asignadas.",0
"1443","Del mismo modo, a la Comisión no le fue posible verificar las alegaciones de testigos clave de que se habrían retirado cadáveres de los depósitos de cadáveres en secreto para reducir el número de muertes oficiales relacionadas con la marcha.",1
"1444","El Comité reconoce que la no presentación de informes podría ser un signo de ""fatiga informativa"" general causada por el número de informes que los Estados miembros han tenido que presentar al Comité, al Comité contra el Terrorismo, al Comité establecido en virtud de la resolución 1540 (2004) y a otros órganos de las Naciones Unidas.",0
"1445","También condeno el temerario desprecio de Hezbolá por los deseos del Gobierno electo del Líbano y por los intereses del pueblo libanés y de la región en general.",1
"1446","Aunque las acciones de Hezbolá son deplorables y, como ya he dicho, Israel tiene derecho a defenderse, el uso excesivo de la fuerza es condenable.",1
"1447","30. Entre los riesgos potenciales para sentar a los no signatarios a la mesa de negociaciones se incluye la insistencia de las partes en unas condiciones previas poco realistas para las negociaciones. Otro riesgo es la intransigencia de las partes de cara a las negociaciones y durante las mismas. Estos riesgos pueden mitigarse estableciendo posiciones unificadas entre la comunidad internacional respecto al proceso de paz y manteniendo un estrecho diálogo con las partes. Otro riesgo es el establecimiento de iniciativas paralelas al proceso de paz por parte de socios regionales y/o internacionales que socaven este elemento del marco.",1
"1448","Decide por la presente establecer un tribunal internacional con el único propósito de enjuiciar a las personas responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas] ....",0
"1449","El Comité de Derechos Humanos ha enunciado claramente este derecho en su Observación General 27. En varias ocasiones, el Comité de Derechos Económicos, Sociales y Culturales ha declarado que los desalojos forzosos son prima facie incompatibles con los requisitos del Pacto de Derechos Económicos, Sociales y Culturales.",1
"1450","También encontraron los cadáveres de entre 20 y 30 civiles muertos durante el ataque, entre ellos mujeres y niños. Al parecer, todas las víctimas eran de Adwa y pertenecían a la tribu Fur.",0
"1451","Decisión del Gobierno de la Federación Rusa nº 268 de 23 de abril de 1992 titulada ""Reglamento sobre el servicio estatal de fito-cuarentena"".",0
"1452","La Federación Rusa hace constar su profundo pesar y preocupación por la información sobre la violencia en curso en Darfur.",1
"1453","15. Desde su creación en junio de 2005, el Tribunal Penal Especial sobre los Sucesos de Darfur ha pronunciado veredictos en cinco casos.",1
"1454","642. La conclusión de que las autoridades gubernamentales, directamente o a través de las milicias bajo su control, no han perseguido ni aplicado una política genocida en Darfur, no debe interpretarse en modo alguno como un menoscabo de la gravedad de los crímenes perpetrados en esa región.",1
"1455","Este Taller fue organizado por la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD) y el Gobierno de la República de Yibuti, y se celebró en Yibuti del 14 al 16 de marzo de 2006.",0
"1456","El Consejo de Seguridad reanudó el examen del tema en su 4846ª sesión, celebrada el 21 de octubre de 2003, de conformidad con el entendimiento al que había llegado en sus consultas previas.",0
"1457","5. Majbal Nury Zahir - que tenía identificación",0
"1458","Además, lo que está manifiestamente claro en todo esto es el intento eritreo de conseguir que el Consejo de Seguridad haga su voluntad manteniendo como rehén al personal de la MINUEE.",1
"1459","Aunque la UNAMA y la Comisión Electoral Independiente han dependido hasta ahora de los observadores civiles para atenuar los conflictos, este mecanismo podría no ser suficiente para hacer frente a las amenazas más graves.",1
"1460","Además, muchas instituciones financieras se quejan de que se les ha dado poca o ninguna información sobre lo que deben buscar como posibles indicadores de operaciones de financiación del terrorismo.",1
"1461","El Consejo expresa su preocupación por el apoyo exterior que reciben los grupos armados chadianos, según ha informado el Secretario General.",1
"1462","Indique también el periodo durante el cual pueden utilizarse estas técnicas.",0
"1463","Pero no se equivoquen: mi país está igualmente dispuesto a resistir incesantemente a la UDI mientras no aparezca ningún compromiso en el horizonte.",1
"1464","(b) Un esquema administrado por alguna otra agencia o entidad gubernamental en líneas similares a (a);",0
"1465","4. La novena sesión del Consejo de Coordinación, prevista inicialmente para el 30 de julio, se ha aplazado indefinidamente.",0
"1466","Ha aumentado el número de redadas dirigidas contra fuerzas de seguridad nacionales e internacionales, personal de instituciones públicas y personal humanitario. Ha habido más ataques a colegios electorales y más amenazas a los equipos de registro de votantes.",1
"1467","La Ley Penal de Sudán y la Ley de Procedimiento Penal no contienen disposiciones sustantivas y procesales que puedan aplicarse a la situación especial de los delitos cometidos durante un conflicto armado.",1
"1468","Decreto Nº 6.124/45 (21 de diciembre de 1945)",0
"1469","Animo a las autoridades congoleñas a que hagan rendir cuentas a todos los responsables de las violaciones y saqueos masivos perpetrados en Walikale en julio y agosto de 2010.",1
"1470","Y ello a pesar de la condena reiterada de esos actos inhumanos por las resoluciones 1820 (2008), 1888 (2009) y 1960 (2010) del Consejo, que se convirtieron en faros de esperanza para millones de mujeres y niñas víctimas en todo el mundo.",1
"1471","Este tipo de ejercicio podría ayudar a aclarar hasta qué punto el petróleo observado como parte de los esfuerzos sobre el terreno posteriores a la invasión procede del vertido relacionado con la invasión o de entradas de petróleo más recientes en el sistema.",0
"1472","Instamos a Israel a que adopte nuevas medidas para eliminar los puestos avanzados de colonos de acuerdo con la Hoja de Ruta y a que haga frente a la creciente amenaza del extremismo de los colonos.",1
"1473","Aunque la mayoría de las partes interesadas de Costa de Marfil, incluidos el presidente Gbagbo y el primer ministro Soro, valoraron positivamente las operaciones de los tribunales móviles, el partido de la oposición Rassemblement des républicains se quejó de que muchos marfileños no habían podido acceder a los tribunales móviles, en particular en el oeste, debido a la presencia de milicias, aunque éstas estuvieran inactivas.",1
"1474","La Dirección Ejecutiva del Comité contra el Terrorismo ha facilitado talleres sobre la gestión del control fronterizo en varias regiones y tiene previsto continuar con esta práctica en el futuro. 269. Los Estados miembros deberían: (a) Aplicar procedimientos más activos de prevención, inspección y detección, basándose en la evaluación de riesgos, el intercambio y análisis de inteligencia y la cooperación internacional en los pasos fronterizos oficiales y a lo largo de las fronteras abiertas o porosas;",0
"1475","El artículo 19 del Estatuto del Tribunal permite a éste ordenar el decomiso de las ganancias ilícitamente adquiridas y disponer su devolución a sus legítimos propietarios o al Estado.",0
"1476","Condenamos todos los actos y crímenes de motivación étnica en Kosovo.",1
"1477","Los puestos del mercado quedaron totalmente destruidos y el ganado fue saqueado.",0
"1478","5. Decide seguir ocupándose del asunto.",0
"1479","D. Cuestiones D8/D9 (pérdidas empresariales individuales)",0
"1480","Se han creado en respuesta a denuncias de violaciones del derecho internacional de los derechos humanos y del derecho humanitario en contextos de conflicto, así como en situaciones de altos niveles de violencia, a menudo pero no exclusivamente relacionadas con procesos electorales o políticos, que implican graves violaciones del derecho de los derechos humanos.",1
"1481","La interdicción de los movimientos transfronterizos ilegales es vital para la lucha contra el terrorismo, el narcotráfico y el contrabando comercial.",1
"1482","Mueren dos civiles, cuatro personas resultan heridas por arma de fuego y dos sufren otras heridas graves.",0
"1483","La mayoría de los testigos potenciales que residían fuera del Estado tenían miedo de testificar, incluso de forma confidencial, porque temían por la seguridad de sus familiares y suponían que su conducta seguía siendo vigilada clandestinamente por las autoridades.",1
"1484","531. La Comisión señala en primer lugar que ha identificado a 10 altos funcionarios del Gobierno central, 17 funcionarios del Gobierno que operan a nivel local en Darfur, 14 miembros de los Janjaweed, 7 miembros de diversos grupos rebeldes y 3 oficiales de un ejército extranjero (que participaron a título individual en el conflicto) que son sospechosos de tener responsabilidad penal individual por los crímenes cometidos en Darfur.",1
"1485","En segundo lugar, el Sr. Covic expresó su preocupación por la calidad de la democracia en un lugar donde la minoría -los serbios de Kosovo- corre el riesgo de ser superada en votos. Yo diría que considero que el aspecto más importante de la democracia es, en efecto, que uno participe, ejerza los derechos de una democracia y vote.",1
"1486","Para camuflar esos hechos, a veces se visten con uniformes militares con el fin de transmitir la percepción errónea de que el ejército oficial es el responsable de perpetrar esa violencia.",1
"1487","Como ya se ha comentado, la Defensora del Pueblo coincide plenamente con los comentarios del Relator Especial sobre las deficiencias en la transparencia del proceso.",0
"1488","Condena el uso de [canal nacional de televisión] y otros medios de comunicación para incitar a la discriminación, la hostilidad, el odio y la violencia, incluso contra [Misión de la ONU pertinente], así como los actos de intimidación y violencia contra periodistas, y pide que se levanten todas las restricciones impuestas al ejercicio del derecho a la libertad de expresión en [país afectado];",1
"1489","c. Una anchura comprendida entre 10 y 20 mm.",0
"1490","9. Expresaron su sincero agradecimiento a la República Islámica de Irán por los excelentes preparativos y la generosa hospitalidad, que garantizaron el éxito de su primera conferencia.",0
"1491","Durante ese periodo, tanto la amenaza de Al Qaeda, los talibanes y sus asociados como el régimen de sanciones del Consejo de Seguridad dirigido contra ellos han cambiado considerablemente.",1
"1492","Además, Sissa no aportó ninguna prueba en apoyo de sus pérdidas.",0
"1493","Aunque la junta ejecutiva del Consejo Electoral Provisional se restableció el 9 de agosto de 2005, la institución siguió adoleciendo de graves deficiencias estructurales y operativas, que han arrojado serias dudas sobre su capacidad para establecer su secretaría completa y cumplir los plazos cruciales.",0
"1494","Me preocupa gravemente la última escalada entre Gaza e Israel.",1
"1495","""El Consejo de Seguridad reafirma las disposiciones pertinentes del Documento Final de la Cumbre Mundial 2005 relativas a la protección de los civiles en los conflictos armados, incluidos sus párrafos 138 y 139 sobre la responsabilidad de proteger a las poblaciones del genocidio, los crímenes de guerra, la depuración étnica y los crímenes de lesa humanidad.",0
"1496","Rogerio Lobato fue considerado para el puesto de Secretario de Estado de Defensa, pero se le denegó, después de que el general Taur Matan Ruak amenazara con abandonar las fuerzas de defensa. Roque Rodrigues fue nombrado.",1
"1497","Además, la brecha entre las posiciones del Presidente Gbagbo y su partido gobernante, por un lado, y las de las fuerzas de la oposición, por otro, sigue siendo amplia.",1
"1498","13. El comunicado conjunto comprometía al gobierno a adoptar medidas para poner fin a la impunidad, investigar los casos denunciados de violaciones y garantizar que todas las personas y grupos acusados de abusos contra los derechos humanos fueran llevados ante la justicia sin demora.",0
"1499","Aunque las F-FDTL han declarado que en 2006 tenían en su poder 1.200 armas M16, los registros revelan que faltan 45 armas M16. Además, faltan tres fusiles semiautomáticos FN-FNC, tres fusiles semiautomáticos SKS y dos armas Uzi que anteriormente estaban bajo la custodia y el control de las F-FDTL.",1
"1500","Cualquier cuestión abierta, no resuelta o de reciente aparición relacionada con la revisión del mandato se trataría en el Consejo a través de un mecanismo apropiado.",0
"1501","En el caso de Petrolube, estas consideraciones no son aplicables.",0
"1502","(d) El enfrentamiento armado entre soldados de las F-FDTL y agentes de la PNTL en el cuartel general de la PNTL el 25 de mayo, que se saldó con numerosos heridos y la muerte de un soldado de las F-FDTL, Bure.",1
"1503","Condenamos especialmente cualquier intento de forzar a la UNMIK a cualquier tipo de cogobierno, así como cualquier interferencia con los poderes reservados del Representante Especial.",1
"1504","En particular, recomienda que el Comité modifique el apartado 6 (i) de sus directrices para que los nombres de las personas identificadas como fallecidas se revisen automáticamente cada año, junto con cualquier listado seleccionado por el Comité del conjunto de entradas que no se hayan actualizado en cuatro años o más, a menos que un miembro del Comité solicite específicamente que se elimine de la consideración el nombre de una persona supuestamente fallecida.",0
"1505","Sin embargo, durante la inspección in situ, el reclamante confirmó que el importe representaba el coste de construcción de la sala de urgencias del PIB.",0
"1506","Por lo tanto, la Comisión considera que los sucesos de tortura pueden constituir un crimen contra la humanidad y, dado el carácter discriminatorio de los ataques, también pueden implicar el delito de persecución como crimen contra la humanidad.",1
"1507","Observando con preocupación la naturaleza cambiante de la amenaza que representan Al-Qaida, Usamah bin Ladin y los talibanes, y otros individuos, grupos, empresas y entidades asociados con ellos, en particular las formas en que se promueven las ideologías terroristas,",1
"1508","También recuerdo bien lo impopular que era hablar a los israelíes de las fronteras de 1967, y durante mucho tiempo fue casi inconcebible proponer la evacuación de los asentamientos israelíes.",1
"1509","22. La situación en Guinea-Bissau (6 de noviembre de 1998; 26 de julio de 2012).",0
"1510","259. Para garantizar que los ataques contra lugares o zonas donde puedan encontrarse tanto civiles como combatientes no pongan ilegalmente en peligro a la población civil, el derecho internacional impone dos obligaciones fundamentales, aplicables tanto en los conflictos armados internacionales como en los internos.",0
"1511","Apoyo financiero de la diáspora somalí",0
"1512","Reconociendo que la cooperación internacional y todas las medidas adoptadas por los Estados miembros para prevenir y combatir el terrorismo deben respetar plenamente la Carta de las Naciones Unidas,",0
"1513","14. Decide seguir conociendo del asunto.",0
"1514","Le agradecería que tuviera a bien señalar la presente carta a la atención de los miembros del Consejo de Seguridad.",0
"1515","Las bandas de delincuentes son, sin duda, organizaciones prohibidas y, por tanto, están contempladas en el texto.",0
"1516","Falsificación y alteración de moneda y emisión de moneda falsa o alterada,",0
"1517","El Presidente Abbas también me ha declarado que ""la transferencia ilegal de cantidades sustanciales de armas a los campos de refugiados a través de ciertos grupos palestinos pone en peligro al Líbano y es inútil para la causa palestina.""",1
"1518","En ese contexto, reiteramos nuestra reiterada afirmación de que la mayor amenaza para la investigación reside en el hecho de que ciertas partes dentro y fuera de nuestra región la están explotando para politizar conclusiones que no guardan relación alguna con la investigación y que no se basan en pruebas firmes.",1
"1519","Irán ha modificado 12 de las cascadas para que contengan 174 centrifugadoras cada una.",0
"1520","En la resolución 2122 (2013), el Consejo expresa su preocupación por la vulnerabilidad exacerbada de las mujeres en situaciones de conflicto armado y postconflicto, en particular en relación con el desplazamiento forzado, como consecuencia de la desigualdad de derechos de ciudadanía, la aplicación sesgada por género de las leyes de asilo y los obstáculos para registrar y acceder a documentos de identidad que se producen en muchas situaciones.",1
"1521","QUE SE CELEBRE EL CONSEJO DE SEGURIDAD Y EN EL ESCENARIO",0
"1522","Si el Gobierno no los aborda, podrían suponer graves amenazas para la seguridad y la estabilidad de Timor Oriental.",1
"1523","Indique si el alcance del suministro incluye o no algún artículo incluido en la Lista de Revisión de Bienes (GRL).",0
"1524","En este clima de inseguridad generalizada, la libertad de opinión de los partidos políticos se ve amenazada o restringida.",1
"1525","Las sustancias químicas de la lista 1, aunque estén contenidas en mezclas, no pueden volver a transferirse a un tercer Estado-Parte.",0
"1526","Hicimos hincapié en las trágicas consecuencias que tales mensajes habían tenido recientemente en otros lugares del continente.",1
"1527","34. Debe completarse el programa de desarme, desmovilización y reintegración, incluida la reintegración efectiva de los excombatientes.",0
"1528","Como consecuencia, se ha cruzado una línea en relación con las amenazas a la seguridad de muchos países de dentro y fuera de África, incluidos los miembros de este Consejo, dejando al descubierto sus vulnerabilidades.",1
"1529","Los incidentes con artefactos explosivos improvisados suelen causar un gran número de víctimas civiles, la destrucción generalizada de infraestructuras y el trastorno económico de comunidades enteras"".",0
"1530","Se han proferido algunas amenazas contra el personal del programa.",1
"1531","Sin embargo, en 2007, tras la emisión de la orden de detención contra Harun y Kushayb, el presidente AlBashir se negó públicamente a ejecutarla, desafió la autoridad del Consejo de Seguridad y afirmó que Harun había hecho lo que se le había ordenado.",1
"1532","Ley sobre el producto del delito CAP 143",0
"1533","S/RES/1896 (2009), op. 10",0
"1534","377. La tortura y los tratos crueles están prohibidos en virtud del artículo 3 común de los Convenios de Ginebra.",0
"1535","III. Certificación de la lista definitiva de votantes",0
"1536","""El Consejo de Seguridad subraya la importancia de una respuesta internacional coordinada a las causas de los conflictos y reconoce la necesidad de elaborar estrategias eficaces a largo plazo y hace hincapié en la necesidad de que todos los órganos y organismos de las Naciones Unidas apliquen estrategias preventivas y adopten medidas en sus respectivas esferas de competencia para ayudar a los Estados Miembros y a las organizaciones regionales y subregionales a erradicar la pobreza, reforzar la cooperación y la asistencia para el desarrollo y promover el respeto de los derechos humanos y las libertades fundamentales"".",0
"1537","Los ancianos del clan y las autoridades keniatas intervinieron a mediados de agosto para ayudar a resolver la disputa.",0
"1538","2. Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial contra el Terrorismo, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo en cuenta el peligro de que el terrorismo converja con otras amenazas a la paz y la seguridad internacionales, como la proliferación de armas de destrucción masiva, la delincuencia organizada transnacional y el ciberterrorismo, insta a una cooperación mundial aún más estrecha en la supresión de esta lacra de los últimos tiempos.",1
"1539","La Comisión observa con preocupación la ausencia de un control sistemático de las armas y municiones de la PNTL.",1
"1540","El Grupo de Supervisión observa, sin embargo, que la falta de un gobierno central establecido en Somalia y la elevada amenaza actual de hostilidades generalizadas han retrasado gravemente, si no suspendido por el momento, los esfuerzos serios de creación de capacidad en todo el país.",1
"1541","Al mismo tiempo, el presidente Al-Bashir amenaza a la comunidad internacional con represalias y más crímenes.",1
"1542","Entre las 13.15 y las 13.30 horas, el teniente coronel Ahmed Al-Assir le informó de la explosión y de que la caravana del Sr. Hariri había sido el objetivo.",1
"1543","50. La estabilidad de toda la región de los Grandes Lagos interesa a Uganda.",0
"1544","Sin embargo, aunque las medidas puedan tener una aplicación limitada en la zona fronteriza entre Afganistán y Pakistán o en las zonas sin gobierno del sur del Sáhara, abordan tres requisitos esenciales de un grupo terrorista: dinero, movimiento y medios para atentar.",0
"1545","Stadler no respondió a la notificación del artículo 15.",0
"1546","A cambio, las autoridades de Belgrado deben poner fin a su táctica de obstrucción, que impide a los serbokosovares participar en las instituciones públicas de Kosovo. La ""política de la silla vacante"" entraña grandes riesgos de que la historia de Kosovo se escriba sin los serbios de Kosovo.",1
"1547","Por lo tanto, el marco reconoce la importancia de implicar a los movimientos no signatarios en el proceso de paz con vistas a concluir rápidamente una solución negociada y plenamente integradora del conflicto.",0
"1548","Tras una minuciosa investigación, el Gobierno de Estados Unidos determinó que Ahmed Abu Khattalah era una figura clave en esos ataques armados.",0
"1549","El intercambio operativo de información se ve obstaculizado por la falta de capacidades institucionales y operativas y por problemas lingüísticos.",0
"1550","Sin embargo, algunos dirigentes de Mogadiscio acusaron al Presidente de acudir a territorio etíope para adquirir armas y tropas para sus futuras actividades en Somalia.",1
"1551","Los pasos que puedan minar la confianza o perjudicar el resultado de las negociaciones deben detenerse e invertirse.",1
"1552","Como UNAMA, seríamos irresponsables si no hiciéramos un llamamiento a la comunidad internacional, al Gobierno de Pakistán y al Gobierno de Afganistán y sus fuerzas nacionales para que pongan fin a esta situación, especialmente en la frontera sur.",1
"1553","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas, como se describe en la sección 1 del párrafo 7 de la parte dispositiva de la resolución 1542 (2004),",0
"1554","Los actuales problemas comunitarios de Afganistán requieren una solución global, que incluya no sólo actividades militares y de seguridad, sino también políticas, de desarrollo y económicas.",0
"1555","La capacidad de control fronterizo y de aplicación de la ley parece ser escasa, aunque la celebración de la Copa del Mundo de Cricket en el Caribe en 2007 parece haber aportado algunas mejoras en estos ámbitos.",0
"1556","88. Un Estado informó de que su estrategia nacional de lucha contra el terrorismo exigía que la actuación de las autoridades fuera coherente y transparente y garantizara el respeto del Estado de Derecho, la democracia, los derechos fundamentales y la buena gobernanza.",1
"1557","En una muestra adicional de hostilidad, Hamás celebró su vigésimo séptimo aniversario haciendo desfilar por Gaza a 2.000 de sus combatientes armados y cohetes montados en camiones.",0
"1558","La mayoría de los Estados, por ejemplo, aún no han tipificado como delito la financiación del terrorismo ni la han establecido como delito subyacente al delito de blanqueo de capitales.",1
"1559","Demandantes titulares de documentos de viaje sirios",0
"1560","17. La Oficina de Administración e Información seguirá actualizando el sitio web del Comité y trabajando para traducir el nuevo diseño y los cambios de contenido del sitio web a las otras cinco lenguas oficiales de las Naciones Unidas.",0
"1561","Muchos interlocutores afirmaron que algunos países vecinos desempeñaban un papel desestabilizador.",1
"1562","La comunidad internacional debería -incluso a través de los auspicios de las Naciones Unidas- utilizar la influencia diplomática y facilitar asistencia técnica en ámbitos como las reformas políticas, de seguridad y del sector judicial, la redacción de nuevas constituciones y marcos jurídicos, las instituciones electorales y la celebración de elecciones, entre otros.",1
"1563","Además, el artículo 78, párrafo 7 de la Ley Bancaria.",0
"1564","57. El interés propio de quienes se oponen al establecimiento de un gobierno de buena fe ha sido una constante, y el Grupo de Supervisión ha puesto de manifiesto en sus informes anteriores este problema central en Somalia. El problema persiste, y el tema más conspicuo del presente informe es la tendencia constante a la escalada de la violencia potencial en una pauta de protección de intereses creados arraigados.",1
"1565","El Consejo reafirma, recuerda o reitera periódicamente su exigencia de que los Estados hagan cumplir los embargos de armas existentes, ya que su aplicación sigue planteando importantes dificultades.",1
"1566","6. Decide seguir ocupándose del asunto.",0
"1567","20. El Grupo de Supervisión ha determinado durante el período del mandato actual que los flujos de armas del Yemen a Somalia no sólo procedían de grupos delictivos (a BAM para su compra por la oposición) sino también del Gobierno del Yemen directamente al Gobierno Federal de Transición.",0
"1568","La Iglesia Católica y organizaciones de la sociedad civil expresaron su preocupación por que las conmutaciones pudieran contribuir a la percepción de impunidad, aunque el Presidente explicó que las conmutaciones se habían concedido en consulta con, entre otros, el Gobierno, los miembros del Parlamento y las familias de las víctimas y los autores, y de conformidad con la Constitución y las leyes aplicables.",1
"1569","Tomamos nota de que, en su informe (S/2008/728), el Secretario General expresa su preocupación por la situación de seguridad en el este de la República Democrática del Congo.",1
"1570","Insto a todos los líderes somalíes a dar los pasos necesarios para reconciliar sus diferencias.",0
"1571","Durante la reunión, las partes mantuvieron un amplio intercambio de opiniones sobre la aplicación de las resoluciones del Consejo de Seguridad y sobre el ejercicio del principio de autodeterminación.",0
"1572","Ahora que la mediación y las actividades relacionadas con ella han adquirido tanta relevancia en el comercio internacional de armas, es de la mayor importancia que los países promulguen leyes y normativas eficaces que regulen este amplio espectro del corretaje de armas actual.",0
"1573","Para nombrar a determinadas personas como presuntos autores, es necesario definir los crímenes internacionales de los que pueden ser considerados responsables.",0
"1574","Cuatro Estados han tipificado adecuadamente como delito la financiación del terrorismo, mientras que tres no lo han hecho en absoluto.",1
"1575","15. También será crucial proporcionar a los países los medios para reconstruir y modernizar sus economías.",0
"1576","Se espera que la producción de trigo y cebada de 2008/09 disminuya hasta un 51% en comparación con la del año anterior.",0
"1577","La recopilación de información oportuna, precisa, fiable y objetiva sobre la violencia sexual relacionada con los conflictos es crucial para adaptar las respuestas del Consejo, así como para mejorar las medidas de prevención de la violencia sexual.",1
"1578","(c) El ejercicio financiero de la Comisión es bienal y consta de dos años civiles consecutivos;",0
"1579","La Representante Especial dijo que los recientes avances territoriales contra el EIIL mostraban que la estrategia, con apoyo militar internacional, estaba progresando.",0
"1580","Reiterando su enérgica condena de los ataques contra la UNAMID y su llamamiento al Gobierno de Sudán para que investigue rápidamente estos ataques y lleve a los autores ante la justicia, y reiterando además su llamamiento a todas las partes de Darfur para que cooperen plenamente con la misión, y reafirma sus profundas condolencias a los Gobiernos y a las familias de los fallecidos,",1
"1581","Extraktionstechnik presentó confirmaciones de depósito de su banco, Commerzbank AG, por un total de 1.059.790 DEM.",0
"1582","Sin embargo, sin una gran transparencia -lo que socavaría una de sus principales ventajas- es poco probable que un mecanismo de este tipo satisfaga las peticiones de una revisión judicial eficaz e independiente.",1
"1583","El Gobierno afgano ha instado a que el Comité dé una respuesta más flexible a sus propuestas de exclusión de las listas, temiendo que su incapacidad para conseguirlo le prive de un sistema esencial de recompensa para los talibanes que se reconcilien, con el consiguiente riesgo de que vuelvan a los combates.",1
"1584","Transmite nuestros saludos a nuestros hermanos de todos los países árabes, a todas las personas de buena voluntad y a los destinatarios que desees.",0
"1585","Informe del Secretario General sobre la situación en Somalia (S/2004/115 y Corr.1).",0
"1586","La Comisión considera que el desplazamiento forzoso de la población civil fue sistemático y generalizado y que dicha acción equivale a un crimen contra la humanidad.",0
"1587","Forma parte de un mantra constantemente repetido ante este Consejo que no es más cierto por su repetición, que ignora tanto las responsabilidades palestinas como los derechos israelíes, y que no reconoce las insoportables dificultades a las que se enfrentan las fuerzas israelíes al intentar proteger a sus ciudadanos y minimizar el daño a las vidas palestinas cuando los terroristas a los que se enfrentan muestran tan poca preocupación por las vidas palestinas como por las israelíes.",1
"1588","En algunas zonas, hay pruebas creíbles de acoso y amenazas de nuevo reclutamiento de niños liberados de grupos armados, y la falta de seguridad sigue obstaculizando la reintegración.",0
"1589","68. Durante el periodo examinado, UNICEF y la OMS emprendieron la tercera ronda de vacunación infantil contra la poliomielitis.",0
"1590","En su análisis, el Equipo de Vigilancia ha observado que al menos 31 Estados han creado comités nacionales u otros mecanismos con el fin de reunir a todos los organismos pertinentes para debatir cuestiones relativas a la lucha contra el terrorismo.",0
"1591","Aunque el Convenio de la ASEAN sobre la lucha contra el terrorismo aún no ha entrado en vigor, el Tratado de la ASEAN sobre Asistencia Judicial Mutua en Materia Penal ha sido ratificado por nueve Estados y está en vigor.",0
"1592","Reafirmando que no debe permitirse que los actos de terrorismo perturben la transición política y económica de Iraq, y reafirmando además las obligaciones de los Estados miembros en virtud de la resolución 1618 (2005), de 4 de agosto de 2005, y de otras resoluciones y convenciones internacionales pertinentes con respecto, entre otras cosas, a las actividades terroristas en Iraq y desde Iraq o contra sus ciudadanos,",1
"1593","Aunque Al-Shabaab no forma parte formalmente de Al-Qaeda, Usamah bin Ladin y Aiman al-Zawahiri (QI.A.6.01) han manifestado un gran interés por los acontecimientos en Somalia, convirtiéndola en uno de los puntos de reunión de reclutas de todo el mundo para recibir adiestramiento y adoctrinamiento paramilitar.",1
"1594","1.4 la Ordenanza de Emergencia (Orden Público y Prevención del Delito) de 1969;",0
"1595","""El Consejo de Seguridad reitera que la creciente amenaza que plantean los combatientes terroristas extranjeros forma parte de las nuevas cuestiones, tendencias y acontecimientos relacionados con las resoluciones 1373 (2001) y 1624 (2005), y alienta al Comité contra el Terrorismo a que celebre Reuniones Especiales en 2015 con la participación de los Estados Miembros y las organizaciones internacionales y regionales pertinentes para examinar formas de detener la corriente de combatientes terroristas extranjeros, e impedir que los terroristas exploten Internet y los medios sociales para reclutar e incitar a cometer actos terroristas, respetando al mismo tiempo los derechos humanos y las libertades fundamentales, y en cumplimiento de otras obligaciones derivadas del Derecho internacional; y a este respecto señala la importancia de que el Comité celebre reuniones en las regiones afectadas sobre cuestiones relacionadas con el mandato del Comité.",1
"1596","El 20 de julio, el Consejo se reunió en debate abierto (4174ª sesión) para estudiar su papel en la prevención de conflictos armados.",0
"1597","El asedio debe levantarse inmediatamente para permitir que la población civil de Gaza tenga acceso al agua, al empleo, al comercio, al tratamiento médico y a la educación; en esencia, acceso a sus necesidades básicas.",1
