"es_en_TRANSOFMERS"	"VerCoop"
"At the 5059th meeting of the Security Council, held on 19 October 2004, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"During the period from August 2004 to April 2007, goods worth approximately 500,000 Cypriot pounds (approximately US$ 1 million) were shipped from the south to the north."	0
"\" The Security Council reiterates that there is no military solution to the conflict in Afghanistan and that only a negotiated political settlement aimed at the establishment of a representative, broad-based, multi-ethnic and fully representative Government acceptable to all Afghans can lead to peace and reconciliation."	1
"Urging the Government of the Sudan, the Liberation and Justice Movement and the Justice and Equality Movement-Mohamed Bashar to fulfil their commitments under the DDPD, and urging all parties, in particular other armed movements that have not signed the DDPD, to commit themselves immediately and without preconditions and to make every effort to reach a comprehensive peace agreement on the basis of the DDPD, and to agree on a permanent ceasefire without further delay,"	1
"Establishment of an Arab satellite ground monitoring system"	0
"âThe Security Council recalls its support for the efforts of the Secretary-General to establish the special tribunal for Lebanon in a timely manner as a means of ending impunity in the country and deterring further killings in Lebanon."	1
"The members of that delegation agreed with the Prime Minister âto initiate the organization of the Palestinian armed presence in the camps to ensure securityâ."	1
"This work began with the establishment by the Council of the ad hoc tribunals for the former Yugoslavia, in 1993, and for Rwanda, one year later."	0
"The town of Kulbus could be considered a military target, given the presence of the military camp."	0
"In the discussions on the role of the President, several participants acknowledged that two \"traps\" should be avoided: first, trying to achieve national objectives to direct the work of the Council towards specific interests; and second, taking a kind of leadership that is too remote and formalistic."	1
"In some States, the effective implementation of resolution 1373 (2001) continues to be hampered by the vagueness or excessive scope of the definition of terrorist offences."	0
"In addition, the group assigned to Western Darfur visited refugee camps in Chad and the group assigned to Southern Darfur visited the National Security Detention Centre in Nyala."	1
"(d) Population identification and voter registration operations"	0
"On 12 February 2013, the Security Council held an open debate on the protection of civilians in armed conflict, which addressed the five core challenges identified by the Secretary-General. On 17 July 2013, the Security Council addressed the issue of the protection of journalists in another open debate."	1
"Trials involving offences punishable by more than five years'imprisonment are presided over by a panel of judges."	1
"To be held on Wednesday, 19 February 2014, at 10:00"	0
"Supporting the work of the Committee established pursuant to resolution 1540 (2004), hereinafter referred to as the 1540 Committee, in accordance with its fifth programme of work,"	1
"Demands that all parties to armed conflict immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, including, inter alia, the application of appropriate military discipline measures and the application of the principle of command responsibility, the training of troops on the categorical prohibition of all forms of sexual violence against civilians, the rebuttal of myths that fuel sexual violence and vetting candidates for national armed forces and security forces to exclude those associated with serious violations of international humanitarian law and international human rights law, including acts of sexual violence."	1
"In 2002, malnutrition rates have fallen by half of what they were in 1996."	0
":: Report to the 1540 Committee after each meeting"	0
"These actions have been undertaken in spite of the clear position taken against them by the Special Representative of the Secretary-General and in defiance of the provisions of the United Nations and the Security Council."	0
"The members of the Council also expressed the wish that the Ethiopian authorities follow up the Hague meeting soon, with a view to establishing modalities for the speedy implementation of the border delimitation decision."	1
":: Participate fully in regional events and seminars that contribute to awareness-raising and promote the implementation of resolution 1540 (2004) and increase its efforts to raise awareness among parliamentarians and other high-level decision makers"	1
"In close cooperation with the Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay particular attention to States that lack information on how they implement resolution 1373 (2001) and will consider how best to address the problem."	1
"At current prices, total income for the entire phase V is estimated at about $3.9 billion, including pipeline fees of $180 million."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"Furthermore, the OIC insists that the Security Council must fulfil its responsibility to maintain international peace and security and act immediately to implement its relevant resolutions in order to promote the achievement of a just, lasting and peaceful solution to this protracted and tragic conflict and to realize the inalienable rights of the Palestinian people."	1
"Despite continued pressure on the leaders of both groups, the situation in Iraq and other conflict zones has kept terrorism at the forefront of the international agenda, with no reduction in the number of new members."	0
"The Panel then presents three specific case studies, namely: aerial power; military vehicles; mercenaries and mechanics, for consideration by the Committee and a timely conclusion as to whether or not they violate the embargo."	1
"(Summit resolution 486/21, adopted on 30 March 2009)"	0
"In particular, I urge the Abkhaz side to fulfil its previous commitments and to allow the opening of an auxiliary human rights office in Gali, to allow the teaching in the mother tongue of local Georgian youth, and to accept the deployment of UNOMIG police officers in the Gali district."	1
"In addition, the Committee received a notification, to which it replied, regarding the arms embargo related to paragraph 13 (a) of resolution 2009 (2011), which should not have been submitted, as it related to non-lethal material to be supplied to the Government of Libya."	1
"Aware that no country in the subregion alone was in a position to implement those recommendations, BONUCA would facilitate, when requested, cooperation among those countries, together with subregional and regional organizations, to put a lasting stop to the cross-border insecurity caused by armed groups and roadblocks."	1
"The affiliates of Al-Qaida, Tehrik-e Taliban Pakistan (TTP) (QE.T. 132.11), Lashkar-e-Tayyiba and Harakat ul-Mujahidin (QE.H.8.01) continue to play an important role in the insurgency in Afghanistan."	0
"The Council considers using the International Fact-Finding Commission established in accordance with article 90 of Additional Protocol I to the Geneva Conventions."	1
"The outcome of this dialogue would strengthen the climate of stability."	1
"âThe Security Council remains deeply concerned about the insecurity and significant humanitarian crisis in the Sahel region, which is further complicated by the presence of armed groups, including separatist movements and terrorist and criminal networks, and the intensification of their activities, as well as the continued proliferation of weapons from within and outside the region, which pose a threat to the peace, security and stability of States in that region, and in this regard stresses the importance of the implementation of all relevant Security Council resolutions, including those on arms embargoes."	1
"Reuters, news agency; Mariam Karouny, journalist, 19 January 2012"	0
"Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)"	1
"Pedro Pacheco Herrera, Jerez City Council"	0
"(a) To request the Secretary-General to ensure that key provisions of the Convention on the Safety of United Nations and Associated Personnel, including those relating to the prevention of attacks against members of United Nations operations, the criminalization of such attacks as crimes punishable by law and the prosecution or extradition of perpetrators, in future agreements and, if necessary, in existing status-of-forces or status-of-mission agreements, as well as in agreements concluded between the United Nations and those countries, taking into account the importance of timely conclusion of such agreements;"	0
"Support should be provided to advance justice sector reform, in close collaboration with the United Nations country team, and to establish accountability mechanisms and strengthen existing mechanisms in the defence and security forces."	1
"In my meeting with the highest Congolese authorities, including President Joseph Kabila, I raised with them the issues of due process in trials and the use of the death penalty."	1
"At that meeting, the parties agreed to deepen their cooperation on the issues of the technical study of the railway network and the return of refugees and internally displaced persons."	1
"It could include improved skills in areas such as police, justice, education, culture, the media and the economy; it could allow horizontal linkages between Kosovo Serb-majority municipalities."	1
"Security Council resolution 1373 (2001) remains highly relevant, in addition to being a key United Nations document in the area of counter-terrorism."	1
"32. Welcomes the regular submission by the Government of Afghanistan of information on the content of the List and the impact of targeted sanctions in countering threats to the peace, stability and security of Afghanistan and in supporting the Afghan-led reconciliation initiative;"	1
"As a result, some members of the Committee who did not have information on a name and had not been part of the consultations may have felt marginalized in the decision-making process; although there could have been a more open exchange at the meetings of the Committee, all members had the opportunity, and often exercised it, to request further details when they considered it important."	1
"The Council stresses that all those responsible for violations of international law, including humanitarian law and human rights law, as well as those who ordered such acts, shall be held accountable."	0
"Mr. Beyani also called on the Council not to lose sight of the important role that displaced women could play in negotiating peace, ensuring their human rights and achieving development in post-conflict situations."	1
"17. The situation in the occupied Arab territories."	0
"In view of the repeated violations of human rights in CÃ´te d'Ivoire in recent years, the international community should also consider the need to establish an independent human rights mechanism of the United Nations Commission on Human Rights (a country-specific special rapporteur or an independent expert), which would be responsible for reporting, including to the General Assembly, on progress made in the effective implementation of international human rights standards and their implementation at the national level, as well as on ending impunity and ensuring the rule of law in CÃ´te d'Ivoire."	1
"Expresses its intention, where appropriate, to call upon parties to a conflict to take special measures to address the protection and assistance needs of women, children and other vulnerable groups, including through the promotion of âimmunisation daysâ and other opportunities to provide basic services needed in a safe and unhindered manner;"	1
"Asia and the Middle East"	0
"First, transnational crime and lax border controls can weaken State authority."	0
"Progress could be hampered if international actors had divergent objectives, parallel initiatives appeared and countries in the region supported non-signatory movements, thereby undermining attempts to persuade movements to join the peace process."	0
"The Georgian leadership was firmly committed to a peaceful resolution of the conflict on its territory, which was ethnically inclusive and inclusive and safeguarded human rights and freedoms."	1
"In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant Security Council sanctions committees."	0
"âThe Security Council encourages Member States to establish and maintain an effective national criminal justice system based on the rule of law with provisions for criminal and judicial cooperation in extradition and mutual legal assistance, in particular to expedite, simplify and prioritize requests for extradition and mutual legal assistance in terrorism-related cases and to implement best international and regional practices in the field of extradition and mutual legal assistance, in accordance with international law, in particular human rights, refugee and humanitarian law."	1
"At a plenary meeting of the nine judges of the Trial Chambers and the five judges of the Appeals Chamber, the issue of compensation for victims of the tragic events in Rwanda was carefully discussed."	1
"The Operation will also work with the Facilitator by encouraging the parties to reach an effective agreement on the control of stockpiled weapons, in accordance with the monitoring role assigned to UNOCI and the Licorne force in the Ouagadougou Agreement."	1
"The Council calls upon Member States to increase their cooperation at the international and regional levels, based on common and shared responsibility, and their cooperation with UNODC and the International Narcotics Control Board, in order to address illicit production, demand and trafficking in drugs, and to identify emerging trends in drug trafficking."	1
"The Movement noted that the fact that no Arab women had been raped and that no Arab village had been destroyed proved that the Government specifically targeted African tribes."	0
"In Security Council resolution 1624 (2005), which focuses on the threat of incitement to commit terrorist acts, the Council stresses that States must ensure that any measures taken to implement the resolution comply with all their obligations under international law, in particular international human rights law."	1
"1. Calls upon States to reiterate their commitment to prevent and combat genocide and other serious crimes under international law, reaffirms paragraphs 138 and 139 of the 2005 World Summit Outcome (A/60/L.1) concerning the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity, and stresses the importance of taking into account the lessons learned from the 1994 genocide against Tutsis in Rwanda, in which Hutus and other persons opposed to it were also killed;"	1
"(e) The inaugural meeting of the International Contact Group on Libya, held in Addis Ababa on 3 December 2014, supported the efforts of neighbouring countries and the Special Representative of the Secretary-General for Libya to create conditions conducive to dialogue between all Libyan parties, with the exception of known terrorist groups."	1
"In accordance with paragraph 11 of resolution 1963 (2010), the Committee, with the assistance of its Executive Directorate, held a special meeting on 28 September 2011 to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and its own establishment."	1
"This interpretation is justified by basic principles of international criminal law according to which there is individual criminal responsibility when a person commits a crime materially, as well as when he incurs other forms or modes of criminal conduct."	0
"26. The situation in Somalia (17 March 1992; 19 December 2007)."	0
"\" The Security Council urges States, international organizations and the private sector to share evidence, information and intelligence, as appropriate, for the purpose of counter-piracy policing, including the effective prosecution of suspected pirates and the imprisonment of convicted persons, and encourages existing and future initiatives in this regard."	1
"Recalling the statement of its President (S/PRST/2011/9) of 2 May 2011, which notes that Osama bin Laden will never be able to carry out terrorist acts again,"	0
"Since the establishment of the Counter-Terrorism Trust Fund, CTED has been more efficient in managing voluntary contributions to support its activities."	1
"Stresses the responsibility of the United Nations country task forces for monitoring and reporting and United Nations country teams, within their respective mandates, to ensure effective implementation of their resolutions on children and armed conflict, to monitor progress and to report thereon to the Secretary-General, in close cooperation with his Special Representative for Children and Armed Conflict, and to ensure a coordinated response to children and armed conflict issues."	1
"The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1996/15/Add.5, 16, 18, 27, 40 and 49; and S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; see also S/19420/Add.51; S/22110/Add.21; and S/25070Add.12, 27, 37, 40, 43, 48 and 51)"	0
"âThe Security Council reiterates its call on the Government of the Central African Republic to revitalize efforts to reform security sector institutions, which is a key element of the peacebuilding process in the Central African Republic, and to address widespread impunity, promoting the rule of law and increasing respect for human rights."	1
"11. Requests the Secretary-General to include in his next report an overall assessment of the disarmament, demobilization and reintegration and disarmament, demobilization, reintegration, repatriation and resettlement programmes of MONUC and, in close coordination with his Special Envoy for the Great Lakes region, to make recommendations on adjustments that may be required to enhance their effectiveness, resources and coordination with the military component of MONUC;"	1
"For example, Burkina Faso attached importance to combating violent extremism and was fighting attempts to recruit terrorists."	0
"All States were parties to the Convention on the Financing of Terrorism, had enacted legislation relating to money-laundering and combating the financing of terrorism and had established financial intelligence units registered with the Egmont Group."	0
"I am ready to work closely with the Security Council collectively and with key stakeholders individually to end this dangerous crisis, conclude the peace process quickly and restore vital humanitarian activities in Eritrea."	1
"In the ensuing private consultations, Council members stressed the importance of stepping up efforts to promote security sector reform and to establish democratic and effective national institutions."	1
"It has also been said that Al-Shabaab has been able to enlist the support of other international terrorist networks."	1
"Welcoming and supporting the steps taken to conclude treaties on nuclear-weapon-free zones, and reaffirming the conviction that the establishment of internationally recognized nuclear-weapon-free zones on the basis of arrangements freely arrived at among the States of each affected region, and in accordance with the 1999 guidelines of the United Nations Disarmament Commission, promotes global and regional peace and security, strengthens the nuclear non-proliferation regime and contributes to the achievement of the objectives of nuclear disarmament,"	1
"Concern also persists about the Emarat Kavkaz (QE.E.131.11), a terrorist organization in the North Caucasus led by Doku Khamatovich Umarov (QI.U.290.11), which perpetrated multiple attacks in the Russian Federation."	0
"Member States will be asked to limit their interventions to five minutes."	1
"I call on the Lebanese authorities to make every effort to arrest those responsible and bring them to justice."	1
"In monitoring the use of compensation for environmental problems, the Commission should take into account the final results of the oil-contaminated Saudi Arabian coastal monitoring and assessment study, in particular the Commission's compensation for claim No. 5000451."	1
"âThe Security Council recognizes the significant achievements made in the fight against terrorism and also recognizes that gaps remain in the overall fight against this scourge, urges all Member States and the United Nations system to seek to fill those gaps, and stresses the need to ensure that the fight against terrorism remains a priority on the international agenda."	1
"In order to preserve the sovereignty and independence of States and maintain international peace, security and stability, the Syrian Arab Republic calls upon the United Nations and its counter-terrorism and terrorist financing bodies, in particular the Security Council and its specialized subsidiary committee and the Human Rights Council, to deny terrorists and their supporters any excuse that would serve as an alibi for their destructive practices."	1
"The Lebanese security teams (police and military) worked closely with the Commission's security team to ensure the safety and security of its personnel and premises."	0
"(2) Sends toxic substances or any other toxic object from one place to another by mail or by any other means; or"	0
"The Security Council, by its resolution 1575 (2004) of 22 November 2004, requested Member States, through or in cooperation with the European Union, to report to it on the activity of the European Union military mission in Bosnia and Herzegovina (EUFOR), through appropriate channels and at least every three months."	1
"Council members noted that all candidates should make every effort to maintain a peaceful and peaceful environment, exercise restraint, await the results to be disseminated in accordance with national constitutional procedures and settle their disputes through peaceful means, through established legal and mediation mechanisms, such as the National Mediation Committee."	1
"In Beni, local authorities and civil society have called for MONUSCO forces to be more actively involved in military operations against the FDA, including through unilateral operations."	1
"On 20 November, Australian Foreign Minister Julie Bishop chaired a briefing on the theme âPeacekeeping operations: the role of police in peacekeeping and post-conflict peace-building operations.â This was the first meeting in the Council's history devoted to police issues."	1
"On the night of 6 to 7 August 2003, a Boeing 707 registered with code 9G-LAD (Ghana) landed at Robertsfield International Airport from Sirte, Libyan Arab Jamahiriya."	0
"... stressing the importance of investigating [presumed abuses and violations of international humanitarian law], including those committed during the... crisis and committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, respecting the rights of detainees..., urging the Government to intensify and expedite its efforts to combat impunity,"	1
"45. The situation in Guinea-Bissau (6 November 1998; 19 October 2007)."	0
"B. Other cases of overlap 74 - 77 19"	0
"It was agreed that Somalia, the region and the international community should pay more attention to capacity-building activities in the fight against piracy, with a view to maximizing the progress made by naval forces."	1
"Reporting Schedule I, II and III substances to OPCW"	0
"Conducted by the Executive Directorate on behalf of the Committee, the visits provide an opportunity to discuss, inter alia, trends and challenges related to terrorism, initiatives, strengths, weaknesses and technical assistance needs of States in the fight against terrorism and good practices in the implementation of the two resolutions."	1
"The mission will discuss with the Ugandan authorities how to find a solution to the conflict, including the application of the amnesty law for members of the Lord's Resistance Army who have not committed the most serious violations of human rights and international humanitarian law, in the context of recent attempts at negotiation and the procedures established by the International Criminal Court to prosecute those responsible for serious violations of human rights and international humanitarian law."	1
"Table 50 Recommended compensation for Folcra"	0
"(a) If the act described in paragraph 1 causes serious injury to at least two persons or death; or"	0
"In accordance with Council Decision 2011/137/CFSP, and in particular Article 8(2) in conjunction with Article 31(2) of the Treaty on European Union, the additional persons and entities listed in the Annex to this Decision have been included in Annexes II and IV to Decision 2011/137/CFSP."	0
"51. The situation in Chad, the Central African Republic and the subregion (27 August 2007; 20 December 2010)."	0
"(c) Encourage the establishment of procedures to verify that asylum-seekers and refugees have not committed terrorist acts."	1
"The force has also identified military assets that are underutilized and could be repatriated without adversely affecting the Mission's ability to conduct operations."	0
"Recalling its endorsement of the Agreement signed by the Ivorian political forces in Linas-Marcoussis on 24 January 2003 (S/2003/99) (the Linas-Marcoussis Agreement) and approved by the Conference of Heads of State on CÃ´te d'Ivoire, held in Paris on 25 and 26 January 2003, the Agreement signed in Accra on 30 July 2004 (the Accra III Agreement) and the Agreement signed in Pretoria on 6 April 2005 (the Pretoria Agreement),"	1
"The Security Council adopted resolution 1894 (2009) on the protection of civilians in armed conflict, which called for priority to be given to mandated civilian protection activities when resources and capacities are allocated, an operational concept for the protection of civilians is developed and planning and training activities are carried out throughout the mission."	1
"The total corrected awards, by country and series, are as follows:"	0
"Efforts should be made from the outset to ensure coordination with law enforcement and other national authorities, as well as to develop appropriate national legal frameworks and strengthen the capacity of judicial and law enforcement systems."	1
"The Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban (hereinafter referred to as âthe Committeeâ) has given Member States many opportunities to express their views, either directly or through the Monitoring Team."	1
"12. In view of the deep mistrust among the Lebanese people regarding their judicial and security authorities, the Commission has become a source of high expectations and hopes for change, as well as an intermediary between the Lebanese people and their authorities."	1
"In addition, the Authority reaffirms its determination to continue to work to combat the effects of climate change."	1
"On 3 and 7 October, the Council issued press releases condemning the recent attacks against MINUSMA (SC/11587 and SC/11591)."	0
"âThe Security Council underlines the relevance of the recommendations of the Financial Action Task Force in support of the implementation of resolutions 2170 (2014) and 2178 (2014), including its recommendation to States to implement cash declaration or disclosure systems for incoming and outgoing currency transport, and other measures to address the threat that some foreign terrorist fighters and facilitators are acting as money carriers for terrorist organizations."	1
"In view of the return of terrorist groups, it believed that MINUSMA should have all the necessary equipment to fulfil its mandate and protect the population of the north."	1
"15. Recognizes the importance of the good offices of the Secretary-General in Africa, and encourages the Secretary-General to continue to use mediation wherever possible to contribute to the peaceful settlement of disputes, coordinating his work and working closely with the African Union and other subregional organizations in this regard, as appropriate;"	1
"These new responsibilities would have resource implications."	0
"âThe Security Council reiterates its support for the establishment of a Core Group to maintain the mobilization of the international community, to increase consultations among key stakeholders to enhance the coordination and effectiveness of assistance to Haiti and to contribute to the definition of a long-term development strategy aimed at promoting lasting peace and stability in the country."	1
"Following a thorough investigation, the United States Government found that Ahmed Abu Khattalah had been a key figure in these armed attacks."	0
"She was transferred to Shifa Hospital in a private vehicle because there were already three or four patients inside the ambulance."	0
"Owing to the interruptions in voting, the results for 12 seats remain unconfirmed."	0
"Given the scale and magnitude of the incidents related to the conflict in Darfur, the establishment of facts and the gathering of reliable evidence for the identification of suspects are difficult tasks, which cannot be taken lightly."	1
"The movements, recognizing Algeria's constructive and credible role in promoting and seeking a definitive solution to the crisis, expressed their full confidence in the continuation of efforts and the increased participation of Algeria in the search for the desired final settlement of the conflict."	1
"In addition, he expressed his hope that the Council's debate would raise awareness of the needs that were being presented and help to generate sufficient levels of political, financial, human and logistical support, thereby contributing to the common goal of using the United Nations peacekeeping mechanism to promote international peace and security."	1
"The schools of Basrah and Missan were the worst in the group of governorates studied."	0
"This year, in order to guide the pledges of new donors, UNMIK prepared âKosovo: reconstruction 2000â, a programme of reconstruction and public investment to guide donors towards the priorities of the Joint Interim Administrative Structure."	0
"Finally, I call on the Security Council to stand in solidarity with Nigeria during this critical period and to provide it with the necessary support to prevent further destabilization and violence, particularly in the heavily affected north-eastern States."	1
"- To call for strict compliance by parties to an armed conflict with the applicable rules of international humanitarian law, including the prohibition of:"	0
"The Team has also sought to raise awareness of sanctions against Al-Qaida within the commercial airline sector by working closely with the International Civil Aviation Organization (ICAO), the International Air Transport Association (IATA) and the private industry."	0
"Reaffirms that all parties to the conflict have an obligation to observe international humanitarian law, in particular the Geneva Conventions of 12 August 1949, and that persons who commit or order grave breaches of the Conventions are individually responsible for such violations."	1
"In accordance with Presidential Decree No. 2004-236, which mobilized the national armed forces, and with the instructions received at the meeting held on 24 March by the President, the Prime Minister, the Ministers of Defence and Internal Security and the relevant heads of the national police, gendarmerie and FANCI, the security forces were stationed in many areas of the urban periphery, particularly in locations where concentrations and demonstrations were planned."	0
"Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the affected country],... calls upon all parties to put an end to the serious violations and abuses committed against children in [the affected country], urges the Government... to develop and implement a concrete and time-bound plan of action to halt the recruitment and use of children, requests the Secretary-General to continue to engage in dialogue with the Government... in this regard, and reiterates his request to the Secretary-General to strengthen the child protection component of [the mission] and to continue to monitor and report on the situation of children in [the affected country];"	1
"(h) Strengthen awareness-raising efforts among parliamentarians and other high-level decision makers;"	1
"Recalling the statement of its President of 8 July 1999 (S/PRST/1999/21) and stressing its call for the inclusion, where appropriate, of clear provisions relating to the disarmament, demobilization and reintegration of former combatants, including the safe and timely elimination of weapons and ammunition, in the mandates of United Nations peacekeeping operations,"	1
"25. Requests all Member States, but especially the Government of Afghanistan, to inform the Committee whether they are aware of any information indicating that a person, group, undertaking or entity that has been delisted should be designated in accordance with paragraph 1 of the present resolution, and further requests that the Government of Afghanistan submit to the Committee an annual report on the situation of persons whose reconciliation has been reported and that the Committee has delisted the previous year;"	1
"Reaffirming the obligation of Member States to freeze without delay the funds and other financial assets or economic resources of persons who commit, attempt to commit or participate in or facilitate the commission of terrorist acts; of entities owned or controlled, directly or indirectly, by such persons; and of persons and entities acting on behalf of or under their orders, including funds obtained or derived from property owned or controlled directly or indirectly by such persons and other persons and entities associated with them,"	1
"Therefore, the resources and reporting deadlines provided by the authorities determining the mandate should be in agreement with the mandate; this has not always been the case."	0
"Welcoming the increased representation of women in Parliament, commending the [national] authorities and stressing the need to increase their participation in decision-making processes in conflict prevention and resolution,"	1
"2. Money transfer service providers;"	0
"States should ensure that their laws and guidelines are sufficiently flexible and robust to be able to address any new threats and maintain their preventive role."	0
"The meeting on 21 May made specific reference to the issue of weapons, as expressed in paragraph 93."	1
"The fact that States and the Committee were seeking to maintain the inclusion of ideologues on the List despite its limited impact seemed to indicate a broader trend in the fight against terrorism, which was to maintain a balance between efforts to trap and arrest terrorists and efforts to prevent others from becoming terrorists."	0
"In Southern Darfur, one of the most devastating clashes occurred on 19 September when SML/A attacked SAF positions in and around Shaeria village."	0
"Pursuant to resolution 2129 (2013), the Committee, with the assistance of the Executive Directorate, will continue to work closely with Member States, including during country visits, in developing comprehensive and integrated counter-terrorism strategies and identifying available elements, standards and practices."	1
"âThe Security Council stresses the importance of achieving durable solutions for refugees and internally displaced persons, including their safe, dignified and voluntary return, or their local integration or resettlement."	1
"B. Killing and maiming of children"	0
"Although the official campaign period has not yet begun, opposition parties and civil society expressed concern at the actions taken by national authorities, in particular the police, to disrupt their political activities."	0
"To date, this strategy has been successful."	0
"The Team recommends that the Security Council and the Committee encourage States to choose or establish national mechanisms to identify and designate individuals and entities to be included in the consolidated list based on clearly defined legal powers independent of criminal proceedings."	1
"The situation in Côte d'Ivoire."	0
"The planned civic service programme, which should absorb a total of 20,000 ex-combatants and 20,000 youth at risk, has not yet been implemented."	0
"THE SITUATION CONCERNING THE DEMOCRATIC REPUBLIC OF THE CONGO"	0
"4. Calls upon armed opposition groups and relevant elements in Syria to respect the relevant provisions of the Preliminary Understanding;"	1
"6. Also requests the Committee established pursuant to resolution 1267 (1999) to submit to the Security Council periodic reports on the implementation of the present resolution;"	1
"Indeed, from the point of view of basic military capability, the availability of human resources, including in particular well-trained veterans, can be a determining factor for success."	0
"3. Directs the Committee to transmit to the Committee established pursuant to resolution 1988 all proposals for listing, de-listing requests and proposals for updating existing information relevant to section A (âTaliban associated personsâ) and section B (âTaliban associated groups and undertakingsâ) of the Consolidated List pending by the Committee at the date of adoption of the present resolution, so that the Committee established pursuant to resolution 1988 may consider those matters in accordance with resolution 1988;"	0
"In this regard, it is significant that the Security Council, in its resolution 1963 (2010), encourages the Executive Directorate to discuss with Member States, with their consent, the possible development of comprehensive and integrated national counter-terrorism strategies that include attention to the factors leading to terrorist activity, in accordance with their obligations under international law; and the importance attached by resolution 1963 (2010) to the role that regional and subregional organizations can play in combating terrorism, in particular by enhancing the capacity of Member States to fully implement resolution 1373 (2001) and facilitating the provision of technical assistance."	1
"They welcomed the courage and commitment to MINUSMA shown by troop- and police-contributing countries and called for continued bilateral support for the training and equipping of MINUSMA military and police forces."	0
"A possible obstacle to effective procedural safeguards by the Office of the Ombudsman is the possibility of confidentiality considerations preventing the name of the designating State from being made known to the petitioner and to the States concerned in the case."	0
"In addition, members looked forward to the list of violators of the arms embargo, which the Monitoring Group should submit in its final report."	1
"âThe Security Council expresses its sincere solidarity with all victims of terrorism and their families, stresses the importance of assisting and providing support to victims of terrorism and their families in coping with their loss and pain, recognizes the important role that networks of victims and survivors play in the fight against terrorism, which, inter alia, have the courage to share their experiences and make statements against violent and extremist ideologies, and in this regard welcomes and encourages the relevant efforts and activities of Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force."	1
"In the closed consultations that followed, Council members expressed their support for UNSMIL and noted the efforts made by the interim Government to achieve stabilization."	1
"In order to respond effectively to the asymmetric nature of the terrorist threat, it is essential to strengthen cooperation through the ongoing exchange of information between law enforcement, border security bodies and intelligence services."	0
"Today's debate is about an urgent matter."	0
"At the 5052nd meeting of the Security Council, held on 6 October 2004, in connection with the Council's consideration of the items entitled âJustice and the rule of law: the role of the United Nationsâ and âPost-conflict national reconciliation: the role of the United Nationsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"Emphasizing in particular that continued international efforts to promote dialogue and improve understanding among civilizations, in an effort to prevent indiscriminate targeting of different religions and cultures, and the resolution of unresolved regional conflicts and the wide range of global problems, in particular development problems, will contribute to strengthening the international fight against terrorism,"	1
"More generally, the 1939 Law defines the word \"organization\" as any association, society or other organization or combination of persons of any kind or nature, whether or not named."	0
"It is not yet known whether this indicates a decrease in regional influence on power or a simple change in leadership."	0
"22. Requests the Government of the Democratic Republic of the Congo, with the support of the international community and MONUC, to urgently develop and implement a comprehensive national security sector reform strategy, based on the results of the February 2008 round table on the security sector, with a view to establishing, in the defence, police and justice sectors, well-managed professional security forces that protect civilians and act in accordance with the Constitution in accordance with the rule of law, human rights and international humanitarian law, and urges the Congolese Government to ensure the sustainability of support provided by its partners in this area, in particular by prioritizing the reform of the administrative and command structures of FARDC and other security forces, and reiterates its call upon the Congolese authorities to establish a vetting mechanism to take into account, when electing candidates for official positions, including key positions in the armed forces, the national police and other security forces, the candidate's record in respect of international humanitarian law and human rights;"	1
"11. Stresses that specialized international and regional organizations have an important role to play in promoting understanding of the terrorist threat, and in facilitating international cooperation in the field of counter-terrorism, especially through the provision of technical assistance and related assistance, as requested."	1
"I call on the donor community to contribute generously to the demining activities of Landmine Action, which are essential for the safety of the local population and United Nations military and civilian personnel in Western Sahara."	1
"In one of the incidents, in Korcha-Turgu, early in the morning, one day in August 2003, hundreds of Janjaweed Arabs dressed in green military uniform and riding horses and camels surrounded and attacked the village and began shooting at men and boys."	0
"At the 5303rd meeting of the Security Council, held on 10 November 2005, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
