"","es","MatCoop"
"2176","La indicación que dan a sus seguidores es que ataquen donde puedan y cuando puedan.",0
"2177","La mayoría de los Estados han adoptado medidas apropiadas para reprimir el reclutamiento de terroristas.",1
"2178","Los Estados deben establecer más bien un marco jurídico claro, completo y coherente que tipifique expresamente los actos de terrorismo como delitos graves, castigue esos actos según su gravedad, determine la jurisdicción aplicable y facilite a los tribunales el enjuiciamiento de los terroristas.",1
"2179","En esta misma tarjeta prepagada se recibió una llamada telefónica un minuto después de la explosión, a las 12.57 horas, desde una cabina telefónica situada en Trípoli, cerca de un edificio perteneciente a los servicios de inteligencia sirios. El 30 de enero se realizó una llamada al teléfono fijo del domicilio del Sr. Abu Adass, desde la misma cabina telefónica de Trípoli.",0
"2180","Cincuenta centros se han puesto en funcionamiento compartiendo espacio con las bases de operaciones existentes.",0
"2181","Organigrama de los vínculos relativos al Chong Chon Gang",0
"2182","c) Reforzar los programas de supervisión judicial de las actividades policiales y fomentar el diálogo continuado con los mecanismos internacionales y regionales pertinentes a fin de garantizar el cumplimiento de las obligaciones internacionales en materia de derechos humanos en el contexto de la lucha contra el terrorismo.",1
"2183","Durante el período de que se informa, concluyó un examen preliminar de la evaluación de riesgos de Kosovo y empezó en todas las regiones el proceso de evaluación de riesgos.",1
"2184","Esta rápida asistencia fue inapreciable, dado que permitió a los investigadores analizar rápidamente llamadas telefónicas concretas de suscriptores y establecer pautas de comunicación entre grupos particulares de suscriptores.",1
"2185","s) La prohibición de la imposición de castigos colectivos;",0
"2186","En segundo lugar, incluso cuando se está buscando la paz en medio de un conflicto, es necesario respetar las normas fundamentales en materia de derechos humanos y el derecho humanitario.",1
"2187","Establecimiento de un proyecto para la incorporación de la perspectiva de género en la actividad general, con asignaciones presupuestarias específicas.",1
"2188","Que se celebrará el viernes 11 de julio de 2008, a las 16.10 horas",0
"2189","Como se indica en el informe del Secretario General sobre la situación en Abjasia (Georgia) (S/2005/657), de fecha 19 de octubre de 2005, con posterioridad al pasado verano se produjo una evolución positiva en el proceso de resolución del conflicto en esa región.",1
"2190",":: Se invita a los Estados a que comparen las huellas dactilares de las versiones restringidas de las difusiones con la base de datos de su policía para comprobar si coinciden con las de su propio sistema (secc. VI.C, párr. 80)",1
"2191",":: 14 de febrero de 2005: Rafik Hariri y otras 22 personas mueren en una explosión masiva en una zona costanera del centro de Beirut.",0
"2192","El programa reúne información al nivel nacional sobre todas las personas que han sido detenidas o han estado presuntamente implicadas en fraudes bancarios o de tarjetas de crédito menores o en delitos relacionados con documentos de viaje.",1
"2193","b) Exhortar a las partes en los conflictos armados a cumplir las obligaciones que les incumben en virtud del derecho internacional humanitario de respetar y proteger al personal humanitario y los artículos utilizados en las operaciones de socorro;",1
"2194","El Consejo de Seguridad recuerda el compromiso del Gobierno del Chad, señalado en la carta de fecha 7 de septiembre de 2010 remitida al Presidente del Consejo de Seguridad (S/2010/470), de asumir la plena responsabilidad de la seguridad y la protección de la población civil en el este del Chad, incluidos los refugiados, los desplazados internos, los repatriados y las comunidades de acogida, prestando especial atención a las mujeres y los niños y al personal y los activos humanitarios y de las Naciones Unidas, de conformidad con las obligaciones que le incumben con arreglo al derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados.",1
"2195","La subregión ha alcanzado un nivel razonable de ratificación de los instrumentos internacionales contra el terrorismo.",1
"2196","Se creó un sitio web independiente para la Oficina de la Ombudsman (www.un.org/en/sc/ombudsperson). En el sitio hay información esencial sobre las operaciones de la Oficina, incluidas una descripción del procedimiento seguido para examinar las solicitudes de supresión de nombres de la Lista e indicaciones generales sobre el contenido de las solicitudes que se presentan a la Ombudsman.",1
"2197","El Comité no sólo ha de colaborar con los Estados para mejorar su legislación antiterrorista sino también supervisar la aplicación de dicha legislación en vista de las necesidades actuales.",1
"2198","15. Toma nota de las medidas adoptadas por la MONUC para abordar los casos de explotación y abusos sexuales, así como de la política de tolerancia cero, pide al Secretario General que siga investigando plenamente las denuncias de actos de explotación y violencia sexuales cometidos por el personal civil y militar de la MONUC, y que adopte las medidas pertinentes enunciadas en su boletín relativo a las medidas especiales de protección frente a la explotación y los abusos sexuales (ST/SGB/2003/13);",1
"2199","La terminal frutera del puerto de Abidján es evidentemente un lugar estratégico para la descarga de artículos y equipo militares y allí la ONUCI debe intensificar sus tareas de vigilancia.",0
"2200","Para su elaboración se han tenido en cuenta la evolución reciente de la amenaza terrorista en todo el mundo y los conocimientos sobre las mejores prácticas en la lucha contra el terrorismo adquiridos por los profesionales en esa esfera a nivel nacional e internacional.",1
"2201","El terrorismo internacional sigue siendo una de las amenazas más graves a la paz y la seguridad internacionales.",0
"2202","No todos los Estados tienen una estrategia de lucha contra el terrorismo específica, pero todos han establecido políticas y prácticas en este terreno y creado un centro o agencia nacional, gestionado sobre bases establecidas por ley, para encargarse de las medidas de lucha contra el terrorismo.",1
"2203","A este respecto, el Gobierno de Transición tiene que demostrar su interés en cooperar estrechamente con sus asociados internacionales para establecer un mecanismo que garantice una gestión sana, transparente y responsable de los fondos públicos y combata eficazmente la corrupción.",1
"2204","Seguidamente, tomó muestras de un depósito y de todos los puntos de producción de la fábrica.",0
"2205","Si el informe médico corroboraba las acusaciones formuladas, se enviaba el caso a la policía para que se siguiera investigando.",1
"2206","Capacitación del resto del personal para que cobre mayor conciencia sobre los derechos humanos y los derechos de la mujer y el niño.",1
"2207","De las 5 facturas, 4 estaban fechadas en 1985 o antes; sólo una estaba fechada en 1989.",0
"2208","Reducción o denegación para evitar una indemnización múltiple",0
"2209","Párrafos adicionales (párrafos 2, 6 y 7)",0
"2210","La UNODC siguió prestando asistencia técnica en materia de lucha contra el terrorismo a los países de África Oriental, por ejemplo, en estrecha consulta con las autoridades nacionales de Djibouti, Etiopía, Kenya y Somalia, elaboró programas de asistencia a largo plazo para fortalecer la respuesta de la justicia penal de esos países ante los casos de terrorismo de conformidad con el estado de derecho y con el debido respeto de los derechos humanos.",1
"2211","El execrable plan terrorista se completó en la mañana del 18 de marzo con otro atentado con bomba perpetrado en Aleppo. Los terroristas takfiri, y quienes los respaldan y apoyan y abiertamente les suministran dinero y armas, siguen llevando a cabo operaciones terroristas como parte de la conspiración dirigida contra la República Árabe Siria, su pueblo y sus instituciones.",0
"2212","El 5 de noviembre, el Consejo celebró consultas sobre la República Árabe Siria y escuchó la información, presentada por videoconferencia desde Beirut por la Asesora Especial del Secretario General, Sra. Sigrid Kaag, sobre la aplicación de la resolución 2118 (2013) y la eliminación del programa de armas químicas de la República Árabe Siria.",1
"2213",":: Medidas en el sector del transporte relativas a la prohibición de que vuelos de carga iraníes tengan acceso a aeropuertos de la Unión Europea y prohibición de prestarles servicios técnicos y de mantenimiento.",0
"2214","Cuatro Estados han adoptado disposiciones jurídicas apropiadas para reprimir el reclutamiento de terroristas.",1
"2215","El programa requiere que los excombatientes regresen abiertamente, entreguen sus armas, se comprometan a respetar la legitimidad del Gobierno y el imperio de la ley y se sometan a un mecanismo de supervisión comunitario, junto con otras medidas que se acordarán dependiendo de las circunstancias del caso.",1
"2216","268. Esta tendencia ha tenido una expansión progresiva en dos aspectos:",0
"2217","El ataque lo dirigían los militares. Los árabes robaban.",0
"2218","Se informó de nuevos combates entre los mismos clanes en Elwak los días 22 y 23 de julio, con el resultado de 32 muertos y más de 60 personas heridas.",0
"2219","El Magistrado de Malasia ha fallecido.",0
"2220","b) La aplicación de las disposiciones pendientes a que se hace referencia en el párrafo 12 supra, recordando a ese respecto que la realización simultánea del proceso de identificación y del acantonamiento de las fuerzas, según lo dispuesto en el programa nacional de desarme, desmovilización, reintegración y rehabilitación firmado en Yamoussoukro el 14 de mayo de 2005, serviría para acelerar la creación de condiciones propicias para la celebración de elecciones libres, imparciales, abiertas y transparentes;",0
"2221","Ámbito de aplicación del embargo de armas. El Comité solicita al Equipo que prepare un documento que recopile la experiencia de los Estados en la lucha contra la amenaza de los explosivos improvisados y de uso civil.",1
"2222","La Unión de Tribunales Islámicos pasó a llenar el vacío dejado por la alianza.",0
"2223","Para decidir si una entrada de la Lista carecía de identificadores, el Comité aplicaría las normas utilizadas por la INTERPOL, que expide a los organismos nacionales encargados del cumplimiento de la ley, notificaciones especiales de la INTERPOL y el Consejo de Seguridad de las Naciones Unidas sobre todas las personas y entidades incluidas en la Lista que tienen un mínimo de dos identificadores.",1
"2224","El Gobierno había tomado todos los recaudos necesarios a tal efecto.",0
"2225","También capacitó a los funcionarios del Banco Central en la supervisión de la lucha contra el blanqueo de dinero y la financiación del terrorismo en base a los riesgos.",1
"2226","El Grupo examinó el aterrizaje de una aeronave AN-124, con una carga de 392 toneladas, procedente de Belarus, el 16 de octubre de 2004, poco antes de establecerse el embargo. Este vuelo prosiguió a Lomé (Togo) y tenía vinculación con la empresa Darkwood (véase más abajo el estudio del caso No. 1).",1
"2227","Acogiendo con beneplácito que en las misiones de mantenimiento de la paz se asignen a mujeres funciones civiles, militares y de policía y reconociendo que las mujeres y los niños afectados por conflictos armados quizás se sientan más seguros, en las misiones de mantenimiento de la paz, colaborando con mujeres o denunciando abusos ante ellas, y que la presencia de personal femenino de mantenimiento de la paz tal vez aliente a las mujeres locales a participar en las fuerzas armadas y de seguridad nacionales, contribuyendo así a establecer un sector de la seguridad accesible y sensible a las necesidades de todos, especialmente de las mujeres.",1
"2228","Las mujeres y la prevención y solución de conflictos Exhorta a todas las partes interesadas a que aseguren que en la aplicación del [acuerdo político], así como en las etapas de reconstrucción y recuperación después del conflicto, se incorpore la protección de las mujeres y los niños.",1
"2229","En su resolución 2128 (2013), el Consejo modificó los requisitos de notificación relacionados con el embargo de armas, decidió que recaería en las autoridades liberianas la responsabilidad primordial de notificar al Comité con al menos cinco días de antelación todo envío de suministros de armas mortíferas y material conexo, y toda prestación de asistencia, asesoramiento o capacitación relacionados con actividades militares u otros ámbitos del sector de la seguridad al Gobierno de Liberia.",1
"2230","Incorporación de las cuestiones de género en la evaluación de las necesidades y asignación de recursos en la labor de reconstrucción después de los conflictos.",1
"2231","Como mínimo, debería paliar su sufrimiento obligando al Estado del Sudán a indemnizarlas.",1
"2232","En muchos contextos, las mujeres refugiadas y desplazadas asumen nuevas funciones, y deben apoyarse y aprovecharse con más eficacia las oportunidades para lograr un cambio positivo.",1
"2233","El 20 de noviembre, la Ministra de Relaciones Exteriores de Australia, Julie Bishop, presidió una reunión informativa sobre el tema ""Las operaciones de mantenimiento de la paz: el papel de la policía en las operaciones de mantenimiento de la paz y consolidación de la paz después de los conflictos"". Esta fue la primera reunión en la historia del Consejo dedicada a cuestiones de policía.",0
"2234","II. NUEVAS CUESTIONES PLANTEADAS EN LAS RECLAMACIONES",0
"2235","a) Encontrar medios para intensificar y agilizar el intercambio de información operacional, especialmente en relación con las actividades o movimientos de terroristas o redes de terroristas; los documentos de viaje alterados ilegalmente o falsificados; el tráfico de armas, explosivos o materiales peligrosos; la utilización de la tecnología de las comunicaciones por grupos terroristas y la amenaza que representa la posesión de armas de destrucción en masa por grupos terroristas;",1
"2236","42. Ruan Yuhong, redacción del sitio web Blashe.",0
"2237","Todos los Estados de la subregión han establecido en su legislación interna su jurisdicción respecto de los delitos pertinentes.",1
"2238","1. Párrafo 7 de la resolución 1556 (2004)",0
"2239","Recursos de 2 o 3 secciones de vehículos",0
"2240","Por su parte, el caso de la Comisión de Reclamaciones Eritrea-Etiopía muestra que los mecanismos para el pago y ejecución de las decisiones de un tercero respecto a reclamaciones masivas puede suscitar grandes dificultades.",0
"2241","Desde enero se han desmovilizado 444 combatientes de las FDLR, que incluyen a 259 rwandeses y 185 congoleños.",1
"2242","Desde Dubai, el dinero se envía a Somalia a través de transferencias hawala de remitentes desconocidos.",0
"2243","Tres Estados han establecido marcos jurídicos eficaces para asegurar la asistencia judicial recíproca y la extradición, así como mecanismos adecuados para el intercambio oportuno y efectivo de información con las contrapartes internacionales.",1
"2244","La Oficina Conjunta de Derechos Humanos de las Naciones Unidas sigue investigando las presuntas infracciones de esos derechos y del derecho internacional humanitario cometidas tanto por los grupos armados como por las fuerzas de seguridad nacionales.",1
"2245","El Servicio Nacional de la Guardia Fronteriza, dependiente del Ministerio del Interior de la República de Lituania, realiza inspecciones de control radiactivo de personas, vehículos y carga que entran y salen del país.",0
"2246","Sin duda esto no puede interpretarse como un gesto de apoyo a las milicias.",0
"2247","La UNIOGBIS y el equipo de las Naciones Unidas en el país están prestando apoyo al Gobierno en la organización de la mesa redonda.",0
"2248","Gastos de transporte en autobús desde Bagdad hasta Ammán Visas de entrada a Jordania",0
"2249","Desarrollo de la capacidad de los Estados para prevenir la proliferación de armas de destrucción en masa y responder a los ataques perpetrados con ellas",1
"2250","Les entregué una lista con el nombre de los tres comandantes militares superiores de la CCD-Goma denunciados y señalé que dos de ellos habían sido ascendidos.",1
"2251","El JEM subrayó que sus normas internas imponían la firme obligación de respetar el derecho internacional humanitario y las normas internacionales de derechos humanos, y que no habían atacado ni atacarían objetivos civiles.",1
"2252","Hacia las 12.30 horas el Sr. Malik y el Coronel Reis, Asesor Jefe en Capacitación Militar, que también habían oído la comunicación por radio, hablaron por separado con el Representante Especial del Secretario General con el fin de pedir permiso para intervenir, que les fue concedido.",0
"2253","El Consejo de Seguridad alienta a los gobiernos nacionales, las Naciones Unidas y las organizaciones regionales y subregionales a que amplíen y refuercen la lista de expertos civiles disponibles para la consolidación de la paz inmediatamente después de los conflictos, incluso procedentes de países que cuenten con una experiencia pertinente en consolidación de la paz después de un conflicto o en transición a la democracia, prestando especial atención a la movilización de capacidad de los países en desarrollo y de las mujeres, ya que son fundamentales para asegurar el éxito de las iniciativas de consolidación de la paz de las Naciones Unidas.",1
"2254","Por tanto, el Registro se ha convertido en un instrumento directamente pertinente a la labor del Consejo de Seguridad y de la Asamblea General en relación con las armas pequeñas y las armas ligeras.",1
"2255","En la mayoría de los casos, los buques -- gracias a la vigilancia, el conocimiento de la situación y una reacción enérgica en consonancia con las mejores prácticas de gestión para la protección contra la piratería con base en Somalia -- lograron prevenir los abordajes de los atacantes.",1
"2256","""El Consejo de Seguridad recuerda sus resoluciones relativas a Osama bin Laden y su condena de la red Al-Qaida y otros grupos terroristas asociados por sus múltiples actos terroristas criminales, que persiguen el objetivo de causar la muerte de numerosos civiles inocentes y la destrucción de bienes.",0
"2257","La prisión se ha construido para proporcionar condiciones de detención humanas y seguras en consonancia con las normas internacionales de derechos humanos.",1
"2258","La situación en Myanmar (15 de septiembre de 2006; 2 de mayo de 2008).",0
"2259","b) Suministro de instrumental médico para los hospitales de Misrata, Bengasi y las montañas occidentales, del 1 al 7 de abril de 2011, con un costo de 54.795 dólares",0
"2260","Además, el Equipo ha intercambiado información con expertos del Comité 1540, expertos de los Comités de Sanciones contra Somalia y Liberia, y con organizaciones no gubernamentales y académicas pertinentes.",1
"2261","La población de Côte d'Ivoire siempre había vivido en armonía.",0
"2262","24. Encarga a la Dirección Ejecutiva del Comité contra el Terrorismo que aumente la cooperación con los comités que tienen mandatos establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos de expertos;",0
"2263","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"2264","579. Tercero, dado que la investigación y el enjuiciamiento estarían relacionados con personas que gozan de autoridad y prestigio en el país y ejercen control sobre el aparato del Estado, parece poco probable que se cree un tribunal especial mediante un acuerdo entre el Gobierno y las Naciones Unidas para investigar y enjuiciar a miembros de ese mismo Gobierno.",1
"2265","4. Decide además que, a fin de dar cumplimiento al párrafo 2 supra, todos los Estados:",0
"2266","Además, Sissa no proporcionó ninguna prueba que demostrara que había tenido esas pérdidas.",0
"2267","El tratado por el que se creó la Corte, el Estatuto de Roma, entró en vigor el 1° de julio de 2002.",1
"2268","En su resolución 2122 (2013), el Consejo se comprometió a prestar mayor atención a las cuestiones relativas a las mujeres, la paz y la seguridad en todas las esferas temáticas pertinentes de que se ocupa, en particular la protección de los civiles en los conflictos armados, la consolidación de la paz después de los conflictos, la promoción y el fortalecimiento del estado de derecho en el mantenimiento de la paz y la seguridad internacionales, la paz y la seguridad en África, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, y el mantenimiento de la paz y la seguridad internacionales.",1
"2269","Para aprovechar al máximo el tiempo de que disponemos y permitir que haga uso de la palabra el mayor número posible de delegaciones no invitaré a los oradores uno por uno a tomar asiento a la mesa ni a volver a ocupar el asiento que se les ha reservado a un lado del Salón.",0
"2270","En 2005 se creó también un subgrupo destinado a cuestiones forenses.",0
"2271","Se tiene el propósito de que el sistema esté a disposición de los diversos grupos de usuarios, incluidos la Dirección Ejecutiva del Comité contra el Terrorismo y los expertos nombrados para apoyar al Comité establecido en virtud de la resolución 1540 (2004), asegurando al mismo tiempo la protección del material proporcionado por los Estados Miembros con carácter confidencial.",1
"2272","El Presidente del Grupo, José Ramos-Horta, dirigió las deliberaciones en nombre del Grupo e informó de que durante la primera etapa de su labor el Grupo de Expertos se centraría en escuchar las opiniones de todos los Estados Miembros como contribuyentes colectivos a la paz y la seguridad, y en las consultas estarían también incluidas las Comisiones de la Asamblea General, las organizaciones regionales y los países que aportan contingentes y fuerzas de policía.",0
"2273","b) El acceso libre a todos los lugares y establecimientos pertinentes para la labor de la Comisión;",1
"2274","19. Hexanitrohexaazaisowurtcitano (CAS 135285-90-4) (CL-20 o HNIW); y clatratos de CL-20).",0
"2275","2. Cuestión de India-Pakistán (véase el documento S/7382).",0
"2276","En las consultas privadas que siguieron, el Representante Especial y el Enviado Especial se refirieron a algunas cuestiones relacionadas con la reforma del sector de la seguridad y la creación de una fuerza de reacción rápida en el seno de las FARDC, el proceso electoral y las elecciones generales.",1
"2277","El Consejo de Seguridad concede gran importancia al papel de la Organización de la Unidad Africana y acoge favorablemente su decisión de establecer un equipo internacional de personalidades destacadas encargado de investigar el genocidio en Rwanda y los acontecimientos conexos (S/1998/461).",1
"2278","Cabe observar que ninguno de los dos movimientos planteaba sus argumentos desde un punto de vista tribal, sino que más bien hablaban en nombre de todos los darfurianos, y dirigían sus ataques principalmente contra los establecimientos gubernamentales.",0
"2279","El Equipo ha examinado posibles esferas de cooperación con la Dependencia de Lucha contra el Terrorismo de la OSCE, la Oficina Regional para Asia Central de la Comunidad de Estados Independientes y el Organismo Regional de Lucha contra el Terrorismo de la Organización de Cooperación de Shanghai, y ha establecido contactos con otras organizaciones regionales, como la Organización de los Estados Americanos, que ha creado el Comité Interamericano contra el Terrorismo, y la Unión Africana, que ha establecido un centro de lucha contra el terrorismo en Argel.",1
"2280","El programa nacional de reintegración y rehabilitación comunitaria, que deberá absorber un total de 6.000 excombatientes, ha facilitado la labor de registro e identificación del personal de las Forces Nouvelles.",1
"2281","El Comité también acoge con satisfacción la labor de la Dirección Ejecutiva para seguir cooperando estrechamente con los expertos de los Comités del Consejo de Seguridad establecidos en virtud de la resolución 1540 (2004) y de las resoluciones 1267 (1999) y 1989 (2011), en particular mediante el intercambio periódico de información e informes sobre las misiones y la preparación de documentos y declaraciones conjuntos de los Presidentes de los Comités al Consejo.",1
"2282","Avances logrados en la eliminación de las armas químicas sirias por los Estados Partes que acogen las actividades de destrucción",1
"2283","Con ese fin, el Departamento determinó varios objetivos cruciales para ese proceso. Uno era el establecimiento obligatorio de tres comités de política y finanzas, asuntos de las comunidades y mediación.",1
"2284","Condenamos el terrorismo en todas sus formas y manifestaciones, porque vulnera el derecho más fundamental de los seres humanos: el derecho a la vida.",0
"2285","La FNUOS observó que entre 200 y 250 personas se estaban alojando en aproximadamente 70 tiendas de campaña grandes y pequeñas.",0
"2286","r) Reunir y evaluar información, hacer el seguimiento, presentar informes y formular recomendaciones respecto de la aplicación de las medidas, incluida la aplicación de la medida indicada en el párrafo 1 a) de la presente resolución en lo que se refiere a prevenir la utilización de Internet con fines delictivos por Al-Qaida y otras personas, grupos, empresas y entidades asociados con ella; realizar estudios de casos, según proceda; y examinar a fondo las demás cuestiones pertinentes que le indique el Comité;",1
"2287","S/AC.49/2011/10/Add.1",0
"2288","Ahora que, al parecer, se han determinado los aspectos logísticos y de organización de la búsqueda de las personas desaparecidas, el objetivo de encontrar e identificar a las víctimas y, por último, cerrar sus casos se impone como una tarea imperativa.",1
"2289","Prosiguieron los intentos de hacer que las minorías estén representadas de forma general en las plantillas de los departamentos administrativos.",1
"2290","Cuatro Estados tiene sistemas jurídicos eficaces que aseguran la asistencia judicial recíproca y la extradición pero ningún Estado cuenta con mecanismos adecuados para intercambiar información de manera oportuna y eficaz con sus contrapartes internacionales.",1
"2291","Las FN proporcionan combatientes diariamente para vigilar la zona adyacente a las minas de diamantes.",1
"2292","3. Insta a los Estados a que, con carácter prioritario, ratifiquen y apliquen los convenios y convenciones internacionales pertinentes, como la Convención Única de 1961 sobre Estupefacientes, enmendada por el Protocolo de 1972, el Convenio sobre Sustancias Sicotrópicas de 1971, la Convención de las Naciones Unidas contra el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas de 1988, la Convención de las Naciones Unidas contra la Delincuencia Organizada Transnacional de 2000 y sus protocolos, la Convención de las Naciones Unidas contra la Corrupción de 2003 y las convenciones, los convenios y los protocolos internacionales contra el terrorismo, o se adhieran a ellos;",0
"2293","Este control fragmentado del medio marítimo somalí ha creado o promovido tres importantes fuentes de ingresos para las administraciones locales: a) la exportación comercial desde Somalia de una gran cantidad de carbón vegetal, entre otros productos, b) el acceso sin trabas de buques pesqueros extranjeros a los recursos marinos y pesqueros somalíes y c) los actos generalizados de piratería. Carbón vegetal",0
"2294","En 2010, la Federación de Rusia aprobó legislación para reforzar los controles sobre las importaciones y exportaciones y la circulación de armas y explosivos, quedando la responsabilidad última de la supervisión, investigación y aplicación de tales medidas en manos de la Oficina del Fiscal General. Todos los Estados de la subregión expiden documentos de viaje de lectura mecánica.",1
"2295","Se están poniendo en marcha planes integrados para prestar apoyo a la retirada de los componentes militares y civiles de la Misión entre el 15 de octubre y el 31 de diciembre de 2010.",1
"2296","Además, durante su visita al Sudán, el Equipo recibió información oficial sobre el contrabando de armas por parte de grupos asociados a Al-Qaida, a través de Eritrea, a elementos de Al-Qaida en la Arabia Saudita.",0
"2297","Hasta la fecha, se han formado 84 grupos de autoayuda y 241 grupos generadores de ingresos en tres distritos, con la participación de 7.897 unidades familiares.",0
"2298","Un oficial de la UNPOL preguntó si le habían herido y se le informó de que la PNTL acababa de matar a su amigo.",0
"2299","Con la ayuda de los donantes, en lo que va de año se han reconstruido unas 20.000 casas de familias vulnerables cuyos hogares resultaron destruidos o sufrieron graves daños durante el conflicto.",1
"2300","Turquía ha puesto en marcha el Proyecto de Unidad Nacional para abordar las desigualdades socioeconómicas en la sociedad turca que supuestamente estarían alimentando el descontento kurdo y el reclutamiento de miembros del PKK.",1
"2301","Se espera que no se produzcan déficit semejantes durante las últimas etapas de finalización del programa.",0
"2302","a) El jefe de la subdivisión en la Oficina de Asuntos de Desarme realiza un examen sustantivo del proyecto para verificar su coherencia;",1
"2303","El Comité siguió cooperando con la Organización Internacional de Policía Criminal (INTERPOL), entre otras cosas mediante notificaciones especiales de la INTERPOL y el Consejo de Seguridad destinadas a comunicar a las autoridades nacionales encargadas de hacer cumplir las sanciones los nombres de las personas o entidades que son objeto de medidas impuestas por el Consejo (véanse los párrs. 32 y 34).",1
"2304","En su última visita a Damasco, del 10 al 15 de diciembre de 2014, el Grupo de Evaluación de las Declaraciones prosiguió las entrevistas con el personal principal del programa de armas químicas sirias, mantuvo reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos emplazamientos.",1
"2305","17. Reconoce las normas internacionales generales enunciadas en las cuarenta recomendaciones revisadas sobre la lucha contra el blanqueo de dinero y la financiación del terrorismo y la proliferación que formuló el Grupo de Acción Financiera, y alienta a la Dirección Ejecutiva del Comité contra el Terrorismo a que colabore estrechamente con ese Grupo, incluso en los procesos de evaluación mutua del Grupo, centrándose en la aplicación efectiva de las recomendaciones relativas a la financiación de la lucha contra el terrorismo;",0
"2306","Recordando la resolución 1373 (2001), de 28 de septiembre de 2001, por la que estableció el Comité contra el Terrorismo, y recordando también sus otras resoluciones relativas a las amenazas para la paz y la seguridad internacionales causadas por actos terroristas,",1
"2307","En tanto la OMS y la MINUSMA prestaban apoyo al Gobierno en la labor de rastreo, la OIM envió personal a los puntos de entrada al país para reforzar la vigilancia y la localización de las personas que viajaban entre Guinea y Malí, así como para sensibilizar a la población local sobre la enfermedad. Atendiendo a una solicitud del Presidente Keïta, el 22 de noviembre establecí una oficina de apoyo de la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola en Malí, que funciona en coordinación con la MINUSMA y recibe apoyo de esta. El UNICEF, en coordinación con la OMS, ha intensificado su respuesta para apoyar al Ministerio de Salud en programas relativos al agua, el saneamiento y la higiene.",1
"2308","10. Pide además al grupo de trabajo establecido en el párrafo precedente que considere la posibilidad de establecer un fondo internacional para indemnizar a las víctimas de actos de terrorismo y sus familias, que se financiaría con contribuciones voluntarias, que podrían a su vez consistir en parte de los bienes confiscados a organizaciones terroristas, sus miembros y patrocinantes, y que le presente sus recomendaciones al respecto;",1
"2309","La comunidad internacional es cada vez más consciente de los problemas planteados por la utilización de la Internet con fines terroristas y se ha comenzado a debatir sobre las posibles medidas para resolverlos.",1
"2310","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"2311","a) El Convenio de 1963 relativo a las infracciones y ciertos otros actos cometidos a bordo de las aeronaves;",0
"2312","Reafirmando sus resoluciones 1265 (1999) y 1296 (2000) sobre la protección de los civiles en los conflictos armados, sus diversas resoluciones sobre los niños y los conflictos armados y sobre la mujer, la paz y la seguridad, así como su resolución 1631 (2005) sobre la cooperación entre las Naciones Unidas y las organizaciones internacionales en el mantenimiento de la paz y la seguridad internacionales, y reafirmando además su determinación de asegurar el respeto de estas resoluciones y su seguimiento,",1
"2313","Consideramos que, en conjunto, las medidas anteriores ofrecen la base de un enfoque estratégico para reforzar las fuerzas de la paz en Somalia. Este enfoque complementaría las medidas ya adoptadas por el Consejo de Seguridad para contener el conflicto.",1
"2314","Un Estado señaló que había establecido un centro para el diálogo interconfesional y había organizado y acogido numerosos actos conexos.",1
"2315","3. Invitar a los Estados miembros a que estudien la posibilidad de reabrir sus embajadas en la capital somalí;",0
"2316","50. Recuerda su decisión de que cuando el Estado proponente presente una solicitud de exclusión, la obligación de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución quede sin efecto respecto de la persona, grupo, empresa o entidad de que se trate después de 60 días a menos que el Comité decida por consenso, antes del fin de ese período de 60 días, que las medidas sigan en vigor respecto de esa persona, grupo, empresa o entidad, entendiéndose que, en los casos en que no exista consenso, el Presidente, a solicitud de un Miembro del Comité, someterá al Consejo de Seguridad la cuestión de si procede excluir de la Lista el nombre de esa persona, grupo, empresa o entidad, para que este adopte una decisión al respecto en un plazo de 60 días, y entendiéndose también que, en este caso, la obligación de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución se mantendrá durante ese período en relación con la persona, grupo, empresa o entidad de que se trate hasta que el Consejo de Seguridad adopte una decisión sobre la cuestión;",1
"2317","Alienta a [la misión] a que, de conformidad con su mandato y sin exceder de la dotación autorizada de policía civil, prosiga sus esfuerzos por ayudar a las partes en [el acuerdo de paz] a promover el estado de derecho, reestructurar los servicios policiales y penitenciarios en todo [el país afectado], particularmente en el sur del país debido al escaso desarrollo de los servicios de policía, y prestar asistencia en la capacitación de la policía civil y los funcionarios de prisiones.",1
"2318","c) Alentar a los Estados a que adopten medidas apropiadas para proteger a las organizaciones sin fines de lucro de ser utilizadas para la financiación del terrorismo.",1
"2319","En una nota, Theo Van Boven calificó esta disposición de más compleja y específica sobre el derecho de las víctimas a obtener reparación que cualquier otro tratado internacional precedente en materia de derechos humanos.",1
