"","en_ar_DEEPL","MatConf"
"2577","294. لم تتمكن اللجنة من أن تؤكد على وجه اليقين عدد الضحايا المدنيين في دارفور، وذلك بالنظر إلى محدودية وظائفها المتأصلة فيها.",1
"2578","بالإضافة إلى ذلك، يُشتبه في مشاركة أحدهم في الاحتجاز غير القانوني لمدنيين واثنين آخرين في قتل مدنيين، وهي جرائم ضد الإنسانية.",1
"2579","81. إن قدرة القادة على ممارسة السيطرة، والحفاظ على الوعي بالأوضاع، وتخطيط وتنسيق أعمالهم عموديا وأفقيا من خلال هيكل القيادة أمر أساسي لأي عملية عسكرية أو شبه عسكرية. وبما أن تنظيم القاعدة وحركة الطالبان وشركاءهما منخرطون في مثل هذا النشاط، فلا بد أن يمتلكوا هم أيضا الوسائل اللازمة للقيام بذلك، بما في ذلك معدات الاتصالات.",0
"2580","ستعقد جلسة خاصة يوم الثلاثاء 30 أبريل 2013، الساعة 9:30 صباحًا.",0
"2581","تدخلت القوات اللبنانية في عدة مناسبات للسيطرة على المظاهرات ومنع المتظاهرين من الاقتراب من الخط الأزرق.",1
"2582","1. الاتفاقية الخاصة بالجرائم وبعض الأفعال الأخرى المرتكبة على متن الطائرات لعام 1963;",0
"2583","10. شكوى مقدمة من كوبا )انظر S/10855/Add.38(.",0
"2584","جعل الأشخاص أو الكيانات الاعتبارية مسؤولة عن الجرائم المتعلقة بتمويل الإرهاب;",1
"2585","ويتأثر ما لا يقل عن 90 دولة بالعبوات الناسفة اليدوية الصنع، ويتبادل تنظيم القاعدة والجماعات التابعة له المعلومات والمشورة حول أفضل السبل لصنعها واستخدامها.",1
"2586","وإذ يؤكد من جديد ضرورة التصدي بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك القانون الدولي لحقوق الإنسان واللاجئين والقانون الإنساني الدولي الساري، للأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية، وإذ يشدد في هذا الصدد على الدور الهام الذي تضطلع به الأمم المتحدة في قيادة هذا الجهد وتنسيقه،",0
"2587","في المناطق الوسطى، لا تزال النزاعات التي لم يتم حلها تؤثر أيضًا على سبل العيش وتؤخر التعافي.",1
"2588","51. ويتمثل أحد العوائق المحتملة التي قد تحول دون تنفيذ الإجراءات القانونية الواجبة الفعالة من خلال مكتب أمينة المظالم في إمكانية فرض قيود على السرية تحول دون الكشف عن هوية الدولة صاحبة التسمية لمقدم الالتماس والدول المعنية المشاركة في القضية.",1
"2589","2.3.2 الوصول إلى ترددات الراديو في بوروندي;",0
"2590","129. واللجنة مقتنعة بأن أوان كياك ورجاله كانوا متورطين في جرائم ضد الأشخاص والأرواح عند حاجز الطريق الذي أقيم بالقرب من ميركادو لاما بعد ظهر يوم 25 أيار/مايو على النحو المبين في الفقرة 87 أعلاه.",1
"2591","ويشدد على وجه الخصوص على الحاجة الملحة لتوفير حماية مادية أفضل للسكان المشردين وكذلك للفئات الضعيفة الأخرى، ولا سيما النساء والأطفال. وينبغي تركيز الجهود في المناطق التي يكون فيها هؤلاء السكان والفئات الأكثر عرضة للخطر.",1
"2592","تم تأجيل النظر في مشروع القانون إلى أجل غير مسمى في مجلس الشيوخ.",0
"2593","كما هو متوقع، أدى قدوم الصيف إلى زيادة مستوى نشاط القوات المسلحة المعارضة.",1
"2594","29. ويجري تعديل نشر شرطة البعثة لزيادة الموارد الموجهة للعملية الانتخابية إلى أقصى حد ممكن.",1
"2595","ويعاقب الجاني بالسجن لمدة تتراوح بين ثماني سنوات وخمس عشرة سنة مع مصادرة الممتلكات حسبما تراه المحكمة مناسباً، أو بعقوبة استثنائية إذا تسبب بالفعل الموصوف في الفقرة 1 في إلحاق ضرر بدني جسيم.",1
"2596","105. وهذه أمثلة قليلة، من بين شهادات وأدلة مادية متعددة، تؤكد للجنة أن مصطلح الجنجويد يستخدم عمليا بالتبادل مع مصطلحات أخرى تستخدم لوصف قوات الميليشيا العاملة مع الحكومة.",1
"2597","سُجن العديد من السودانيين أو ذهبوا إلى المنفى في أعقاب الانقلاب.",1
"2598","52. لا تزال حالات الاغتصاب المزعومة للقاصرات، بمن فيهن الفتيات الصغيرات جدا، تمثل مشكلة مقلقة للغاية. وقد شاركت البعثة بانتظام في اللجان الإقليمية المعنية بالعنف الجنسي كوسيلة لتعزيز الدعم المقدم للأطفال ضحايا الاغتصاب.",1
"2599","(أ) تم تجنيد أعداد كبيرة من الأطفال من قبل الجيش الماوي قبل توقيع اتفاق السلام الشامل مباشرة.",1
"2600","وتقابل هذه القطاعات، على التوالي، المناطق الإدارية التالية: القطاع 1: أوهام بندي ونانا مامبيري ومامبيري كاديي؛ والقطاع 2: أوهام نانا غريبيزي وبامينغوي - بانغوران وفاكاغا؛ والقطاع 3: أومبيلا مبوكو ولوبايي وسانغا مبيري؛ والقطاع 4: أواكا وكيمو؛ والقطاع 5: هوت كوتو وكوتو السفلى ومبومو وهوت مبومو.",0
"2601","""ويدين مجلس الأمن انتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي التي يرتكبها أفراد القوات المسلحة لجمهورية الكونغو الديمقراطية، بما في ذلك عمليات الاغتصاب الجماعي التي ارتكبت في مينوفا في 24 تشرين الثاني/نوفمبر 2012، ويدعو حكومة جمهورية الكونغو الديمقراطية إلى الإسراع في إلقاء القبض على المسؤولين عن هذه الانتهاكات وتقديمهم إلى العدالة ومحاسبتهم، بغض النظر عن رتبهم العسكرية.",1
"2602","كان السيد إسحاق مسلحًا بسلاح من طراز شتاير، وكان هناك ما لا يقل عن ثلاثة رجال مسلحين بأسلحة مختلفة من طراز شتاير وأسلحة نصف آلية من طراز FN-FNC.",1
"2603","قالت سبع عشرة دولة أنها لا تعتبر نفسها معرضة للتهديد، وتعتقد ثلاث دول أنه لا يوجد تهديد إقليمي.",0
"2604","78. وقد تعرضت معظم دول المنطقة دون الإقليمية لهجمات إرهابية، سواء ارتكبت على أراضيها أو ضد رعاياها في أجزاء أخرى من العالم.",1
"2605","14. غير أن هيئات حقوق الإنسان الدولية وغيرها أعربت أيضا عن قلقها من أن بعض التدابير الرامية إلى التصدي للتحريض ربما كانت مفرطة أو مبالغا فيها وربما انتهكت حقوق الإنسان، بما في ذلك الحق في حرية التعبير والحق في عدم التعرض للتمييز. وقد يؤدي ذلك إلى نتائج عكسية، إذ أنه قد يؤدي إلى خطر نفور بعض المجتمعات المحلية من الجهود الوطنية والدولية لمكافحة الإرهاب.",1
"2606","ولا تزال محاكمة الجنرال سانوغو في مرحلة ما قبل المحاكمة؛ ولا تزال محاكمة الجنرال سانوغو في مرحلة ما قبل المحاكمة؛ ولا يزال التحقيق جارياً في مقتل 16 داعية في معسكر للقوات المسلحة المالية في ديابالي في سبتمبر 2012؛ ولا يزال التحقيق جارياً في إعدام ثلاثة من الطوارق بإجراءات موجزة في جيبوك (منطقة غاو) في فبراير 2014، ولا يزال أربعة جنود من القوات المسلحة المالية رهن الاحتجاز.",1
"2607","ولم يسحب الطرفان قواتهما من المنطقة بعد، وهو ما يتعارض مع اتفاق 20 حزيران/يونيو 2011.",1
"2608","105. لم تبلغ أي دولة اللجنة عن أي محاولة لخرق حظر توريد الأسلحة، لكن الفريق لاحظ عدة حالات تعقّد فيها التنفيذ الفعال لحظر توريد الأسلحة بسبب عوامل مثل وجود كيانات مرتبطة بتنظيم القاعدة في منطقة ما بعد انتهاء النزاع أو في مناطق خارجة عن سيطرة الحكومة، كما هو الحال في الصومال وأفغانستان على سبيل المثال.",1
"2609","114. وقد حصل فريق الرصد على تسجيل صوتي لتيسفاميكائيل يكشف فيه عن تسليم عدة مركبات إلى إريتريا في آذار/مارس 2013 إلى إدارة المرائب الحكومية في آشا غولغول.",0
"2610","6. شكل مؤتمر القمة الأول لرؤساء دول وحكومات المؤتمر الدولي المعني بمنطقة البحيرات الكبرى، الذي عقد في دار السلام يومي 19 و 20 تشرين الثاني/نوفمبر 2004، نهاية المرحلة الأولى من عملية المؤتمر.",0
"2611","12. للتقدم بطلب للحصول على جواز سفر ميانمار، يتعين على مقدم الطلب ملء البيانات الشخصية بشكل صحيح في نموذج طلب جواز السفر المرفق بالوثائق الداعمة الأخرى ذات الصلة.",0
"2612","إن محاولات زعزعة استقرار الوضع الداخلي في لبنان من خلال القيام باغتيالات سياسية غير مقبولة.",0
"2613","وتبرز هذه الخلايا باعتبارها التهديد الرئيسي الذي يشكله إرهاب تنظيم القاعدة اليوم.",1
"2614","وبما أن بعض القبائل لم يكن لديها أراضٍ تقليدية مخصصة لها، ومع تزايد الصراع على الموارد الطبيعية، كانت هناك محاولة منهجية لطرد القبائل التي يُنظر إليها على أنها ""غير منقذة"" من أراضيها.",1
"2615","قد يكون من الأفضل تحقيق ذلك من خلال زيادة الوعي بالفرص التي توفرها طرق الدفع الجديدة لنقل الأموال دون أن يتم اكتشافها وبعيدًا عن الضوابط الحكومية.",0
"2616","6. بدأ تسليط الضوء على الصلة بين الجريمة العابرة للحدود والإرهاب في أعقاب قيام تنظيم القاعدة بتفجير سفارتي الولايات المتحدة في جمهورية تنزانيا المتحدة وكينيا في عام 1998.",1
"2617","""ويدعو مجلس الأمن كذلك حكومة جمهورية الكونغو الديمقراطية إلى مواصلة تنفيذ خطة عملها لمنع وإنهاء تجنيد الأطفال واستخدامهم وكذلك منع وإنهاء جميع أعمال العنف الجنسي ضد الأطفال من قبل القوات المسلحة لجمهورية الكونغو الديمقراطية.",1
"2618","وحتى في أفغانستان، على الرغم من أن المسؤولين الأفغان وأعضاء قوات التحالف أخبروا الفريق أنهم مقتنعون بأن حركة طالبان تستفيد من العائدات الضخمة التي تدرها تجارة المخدرات، إلا أنه من الصعب إثبات أمثلة ملموسة على ذلك.",1
"2619","ومع ذلك، لا يزال يساورني القلق إزاء استمرار القيود المفروضة على حركة مراقبي الأمم المتحدة العسكريين الذين يسعون إلى زيارة وحدات الطرفين ومقارهما ونقاطهما الحصينة لأغراض التحقق.",0
"2620","وحذّر من أنه إذا لم تظهر القوات الديمقراطية لتحرير رواندا التزاماً كبيراً بحلول 2 كانون الثاني/يناير 2015، فإن القوات المسلحة لجمهورية الكونغو الديمقراطية، بدعم من بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، ستضطر إلى بدء عمليات عسكرية لتحييدها.",1
"2621","وأشارت إحدى الدول إلى أنها وسّعت الأساس الذي يمكن على أساسه إدراج المنظمات الإرهابية في قانونها الجنائي ليشمل المنظمات التي تدعو إلى ارتكاب عمل إرهابي.",1
"2622","في عامي 2009 و2010، تمت عدة عمليات مصادرة لكميات كبيرة من الأسلحة العسكرية في غرب أفريقيا (مالي ونيجيريا والسنغال).",1
"2623","1. في المنطقة الشمالية 54 طلعة جوية بسرعة 720-780 كم/ساعة وبارتفاع 6000-12000 متر كما مبين تفاصيلها أدناه:",0
"2624","إلى حكومة سري لانكا",0
"2625","وإذ تتصرف لهذه الأسباب بموجب الفصل السابع من ميثاق الأمم المتحدة,",0
"2626","وقد روى العديد منهم قصصاً متشابهة عن اقتيادهم من قبل قوى الأمن الداخلي وتقييد أيديهم وتعصيب أعينهم وتجريدهم من ملابسهم واحتجازهم لفترة من الزمن أثناء استجوابهم عن السيد أبو عدس وانتماءاته مع الجماعات الإسلامية، وذكر معظمهم أنهم شاركوا محققيهم في وجهة نظرهم بأن السيد أبو عدس كان شخصاً منعزلاً وانطوائياً لا يملك من الذكاء ما يجعله قادراً على ارتكاب مثل هذه الجريمة.",1
"2627","لقد زودونا بآراء وأفكار مهمة حول هذا الموضوع.",0
"2628","ويرى الفريق أن الهدف من الدراسة الاستقصائية مناسب.",0
"2629","(ط) القتل على يد القوات الحكومية و/أو الميليشيات",1
"2630","إذا أصبحت أفغانستان أقل جاذبية من حيث الأهداف بالنسبة للجماعات المتشددة، فقد تعيد هذه الجماعات تركيز جهودها على نفسها أو على دول أخرى.",1
"2631","ثانيا - التطورات خلال الفترة المشمولة بالتقرير",0
"2632","ولم يتم الإبلاغ عن وقوع إصابات، لكن المروحية أصيبت بعدد من الثقوب الناجمة عن طلقات نارية. ومرة أخرى في 31 كانون الثاني/يناير 2005، تعرضت دورية تابعة لبعثة الاتحاد الأفريقي في السودان كانت تحقق في انتهاكات وقف إطلاق النار في منطقة شنقل طوباي لإطلاق النار بالقرب من الحفر التي يبدو أنها تؤكد مزاعم القصف.",1
"2633","وعلى الرغم من تقييمنا بأن وقف إطلاق النار الكامل لا يزال من الصعب تحقيقه في الوقت الراهن، إلا أنني ما زلت أرى أن المجتمع الدولي يجب أن يوضح موقفه بشأن الحاجة إلى وقف فوري للأعمال العدائية وبذل جهود أكبر بكثير وأكثر مصداقية من جانب إسرائيل لحماية المدنيين والبنية التحتية المدنية في الوقت الذي يتم فيه تهيئة الظروف الملائمة لهذا الوقف على وجه السرعة.",0
"2634","المقرر عقدها يوم الأربعاء 15 يونيو 2011، الساعة 10 صباحًا.",0
"2635","بلغت النفقات خلال فترة الإثني عشر شهراً المنتهية في 31 كانون الأول/ديسمبر 2006 (بآلاف دولارات الولايات المتحدة)",0
"2636","لا شك أن الإرهاب يمثل أحد أخطر التهديدات للسلم والأمن الدوليين، ولا يزال يشكل مصدر قلق كبير ليس للدول الأفريقية فحسب، بل للمجتمع الدولي ككل.",0
"2637","وعلى الرغم من توقف القتال، إلا أن التوترات لا تزال مرتفعة ولا يمكن استبعاد وقوع المزيد من الاشتباكات.",1
"2638","الجلسة 6823 (المغلقة)، المعقودة في 21 آب/أغسطس 2012.",0
"2639","وستكون القدرات العسكرية والشرطية المتزايدة المتاحة للبعثة إضافة إلى قدرات الشرطة الوطنية الهايتية و 600 3 من مساعدي الأمن الانتخابي المحليين (انظر S/2005/313، الفقرة 10).",1
"2640","كانت وجهة نظر الشرطة الوطنية لتيمور الشرقية التي تم توضيحها للجنة هي أنه يجب اعتقال الملتمسين وتسليمهم إلى الشرطة الوطنية لتيمور الشرقية فقط إذا كانوا يتنقلون، وأنه لم يُسمح بأي عمليات للقبض على الملتمسين.",1
"2641","استيراد وتصدير الأسلحة: مراقبة وكشف عمليات التهريب",1
"2642","- في نوفمبر 2014، تم اختطاف 11 شخصاً في المناطق التي يسيطر عليها النظام و4 أشخاص في المناطق التي تسيطر عليها الجماعات المتطرفة.",1
"2643","غير أن الإضرابات والحصارات الواسعة النطاق التي نفذتها الجماعات السياسية المسلحة وغير المسلحة والأحزاب والجماعات السياسية عطلت النشاط الإنساني والوصول إلى الخدمات الصحية والتعليمية؛ وقد حدث الكثير من هذا التعطيل في تيراي.",1
"2644","تضرر المسجد والمنازل المجاورة جراء القصف.",1
"2645","وخلال الفترة قيد الاستعراض، اكتشفت البعثة 260 لغماً وقطعة من الذخائر غير المنفجرة ووضعت علامات عليها، ورصدت تدمير 693 3 لغماً وقطعة من الذخائر غير المنفجرة.",1
"2646","231. وبالإضافة إلى ذلك، أفادت مفوضية الأمم المتحدة لشؤون اللاجئين بأن 051 203 شخصا من منطقة دارفور كانوا يعيشون في 11 مخيما ومواقع أخرى كلاجئين في شرق تشاد على طول الحدود مع السودان حتى 15 تشرين الثاني/نوفمبر 2004.",1
"2647","يُشتبه في ارتكاب بعضهم جرائم مختلفة في وقت واحد.",1
"2648","منذ أن تم شراؤها لأول مرة في أوائل يناير 2005 وحتى وقت الانفجار، لم يكن هناك سوى مكالمات بين الخطوط.",1
"2649","ويحظى مشروع قانون حماية البيانات الشخصية بأهمية خاصة، وهو الآن في الإجراءات البرلمانية.",0
"2650","وتواجه هذه البلدان أيضاً تحديات كبيرة تتمثل في تدفقات اللاجئين عبر الحدود.",1
"2651","كانت هناك كمية كبيرة من حبوب الأرز المعبأة في أكياس مبطنة في الحاويات.",0
"2652","وقد أبلغ الرئيس لحود واللواء غزالي بالانفجار وقت وقوعه [إفادة شاهد].",1
"2653","51. وتركز الحكومة حاليا على ضمان امتثال قطاع الماس لنظام عملية كيمبرلي لإصدار شهادات المنشأ.",0
"2654","بعد أن أجرينا جميع التحليلات والمناقشات للحقائق التي جمعناها، توصلنا إلى استنتاج مفاده أنه على الأرجح كان انفجارًا فوق سطح الأرض.",1
"2655","ليس هناك شك اليوم في أن النية الحقيقية كانت منع نشر تفاصيل أفعاله المدمرة الطائشة بأوامر من وكالة الاستخبارات المركزية الأمريكية.",0
"2656","كانت السيدة كرير تدير منظمتها غير الحكومية ""الطريق الجديد"" في البلدة منذ عام 1993.",0
"2657","فعلى سبيل المثال، وجدت اللجنة أن النساء اللاتي ذهبن إلى السوق أو كنّ يبحثن عن الماء في تارني بشمال دارفور تعرضن للاختطاف والاحتجاز لمدة يومين أو ثلاثة أيام والاغتصاب من قبل أفراد من الجيش في مارس/آذار 2003 تقريباً.",1
"2658","25. انخفضت عمليات اختطاف الأطفال لأغراض عسكرية التي اتسمت بها فترة النزاع بشكل ملحوظ خلال الفترة المشمولة بالتقرير.",1
"2659","تقرير الأمين العام عن العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور (S/2013/22).",0
"2660","2 27/90/345 - آب/أغسطس 1990",0
"2661","12. وتوشك مرحلة المحاكمة في هذه القضية على الانتهاء.",0
"2662","نتيجة لتفشي فيروس الإيبولا، حولت المؤسسات الأمنية الغينية جهودها نحو احتواء تفشي المرض.",0
"2663","خلال الأسبوع الممتد من 19 إلى 26 حزيران/يونيو في منطقة الخليج، قُتل حوالي 10 أشخاص وأصيب 9 آخرون بجروح في القتال بين عشائر ديغيل-ميريفل في المنطقة، بما في ذلك عشائر الليسان واللوي ويانتار.",1
"2664","سيتم دمج بعض الوكالات، وسيتم حل بعضها الآخر.",0
"2665","16. أنشئ موقع شبكي مستقل لمكتب أمين المظالم(http://www.un.org/en/sc/ombudsperson/). ويوفر الموقع الشبكي معلومات أساسية عن عمليات المكتب، بما في ذلك وصف لإجراءات النظر في طلبات الشطب من القائمة والتوجيهات العامة بشأن محتوى الطلبات المقدمة إلى أمينة المظالم.",0
"2666","كما انضمت بعض الأحزاب الجنوبية، بخلاف الحركة الشعبية لتحرير السودان، إلى حكومة الوحدة الوطنية.",0
"2667","193. بدر عبد الله أحمد الشرقاوي",0
"2668","وكما يذكر أن حكومة إريتريا كانت قد حثت مجلس الأمن، من خلال رسالتها المؤرخة 28 شباط/فبراير 2012 (S/2012/126)، على تحمل مسؤولياته واتخاذ التدابير المناسبة ضد أعمال العدوان والاحتلال غير المشروعة التي لا تعد ولا تحصى.",0
"2669","4. قتل جنود العدو الجرحى",1
"2670","وقد أدت الاشتباكات المتكررة بين قوات القوات المسلحة لجمهورية الكونغو الديمقراطية والجماعات المسلحة العاملة في المنطقة إلى سقوط العديد من الضحايا المدنيين.",1
"2671","والعديد من الدول ليست متأكدة من البديل لشهادة الوفاة الذي قد يرضي اللجنة، ويوصي الفريق بأن تقدم اللجنة مزيدا من التوجيهات بشأن ما تتطلبه للنظر في رفع اسم فرد من القائمة بسبب وفاته.",0
"2672","وأفاد الاتحاد الروسي بأنه اتخذ تدابير لحماية السفن ومرافق الموانئ من الهجمات الإرهابية، على النحو المنصوص عليه في أحكام المدونة الدولية لأمن السفن والمرافق المرفئية المتعلقة بالتدريب والإخطار والإشارات في حالات الطوارئ.",0
"2673","وذكر أيضًا أن آلية التحقق ألغت عدة بعثات بسبب المقاومة التي أبدتها قوات جنوب السودان.",1
"2674","بالإضافة إلى ذلك، تلقى عبد العال مكالمة هاتفية في 11 فبراير 2005 في الساعة 2217 من نفس الكابينة الهاتفية التي استخدمها للاتصال بقناة الجزيرة بعد وقت قصير من الانفجار الذي وقع في 14 فبراير.",0
"2675","لقد طلبت أن يواصل مكتب الأمم المتحدة المتكامل لبناء السلام في جمهورية أفريقيا الوسطى جهوده لدعم الحكومة في مساعيها لتأمين المساعدة الثنائية لبناء قدرات قواتها الوطنية.",0
"2676","(أ) في 13 أيار/مايو، أعلن الرئيس كرزاي عن المقاطعات والمحافظات التي ستكون جزءًا من الشريحة الثالثة من المرحلة الانتقالية.",0
"2677","على الرغم من القرار الذي اتخذه الحوار الوطني في عام 2006، والذي تم تأكيده في الاجتماعات اللاحقة للحوار الوطني، لم يتم إحراز أي تقدم فيما يتعلق بتفكيك القواعد العسكرية للجبهة الشعبية لتحرير فلسطين - القيادة العامة وفتح الانتفاضة التي تتخذ من دمشق مقراً لها.",0
"2678","45. وبعد وصول القوات الموالية للرئيس يوسف وانتشارها جنوب جوهر، توالت الأنباء في أوائل أيلول/سبتمبر عن قيام وزير التجارة، موسى سودي يالاهو، بإرسال عدد من ""الفنيين"" لتعزيز قواته في بلد جنوب جوهر.",1
"2679","ويقدر عدد الشباب العاطلين عن العمل أو العاملين بدون أجر أو العاطلين عن العمل الناقص بنحو 800,000 شاب.",0
"2680","هناك عدة عوامل تعمل ضدهم، ولكن إذا نجحوا في ذلك، فإن التهديد الإرهابي سيزداد أكثر فأكثر.",1
"2681","(أ) رسم تخطيطي تقريبي لمخطط أرضية القاعة التعاقبية في مرفق الطرد المركزي لتخصيب اليورانيوم (المبنى 4) في يونغبيون، في 12 نوفمبر/تشرين الثاني 2010.",0
"2682","وعادة ما يتعرض الأشخاص الذين تتم إعادتهم قسراً من الصين للتعذيب والاحتجاز التعسفي والإعدام بإجراءات موجزة والإجهاض القسري وأشكال أخرى من العنف الجنسي.",1
"2683","وتم التشديد على أن المعايير لا تصلح في كل البيئات، لكنها يمكن أن تكون مفيدة جدا لرصد التقدم المحرز في تنفيذ المهام الصادر بها تكليف، خاصة إذا كان هناك فهم مشترك للحالة النهائية المرجوة للمهمة.",0
"2684","وبالإضافة إلى ذلك، يقوم فريق متنقل بزيارة المجتمعات النائية، وخاصة مجتمعات الأقليات، التي قد لا يسهل عليها الوصول إلى مراكز الموارد.",0
"2685","66. وفي إحدى الحوادث التي وقعت في أبوبو، PK 18، اقتيد ستة شبان يعيشون في نفس الحي بالقوة من منزلهم في الساعة الحادية عشرة مساء يوم 25 آذار/مارس على أيدي أفراد الشرطة وأفراد ملثمين من الوحدات الخاصة أو ما يسمى بالقوات الموازية.",1
"2686","قُتل خمسة أشخاص وأصيب 10 أشخاص بجروح خطيرة.",1
"2687","عائدات بيع خام الحديد",0
"2688","وتشير المحاولات غير الناجحة التي قام بها أيمن محمد ربيع الظواهري للتوسط في النزاعات الداخلية بين تنظيم القاعدة وجبهة النصرة (التابعة لتنظيم القاعدة في العراق) وكذلك الاقتتال الداخلي المستمر داخل حركة الشباب إلى حدود سلطة الظواهري.",1
"2689","23. ومنذ وصوله إلى نيروبي في 27 أيار/مايو 2005، أكد ممثلي الخاص للقادة في المنطقة دون الإقليمية وغيرهم ضرورة اتباع نهج منسق تجاه القادة الصوماليين وحثهم على الدخول في حوار والامتناع عن العمل العسكري لحل الخلافات داخل المؤسسات الاتحادية الانتقالية. وفي 10 حزيران/يونيه، التقى في كمبالا بالرئيس الأوغندي يويري موسيفيني، وفي 29 حزيران/يونيه أجرى محادثات مع الرئيس الجيبوتي إسماعيل عمر جيله والأمين التنفيذي للهيئة الحكومية الدولية المعنية بالتنمية في جيبوتي.",0
"2690","10. الحالة في جورجيا (8 تشرين الأول/أكتوبر 1992؛ 15 حزيران/يونيه 2009).",0
"2691","إن أفراد الخدمة والشعب في جمهورية كوريا الديمقراطية الشعبية سيحطمون القوى المعادية المتهورة في مجال حقوق الإنسان من خلال أقسى ردود الفعل المضادة غير المسبوقة وسيدافعون بحزم عن النظام الاشتراكي وعن حياتهم وروحهم.",1
"2692","وبالتالي، كانت الحكومة في المرحلة النهائية من إصدار المبادئ التوجيهية العسكرية لمنع الاستخدام العسكري للمدارس، وكانت الحكومة بصدد إعداد استراتيجية شاملة بشأن الأطفال والنزاع المسلح لقواتها المسلحة.",1
"2693","في 19 آب/أغسطس 2014 (اليوم العالمي للعمل الإنساني)، ستعقد المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية، بصفتها رئيس مجلس الأمن، جلسة مفتوحة للمجلس، في شكل إحاطة، بشأن حماية العاملين في المجال الإنساني، في إطار بند جدول الأعمال المتعلق بحماية المدنيين في النزاعات المسلحة.",0
"2694","30. ويشكل قطاع الثروة الحيوانية العمود الفقري لسبل عيش الشعب الصومالي ومصدرا للإيرادات للإدارات المحلية والمركزية.",0
"2695","ويلاحظ المجلس كذلك مع القلق أن هجمات جيش الرب للمقاومة في جمهورية أفريقيا الوسطى قد وقعت في مناطق خارج منطقة العمليات الرئيسية لفرقة العمل الإقليمية التابعة للاتحاد الأفريقي.",1
"2696","وبالمثل، يتم نقلها أيضًا بالشاحنات عن طريق البر إلى كيسمايو ومناطق أخرى داخل الصومال. جيم - التمويل",0
"2697","ومما لا شك فيه أن كيفية تحسين الوضع الأمني هو التحدي الأكبر الذي يواجهه العراق الآن. فهو الذي سيحدد المسار المستقبلي للتنمية السياسية والاقتصادية والاجتماعية في العراق.",0
"2698","المقرر عقدها يوم الثلاثاء، 26 آب/أغسطس 2003، الساعة 00/18 مساءً",0
"2699","وفي هذا السياق، ينبغي لمجلس الأمن أن يحدد بوضوح الاستثناءات الموجودة التي لا تتطلب موافقة مسبقة من اللجنة وتلك التي تتطلب هذه الموافقة.",0
"2700","وفي مطار أبيدجان في آب/أغسطس 2005، شاهد الفريق ثلاث مركبات جديدة من طراز ميتسوبيشي L-200 4x4 مسجلة باسم القوات الجوية لكوت ديفوار وهي تسير في القاعدة العسكرية حاملة الأفراد والمعدات.",1
"2701","9. وتشكل حالة المدافعين عن حقوق الإنسان في جميع أنحاء البلد سبباً آخر للقلق الشديد. فالعديد منهم يتعرضون للمضايقة والاعتقال التعسفي والاحتجاز غير المبرر.",1
"2702","التقت المجموعة بمدير الشركة وسألته عن القوالب المنتجة في الموقع.",0
"2703","وكما هو الحال بالنسبة لمسألة الروابط بين الاتجار بالمخدرات والإرهاب، فإن مسألة القرصنة أدرجت على جدول أعمال المجلس من خلال حالات النزاع الموجودة بالفعل، حيث برزت الحالات الأفريقية - لا سيما الصومال وخليج غينيا - بشكل بارز.",1
"2704","ومن بين 168 طفلاً، تم اختطاف 135 طفلاً لأغراض التجنيد، بينما تم اختطاف 33 طفلاً لبرامج ثقافية وسياسية أو لأسباب أخرى.",1
"2705","لا توضح هذه القضية حدوث عمليات قتل جماعي للمدنيين فحسب، بل توضح أيضًا حدوث حالات احتجاز غير مشروع مصحوبة بإعدامات بإجراءات موجزة واغتصاب وانتهاكات أخرى.",1
"2706","وضع مبادئ توجيهية جنسانية لنزع السلاح والتسريح وإعادة الدمج؛ وتوفير الترتيبات الأمنية لمواقع نزع السلاح داخل مناطق نزع السلاح والتسريح وإعادة الدمج، مع إيلاء اهتمام خاص لاحتياجات النساء؛ وتنظيم اجتماعات مع المقاتلات السابقات والمرتبطات بالقوات المقاتلة لتقييم الاحتياجات وآليات إعادة الدمج.",0
"2707","6. وفي الفترة من 18 شباط/فبراير إلى 13 آذار/مارس، أجرى الجيش الملكي المغربي سلسلة من التدريبات العسكرية المقررة مسبقا في محيط أوسرد، شارك فيها نحو 200 1 جندي من وحدات المشاة والخيالة والمدفعية التابعة له والمتمركزة بالفعل داخل قطاع أوسرد الفرعي.",1
"2708","27. وفي 2 تشرين الثاني/نوفمبر، أبلغ 16 شخصاً من أصل 20 شخصاً اعتُقلوا خلال عملية لقوات الدفاع والأمن المالية في بولكيسي (منطقة موبتي)، وهي منطقة يسيطر عليها المجلس الأعلى لوحدة أزواد، البعثة بتعرضهم للضرب المبرح أثناء الاستجواب.",1
"2709","كانت الأمم المتحدة تدرس أفضل السبل لتعزيز قدرات مكافحة الإرهاب في البعثات السياسية الخاصة للأمم المتحدة وعمليات حفظ السلام وفرق الأمم المتحدة القطرية.",0
