"","ar","MatConf"
"2679","43 - وقد سعى مجلس الأمن وأفرقته المعنية برصد الجزاءات إلى تعزيز رصد الاستثناءات من حظر توريد الأسلحة الساري في جمهورية الكونغو الديمقراطية وليبريا.",0
"2680","بيد أنه ينبغي للدول أن تجرِّم بالمثل الأعمال المرتكبة ضد أي دولة أخرى.",1
"2681","6 - الأخشاب - تبدو الجزاءات فعالة في هذا المجال؛ فلا توجد أدلة على اتساع نطاق الصادرات.",0
"2682","""ويدعو مجلس الأمن كذلك حكومة جمهورية الكونغو الديمقراطية إلى مواصلة تنفيذ خطة عملها لمنع ووقف تجنيد الأطفال واستخدامهم، فضلا عن منع ووقف جميع أعمال العنف الجنسي ضد الأطفال من جانب القوات المسلحة لجمهورية الكونغو الديمقراطية.",1
"2683","ولم تكن هناك ضرورة عسكرية للتدمير وما أحدثه من خراب.",1
"2684","وفي الفترة من 1 حزيران/يونيه إلى 31 آب/أغسطس، تم الجمع أو التسليم الطوعـي لـنحـو 500 قطعة سلاح من الأسلحة الصغيرة وما يزيد على 000 189 طلقة ذخيرة و 368 2 من القنابل اليدوية والألغام وما يزيد على 225 كيلوغراما من المواد المتفجرة.",1
"2685","وثمة تدابير أخرى تسهم في وجود هذا الاستقطاب لدى الجماعتين منها الصراع في عامي 1987-1989 على الوصول إلى الأراضي الرعوية ومصادر المياه، بين البدو ذوي الأصول العربية وقبيلة الفور المستقرة.",1
"2686","3 - الدوافع والأشخاص موضع الاهتمام",0
"2687","وقدّمت تفاصيل عن الانتهاكات والتجاوزات المرتكبة في حق الأطفال في اليمن.",1
"2688","قرار مجلس الأمن 1325 (2000)، الفقرة 9 من المنطوق",0
"2689",":: وتوجيه نداء إلى مجلس الأمن للقيام، بالاتفاق مع الاتحاد الأفريقي، بإنشاء قوة دولية لتحييد المجموعات المسلحة ودعم المصالحة الوطنية وإقامة مؤسسات ديمقراطية ثابتة في ليبيا",0
"2690","وبعد تعرض النساء للاغتصاب، لم يجر إعادة ملابس بعض النساء إليهن وأرغمن على البقاء عرايا.",1
"2691","8-5 زيادة نسبة السكان الذين يمكنهم الحصول على المياه الصالحة للشرب وعلى الكهرباء.",0
"2692","وأسفرت العمليات المنتظمة للسيطرة على المنطقة والتطويق والتفتيش عن اعتقال عدد من عناصر المليشيات والاستيلاء على أسلحة وذخائر غير مشروعة، فضلا عن الحد من الهامش المتاح لمناورات جماعات المليشيا.",1
"2693","20 - MINISTRY OF ENERGY AND MINERAL RESOURCES",0
"2694","غير أنه يمكن تعزيز فعالية الضوابط بشكل ملحوظ من خلال زيادة دوريات الشرطة وحيازة معدات الكشف، وبخاصة نظراً لسهولة اختراق الحدود في المنطقة دون الإقليمية.",1
"2695","4 - منظومات الأسلحة المرتجلة يمكن تركيبها من مكونات شتى من أجل ارتكاب أعمال إرهابية.",1
"2696","في جلسة مجلس الأمن 5052، المعقـــــودة في 6 تشريــــن الأول/أكتوبر 2004، فيما يتعلق بنظر المجلس في البندين المعنونين ""العدالة وسيادة القانون: دور الأمم المتحدة""، و""المصالحة الوطنية في مرحلة ما بعد الصراع: دور الأمم المتحدة""، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:",0
"2697","فعلى غرار مسألة الصلات بين الاتجار بالمخدرات والإرهاب، أُدرجت مسألة القرصنة في جدول أعمال المجلس عن طريق حالات النزاع التي كانت مدرجة بالفعل فيه، حيث تحتل حالات أفريقية - ولا سيما الصومال وخليج غينيا - مركز الصدارة ضمنها.",1
"2698","وأُبلغ ثانية عن وقوع قتال، يومي 22 و 23 تموز/يوليه، في الواق بين نفس القبيلتين، أفضى إلى مقتل 32 شخصا وإصابة ما يربو على 60 شخصا.",1
"2699","450 - ثمة عدد من الأخطاء الخطيرة التي تمنع النظام القضائي في السودان من العمل بسرعة وبشكل صحيح لمعالجة الاعتداءات.",1
"2700","ويمكن أن ينشأ تهديد في المستقبل من جراء الزيادة المحتملة خلال عام 2013 في منظومات الدفاع الجوي المحمولة المتوافرة لدى الجماعات المنتسبة لتنظيم القاعدة في أفريقيا، والصراع الدائر في الجمهورية العربية السورية.",1
"2701","قناة روسيا اليوم باللغة الإسبانية - بتاريخ 19 تشرين الثاني/نوفمبر 2011",0
"2702","""يدين مجلس الأمن بأقوى العبارات الهجومين الإرهابيين اللذين وقعا في الجزائر العاصمة، يوم 11 كانون الأول/ديسمبر 2007، بالقرب من المحكمة العليا ومكاتب الأمم المتحدة، مما أدى إلى وقوع عدد كبير من القتلى والجرحى، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذا العمل الشائن من أعمال الإرهاب ولأسرهم، ولشعب وحكومة الجزائر.",0
"2703","وأفادت 146 دولة، بينها دول لم تقدم تقارير بعد، بأنها تقوم بتعميم القائمة (وأي تغييرات تُدخل عليها) على المصارف وإلى حد ما، على المؤسسات المالية، وكذلك على منافذ الدخول وغير ذلك من السلطات ذات الصلة، بيد أن الزيارات بينت أن تعميم استكمالات القائمة بالبطء في العديــد من الدول، خاصة على النقاط الحدودية.",0
"2704","160 - قام وزير الداخلية، على نحو ما جاء في الفقرات من 89 إلى 94 أعلاه، بتسليح المدنيين، الذين ادُّعي فيما بعد أن بعضهم قد شارك بشكل غير مشروع في ارتكاب أفعال إجرامية.",1
"2705","وعين هذا الفريق لاستعراض المطالبات التي قدمت إلى اللجنة باسم المؤمنين ووكالات ائتمانات التصدير (""المطالبات من الفئة هاء/واو)، وذلك وفقاً لقرارات مجلس الأمن، ومقررات مجلس الإدارة ذات الصلة بما في ذلك القواعد المؤقتة لإجراءات المطالبات (القواعد) (S/AC.26/1992/10).",0
"2706","وقد اختطف عملاؤها منذ التسعينات عدداً من الناس من الأراضي الصينية، من بينهم مواطنون من الصين وجمهورية كوريا، ومواطناً يابانياً سابقاً على الأقل.",1
"2707","وفي 3 تشرين الثاني/نوفمبر 2014، قصفت طائرات النظام الحربية مسجد الميتم الإسلامي بحي الوعر في حمص فألحقت به أضرارا جسيمة.",1
"2708","كما يتجلى التمييز القائم على نوع الجنس في استهداف النساء بدفع الرشاوى أو الغرامات.",1
"2709","وقد شهدت البعثة تصاعد العنف، واستهدف المتطرفون حفظة السلام بصورة مباشرة.",1
"2710","المقرر عقدها يوم الثلاثاء، 13 كانون الأول/ديسمبر 2005، الساعة 00/15",0
"2711","(أ) كفالة أن يتوافر لدى موظفي الجمارك ما يلزمهم من تدابير عملية وموارد ليتمكنوا من كشف ومنع محاولات نقل العملات والصكوك القابلة للتداول والدفع لحاملها ومحاولات تهريب الأسلحة؛",0
"2712","وقد نجح تنظيم القاعدة إلى حد ما في استرداد عافيته بعد ضياع أفغانستان كقاعدة تدريبية للإرهاب وذلك باستغلال الأوضاع في العراق.",1
"2713","وهناك عنصر رابع يحظى بنفس القدر من الأهمية في هذا الصدد برز في سياق سحب القوات السورية والعتاد العسكري وجهاز المخابرات، ألا وهو ضرورة التوصل إلى اتفاق بين لبنان والجمهورية العربية السورية بشأن الحدود الدولية بينهما وترسيم هذه الحدود على أرض الواقع.",0
"2714","(ب) توريد الأسلحة وما يتصل بها من معدات إلى تنظيم القاعدة أو أسامة بن لادن أو حركة الطالبان أو بيعها لهم أو نقلها إليهم؛ أو (ج) التجنيد لحساب تنظيم القاعدة أو أسامة بن لادن أو حركة الطالبان؛ أو",1
"2715",":: 2 حزيران/يونيه 2005، مقتل الصحافي سمير قصير بانفجار سيارته في شرق بيروت.",1
"2716","وتحققت اللجنة من وجود موقعين لمقابر في القرية - واحد قيل إنه يضم جثمانين لرجلين والآخر قيل إنه يضم جثث سبعة رجال، وكلهم ماتوا أثناء الهجوم.",1
"2717","وعلى الرغم من أنني لم أتلق بعد ردا من الدول الأعضاء الـ 36 المتبقية، فمن غير المحتمل في تقديري أن تصدر تعهدات بإرسال ما يكفي من القوات للسماح بنشر قوة متعددة الجنسيات.",1
"2718","2 - يقرر أن يبقي المسألة قيد نظره.",0
"2719","10 - يوجه المديريةَ التنفيذية إلى أن تتيح الاطلاع على المعلومات الواردة في الدراسات الاستقصائية والتقييمات المجراة على الصُعد الوطنية عن مكافحة الإرهاب رهنا بموافقة الدول الأعضاء المعنية، وكذلك يوجه المديرية إلى أن تتيح الاطلاع على المعلومات المتعلقة بالقدرات الإقليمية لمكافحة الإرهاب، رهنا بموافقة اللجنة على النحو الملائم؛",0
"2720","واستشهادا بأحد الأمثلة، أُبلغت اللجنة أنه أثناء هجوم شن على كتوم، شمال دارفور في 1 آب/أغسطس 2003، هاجم المتمردون المحكمة الجنائية وبيوت القضاة ونهبوا محتوياتها.",1
"2721","4- ويود الفريق تسجيل ما يلي في هذا الموجز:",0
"2722","وأكد المحاورون الحكوميون من جديد أن شل نشاط الجماعات المسلحة يظل أولوية رئيسية، مكررين أن العمليات ضد تحالف القوى الديمقراطية هي أولويتهم القصوى، وأقرت الحكومة بالدعم المقدم من البعثة أثناء العمليات التي نُفذت ضد الجماعات المسلحة، وأكدت الحاجة إلى زيادة العمليات القتالية المشتركة.",1
"2723","وعلى الرغم من أن قوات الحكومة في معظم الحوادث قد لا تكون شاركت في التدمير، فإن تواطؤها في الهجمات التي تم فيها ذلك التدمير، ووجودها في موقع حدوثه يكفيان لجعلها شريكة في المسؤولية.",1
"2724","وينبغي أن نتجنب الإجابات السهلة التي تزعم أن منطقة الساحل قد واجهت دائما مثل هذه التحديات، في حين أن من المعروف جيدا أن تلك التحديات لم تكن في الواقع بهذا الحجم في السابق.",0
"2725","وفي آذار/مارس 2004، أبلغ عن قيام الجنجويد و 150 من الجنود باختطاف واغتصاب 16 فتاة صغيرة في كتم، شمال دارفور.",1
"2726","وإذ يعرب عن استيائه ﻻستمرار الطالبان في توفير مﻻذ آمن ﻷسامة بن ﻻدن وللسماح له ولﻵخرين المرتبطين به بإدارة شبكة معسكرات لتدريب اﻹرهابيين في اﻷراضي التي يسيطر عليها الطالبان، وﻻستخدام أفغانستان كقاعدة لرعاية العمليات اﻹرهابية الدولية،",1
"2727","'2` اكتشفت 11 محطة حدوث موجتين دون سمعيتين بفاصل زمني قدره 1.1 ثانية؛",0
"2728","ووضع الفريق التفاوضي، في جملة أمور، مقترحات مفصلة بشأن اللامركزية وخطة لحكم متروفيتشا مستقبلا.",0
"2729","ويشتبه في أن جميع هؤلاء الأفراد الجنجويد الذين حددتهم اللجنة بصفتهم فاعلين شنوا هجمات عشوائية على المدنيين والتي تعتبر جريمة حرب.",1
"2730","وقد رفضت مجموعة البرلمانيين المنشقة عملية غارووي، وطرحت اقتراحاً بتقديم موعد الانتخابات الرئاسية من تموز/يوليه إلى 30 نيسان/أبريل من هذا العام.",0
"2731","وينبغي للدول أن تكفل إدارة أجهزة إنفاذ القانون الملائمة لتدابير مكافحة الإرهاب واضطلاعها بها وإنشاء وحدات مكرسة لمكافحة الإرهاب من أجل الإفادة من قدرات الخبراء داخل مؤسسات إنفاذ القانون التابعة لها.",0
"2732","ومنذ 18 أيلول/سبتمبر 2014، لم تُنفذ أيّ عمليات قتالية لمواجهة ""تهديد وشيك وخطير"".",1
"2733","(ه( إجازة إنشاء صحف ووسائل إعلام أخرى مستقلة؛ والسماح للمواطنين بحرية استخدام شبكة الإنترنت وشبكات التواصل الاجتماعي، وبالاتصالات الدولية، والبث الإذاعي والتلفزيوني والمنشورات الأجنبية، مثل الثقافة الشعبية للبلدان الأخرى؛ وإلغاء المشاركة الإجبارية في المنظمات الجماهيرية ودورات التلقين الأيديولوجي؛",0
"2734","وذُكـِـر أن اسم الشخص الذي ظهر بالتسجيل هو أحمد أبو عـدس، من سكان بيـروت، وعمـره 22 عامـا.",0
"2735","تعميق وعي اللاجئات بحقوقهن والخيارات القانونية المتاحة لهن، ودعم تلك الحقوق والخيارات.",0
"2736","13 - يشجع حكومة بوروندي على أن تواصل بذل جهودها لتوسيع نطاق احترام حقوق الإنسان وحمايتها، بوسائل منها إنشاء هيئة وطنية مستقلة لحقوق الإنسان، آخذة في الاعتبار مبادئ باريس المبينة في قرار الجمعية العامة 48/134، ويشجعها كذلك على وضع حد للإفلات من العقاب، وأن تتخذ التدابير اللازمة لضمان تمتع مواطنيها الكامل بحقوقهم المدنية والسياسية والاجتماعية والاقتصادية والثقافية دون خوف أو تخويف، على النحو المكرس في دستور بوروندي والمنصوص عليه في الصكوك الدولية لحقوق الإنسان، بما في ذلك تلك التي صدقت عليها بوروندي؛",0
"2737","ويشمل ذلك من يحتجزهم جهاز الأمن الوطني والمخابرات في مكان احتجاز سري في الخرطوم، اكتشفته اللجنة وقامت بتفتيشه.",1
"2738","تقوم سان مارينو على اقتصاد مفتوح وشديد التنوع.",0
"2739","6 - يحث الدول وجميع الأطراف في النزاع المسلح على أن تبذل قُصاراها لمنع ارتكاب انتهاكات للقانون الإنساني الدولي ضد المدنيين، بمن في ذلك الصحفيون وموظفو وسائط الإعلام والأفراد المرتبطون بهم؛",0
"2740","تقرير الأمين العام المقدم عملاً بالفقرة 6 من القرار 1883 (2009) (S/2009/585).",0
"2741","فنودي على الرجال الذين احتجزوا في كايلك وأطلق الرصاص عليهم أمام أعين الجميع أو نقلوا بعيدا حيث أطلق الرصاص عليهم.",1
"2742","وكان المرسوم دافعا للمزيد من التطورات فيما يتعلق بإدماج الجماعات المسلحة الكونغولية في القوات المسلحة لجمهورية الكونغو الديمقراطية.",0
"2743","وهناك آليات تشريعية أخرى هي الآن قيد الإعداد.",0
"2744","ومن وجهة نظر القانون الجنائي الدولي، فإن هذه الانتهاكات للقانون الإنساني الدولي تشكل دون شك جرائم حرب واسعة النطاق.",1
"2745","وعلى الرغم من توقف القتال، تظل حدة التوترات عالية ولا يمكن استبعاد وقوع مزيد من الاشتباكات.",1
"2746","ويتابع الفريق هذه المسألة مع سفير ليبريا لدى الأمم المتحدة.",0
"2747","وقد احتجز صحفيون بارزون لأنهم أبدوا آراءهم بشأن قضايا حقوق الإنسان والدستور وسيادة القانون.",1
"2748","وفضلا عن ذلك، فإنه من المعروف أن مسرح الجريمة قد عاثت فيه الأرجل في مناسبات عديدة.",1
"2749","69 - قام الفريق بفحص عملية هبوط طائرة من نوع AN-124 تحمل 392 طنا من البضائع قادمة من بيلاروس في 16 تشرين الأول/أكتوبر 2004، أي قبل الحظر بفترة وجيزة. وواصلت الطائرة رحلتها إلي لومي، توغو، وكانت الرحلة مرتبطة بشركة داركوود (انظر دراسة الحالة الإفرادية الأولى أدناه).",0
"2750","149 - وتقترب حالياً ثلاث من بين الشركات العشرين من مرحلة الإنتاج، وذلك كما يلي:",0
"2751","103 - وحتى وقت كتابة هذا التقرير، ما زالت السفينة ""سيملو"" وطاقمها تحت الأسر. وقد طلب منفذو عملية الاختطاف فدية مبلغها 000 500 دولار.",1
"2752","٥ - صاحب التصريح: على صباح السالم الصباح - وزير الداخلية الكويتي",0
"2753","وارتكبت قوات الأمن السورية عددا من الانتهاكات للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي. ويمكن أن ترقى بعض هذه الانتهاكات لمرتبة جرائم حرب وجرائم ضد الإنسانية.",1
"2754","المقرر عقدها يوم الاثنين، 25 نيسان/أبريل 2005، الساعة 00/10",0
"2755","وفي السياق الذي يُحتَمَل فيه فرض جزاءات بسبب ارتكاب الاغتصاب وغيره من أعمال العنف الجنسي، دعا المجلس بعثات الأمم المتحدة وهيئات الأمم المتحدة ذات الصلة إلى تبادل جميع ما لديها من معلومات متعلقة بالموضوع مع لجنة الجزاءات التابعة لمجلس الأمن.",1
"2756","(ج) التكاليف الآجلة 210-213 62",0
"2757","فعلى الرغم من احتمال أن يكون الإذن لجميع الوحدات بالقيام بعمليات هجومية محددة الأهداف لشل نشاط الجماعات المسلحة أمرا غير عملي، يلزم اتخاذ تدابير عاجلة من أجل ضمان مساهمة أكثر فعالية للألوية الإطارية في الأنشطة المضطلع بها في سياق شل نشاط الجماعات المسلحة وحماية المدنيين.",1
"2758","وكما سبق أن أفيد به، يُتوقَّع إتمام تدمير جميع مرافق الإنتاج الـ 12 بحلول نهاية حزيران/يونيه 2015، مع احتمال تأخر طفيف.",1
"2759","واختار مجلس المدينة المنتخب في تشرين الأول/أكتوبر عنصرا كرواتيا معتدلا ليكون أول رئيس بلدية لموستار الموحدة.",0
"2760","وبالمثل، سلمتنا قيادة الوحدة، عملا بالأمر رقم 206/1735 المؤرخ 18 شباط/فبراير 2005، تفويضا مكتوبا من تلك الجهة، رقم 36/2005 تاريخ 18 شباط/فبراير 2005، يتضمن أمرا بإبقاء سيارات موكب الحريري داخل الثكنة، وبسترها بالخيام وبوضعها تحت الحراسة.",1
"2761","10 - وقد أدت الأحداث التي وقعت في أبيدجان فيما يتصل بالمسيرة التي خطط القيام بها في 25 آذار/مارس إلى انتهاكات خطيرة لحقوق الإنسان.",1
"2762","ولم تكن السيارة في وضع الانتظار المستقيم تماما، وهذا ما تبينه قوة الانفجار التي أثّرت في السيارة الفورد الحمراء التي كانت تنتظر على الأرجح أمام الميتسوبيشي مباشرة.",1
"2763","وتبادل إلقاء اللوم، وإيجاد كباش فداء يتحملون مسؤولية الفشل في أفغانستان ومطالبة الذين يعملون الكثير فعلا بأن يعملوا أكثر ممارسات غير منصفة وغير مقبولة وستكون في نهاية الأمر عاملا للانهزام النفسي.",0
"2764","وإذ يلاحظ أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل خطرا على السلام والأمن الدوليين في المنطقة،",1
"2765","6 - ولقد كنت أدرك أن كثيرا من الدلائل المشجعة الزائفة لاحت من قبل.",0
"2766","13 - يأذن للدول الأعضاء، إذ تتصرف بموجب الفقرة 10 أعلاه، وفقا للمرفق 1 - ألف من اتفاق السلام، بأن تتخذ جميع التدابير اللازمة لكفالة الامتثال لما سيضعه قائــد قــوة تثبيت الاستقرار المتعــددة الجنســيات من قــواعد وإجراءات تنظم التحكم في المجال الجوي فوق البوسنة والهرســك ومراقبته فيما يتعلق بالحركة الجوية المدنية والعسكرية بجميع أشكالها؛",0
"2767","بيان صحفي صادر عن حكومة إريتريا",0
"2768",":: أن يُضطلع بالتنسيق المنتظم بين العنصرين المدني والعسكري في البعثات، ومع الأطراف العاملة في المجال الإنساني، من أجل توحيد الخبرة الفنية في ميدان حماية المدنيين.",0
"2769","(ب) الأثاث والمعدات المكتبية - 777 057 25 دولاراً",0
"2770","2 - فيما يتعلق بالميدان:",0
"2771","وتسعى الجهود المبذولة في هذه المجالات، التي تكملها أنشطة الأفرقة العاملة المنشأة لتنفيذ الاتفاقات التي تم التوصل إليها بين رئيسي الاتحاد الروسي وجورجيا في سوتشي في آذار/مارس 2003 (أنظر S/2003/412، الفقرة 5)، إلى معالجة الشواغل الملحة لدى الطرفين، ومن ثم، تعزيز الثقة بينهما بغية تحقيق الهدف النهائي المتمثل في بدء مفاوضات للتوصل إلى تسوية سياسية شاملة للصراع، باستخدام الورقة المعنونة ""المبادئ الأساسية المتعلقة بتوزيع الاختصاصات بين تبليسي وسوخومي"" ورسالة الإحالة المرفقة بها كنقطة انطلاق (انظر S/2002/88، الفقرة 3).",0
"2772","كما قدمت صوراً فوتوغرافية لبعض القطع.",0
"2773","وبناء على طلب القيادة العليا للقوات الجديدة، أنشئ فريق عامل يتألف من قوات محايدة ومن القوات الجديدة لوضع خطة تشغيلية لتجميع قواتها.",0
"2774","فهذه الأجهزة ما زالت تشكل سلاحا متعدد الاستعمالات وخطيرا، وهي السبب الرئيسي لسقوط ضحايا من المدنيين في العديد من الهجمات الإرهابية المرتبطة بتنظيم القاعدة.",1
"2775","18 - يقرر أن يبقي المسألة قيد نظره.",0
"2776","72 - يطلب إلى اللجنة أن تقدم، عن طريق رئيسها، مرة واحدة على الأقل سنويا، تقريرا شفويا إلى المجلس عن حال مجمل أعمال اللجنة وفريق الرصد، وحسب الاقتضاء، في نفس الوقت الذي يقدم فيه رئيس لجنة مكافحة الإرهاب ورئيس اللجنة المنشأة عملا بالقرار 1540 (2004) تقريريهما، ويعرب عن اعتزامه عقد مشاورات غير رسمية، مرة واحدة على الأقل سنويا، عن أعمال اللجنة، استنادا إلى التقارير المقدمة من الرئيس إلى المجلس، كما يطلب إلى الرئيس تقديم إحاطات دورية إلى جميع الدول الأعضاء المهتمة بالأمر؛",0
"2777","وبالتالي، فإننا نشعر بخيبة الأمل لأن تقرير الأمين العام (S/2011/540) أوصى فقط بتخفيض جزئي للزيادة في القوات.",0
"2778","وأفاد شاهد آخر أن فيصل الرشيد أصر بعد الاغتيال بيوم واحد على أن القضية باتت محلولة وأن مرتكب الجريمة هو السيد أبو عدس باعتباره منفذ تفجير انتحاري وأن جثة السيد أبو عدس كانت لا تزال في مسرح الجريمة.",1
"2779","وفي 29 تشرين الثاني/نوفمبر 2014، ألقت الطائرات العمودية التابعة للنظامبرميلين متفجرين على عيادة بكفر سجنة في إدلب فدمرت أجزاء منه.",1
"2780","فقد أدت المصادمات المتكررة بين جنود القوات المسلحة لجمهورية الكونغو الديمقراطية والجماعات المسلحة النشطة في هذه المنطقة إلى خسائر عديدة في صفوف المدنيين.",1
"2781","وعلى الرغم من تنفيذ هذا الحظر عبر تشديد الرقابة على الحدود، فإن المواطنين ما زالوا يجازفون بالهرب، إلى الصين بشكل أساسي.",1
"2782","وفي غضون ذلك، يقوم برنامج الأمم المتحدة الإنمائي بتنفيذ برنامج قصير الأجل لإعادة الإدماج يستهدف 200 5 من المحاربين السابقين والمجتمعات المحلية التي يعاد توطينهم فيها.",0
"2783","173 - وقد شعر الفريق بالرضا عندما لاحظ أن عددا من البلدان علقت أو أوقفت تصدير السلع والخدمات العسكرية المقدمة إلى كوت ديفوار.",1
"2784","ثانيا، حدث دمار واسع النطاق للقرى في جميع أرجاء ولايات دارفور الثلاث.",1
"2785","واحتجزت الفتيات لمدة ثلاثة أيام واغتصبن ثم أطلق سراحهن.",1
"2786","والجدول الزمني للانتخابات ليس وحده الذي يظهر للعيان بوضوح، ولكن الحالة على طول حدود ليبريا مع كوت ديفوار تتطلب رصدا وثيقا للتداعيات الأمنية المحتملة.",0
"2787","٣ - فرض مجلس الأمن، بموجب قراره 1267 (1999)، حظرا جويا وحصارا ماليا محدودين لإرغام حركة الطالبان على الكف عن توفير الملاذ للإرهابيين وتدريبهم، بمن فيهم أسامة بن لادن.",1
"2788","المقرر عقدها يوم الخميس، ٣٠ تموز/يوليه ١٩٩٨، الساعة ٣٥/١٣",0
"2789","قامت جنوب أفريقيا بإبرام ثلاثة عشر اتفاقا للتسليم مع دول أخرى.",0
"2790","وتوصي اللجنة أيضا بألا يحاكم من بين الأشخاص الذين تلقوا أسلحة قوات الدفاع التيمورية في 24 و 25 أيار/مايو سوى الأشخاص الذين استخدموا هذه الأسلحة لاحقا في أنشطة إجرامية.",1
"2791","وبعد ذلك اقتحم الجنود منازل الحي وقبضوا على بعض الشبان وأخذوهم على متن حافلات عسكرية.",1
"2792","وكان لكل هذه التطورات تأثير كبير على التقدم المحرز والنتائج المحققة في ما يتعلق بمجمل ميادين السلام والأمن والمصالحة والاستقرار.",1
"2793","ومع ذلك، يلاحظ وفد بلدي مع الأسف أن الحالة الأمنية لا تزال تثير القلق.",0
"2794","14 - الحالة في سيراليون (27 تشرين الثاني/نوفمبر 1995؛ 9 تشرين الأول/أكتوبر 2012).",0
"2795","فقد كان جميعهم مسلحين وكانوا جميعا يصوبون فوهات بنادقهم تجاهنا.",1
"2796","ويعتقد أن هناك نحو 000 640 من المشردين داخليا في نورث كيفو، وأكثر من 000 350 في ساوث كيفو و 000 305 في كاتانغا و 000 300 في المقاطعة الاستوائية.",0
"2797","فمن واجبه على الأقل أن يخفف معاناتهم بإلزام دولة السودان بتعويضهم عما لحق بهم من ضرر.",0
"2798","كما تم الإبلاغ عن حالات فرار جديدة قامت بها بعض العناصر السابقة من المؤتمر الوطني المدمَجة في القوات المسلحة، وعن رفض عناصر من مجموعات مسلحة مدمَجة أن يعاد نشرها.",1
"2799","ويستحيل في هذا التقرير وصف جميع حوادث القتل التي وثقتها اللجنة.",1
"2800","في 20 تشرين الثاني/نوفمبر، ترأست جولي بيشوب، وزيرة الشؤون الخارجية في أستراليا، جلسة إحاطة عن موضوع ""عمليات حفظ السلام: دور العمل الشُرطي في مجالي حفظ السلام وبناء السلام بعد انتهاء النزاع"". وكانت هذه أول جلسة للمجلس يجري تخصيصها للمسائل المتصلة بالعمل الشُرطي.",0
"2801","تحسن سبل استفادة السكان المدنيين من الخدمات الأساسية وأسباب البنى التحتية وحصولهم على أسباب الرزق",0
"2802","وفي 4 أيلول/سبتمبر، أفادت التقارير بشن جيش الرب للمقاومة هجوما في قريتي بودو وناهوا في غرب الاستوائية، مما أدى إلى مقتل ثمانية أشخاص وخطف طفلين، تمكن أحدهما من الهروب في وقت لاحق.",1
"2803","وفضلاً عن ذلك لم تقدم شركة Sissa أي دليل يدعم خسائرها.",0
"2804","صادق كومنولث جزر البهاما على اتفاقية الأمم المتحدة لمكافحة الجريمة المنظمة عبر الوطنية والبروتوكولات الملحقة بها في 26 أيلول/سبتمبر 2008.",0
"2805","Minoa palace - Leonidas Avdis S.A. - Crete",0
"2806","وكان الحراس يراقبون الضحايا وفي أيديهم سياط يستعملونها للسيطرة عليهم وإذلالهم.",1
"2807","وهاجم القرية حوالي 000 3 من الجنجويد على ظهور الجياد. وكان بعضهم في المركبات.",1
"2808","ومع استمرار هذه التعقيدات وهذا السلوك الذي يتناقض تماما مع المطلوب للتوصل إلى حل عادل، يتحتم علينا أن نسأل: كيف يمكن أن نحقق ختاما ناجحا لعملية السلام في عام 2009؟ إننا نعتقد بأن المسؤولية تقع على عاتق المجموعة الرباعية ومجلس الأمن لوضع آلية عملية للتصدي لهذه المسائل، في وضع يرفض فيه طرف واحد بصورة متكررة الاستجابة للدعوات والوفاء بالتزاماته، فيزج بنا في عملية دورية بدون نهاية في الأفق.",0
"2809","63 - يبين عدد الهجمات الإرهابية المنسوبة للقاعدة ونطاقها أن الشبكة ما زالت نشطة وأنها تواصل الحصول على موارد مالية كافية لدعم أنشطتها.",0
"2810","وطبقا لهذه القرارات، لا بد أن يطالب هذا الجهاز حكومة الولايات المتحدة بأن تصدر على الفور حكما على لويس بوسادا كاريلس لارتكابه أعمالا إرهابية أو أن تسلمه إلى جمهورية فنزويلا البوليفارية التي ما فتئ نظامها القضائي يلاحقه منذ سنوات.",0
"2811","وما لم أسمع اعتراضا، سأطرح مشروع القرار للتصويت عليه الآن.",0
"2812","ثم فتش الفريق وحدة تركيز حامض الكبريتيك.",0
"2813","ولا يدخر النظام الأبخازي جهدا من أجل إضفاء مشروعية على الوضع الديمغرافي الذي غيره بالقوة من خلال التطهير العرقي وخلق ظروف معيشية غير محتملة لمواطني جورجيا العائدين إلى منطقة غالي.",1
"2814","وعلى عكس الشائعات الدائرة، فلا يوجد دليل على أن ضباط الشرطة، بمن فيهم الذين أمدتهم قوات الدفاع بالسلاح والملابس الرسمية شاركوا في إطلاق النيران.",1
"2815","وأتوقع ألا يبدأ قضاة الدائرة الابتدائية ودائرة الاستئناف مهامهم القضائية الرسمية إلا في مرحلة لاحقة.",0
"2816","وفي الوقت نفسه، فإن مسألة كفالة امتثال تدابير مكافحة الإرهاب لالتزامات حقوق الإنسان ما زالت موضوعا رئيسيا للنقاش في هذه المنطقة دون الإقليمية.",0
"2817","وقد خلصت الدراسة الى اﻻستنتاجات التالية:",0
"2818","وقد قوض ذلك الجهود الدولية الرامية إلى تيسير إعادة إحﻻل السلم في أفغانستان.",1
"2819","٢- تعويض الموظفين الدبلوماسيين عن خسارة الممتلكات الشخصية",0
"2820","وقد تردد أن أحد أفراد القوات الموازية، الذي كان يرتدي تي شيرت أبيض وبصحبته ثلاثة من ضباط الشرطة، قد أطلق النيران على المتظاهرين في أثناء فرارهم.",1
"2821","الاحتياطيات وأرصدة الصناديق في أول الفترة",0
