"","en_es_TRANSFORMERS","VerConf"
"1379","Nos preocupa profundamente que los procesos especiales establecidos con este fin parezcan haber fracasado.",1
"1380","En otras palabras, la Comisión Nacional era plenamente consciente de las graves denuncias de los crímenes cometidos en Darfur.",1
"1381","La Organización de Cooperación Islámica pide que se ponga fin a la ocupación militar israelí del territorio palestino, incluida Jerusalén oriental, y a las acciones ilegales de la Potencia ocupante que se han cobrado la vida de miles de civiles, han infligido destrucción masiva y han exacerbado las dificultades socioeconómicas y humanitarias del pueblo palestino en violación del derecho internacional, incluido el derecho humanitario y las normas de derechos humanos.",1
"1382","En él se pide la adhesión al derecho internacional y el cumplimiento por las partes de sus obligaciones y de la hoja de ruta a fin de lograr la visión de dos Estados que vivan uno junto al otro en paz y seguridad.",1
"1383","Insto en particular a la parte abjasia a que cumpla sus compromisos anteriores y permita la apertura de una suboficina de derechos humanos en Gali, permita la enseñanza de los jóvenes locales en su idioma georgiano nativo y acepte el despliegue de oficiales de policía de la UNOMIG en el distrito de Gali.",0
"1384","El Consejo de Seguridad recuerda todas sus resoluciones y declaraciones sobre la lucha contra el terrorismo, reitera su enérgica condena del terrorismo en todas sus formas y manifestaciones, independientemente de quien lo cometa, dondequiera y con cualquier propósito, y expresa su determinación de combatir por todos los medios el terrorismo en todas sus formas y manifestaciones de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluidos los derechos humanos, el derecho de los refugiados y el derecho humanitario aplicables.",1
"1385","(Azerbaiyán, China, Federación de Rusia y Pakistán).",0
"1386","En esta sección se examinará brevemente a los diversos grupos que participan activamente en el conflicto armado de Darfur.",0
"1387","El Consejo debería integrar profundamente las nuevas buenas prácticas con respecto a la lucha contra el extremismo violento en su respuesta a la amenaza de los combatientes terroristas extranjeros y alentar a que se destinen recursos a esos esfuerzos.",0
"1388","Israel está obligado, en virtud del derecho internacional y como Potencia ocupante, a proteger a los civiles palestinos, especialmente a los niños, y a salvaguardar los bienes civiles.",1
"1389","También aprovecho esta oportunidad para subrayar mis preocupaciones con respecto a los desafíos en el contexto de las elecciones federales y gubernatoriales que se celebrarán en Nigeria en febrero de 2015, y los graves riesgos de violencia que podrían producirse debido a los ataques de Boko Haram o a la impugnación de los resultados de las elecciones.",1
"1390","El Gobierno de Australia, que actualmente preside el Acuerdo de Wassenaar, ha introducido una iniciativa de reducción de amenazas sobre el uso de estos sistemas en el Foro Regional de la Asociación de Naciones del Asia Sudoriental (ASEAN).",0
"1391","El terrorismo representa sin duda una de las amenazas más graves a la paz y la seguridad internacionales y sigue siendo un motivo importante de preocupación no sólo para los Estados africanos, sino también para la comunidad internacional en su conjunto.",1
"1392","15. Recientemente Al-Qaida en el Iraq (AQI) (QE.J.115.04) cambió su nombre por el de Estado Islámico del Iraq y Levante (EIIL) a fin de legitimar sus operaciones en la República Árabe Siria y separarse de la marca Al-Qaida.",1
"1393","La difícil situación y el sufrimiento constantes del pueblo palestino siguen siendo una expresión trágica de las consecuencias de la no aplicación de las resoluciones y de la no aplicación de las decisiones del Consejo de Seguridad.",1
"1394","El arsenal del AQIM puede ahora incluir armas antiaéreas sofisticadas originarias de Libia, aunque es poco probable que sean operativas.",1
"1395","La entrega de la fase I casi ha concluido.",0
"1396","Sin embargo, nos preocupa que hasta la fecha la adopción de decisiones clave se haya visto socavada por la falta de consenso político.",1
"1397","11. Decide seguir ocupándose de la cuestión.",0
"1398","El Comité también espera con interés la elaboración de un plan de aplicación para lograr cualquiera de los objetivos establecidos en el plan de acción de Almaty que aún no se hayan cumplido, así como el cumplimiento de los compromisos contenidos de manera permanente en los documentos finales acordados en las tres reuniones especiales anteriores, incluidas las medidas para mejorar la corriente de información con las organizaciones internacionales, regionales y subregionales y entre ellas.",0
"1399","Este grupo sigue siendo uno de los grupos armados extremistas más capaces del Iraq.",1
"1400","Sin embargo, a menudo no hay una detección y prevención eficaces en la frontera debido a la aplicación insuficiente de indicadores de riesgo y criterios de selección; a la falta de intercambio de información y de cooperación entre los funcionarios de aduanas, los servicios encargados de hacer cumplir la ley y de inmigración y las dependencias de inteligencia financiera; y a la falta de recursos humanos y materiales especializados.",1
"1401","Condenamos todos los actos de terrorismo perpetrados en el Afganistán, especialmente el más reciente que tuvo lugar en la Embajada de la India en Kabul, y expresamos nuestras condolencias a los Gobiernos y pueblos de los países afectados y a las familias y familiares de las víctimas.",1
"1402","De hecho, la tragedia abjasia ha tenido un ""efecto boomerang"".",0
"1403","Todos los lugares están situados en barrios predominantemente cristianos.",0
"1404","Exhorta a todos los Estados a que adopten medidas urgentes para aplicar plenamente la resolución 1373 (2001) y a que se ayuden mutuamente a hacerlo, y subraya la obligación de los Estados de denegar apoyo financiero y todas las demás formas de apoyo y refugio a los terroristas y a los que prestan apoyo al terrorismo,",1
"1405","Los mecanismos de derechos humanos de las Naciones Unidas han expresado su preocupación, por ejemplo, por las medidas adoptadas por algunos Estados para limitar y, en algunos casos, penalizar las actividades de determinados grupos religiosos o de sus miembros.",1
"1406","El Consejo de Seguridad subraya la urgencia de disolver y desarmar a todos los grupos armados ilegales.",0
"1407","Expresando su preocupación por la persistencia de los informes, incluidos los comunicados por el Secretario General en [el informe pertinente], sobre los abusos de los derechos humanos y las violaciones del derecho internacional humanitario, en particular contra las mujeres y los niños, y los informes sobre el aumento de los incidentes de violencia sexual, en particular los atribuidos a hombres armados, destacando la importancia de investigar esas presuntas violaciones y abusos... cometidos por todas las partes, independientemente de su condición o afiliación política, reafirmando que los responsables de esas violaciones deben rendir cuentas y comparecer ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de los detenidos..., instando al Gobierno a que intensifique y acelere sus esfuerzos por combatir la impunidad,",1
"1408","148. La comunidad internacional es cada vez más consciente de los problemas que plantea el uso de Internet por terroristas y se han iniciado debates sobre posibles medidas para hacerles frente.",0
"1409","Los palestinos deben poner fin a la incitación pública a la violencia y hacer todo lo posible por impedir que los militantes ataquen a Israel y, de ese modo, provoquen su respuesta.",1
"1410","Esto incluye evitar el uso de términos que parecen aceptar las afirmaciones de justificación religiosa de Al-Qaida; el Equipo sigue argumentando que el uso de términos religiosos por parte de comentaristas y políticos no musulmanes al describir a Al-Qaida, por conveniente, común o bien intencionado, hace más difícil socavar su mensaje y aislarlo de su comunidad objetivo.",1
"1411","Por lo general, estos gastos se consideran parte de los gastos generales y pueden tratarse en el precio de diversas maneras.",0
"1412","Una sección de la Sala de Primera Instancia II se ocupa de las cuestiones preliminares en la causa Gaspard Kanyarugika.",0
"1413","Los talibanes del Pakistán Tehrik-e (TTP) (QE.T.132.11), Lashkar-e-Tayyiba y Harakat ul-Mujahidin (QE.H.8.01) siguen desempeñando un papel importante en la insurgencia en el Afganistán.",0
"1414","El Consejo de Seguridad reconoce además que las organizaciones regionales y subregionales están en condiciones de comprender las causas profundas de muchos conflictos y otros problemas de seguridad cercanos a sus países e influir en su prevención o resolución, debido a su conocimiento de la región.",0
"1415","Por último, se necesita con urgencia un liderazgo afgano para luchar contra los estupefacientes.",1
"1416","En Centroamérica y el Caribe, el Proceso de Diálogo de San José ejecuta programas de integración y prevención del terrorismo y la incitación.",0
"1417","s) La prohibición de los castigos colectivos;",0
"1418","Reiterando la obligación de los Estados Miembros de impedir la circulación de terroristas o grupos terroristas, de conformidad con el derecho internacional aplicable, entre otras cosas mediante controles fronterizos eficaces,",1
"1419","La Federación de Rusia manifiesta su profundo pesar y preocupación por la información sobre la violencia que se está produciendo en Darfur.",1
"1420","Las autoridades francesas están sumamente preocupadas por el continuo deterioro de la situación en la parte septentrional de la Franja de Gaza durante la semana pasada.",1
"1421","Además, muchas instituciones financieras se quejan de que se les ha proporcionado poca o ninguna información sobre qué buscar como posibles indicadores de las transacciones de financiación del terrorismo.",1
"1422","El Gobierno de Jordania subraya la necesidad de que el Gobierno de Israel ponga fin plena e inmediatamente a sus actos de violencia y destrucción en la Franja de Gaza y en todo el territorio palestino ocupado, ponga fin a su política de destrucción deliberada de la infraestructura y los hogares palestinos y ponga fin de inmediato a sus actos de matanza extrajudicial, la imposición de castigos colectivos y otras prácticas contra el pueblo palestino.",1
"1423","La secretaría también mantuvo y actualizó periódicamente la lista de Estados que se han puesto en contacto con el Comité de conformidad con la resolución.",0
"1424","Al mismo tiempo, es imperativo que todas las partes interesadas somalíes, especialmente las instituciones federales de transición, cumplan sus promesas de resolver los enormes desafíos políticos, económicos y de seguridad que tienen ante sí.",1
"1425","Que se celebrará el jueves 4 de marzo de 2010, a las 10.00 horas",0
"1426","En general, con su atención centrada en Belgrado, los grupos políticos serbios de Kosovo no han formulado una política clara sobre una serie de cuestiones críticas, incluida la futura participación de los serbios de Kosovo en la Estructura Administrativa Provisional Mixta.",1
"1427","El presente informe abarca el período comprendido entre el 1 de julio y el 31 de diciembre de 2014, ofrece un panorama general de la evolución y las tendencias en el África occidental y esboza las actividades emprendidas por la UNOWA en las esferas de los buenos oficios, el aumento de la capacidad subregional para hacer frente a las amenazas transfronterizas e intersectoriales a la paz y la seguridad, y la promoción de la buena gobernanza, el respeto del estado de derecho, los derechos humanos y la incorporación de la perspectiva de género.",0
"1428","Desde entonces, se han producido dos acontecimientos importantes: el traslado, el 31 de octubre de 2009, de los ocho presos condenados hasta la fecha por el Tribunal a Rwanda, donde cumplirán sus condenas, y el traslado, el 16 de noviembre de 2009, de los centros de detención del Tribunal al Gobierno de Sierra Leona.",0
"1429","La Comisión determinó que, si bien todas las partes involucradas en el conflicto habían cometido crímenes contra la población civil, el Gobierno del Sudán y los Janjaweed eran responsables de la inmensa mayoría de los asesinatos de civiles cometidos durante el conflicto de Darfur.",1
"1430","La protección de los civiles es una obligación que desde hace mucho tiempo se ignora en Somalia.",1
"1431","E. Alineación de los recursos con las prioridades",0
"1432","Preocupados por las actividades armadas y el bandidaje en [los países afectados] que amenazan la seguridad de la población civil, la realización de operaciones humanitarias en esas zonas y la estabilidad de esos países, y que dan lugar a graves violaciones de los derechos humanos y del derecho internacional humanitario.",1
"1433","F. Metodología D1 (monetaria) 123 - 135 31",0
"1434","Instamos a Israel a que adopte nuevas medidas para eliminar los puestos de avanzada de los colonos de conformidad con la hoja de ruta y hacer frente a la creciente amenaza del extremismo de los colonos.",1
"1435","Este Consejo no debe permitir que esa estrategia sea recompensada abordando la respuesta al terrorismo en lugar del propio terrorismo, sino que debe ser rechazada y no apaciguada.",1
"1436","b) Construcción de desvíos (6.333.339 riyals)",0
"1437","Israel también debe abstenerse de adoptar medidas unilaterales en Jerusalén que alteren el statu quo o socaven la confianza.",1
"1438","El Gobierno de Haití y las organizaciones humanitarias internacionales deben redoblar sus esfuerzos en actividades preventivas, como el suministro de saneamiento y agua potable.",1
"1439","RESUMEN DE LAS RECOMENDACIONES 779 127",0
"1440",":: ¿Son aplicables las disposiciones pertinentes del Código Penal de Indonesia en todas las circunstancias siguientes:",0
"1441","La oradora anuncia que el Secretario General ha recibido la solicitud de admisión de Timor Oriental como Miembro de las Naciones Unidas y espera con interés su examen por el Consejo.",0
"1442","También reiteraron su grave preocupación por los problemas del terrorismo, la piratería, la toma de rehenes y la grave situación humanitaria, y en ese contexto subrayaron la necesidad de que se aplicaran rápidamente todas las resoluciones pertinentes del Consejo de Seguridad, incluidas las instituciones federales de transición, según procediera.",1
"1443","169. La explosión que mató al Sr. Hariri y a otras 22 personas tuvo lugar sobre el terreno.",0
"1444","La Comisión considera que el desplazamiento forzoso de la población civil fue sistemático y generalizado y que esa acción constituye un crimen de lesa humanidad.",0
"1445","151. Otros, como el Grupo de Trabajo, si bien reconocen las ventajas de esas medidas para la aplicación de la ley, consideran que la introducción de una reglamentación obligatoria podría violar los derechos humanos básicos.",1
"1446","El 30 de agosto de 2010, el SPLA estableció una Dependencia de Protección de la Infancia en Bilpham, Estado de Ecuatoria Central, en apoyo de la aplicación del plan de acción de las Naciones Unidas y el SPLA.",0
"1447","Reiterando la necesidad de velar por que el actual régimen de sanciones contribuya eficazmente a los esfuerzos en curso por combatir la insurgencia y apoye la labor del Gobierno del Afganistán para promover la reconciliación a fin de lograr la paz, la estabilidad y la seguridad en el Afganistán,",1
"1448","El General Moges concluyó su presentación advirtiendo que, con la llegada de la estación seca, el riesgo de que se reanudaran las hostilidades había aumentado, y por esa razón la UNISFA había aumentado sus patrullas, pero subrayó que sin diálogo no sería posible evitar que la situación se deteriorara en algún momento.",1
"1449","""El Consejo toma nota con preocupación de los desafíos en el ámbito del desarrollo social y económico, ya que ha habido un marcado deterioro en el nivel de vida de la gran mayoría de los haitianos.",1
"1450","Consideramos inaceptable cualquier desviación de ese principio para que la frágil situación de la provincia no se convierta en una desestabilización generalizada.",1
"1451","Hecho en Addis Abeba, a los 27 días de septiembre de 2012",0
"1452","Que se celebrará el jueves 19 de abril de 2012, a las 10.45 horas",0
"1453","Los ítems eran de alto valor o de una naturaleza inusual (""Items de Valuación"").",0
"1454","Había abandonado Liberia y residido en varios lugares, entre ellos Ghana, desde mediados de 2001.",0
"1455","107. El 24 de julio de 2005 se violó este acuerdo porque las FACI prepararon su Mi-24P para operaciones militares en respuesta a un presunto ataque contra Anyama.",1
"1456","El informe se presentó al Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas el 31 de marzo de 2008, de conformidad con la resolución 1735 (2006) del Consejo de Seguridad, y está siendo examinado por el Comité.",0
"1457","S/RES/1973 (2011), párr. 13",0
"1458","9. Falsificación de moneda u otros medios de pago, bonos del Estado, documentos valiosos o documentos o instrumentos oficiales;",0
"1459","Así pues, la comunidad internacional debe adoptar las medidas necesarias para impedir que Israel persista en la deplorable y destructiva política que ha iniciado en Gaza, y debe subrayar su rechazo de todas esas prácticas israelíes, que constituyen una violación del derecho internacional y del derecho internacional humanitario.",1
"1460","Reafirmando que no debe permitirse que los actos de terrorismo perturben la transición política y económica del Iraq, y reafirmando además las obligaciones que incumben a los Estados Miembros en virtud de la resolución 1618 (2005), de 4 de agosto de 2005, y otras resoluciones y convenciones internacionales pertinentes con respecto, entre otras cosas, a las actividades terroristas dentro y fuera del Iraq o contra sus ciudadanos,",1
"1461","Eliminación del tratamiento de desorción térmica a alta temperatura del material excavado; y",0
"1462","Informe del Secretario General sobre la situación en la República Centroafricana (S/2014/857)",0
"1463","Reafirmando que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad internacionales y que todos los actos de terrorismo son criminales e injustificables, independientemente de sus motivaciones, cuandoquiera y por quienquiera que sean cometidos,",1
"1464","En la actualidad, el régimen de sanciones no está dirigido a la capacidad de mando, control, comunicaciones e información de los grupos incluidos en la Lista.",0
"1465","20. La emisora rusa en español, 1o de enero.",0
"1466","Ha aumentado el número de redadas contra las fuerzas de seguridad nacionales e internacionales, el personal de las instituciones públicas y el personal humanitario, y se han producido más ataques contra los colegios electorales y más amenazas contra los equipos de inscripción de votantes.",1
"1467","Lamentablemente, este patrón no es nuevo.",0
"1468","La reciente promulgación por el Consejo de Ulemas de un decreto religioso en el que se condenan los estupefacientes y otras actividades conexas puede contribuir a desalentar el cultivo de adormidera.",1
"1469","e) Presente al Comité un programa de trabajo amplio para su examen y aprobación, según sea necesario, en el que el Equipo de Vigilancia detalle las actividades previstas para cumplir sus responsabilidades, incluidos los viajes propuestos, sobre la base de una estrecha coordinación con la Dirección Ejecutiva del Comité contra el Terrorismo y el grupo de expertos del Comité 1540 a fin de evitar duplicaciones y reforzar las sinergias;",0
"1470","El cierre y el traspaso de los campamentos en sus zonas de operaciones han comenzado en serio.",0
"1471","Lamentablemente, esas advertencias no fueron escuchadas.",1
"1472","38. Debido a la estación de lluvias, las actividades relativas a las minas se suspendieron en gran medida hasta finales de septiembre, cuando comenzó la aplicación de la estrategia de educación sobre el riesgo de las minas, proyecto financiado por la Agencia Australiana para el Desarrollo Internacional (AusAID).",0
"1473","En consultas del plenario, los miembros del Consejo expresaron preocupación por el continuo deterioro de la situación humanitaria y condenaron las violaciones del derecho internacional humanitario cometidas por todas las partes en el conflicto sirio.",1
"1474","Sin embargo, creemos que una retirada brusca sería contraproducente y crearía un vacío sin precedentes, sobre todo teniendo en cuenta que aún no se han establecido del todo las condiciones propicias para la inversión en gran escala y el desarrollo sostenible.",1
"1475","Sin embargo, el Consejo de Seguridad condena enérgicamente la continuación del reclutamiento y la utilización de niños en los conflictos armados en violación del derecho internacional aplicable, el asesinato y la mutilación de niños, la violación y otros actos de violencia sexual, los secuestros, la denegación del acceso humanitario a los niños y los ataques contra escuelas y hospitales por las partes en los conflictos armados.",1
"1476","Por ejemplo, la Comisión determinó que las mujeres que iban al mercado o buscaban agua en Tarne (Darfur septentrional) habían sido secuestradas, detenidas durante dos o tres días y violadas por miembros del ejército hacia marzo de 2003.",0
"1477","El Consejo exige que se ponga fin de inmediato a todos los ataques del Ejército de Resistencia del Señor e insta al Ejército de Resistencia del Señor a que ponga en libertad a todos los secuestrados, desarmados y desmovilizados.",1
"1478","El 7 de diciembre, el Consejo escuchó exposiciones informativas del Presidente del Tribunal Internacional para la ex Yugoslavia, Theodor Meron, y del Presidente del Tribunal Penal Internacional para Rwanda, Khalida Rachid Khan, quienes destacaron las contribuciones de esos tribunales al derecho penal internacional, pero advirtieron de que la escasez de recursos, la falta de cooperación de los Estados en esferas críticas y los problemas de dotación de personal seguían amenazando la conclusión satisfactoria de su labor.",1
"1479",":: Nórdica Air Charter. Esta empresa está registrada en Sudáfrica como Metro-D (Pty) y opera como Nórdica Air Charter.",0
"1480","Al mismo tiempo, los otros elementos cruciales de este proceso de creación de instituciones son el fortalecimiento del estado de derecho mediante el aumento de la eficiencia, la imparcialidad y el funcionamiento general del sistema judicial, y el fortalecimiento de las instituciones encargadas de hacer cumplir la ley a fin de poner coto a la delincuencia organizada y la violencia étnica y llevar a todos los delincuentes ante la justicia.",1
"1481","Hecho en Kigali, el 26 de abril de 2002",0
"1482","Los Estados Miembros han señalado que los sitios que promueven el terrorismo en un país están casi invariablemente situados en otro.",1
"1483","3. La situación en Chipre (27 de diciembre de 1963; 14 de diciembre de 2010).",0
"1484","A cambio, las autoridades de Belgrado tienen que poner fin a su táctica de obstrucción, que impide a los serbios de Kosovo participar en las instituciones públicas de Kosovo. La ""política de presidencia vacante"" conlleva grandes riesgos de que la historia de Kosovo se escriba sin los serbios de Kosovo.",1
"1485","La República Popular Democrática de Corea rechaza categóricamente la resolución relativa a los derechos humanos contra la República Popular Democrática de Corea, fabricada sobre la base de conspiraciones, mentiras y desinformación y forzada por los Estados Unidos y otros países hostiles de manera prepotente y arbitraria.",1
"1486","A pesar de la derrota militar del M23, los grupos armados congoleños y extranjeros, incluidas las Fuerzas Democráticas Aliadas (ADF), las Fuerzas Democráticas para la Liberación de Rwanda (FDLR) y los numerosos grupos mayi-mayi, siguen constituyendo una amenaza para la población civil y la estabilidad y el desarrollo generales de la región oriental de la República Democrática del Congo y los Grandes Lagos.",1
"1487","[Respalda la responsabilidad de todas las partes y grupos armados en [el país afectado] de adoptar medidas apropiadas para proteger a la población civil del país, de conformidad con el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, en particular evitando todo uso indiscriminado o excesivo de la fuerza en zonas pobladas.",1
"1488","Ellos emprenden todas estas acciones, y luego piden protección y garantías y las utilizan como cortina de humo para perseguir su extorsión y obtener más concesiones de nosotros.",1
"1489","A fin de garantizar la rendición de cuentas por los delitos cometidos en los últimos acontecimientos, es fundamental que las investigaciones, los enjuiciamientos y los juicios se lleven a cabo de manera imparcial y estén libres de toda injerencia política.",0
"1490","También informó de que la Fuerza de las Naciones Unidas de Observación de la Separación (FNUOS) seguía observando intensos enfrentamientos entre las fuerzas armadas sirias y miembros armados de la oposición, así como ataques aéreos de las fuerzas armadas sirias, dentro de la zona de separación y zona de limitación.",0
"1491","Los siguientes términos tendrán el significado que se indica respectivamente a continuación de cada término, a menos que el contexto dicte otra cosa:",0
"1492","Reafirma su condena inequívoca de todos los actos, métodos y prácticas de terrorismo por considerarlos criminales e injustificables, independientemente de su motivación, en todas sus formas y manifestaciones, dondequiera y por quienquiera que sean cometidos,",1
"1493","Cargos: 2 Ministros, 1 Prefecto, 3 Bourgmestres, 2 Consejeros, 6 Militares, 1 Medios de comunicación, 1 Clero, 1 Otros.",0
"1494","Los argumentos de la parte armenia son particularmente sorprendentes, ya que se formulan en el Consejo de Seguridad, que en 1993 aprobó una serie de cuatro resoluciones en las que condenaba el uso de la fuerza contra Azerbaiyán y la ocupación de sus territorios y exigía la retirada inmediata, plena e incondicional de las fuerzas de ocupación armenias de todos los territorios ocupados de Azerbaiyán (resoluciones 822 (1993), 853 (1993), 874 (1993) y 884 (1993)).",1
"1495","En ese contexto, seguimos preocupados por los más vulnerables de Timor-Leste: los pobres y los desplazados.",1
"1496","Se espera que comience a suministrar electricidad en diciembre de 2015.",0
"1497","118. El terrorismo es un factor determinante en un número cada vez mayor de situaciones de conflicto, especialmente en la región del Sahel y el Magreb.",1
"1498","El Consejo subraya que todos los responsables de violaciones del derecho internacional, incluidos el derecho humanitario y el derecho de los derechos humanos, así como los que ordenaron esos actos, rendirán cuentas.",1
"1499","También acordamos que las partes deberían restablecer un diálogo genuino y muy necesario y proceder, sin demora, al desmantelamiento de las milicias, el desarme, la desmovilización y la reintegración de los combatientes y la organización de elecciones libres, limpias y dignas de crédito.",0
"1500","Nos preocupa especialmente la proliferación incontrolada de armas en Libia y más allá de sus fronteras como resultado del conflicto.",1
"1501","Acogiendo con beneplácito el informe del Secretario General S/2012/678, de 31 de agosto de 2012,",0
"1502","A pesar de la gran cantidad de pruebas que lo respaldan, en ningún momento el Gobierno de los Estados Unidos ha manifestado su intención de enjuiciar a Luis Posada Carriles por sus actividades terroristas.",1
"1503","Que se celebrará el jueves 26 de febrero de 2009, a las 10.00 horas",0
"1504","Es preciso intensificar la vigilancia y la identificación de las violaciones del embargo de armas y aplicar sanciones selectivas cuando sea necesario, a fin de reducir los posibles efectos devastadores de esa dinámica en el contexto somalí.",1
"1505","""Habitación, pensión, lavandería, teléfono del 1 de agosto al 21 de noviembre de 1990""",0
"1506","A ese respecto, otro participante, señalando el aumento de los costos de las operaciones de mantenimiento de la paz, lamentó la falta de conocimientos militares del Consejo.",1
"1507","Los recursos naturales del África meridional, la delincuencia transfronteriza y la disponibilidad de armas pequeñas en el contexto de conflictos pasados hacen que la subregión sea potencialmente vulnerable a los blanqueadores de dinero, los delincuentes internacionales, los traficantes de drogas y los grupos terroristas.",0
"1508","El Consejo de Seguridad considera que las sanciones son un instrumento importante en la lucha contra el terrorismo y subraya la importancia de que se apliquen pronta y eficazmente las resoluciones pertinentes, en particular las resoluciones 1267 (1999) y 1989 (2011) del Consejo de Seguridad, como instrumento fundamental en la lucha contra el terrorismo.",1
"1509","Los Estados de la subregión no han indicado los procedimientos o mecanismos utilizados para prevenir y reprimir el movimiento de terroristas a través de las fronteras.",0
"1510","38. En el marco del sistema electoral de distrito, los 12 distritos administrativos y los 2 distritos electorales del país actuarán como circunscripciones electorales.",0
"1511","El Consejo de Seguridad, además, condena el terrorismo en todas sus formas y manifestaciones, sin embargo, y por quienquiera que lo cometa.",1
"1512","Encomiando los progresos realizados hasta la fecha por el Comité contra el Terrorismo establecido por el Consejo de Seguridad en virtud del párrafo 6 de la resolución 1373 (2001), actuando en virtud del Capítulo VII de la Carta, en el cumplimiento de su importante responsabilidad de supervisar la aplicación de esa resolución,",1
"1513","B. Muerte y mutilación de niños",0
"1514","Todos los demás bienes de defensa se registrarán en otros niveles de gobierno, según el tipo de propiedad y el lugar en que se encuentren.",0
"1515","No obstante, dado que en varios casos las células de Al-Qaida no detectadas anteriormente han utilizado esos explosivos con efectos devastadores, varios Estados han adoptado métodos para limitar el acceso a precursores críticos.",0
"1516","Esos temores se hicieron realidad tras una operación de las FARDC a finales de septiembre.",0
"1517","El grupo separatista de parlamentarios ha rechazado el proceso de Garowe y ha aprobado una moción para adelantar las elecciones presidenciales de julio a 30 de abril de este año.",1
"1518","El Subsecretario General de Asuntos Políticos informó del aumento de los ataques del Ejército de Resistencia del Señor en 2011 y destacó las graves consecuencias para los civiles y la situación humanitaria.",0
"1519","Durante el período que abarca el informe, el Gobierno no adoptó ninguna medida contra esos agentes de la policía nacional no certificados.",1
"1520","Un capo pirata somalí, Mohamed Abdi Hassan, conocido como ""Afweyne"", fue arrestado en octubre de 2013 en Bruselas. Otro líder pirata, Mohamed Garfanji, fue arrestado en agosto de 2014 en Mogadiscio por poseer armas ilegales y por otros cargos relacionados con la piratería.",0
"1521","El Ministro del Interior Lobato llegó a la sede con una chaqueta antibalas y en un estado muy agitado, gritando ""matarlos a todos"".",1
"1522","Los desafíos que enfrenta el país exigen que los dirigentes haitianos forjen un vínculo común.",1
"1523","62. La cuestión de India-Pakistán (6 de enero de 1948; 5 de noviembre de 1965).",0
"1524","96. La Comisión observó que la Ley de las fuerzas de seguridad nacional, modificada en 2001, otorgaba a las fuerzas de seguridad amplias facultades, entre ellas la de detener sin cargos ni acceso a un juez por un período de hasta nueve meses.",1
"1525","j) La detención injusta, el trato abusivo en las cárceles eritreas y el trato inhumano y las malas condiciones de alimentación y alojamiento en los campamentos de detención;",0
"1526","El ombudsman estaría facultado para examinar esas peticiones, así como otros casos planteados por iniciativa propia, y formular una recomendación para la adopción de medidas al Comité.",0
"1527","También han sido inventariados y el inventario existe.",0
"1528","También es imprudente e inapropiado permitir que Eritrea piense que su intento de chantajear al Consejo de Seguridad manteniendo al personal de la MINUEE como rehén funcionaría.",0
"1529","40. En el último mes y medio, las autoridades haitianas hicieron algunos intentos preliminares para abordar cuestiones relacionadas con la administración de justicia y la detención.",1
"1530","El Consejo de Seguridad observa con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de los Estados y socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha vuelto más difusa, con el aumento, en diversas regiones del mundo, de los actos terroristas, incluidos los motivados por la intolerancia y el extremismo, y reafirma su determinación de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluidos los derechos humanos, el derecho internacional de los refugiados y el derecho humanitario aplicables, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.",1
"1531","Es fundamental que los casos de violencia doméstica y agresión sexual se enjuicien oficialmente de conformidad con el nuevo Código Penal.",1
"1532","Aunque es la primera vez que el sistema de las Naciones Unidas ha emprendido una labor de planificación de tanta amplitud y complejidad, que abarca prácticamente todas las principales esferas de acción en la esfera de la mujer y la paz y la seguridad, el plan de acción a nivel de todo el sistema proporciona abundante información sobre las actividades que lleva a cabo el sistema de las Naciones Unidas para las mujeres en las zonas de conflicto y posteriores a conflictos.",0
"1533","Instamos a Israel a que ponga fin a sus incursiones militares en Gaza.",1
"1534","Establecimiento de sistemas de apoyo a la violencia de género.",0
"1535","Que la solicitud del Gobierno de Kuwait relativa a la reclamación por bienes inmuebles en relación con un detenido fallecido no se acepte porque esta cuestión constituye de hecho una solicitud de presentación tardía de la parte de los bienes inmuebles de la reclamación fuera del plazo de presentación para su aceptación, y que se pida a la secretaría que informe al respecto al Gobierno de Kuwait.",1
"1536","Los esfuerzos en esas esferas, complementados por las actividades de los grupos de trabajo establecidos para aplicar los acuerdos concertados entre los Presidentes de la Federación de Rusia y Georgia en Sochi en marzo de 2003 (véase S/2003/412, párr. 5), tienen por objeto abordar las preocupaciones apremiantes de las partes y, de esta manera, promover la confianza entre ellas con el objetivo último de entablar negociaciones sobre una solución política general del conflicto, utilizando como punto de partida el documento titulado ""Principios básicos para la distribución de competencias entre Tbilisi y Sujumi"" y su carta de envío (véase S/2002/88, párr. 3).",0
