"es_en_GOOGLE"	"MatConf"
"Mr. Serry described as alarming the disparity between the progress made towards the creation of a Palestinian State and the persistent and deep stagnation on the political path."	0
"The writer had previously published 18 works."	0
"Steps are being taken to strengthen the role of the United Nations Country Support Team, including the hiring of a new head of the Resident Coordinator&#39;s Office and identifying additional staff needed."	0
"Mr. Simon Dilloway (United Kingdom of Great Britain and Northern Ireland) (finance expert)"	0
"b) A person whose business activity focuses on trading in precious metals; issue, sell or pay traveler&#39;s checks, money orders or similar instruments; or collect, hold and deliver cash as part of a business providing payroll services;"	0
"The military fired mortar shells at unarmed civilians."	1
"In fact, in most cases the attacks were intentionally directed against the population and civilian objects."	1
"However, the possibility of new material appearing late in the process or even after delisting has always existed."	0
"Hizbullah&#39;s maintenance of a significant complex military capability that is outside the control of the Government of Lebanon effectively creates a climate of intimidation and constitutes a fundamental challenge to the security of Lebanese civilians and the Government&#39;s monopoly on the legitimate use of force."	1
"Czech Television, Jan Moláček and Martin Bujin, January 12, 2012"	0
"We called on our people to enlist in the Popular Defense Forces. &quot;They responded by enlisting and began to follow the orders of the Government as part of the state military apparatus.&quot;"	1
"But if we had given up at that moment, the consequences for all of us would have been much worse than those we suffered during those terrible days of January 1999."	0
"To this end, the Committee reiterates that its objective is to achieve concrete and measurable results."	0
"All delegations agreed that the main threat in the region came from the Jemaah Islamiyah (QE.J.92.02.), the Abu Sayyaf group (QE.A.1.01.) and a newcomer, the Rajah Solaiman movement ( not included in the List), which works closely with the Abu Sayyaf group*."	0
