"ar_en_DEEPL"	"VerConf"
"It calls for adherence to international law and for all parties to implement their commitments and the roadmap in order to realize the vision of two states living side by side in peace and security."	1
"It is time for the international community to take effective measures to protect and enforce the most basic rights of the Palestinian people and break the vicious cycle of violence caused by Israel's continued illegal occupation of Palestinian land."	1
"In that context, we remain concerned about the most vulnerable in Timor-Leste: The poor and homeless."	1
"It is for this reason that my Government did not hesitate for a moment, as soon as the presence of the unwanted Ugandan LRA rebels was confirmed, to give them an ultimatum to leave the national territory immediately."	1
"III. African Union Mission in Somalia"	0
"It outlines the issues that require attention and concludes - with the encouragement of Somali women - that the international community should raise gender equality issues, including with Somali leaders."	1
"The situation in Côte d'Ivoire (December 20, 2002; March 25, 2011)"	0
"On November 16, 2014, the Islamic State executed 17 people in Raqqa's Tabqa market after accusing them of spying and working with regime forces."	0
"8. The situation in the Indo-Pakistan peninsula (see S/10435, S/10462, S/10471 and S/10479)."	0
"(x) To consult with relevant representatives of the private sector, in cooperation, as appropriate, with national authorities, with a view to promoting awareness of and compliance with the travel ban and the arms embargo."	0
"The international community has clearly expressed its strong condemnation of these actions, through the General Assembly, the Human Rights Council and the Friends of Syria group, which has a broad and wide participation."	1
