en_ar_TRANSFORMERS	QuadClass
وفي بيان صحفي أدلى به الرئيس، أعرب أعضاء المجلس عن قلقهم البالغ إزاء الحالة الإنسانية الخطيرة، لأن القتال الذي نشب مؤخرا أدى إلى زيادة انتهاكات حقوق الإنسان وتشريد السكان من جديد.	1
واستهدفت إحدى الغارات الجوية مستشفى كنصفرة، ودمرت بنيته التحتية وآلاته.	1
317 - ولم تجد اللجنة أي معلومات أو أدلة تشير إلى أن الجماعات المتمردة مسؤولة عن التسبب في دمار واسع النطاق.	2
وستكون الأكاديمية مؤسسة هامة لتنفيذ منهاج التدريب الجديد ودعم تنفيذ خريطة الطريق لإعادة بناء قوة الشرطة المدنية.	4
وفي القرار 1820 (2008)، يشجع المجلس الأمين العام على أن يضع، بالتشاور مع المنظمات النسائية والمنظمات التي تقودها المرأة، آليات فعالة لحماية النساء والفتيات في مخيمات اللاجئين والمشردين داخليا وحولها، ولا سيما من العنف الجنسي وغيره من أشكال العنف القائم على نوع الجنس.	4
وأفاد الجيش الملكي المغربي أيضاً بأن جهوده أعاقتها الموارد المحدودة ونقص المعلومات المتعلقة بالمناطق الملوثة بالألغام.	3
ويتعين علينا مرة أخرى أن نعلن أن العنف الذي اندلع في مقاطعة غالي هو نتيجة منطقية لتصاعد حالة الانتهاكات الجسيمة لحقوق السكان المسالمين من جانب النظام الأبخازي، التي تحرض على تهريب الأسلحة والمخدرات.	1
توفير التدريب على التوعية بحقوق الإنسان وحقوق المرأة والطفل لجميع الموظفين الآخرين.	2
وإلى جانب الاجتماعات العادية لمجلس وزراء الداخلية العرب، لا يجري تبادل منتظم ومؤسسي للمعلومات العملية على المستوى دون الإقليمي.	4
يحيط علما بوضع سياسة بذل العناية الواجبة في مراعاة حقوق الإنسان، ويشجع [البعثة] على مواصلة تنفيذها بالكامل، ويطلب إلى الأمين العام أن يدرج التقدم المحرز في تنفيذ السياسة في تقاريره إلى المجلس؛	4
وينبغي للجنة ألا تعمل مع الدول على تحسين تشريعاتها المتعلقة بمكافحة الإرهاب فحسب، بل أن ترصد أيضا تنفيذ تلك التشريعات في ضوء المتطلبات الحالية.	2
وفي أيلول/سبتمبر 2005، وبعد ضغط عام ودولي شديد، حوكم ثلاثة من ضباط الجيش النيبالي عسكريا وحكم عليهم بالسجن لمدة ستة أشهر لعدم اتباعهم الإجراءات السليمة عند التصرف في جثة ماينا سونوار.	1
ومما يثير القلق بوجه خاص نمط سوء السلوك الجسيم المزعوم لضباط الشرطة الوطنية الهايتية، بما في ذلك اشتراكهم المزعوم في الإعدام بإجراءات موجزة لما لا يقل عن تسعة أفراد في 20 آب/أغسطس في مباراة كرة قدم في منطقة مارتيسان في بورت - أو - برانس.	1
”ويكرر مجلس الأمن تأكيد دعمه القوي لاعتماد الجمعية العامة استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/60/288) المؤرخة 8 أيلول/سبتمبر 2006 وإضفاء الطابع المؤسسي على فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، وفقا لقرار الجمعية العامة 64/235، لكفالة التنسيق والاتساق عموما في الجهود التي تبذلها منظومة الأمم المتحدة لمكافحة الإرهاب، والمشاركة الكاملة، في إطار ولاياتها، للهيئات الفرعية ذات الصلة التابعة لمجلس الأمن في أعمال فرقة العمل وأفرقتها العاملة، ويرحب باتخاذ الجمعية العامة القرار 64/297.	4
وتشير المعلومات التي لدينا إلى أن المبعوث الخاص يستكشف بالفعل ترتيبات جديدة من شأنها أن تستوعب عدم امتثال إثيوبيا لأحكام اتفاق الجزائر ورفضها لقرار لجنة الحدود وأن تسكت عن ذلك.	3
59 - تركز النقاط المرجعية التي حددتها السلطات المالية بالاشتراك مع البعثة المتكاملة وفريق الأمم المتحدة القطري على ثلاث مهام ذات أولوية حددها قرار مجلس الأمن 2164 (2014)، وهي الأمن وتحقيق الاستقرار وحماية المدنيين؛ ودعم الحوار السياسي الوطني والمصالحة الوطنية؛ ودعم إعادة بسط سلطة الدولة في جميع أنحاء البلد، وإعادة إعمار قطاع الأمن المالي، وتعزيز وحماية حقوق الإنسان والمعونة الإنسانية.	2
شن الهجوم بشكل رئيسي من قبل الجيش وقام الشعب العربي بالسرقة	1
وإنني أدين بأشد العبارات الاستهداف الشائن للناس الذين يدعمون الشعب الصومالي في جهوده لمكافحة الجريمة المنظمة التي تعوق تنمية بلده.	3
وفي أيلول/سبتمبر 2005، اعتمدت المنظمة الدولية للشرطة الجنائية (الإنتربول)، في دورتها الرابعة والسبعين، القرار AG-2005-RES-05 بشأن التعاون بين الأمم المتحدة والمنظمة الدولية للشرطة الجنائية (الإنتربول)، الذي ينشئ إشعارا خاصا للأفراد المدرجين في القائمة الموحدة يمكن للمنظمة الدولية للشرطة الجنائية أن تصدره بناء على طلب اللجنة، ويخطر الدول بأن بعض الأفراد هم المستهدفون بالجزاءات التي تفرضها الأمم المتحدة.	2
ولا يزال الأفراد والخلايا المرتبطة بتنظيم القاعدة والمنتسبون إليه يبتكرون فيما يتعلق بالأهداف والتكتيكات والتكنولوجيا.	3
وتقتضي اتفاقية حقوق الطفل كذلك من الدول الأطراف أن تتعهد بحماية الطفل من جميع أشكال الاستغلال الجنسي والاعتداء الجنسي.	2
121- واستقر مقاتلو الحركة الشعبية في مختلف المباني العامة.	1
51 - واستحدثت ثلاث دول أطرا قانونية فعالة لكفالة تبادل المساعدة القانونية وتسليم المجرمين، فضلا عن آليات ملائمة، لتبادل المعلومات مع النظراء الدوليين على وجه السرعة وبصورة فعالة.	2
وهي تساعد على زيادة وعي المجتمع الدولي بمسائل مكافحة الإرهاب وتوفر محفلا مفيدا للدول والمنظمات لمناقشة التهديدات الجديدة ومبادرات بناء القدرات للتصدي للتحديات المتصلة بالإرهاب.	4
(س) التعاون الوثيق مع هيئات الأمم المتحدة المعنية بمكافحة الإرهاب في تقديم معلومات عن التدابير التي اتخذتها الدول الأعضاء بشأن الاختطاف وأخذ الرهائن من أجل فدية من جانب تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به، وعن الاتجاهات والتطورات ذات الصلة في هذا المجال؛	2
3 - يقرر أيضا أن تقوم جميع الدول باتخاذ وإنفاذ تدابير فعالة لوضع ضوابط محلية ترمي إلى منع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها، بوسائل منها وضع ضوابط ملائمة على ما يتصل بذلك من مواد، وأن تقوم، تحقيقا لهذه الغاية، بما يلي:	2
حظر الرق وتجارة الرقيق بجميع أشكالهما والعمل القسري غير التعويضي أو التعسفي.	3
وأفاد وكيل الأمين العام كذلك بأن العنف وانتهاكات حقوق الإنسان مستمرة يوميا، بما في ذلك استخدام التعذيب والقتل والاغتصاب والاسترقاق من جانب تنظيم الدولة الإسلامية في العراق والشام، والعقوبات والهجمات على الخدمات المدنية التي تقوم بها جماعات المعارضة، بما في ذلك الجماعات الإرهابية المحددة، والهجمات الجوية، بما فيها البراميل المتفجرة، التي تشنها الحكومة على المناطق المدنية ومخيمات المشردين داخليا والمرافق المدنية.	1
