en_es_GOOGLE	QuadClass
Actualmente no está claro cuándo se podrá alcanzar un acuerdo sobre la reestructuración de la policía que permita el inicio de las negociaciones, pero la Unión Europea está dispuesta a ayudar en futuras negociaciones una vez que se alcance un acuerdo que satisfaga las condiciones de la Comisión Europea.	4
f) Adoptar medidas inmediatas para impedir que agentes de la República Popular Democrática de Corea lleven a cabo nuevos secuestros desde territorio chino; procesar y castigar adecuadamente a los autores de secuestros aprehendidos y exigir la extradición de quienes dieron esas órdenes para que puedan ser juzgados conforme a la ley.	1
Al presentar el informe, el Subsecretario General destacó el riesgo de que, a pesar de la calma reinante en la zona, la situación de seguridad se deteriore, en particular como resultado de la inclusión de Abyei por las autoridades sudanesas como distrito electoral para las elecciones presidenciales. de 2015.	3
Utilizar la presencia de un civil u otra persona protegida para hacer ciertos puntos, áreas o fuerzas militares inmunes a operaciones militares;	1
Con excepción de San Pedro y Abidján, los puertos y la costa carecían de infraestructura para importar cantidades significativas de armas y equipo militar.	2
Cuando se paga un rescate, el sector asegurador, las empresas privadas y las consultoras de riesgos pueden participar en la provisión de fondos o en la facilitación de los pagos. El mercado de seguros contra secuestro y rescate, valorado en 250 millones de dólares en 2006, duplicó su tamaño en 2011.	2
20. Aún no se ha puesto en marcha el programa de servicio cívico previsto, que pretende absorber un número de casos de 20.000 excombatientes y 20.000 jóvenes en situación de riesgo.	2
Esto ha socavado los esfuerzos internacionales para facilitar el restablecimiento de la paz en Afganistán.	1
Un Estado señaló que había ampliado la base sobre la cual las organizaciones terroristas podían incluirse en su Código Penal para incluir a las organizaciones que propugnaban la comisión de un acto terrorista.	1
&quot;Sin embargo, el Consejo de Seguridad condena enérgicamente el continuo reclutamiento y utilización de niños en conflictos armados en violación del derecho internacional aplicable, el asesinato y la mutilación de niños, la violación y otros tipos de violencia sexual, los secuestros, la denegación de acceso humanitario a los niños y los ataques contra escuelas y hospitales por las partes en un conflicto armado.	3
Además, la MINUSTAH está evaluando actualmente la necesidad de contar con aviones de observación especializados para realizar operaciones de vigilancia y patrullaje en las zonas costeras y fronterizas terrestres, generalmente inaccesibles. B. Seguridad electoral	2
Para ello se utilizó una cantidad de nada menos que 1.000 kilogramos de explosivos militares.	1
Los gobiernos desempeñan el papel principal a la hora de asegurar los arsenales militares o prevenir fugas de los canales oficiales de adquisición.	2
:: Destacar las buenas prácticas para abordar los riesgos específicos y responder a las necesidades, capacidades y prioridades de las mujeres y niñas refugiadas, desplazadas internas y apátridas en fuga, durante el desplazamiento y al regresar, incluidas las necesidades particulares de diferentes grupos de mujeres y niñas que están sujetos a formas múltiples e interseccionales de discriminación, en consulta con las organizaciones locales de la sociedad civil y las propias mujeres y niñas	2
El Programa Internacional de Asistencia a la Formación en Investigación Criminal y EC CARDS han acordado proporcionar formación a formadores de la policía local, para que puedan formar tanto a especialistas como a altos directivos.	2
28. El Comité considerará, sobre la base de la propuesta de la Dirección Ejecutiva, una estrategia de comunicación destinada a promover la visibilidad del papel y las actividades del Comité y de la Dirección Ejecutiva en la lucha contra el terrorismo.	4
Además, las medidas que suspendan el Pacto no deben entrañar discriminación por motivos de raza, color, sexo, idioma, religión u origen social.	2
5. Destaca la importancia de la buena gobernanza y la necesidad de luchar contra la corrupción, el blanqueo de dinero y los flujos financieros ilícitos, en particular mediante la aplicación de la Convención de las Naciones Unidas contra la Corrupción y las normas internacionales globales establecidas en el Grupo de Acción Financiera Internacional ( GAFI) revisó las Cuarenta Recomendaciones para Combatir el Lavado de Dinero y el Financiamiento del Terrorismo y la Proliferación, incluyendo la adopción e implementación efectiva de medidas legislativas y regulatorias, para permitir a las autoridades nacionales competentes congelar o incautar, confiscar y administrar activos criminales, con el fin de combatir los delitos ilícitos. actividad financiera, incluida la financiación del terrorismo y el blanqueo de dinero, y alienta a los Estados de la región africana a intensificar su participación en los órganos regionales del estilo del GAFI (FSRB), como el Grupo de Acción Intergubernamental contra el Lavado de Dinero en África Occidental (GIABA). , el Grupo de Lucha contra el Lavado de Dinero de África Oriental y Meridional (ESAAMLG) y el Grupo de Acción Financiera de Oriente Medio y Norte de África para promover la capacidad y la cooperación (MENAFATF);	2
3. El notable nivel de compromiso entre el Comité y otros Estados Miembros durante el examen sugirió que un gran grupo de Estados sigue compartiendo la preocupación del Consejo de Seguridad de que debería haber una respuesta internacional coordinada a la amenaza de Al-Qaida y los talibanes.	2
Si los residentes intentan abandonar la sitiada Ghouta oriental, los francotiradores del régimen sirio los atacan directamente, lo que provoca cada mes la muerte de decenas de civiles.	1
También informó que el mecanismo de verificación había cancelado varias misiones debido a la resistencia presentada por las fuerzas de Sudán del Sur.	1
Además, un equipo móvil visita las comunidades más remotas, especialmente las comunidades minoritarias, que tal vez no tengan fácil acceso a los centros de recursos.	4
Organizaciones internacionales y regionales: Secretaría de la Comunidad del Caribe, Comisión Europea, Servicio Europeo de Acción Exterior, Organización para la Seguridad y la Cooperación en Europa, Organización para la Prohibición de las Armas Químicas, Panel de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1737 (2006), Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, el Comité establecido en virtud de la resolución 1540 (2004) y Grupo de Expertos, Organización Internacional de Policía Criminal, Organización Mundial de Aduanas.	2
&quot;El Consejo de Seguridad reconoce y alienta aún más los esfuerzos de la Liga de los Estados Árabes para contribuir a los esfuerzos colectivos encaminados a resolver pacíficamente los conflictos en el Oriente Medio, así como a promover respuestas internacionales a las transformaciones experimentadas en la región, al tiempo que reafirma su firme compromiso con la soberanía, independencia, unidad e integridad territorial de los países de la región y a los propósitos y principios de la Carta.	4
Estos activos, por un valor de 2.319.386 dólares, elevan el total de activos congelados en los 32 Estados que han informado que han adoptado medidas a cerca de 91 millones de dólares (al tipo de cambio de junio de 2005), excluidos los activos congelados en cinco Estados que no especificaron cantidades.	1
Estos dos elementos son, en primer lugar, el actus reus consistente en matar, causar daños corporales o mentales graves o infligir deliberadamente condiciones de vida que puedan provocar destrucción física, y en segundo lugar, sobre la base de un criterio subjetivo, la existencia de un grupo protegido. ser blanco de los autores de conductas delictivas.	1
23. Aunque la situación de seguridad en el norte ha sido relativamente tranquila, el 31 de agosto un miembro del contingente marroquí de la ONUCI fue brutalmente asesinado en Bouaké.	1
Los primeros indicios apuntan a que la explosión se produjo en la caravana del primer ministro Hariri, pero aún no se conoce el resultado.	1
Cuatro Estados han creado unidades especializadas en la lucha contra el terrorismo y tres han adoptado medidas en esa dirección.	1
A la comisión le preocupa que sigan vigentes cuestiones estructurales, incluidas leyes y políticas que violan el derecho a una alimentación adecuada y a no padecer hambre, lo que podría conducir a la recurrencia de hambrunas masivas.	1
Sin embargo, esto está lejos de ser un ejercicio simple, sobre todo porque las agencias nacionales que tradicionalmente han trabajado en el campo de la lucha contra el terrorismo (como la policía, los servicios de inmigración y aduanas y las agencias de inteligencia) no son necesariamente las agencias responsables de las políticas dirigidas a para contrarrestar el atractivo de las ideologías extremistas y basadas en el odio.	1
Las partes llevarán a cabo un examen más detenido del establecimiento de visitas familiares por tierra en el marco de la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR).	2
Sin embargo, era cada vez más evidente una actitud más constructiva hacia la UNMIK.	4
A finales de 2013, pareció haber un aumento en el número de ejecuciones públicas por motivos políticos.	1
Si bien las medidas contra la piratería siguen resultando eficaces, la comunidad internacional debe seguir apoyando al Gobierno de Somalia en sus esfuerzos por cumplir sus compromisos, como se describe en Visión 2016 y el Pacto de Somalia.	2
Esperaban con interés dar la bienvenida a Timor Oriental a las Naciones Unidas.	4
Todas las casas del pueblo fueron quemadas. Los cuerpos de las víctimas fueron enterrados en fosas comunes cerca del pueblo.	1
Una vez que el Comité haya adoptado el plan revisado, una actividad prioritaria de la Dirección será iniciar la nueva estructura de grupos y unidades y comenzar a trabajar para establecer criterios y armonizar juicios en toda la gama de trabajos de la Dirección.	2
En la mañana del 12 de marzo de 2012, grupos terroristas llevaron a cabo otra masacre horrible en ciertos distritos de la ciudad de Homs, que causó la muerte de unos 45 civiles, sin mencionar las atrocidades que esos grupos han perpetrado en otras partes de Siria.	1
Luego, los edificios restantes fueron destruidos mediante incendios.	1
A través de estas fronteras se desplaza de un lado a otro una población migrante de jóvenes combatientes (guerreros regionales) que ven la guerra principalmente como una oportunidad económica.	1
Reconociendo que la cooperación internacional y todas las medidas que adopten los Estados Miembros para prevenir y combatir el terrorismo deben ajustarse plenamente a la Carta de las Naciones Unidas,	4
10. Destaca la urgente necesidad de implementar plena e inmediatamente esta resolución con respecto a los combatientes terroristas extranjeros, subraya la necesidad particular y urgente de implementar esta resolución con respecto a los combatientes terroristas extranjeros que están asociados con el EIIL, el FAN y otras células afiliadas, grupos disidentes o derivados de Al-Qaida, según los designe el Comité, y expresa su disposición a considerar la posibilidad de designar, en virtud de la resolución 2161 (2014), personas asociadas con Al-Qaida que cometan los actos especificados en el párrafo 6 supra;	2
105. Ningún Estado informó al Comité de ningún intento de violar el embargo de armas, pero el Equipo ha observado varias situaciones en las que la aplicación efectiva del embargo de armas se ve complicada por factores como la presencia de entidades asociadas con Al-Qaida en una situación posterior a la guerra. región de conflicto o en áreas fuera del control gubernamental, por ejemplo en Somalia y Afganistán.	1
22. Si bien continúan en Kivu del Norte las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano y la Defensa Nduma del Congo/Cheka (NDC/Cheka), la MONUSCO sigue desempeñando un papel en las zonas afectadas por el Ejército de Resistencia del Señor (LRA). zonas de la Provincia Oriental.	1
&quot;El Consejo de Seguridad recuerda sus resoluciones y las declaraciones de su Presidente sobre la consolidación de la paz después de los conflictos, en particular S/PRST/2009/23, S/PRST/2010/20, S/PRST/2011/2 y S/PRST/ 2011/4, y reafirma la importancia crítica de la consolidación de la paz como base para la paz y el desarrollo sostenibles después de un conflicto.	4
51. Un posible impedimento para la aplicación de un debido proceso efectivo a través de la Oficina del Defensor del Pueblo es la posibilidad de restricciones de confidencialidad que impidan la divulgación de la identidad del Estado designante al peticionario y a los Estados pertinentes involucrados en el caso.	1
En Kenia, 160 presuntos piratas han sido procesados y 4 siguen siendo juzgados.	1
La primera es que algunos Estados parecen no haber hecho lo suficiente para garantizar la implementación; el segundo radica en las diversas formas en que los Estados interpretan sus obligaciones, y el tercero se relaciona con el alcance del embargo de armas y su relevancia para la metodología en constante evolución de sus objetivos. A. Aplicación del embargo de armas	1
Si bien el acceso a la base de datos está actualmente limitado a los organismos encargados de hacer cumplir la ley, es evidente que su valor va en aumento a medida que más países proporcionan información.	2
La transferencia de competencias en ámbitos tan sensibles no puede funcionar sin una política firme de supervisión, intervención y sanción.	2
Queremos llamar la atención de la comunidad internacional sobre el hecho alarmante de que, al retirarse de la decisión antes mencionada, Rusia ya no se considera obligada a impedir la venta y el suministro a la parte abjasia de todo tipo de armamentos, equipos de defensa y repuestos, municiones, vehículos y equipos blindados (párrafo 3); así como impedir la contratación de sus propios ciudadanos y su enrolamiento en cualquier grupo armado en la zona de conflicto (párrafo 5a).	1
Sin embargo, la responsabilidad de adoptar nuevas medidas también recae en los Estados miembros, proponiendo nombres, señalando problemas o debatiendo nuevas mejoras de los procedimientos.	4
Exhorta a todas las partes interesadas a garantizar que todos los procesos de paz, los acuerdos de paz y los planes de recuperación y reconstrucción posconflicto tengan en cuenta las necesidades especiales de las mujeres y los niños e incluyan medidas específicas para la protección de los civiles, incluidas... (iii) la creación de condiciones propicias para el retorno voluntario, seguro, digno y sostenible de los refugiados y los desplazados internos...	4
El Consejo debería integrar profundamente las buenas prácticas emergentes con respecto a la lucha contra el extremismo violento en su respuesta a la amenaza de los combatientes terroristas extranjeros y alentar la dedicación de recursos a estos esfuerzos.	2
26. La Alianza de Civilizaciones de las Naciones Unidas desarrolló programas en África para prevenir la radicalización. Uno de estos programas se centra en las comunidades nigerianas y está dirigido a hombres, mujeres y líderes comunitarios jóvenes para facilitar el diálogo y la participación entre miembros de diferentes grupos.	2
El componente de policía de la ONUCI también proporciona apoyo técnico y asesoramiento al centro de mando integrado con respecto a la reforma del sector de la seguridad.	2
Esta enmienda, que está en consonancia con el artículo 5 del Convenio del Consejo de Europa para la Prevención del Terrorismo, impondría una pena de 30 años de prisión a los infractores.	1
El Consejo de Seguridad espera con interés las conclusiones y recomendaciones de la misión.	4
Considerar la posibilidad de aplicar medidas específicas y graduales contra las partes en un conflicto armado que sean responsables de obstruir la entrega de asistencia humanitaria en violación del derecho internacional humanitario, incluso participando en ataques contra actores y activos humanitarios.	1
Acogiendo con beneplácito el establecimiento de la Oficina del Ombudsman de conformidad con la resolución 1904 (2009) y la mejora de su mandato en la resolución 1989 (2011), tomando nota de la importante contribución de la Oficina del Ombudsman al brindar mayor equidad y transparencia, recordando la firme decisión del Consejo de Seguridad compromiso de garantizar que la Oficina del Ombudsman pueda seguir desempeñando su función con eficacia, de conformidad con su mandato, y recordando también la Declaración Presidencial del Consejo de Seguridad (S/PRST/2011/5) de 28 de febrero de 2011,	2
Este sector requiere una protección especial contra la financiación del terrorismo, ya que el abuso de organizaciones sin fines de lucro puede crear daños duraderos a las propias organizaciones y puede desalentar las donaciones caritativas en general.	2
Del 14 al 18 de octubre, la UNOWA y la UNOCA participaron en un taller organizado por la Cuenca del Lago Chad en Yaundé para desarrollar una estrategia regional contra el terrorismo, así como para celebrar debates sobre el equipo de tareas conjunto multinacional.	2
16. El 17 de marzo, el G7 publicó un memorando en el que formulaba quejas contra el Presidente de la República y enumeraba los obstáculos y dificultades que debían abordarse para hacer avanzar el proceso de paz.	3
20. En Indonesia, muchos de los implicados en ataques anteriores han sido procesados con éxito y, en los últimos años, JI ha sido eclipsado por grupos como JAT y Mujahidin Indonesia Timur (MIT) (no incluido en la lista), dirigidos por un ex miembro de JI y JAT.	1
13. Autoriza a los Estados Miembros que actúan conforme al párrafo 10 supra, de conformidad con el Anexo 1-A del Acuerdo de Paz, a tomar todas las medidas necesarias para garantizar el cumplimiento de las normas y procedimientos establecidos por el Comandante de la SFOR, que rigen el mando y control del espacio aéreo. sobre Bosnia y Herzegovina con respecto a todo el tráfico aéreo civil y militar;	2
En una encuesta realizada en el campamento de Mornei, en Darfur occidental, los equipos médicos trataron a unas 20 víctimas de violencia sexual entre abril y junio de 2004.	2
Las medidas para ayudar a aquellos cuyos familiares fueron asesinados, el reconocimiento por parte de las autoridades gubernamentales de su responsabilidad y las explicaciones sobre las medidas que se deben tomar para evitar que se repitan las violaciones parecen ser de importancia clave para la comunidad.	4
Además, la subregión sigue enfrentando desafíos relacionados con la aplicación de la ley, el estado de derecho y el respeto de los derechos humanos.	1
6. El 10 de noviembre de 2011, el Comandante del Mando Aliado de Fuerzas Conjuntas de Nápoles encargó al Comandante de la KFOR que continuara las operaciones para mantener y establecer puntos de control de acceso y eliminar selectivamente las barricadas a lo largo de las principales vías de suministro hasta los puntos de cruce Puerta 1 y DOG 31. a fin de crear las condiciones necesarias para restablecer la libertad de circulación irrestricta y un entorno seguro para todos, de conformidad con la resolución 1244 (1999) del Consejo.	2
Muchos de ellos contaron historias similares de haber sido detenidos por las FSI, esposados, con los ojos vendados, desnudados y detenidos durante un período de tiempo mientras los interrogaban sobre el Sr. Abu Adass y sus afiliaciones con grupos islámicos; la mayoría informó que compartía con sus interrogadores su opinión de que el Sr. Abu Adass era un hombre solitario e introvertido que no tenía la inteligencia para ser capaz de cometer tal crimen.	1
Los miembros del Consejo también examinaron el informe del Secretario General (S/2000/632), en el que se indicaba que se habían logrado avances importantes en los frentes político y militar, pero que aún quedaban muchos desafíos para que el Gobierno de Guinea-Bissau restableciera la paz, la estabilidad y la paz duraderas. desarrollo sostenible.	2
Esas alianzas les permiten participar en esfuerzos más amplios destinados a desestabilizar el continente africano.	1
i) Matanzas cometidas por fuerzas y/o milicias gubernamentales	1
&quot;El Consejo de Seguridad expresa su preocupación por el hecho de que aviones u otros medios de transporte que partan de territorio controlado por el EIIL y el FAN puedan utilizarse para transferir oro u otros artículos valiosos y recursos económicos para su venta en los mercados internacionales, o para transferir armas y material para uso del EIIL y ANF, y observa que las personas o entidades que participan en tales actividades pueden ser elegibles para ser incluidas en la lista del Comité 1267/1989, expresa su preocupación por los informes de que elementos de importancia arqueológica, histórica, cultural y religiosa están siendo retirados ilegalmente del territorio controlado por ISIL; y ANF que puedan estar generando ingresos para esos grupos, y pide a los Estados miembros que adopten medidas apropiadas para impedir dicho comercio ilegal y, en este sentido, recuerda a todos los Estados que deben garantizar que no se reciban fondos, activos financieros o recursos económicos; puestos a disposición, directa o indirectamente, en beneficio del EIIL, el FAN y todas las demás personas, grupos, empresas y entidades asociados con Al-Qaida; y espera con interés que el Comité Al-Qaida examine detenidamente las recomendaciones pertinentes relativas a nuevas medidas para desbaratar esas actividades que figuran en el informe del Equipo de Apoyo Analítico y Vigilancia de Sanciones de Al-Qaida presentado de conformidad con la resolución 2170, con miras a seguir desbaratando las actividades de esos grupos.	3
También se han denunciado incidentes de confinamiento de la población civil, acompañados de ejecuciones arbitrarias, así como muertes de civiles como resultado de ataques aéreos indiscriminados por parte de las fuerzas gubernamentales.	1
Además, y lo que es más importante, la Comisión ha reunido material sustancial sobre diversas personas, instituciones, grupos de personas o comités influyentes que han desempeñado un papel importante en el conflicto de Darfur, incluida la planificación, orden, autorización y fomento de ataques.	2
La Comisión observa con preocupación la ausencia de un control sistemático de las armas y municiones de la PNTL.	3
Insta a todas las partes interesadas, incluidos los Estados Miembros, las entidades de las Naciones Unidas y las instituciones financieras, a apoyar el desarrollo y el fortalecimiento de las capacidades de las instituciones nacionales y las redes locales de la sociedad civil para la promoción, protección y rehabilitación de los niños afectados por conflictos armados para garantizar la sostenibilidad de iniciativas locales de protección infantil.	4
75. Sólo uno de los ocho Estados de esta subregión cuenta con legislación adecuada que abarca todos los delitos terroristas pertinentes. Cuatro Estados han introducido legislación que cubre sólo algunos de los delitos terroristas.	2
Tomando nota de la propuesta marroquí presentada el 11 de abril de 2007 al Secretario General y acogiendo con beneplácito los esfuerzos marroquíes serios y creíbles para hacer avanzar el proceso hacia una resolución; Tomando nota también de la propuesta del Frente Polisario presentada el 10 de abril de 2007 al Secretario General,	4
294. Considerando los límites de sus funciones inherentes, la Comisión no ha podido afirmar con certeza el número de víctimas civiles en Darfur.	1
Solicitar financiación extrapresupuestaria para crear un puesto de asesor de género en la Sede.	2
Los muertos están enterrados en ocho tumbas múltiples en la zona del mercado del pueblo.	1
El Convenio europeo para la represión del terrorismo, firmado el 13 de febrero de 1992, ratificado el 15 de abril de 1992, entró en vigor en la República Federativa Checoslovaca el 15 de julio de 1992.	2
Decide que el mandato de [la Misión] se reforzará y actualizará de la siguiente manera: Promoción y protección de los derechos humanos: -- Ayudar a fortalecer las capacidades del sistema judicial, incluidos los mecanismos de justicia de transición, y de las instituciones nacionales de derechos humanos y ayudar con los esfuerzos de reconciliación nacional;	2
Han apuntado a varios lugares geográficos para operaciones militares, planeando arrebatárselos a la oposición. Estos lugares incluyen Baidoa, Marka y Mogadishu.	1
No se creó ningún documento que describiera las bases de la declaración, el alcance territorial de la declaración, el grado de intervención de las autoridades militares y los poderes conferidos y la forma de cooperación entre las F-FDTL y la PNTL o las decisiones del mando de operaciones sobre el terreno.	1
Un total de 12 Estados han adoptado medidas para regular la producción, venta y transferencia de armas y explosivos, aunque sólo dos las han aplicado plenamente.	2
También mostró cuán diferente puede ser percibida la amenaza, incluso por los vecinos.	3
Después de ser violadas, a algunas de las mujeres no les devolvieron la ropa y las obligaron a permanecer desnudas.	1
Dijeron a la Comisión que, efectivamente, la policía fue el objetivo de los ataques a las aldeas, pero culparon principalmente a los Janjaweed por estas acciones.	1
Reconociendo que el fortalecimiento de las instituciones nacionales de derechos humanos y el respeto de los derechos humanos, el debido proceso, la lucha contra la criminalidad y la violencia sexual y de género y el fin de la impunidad son esenciales para garantizar el estado de derecho y la seguridad en [el país afectado],	2
129. La mayoría de los Estados cuentan con disposiciones adecuadas en materia de asistencia jurídica mutua y extradición. Todos cuentan con procedimientos establecidos para el intercambio de información.	2
Desarrollar directrices de género para DDR; proporcionar disposiciones de seguridad para los sitios de desarme dentro de las zonas de DDR, con especial atención a las necesidades de las mujeres; organizar reuniones con mujeres excombatientes y aquellas asociadas con las fuerzas combatientes para evaluar las necesidades y los mecanismos de reintegración.	2
Reconoce la política de cooperación de los Estados vecinos, incluida [lista de Estados pertinentes] para mantener sus fronteras abiertas a los refugiados... y alienta a esos Estados a continuar con esta política y contribuir a la estabilización de la situación siempre que sea posible;	2
Las fronteras porosas siguen planteando desafíos para un control fronterizo eficaz, y se debe hacer más para desarrollar enfoques regionales y mejores prácticas (por ejemplo, vigilancia comunitaria) para abordar esos desafíos.	2
El Consejo espera con interés examinar el informe anual del Secretario General sobre la aplicación de su resolución 1820 (2008).	4
3. El Comité seguirá aplicando un enfoque más estratégico y transparente a su trabajo y tratará de aumentar la visibilidad de su trabajo dentro de las Naciones Unidas y la comunidad antiterrorista en general.	2
12) Convenio sobre el marcado de explosivos plásticos para los fines de detección, firmado en Montreal el 1 de marzo de 1991; ratificado el 18 de diciembre de 1991; entró en vigor el 21 de junio de 1998.	2
12. Aqeel Al-Aquil presentó una demanda el 11 de mayo de 2005 ante el tribunal federal de distrito del Distrito de Columbia contra funcionarios del Departamento de Justicia, Estado y Tesoro de los Estados Unidos, alegando que su designación como terrorista por el Gobierno de los Estados Unidos el 11 de mayo de 2005 El 2 de junio de 2004 violó sus derechos según la Constitución de los Estados Unidos. Al-Aquil, residente y ciudadano de Arabia Saudita, era presidente de la Fundación Islámica AlHaramain, que tenía su sede en Arabia Saudita hasta que fue cerrada por las autoridades sauditas en 2004. El 6 de julio de 2004, las Naciones Unidas lo incluyeron bajo el apellido Al-Aquil, junto con varias oficinas de Al-Haramain en Afganistán, Albania, Bangladesh, Etiopía y los Países Bajos (las Naciones Unidas han incluido otras oficinas de Al-Haramain antes y después de esa lista).	3
[I]nvita [al Estado afectado], con la asistencia de la comunidad internacional, a continuar trabajando hacia el establecimiento de un sistema de justicia justo y transparente, incluyendo la reconstrucción y reforma del sistema correccional, a fin de fortalecer el Estado de la ley en todo el país y eliminar la impunidad.	2
38. Alienta a todos los Estados miembros, en particular los Estados designantes y los Estados de residencia o nacionalidad, a presentar al Comité información adicional de identificación y de otro tipo, junto con documentación de respaldo, sobre las personas, grupos, empresas y entidades incluidos en la lista, incluidas actualizaciones sobre el estado operativo. de entidades, grupos y empresas incluidos en la lista, el movimiento, el encarcelamiento o la muerte de personas incluidas en la lista y otros acontecimientos importantes, a medida que dicha información esté disponible;	4
Como parte de una estrategia de transición encaminada a establecer una institución policial independiente, se están realizando preparativos para la transferencia de responsabilidades de la Escuela del Servicio de Policía de Kosovo y la policía de la UNMIK al Servicio de Policía de Kosovo.	2
La mayoría de los Estados todavía necesitan incorporar los delitos previstos en los instrumentos internacionales de lucha contra el terrorismo en su derecho interno.	1
77. El Equipo cree que, como mínimo, todos los Estados deberían garantizar que los comerciantes de metales y piedras preciosas adopten medidas para prevenir el lavado de dinero y la financiación del terrorismo de conformidad con los requisitos del GAFI.	2
94. Al comprobarse la existencia de milicias y de las llamadas fuerzas paralelas, el Presidente de la República y el Gobierno de Reconciliación Nacional tienen la obligación de adoptar todas las medidas necesarias para poner fin a sus actividades.	1
195. Reconociendo la importancia de la subregión como zona de &quot;tránsito&quot;, la mayoría de los Estados han promulgado leyes sobre asilo, movimiento de viajeros y prevención y represión del movimiento transfronterizo de terroristas.	2
Mientras la Coalición Nacional Siria trabaja para aliviar el sufrimiento del pueblo sirio, también trabajamos para poner fin al conflicto que es la causa de dicho sufrimiento.	2
Por este motivo, la Dirección Ejecutiva siempre plantea estas cuestiones durante las visitas a los países, los talleres de vídeo y otros intercambios, y considera que en el futuro será útil trabajar más intensamente con los Estados sobre los aspectos prácticos de esos enfoques.	4
Además, la Comisión considera que el hecho de que se cometieran violaciones y otras formas de violencia sexual principalmente contra tres tribus &quot;africanas&quot; es indicativo de la intención discriminatoria de los perpetradores.	1
15. Reconoce el importante papel de los buenos oficios del Secretario General en África y alienta al Secretario General a seguir utilizando la mediación tan a menudo como sea posible para ayudar a resolver conflictos pacíficamente, trabajando en coordinación y estrecha colaboración con la Unión Africana y otros organizaciones subregionales a ese respecto, según proceda;	4
32. El Comité alienta a la Dirección Ejecutiva a intensificar su diálogo con los Estados Miembros y las organizaciones regionales, incluso durante las visitas del Comité, sobre la elaboración de estrategias amplias e integradas de lucha contra el terrorismo, la mejora y el ajuste de las estructuras existentes y los mecanismos de aplicación a fin de fortalecer Las capacidades de los Estados y las organizaciones para articular estrategias, aprovechar plenamente las visitas a los países para asesorar a los gobiernos sobre la elaboración de dichas estrategias y seguir trabajando estrechamente dentro de la Oficina y los grupos de trabajo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.	4
&quot;El Consejo de Seguridad reitera su disposición a imponer sanciones a personas y entidades que alberguen, financien, faciliten, apoyen, organicen, entrenen o inciten a personas o grupos a perpetrar actos de violencia o actos terroristas contra otros Estados o sus ciudadanos en Somalia o su región de conformidad con sus resoluciones pertinentes, y otras redes regionales, así como personas, grupos, empresas y entidades que no cortan todos los vínculos con Al Qaida y grupos asociados, incluida Al Qaida en el Magreb Islámico (AQMI), el &quot;Mouvement pour l &#39;Unicité et le Jihad en Afrique de l&#39;Ouest&#39; (MUJAO) y Ansar Eddine, de conformidad con la resolución 2083 (2012).	3
5. Observa que dichos medios de financiación o apoyo incluyen, entre otros, el uso de ingresos derivados del delito, incluido el cultivo, la producción y el tráfico ilícitos de estupefacientes y sus precursores;	1
El Acuerdo de Argel exige a las dos partes, en el párrafo 1 del artículo 1, &quot;abstenerse del uso o la amenaza de la fuerza&quot;.	4
:: 12 de julio de 2005, el Ministro de Defensa, Elias Murr, resulta herido y otras dos personas mueren en un atentado con coche bomba en Beirut.	1
También se acogió con beneplácito la celebración de la primera sesión abierta del Consejo de Paz y Seguridad sobre los niños afectados por los conflictos armados y su propuesta de nombrar un Enviado Especial de la Unión Africana para los niños en África.	4
En la 5898ª sesión del Consejo de Seguridad, celebrada el 27 de mayo de 2008, en relación con el examen por el Consejo del tema titulado &quot;Protección de los civiles en los conflictos armados&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	4
El seminario, celebrado en la Sede de las Naciones Unidas, permitió a los fiscales participantes identificar desafíos comunes en el procesamiento de delitos terroristas y compartir éxitos en llevar eficazmente a los terroristas ante la justicia respetando el estado de derecho y los derechos humanos.	2
El potencial de ataques internacionales por parte de AQAP persiste, pero por ahora el impacto de las actividades de AQAP se siente principalmente en Yemen.	1
59. En su constante esfuerzo por aumentar la creación de capacidad local y en aras de ahorrar costos, la MINURSO ha propuesto que ocho puestos internacionales y cuatro plazas de Voluntarios de las Naciones Unidas se conviertan en puestos nacionales en el ejercicio presupuestario 2008-2009. También se recomienda el establecimiento de una dependencia de archivo integrada por un funcionario de servicios generales internacional y otro nacional.	2
27. El 2 de noviembre, 16 de las 20 personas detenidas durante una operación del MDSF en Boulkessi (región de Mopti), zona controlada por el HCUA, denunciaron a la MINUSMA graves palizas durante los interrogatorios.	1
Para profundizar la participación de las Naciones Unidas en esta esfera, el Consejo debería solicitar a sus principales órganos de lucha contra el terrorismo (la Dirección Ejecutiva del Comité contra el Terrorismo y el Equipo de Apoyo Analítico y Vigilancia de las Sanciones) que se centren en la amenaza de los combatientes terroristas extranjeros, incluso evaluando esfuerzos nacionales para aplicar las obligaciones jurídicas internacionales existentes contra esta amenaza.	1
En situaciones de conflicto armado, según el derecho internacional humanitario la responsabilidad principal de proteger y satisfacer las necesidades de los civiles recae en la parte bajo cuyo control se encuentran.	2
