en_es_DEEPL	QuadClass
Aunque también se han producido ataques por parte de las fuerzas rebeldes, la Comisión no ha encontrado pruebas de que sean generalizados ni de que se hayan dirigido sistemáticamente contra la población civil.	1
3. Encarga al Comité que transmita al Comité establecido en virtud de la resolución 1988 (2011) todas las solicitudes de inclusión en la Lista, las solicitudes de exclusión de la Lista y las propuestas de actualización de la información existente pertinentes para la sección A ("Personas asociadas con los talibanes") y la sección B ("Entidades y otros grupos y empresas asociados con los talibanes") de la Lista consolidada que estuvieran pendientes ante el Comité en la fecha de aprobación de la presente resolución, a fin de que el Comité establecido en virtud de la resolución 1988 (2011) pueda examinar esas cuestiones de conformidad con la resolución 1988 (2011);	2
Que no se acepte la solicitud del Gobierno de Kuwait relativa a la reclamación de bienes inmuebles en relación con un detenido fallecido, debido a que esta cuestión constituye de hecho una solicitud de presentación tardía de la parte de la reclamación relativa a los bienes inmuebles fuera del plazo de presentación para su aceptación, y pedir a la secretaría que informe de ello al Gobierno de Kuwait.	3
68. Los funcionarios están divididos en cuanto a la eficacia del material de formación terrorista en línea, ya que incluso una orientación teórica extremadamente completa y precisa requiere cierta formación práctica o experimentación para ayudar a superar los escollos operativos.	2
Las partes informaron a la misión de que estaban convencidas de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y de que la persistente crisis política sólo podría resolverse mediante la celebración de elecciones.	4
El motivo fue el tenso ambiente político que se respiraba en ese momento: había mucha desconfianza hacia el poder judicial libanés y se criticaba la forma en que se estaba llevando a cabo la investigación.	1
22. No hubo informes de asesinatos deliberados de niños por parte de fuerzas armadas o grupos armados.	2
Dispuesto a seguir ayudando a Líbano en la búsqueda de la verdad y a que los responsables de este acto terrorista respondan de su crimen,	2
Al mismo tiempo, a pesar de las promesas que trae consigo el proceso de transición democrática, no hay que olvidar que se trata de una etapa de extrema responsabilidad en la historia de Oriente Medio que exige la máxima vigilancia y un trabajo laborioso para descartar los errores de cálculo y la imprevisibilidad en cuanto al futuro de la región.	3
"El Consejo de Seguridad expresa su profunda preocupación por las tensiones en los estados del Nilo Azul y Kordofán del Sur.	3
Uganda sigue preocupada por la situación humanitaria en Darfur.	3
La decisión de expulsar a trabajadores humanitarios y silenciar a otros mediante amenazas de expulsión, o los intentos de restringir la libertad de movimientos de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID) forman parte de esta política para reducir la capacidad de vigilancia de la comunidad internacional.	3
En una región tan compleja como vital para el mantenimiento de la paz y la seguridad internacionales, las autoridades encuentran grandes dificultades y limitaciones para responder a las demandas y expectativas de una población ávida de reformas.	3
A pesar de los notables progresos realizados, el complejo entorno político, económico y de seguridad sigue planteando formidables desafíos a los dirigentes electos encargados de la normalización de nuestro país.	3
Igualmente preocupante es la información relativa al aumento de la tensión entre los partidos del Gobierno y la oposición en el marco de cuestiones decisivas para el futuro de Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.	3
Los argumentos de la parte armenia son especialmente sorprendentes, ya que se formulan en el Consejo de Seguridad, que en 1993 adoptó una serie de cuatro resoluciones en las que condenaba el uso de la fuerza contra Azerbaiyán y la ocupación de sus territorios y exigía la retirada inmediata, total e incondicional de las fuerzas de ocupación armenias de todos los territorios ocupados de Azerbaiyán (resoluciones 822 (1993), 853 (1993), 874 (1993) y 884 (1993)).	3
Como he dicho antes, la aplicación de un doble rasero a la hora de tratar el terrorismo y los grupos terroristas es otra cuestión importante y muy preocupante que socava gravemente la lucha colectiva de la comunidad internacional contra el terrorismo.	3
La mayoría de la población de la región rechaza, con razón, una simple vuelta al statu quo anterior, ya que no cabe esperar que cualquier tregua basada en un resultado tan limitado sea duradera.	3
No podemos dejar de expresar nuestra preocupación por el empeoramiento de la situación de seguridad en regiones que antes eran relativamente tranquilas.	3
Ya en mayo de este año, durante el debate en el Consejo (véase S/PV.6314) del informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), llamamos la atención de la comunidad internacional sobre el hecho de que la situación en la provincia distaba mucho de ser estable y que era especialmente preocupante.	3
A pesar de la gran cantidad de pruebas que lo avalan, en ningún momento el Gobierno de Estados Unidos ha manifestado su intención de procesar a Luis Posada Carriles por sus actividades terroristas.	3
Naturalmente, estamos profundamente preocupados por la situación en los estados de Kordofán del Sur y Nilo Azul, dada su proximidad geográfica a nuestro país.	3
Los desequilibrios regionales en las tasas totales de inscripción de votantes deberían ser una seria advertencia en este sentido.	3
Condenamos los reiterados ataques terroristas con cohetes contra objetivos civiles israelíes.	3
No obstante, instamos a que se redoblen los esfuerzos de seguimiento de la información obtenida de los Estados miembros en el marco de la lucha contra el terrorismo.	3
Lamentablemente, estas advertencias no fueron escuchadas.	3
Por último, debemos advertir que no redunda en interés de la paz y la seguridad internacionales que la comunidad internacional, incluido el Consejo de Seguridad, utilice la difícil situación de los pueblos árabes para perseguir intereses propios y ejecutar un cambio de régimen.	3
Ante la persistencia de tales complejidades y un comportamiento totalmente contradictorio con el requerido para una resolución justa, es imperativo preguntarse: ¿cómo podemos llevar a buen puerto el proceso de paz en el año 2009? Creemos que recae en el Cuarteto y en el Consejo de Seguridad la responsabilidad de idear un mecanismo práctico para abordar estas cuestiones en una situación en la que una de las partes no responde repetidamente a los llamamientos ni cumple sus obligaciones, sumiéndonos en un proceso cíclico sin final a la vista.	3
La resolución reitera la importancia de cumplir esas obligaciones y subraya que ninguna de las partes debe emprender ninguna actividad que contravenga esas obligaciones de la Hoja de Ruta o perjudique la negociación del estatuto definitivo.	3
Creemos que la cuestión del fortalecimiento de la legitimidad del Gobierno es crucial, porque se establece una relación de causa y efecto entre esa legitimidad y la eliminación de la resistencia de los actores y redes informales que caracterizan la naturaleza del poder en Afganistán.	3
Condenamos el terrorismo en todas sus formas y manifestaciones, ya que atentan contra el derecho más fundamental del ser humano: el derecho a la vida.	3
El informe de la misión de evaluación menciona una creciente preocupación por las repercusiones humanitarias y económicas que la crisis ha tenido en la región del Sahel.	3
UDI rechazó a ambos en el momento de su mortinato.	3
El informe señala una serie de casos, sobre todo en el sector de la seguridad, que son motivo de gran preocupación.	3
Al mismo tiempo, es imperativo que todas las partes interesadas somalíes, especialmente las Instituciones Federales de Transición, cumplan sus promesas de resolver los tremendos retos políticos, económicos y de seguridad que tienen ante sí.	3
Viet Nam está profundamente preocupado por el alarmante deterioro de la situación humanitaria y de seguridad en la parte oriental de la República Democrática del Congo.	3
Aunque nos complace constatar que se han inscrito unos 10 millones de votantes afganos, nos sigue preocupando que no se hayan inscrito suficientes votantes en el sur y el sudeste de Afganistán, principalmente por motivos de seguridad.	3
Nos aflige especialmente el bajísimo número de retornos de refugiados, que son el indicador más útil para evaluar la situación en la provincia.	3
Como ha señalado anteriormente el representante de Argelia, el proyecto de resolución, que no ha sido adoptado, contenía una condena muy clara de todos los atentados terroristas contra cualquier civil, así como de todos los actos de violencia y destrucción.	3
Para camuflar esos hechos, a veces se visten con uniformes militares con el fin de transmitir la percepción errónea de que el ejército oficial es el responsable de perpetrar esa violencia.	3
Condenamos el uso desproporcionado de la fuerza empleado por el ejército israelí en zonas densamente pobladas, que ha causado sufrimiento y pérdidas generalizadas a decenas de civiles palestinos, incluidos niños.	3
"El Consejo de Seguridad subraya que el RCD-Goma deberá responder de cualquier ejecución extrajudicial, incluso entre miembros de la sociedad civil o detenidos en los centros de detención del RCD en Kisangani.	3
Juntos, estos retos ejercen presión política sobre los gobiernos y tienen un impacto directo y peligroso en la paz, la seguridad y la estabilidad de los países afectados.	3
A este respecto, me gustaría subrayar una vez más que, a diferencia de otras situaciones bien conocidas que implican reivindicaciones territoriales infundadas e ilegítimas, incluidas aquellas bajo el pretexto inventado de la atención a grupos étnicos minoritarios, se ha reconocido el derecho a la autodeterminación y a la condición de Estado del pueblo de Palestina.	3
El estancamiento corre el riesgo de aumentar las tensiones políticas y socava el clima de mayor confianza que prevaleció tras las elecciones y la toma de posesión del Presidente Martelly.	3
Por nuestra parte, vinculamos la cuestión de la legitimidad directamente a la celebración de las elecciones, cuyos preparativos están en curso en el Organismo Conjunto de Gestión Electoral.	3
"El Consejo de Seguridad reitera su condena de todos los asesinatos selectivos de dirigentes libaneses, en particular desde octubre de 2004, y exige que se ponga fin de inmediato al uso de la intimidación y la violencia contra los representantes del pueblo y las instituciones libanesas.	3
La delegación cubana condena enérgicamente la realización de ataques contra civiles palestinos, así como la destrucción generalizada que están causando las fuerzas de ocupación israelíes en el norte de la Franja de Gaza. Asimismo, exigimos el cese inmediato de esos ataques y la retirada urgente de las fuerzas de ocupación.	3
El lanzamiento de cohetes Qassam desde Gaza continúa, incluso mientras hablamos, dirigido deliberadamente contra la comunidad civil, apuntando y aterrorizando a civiles inocentes mientras están tumbados en sus camas, sentados en sus salones o llevando a sus hijos al colegio.	3
También me gustaría reiterar que los cuatro miembros de las F-FDTL condenados por homicidio involuntario en la muerte a tiros de ocho agentes de la PNTL en 2006, uno de los cuales fue indultado y tres de los cuales recibieron reducciones de condena, aún no han pagado la indemnización ordenada por el tribunal a las viudas de las víctimas.	3
Tales posiciones pueden considerarse una participación indirecta en el engaño a la opinión pública y un desconocimiento de la posición del Gobierno sirio en relación con los acontecimientos que tienen lugar en su propio territorio. Se trata de una incitación irresponsable a todo tipo de actos de violencia, dando cobertura internacional a actos terroristas internacionales emprendidos por grupos terroristas contra Siria, sus intereses y su pueblo.	3
Hablemos con franqueza: estos relatos de la prensa, los grupos de derechos humanos y los civiles sobre el terreno suscitan gran preocupación por la naturaleza y la magnitud del conflicto.	3
Los dirigentes de las Instituciones Provisionales de Autogobierno eluden con frecuencia las obligaciones que les imponen la resolución 1244 (1999) y el Marco Constitucional.	3
Entre estas preocupaciones, cabe destacar una: el deterioro de la situación de seguridad en las últimas semanas y meses.	3
Con mayor preocupación debo informar hoy de nuevo de que, a pesar de los considerables esfuerzos realizados por la UNAMID, la situación de la seguridad en Darfur no ha mejorado mucho.	3
Los retos socioeconómicos a los que se enfrenta Afganistán son importantes.	3
Estas abarcan la financiación de las campañas, las actividades electorales y el orden público, el acceso a los medios de comunicación y el uso indebido de recursos públicos con fines políticos.	3
Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que experimentan actualmente un cambio tan histórico y profundo puede dar lugar a tensiones específicas y a problemas de seguridad.	3
Se está desarrollando una auténtica comprensión de los retos a los que se enfrenta cada país.	3
"los antagonismos entre fuerzas políticas opuestas ensombrecen el reciente éxito democrático del país y amenazan su avance hacia una estabilidad duradera" (S/2011/540, párr. 55).	3
En conclusión, los retos a los que se enfrenta Afganistán son enormes, pero estamos avanzando.	3
Nos preocupa el deterioro del nivel de vida de la población como consecuencia de las dificultades a las que se enfrentó el país en 2008, en particular por la crisis alimentaria mundial y los daños causados por los huracanes que azotaron la isla.	3
Pero también había preocupación porque, cada vez que se ha producido una señal esperanzadora en Oriente Medio, ha venido acompañada de un aumento de la violencia y la destrucción.	3
En particular, me gustaría subrayar que, como se observa en el informe, los talibanes siguen constituyendo una amenaza real para la reconstrucción y la estabilidad del país, y contener a esta organización es crucial.	3
No obstante, Afganistán sigue afrontando retos en su empeño por lograr la estabilidad y el desarrollo. Entre ellos destacan la situación de la seguridad, el empeoramiento de la situación humanitaria, los problemas relacionados con el Estado de Derecho y los derechos humanos, y la violencia continuada que ha provocado víctimas civiles, que siguen aumentando.	3
En cuarto lugar, la piratería frente a las costas de Somalia es un problema internacional que requiere nuestro esfuerzo y contribución colectivos.	3
El Secretario General advierte de manera inequívoca que hasta ahora no se ha cumplido del todo ninguna de las ocho normas.	3
Condenamos enérgicamente el vil atentado de esta mañana contra los santuarios sagrados del imán Ali al-Hadi y del imán Hassan al-Askari en Samarra, y compartimos la indignación del pueblo iraquí ante ese crimen. Es otro intento deliberado de los terroristas de sembrar la disensión e inflamar la lucha sectaria entre el pueblo de Irak.	3
Significa que los secesionistas siguen despreciando descaradamente el derecho internacional, rechazando los principios universales de la Carta de las Naciones Unidas.	3
Hicimos hincapié en las trágicas consecuencias que tales mensajes habían tenido recientemente en otros lugares del continente.	3
Pero no se equivoquen: mi país está igualmente dispuesto a resistir incesantemente a la UDI mientras no aparezca ningún compromiso en el horizonte.	3
Hasta la fecha no ha habido mejoras en la reforma administrativa a nivel nacional.	3
Traemos a colación la cuestión de la violencia para expresar nuestra impaciencia por encontrar urgentemente soluciones satisfactorias a los enormes desafíos que se plantean a la unidad de la sociedad iraquí.	3
Me preocupa que esa votación parlamentaria y el estancamiento puedan perturbar los laboriosos avances que las partes interesadas somalíes y sus socios han logrado.	3
En todas esas conversaciones, me animó encontrar una convergencia de opiniones: todos nos maravillamos de lo mucho que Liberia ha conseguido desde el final de los combates en 2003, pero todos nos dimos cuenta plenamente de lo sobrecogedores que siguen siendo los retos a los que se enfrenta Liberia y de que, en definitiva, no damos nada por sentado.	3
Dada la limitada jurisdicción de la Unidad de Delitos Graves y el fracaso del proceso del Tribunal Ad Hoc indonesio, es posible que se necesiten medidas correctivas adicionales para hacer justicia.	3
Esto es inaceptable y contradice incluso la prohibición de las minas terrestres declarada públicamente por las fuerzas antigubernamentales.	3
En sus declaraciones públicas, el coronel Al Gadafi y miembros de su familia han seguido amenazando a los ciudadanos con una guerra civil y la posibilidad de matanzas masivas si continúan las protestas.	3
El Consejo condena todos los ataques de grupos armados locales y extranjeros que amenazan a la población, así como la paz y la estabilidad de la República Centroafricana y de la subregión, incluidos los ataques del 19 de julio y del 24 de noviembre de la Convención de Patriotas por la Justicia y la Paz contra Birao.	3
El pueblo israelí, que esperaba que la retirada de Israel del Líbano -certificada por este Consejo hace seis años- traería la seguridad a su frontera septentrional, se encuentra bajo los constantes ataques con cohetes de Hezbolá, que cada día se adentran más en territorio israelí.	3
Ha aumentado el número de redadas dirigidas contra fuerzas de seguridad nacionales e internacionales, personal de instituciones públicas y personal humanitario. Ha habido más ataques a colegios electorales y más amenazas a los equipos de registro de votantes.	3
Así lo ponen de manifiesto los recientes incidentes de indisciplina del DIS, especialmente el presunto asesinato de un civil a manos de un comandante del DIS en Farchana el 22 de marzo.	3
Observamos que no deben subestimarse los retos persistentes a los que se enfrenta la policía en Timor Oriental.	3
Al mismo tiempo, mi delegación considera que los representantes electos de las minorías étnicas en la Asamblea, en particular los representantes serbios, lograrían mejores resultados y mayores beneficios para su electorado si adoptaran una actitud más participativa, en lugar de retirarse de la legislatura cuando se encuentran con una situación difícil.	3
No debemos subestimar la amenaza que suponen en Afganistán las actividades desestabilizadoras de los talibanes y Al Qaeda.	3
Aunque ninguna de las partes parece dispuesta a volver a la guerra, existe un preocupante patrón de escalada y desestabilización que podría desembocar en un enfrentamiento a gran escala y poner en peligro la vida de más civiles.	3
Sin embargo, la situación actual en Kosovo sigue siendo motivo de preocupación.	3
Al igual que otros oradores que nos han precedido, y en consonancia con la declaración de la Alta Representante Ashton, condenamos el acto que provocó la muerte del Sr. Dzeković y heridas a varias personas más durante las protestas del 2 de julio en Mitrovica Norte.	3
Instamos a Israel a detener sus incursiones militares en Gaza.	3
Sudáfrica subraya que, dada la magnitud de estos retos, es necesaria una estrategia global que incorpore la seguridad, los esfuerzos humanitarios, la buena gobernanza y el desarrollo socioeconómico.	3
Los recientes acontecimientos en la región refuerzan las preocupaciones expresadas constantemente a la misión por sus interlocutores.	3
Tales actos son totalmente inaceptables. La Autoridad Palestina debe poner fin a esos lanzamientos y procesar a sus autores.	3
Durante nuestras conversaciones anteriores, Bélgica había compartido la preocupación expresada por el Secretario General sobre el peligro que la violencia en Iraq supone para una sociedad, unas instituciones y un proceso político que siguen siendo frágiles.	3
Pedimos a la Autoridad Palestina que haga todo lo que esté en su mano para poner fin a esos ataques.	3
Los palestinos y los países árabes deben dar a Israel las garantías necesarias y fiables de su seguridad como Estado.	3
Evidentemente, esto se debe a que los Estados en cuestión han rechazado sus medidas.	3
Es importante dar a las mujeres, que son las primeras víctimas de la violencia en todas sus manifestaciones, un papel primordial en el mantenimiento y la consolidación de la paz, y es aún más importante y urgente hacerlo en el proceso de prevención de conflictos.	3
Tales acciones se están llevando a cabo a pesar de la claramente articulada posición negativa adoptada por el Representante Especial del Secretario General y como un desafío a las Naciones Unidas y al Consejo de Seguridad.	3
Insisten en tratar el caso como un delito menor de migración.	3
Repito hoy lo que dije el 31 de enero (véase S/PV.6710). Es inaceptable que se impida al Consejo asumir sus responsabilidades.	3
Y ello a pesar de la condena reiterada de esos actos inhumanos por las resoluciones 1820 (2008), 1888 (2009) y 1960 (2010) del Consejo, que se convirtieron en faros de esperanza para millones de mujeres y niñas víctimas en todo el mundo.	3
La segunda es pedir una vez más una acción urgente y esencial del Consejo de Seguridad para detener el derramamiento de sangre en Siria.	3
Esperamos que, ante esta clara amenaza para la paz y la seguridad internacionales, el Consejo de Seguridad actúe sin emplear el doble rasero que ha caracterizado su actuación pasada en este asunto, para adoptar con urgencia y decisión el proyecto de resolución que presenta Argelia en nombre de los miembros del Grupo Árabe.	3
Estamos profundamente preocupados por el hecho de que la violencia en Oriente Medio siga siendo perpetrada por un bando contra el otro, a pesar de la clara expresión de repulsa ante tal estado de cosas por parte de la comunidad internacional y del Consejo de Seguridad.	3
Instamos a todos los Estados miembros a tomar medidas inmediatas para cumplir con la obligación contenida en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de los más activos en dicho comercio.	3
Esto es importante para reforzar la capacidad de la Misión de ofrecer una verdadera protección a la población civil congoleña, víctima de una catástrofe humanitaria evidente, como subrayó el Sr. Doss, y de violaciones masivas de los derechos humanos, en particular actos de violencia dirigidos contra mujeres y niños.	3
Los pasos que puedan minar la confianza o perjudicar el resultado de las negociaciones deben detenerse e invertirse.	3
El asedio debe levantarse inmediatamente para permitir que la población civil de Gaza tenga acceso al agua, al empleo, al comercio, al tratamiento médico y a la educación; en esencia, acceso a sus necesidades básicas.	3
A mi delegación le sigue preocupando que la situación de la seguridad en Iraq continúe deteriorándose.	3
Debemos rechazar cualquier intento de socavar la soberanía y la integridad territorial de Somalia.	3
Se nos impidió incluso condenar la violencia y respaldar un plan pacífico desarrollado por los propios vecinos de Siria.	3
Es muy preocupante que la retórica se haya exacerbado por ambas partes, la República de Sudán y la República de Sudán del Sur.	3
Egipto vuelve a exigir el fin inmediato de los ataques israelíes contra Gaza.	3
Expone los motivos de preocupación y concluye con el llamamiento de las mujeres somalíes para que la comunidad internacional plantee cuestiones de género, también a los dirigentes somalíes.	3
Nos preocupa profundamente que los procesos ad hoc establecidos con este fin parezcan haber fracasado.	3
Hemos observado con preocupación la valoración del Secretario General de que muchos de los factores que alimentaron la crisis de 2006 siguen presentes en la sociedad, haciéndola vulnerable a la inestabilidad.	3
Todos estamos gravemente preocupados por el deterioro de la situación de seguridad en Costa de Marfil, como quizá haya podido comprobar el Consejo en mi declaración de hoy.	3
También subraya que Ruanda tiene el deber de utilizar su fuerte influencia para garantizar que el RCD-Goma no emprenda ninguna acción de este tipo.	3
De acuerdo con esas resoluciones, este órgano debe exigir al Gobierno de Estados Unidos que condene de inmediato a Luis Posada Carriles por sus actos terroristas o lo extradite a la República Bolivariana de Venezuela, cuya justicia lo persigue desde hace años.	3
El Gobierno de Haití y las organizaciones humanitarias internacionales deben dedicar más esfuerzos a las actividades preventivas, como el suministro de saneamiento y agua potable.	3
"El Consejo de Seguridad expresa su grave preocupación tras los informes sobre la afluencia inusual y repentina de miles de misseriya a la ciudad de Abyei y sus alrededores, que podría forzar cambios significativos en la composición étnica de la zona.	3
Instamos a Israel a que cumpla sus obligaciones con respecto a la población de los territorios ocupados.	3
Sin embargo, no intervenir activamente para restablecer la estabilidad en ese país ya está amenazando la eficacia de la comunidad internacional, además de costar ingentes cantidades de recursos.	3
Nos sigue preocupando que, a pesar de todos los intentos por restablecer la paz y la seguridad, los esfuerzos por estabilizar la región oriental de la República Democrática del Congo hayan experimentado importantes reveses en los últimos tiempos.	3
Además, Chile opina que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena únicamente de los atentados suicidas contra civiles.	3
La República de Sudán del Sur está extremadamente preocupada por el deterioro de la situación de seguridad en las zonas fronterizas tanto de la República de Sudán como de la República de Sudán del Sur.	3
"El Consejo observa con preocupación los retos en el ámbito del desarrollo social y económico, ya que se ha producido un marcado deterioro del nivel de vida de la gran mayoría de los haitianos.	3
Se trata de una obligación internacional que los Estados deben cumplir para garantizar justicia a las víctimas de estos deplorables sucesos.	3
En este contexto, a pesar de que las Naciones Unidas en general y el Consejo de Seguridad en particular se están tomando más en serio la lucha contra el terrorismo, hay pocos indicios de que se esté realizando un verdadero esfuerzo común para crear una respuesta internacional más unificada al terrorismo.	3
Nuestra principal preocupación a este respecto es el hecho de que, según el informe, todavía no se ha aplicado plenamente ni una sola de las ocho normas principales.	3
"El Consejo de Seguridad observa con preocupación el aplazamiento de la primera vuelta de las elecciones presidenciales, prevista para el 29 de noviembre de 2009 en el comunicado de 18 de mayo de 2009 del Marco Consultivo Permanente del Acuerdo Político de Uagadugú, que fue refrendado por todos los principales agentes políticos de Côte d'Ivoire.	3
Hay que intensificar la vigilancia y la identificación de las violaciones del embargo de armas, y aplicar sanciones selectivas cuando sea necesario, para reducir los posibles efectos devastadores de esa dinámica en el contexto somalí.	3
La protección de los civiles es una obligación ignorada durante mucho tiempo en Somalia.	3
El grupo disidente de parlamentarios ha rechazado el proceso de Garowe y ha aprobado una moción que adelanta las elecciones presidenciales de julio al 30 de abril de este año.	3
No obstante, es inaceptable que Israel invoque sus válidas preocupaciones de seguridad para justificar medidas que afectan indiscriminadamente a todo un pueblo, contraviniendo el derecho internacional humanitario.	3
Sin embargo, nos preocupa que la toma de decisiones clave se haya visto socavada hasta la fecha por la falta de consenso político.	3
La perspectiva de género debe formar parte de la reforma y la formación de todas las fuerzas de seguridad.	3
Nos preocupa que la situación de seguridad siga siendo problemática.	3
Nos preocupa la falta de libertades políticas allí.	3
En ese contexto, reiteramos nuestra reiterada afirmación de que la mayor amenaza para la investigación reside en el hecho de que ciertas partes dentro y fuera de nuestra región la están explotando para politizar conclusiones que no guardan relación alguna con la investigación y que no se basan en pruebas firmes.	3
La situación de la seguridad, sin embargo, sigue siendo una preocupación real para todos, a pesar de la disminución de los acontecimientos relacionados con la seguridad en diciembre de 2011 y enero de 2012, en comparación con el período de dos meses anterior del año pasado.	3
Sin embargo, nos preocupan los informes según los cuales se ha intensificado la tensión entre los partidos del gobierno y de la oposición.	3
Pero, como dije en la reunión abierta del martes, los acontecimientos deben considerarse en su contexto, y el Consejo de Seguridad no contribuye en nada a una solución pacífica cuando condena las acciones de una parte y hace la vista gorda ante todo lo demás que ocurre en la región.	3
Al mismo tiempo, Cuba condena los atentados suicidas y otros actos contra civiles israelíes, víctimas inocentes de la espiral de violencia provocada por la política de su Gobierno. Asimismo, objetamos la manipulación de tales actos aislados para cuestionar el legítimo ejercicio de la autodefensa del pueblo palestino y justificar actividades, masivas o selectivas, contra la población palestina.	3
"El Consejo de Seguridad expresa su profunda preocupación por las repercusiones humanitarias del conflicto en el pueblo angoleño.	3
Este Consejo no debe permitir que se premie esa estrategia abordando la respuesta al terrorismo en lugar del terrorismo mismo. Debe rechazarse, no apaciguarse.	3
A este respecto, el Consejo condena en los términos más enérgicos las continuas amenazas e intimidaciones contra elementos de la UNMIS.	3
Permítanme comenzar reiterando la profunda preocupación de la Unión Europea por la situación en Somalia y por las implicaciones regionales de su conflicto.	3
Sin embargo, persiste la preocupación por los 2,3 millones de personas que siguen en crisis.	3
Sin embargo, nos preocupan los recientes acontecimientos, en los que han aumentado las tensiones entre los miembros de las comunidades locales y las fuerzas de la ISAF.	3
No obstante, la situación sigue siendo preocupante dada la larga frontera que separa nuestros dos países, sobre la que es difícil ejercer control.	3
Las principales facciones palestinas en Líbano expresaron su preocupación por los incidentes y se desvincularon de Fatah al-Islam.	3
El Consejo debe pedir el cese inmediato de todas las operaciones militares en Gaza y la retirada de las fuerzas de ocupación israelíes de esa zona.	3
Al dar cabida a iniciativas que recompensan de hecho esa estrategia, el Consejo no haría sino envalentonar a los extremistas y socavar la letra y el espíritu de la hoja de ruta.	3
Se ha negado a detener a Ali Kushayb y Ahmad Harun.	3
Los palestinos deben poner fin a la incitación pública a la violencia y hacer todo lo posible para impedir que los militantes ataquen a Israel y provoquen así su respuesta.	3
Estamos razonablemente seguros de que estos grupos no podrán socavar el proceso electoral a nivel nacional.	3
Estuve en Afganistán durante cuatro días a finales de junio para evaluar la situación humanitaria, dada la creciente preocupación por la gravedad de los problemas humanitarios y de protección de civiles.	3
La situación sobre el terreno es preocupante también en términos humanitarios. El Secretario General confirma que Iraq atraviesa una grave crisis y afirma que la situación sigue deteriorándose.	3
Al mismo tiempo, Alemania y la UE han condenado reiteradamente en el pasado las atrocidades terroristas que han causado la muerte de cientos de israelíes.	3
No cabe duda de que la estructura y el desarrollo de la administración pública en Timor Oriental aún nos plantean importantes retos que deben tenerse en cuenta.	3
Esto hace que la retórica irresponsable y amenazadora de los dirigentes iraníes sea aún más alarmante.	3
Israel está obligado, en virtud del derecho internacional y como potencia ocupante, a proteger a los civiles palestinos, especialmente a los niños, y a salvaguardar la propiedad civil.	3
Las mejoras requieren la aplicación de leyes -en particular la ley sobre la eliminación de la violencia contra las mujeres- que tipifiquen como delito y penalicen la violencia y las prácticas nocivas contra las mujeres y las niñas.	3
El domingo pasado, con motivo del vigésimo primer aniversario de Hamás, el líder de Hamás, Haniyeh, cuestionó la continuidad en el cargo del Presidente Abbas a la espera de que se resolviera la división interna.	3
Mientras nos disponemos a debatir los retos de desarrollo a los que se enfrenta Afganistán, el reciente incidente subraya el sombrío panorama relacionado con la situación de la seguridad.	3
En este contexto, la Unión Europea recuerda a Israel su obligación de garantizar un acceso pleno y seguro a las organizaciones humanitarias, incluido el Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente (OOPS).	3
Consideramos la postura de Armenia como un desafío abierto al proceso de resolución del conflicto y una grave amenaza para la paz y la seguridad internacionales y regionales.	3
En opinión de la delegación de Togo, todas estas cuestiones requieren una actuación rápida para evitar que la región del Sahel se hunda en una inseguridad total, lo que sería muy perjudicial para su desarrollo.	3
Al mismo tiempo, los otros elementos cruciales de este proceso de fortalecimiento institucional son la consolidación del Estado de derecho mediante la mejora de la eficacia, la imparcialidad y el funcionamiento general del sistema judicial, y la mejora de las instituciones encargadas de hacer cumplir la ley para frenar la delincuencia organizada y la violencia étnica y llevar a todos los delincuentes ante la justicia.	3
Esto requerirá una posición clara, en particular -si se me permite hablar con franqueza- de los Estados Unidos de América.	3
Al mismo tiempo, el presidente Al-Bashir amenaza a la comunidad internacional con represalias y más crímenes.	3
En la situación actual, extremadamente difícil, hacemos un llamamiento tanto a israelíes como a palestinos para que eviten la escalada del conflicto y empiecen a cumplir sus obligaciones en virtud de la Hoja de Ruta, a fin de reavivar las perspectivas de paz.	3
A pesar de estos retos, no podemos dejar de reconocer que aproximadamente el 50% de la población afgana vive en zonas en las que la responsabilidad de la seguridad se ha traspasado a las fuerzas de seguridad afganas.	3
Las consecuencias humanitarias de la violencia continuada en Iraq son motivo de gran preocupación para mi delegación.	3
De hecho, ya es hora de que la comunidad internacional tome medidas eficaces para proteger y hacer cumplir los derechos más básicos del pueblo palestino y contribuya a poner fin al círculo vicioso de violencia provocado por la persistente y continuada ocupación ilegal de los territorios palestinos por parte de Israel.	3
Todo ello exige una lucha muy decidida contra los actores informales atrincherados, cuya existencia constituye una amenaza y un obstáculo para el pleno ejercicio de la soberanía por parte del Estado afgano.	3
Nos decepcionó, señor Presidente, que, a pesar de sus esfuerzos y los de muchos otros, el Consejo fuera incapaz de condenar ese atroz ataque terrorista.	3
