en_ar_DEEP	QuadClass
الإدراج 10 - يشجع جميع الدول الأعضاء على أن تقدم إلى اللجنة المنشأة بموجب الفقرة 30 أدناه ("اللجنة") لإدراجها في القائمة أسماء الأفراد والجماعات والمؤسسات والكيانات الذين يشاركون بأي وسيلة في تمويل أو دعم الأعمال. أو الأنشطة الموضحة في الفقرة 3 أعلاه؛	4
يطالب كذلك بأن توقف أطراف النزاع فوراً جميع الانتهاكات والتجاوزات المرتكبة ضد الأطفال، ويطلب إلى الأمين العام أن يكفل (أ) استمرار رصد الحالة والإبلاغ عنها، بما في ذلك كجزء من التقارير المشار إليها في [الفقرة ذات الصلة] أعلاه، الأطفال بما في ذلك من خلال تعزيز التعاون مع الجهات الفاعلة في مجال حماية الطفل و (ب) مواصلة الحوار مع أطراف النزاع من أجل وضع وتنفيذ خطط عمل محددة زمنياً لإنهاء تجنيد الأطفال واستخدامهم وغير ذلك من انتهاكات القانون الإنساني الدولي وحقوق الإنسان. القانون المرتكب ضد الأطفال؛	3
وتم اعتماد بيان رئاسي (S/PRST/2004/16) في الختام، دعا فيه المجلس الدول الأعضاء إلى تقديم الدعم السياسي والمالي وكذلك الأفراد المدنيين والعسكريين للسماح ببدء العمليات المتعددة على النحو الأمثل وعلى النحو الأمثل. تنفيذ ولاياتهم بطريقة فعالة.	2
ويلاحظ مجلس الأمن مع التقدير الخطوات الأولية التي اتخذتها حكومة رواندا بسرعة لمعالجة هذه الحالة، ويشجع حكومة رواندا على مواصلة التعاون مع الأمم المتحدة والمنظمات الدولية ذات الصلة لضمان تسريح هؤلاء المقاتلين بشكل دائم والتعامل معهم. وفقاً للقانون الدولي ذي الصلة، مع إيلاء اهتمام خاص للأطفال والنساء بينهم.	4
وكما كان متوقعا، أدى قدوم الصيف إلى زيادة مستوى نشاط القوات المسلحة المعارضة.	1
15 - وواصل المراقبون العسكريون التابعون للبعثة أداء المهام المنوطة بهم عن طريق إجراء دوريات برية يومية والاتصال بالسلطات المحلية والتنسيق مع قوة حفظ السلام الجماعية التابعة لرابطة الدول المستقلة، فضلا عن وكالات إنفاذ القانون من الجانبين.	2
وعلى الرغم من المؤشرات التي تشير إلى تعزيز الآليات التأديبية الداخلية للشرطة الوطنية، كان التقدم بطيئا في تقديم أفراد الأجهزة الأمنية المسؤولين عن الانتهاكات إلى العدالة من خلال المحاكم.	2
وحث جميع الدول والهيئات الدولية والمنظمات الإقليمية على تخصيص الموارد الكافية، بما في ذلك من خلال الشراكة الدولية، لمواجهة التهديد المستمر والمباشر الذي يشكله تنظيم القاعدة وأسامة بن لادن وحركة طالبان والأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم. هم،	4
(ب) فريق دعم إنفاذ الجزاءات، بتنسيق من فريق الرصد، يضم ما يصل إلى خمسة عشر عضوًا من ذوي الخبرة في مجالات مثل: الجمارك وأمن الحدود ومكافحة الإرهاب، ويكون مقرهم في الدول المشار إليها في الفقرة 2 أعلاه بالتشاور الكامل والتعاون الوثيق مع تلك الدول؛	2
ب) إذا كان الرهينة شخصًا يقل عمره عن ثمانية عشر عامًا،	1
وليس لفريق الرصد على علم بوجود أي حالات لأفراد مدرجين في القائمة تم إيقافهم على الحدود منذ تقريره الأخير، ولم تتلق اللجنة أي تقارير في هذا الصدد.	2
وأشار بلد آخر إلى مخاطر زيادة تدفقات الهجرة والحركات المتطرفة وتنشيط الشبكات الإرهابية الدولية في المنطقة المجاورة مباشرة لأوروبا، رغم أنه ذكر أنه لم يرصد أي تهديد مباشر لأراضيه.	3
27 - وعلى الرغم من التأخير، فإن ما يشجعني هو أن جميع الأطراف المعنية قد وافقت الآن على استئناف تبادل الزيارات العائلية، مما يسمح لآلاف الأفراد في الإقليم والمخيمات في منطقة تندوف بالاستفادة من هذا البرنامج الإنساني.	2
أ. تجنيد الأطفال واستخدامهم من جانب القوات المسلحة والجماعات المسلحة 14. قامت فرقة العمل النيبالية المعنية بالأطفال والصراع المسلح، والتي أنشئت بموجب أحكام قرار مجلس الأمن 1612 (2005)، برصد تجنيد الأطفال من جانب الجيش الماوي والمنظمات التابعة للحزب الشيوعي النيبالي الماوي أثناء حملة التجنيد التي أعقبت وقف إطلاق النار والتي بلغت ذروتها في تشرين الثاني/نوفمبر 2006.	1
في الجلسة 6900 لمجلس الأمن، المعقودة في 15 كانون الثاني/يناير 2013، فيما يتعلق بنظر المجلس في البند المعنون "التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	4
وقد وضعت بعض الدول استراتيجيات وطنية لمكافحة الإرهاب، ولكن مستوى التنفيذ يحتاج إلى تحسين وينبغي إيلاء مزيد من التركيز للجوانب الوقائية، بما في ذلك على وجه الخصوص معالجة التحريض على الإرهاب والتهديد بالتطرف الذي يؤدي إلى التطرف العنيف.	2
وحتى في حالة وجود أساس قانوني للتعاون في المسائل المتعلقة بمكافحة الإرهاب بين الدول، فإن تحقيق التعاون العملي لا يزال يشكل تحديا. والأسباب ذات طبيعة تقنية وسياسية.	4
ومع ذلك، فهي لا تعرف عدد الأشخاص الذين تم إطلاق سراحهم وعدد الأشخاص الذين ما زالوا رهن الاحتجاز.	2
44 - ووفقا لدائرة الإجراءات المتعلقة بالألغام، "تشكل الأجهزة المتفجرة المرتجلة نظام أسلحة خطيرا بشكل فريد بسبب تنوعها وقابليتها للتكيف وطريقة استخدامها.	2
رسالة مؤرخة 14 تشرين الأول/أكتوبر 2005 موجهة من الأمين العام والممثل السامي للسياسة الخارجية والأمنية المشتركة للاتحاد الأوروبي إلى الأمين العام. ووفقا لأحكام قرار مجلس الأمن 1575 (2004)، أرفق النص الثالث - التقرير الشهري عن أنشطة البعثة العسكرية للاتحاد الأوروبي في البوسنة والهرسك (EUFOR).	2
25 - وإدراكا للحاجة الخاصة إلى تنسيق عمله مع المديرية التنفيذية للجنة مكافحة الإرهاب وغيرها من الهيئات ذات الصلة في المجالات التي قد تشعر فيها الدول بأنها مثقلة بالأعباء بسبب طلبات الحصول على معلومات من مجلس الأمن، وضع الفريق استراتيجية مشتركة مع المديرية التنفيذية ولجنة مكافحة الإرهاب. الخبراء الذين يدعمون اللجنة المنشأة عملا بالقرار 1540 (2004) لمعالجة المشاكل التي تواجهها الدول التي لم تقدم بعد التقارير المطلوبة من اللجان الثلاث.	4
وتم الإبلاغ عن القتال مرة أخرى يومي 22 و 23 يوليو في الواك بين نفس العشائر، مما أدى إلى مقتل 32 شخصًا وإصابة أكثر من 60 شخصًا.	1
بناء على توصية لجنة التحقيق الدولية بشأن كوت ديفوار هذا العام، أنشأ مجلس حقوق الإنسان ولاية خبير مستقل معني بالحالة في كوت ديفوار يتولى مسؤولية مساعدة الحكومة والجهات الفاعلة الأخرى ذات الصلة في التنفيذ من توصيات اللجنة.	2
وإذ يؤكد على أهمية عمليات المساعدة الإنسانية ويدين جميع أعمال العنف أو التهديدات بالعنف ضد موظفي الأمم المتحدة والجهات الفاعلة الإنسانية وأي تسييس للمساعدات الإنسانية من جانب طالبان والجماعات أو الأفراد المرتبطين بها،	4
وفي أماكن أخرى، اضطرت المجموعات بسبب الضوابط الفعالة والحاجة إلى تجنب الكشف إلى تكييف وارتجال الأجهزة من المنتجات التي يمكن الحصول عليها بسهولة أكبر.	1
ويشدد المجلس على ضرورة أن تتعاون الحكومة الجديدة، بمجرد تشكيلها، مع المجتمع الدولي وأن تستغل الفترة الانتقالية بشكل بناء لأغراض المصالحة والاستقرار وإعادة الإعمار.	4
تم لاحقًا دمج البيانات المجمعة وتحليلها بواسطة وحدة دمج معلومات جميع المصادر. وبدأت الوحدة أيضًا في تدريب وحدات المشاة على الوعي بالمعلومات وإجراءات تبادل المعلومات لتعزيز تدفق المعلومات داخل قوة البعثة المتكاملة.	2
9 - يقرر أن تواصل لجنة القرار 1540 تكثيف جهودها لتعزيز التنفيذ الكامل من جانب جميع الدول للقرار 1540 (2004)، من خلال برنامج عملها الذي يشمل تجميع وفحص عام للمعلومات المتعلقة بحالة تنفيذ الدول. للقرار 1540 (2004) وكذلك الجهود التي تبذلها الدول في مجال التوعية والحوار والمساعدة والتعاون؛ والذي يتناول على وجه الخصوص جميع جوانب الفقرات 1 و2 و3 من ذلك القرار، والتي تشمل (أ) المساءلة، (ب) الحماية المادية، (ج) مراقبة الحدود وجهود إنفاذ القانون، (د) التصدير والشحن العابر على المستوى الوطني الضوابط بما في ذلك الضوابط على توفير الأموال والخدمات مثل التمويل لهذه الصادرات والشحنات العابرة؛ ويتضمن، حسب الاقتضاء، أولويات محددة لعمله، مع مراعاة استعراضه السنوي بشأن تنفيذ القرار 1540 (2004)، الذي يتم إعداده بمساعدة فريق الخبراء قبل نهاية شهر كانون الأول/ديسمبر من كل عام؛	4
"ويؤكد مجلس الأمن من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات للسلام والأمن، وأن أي أعمال إرهابية هي أعمال إجرامية وغير مبررة، بغض النظر عن دوافعها، ومتى ارتكبت وأيا كان مرتكبها.	4
44 - ظل مستوى التصديق على الصكوك الدولية دون تغيير منذ عام 2009 ويتباين بشكل كبير.	2
وتقوم الأمم المتحدة بدراسة أفضل السبل لتعزيز قدرات مكافحة الإرهاب لدى بعثات الأمم المتحدة السياسية الخاصة، وعمليات حفظ السلام، وأفرقة الأمم المتحدة القطرية.	4
كما أن تحليلاتنا وأبحاثنا المتعلقة بشكل وشكل الحفرة لا تقدم أي دليل واضح على ما إذا كان هناك انفجار فوق الأرض أو تحتها.	2
o في 3 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية مسجد دار الأيتام الإسلامية في الوعر بحمص، مما أدى إلى إلحاق أضرار جسيمة بالمسجد.	1
ورغم أن قوات الدفاع ذكرت أنها كانت تمتلك في عام 2006 1200 قطعة سلاح من طراز M16، فإن السجلات تكشف عن اختفاء 45 قطعة سلاح من طراز M16. وبالإضافة إلى ذلك، فُقدت ثلاث بنادق نصف آلية من طراز FN-FNC، وثلاث بنادق نصف آلية من طراز SKS، وسلاحين من طراز Uzi كانت في السابق في عهدة قوات الدفاع وسيطرتها.	3
وقد اتخذت أربع دول تدابير محددة لقمع تجنيد الإرهابيين.	4
وكان صبي يبلغ من العمر 10 أعوام واحداً من بين 14 شخصاً قُتلوا في موجة من العنف الطائفي في مقاطعة كابيلفاستو في سبتمبر/أيلول 2007.	1
5 - يطلب إلى فريق الرصد أن يقدم تقريرا إلى اللجنة المنشأة عملا بالقرار 1267 (1999)، بما في ذلك من خلال إحاطات خبراء آلية الرصد بشأن عمل آلية الرصد على النحو المنصوص عليه في الفقرة 3 أعلاه، ويطلب أيضا إلى فريق دعم إنفاذ الجزاءات وتقديم تقرير مرة واحدة على الأقل شهريًا إلى فريق الرصد؛	4
وستتضمن الاجتماعات تعليقات دورية من مجموعات العمل المسؤولة عن تتبع التقدم المحرز فيما يتعلق بالرصد والتنفيذ الوطني؛ مساعدة؛ والتعاون مع المنظمات الدولية، بما في ذلك لجان مجلس الأمن المنشأة عملاً بالقرارين 1267 (1999) و1373 (2001)؛ والشفافية والتواصل الإعلامي.	4
وعلاوة على ذلك، يدعو مجلس الأمن جميع الجهات الفاعلة إلى اتخاذ التدابير الكافية والضرورية لضمان احترام مبادئ حماية اللاجئين والالتزامات بموجب قانون اللاجئين، بما في ذلك الطابع المدني والإنساني لمخيمات اللاجئين.	4
الدعوة إلى امتثال أطراف النزاع المسلح بشكل صارم للقانون الإنساني الدولي وقانون حقوق الإنسان المعمول بهما فيما يتعلق بحماية النساء والفتيات المتضررات من النزاع المسلح.	4
إن هذه التصريحات المهينة وغير المهذبة وغير المقبولة والتهديدية التي أدلى بها الرئيس الأوغندي تشكل انتهاكا صارخا لميثاق الأمم المتحدة، ولا سيما المادة 2 (4)، التي تنص بوضوح على أنه "يمتنع جميع الأعضاء في علاقاتهم الدولية عن التهديد باستعمال القوة أو استخدامها ضد سلامة الأراضي أو الاستقلال السياسي لأية دولة، أو على أي وجه آخر لا يتفق ومقاصد الأمم المتحدة".	3
(أ) يكرر دعوته أطراف النزاع المسلح المدرجة أسماؤهم في مرفقات تقرير الأمين العام عن الأطفال والنزاع المسلح التي لم تقم بعد بإعداد وتنفيذ خطط عمل لوقف تجنيد الأطفال واستخدامهم، أن تفعل ذلك دون مزيد من التأخير في انتهاك للقانون الدولي المعمول به؛	4
تم توجيه بعض التهديدات ضد موظفي البرنامج.	3
وتعرب بشكل خاص عن قلقها العميق إزاء استخدام العنف الجنسي كسلاح في الحرب. ويدعو جميع الدول إلى وضع حد للإفلات من العقاب في هذا الصدد أيضًا.	4
وأشاروا إلى أن فشل إثيوبيا في السماح بالمضي قدماً في عملية الترسيم الكامل للحدود، فضلاً عن القيود المستمرة والمتزايدة المفروضة على عمل البعثة، تثير تساؤلات جدية حول قدرة البعثة على البقاء على المدى الطويل.	3
ويسرني أن أشير إلى أن المجلس أقر بأهمية زيادة التنسيق وتبادل المعلومات بين الجهات الفاعلة المشاركة في مراقبة حظر الأسلحة.	4
155 - وعقد الفريق أيضا اجتماعه الثاني في جنيف في أيار/مايو 2005 لرؤساء ونواب رؤساء أجهزة الاستخبارات والأمن في ست دول عربية، وواصل مناقشاته بشأن التهديد الذي يشكله تنظيم القاعدة والتدابير الإضافية الممكنة للتصدي له لكي ينظر فيه الفريق. مجلس الأمن.	4
16 - ثانيا، تضعف الجريمة عبر الحدود قدرات الدولة، بما في ذلك القدرات العسكرية وقدرات الشرطة.	4
52- كما استخدمت الدولة التجويع المتعمد كوسيلة للسيطرة والعقاب في مرافق الاحتجاز.	1
"ويرحب مجلس الأمن بإنشاء آلية مراقبة وطنية من جانب رئيس جمهورية الكونغو الديمقراطية جوزيف كابيلا، وفقا لما طلبه إطار مجلس السلم والأمن والقرار 2098 (2013)، ويدعو رئيس جمهورية الكونغو الديمقراطية إلى ضمان الشفافية والشمول في هذه الآلية.	4
11. أولاً، تأثرت الأسلحة المتوفرة في مطار بام، خلال الجزء الأول من فترة الولاية، بأنشطة المراقبة التي قامت بها فرق العمل البحرية الأجنبية العاملة في خليج عدن.	1
وجاءت الزيارة إلى بواكي بعد يوم من الاشتباك بين المتمردين والقوة الفرنسية لمراقبة وقف إطلاق النار في دويكوي.	1
يقرر بموجب هذا إنشاء محكمة دولية لغرض وحيد هو محاكمة الأشخاص المسؤولين عن الانتهاكات الجسيمة للقانون الإنساني الدولي المرتكبة في إقليم [الدولة المتضررة] بين [التواريخ] ....	4
ثم بدأ المركز دورة تدريبية حول التحقيقات في العنف القائم على نوع الجنس للشرطة الوطنية في تموز/يوليه، حيث تم تدريب ما مجموعه 40 من ضباط الشرطة الوطنية (30 امرأة) حتى الآن.	2
87. يتم التخطيط لجميع العمليات العسكرية في الخرطوم من قبل لجنة هيئة الأركان المشتركة.	1
وتتطلع اللجنة إلى استمرار هذا الدعم الاحترافي للغاية.	4
183- وتترأس المحاكمات الجنائية المتعلقة بالجرائم التي يعاقب عليها بالسجن لأكثر من خمس سنوات هيئة من القضاة.	4
وعشية المظاهرة، أصدر القائد العام للشرطة الوطنية مارتينز أمرًا مكتوبًا بشأن نشر الشرطة الوطنية واستخدام القوة. وشمل ذلك استخدام شرطة مقاطعة ديلي للقيام بدوريات راجلة، ووحدة الحماية المباشرة لحماية كبار الشخصيات في الدولة، ووحدة الشرطة الاحتياطية للقيام بالدوريات في "المناطق الحرجة".	2
ويرجى من الدول الأعضاء أن تقصر مداخلتها على 5 دقائق.	4
يعترف مجلس الأمن بلجنة بناء السلام، في مجال اختصاصها، باعتبارها منتدى للتنسيق في مجال ما بعد الصراع بين منظومة الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية، وفقا لقراره 1645 (2005) وقرار الجمعية العامة 60/180.	4
271 - وجدت اللجنة أنه على الرغم من أن جميع الأطراف المشاركة في الصراع قد ارتكبت جرائم ضد السكان المدنيين، فإن حكومة السودان والجنجويد يتحملون المسؤولية عن الغالبية العظمى من جرائم قتل المدنيين التي ارتكبت خلال الصراع في دارفور.	3
23 - وواصلت إحدى الدول جهود مكافحة التطرف بين الجماعات المسلحة ودعمت إنتاج هذه الجماعات لمنشورات تتصدى للإيديولوجية المتطرفة. وقد تم توزيع هذه المنشورات، بما فيها المنشور الذي ينكر تنظيم القاعدة، على الصعيد الدولي، بما في ذلك على مواقع الإنترنت.	4
وفشلت مهاجمة رابعة في تفجير قنبلتها وتم اعتقالها بعد أيام قليلة.	1
وفي الواقع، فإن الافتقار إلى التفاصيل يعني أن النشرات الخاصة المشتركة بين الإنتربول ومجلس الأمن التابع للأمم المتحدة، والتي تمثل الأداة الرئيسية لنشر المعلومات عن الأشخاص المدرجين في القائمة على وكالات إنفاذ القانون، كانت موجودة بالنسبة لـ 309 من أصل 488 اسما مدرجا في القائمة في بداية المراجعة. ; ويبلغ العدد الآن 361 ومن المرجح أن يرتفع.	3
وأشار خبراء الوكالة الدولية للطاقة الذرية للفريق إلى أنه من الأرجح أن يحصل الإرهابيون بشكل غير مشروع على جهاز عسكري بدلا من أن يصنعوا جهازا مرتجلا خاصا بهم.	1
وخلال تلك الأيام الثلاثة، زُعم أن أربع فتيات تعرضن للاغتصاب وتعرضت واحدة للاعتداء الجنسي.	1
11 - يؤكد أن المنظمات الدولية والإقليمية المتخصصة لها دور مهم تؤديه في بناء فهم للتهديد الإرهابي، وفي تيسير التعاون الدولي في مجال مكافحة الإرهاب، لا سيما من خلال تقديم المساعدة التقنية وما يتصل بها من مساعدة، حسب الطلب.	4
والتزموا بتوحيد الجهود في الحرب ضد بوكو حرام، وتعهدوا بالانتهاء من إنشاء مقر قوة العمل المشتركة المتعددة الجنسيات بحلول 20 تشرين الثاني/نوفمبر في نيجيريا، ونشر وحدة تتألف كل منها من 700 جندي داخل الحدود الوطنية.	2
58 - منذ إنشاء الصندوق الاستئماني لمكافحة الإرهاب، أصبحت المديرية التنفيذية أكثر كفاءة في إدارة التبرعات دعما لأنشطتها.	4
وهذا من شأنه أن يساعد على تسهيل إجراءات الحبس الاحتياطي والمحاكمة وما بعد الإدانة بالنسبة للمجرمين الذين يشكلون خطراً كبيراً وفقاً للمعايير الدولية لحقوق الإنسان.	4
يدين بشدة تجنيد واستخدام الأطفال الجنود من قبل أطراف النزاع المسلح في انتهاك للالتزامات الدولية المنطبقة عليهم وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال في النزاع المسلح.	4
25 - يطلب إلى جميع الدول الأعضاء، ولا سيما حكومة أفغانستان، إبلاغ اللجنة إذا علمت بأي معلومات تشير إلى ضرورة النظر في إدراج أي فرد أو مجموعة أو مؤسسة أو كيان تم رفع اسمه من القائمة بموجب الفقرة 1 من هذا القرار. ، ويطلب كذلك أن تقدم حكومة أفغانستان إلى اللجنة تقريراً سنوياً عن حالة الأفراد الذين تفيد التقارير بأنهم تصالحوا والذين رفعت اللجنة أسمائهم من القائمة في العام السابق؛	4
وضربت إحدى الدول مثال الأفراد الذين مُنعوا من الدخول خلال العقد الماضي للاشتباه في تورطهم في نشاط إرهابي دولي.	3
وقد وجه منسق الشؤون الإنسانية نداءً لتقديم المساعدة الإنسانية الطارئة لمساعدة 20,000 أسرة على البقاء على قيد الحياة في فصل الشتاء.	2
ونظرا للعداء الطويل الأمد الذي تكنه هذه الجماعات للأمم المتحدة، فإن هذا يشير إلى وجود خطر مستمر على أفراد البعثة.	3
يؤكد من جديد إدانته لجميع أعمال التحريض على العنف ضد المدنيين في حالات النزاع المسلح، ويؤكد من جديد كذلك ضرورة تقديم الأفراد الذين يحرضون على هذا العنف أو يتسببون فيه بطريقة أخرى إلى العدالة، ويشير إلى استعداده، عند الإذن بالبعثات، للنظر، عند الاقتضاء، في اتخاذ خطوات الرد على البرامج الإعلامية التي تحرض على الإبادة الجماعية والجرائم ضد الإنسانية والانتهاكات الجسيمة للقانون الإنساني الدولي.	4
"وينوه مجلس الأمن بالعمل الهام الذي تقوم به كيانات الأمم المتحدة وغيرها من المنظمات المتعددة الأطراف في دعم الجهود الرامية إلى منع وقمع تمويل الإرهاب والمنظمات الإرهابية، ولا سيما فرقة العمل المعنية بالإجراءات المالية، وفريق شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال. (ESAAMLG)، ومجموعة العمل الحكومية الدولية لمكافحة غسل الأموال في غرب أفريقيا (GIABA)، وفرقة العمل المعنية بالإجراءات المالية في الشرق الأوسط وشمال أفريقيا لتعزيز القدرات والتعاون (MENAFATF).	4
وخلال زياراته، التقى الفريق بالهيئات الوطنية المسؤولة عن الإشراف على نظام العقوبات والجهات الأكثر انخراطاً في التعامل مع التهديد الذي تشكله حركة طالبان وتنظيم القاعدة على الأرض.	4
دعم المستشفيات التي تعالج ضحايا الاغتصاب (الرعاية الطبية والجراحية، والاستشارة الطوعية والسرية بعد الاغتصاب وعلاج الأمراض المنقولة جنسيا).	2
وإذ يدعو المجتمع الدولي، ولا سيما بلدان المنطقة وجيران العراق، إلى دعم الشعب العراقي في سعيه لتحقيق السلام والاستقرار والأمن والديمقراطية والرخاء، ويرحب بمؤتمرات الجيران الموسعة التي عقدت في شرم الشيخ واسطنبول والكويت ودورهم في دعم جهود حكومة العراق لتحقيق الأمن والاستقرار في العراق، وما يترتب على ذلك من نتائج إيجابية على السلام والأمن الإقليميين والدوليين، وإذ يرحبون أيضا بمؤتمر الجيران الموسع الذي عقد في الكويت في 22 نيسان/أبريل وافق عام 2008 على اختصاصات آلية الدعم، وإذ يلاحظ أن التنفيذ الناجح لهذا القرار سيسهم في الاستقرار الإقليمي،	4
40 - يرحب بالإحاطات الدورية التي تقدمها حكومة أفغانستان بشأن محتوى القائمة، وكذلك بشأن أثر الجزاءات المحددة الهدف في ردع التهديدات التي يتعرض لها السلام والاستقرار والأمن في أفغانستان، ودعم المصالحة التي يقودها الأفغان؛	4
وأضاف أن مبادئ الأمم المتحدة لحفظ السلام، وهي موافقة الأطراف والحياد وعدم استخدام القوة إلا في حالة الدفاع عن النفس والدفاع عن الولاية، قد لا تنطبق دائما على الجماعات الإجرامية المسلحة في البعثات المعاصرة، و وأن تطبيقها يمكن مراجعته وتعديله ليتناسب مع التهديدات المعاصرة وسياق العنف الذي يواجهه المدنيون الأبرياء وأفراد حفظ السلام في مناطق الصراع.	2
ويعرب المجلس عن قلقه إزاء جميع الانتهاكات والتجاوزات لحقوق الإنسان، ويدعو السلطات الليبية إلى التحقيق في جميع هذه الأعمال وتقديم مرتكبيها إلى العدالة، بما في ذلك تلك المرتكبة ضد الأطفال.	4
(ح) مواصلة زيادة الجهود الرامية إلى توعية البرلمانيين وغيرهم من صناع القرار الرفيعي المستوى؛	4
NA	2
وإذ تضع في اعتبارها مسؤوليتها الأساسية بموجب ميثاق الأمم المتحدة عن صون السلام والأمن الدوليين، وإذ تؤكد أهمية اتخاذ التدابير الرامية إلى منع نشوب الصراعات وحلها،	2
5 - يهيب بجميع الدول أن تواصل اتخاذ خطوات عاجلة لإنفاذ وتعزيز التدابير المفروضة بموجب القوانين أو اللوائح المحلية على مواطنيها وغيرهم من الأفراد أو الكيانات العاملين في أراضيها وتعزيزها، من خلال سن تشريعات أو تدابير إدارية، حيثما يكون ذلك مناسبا، لمنع معاقبة انتهاكات التدابير المشار إليها في الفقرة 1 من هذا القرار، وإبلاغ اللجنة باعتماد هذه التدابير، ويدعو الدول إلى إبلاغ اللجنة بنتائج جميع التحقيقات أو إجراءات الإنفاذ ذات الصلة، ما لم يكن ذلك من شأنه الإضرار إجراءات التحقيق أو التنفيذ؛	4
وتتطلع البعثات الثلاث أيضًا إلى زيادة توسيع التعاون في استئجار طائرات ركاب ذات سعة عالية لتناوب القوات؛ وإنشاء مكتب مشتريات إقليمي مشترك الموظفين؛ وتعزيز مرفق بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية في عنتيبي، أوغندا، الذي يخدم بالفعل بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية وعملية الأمم المتحدة في بوروندي وبعثة الأمم المتحدة في السودان، لتوفير أماكن إقامة مؤقتة للقوات ونقطة دخول رئيسية للشحنات لجميع البعثات الثلاث، من بين مهام أخرى.	4
40 - وانتهى مكتب الأمم المتحدة المعني بالمخدرات والجريمة من بناء مبنى جديد لـ 40 سجينة في سجن بوساسو، بونتلاند. ويستمر بناء مبنى آخر يتسع لـ 200 سجين. كما تم بناء بوابة حراسة جديدة ومستودع أسلحة.	2
49 - ومن الواضح أنه عندما تبدأ البعثة انسحابها من بيراو في 21 تشرين الأول/أكتوبر 2010، فإن القوات الوطنية لجمهورية أفريقيا الوسطى قد لا تكون على الفور في وضع يسمح لها بنشر قوات إضافية والحفاظ عليها.	3
وكان من المأمول أن يتم إتاحة القرار 1521 (2003) والقرار 1532 (2004)، اللذين يدعوان إلى تجميد الأصول، لعملية وطنية لتعويض الضحايا، حيث أن ولاية المحكمة لا تشمل تعويض الضحايا.	4
وفي هذا الصدد، نطالب ببذل كل ما في وسعنا لضمان عقد هذه الاجتماعات كل شهرين، كما هو متفق عليه، وأن يشارك رؤساء أجهزة المخابرات والأمن شخصيا في هذه الاجتماعات قدر الإمكان. ونحث جميع أصحاب المصلحة المعنيين، بما في ذلك المركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، ووحدة الاندماج والاتصال في منطقة الساحل، ولجنة أجهزة الاستخبارات والأمن الأفريقية، بالتعاون الوثيق مع مفوضية الاتحاد الأفريقي، على مواصلة وتكثيف جهودهم. وبذل الجهود لتبادل وجهات النظر والمساعدة المتبادلة، فضلا عن تنفيذ الجوانب البارزة من الاستنتاجات العملياتية لاجتماع رؤساء أجهزة الاستخبارات والأمن.	4
ويوصي الفريق الآن كذلك بأنه بمجرد أن يتلقى الفريق أو اللجنة تقريرا عن وفاة أحد الأشخاص المدرجين في القائمة، فإن الفريق يبذل قصارى جهده لإثبات الوقائع، بالتعاون مع الدول المعنية، وينقل النتائج التي يتوصل إليها إلى اللجنة. في أسرع وقت ممكن.	4
58 - وفي حين أبلغ العديد من الدول الأعضاء الفريق بأن النظام يقدم مساهمة إيجابية في جهودها الوطنية الرامية إلى مكافحة تنظيم القاعدة وحركة الطالبان، فإن الاستعراض وضع مستوى دعمها على المحك من خلال طلب مساهمات كبيرة، لا سيما من الدول الأكثر أهمية. متأثرا بالتهديد.	4
وفي وقت ما بين الساعة 15/13 والساعة 30/13، أبلغه المقدم أحمد الأسير بوقوع الانفجار وباستهداف موكب السيد الحريري.	3
ومن الضروري أن تتأكد الدول من أن أنظمة المراقبة الخاصة بها، سواء بالنسبة للمتفجرات العسكرية أو التجارية، قوية قدر الإمكان.	4
ولا تزال شبكة حقاني (TE.H.12.12) متورطة بشكل مباشر في الهجمات الإرهابية في أفغانستان.	1
وتود حكومة الجمهورية العربية السورية أن تعرب عن تقديرها للجهود التي تبذلها إدارة عمليات حفظ السلام ومسؤولو قوة الأمم المتحدة لمراقبة فض الاشتباك في الجولان السوري المحتل للحفاظ على الأمن والسلام في منطقة عمليات القوة، وفقا لولايتها. ومنذ إنشاء القوة في عام 1974، دأبت سوريا على دعم وتسهيل عملها بشكل مستمر واحترمت ولايتها. كما حافظت على علاقات وثيقة مع مسؤولي قوة الأمم المتحدة لمراقبة فض الاشتباك، وهيئة الأمم المتحدة لمراقبة الهدنة، وإدارة عمليات حفظ السلام. لقد أعرب الأمين العام في تقاريره السابقة دائما عن تقديره لتعاون سوريا وجهودها الدؤوبة لضمان سلامة قوات الأندوف واحترامها لتفويض القوة.	4
