en_ar_DEEPL	QuadClass
وقد استخدم مصطلح الجنجويد، على وجه الخصوص، على نطاق واسع من قبل ضحايا الهجمات لوصف مهاجميهم.	1
167. سنت جميع دول المنطقة دون الإقليمية قوانين للهجرة وجوازات السفر لتنظيم الهجرة وأمن وثائق السفر، ووضعت إجراءات لإثبات الهوية الحقيقية للأشخاص قبل إصدار وثائق الهوية.	2
(ب) تيسير إنشاء الآليات الإقليمية اللازمة للتعاون الدولي في الإجراءات الجنائية;	2
وتلقت اللجنة معلومات موثوقة تفيد بأن هؤلاء الأشخاص تعرضوا للتعذيب والمعاملة القاسية واللاإنسانية والمهينة.	1
4. يهيب بالدول أن تتحرك بقوة وحزم لوقف تدفقات الأموال وغيرها من الأصول المالية والموارد الاقتصادية إلى الأفراد والكيانات المرتبطين بتنظيم القاعدة و/أو أسامة بن لادن و/أو حركة الطالبان مع مراعاة المدونات والمعايير الدولية لمكافحة تمويل الإرهاب، بما في ذلك تلك التي تهدف إلى منع إساءة استخدام المنظمات غير الربحية ونظم التحويلات غير الرسمية/البديلة، حسب الاقتضاء؛	4
إذا كانت البنوك متشددة للغاية في تحديد ما يجب فحصه كحالة محتملة لتمويل الإرهاب، فمن المرجح أن تفوت البنوك استخدام أساليب جديدة بقدر ما تكتشف استخدام أساليب قديمة.	2
وقد وُصفت الجريمة المنظمة والفساد بأنهما أكبر الأخطار التي تهدد استقرار كوسوفو واستدامة مؤسساتها.	1
وقدرت منظمة "محيطات ما بعد القرصنة"، وهي منظمة غير حكومية، أنه تم إنفاق 3.2 مليار دولار في عام 2013 للتصدي للقرصنة، حيث أنفق المجتمع الدولي حوالي 139 مليون دولار لكل هجوم.	2
12. خلال الفترة المشمولة بالتقرير، واصلت حكومة تشاد ومفوضية الأمم المتحدة لشؤون اللاجئين تنفيذ برامج لتوعية اللاجئين والمشردين بالطابع المدني للمخيمات. وفي 12 أيلول/سبتمبر، في مخيم قوز عامر للاجئين بالقرب من قوز بيضا (منطقة دار سيلا)، ألقت المفرزة الأمنية المتكاملة القبض على 11 شخصا يشتبه في قيامهم بأنشطة تجنيد في المخيم لصالح جماعة مسلحة على مدى الأشهر القليلة الماضية.	2
إن عدم رغبتها في إنفاذ سيادة القانون وضمان احترام سيادة دولة عضو في الأمم المتحدة وسلامة أراضيها قد أضر بمصداقيتها وكذلك بسلطتها القانونية والأخلاقية.	3
134. ونجحت العينات التي جُمعت من مسرح الجريمة ومزيد من فحوص الطب الشرعي في تحديد هوية الشاحنة الميتسوبيشي كانتر.	2
وفيما يتعلق ببوروندي، دعت البعثة الجماعات المسلحة إلى وقف جميع الأعمال العدائية وبدء مفاوضات لوقف إطلاق النار دون مزيد من التأخير.	4
[و] التشديد على أهمية نزع سلاح الجماعات المسلحة [الوطنية] والأجنبية وتسريحها وإعادة توطينها أو إعادتها إلى أوطانها، حسب الاقتضاء، وإعادة إدماجها بشكل دائم من أجل تحقيق الاستقرار الطويل الأجل في [البلد المتضرر]، وعلى أهمية المساهمة التي يقدمها الشركاء الدوليون في هذا المجال.	4
23. وتود اللجنة أن تعرب عن تقديرها لفريق الرصد للتقرير الرفيع المستوى والتوصيات الواردة فيه وكذلك للدعم والمساعدة المهنيين الرفيعي المستوى المقدمين إلى اللجنة، وتتطلع إلى تلقي التقرير السابع الذي سيقدمه الفريق وفقا للمرفق الثاني للقرار 1735 (2006) في 30 أيلول/سبتمبر 2007.	4
يمكن تحسين فعالية تجميد الأصول من خلال تحسين الربط بين أولئك الذين يفهمون القضايا الحالية (مثل وكالات إنفاذ القانون ووكالات الاستخبارات) مع وحدات الاستخبارات المالية.	1
يشدد على أن البرامج الفعالة لنزع سلاح الأطفال وتسريحهم وإعادة إدماجهم، استنادا إلى أفضل الممارسات التي حددتها اليونيسيف وغيرها من الجهات الفاعلة المعنية بحماية الطفل، هي برامج حاسمة الأهمية لرفاه جميع الأطفال الذين جندتهم أو استخدمتهم القوات والجماعات المسلحة بما يتعارض مع القانون الدولي الساري، وهي عامل حاسم في تحقيق السلام والأمن الدائمين، ويحث الحكومات الوطنية والجهات المانحة على ضمان حصول هذه البرامج المجتمعية على موارد وتمويل كافيين ومستمرين وفي الوقت المناسب.	4
أما داخل الجيش، فتتم عملية الإبلاغ وجميع الاتصالات الأخرى صعوداً ونزولاً في التسلسل القيادي كما هو الحال في معظم القوات المسلحة التقليدية.	2
552. يتبين من عرض الانتهاكات المبينة في الجزء الأول من هذا التقرير أن انتهاكات جسيمة لحقوق الإنسان والقانون الإنساني ارتكبت على نطاق واسع من جانب القوات الحكومية أو الميليشيات الخاضعة لسيطرة الحكومة.	1
7. من أجل تحقيق قدر أكبر من الاتساق ومطابقة الأحكام على جميع الوثائق المعدة للجنة، سيتم إنشاء آليات مشتركة بين المجموعات للتركيز على مختلف المجالات الفنية التي تناولها القراران 1373 (2001) و 1624 (2005)، وستُنشأ وحدة لمراقبة الجودة لاستعراض جميع الوثائق قبل إصدارها.	2
109. وقد أُبلغ السيد صديق بأن مادة TNT وبعض المتفجرات الخاصة قد استُخدمت من أجل توجيه الشبهات نحو الجماعات الإسلامية المتطرفة، حيث إن هذه الأنواع من المتفجرات لم تستخدم إلا في عمليات في العراق.	1
وترحب اللجنة بأنشطة المديرية التنفيذية للجنة مكافحة الإرهاب في هذا المجال، وتشجع المديرية التنفيذية على مواصلة تطويرها، في إطار توجيهات اللجنة، من خلال تعميق إطارها التحليلي، بما في ذلك من خلال مشاركة المديرية التنفيذية في الفريق العامل المعني بحماية حقوق الإنسان في سياق مكافحة الإرهاب التابع لفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب.	4
1. يكرر الإعراب عن قلقه إزاء استمرار الأزمة وتدهور الوضع في كوت ديفوار، مما يهدد بشكل خطير السلام والاستقرار في منطقة غرب أفريقيا؛	1
60. وكما أشرت من قبل (انظر S/2010/85، الفقرة 176)، ينبغي التعامل بحذر مع إعادة تشكيل شرطة البعثة، مع مراعاة عوامل أخرى من بينها الحاجة إلى وجود كاف في جميع المقاطعات والوحدات لتوفير الرصد والمشورة والتدريب والتوجيه والدعم على النحو المطلوب لمواصلة بناء القدرات والتطوير المؤسسي للشرطة الوطنية.	2
وهذا جانب مهم لأنه زاد إلى حد كبير من مستوى الإحباط والكراهية من جانب السكان المستهدفين، بما في ذلك المؤيدين أو من يُعتقد أنهم مؤيدون لأحزاب المعارضة والجماعات المجتمعية، فيما يتعلق بالشرطة وقوات الأمن.	3
ونتيجة لذلك، تحسنت الحالة الأمنية في ميتروفيتشا تحسنا كبيرا، وكذلك توفير الخدمات القضائية وخدمات الاحتجاز. بيد أنه لم يحرز سوى تقدم ضئيل أو لم يحرز أي تقدم يذكر في عودة المشردين من صرب كوسوفو وألبان كوسوفو إلى ديارهم على جانبي نهر إيبار.	2
وأفاد الاتحاد الروسي بأنه اتخذ تدابير لحماية السفن ومرافق الموانئ من الهجمات الإرهابية، على النحو المنصوص عليه في أحكام المدونة الدولية لأمن السفن والمرافق المرفئية المتعلقة بالتدريب والإخطار والإشارات في حالات الطوارئ.	2
"ويرحب مجلس الأمن بالخطوات التي اتخذتها المحاكم والهيئات القضائية الجنائية الوطنية والدولية و "المختلطة" ضد من يُدعى أنهم ارتكبوا انتهاكات جسيمة ضد الأطفال في حالات النزاع المسلح انتهاكا للقانون الدولي الساري.	4
4. عقب اعتماد القرار 1595 (2005)، جرت مشاورات مكثفة بشأن إنشاء اللجنة وملاك موظفيها ودعمها اللوجستي. وفي 26 أيار/مايو 2005، وصل فريق متقدم صغير برئاسة المفوض ديتليف ميليس إلى بيروت.	4
6. إن انحسار تنظيم القاعدة هو في جزء منه نتيجة للحملة الدولية المتواصلة لتقييد نفوذه، وفي جزء آخر نتيجة لصنعه هو نفسه.	2
وإذ يساوره بالغ القلق إزاء الأنشطة المسلحة وأعمال اللصوصية في [المنطقة] التي تهدد أمن السكان المدنيين وسير العمليات الإنسانية في تلك المناطق واستقرار تلك البلدان، والتي تؤدي إلى انتهاكات خطيرة لحقوق الإنسان والقانون الإنساني الدولي.	3
46. ومنذ انتهاء الولاية الأخيرة، في منتصف آذار/مارس 2005، ساءت العلاقة بين الحكومة الاتحادية الانتقالية والمعارضة بشكل خطير، مما يجعل احتمال نشوب مواجهة عسكرية حادة بين الطرفين أمرا مرجحا إلى حد كبير.	1
في 7 تشرين الأول/أكتوبر، قدمت المستشارة الخاصة للأمين العام، سيغريد كاغ، إحاطة إلى مجلس الأمن في مشاورات مغلقة بشأن تنفيذ القرار 2118 (2013). وركزت المستشارة الخاصة في مداخلتها على أربعة مواضيع هي: إغلاق البعثة المشتركة بين منظمة حظر الأسلحة الكيميائية والأمم المتحدة في 30 أيلول/سبتمبر؛ والتقدم المحرز في تنفيذ خطط تدمير مرافق إنتاج الأسلحة الكيميائية الـ 12 المتبقية؛ ومسألة التناقضات في الإعلان الأصلي الذي قدمته الجمهورية العربية السورية؛ والادعاءات المتعلقة باستخدام غاز الكلور في الجمهورية العربية السورية.	4
يقر بما لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، من أثر ضار على أمن المدنيين من خلال تأجيج النزاع المسلح، ويشجع [البعثة] على مواصلة جهودها في تقديم المساعدة إلى حكومة [المنطقة المتضررة] فيما يتعلق بعملية نزع سلاح المدنيين، ولا سيما عن طريق تعزيز قدرة السلطات المحلية على ردع النزاعات بين الطوائف ورصد مبادرات نزع سلاح المدنيين القسري سعيا إلى تفادي عمليات نزع السلاح التي يمكن أن تؤدي إلى تفاقم انعدام الأمن في [المنطقة المتضررة].	2
35. في أعقاب إطلاق البرنامج الوطني لتحقيق الاستقرار وإعادة الإعمار في مناطق النزاع المسلح في شرق جمهورية الكونغو الديمقراطية، وافقت الأمم المتحدة على الاستراتيجية الدولية لدعم الأمن والاستقرار في شرق جمهورية الكونغو الديمقراطية في عام 2008. وهي توفر إطارا لمشاريع تحقيق الاستقرار في شرق جمهورية الكونغو الديمقراطية.	2
توثيق أفضل الممارسات بشأن القضايا المواضيعية والمجالات الوظيفية؛ والاستعراضات المكتبية وحلقات العمل حول أفضل الممارسات؛ وإنشاء شبكة إلكترونية للتعلم وتبادل المعلومات بين مستشاري الشؤون الجنسانية.	2
56. ويجري اتخاذ خطوات لتعزيز دور فريق الأمم المتحدة القطري، بما في ذلك تعيين رئيس جديد لمكتب المنسق المقيم وتحديد موظفين إضافيين.	2
"يؤكد مجلس الأمن من جديد قلقه إزاء الوضع المقلق في منطقة الساحل والتزامه بالتصدي للتحديات الأمنية والسياسية المعقدة في هذه المنطقة والمترابطة مع القضايا الإنسانية والتنموية وكذلك الآثار السلبية للتغيرات المناخية والبيئية.	4
"ويكرر مجلس الأمن التأكيد على ضرورة زيادة التعاون الجاري بين اللجان المكلفة بولايات مكافحة الإرهاب المنشأة عملا بالقرارات 1267 (1999) و 1989 (2011) و 1988 (2011) و 1373 (2001) و 1540 (2004) وأفرقة الخبراء التابعة لكل منها.	4
وبالإضافة إلى ذلك، تم نشر فريق الأمم المتحدة لتقييم الكوارث والتنسيق في أوائل ديسمبر/كانون الأول لمدة ثلاثة أسابيع لدعم الحكومة في إنشاء مركز عمليات لمكافحة الإيبولا وإنشاء آليات لتيسير التنسيق بين الحكومة والشركاء.	2
كان معظم الشهود المحتملين المقيمين خارج الدولة خائفين من الإدلاء بشهادتهم، حتى على أساس سري، لأنهم كانوا يخشون على سلامة أفراد أسرهم ويفترضون أن سلوكهم لا يزال يخضع لمراقبة سرية من قبل السلطات.	3
وبالإضافة إلى ذلك، واصلت قوات الأمن السورية تنفيذ عملياتها على طول الحدود السورية اللبنانية التي تم تلغيم جزء منها في الأشهر الأخيرة.	1
47. ولم يطرأ أي تغيير ملحوظ في الوضع العملياتي لحزب الله وقدراته العملياتية، وهو الذي يملك، وفقاً لقيادته، أكثر من 000 12 صاروخ تحت تصرفه.	1
:: لتسليط الضوء على أهمية جدول أعمال المرأة والسلام والأمن في التصدي للتمييز وانتهاكات حقوق الإنسان والعقبات التي تحول دون توفير الحماية والعدالة التي تواجهها النساء والفتيات اللاجئات والنازحات داخلياً وعديمات الجنسية في جميع مراحل دورة النزوح	4
وأُشير أيضا إلى أنه نظرا لافتقار المحكمة الجنائية الدولية لآليات الإنفاذ، كان من المهم أن يظل المجلس منخرطا في الحالات التي أحالها إلى المحكمة وأن يتخذ تدابير لتعزيز تعاون الأطراف المعنية مع المحكمة.	4
ومن المقرر أن يكون النظام متاحا لمختلف مجموعات المستخدمين، بما في ذلك المديرية التنفيذية للجنة مكافحة الإرهاب والخبراء المعينين لدعم اللجنة المنشأة عملا بالقرار 1540 (2004)، مع حماية المواد التي تقدمها الدول الأعضاء في سرية.	2
وبالإضافة إلى ذلك، ساعد برنامج الأمم المتحدة الإنمائي ومكتب الأمم المتحدة المتكامل لبناء السلام في سيراليون في إعداد وحدات تدريبية للشرطة بشأن مجموعة من القضايا، بما في ذلك قانون الانتخابات والمعايير المهنية المعمول بها في أداء واجباتهم.	2
لم يتم إنشاء هيئة الإشراف، وهي المجلس الأعلى للنيابة العامة، حتى الآن.	3
وأظهرت التفاعلات مع المجتمع المدني أن ولاية البعثة وقدراتها لم تكن مفهومة بوضوح لدى السكان. وكان هناك تصور بين السكان المحليين بأن لواء التدخل هو وحده القادر على اتخاذ إجراءات قوية لحماية المدنيين، وهو تصور غير دقيق.	1
61. وتتباين درجة حضور مؤسسات الدولة والشرطة والجيش الوطني في هذه المناطق تبايناً كبيراً.	1
148. وهناك عدد من أحكام تلك المعاهدات ذات صلة خاصة بالنزاع المسلح الدائر حاليا في دارفور. وتشمل هذه الأحكام (أ) الحق في الحياة وعدم الحرمان منها تعسفا؛ (ب) الحق في عدم التعرض للتعذيب أو المعاملة أو العقوبة القاسية أو اللاإنسانية أو المهينة؛ (ج) الحق في عدم التعرض للاعتقال أو الاحتجاز التعسفي؛ (د) حق الأشخاص المحرومين من حريتهم في أن يعاملوا بإنسانية واحترام لكرامتهم الأصيلة؛ (هـ) الحق في حرية التنقل واختيار مكان إقامتهم ومن ثم عدم التعرض للتشريد التعسفي; (و) الحق في التملك والسكن اللائق وعدم (ز) الحق في الصحة؛ (ح) الحق في الغذاء الكافي والماء؛ (ط) الحق في محاكمة عادلة؛ (ي) الحق في الانتصاف الفعال من أي انتهاكات جسيمة لحقوق الإنسان؛ (ك) الحق في التعويض عن انتهاكات حقوق الإنسان؛ (ل) الالتزام بتقديم مرتكبي انتهاكات حقوق الإنسان إلى العدالة.	2
مزاعم الاختفاء والاعتقالات في المناطق التي تسيطر عليها الحركة الوطنية لكوت ديفوار حالات الاختفاء	1
ومع ذلك، يمكن وصف سبب إنشائها بـ "التعقب السريع" وليس الاستعجال، خاصة في ضوء حقيقة أن جلسة الاستماع إلى تهمة عقوبتها الإعدام قد لا تستغرق أكثر من ساعة واحدة، بحسب التقارير.	1
ولتحقيق هذه الغاية، سيستخدم مكتب المعلومات والإدارة نظام تتبع الوثائق وتوزيعها الآمن الذي أنشئ مؤخراً على الإنترنت على موقع اللجنة على الإنترنت لتعميم مواد المديرية التنفيذية على أعضاء اللجنة وعلى الأمانة العامة.	2
وقد تم إدراج عدد قليل من الأشخاص الذين يوفرون المعدات العسكرية أو التدريب للجماعات المدرجة في القائمة، ويوصي الفريق بأن تتخذ اللجنة تدابير إضافية لتوضيح نطاق حظر الأسلحة.	4
ومع ذلك، لا يزال النظام يعاني من انتكاسات في المحاكم، وإن كان ذلك قبل أن تتمكن اللجنة من إثبات فعالية عملية أمين المظالم.	3
تعرض عمال الإغاثة الإنسانية للمضايقات والاعتداءات المتكررة خلال حوادث اللصوصية.	1
وأحث السلطات الكونغولية وغيرها من أصحاب المصلحة المعنيين على اتخاذ الخطوات اللازمة لوضع حد لمثل هذه الأعمال التي يمكن أن تقوض مصداقية الانتخابات وتزيد من خطر العنف.	3
وقد اتفقت منظمة الطيران المدني الدولي واتحاد النقل الجوي الدولي على تسليط الضوء على عمل لجنة 1267 وزيادة الوعي بالقائمة الموحدة بين أعضائها. واو - الإنتربول	4
وأعرب المجلس أيضا عن اعتزامه النظر، عند إنشاء أو تعديل أو مراجعة ولاية نظم الجزاءات ذات الصلة، في إدراج أحكام تتعلق بالأطراف في النزاعات المسلحة التي تشارك في أنشطة تنتهك القانون الدولي الساري فيما يتعلق بحقوق الأطفال في النزاعات المسلحة وحمايتهم.	4
4. ووفقا للفقرة الفرعية 1 (ج) من القرار EC-M-33/DEC.1، طُلب إلى الجمهورية العربية السورية أن تستكمل إزالة جميع مواد الأسلحة الكيميائية ومعداتها في النصف الأول من عام 2014.	4
وينبغي تشجيع جميع أصحاب المصلحة المعنيين على اغتنام هذه المناسبة لزيادة الوعي بالقرار وتعزيز تنفيذه الفعال والعالمي في سياق المناسبات المخطط لها أو الخاصة، بهدف تعزيز التنفيذ.	4
o في 29 تشرين الثاني/نوفمبر 2014، ألقت طائرات النظام الحربية برميلين متفجرين على مدرسة وحيد اليوسف في قرية كفر سجنة في إدلب، مما أدى إلى تدمير المدرسة بالكامل. دور العبادة	1
"ويحث مجلس الأمن جمهورية كوريا الشعبية الديمقراطية على العودة فورا إلى المحادثات السداسية دون شروط مسبقة، وعلى العمل من أجل التنفيذ العاجل للبيان المشترك الصادر في 19 أيلول/سبتمبر 2005، ولا سيما التخلي عن جميع الأسلحة النووية والبرامج النووية القائمة.	4
ولضمان حمايته، اقتادته بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي إلى مركز للشرطة. وهناك ألقي القبض عليه فيما بعد ووجه إليه قاضي التحقيق تهمة المشاركة في اختطاف وقتل السيد روش. وفي 31 آب/أغسطس نُقل إلى ملحق السجن الوطني حيث لا يزال السيد نبتون ووزير الداخلية السابق جوسيليرم بريفيرت مسجونين حيث تراقب البعثة احتجازهما وتكفل أمنهما.	1
77. يستعرض هذا الفرع بإيجاز مختلف الجماعات التي تشارك بفعالية في الصراع المسلح في دارفور.	4
في الماضي، كان من الشائع أن ترسل السلطات عائلات بأكملها إلى معسكرات الاعتقال السياسي بسبب الجرائم السياسية التي ارتكبها أقاربهم المقربين (بما في ذلك الأسلاف، حتى الجيل الثالث) على أساس مبدأ الجرم بالتبعية.	1
1. عملا بالفقرة 4 من قرار مجلس الأمن 1956 (2010)، التي طُلب فيها إلى حكومة العراق تقديم تقرير خطي إلى المجلس في موعد أقصاه 1 أيار/مايو 2011 عن التقدم المحرز نحو الانتقال إلى آلية ما بعد صندوق تنمية العراق، نود إبلاغ مجلس الأمن بأن حكومة العراق قد أكملت الترتيبات التي تكفل الانتقال الكامل والفعال إلى هذه الآلية. وتشمل تلك التدابير ما يلي:	2
(ب) مواصلة تعزيز أمن الحدود عند نقاط الدخول وعلى طول الحدود المفتوحة من أجل منع وقمع حركة البضائع الإرهابية والأسلحة/المتفجرات عبر الحدود، وكذلك العملات والصكوك القابلة للتداول لحاملها، وتنفيذ أفضل المدونات والمعايير الدولية التي وضعتها الوكالات المتخصصة مثل منظمة الطيران المدني الدولي والمنظمة البحرية الدولية ومنظمة الجمارك العالمية;	2
وبغض النظر عن الدافع، فلو كانت نية المهاجمين القضاء على المجموعة لما أبقوا على أحد الإخوة.	1
وحدها سيادة القانون، مدعومة بقوات عراقية مدربة تدريباً جيداً، ومدعومة ببنية تحتية واقتصاد مزدهرين ومدعومة بعملية انتخابية حرة ونزيهة، هي التي يمكنها هزيمة أولئك الذين يرغبون في زعزعة استقرار البلاد.	2
89. قوات الأمن الوطني هي قوات نظامية مهمتها الإشراف على الأمن الداخلي والخارجي للسودان، ورصد الأحداث ذات الصلة، وتحليل أهميتها ومخاطرها، والتوصية بتدابير الحماية.	1
لم تضع دولة واحدة استراتيجية لمكافحة الإرهاب ولا الهياكل التنظيمية المطلوبة.	3
ويرى المنسق، ويشاطره الرأي محاوروه، أنه يمكن أن يصبح محور آلية وظيفية فعالة من شأنها أن تضع معايير واضحة لتحقيق التقدم في البحث عن المفقودين، المشار إليها في تقريري الشامل (S/2009/190، الفقرة 16).	4
ويجب بذل الجهود منذ البداية لضمان التنسيق مع هيئات الإنفاذ والسلطات الوطنية الأخرى؛ ووضع الأطر القانونية الوطنية المناسبة؛ وتعزيز قدرات النظم القضائية ونظم إنفاذ القانون.	4
(6) اتفاقية قمع الاستيلاء غير المشروع على الطائرات، الموقعة في لاهاي في 16 كانون الأول/ديسمبر 1970؛ والمصادق عليها في 6 نيسان/أبريل 1972؛ ودخلت حيز النفاذ في جمهورية تشيكوسلوفاكيا الاشتراكية في 6 أيار/مايو 1972.	1
ومع ذلك، سيستمر الإرهاب في الحصول على مؤيدين له، خاصة عندما يفشل الاحتجاج السياسي العلني، وعلى الرغم من أن تنظيم القاعدة لن يحظى بجاذبية واسعة النطاق، إلا أن الهجمات ستستمر.	1
42. يواصل تنظيم القاعدة والمرتبطون به، والممولون الأفراد المرتبطون به، استغلال النظم المالية الرسمية وغير الرسمية من أجل نقل الأموال عبر الحدود وتمويل أنشطتهم.	1
42. كثفت عملية الأمم المتحدة في كوت ديفوار جهودها الرامية إلى توعية الرأي العام الإيفواري بولاية البعثة وأهدافها في محاولة للتصدي لآثار الحملة الحالية الرامية إلى تشويه سمعة العملية.	2
وتواصل اللجنة رصد وتقييم الطبيعة المتغيرة للتهديد الذي يشكله تنظيم القاعدة والمرتبطون به على السلم والأمن الدوليين وتكييف نهجها العملياتي وفقا لذلك من أجل توفير استجابات فعالة وكفؤة لهذه التهديدات.	2
37. في إطار خطة تحقيق الاستقرار وإعادة الإعمار واستراتيجية الدعم، تم تسليم ثمانية مرافق تابعة للدولة إلى السلطات الوطنية. وشملت هذه المرافق مرافق الشرطة والمرافق الإدارية في إقليمي ماسيسي وروتشورو في كيفو الشمالية؛ ومرافق الشرطة والمرافق الإدارية والقضائية في والونغو في كيفو الجنوبية؛ ومركز تدريب بحري لشرطة الحدود في مقاطعة إيتوري.	2
وعلى النحو الذي طلبه المجلس في قراريه 2170 (2014) و 2178 (2014)، تلقى المجلس أيضا إحاطات من رئيسي لجنة مجلس الأمن المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011) بشأن تنظيم القاعدة وما يرتبط به من أفراد وكيانات ولجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب.	2
21. وقد أبرز أعضاء اللجنة في مناسبات عديدة المهام التكاملية للجان الثلاث في مجال مكافحة الإرهاب الدولي والحاجة إلى تبادل المعلومات فيما بينها باستمرار.	4
وإذ يقرر أن الوضع في الصومال لا يزال يشكل تهديداً للسلم والأمن الدوليين في المنطقة,	3
21. أُحرز تقدم في برنامج التسجيل والفرز ومنح الشهادات للشرطة الوطنية، حيث تم اعتماد 944 2 ضابطا (منهم 565 امرأة)، أو 94 في المائة من أفراد الشرطة الوطنية، اعتمادا كاملا حتى 20 أيلول/سبتمبر.	2
6. وفي 2 و 21 حزيران/يونيه، و 25 أيلول/سبتمبر 2005، على التوالي، استُهدفت عدة شخصيات لبنانية بارزة بسيارات مفخخة في بيروت، مما أسفر عن مقتل سمير قصير وجورج حاوي وإصابة مي شدياق بجروح خطيرة. ونُفذت محاولة اغتيال أخرى ضد وزير الدفاع اللبناني، إلياس المر، في 12 تموز/يوليه 2005، أسفرت عن مقتل شخص واحد وإصابة عدد من الأشخاص، بمن فيهم الوزير.	1
20. شهدت نيجيريا أيضًا تصاعدًا في الهجمات والتفجيرات، لا سيما في ولايات بورنو ويوبي وأداماوا الشمالية الشرقية.	1
ووجدت اللجنة أدلة تشير إلى أن القبائل العربية بدأت تستوطن في المناطق التي كان يقطنها النازحون سابقاً، مما يحول دون عودة النازحين في نهاية المطاف.	1
36. وفي حالات أخرى، اضطلعت البعثات السياسية الخاصة التابعة للمجلس بدور هام في مساعدة الدول على تقليص الحيز الاستراتيجي المتاح للجماعات الإرهابية من خلال المشاركة في الجريمة العابرة للحدود.	2
وتثبت الأدلة المعروضة على اللجنة ضلوع عضو البرلمان لياندرو إسحاق في الحادث. ونتيجة لهذا الحادث، لقي أحد ضباط الشرطة الوطنية لتيمور - ليشتي حتفه وأصيب اثنان من جنود القوات المسلحة التيمورية.	1
يجب أن تكون النتيجة النهائية مستقرة ومستدامة. ولذلك ينبغي عدم تحديد مواعيد نهائية مصطنعة.	4
ومع ذلك، ما زلت أشعر بقلق عميق من استمرار الأطراف، الحركات والميليشيات، في استخدام الأطفال كمقاتلين.	3
"ويسلّم مجلس الأمن بأهمية اتباع نهج شامل ومتسق وعملي المنحى لحماية المدنيين في حالات النزاع المسلح، بما في ذلك في التخطيط المبكر.	4
لم تُظهر الشرطة الموجودة على أطراف المعسكر أي اهتمام بمواجهة الجنجويد.	2
وأبلغت بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو أن مشروع قانون عفو يشمل السجناء السياسيين المحتجزين في صربيا نفسها سيقدم إلى برلمان جمهورية يوغوسلافيا الاتحادية في أقرب وقت ممكن.	2
وفي حين أن إصلاح قوات الأمن هو اختصاص سيادي، فإنني أشجع الحكومة على معالجة المشكلة الأساسية المتمثلة في تماسك الجيش الوطني، بما في ذلك من خلال بناء قوات مسلحة محترفة ومجهزة ومزودة بما يكفي من المعدات والإمدادات.	4
وفي قضية جيليسيتش، أشارت دائرة الاستئناف إلى أنه "فيما يتعلق بإثبات النية المحددة، يمكن، في غياب أدلة صريحة مباشرة، الاستدلال عليها من عدد من الوقائع والظروف، مثل السياق العام، أو ارتكاب أفعال أخرى مذنبة موجهة بشكل منهجي ضد نفس المجموعة، أو حجم الفظائع المرتكبة، أو الاستهداف المنهجي للضحايا بسبب انتمائهم إلى مجموعة معينة، أو تكرار الأفعال التدميرية والتمييزية".	1
وأحاط الرئيس علماً بالدعوة التي وجهتها فرقة العمل القطرية المعنية بالرصد والإبلاغ إلى الفريق العامل لزيارة جنوب السودان، واقترح أن يصدر الفريق العامل بياناً صحفياً عن الاجتماع الذي عقده، بما يتماشى مع اختصاصات الفريق.	4
أدت أفعال بعض الجماعات العربية إلى التهجير القسري لتلك الجماعات غير العربية.	1
بدوره، اعتبر الممثل الخاص بانغورا أنه من أجل توفير حماية حقيقية للمدنيين، يجب إرساء المساءلة والوصول إلى العدالة، وكسر ثقافة الإنكار.	4
"ويهيب مجلس الأمن بحكومة جمهورية الكونغو الديمقراطية أن تظل ملتزمة التزاما كاملا بإنشاء جيش وطني محترف وخاضع للمساءلة ومستدام، بما في ذلك قوة للرد السريع، وفقا لالتزامها بتعميق إصلاح القطاع الأمني.	4
وقد لاحظ فريق الرصد في تحليله أن ما لا يقل عن 31 دولة قد أنشأت لجاناً وطنية أو آليات أخرى من أجل الجمع بين جميع الوكالات ذات الصلة لمناقشة قضايا مكافحة الإرهاب.	2
6. يحث الدول وجميع الأطراف الأخرى في أي نزاع مسلح على أن تبذل قصارى جهدها لمنع انتهاكات القانون الإنساني الدولي ضد المدنيين، بمن فيهم الصحفيون والإعلاميون والأفراد المرتبطون بهم;	4
قُتل الآلاف، واغتُصبت النساء، وأحرقت القرى، ودُمرت المنازل ونُهبت الممتلكات.	1
إن اعتماد قرار الجمعية العامة 57/145 بتوافق الآراء ("الاستجابة للتهديدات والتحديات العالمية") المؤرخ 16 كانون الأول/ديسمبر 2002، بمبادرة من الاتحاد الروسي، يؤكد من جديد اعتراف المجتمع الدولي بضرورة اعتماد نهج شامل إزاء هذه المسألة.	2
3. وفقا لما طلبه مجلس الأمن في قراره 1787 (2007)، سيوصي المدير التنفيذي، في غضون 60 يوما من اتخاذ ذلك القرار وبالتشاور مع اللجنة، بإدخال تغييرات على الخطة التنظيمية للمديرية التنفيذية المشار إليها في الفقرة 4 من قرار المجلس 1535 (2004).	4
