"","en_ar_GOOGLE","QuadClass"
"10838","ومع ذلك، لم تقدم نيغاتا أي أدلة أخرى.",0
"10839","تم تعديل المطالبة لمراعاة تراكم المخزون وتقادمه.",0
"10840","وهذا من شأنه أن يرفع إجمالي كمية اليورانيوم المثرى بنسبة 20% من اليورانيوم - 235 والتي تم تلقيمها في عملية التحويل إلى 140.8 كجم، وإجمالي كمية اليورانيوم في شكل U3O8 التي تم إنتاجها إلى 63.1 كجم.",0
"10841","وأعلنت إيران أن مستوى التخصيب لمنتج سادس فلوريد اليورانيوم يبلغ 19.89%.",0
"10842","ثالثا. تنفيذ اتفاق 20 يونيو 2011",0
"10843","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"10844","وفي الوقت الحالي، تتبع بعثات غيانا الخارجية ترتيبًا ورقيًا حيث يتم حفظ القائمة وتسترشد المكاتب القنصلية بالقائمة الموحدة.",0
"10845","إحالة الحالة رقم 6 إلى اللجنة",0
"10846","ويشير تفويض ملاك الموظفين المؤرخ 28 حزيران/يونيه 2005 إلى 67 وظيفة للخدمات الفنية والعامة.",0
"10847","وقد صدرت هذه الاستنتاجات كوثيقتين من وثائق الفريق العامل في 12 تشرين الثاني/نوفمبر (S/AC.51/2010/4 وS/AC.51/2010/5، على التوالي).",0
"10848","ثالثا. التعاون مع المنظمات الإقليمية وإنشاء نظام للرصد",0
"10849","48 - الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (27 آب/أغسطس 2007؛ 20 كانون الأول/ديسمبر 2010).",0
"10850","القضايا في المرحلة التمهيدية (المرفق 2)",0
"10851","اليرموك محاصر منذ يونيو 2013.",0
"10852","مشغلو البريد فيما يتعلق بتقديم الخدمات البريدية،",0
"10853","وقد تم وضع اللوائح ذات الصلة منذ مارس 2005.",0
"10854","أرقام الهاتف: 850-2-18111؛ 850-2-18111-8642; و 850 2 18111-3818642",0
"10855","2. تنفيذ القرار 1624 (2005)",0
"10856","(3) المعرض التجاري الأفريقي العربي",0
"10857","رئيس أركان القوات المسلحة الرواندية",0
"10858","ولم يبدأ بعد أحد مراكز المعالجة، في دويكوي، في الجزء الغربي من البلاد، في معالجة البيانات حتى 15 أيلول/سبتمبر.",0
"10859","بلغ إجمالي الفاتورة من 13/DM إلى 16/DM الصادرة عن Dodsal 4,071,825 ماركًا ألمانيًا.",0
"10860","وتم تكبد نفقات إدارية بلغ مجموعها 32 مليون دولار في فترة السنتين المنتهية في 31 كانون الأول/ديسمبر 2005، مقابل 73 مليون دولار في فترة السنتين المنتهية في 31 كانون الأول/ديسمبر 2003.",0
"10861","تقرير الأمين العام عن بعثة الأمم المتحدة المتكاملة في تيمور - ليشتي (S/2007/50).",0
"10862","30 - يقرر أن تركز ولاية البعثة في البداية على المهام ذات الأولوية التالية:",0
"10863","وعلى مدى السنوات العشر الماضية، كانت الأمم المتحدة في طليعة الجهات التي تقدم المساعدة للشعب الأفغاني.",0
"10864","أولاً - حالة المجلس عام 2011: التقييم والتطلع إلى المستقبل",0
"10865","S/1994/230 بتاريخ 28 فبراير 1994",0
"10866","5. تم تشكيل اللجنة الوطنية لمكافحة المخدرات.",0
"10867","معاهدة الحظر الشامل للتجارب النووية",0
"10868","وأخيراً، فإن عملية إعادة الإعمار على وشك البدء الآن.",0
"10869",":: التكامل: ستركز المنظمات على أفضل ما يمكنها القيام به مع تجنب ازدواجية الجهود وإهدار الموارد.",0
"10870","ونظرا أساسا لتباين الإجراءات التشغيلية لمختلف الكيانات، فإن العقبات التي تعترض البرمجة المشتركة لا تزال واضحة.",0
"10871","وقد أدت جميعها إلى شطب القائمة.",0
"10872","وحدد الفريق المعني بالفئة &quot;جيم&quot; الخسائر التي يمكن أن تندرج تحت هذا النوع من الخسائر.",0
"10873","ولقد اخترت أيضًا السيدة سيرالتا للعمل كمنسقة لفريق الخبراء.",0
"10874",":: القدرة التشغيلية الكاملة لمركز القيادة المتكاملة",0
"10875","السيدة بيترا روفر لوستيجوفا، البعثة الدائمة للجمهورية التشيكية لدى الأمم المتحدة",0
"10876","ثالثا. تجميد الأصول المالية والاقتصادية",0
"10877","الوضع بين العراق والكويت",0
"10878","الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 30 تموز/يوليه 2009)",0
"10879","علاوة على ذلك، فإن سهل المياه الخارجية لنهر مورو في ليبيريا معرض بشكل خاص للفيضانات واسعة النطاق خلال موسم الأمطار، مما يجعل التعدين المنهجي والميكانيكي الغريني مستحيلا.",0
"10880","وكان التقدم فيما يتعلق بتشكيل الحكومة وبالتالي على جدول أعمال الإصلاح محدودا.",0
"10881","وبالمثل، وعلى هامش المؤتمر الإسلامي الصومالي الأول الذي عقد في بلجيكا يومي 27 و 28 حزيران/يونيه 2009، نظم أنصار حزب الإسلام حملة لجمع الأموال، والتي جمعت أكثر من 25000 يورو للمنظمة.",0
"10882","الجلسة المواضيعية للمجلس في ديسمبر",0
"10883","أ. العقارات 11 - 16 5",0
"10884","ويتم تقييم الخسارة باستخدام مجموعة من الأساليب، بما في ذلك الحسابات المستندة إلى التكاليف التاريخية وتكاليف الاستبدال.",0
"10885","وقد تم تفعيل أحكام وأحكام هذه الاتفاقيات بموجب الظهيرات.",0
"10886","(قرار القمة رقم 451 الدورة العادية الحادية والعشرون – 30 مارس 2009)",0
"10887","11. إساءة الاستخدام الإجرامي للإنترنت.",0
"10888","18 - وفي القطاع المالي، نجح المستشارون المدنيون التابعون لمكتب الأمم المتحدة في تيمور - ليشتي في نقل جميع المهام التنفيذية التي يتم تنفيذها داخل الخزانة إلى نظرائهم الوطنيين.",0
"10889","تشغيل وصيانة المرافق الحيوية (700 110 ريال سعودي)؛",0
"10890","أخرى 1 - اتفاق الإجراء الموحد لمراقبة الصادرات للدول الأعضاء في الجماعة الاقتصادية الأوروبية الآسيوية، المؤرخ 28 تشرين الأول/أكتوبر 2003",0
"10891","الجمهورية العربية السورية وتونس: مشروع قرار",0
"10892","المركبات الفضائية (مفردة أو متعددة)، بما في ذلك الأقمار الصناعية؛",0
"10893","11 75/90/416 – سبتمبر 1990",0
"10894","القرار 1884 (2009) المؤرخ 27 آب/أغسطس 2009",0
"10895","خامسا - الوضع الاجتماعي والاقتصادي والمالي",0
"10896","(5) تعزيز الانتعاش الاقتصادي من خلال وكالات الأمم المتحدة ذات الصلة؛",0
"10897","62- شكوى مقدمة من كوبا (17 أيلول/سبتمبر 1973؛ 18 أيلول/سبتمبر 1973).",0
"10898","فُتح باب التوقيع عليها في واشنطن العاصمة ولندن وموسكو في 11 شباط/فبراير 1971.",0
"10899","2. التحليل والتقييم 115 - 116 30",0
"10900","قضية وسائل الإعلام (ضم) 3 ديسمبر 2003",0
"10901","(1 يوليو 2010 إلى 30 يونيو 2011)",0
"10902","إحاطة يقدمها الرئيس للمجموعة الإقليمية الآسيوية",0
"10903","10 - الحالة في جورجيا (8 تشرين الأول/أكتوبر 1992؛ 15 حزيران/يونيه 2009).",0
"10904","ولا تقدم الإفادة أي تفاصيل بالإضافة إلى ما تم تقديمه بالفعل.",0
"10905","وعلى هذا النحو، يقدر الفريق عنصر الخسارة هذا بمبلغ 495 381 دولاراً من دولارات الولايات المتحدة.",0
"10906","&quot;يجوز لقاضي الاحتجاز أن يأمر بإجراء فحص صحي جديد.",0
"10907","المقرر عقدها يوم الخميس، 3 أيار/مايو 2001، الساعة 45/10 صباحا",0
"10908","9. تعتبر الانتخابات خطوة أساسية في ترسيخ الديمقراطية، ولكنها خطوة أولية فقط.",0
"10909","5 - وفي 17 تموز/يوليه 2006، انعقد بنجاح مؤتمر القمة السادس لرؤساء دول وحكومات مجموعة البلدان الناطقة بالبرتغالية في بيساو.",0
"10910","44 - الحالة في جمهورية أفريقيا الوسطى (انظر S/1997/40/Add.31 و 44؛ S/1998/44/Add.5، 11، 12، 28 و 41؛ S/1999/25/Add.6 و 7 و 41؛ S/2000/40/Add.5؛ S/2001/15/Add.4، 29، 38 و 39؛ /Add.43 وS/2005/15/Add.28).",0
"10911","اجتمع رؤساء جمهورية التشيك وكرواتيا وسلوفينيا يومي 10 و11 تموز/يوليه في دوبروفنيك، المدينة المعروفة بتقاليدها في التفكير الحر.",0
"10912","يتم تعريف التكلفة على أنها القيمة الاسمية زائد/ناقص أي قسط/خصم غير مطفأ.",0
"10913","فعالية الجمارك والهجرة ومراقبة الحدود:",0
"10914","أتعاب المحاماة أمر الشراء رقم 3994",0
"10915","وأسس هذه الرؤية هي كما يلي:",0
"10916","الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 25 آذار/مارس 2011)",0
"10917","12 - الحالة في قبرص (16 تموز/يوليه 1974؛ 13 حزيران/يونيه 2008).",0
"10918","أن تكون مصنفة حسب أنواع مختلفة من الخدمات",0
"10919","3 - الحالة في قبرص (27 كانون الأول/ديسمبر 1963؛ 29 أيار/مايو 2009).",0
"10920","قرار مجلس الأمن 1296 (2000)، المرجع السابق. 18",0
"10921","ثالثا. الإطار القانوني 15-41 7",0
"10922","ويعتمد معنى البند إلى حد كبير على التفسير الذي سيعطى للعبارتين الواردتين في الفقرة: الأولى هي عبارة &quot;دون المساس&quot; والثانية &quot;التي سيتم تناولها من خلال الآليات العادية&quot;.",0
"10923","- القرار رقم 10/2006/QD-BNN المؤرخ 10 فبراير 2006 بشأن تنظيم إجراءات تسجيل إنتاج واستيراد وتداول الأدوية البيطرية ومواد إنتاج الأدوية البيطرية والمنتجات البيولوجية والكائنات الدقيقة والمواد الكيميائية للاستخدام البيطري؛",0
"10924","76 - لا خروج بدون استراتيجية (انظر S/2000/40/Add.45).",0
"10925","ومع ذلك، فإن الممر الشرقي الغربي والجزء الأخير من الطريق في الوادي العلوي لنهر هلمند الممتد من سد كاجاكي إلى الطريق الدائري لا يزالان في انتظار التمويل؛",0
"10926","رابعا. موقف جمهورية الكونغو الديمقراطية",0
"10927","ب. مُصنف للتشغيل في نطاق درجات الحرارة من أقل من -54 درجة مئوية إلى أعلى من +125 درجة مئوية؛ و",0
"10928","وذلك يوم الثلاثاء 15 يونيو 2010 الساعة 10 صباحا",0
"10929","المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية إلى",0
"10930","ثانيا. الاستعدادات للانتخابات الرئاسية",0
"10931","أ. دخول وخروج الأجانب من وإلى أراضي إندونيسيا؛",0
"10932","19 - الحالة في جمهورية أفريقيا الوسطى (6 آب/أغسطس 1997؛ 14 آب/أغسطس 2013).",0
"10933","ولم يحدث أي تحرك بشأن تخصيص الوظائف على المستوى الإقليمي.",0
"10934","وسيمكن افتتاح هذه الفروع الحكومة من دفع رواتب موظفي الخدمة المدنية في المقاطعات.",0
"10935","ولم تكن مركبات قوة النخبة قريبة من سيارتها.",0
"10936","وذلك يوم الثلاثاء الموافق 14 أكتوبر 2014 الساعة 10 صباحاً",0
"10937","ثالثا. عمليات بعثة مراقبي الأمم المتحدة في جورجيا",0
"10938","وعلى نفس الأساس المذكور أعلاه، ستنتج أقسام الدوائر الابتدائية الخمسة 675 يوم محاكمة (أو 375 3 ساعة، انظر أعلاه) سنويا.",0
"10939","9 - أعربوا عن خالص تقديرهم للجمهورية الإسلامية الإيرانية على الترتيبات الممتازة وكرم الضيافة، مما ضمن نجاح مؤتمرهم الأول.",0
"10940","الحالة في سيراليون (انظر S/1995/40/Add.47؛ S/1996/15/Add.6، 11 و 48؛ S/1997/40/Add.21، 27، 31، 40 و 45؛ S/1997/40/Add.21، 27، 31، 40 و 45؛ S /1998/44/Add.8، 11، 15، 20، 22، 28 و50؛ S/1999/25 وAdd.1، 9، 18، 22، 32، 41 و48؛ إضافة 5، 10، 17، 18، 19، 24، 26، 28، 30، 32، 35، 37 و43)",0
"10941","ب. رادارات أجهزة المدى بما في ذلك أجهزة التتبع البصرية/الأشعة تحت الحمراء المرتبطة بها مع جميع الإمكانات التالية:",0
"10942","2. الفصل بين فروع الحكومة الثلاثة.",0
"10943","7 - في 30 حزيران/يونيه 2010، أصدرت الدائرة الابتدائية الأولى، المؤلفة من القاضية آري، رئيسة، والقاضيين أكاي وراجونسون، حكمها الشفوي في قضية يوسف مونياكازي، وهو رجل أعمال محلي في مقاطعة سيانغوغو.",0
"10944","قانون العقوبات: إقليمية النظام الجنائي. المادة 5، الفقرة 3.",0
"10945","الأمين العام فيينا، 19 كانون الأول/ديسمبر 2001",0
"10946","بيان شهود اتفاق الجزائر",0
"10947","96. جمال مبارك موناس الموناس",0
"10948",":: إصدار أوامر لتنبيه الوحدات التشغيلية.",0
"10949","ثانيا. التطورات خلال الفترة المشمولة بالتقرير",0
"10950","27. زيارات الدول. وسافر الفريق إلى كل من بلدان اتحاد نهر مانو الثلاثة - غينيا وليبريا وسيراليون - مرتين خلال فترة ولايته.",0
"10951","وتتضمن هذه الموازنة تخفيضات كبيرة في التكاليف الرأسمالية والتشغيلية، وتتضمن تخفيض بعض المخصصات.",0
"10952","وتلعب إذاعة الأمم المتحدة دورا هاما، نظرا لجودة برامجها وانتشارها على الصعيد الوطني تقريبا.",0
"10953","منظمة الدول الأمريكية وحكومة المكسيك",0
"10954","الاحتياطيات التشغيلية في 30 حزيران/يونيه 2007",0
"10955","الحالة في الصومال (17 آذار/مارس 1992؛ 21 تشرين الثاني/نوفمبر 2012)",0
"10956","(أ) الأرباح الفائتة 144-153 41",0
"10957","وقمت أيضًا باختيار السيد مختار كوكوما ديالو، غينيا (الجمارك والمالية)، ليحل محل السيد لانكستر كمنسق لفريق الخبراء.",0
"10958","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"10959","ويتم تصدير حوالي مليوني حيوان سنويًا، مما يولد حوالي 40 في المائة من الناتج المحلي الإجمالي.",0
"10960","العائدات من بيع خام الحديد",0
"10961","22 - الحالة في غينيا - بيساو (6 تشرين الثاني/نوفمبر 1998؛ 26 تموز/يوليه 2012).",0
"10962","خامساً - نظر الفريق العامل في آلية تصريف الأعمال المتبقية في المستقبل",0
"10963","المقرر عقدها يوم الثلاثاء، 31 أيار/مايو 2005، الساعة 50/15",0
"10964","151. عبد العزيز ابراهيم سعيد البدياوي (سعودي)",0
"10965","المقرر عقدها يوم الاثنين، 25 حزيران/يونيه 2007، الساعة 20/10 صباحا",0
"10966","27- يقرر إبقاء هذه المسألة قيد نظره.",0
"10967","وتجاوزت الأصول البالغة 483 مليون دولار الالتزامات البالغة 35 مليون دولار بمبلغ 448 مليون دولار في 31 كانون الأول/ديسمبر 2003.",0
"10968","19- يقرر إبقاء المسألة قيد نظره.",0
"10969","29 - ركزت آلية الرصد أولوياتها على ما يلي:",0
"10970","وكان السعر التنافسي متاحا للواردات من السلع والخدمات التي لا يشملها السعر الرسمي الأساسي.",0
"10971","4 - أوجز الرئيس دوس سانتوس أولويات رئاسة أنغولا للمؤتمر الدولي المعني بمنطقة البحيرات الكبرى لمدة عامين.",0
"10972","14 أكتوبر 2009؛ ظهر مرة أخرى في 5 مارس 2010 و7 أكتوبر 2010",0
"10973","3 رحلات × 138 حقيبة (50 كجم) = 414 حقيبة",0
"10974",":: جبهة أمن الوسط الغربي.",0
"10975","8 - الحالة في الصومال (17 آذار/مارس 1992؛ 15 أيار/مايو 2012).",0
"10976","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"10977","ومع ذلك، فإن غالبية الفواتير لا تحتوي على ترجمة باللغة الإنجليزية. 2.",0
"10978","وفي إطار برنامجها العادي، توفر اليونيسف ستة ملايين جرعة من لقاح شلل الأطفال عن طريق الفم لأغراض التحصين الروتيني.",0
"10979","الفقرة الفرعية 3 (و) و (ز)",0
"10980","وقد صدرت خمس لوائح اتهام، وهناك لوائح اتهام أخرى قيد الإجراء القضائي.",0
"10981","وحتى الآن، كانت الاستراتيجية ناجحة.",0
"10982","علاوة على ذلك، ليس هناك ما يشير إلى أن التمويل من خارج الميزانية سيكون متاحا بسهولة.",0
"10983","11- يقرر إبقاء المسألة قيد نظره.",0
"10984","ستعقد جلسة خاصة يوم الثلاثاء 30 أبريل 2013 الساعة 9.30 صباحا",0
"10985","وقد بدأت عملية إغلاق وتسليم المعسكرات في مناطق عملياتها بشكل جدي.",0
"10986","وسيتولى إدارة فريق العمل رئيس ونائب رئيس، بدعم من أمانة منتدى التعاون الاقتصادي لآسيا والمحيط الهادئ (APEC).",0
"10987","3. مركبات اليورانيوم المملوكة لقسم الكيمياء في كلية العلوم بجامعة الموصل ويبلغ الوزن الإجمالي للمادة 3.775 كغم.",0
"10988","الاغتيال (المواد 392 و393 و394 من قانون العقوبات)",0
"10989","وذلك يوم الخميس الموافق 10 يوليو 2014 الساعة 10 صباحاً",0
"10990","قانون الجمارك السويدي (SFS 2000:1281)؛",0
"10991","ما إذا كان لشرط &quot;الناشئة قبل&quot; أثر استبعادي",0
"10992","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"10993","ومن المتوقع أن تقدم حكومة المصالحة الوطنية حوالي 30 في المائة من التكلفة، ويدرس البنك الدولي تقديم قرض بقيمة 80 مليون دولار، كما يقدم مانحون آخرون التمويل.",0
"10994","وتقع جميع هذه المناطق داخل الأراضي الكمبودية.",0
"10995","&quot;تقرير الأمين العام عملا بالفقرة 6 من القرار 1883 (2009) (S/2009/585)&quot;.",0
"10996","شروط الدفع غير واضحة من النسخة المقدمة.",0
"10997","أودعت أيسلندا صك التصديق أو الانضمام، حسب الاقتضاء، إلى الاتفاقيات الدولية التالية:",0
"10998","رابعا. فريق تفتيش الأنموفيك في الموصل (بيولوجي)",0
"10999","ومن بين أسطوانات الكلور الـ 69 التي تم تسليمها إلى محافظة كربلاء، تم بالفعل استخدام 49 منها (71 بالمائة).",0
"11000","المقرر عقدها يوم السبت، 15 أيار/مايو 1999، الساعة 10/2 صباحا",0
"11001","117. تم تقديم الأوصاف المصاحبة والاعتبارات الخاصة.",0
"11002","حقوق الإنسان وحماية المدنيين",0
"11003","وفي 13 شباط/فبراير، عينت قوات التحرير الوطنية ثمانية منسقين معنيين بالأطفال في كل منطقة من مناطق التجمع والتجمع، وكلفوا بتقديم الدعم لعملية التوعية وتحديد الهوية والفصل، فضلا عن نقل الأطفال إلى مركز العبور في جيتيغا لإقامتهم في نهاية المطاف. لم شملهم مع عائلاتهم.",0
"11004","يشير مصطلح &quot;صاحب العمل&quot; كما هو مستخدم هنا إلى هذه المنظمات بشكل جماعي.",0
"11005","اندمجت الشخصية والإقليم في شيء واحد وأصبح لا يمكن تمييزه، وهو التوليف.",0
"11006",":: قانون المساعدة المتبادلة في المسائل الجنائية، 1991",0
"11007","2. الوضع في الشرق الأوسط.",0
"11008","الحالة في الشرق الأوسط (انظر S/7913، S/7923، S/7976، S/8000، S/8048، S/8066، S/8215، S/8242، S/8252، S/8269، S/ 8502، S/8525، S/8534، S/8564، S/8575، S/8584، S/8595، S/8747، S/8753، S/8807، S/8815، S/8828، S/8836، S/8885، S/8896، S/8960، S/9123، S/9135، S/9319، S/9382، S/9395، S/9406، S/9427 وCorr.1، S/9449، S/ 9452، S/9805، S/9812، S/9930، S/10327، S/10341، S/10554، S/10557، S/10703، S/10721، S/10729، S/10743، S/10770/ Add.4، S/10855/Add.15، 16، 23، 24، 29، 30، 33، 41، 43 و44؛ S/11185/Add.14-16، 21، 42/Rev.1 و47؛ S/11593/Add.15، 21، 29، 42 و49؛ S/11935/Add.21، 42 و48؛ S/12269/Add.12، 13، 21، 42 و48؛ 10، 11، 17، 21، 37، 39، 42، 47 و48؛ S/13033/Add.2، 16، 19، 21، 23، 34، 47 و50؛ 21، 24-26، 33، 47 و50؛ S/14326/Add.10، 11، 20، 24، 28، 29، 47 و50؛ 33 و37 و42 و48؛S/15560/Add.3، 21، 29، 37، 42، 45، 47 و48؛ 40 و47؛ S/16880/Add.8-10، 15، 20، 21، 41 و46؛ S/17725/Add.2، 15، 21، 28، 35، 38، 43 و 47؛ S/18570/Add.2، 21، 30 و 47؛ S/19420/Add.2-4، 18، 19، 22 وCorr.1، 30، 48 و50؛ S/20370/Add.4، 12، 16، 21، 30، 32، 37، 44، 46، 47 و51؛ S/21100/Add.4، 21، 30 و 47؛ S/22110/Add.4، 21، 30 و 47؛ S/23370/Add.4، 7، 21، 30 و 47؛ S/25070/Add.4، 21، 30 و 48؛ S/1994/20/Add.3، 20، 29 و 47؛ S/1995/40/Add.4، 21، 29 و 47؛ S/1996/15/Add.4، 15، 21، 30 و 47؛ S/1997/40/Add.4، 21، 30 و 46؛ S/1998/44/Add.4، 21، 30 و 47؛ S/1999/25/Add.3، 20، 29 و 46؛ وS/2000/40/Add.4،15 و20)",0
"11009","ج. عرض يتراوح بين 10 و20 ملم.",0
"11010","النظام الداخلي لوزارة الطاقة وزارة الطاقة، CNSNS",0
"11011","مدينة الرياض (1,425,000 ريال سعودي)",0
"11012","19. لا تمتلك المكاتب القنصلية &quot;قواعد بيانات مرجعية&quot; تتضمن القائمة الموحدة.",0
"11013","الحالة في غينيا بيساو (6 تشرين الثاني/نوفمبر 1998؛ 22 أيار/مايو 2013)",0
"11014","صدر بمدينة كورونادو الساعة الثانية بعد ظهر يوم 6 يوليو 2005.",0
"11015","قناة الحقيقة الفضائية الصحفي الأردني معاذ البطوش - بتاريخ 25 شباط/فبراير 2012",0
"11016",":: فخامة السيد بن مسعود راشد، نائب رئيس اتحاد جزر القمر",0
"11017","(ج) التحديث المنتظم للقائمة المشار إليها في الفقرة 1؛",0
"11018","وترد قائمة بالطائرات المسجلة في رواندا حتى 20 كانون الثاني/يناير 2005 في مرفق هذا الرد.",0
"11019","لتلقي هذا الشخص أو أي شخص آخر دفعة أو حصول هذا الشخص أو أي شخص آخر على ممتلكات، خارج الجمهورية؛ أو",0
"11020","حاء- التكاليف الأخرى 153-156 34",0
"11021","بدأت في 12 يونيو 2001. وانتهت في عام 2008.",0
"11022","قرار مجلس الأمن 1861 (2009)، مرجع سابق. 1",0
"11023","ومع ذلك، سيستغرق الأمر بعض الوقت حتى تدخل الترتيبات الجديدة حيز التنفيذ.",0
"11024","قانون &quot;دائرة إيرادات الدولة&quot;",0
"11025","رسالة مؤرخة 8 آذار/مارس 1999 من الممثل الدائم",0
"11026","في آسيا والشرق الأوسط",0
"11027","وتتركز حركة MPIGO في غرب البلاد، ويتمركزون في Binhouye، وحركة MJP في مان.",0
"11028","1. يو إن تشونج نام",0
"11029","لا يمكن تخزين بيانات التنبيه إلا لفترة زمنية محدودة.",0
"11030","S/PRST/1994/62 المؤرخ 4 نوفمبر 1994",0
"11031","وأطلب من المجتمع الدولي، ولا سيما الدول المجاورة وأعضاء فريق الأصدقاء، تقديم الدعم لهذا المسعى.",0
"11032","14 - الحالة في سيراليون (27 تشرين الثاني/نوفمبر 1995؛ 29 أيلول/سبتمبر 2010).",0
"11033","وقد يكون عدد الحالات أعلى بكثير.",0
"11034","أقنعة الغاز (1,033,600 ريال سعودي)",0
"11035","1-2 تفكر حكومة جنوب أفريقيا في سن التشريع الجديد التالي لتفعيل الفقرة 2 (أ) إلى (ز) من القرار 1373 (2001):",0
"11036","3. الوضع في قبرص (27 كانون الأول/ديسمبر 1963؛ 19 تموز/يوليه 2012).",0
"11037","باء- مسائل ازدواجية أخرى 74-77 18",0
"11038","وقد جاء ذلك في الصفحة 11 من مقدمة المذكرات.",0
"11039","24- وتركز الطريقة الثانية على دراسة بيانات النظائر.",0
"11040","وأكد أحد المشاركين أن الوقت قد حان للقيام بما هو أكثر من مجرد الكلام عن هدف الوقاية.",0
"11041","ويبدو أن مهمة التعامل مع جيش الرب للمقاومة قد تُركت إلى حد كبير لحكومات المنطقة.",0
"11042",":: القيود أو الأنظمة، إن وجدت، المفروضة على حركة السلع الثمينة مثل الذهب والماس والمواد الأخرى ذات الصلة.",0
"11043","وفي كثير من الحالات، كانت الشركات المملوكة لشركة جمهورية إيران الإسلامية للشحن البحري، أو شركة حافظ داريا للشحن، أو شركة سابيد للشحن، تمتلك سفينة واحدة أو سفينتين فقط.",0
"11044","وقد قدمت البعثة وفريق الأمم المتحدة القطري، إلى جانب شركاء آخرين، دعما بالغ الأهمية لتلك الجهود.",0
"11045","الوضع في الشرق الأوسط",0
"11046","وتشمل الصادرات الماشية والجلود واللبان والمنتجات الزراعية، في حين تتكون الواردات بشكل رئيسي من المواد الغذائية الأساسية والسلع الاستهلاكية وبضائع الإغاثة.",0
"11047","وقد تناول المجلس حالات مماثلة في القرارين 1241 (1999) و 1482 (2003).",0
"11048","يرجى الرجوع إلى رد فييت نام على الفقرة 1-2. فوق.",0
"11049","المقرر عقدها يوم الجمعة، 28 آذار/مارس 2003، الساعة 15/12 ظهرا",0
"11050","ومن المتوقع أن تستمر لمدة 18 شهرا وتنتهي بحلول نهاية عام 2008، مع صدور حكم قضائي بحلول منتصف عام 2009.",0
"11051","عدم الانتشار (انظر S/2006/10/Add.12 و 30)",0
"11052","9. توزيع القائمة الموحدة.",0
"11053","أ. قضية د4 (الملكية الشخصية) - السببية",0
"11054","يجب أن تغطي المفاوضات جميع القضايا الأساسية التي يجب تحديدها بوضوح؛",0
"11055","تقرير الأمين العام عن الحالة في الصومال (S/2005/392).",0
"11056","صحيفة صوت الأحرار الجزائرية الصحفي الجزائري عمر دلال -- 25 شباط/فبراير 2012",0
"11057","وعدم فعالية النظام القضائي يؤدي إلى تفاقم الوضع.",0
"11058","- معاهدة الحظر الشامل للتجارب النووية، تم التصديق عليها في 11 تموز/يوليه 2003؛",0
"11059","أجهزة التتبع الإلكترونية – من خلال وضع نظام قانوني لاستخدام تقنية التحقيق هذه:",0
"11060","&#39;6` تشمل النفقات المؤجلة عادة بنود الإنفاق التي لا يمكن تحميلها بشكل صحيح في الفترة المالية الحالية. وسيتم تحميلها كنفقات في فترة لاحقة.",0
"11061","وبالإضافة إلى ذلك، فإن المرفق 10 (سجل قطاعات محددة) للقواعد العامة للتجارة الخارجية لعام 2005، والتي نشرت في صحيفة Diario Oficial في 8 أغسطس 2005، يدرج البنود التعريفية المحددة المذكورة أعلاه",0
"11062","وذلك يوم الثلاثاء الموافق 21 أغسطس 2012 الساعة 3 بعد الظهر",0
"11063","وترد توقعات أخرى في استراتيجية الإنجاز المرفقة.",0
"11064","وذلك يوم الاثنين 7 فبراير 2011 الساعة 10 صباحا",0
"11065","الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (S/PRST/2010/29)",0
"11066","رابعا. أنشطة الأمم المتحدة والمجتمع الدولي",0
"11067","43 - وكانت الجهود القوية لإعادة الإعمار من خلال الصندوق الاستئماني لتيمور الشرقية والمشاريع الثنائية حاسمة الأهمية في دعم هذا الانتعاش.",0
"11068","وبينما يبقى الجزء الأكبر من موظفي الأمم المتحدة الدوليين في الشمال، فإن نحو 30 في المائة منهم يتمركزون في وسط الصومال وجنوبه.",0
"11069","السياق الاستراتيجي لمكتب الأمم المتحدة لغرب أفريقيا",0
"11070","السيد إلهان محمد بيركول، تركيا (الجمارك/النقل)",0
"11071","153. حمد مبارك سالم الهاجري",0
"11072","2. فيما يتعلق بالدخول والخروج (الفقرة 10)",0
"11073","مالطا ليس لديها تشريعات بشأن السمسرة.",0
"11074","18. المبعوث الإريتري في مقديشو هو إلياس هايت تاليز.",0
"11075","تحسين وصول السكان المدنيين إلى الخدمات الأساسية والبنية التحتية وسبل العيش",0
"11076","انخرط العديد من أعضائها في صيد جراد البحر على نطاق صغير برأس مال قدمته المنظمة.",0
"11077","3. الوضع في قبرص (27 كانون الأول/ديسمبر 1963؛ 30 نيسان/أبريل 2009).",0
"11078","كما تم التطرق إلى المهام التشريعية التي يتولىها المجلس.",0
"11079","(ج) ارتفاع غير مبرر في حجم الصادرات من بلد معين؛",0
"11080","وذلك يوم الخميس الموافق 30 أبريل 2009 الساعة 4.30 مساءً",0
